
[00:00:00.000 --> 00:00:02.000]  各位弟子妹,早安
[00:00:02.000 --> 00:00:03.020]  早安
[00:00:03.020 --> 00:00:06.460]  很高興在這個地方跟大家見面
[00:00:06.460 --> 00:00:08.040]  一齊來
[00:00:08.040 --> 00:00:12.920]  屬拜,一齊來練習上帝的說話
[00:00:12.920 --> 00:00:14.320]  這樣
[00:00:14.320 --> 00:00:17.560]  我今天是選了一段經文
[00:00:17.560 --> 00:00:19.360]  電話就讀了出來,是不是?
[00:00:19.360 --> 00:00:21.920]  可以打出來給大家看到的
[00:00:21.920 --> 00:00:28.920]  而我的題目就是經文裡面其中的一個段落
[00:00:28.920 --> 00:00:35.480]  就是耶穌如何去回應門徒的憎恨
[00:00:35.480 --> 00:00:45.600]  我的講道是有一個特色
[00:00:45.600 --> 00:00:48.400]  因為我比較多用這種方式
[00:00:48.400 --> 00:00:50.240]  就是一段經文
[00:00:50.240 --> 00:00:53.320]  我多數講道都是一段經文
[00:00:53.320 --> 00:00:59.760]  我就在這段經文裡面用來講道
[00:00:59.760 --> 00:01:00.440]  為什麼呢?
[00:01:00.440 --> 00:01:03.720]  我都是很想透過講道
[00:01:03.720 --> 00:01:09.600]  給弟兄姊妹多一個明白
[00:01:09.600 --> 00:01:13.960]  怎樣去讀一段經文
[00:01:13.960 --> 00:01:17.000]  講道的時候,我希望大家
[00:01:17.000 --> 00:01:18.600]  原來一段經文
[00:01:18.600 --> 00:01:22.160]  我們這樣讀是可以這樣
[00:01:22.160 --> 00:01:24.320]  或者這麼豐富的
[00:01:24.320 --> 00:01:28.960]  我想帶出這個年代的效果
[00:01:28.960 --> 00:01:30.880]  當我們讀聖經的時候
[00:01:30.880 --> 00:01:33.400]  原來牧師一段經文
[00:01:33.400 --> 00:01:35.360]  可以講到這麼多東西
[00:01:35.360 --> 00:01:36.720]  看到這麼多東西
[00:01:36.720 --> 00:01:38.520]  我們讀那段經文的時候
[00:01:38.520 --> 00:01:40.760]  是不是可以看到這麼多東西呢?
[00:01:40.760 --> 00:01:45.440]  希望我的講道可以令人對聖經
[00:01:45.440 --> 00:01:48.920]  是更加有一種興趣
[00:01:48.920 --> 00:01:51.960]  或者想在那段經文裡面
[00:01:51.960 --> 00:01:53.160]  明白更加多
[00:01:53.160 --> 00:01:55.760]  所以我的講道多數是這樣的
[00:01:55.760 --> 00:01:56.880]  當然不是絕對的
[00:01:56.880 --> 00:01:59.040]  有時候提高是不行的
[00:01:59.040 --> 00:02:01.760]  今天我都是用這個方式
[00:02:01.760 --> 00:02:08.920]  這段經文是講門徒是增大
[00:02:08.920 --> 00:02:10.920]  在這裡說是誰做大的
[00:02:10.920 --> 00:02:18.800]  都是一個比較多成為講道素材的經文
[00:02:18.800 --> 00:02:22.120]  所以如果回教會久了
[00:02:22.120 --> 00:02:23.800]  應該不會太陌生
[00:02:23.800 --> 00:02:27.040]  都聽過這段經文
[00:02:27.040 --> 00:02:31.800]  其實這段經文在這件事件
[00:02:31.800 --> 00:02:35.560]  在三短的福音書都有記載的
[00:02:35.560 --> 00:02:38.040]  我今天讀的是《馬河福音》
[00:02:38.040 --> 00:02:39.640]  其實《馬太》有記載
[00:02:39.640 --> 00:02:40.920]  《路加》也有記載
[00:02:40.920 --> 00:02:42.280]  不過短一點
[00:02:42.280 --> 00:02:48.280]  有一點點不同的
[00:02:48.280 --> 00:02:51.720]  因為重點內容是多一點的
[00:02:51.720 --> 00:02:53.360]  但我今天都注意了
[00:02:53.360 --> 00:02:57.000]  三段經文所講的都很接近的
[00:02:57.000 --> 00:03:06.600]  經文記載的事件是發生在何時呢?
[00:03:06.600 --> 00:03:10.680]  大概是在耶穌傳道的中後期
[00:03:10.680 --> 00:03:13.280]  司祭約翰被殺之後
[00:03:13.880 --> 00:03:20.200]  耶穌自己的處境也是有些危險的
[00:03:20.200 --> 00:03:24.360]  當時耶穌出來傳道
[00:03:24.360 --> 00:03:30.080]  就招到當時建制的法尼塞人
[00:03:30.080 --> 00:03:31.120]  祭祀
[00:03:31.120 --> 00:03:34.240]  整個傳道就有些敵視
[00:03:34.240 --> 00:03:36.240]  門徒都感覺到壓力
[00:03:36.240 --> 00:03:44.040]  亦都被當時的政府因為有一群群眾在制度以外
[00:03:44.040 --> 00:03:45.640]  又這麼輕盛
[00:03:45.640 --> 00:03:51.240]  而且大家又覺得好像要將他推出來做彌賽
[00:03:51.240 --> 00:03:56.040]  然後帶動一個社會政治的改革
[00:03:56.040 --> 00:03:59.680]  門徒都有這些不同的心情在
[00:03:59.680 --> 00:04:01.960]  耶穌是知道的
[00:04:01.960 --> 00:04:03.240]  門徒都知道的
[00:04:03.240 --> 00:04:06.840]  所以到那時候司祭約翰被殺之後
[00:04:06.840 --> 00:04:13.840]  其實耶穌開始透露他將會有甚麼遭遇
[00:04:13.840 --> 00:04:16.640]  所以因為他是教導門徒
[00:04:16.640 --> 00:04:19.040]  人子將要交在人的手裏面
[00:04:19.040 --> 00:04:20.640]  他們要殺害他
[00:04:20.640 --> 00:04:23.640]  但耶穌就講他被殺之後
[00:04:23.640 --> 00:04:25.640]  三天後他會復活
[00:04:25.640 --> 00:04:30.640]  但起碼在前面聽到耶穌要遭難
[00:04:30.640 --> 00:04:33.640]  會被殺
[00:04:33.640 --> 00:04:37.640]  即是你如果跟著一個領袖
[00:04:37.640 --> 00:04:40.640]  這次暫時先講中華興
[00:04:40.640 --> 00:04:42.640]  會被殺
[00:04:42.640 --> 00:04:45.640]  即是他要被除掉
[00:04:45.640 --> 00:04:49.640]  門徒跟著這個領袖
[00:04:49.640 --> 00:04:50.640]  他就想講
[00:04:50.640 --> 00:04:55.640]  耶穌的說話門徒都是聽得很認真
[00:04:55.640 --> 00:04:59.640]  很震驚
[00:04:59.640 --> 00:05:01.640]  不敢問他
[00:05:01.640 --> 00:05:04.640]  這個問題就是不敢
[00:05:04.640 --> 00:05:06.640]  又不敢問他
[00:05:06.640 --> 00:05:09.640]  門徒不明白又不敢問他
[00:05:09.640 --> 00:05:12.640]  即是耶穌跟他們這樣講
[00:05:12.640 --> 00:05:15.640]  即是說在這個時候
[00:05:15.640 --> 00:05:17.640]  跟著他們又爭論
[00:05:17.640 --> 00:05:20.640]  跟著他們就在那裏討論一些事
[00:05:20.640 --> 00:05:22.640]  時秋就問他們
[00:05:22.640 --> 00:05:24.640]  你們在那裏爭論些甚麼
[00:05:24.640 --> 00:05:27.640]  要接回前面
[00:05:27.640 --> 00:05:29.640]  你想才行
[00:05:29.640 --> 00:05:31.640]  耶穌跟他們講了
[00:05:31.640 --> 00:05:33.640]  我會遇難
[00:05:33.640 --> 00:05:35.640]  又不知何時會遇難
[00:05:35.640 --> 00:05:36.640]  隨時都會遇難
[00:05:36.640 --> 00:05:39.640]  誰知整個團隊裏面
[00:05:39.640 --> 00:05:42.640]  是有一個很大的危機
[00:05:42.640 --> 00:05:46.640]  突然耶穌被人拿走了
[00:05:46.640 --> 00:05:47.640]  出事了
[00:05:47.640 --> 00:05:49.640]  那怎麼辦
[00:05:49.640 --> 00:05:52.640]  他們都很震驚
[00:05:52.640 --> 00:05:55.640]  又不敢問耶穌
[00:05:55.640 --> 00:05:57.640]  我繼續行
[00:05:57.640 --> 00:05:59.640]  路上繼續行
[00:05:59.640 --> 00:06:01.640]  這時他們開始討論
[00:06:01.640 --> 00:06:03.640]  爭論一件事
[00:06:03.640 --> 00:06:05.640]  哪個做大呢
[00:06:05.640 --> 00:06:09.640]  一定跟前面有些關係
[00:06:09.640 --> 00:06:11.640]  兩件事放在一起
[00:06:11.640 --> 00:06:13.640]  三段都是這樣的處境
[00:06:23.640 --> 00:06:25.640]  門徒明白
[00:06:25.640 --> 00:06:31.640]  他們就有一種擔心
[00:06:31.640 --> 00:06:34.640]  有一種擔心
[00:06:34.640 --> 00:06:38.640]  開始想怎樣去應對
[00:06:38.640 --> 00:06:42.640]  沒有了耶穌這個團隊
[00:06:42.640 --> 00:06:44.640]  誰去帶呢
[00:06:44.640 --> 00:06:47.640]  沒有了這個團隊
[00:06:47.640 --> 00:06:49.640]  誰去帶呢
[00:06:49.640 --> 00:06:52.640]  爭論誰為大
[00:06:52.640 --> 00:06:54.640]  我們聽到就很不開心
[00:06:54.640 --> 00:06:56.640]  說耶穌說誰來爭大
[00:06:56.640 --> 00:06:59.640]  爸爸都未死還爭身家
[00:06:59.640 --> 00:07:05.640]  但我們嘗試用另一個去想
[00:07:05.640 --> 00:07:09.640]  其實當時又沒有權
[00:07:09.640 --> 00:07:12.640]  又沒有資產
[00:07:12.640 --> 00:07:14.640]  甚麼都沒有
[00:07:14.640 --> 00:07:16.640]  這個團隊很初型
[00:07:16.640 --> 00:07:17.640]  甚麼都沒有
