
[00:00:00.000 --> 00:00:05.500]  一開始之前很想跟大家讀一下今天的經文
[00:00:05.500 --> 00:00:07.500]  不如我們一起起身讀好嗎?
[00:00:07.500 --> 00:00:09.500]  很熟悉的經文
[00:00:09.500 --> 00:00:13.500]  第一個是《詩篇》103第五節
[00:00:13.500 --> 00:00:16.500]  我們用很醒神的聲音
[00:00:16.500 --> 00:00:21.500]  大聲一點,讓神的話語充滿這個回堂
[00:00:21.500 --> 00:00:23.500]  1,2,3
[00:00:23.500 --> 00:00:33.000]  他用美物使你所願的得然知足,以致你如鷹返路還途
[00:00:33.000 --> 00:00:35.000]  下一章
[00:00:35.000 --> 00:00:41.000]  他持能力,軟弱的他家力量
[00:00:41.000 --> 00:00:49.000]  就是少年人也要疲乏困倦,強壯的也必傳言跌倒
[00:00:49.000 --> 00:00:57.000]  但那等候耶和華的重生得力,他們的如鷹展翅上騰
[00:00:57.000 --> 00:01:03.000]  他們奔跑卻不困倦,行走卻不疲乏
[00:01:03.000 --> 00:01:05.000]  很熟悉的經文
[00:01:05.000 --> 00:01:08.000]  你想也想到這首回應詩是什麼了
[00:01:08.000 --> 00:01:10.000]  很熟悉的歌曲
[00:01:10.000 --> 00:01:13.000]  今天跟大家分享的題目
[00:01:13.000 --> 00:01:20.000]  叫做「如鷹」,不是「如花」,是「如鷹」
[00:01:20.000 --> 00:01:24.000]  要我們好像一隻鷹一樣生活
[00:01:24.000 --> 00:01:27.000]  這個不是我叫你的
[00:01:27.000 --> 00:01:29.000]  是天父告訴我們
[00:01:29.000 --> 00:01:34.000]  祂希望我們的生命像一隻鷹一樣
[00:01:34.000 --> 00:01:38.000]  你覺得你自己像不像一隻鷹
[00:01:38.000 --> 00:01:42.000]  當我們進入神的話語之前
[00:01:42.000 --> 00:01:46.000]  我們用「如鷹展翅上騰」這首歌
[00:01:46.000 --> 00:01:50.000]  帶領我們進去
[00:01:50.000 --> 00:01:52.000]  我想大家一起唱的時候
[00:01:52.000 --> 00:01:54.000]  你想兩個問題
[00:01:54.000 --> 00:01:58.000]  什麼叫做「如鷹的生命」呢
[00:01:58.000 --> 00:02:01.000]  你覺得當神說
[00:02:01.000 --> 00:02:04.000]  你要好像一隻鷹一樣
[00:02:04.000 --> 00:02:07.000]  祂想我們怎樣呢
[00:02:07.000 --> 00:02:09.000]  現在第一樣想
[00:02:09.000 --> 00:02:14.000]  鷹的生命究竟是一個怎樣的生命呢
[00:02:14.000 --> 00:02:17.000]  耶和華曾經這樣說
[00:02:17.000 --> 00:02:19.000]  祂也形容自己好像一隻鷹
[00:02:19.000 --> 00:02:23.000]  神在出拉及記裡面這樣說過
[00:02:23.000 --> 00:02:25.000]  祂說我就好像一隻鷹
[00:02:25.000 --> 00:02:27.000]  將你們放在我的背部
[00:02:27.000 --> 00:02:29.000]  將你們從一個被奴之地
[00:02:29.000 --> 00:02:31.000]  被囚之地
[00:02:31.000 --> 00:02:33.000]  做奴隸的地方
[00:02:33.000 --> 00:02:36.000]  帶回來那個鷹女之地
[00:02:36.000 --> 00:02:40.000]  所以神說祂好像一隻鷹
[00:02:40.000 --> 00:02:46.000]  所以祂說你們也要像一隻鷹
[00:02:46.000 --> 00:02:49.000]  究竟鷹是怎樣的呢
[00:02:49.000 --> 00:02:52.000]  第二個我想你想
[00:02:52.000 --> 00:02:55.000]  如果你覺得你自己不像一隻鷹
[00:02:55.000 --> 00:02:59.000]  那你又覺得你自己像什麼呢
[00:02:59.000 --> 00:03:03.000]  你現在的生命像什麼呢
[00:03:03.000 --> 00:03:10.000]  看見會將你的手放在心上
[00:03:10.000 --> 00:03:14.000]  親愛的天父
[00:03:14.000 --> 00:03:22.000]  你的心意是要我們活得像一隻鷹
[00:03:22.000 --> 00:03:25.000]  你的心意是叫我們可以回復
[00:03:25.000 --> 00:03:28.000]  我們原本美麗的樣式
[00:03:28.000 --> 00:03:34.000]  我們可以有一個美好自由的風采
[00:03:34.000 --> 00:03:36.000]  你叫我們
[00:03:36.000 --> 00:03:37.000]  你告訴我們
[00:03:37.000 --> 00:03:41.000]  我們可以翱翔在神的國度裡面
[00:03:41.000 --> 00:03:48.000]  你說我們可以飛越一切的風暴和艱難
[00:03:48.000 --> 00:03:51.000]  神也求你祝福你的話語
[00:03:51.000 --> 00:03:56.000]  願你的話語成就在眾弟兄姊妹的身上
[00:03:56.000 --> 00:04:00.000]  願語和成就在天上
[00:04:00.000 --> 00:04:03.000]  祝我們有那個盼望
[00:04:03.000 --> 00:04:05.000]  有那個信心
[00:04:05.000 --> 00:04:09.000]  我們可以活出一個鷹的生命
[00:04:09.000 --> 00:04:11.000]  我們這樣禱告
[00:04:11.000 --> 00:04:14.000]  奉耶穌基督得勝的名求
[00:04:14.000 --> 00:04:15.000]  Amen
[00:04:15.000 --> 00:04:17.000]  請坐
[00:04:17.000 --> 00:04:23.000]  鷹的生活是怎樣的呢
[00:04:23.000 --> 00:04:26.000]  不可以訪問大家你們覺得
[00:04:26.000 --> 00:04:28.000]  出了一幅什麼的圖畫
[00:04:28.000 --> 00:04:30.000]  不過如果你搜尋一下
[00:04:30.000 --> 00:04:31.000]  鷹
[00:04:31.000 --> 00:04:33.000]  按 image
[00:04:33.000 --> 00:04:38.000]  你通常就會看到很多這些的圖畫
[00:04:38.000 --> 00:04:40.000]  很漂亮的那些圖畫
[00:04:40.000 --> 00:04:41.000]  拍得很清楚的
[00:04:41.000 --> 00:04:45.000]  我就想為什麼福福鷹的圖畫這麼漂亮
[00:04:45.000 --> 00:04:48.000]  我想其中一個原因就是很容易拍
[00:04:48.000 --> 00:04:51.000]  如果你拍一隻小鳥飛
[00:04:51.000 --> 00:04:53.000]  就會動的嘛
[00:04:53.000 --> 00:04:54.000]  動的頻率又很高嘛
[00:04:54.000 --> 00:04:56.000]  這樣很難拍得很清楚很漂亮
[00:04:56.000 --> 00:04:58.000]  鷹就不同了
[00:04:58.000 --> 00:05:00.000]  每一張都是
[00:05:00.000 --> 00:05:03.000]  不動的
[00:05:03.000 --> 00:05:05.000]  所以
[00:05:05.000 --> 00:05:08.000]  鷹是一隻什麼的動物呢
[00:05:08.000 --> 00:05:10.000]  鷹是一隻猛獸來的
[00:05:10.000 --> 00:05:12.000]  很有活力的
[00:05:12.000 --> 00:05:14.000]  動物學家說
[00:05:14.000 --> 00:05:17.000]  鷹的視力非常之好
[00:05:17.000 --> 00:05:21.000]  可以看到2公里2公里以外的小兔子
[00:05:21.000 --> 00:05:23.000]  讓牠可以衝下來
[00:05:23.000 --> 00:05:25.000]  捉了牠
[00:05:25.000 --> 00:05:26.000]  這幅圖
[00:05:26.000 --> 00:05:29.000]  那隻鷹在天空裡面衝下來
[00:05:29.000 --> 00:05:30.000]  捉什麼呢
[00:05:30.000 --> 00:05:32.000]  捉水裡面的那條魚
[00:05:32.000 --> 00:05:34.000]  你想想牠的視力多好
[00:05:34.000 --> 00:05:35.000]  第二
[00:05:35.000 --> 00:05:37.000]  牠很有能力
[00:05:37.000 --> 00:05:39.000]  牠可以飛得很快
[00:05:39.000 --> 00:05:41.000]  你看到牠好像不動那樣
[00:05:41.000 --> 00:05:43.000]  但是原來
[00:05:43.000 --> 00:05:47.000]  飛行速度可以高達100公里
[00:05:47.000 --> 00:05:50.000]  一小時100公里
[00:05:50.000 --> 00:05:52.000]  就是用這個速度
[00:05:52.000 --> 00:05:53.000]  去開車
[00:05:53.000 --> 00:05:56.000]  我們會經常被人抄牌的
[00:05:56.000 --> 00:05:57.000]  鷹飛得很快
[00:05:57.000 --> 00:05:59.000]  看得很遠
[00:05:59.000 --> 00:06:01.000]  所以當我想
[00:06:01.000 --> 00:06:02.000]  當層說
[00:06:02.000 --> 00:06:05.000]  你們要如鷹這樣生活
[00:06:05.000 --> 00:06:06.000]  是什麼意思呢
[00:06:06.000 --> 00:06:08.000]  我覺得鷹是給我們一種
[00:06:08.000 --> 00:06:10.000]  什麼樣的感覺呢
[00:06:10.000 --> 00:06:13.000]  第一個感覺就是很有能力
[00:06:13.000 --> 00:06:16.000]  很powerful
[00:06:16.000 --> 00:06:18.000]  猛獸
[00:06:18.000 --> 00:06:20.000]  很厲害的
[00:06:20.000 --> 00:06:22.000]  除了牠有力之外
[00:06:22.000 --> 00:06:24.000]  很多東西都有力的
[00:06:24.000 --> 00:06:27.000]  第二個就是有型
[00:06:27.000 --> 00:06:29.000]  是不是
[00:06:29.000 --> 00:06:31.000]  好像不用用力那樣
[00:06:31.000 --> 00:06:33.000]  不世吹灰之力
[00:06:33.000 --> 00:06:34.000]  那你就會看到那些鷹
[00:06:34.000 --> 00:06:36.000]  在空中裡面盤旋
[00:06:36.000 --> 00:06:38.000]  很瀟灑的
[00:06:38.000 --> 00:06:40.000]  游刃有餘
[00:06:40.000 --> 00:06:43.000]  你不會看到牠汗流浹背
[00:06:43.000 --> 00:06:45.000]  你見不到這樣的場面
[00:06:45.000 --> 00:06:47.000]  你看到的鷹
[00:06:47.000 --> 00:06:49.000]  都是滿有把握
[00:06:49.000 --> 00:06:51.000]  滿有信心
[00:06:51.000 --> 00:06:53.000]  像不像你
[00:06:53.000 --> 00:06:56.000]  鷹不疲乏
[00:06:56.000 --> 00:06:58.000]  我們讀的經文常常說
[00:06:58.000 --> 00:07:00.000]  你們要如鷹
[00:07:00.000 --> 00:07:01.000]  又不疲乏
[00:07:01.000 --> 00:07:04.000]  奔跑又不困倦
[00:07:04.000 --> 00:07:05.000]  我想不疲乏
[00:07:05.000 --> 00:07:08.000]  不是等於那隻鷹不用休息
[00:07:08.000 --> 00:07:14.000]  而是牠不會很懶惰
[00:07:14.000 --> 00:07:16.000]  你知道什麼叫懶惰吧
[00:07:16.000 --> 00:07:21.000]  你會見到一隻很懶惰的樹懶
[00:07:21.000 --> 00:07:27.000]  一隻躺著的小動物
[00:07:27.000 --> 00:07:29.000]  但是鷹給你的感覺不是的
[00:07:29.000 --> 00:07:31.000]  牠是充滿精力
[00:07:31.000 --> 00:07:32.000]  充滿行動力
[00:07:32.000 --> 00:07:34.000]  很知道自己要做什麼
[00:07:34.000 --> 00:07:36.000]  還有鷹給我的感覺
[00:07:36.000 --> 00:07:39.000]  就是牠很離地
[00:07:39.000 --> 00:07:42.000]  很超然
[00:07:42.000 --> 00:07:44.000]  牠永遠都在很高空上面
[00:07:44.000 --> 00:07:47.000]  你很少見到一隻鷹低飛
[00:07:47.000 --> 00:07:48.000]  你見到鷹的時候
