
[00:00:00.000 --> 00:00:01.340]  閉頂姐妹早晨
[00:00:01.340 --> 00:00:05.300]  這幾天我想都不用怎麼說了
[00:00:05.300 --> 00:00:06.960]  最多人談論的
[00:00:06.960 --> 00:00:09.300]  必然是世界盃
[00:00:09.300 --> 00:00:13.640]  整個星期不斷聽到人說巴西慘敗給德國
[00:00:13.640 --> 00:00:16.300]  又聽到很多人在談論
[00:00:16.300 --> 00:00:18.320]  文戰古怡思量漲
[00:00:18.320 --> 00:00:20.140]  沒了尼瑪
[00:00:20.140 --> 00:00:22.180]  不過更多人想起當年
[00:00:22.180 --> 00:00:26.500]  六七十年代的一些球壇的風雲人物
[00:00:27.880 --> 00:00:30.400]  令我都想起當年
[00:00:30.400 --> 00:00:35.680]  我想不是想起巴西的比利
[00:00:35.680 --> 00:00:39.300]  他是想起一個位置比他更加有影響力的
[00:00:39.300 --> 00:00:40.380]  碧根巴華
[00:00:40.380 --> 00:00:43.700]  不知道有多少人還記得碧根巴華呢
[00:00:43.700 --> 00:00:47.640]  沒有吧,一個都沒有的,有的,當然啦
[00:00:47.640 --> 00:00:50.700]  有些跟我差不多年齡,年輕那幾年那些
[00:00:50.700 --> 00:00:52.800]  是呀
[00:00:52.800 --> 00:00:54.020]  碧根巴華
[00:00:54.640 --> 00:00:58.840]  他代表西德隊三屆參賽
[00:00:58.840 --> 00:01:01.620]  世界盃的決賽週
[00:01:01.620 --> 00:01:05.140]  的確的,按成績來說他是比不上比利的
[00:01:05.140 --> 00:01:07.640]  比利拿了三屆的
[00:01:07.640 --> 00:01:10.140]  帶領巴西隊是拿了三屆的冠軍
[00:01:10.140 --> 00:01:13.260]  碧根巴華就三色獎牌都拿了
[00:01:13.260 --> 00:01:17.060]  又拿過亞軍,又拿過冠軍,又拿過季軍
[00:01:17.060 --> 00:01:19.160]  這樣有多了不起,不是
[00:01:19.160 --> 00:01:20.320]  我不是說這個
[00:01:20.320 --> 00:01:22.920]  碧根巴華退役之後
[00:01:23.880 --> 00:01:26.900]  他是肩負起西德國家隊的
[00:01:26.900 --> 00:01:28.640]  總教練的身份
[00:01:28.640 --> 00:01:31.520]  他將他自己個人的品格
[00:01:31.520 --> 00:01:34.880]  他的球技,還有他的經驗
[00:01:34.880 --> 00:01:40.140]  置身於培育下一代的年輕球員
[00:01:40.140 --> 00:01:43.160]  結果他成功的,帶領西德隊
[00:01:43.160 --> 00:01:45.760]  在86年的世界盃拿到亞軍
[00:01:45.760 --> 00:01:49.020]  然後在下一屆,90年,拿到冠軍
[00:01:49.020 --> 00:01:53.060]  連FIFA國際足協都要稱讚他
[00:01:53.060 --> 00:01:54.780]  為足球皇帝
[00:01:54.780 --> 00:01:58.060]  不單止這樣,世界各地的傳媒
[00:01:58.060 --> 00:02:01.120]  一致公認,碧根巴華
[00:02:01.120 --> 00:02:03.440]  是足球員的典範
[00:02:03.440 --> 00:02:06.960]  不是浪得虛名的,因為他是有史以來
[00:02:06.960 --> 00:02:10.320]  唯一一位國家隊的球員
[00:02:10.320 --> 00:02:12.700]  又是國家隊的總教練
[00:02:12.700 --> 00:02:15.880]  先後一再拿得世界盃冠軍
[00:02:15.880 --> 00:02:19.300]  不過時隔二三十年
[00:02:20.180 --> 00:02:23.420]  已經有很多年輕一代,根本不知道他是哪一位
[00:02:23.420 --> 00:02:26.120]  又或者慢慢淡忘
[00:02:26.120 --> 00:02:29.140]  恐怕再過多二三十年
[00:02:29.140 --> 00:02:30.940]  都沒什麼人想起他了
[00:02:30.940 --> 00:02:32.860]  相反
[00:02:32.860 --> 00:02:36.140]  司徒保羅,一個一世紀的人物
[00:02:36.140 --> 00:02:39.120]  二千多年來,卻是一直成為
[00:02:39.120 --> 00:02:43.200]  歷代各地教會所學校的對象
[00:02:43.200 --> 00:02:45.400]  因為保羅的侍奉
[00:02:45.400 --> 00:02:48.640]  是使人認識耶穌基督
[00:02:49.020 --> 00:02:50.240]  得著救恩
[00:02:50.240 --> 00:02:53.400]  更加幫助信徒建立一個
[00:02:53.400 --> 00:02:56.300]  有永恆價值的屬靈生命
[00:02:56.300 --> 00:02:59.560]  上星期羅博士提到
[00:02:59.560 --> 00:03:01.520]  保羅在第二次宣教旅程
[00:03:01.520 --> 00:03:04.120]  是將福音帶到歐洲
[00:03:04.120 --> 00:03:07.640]  他更加在肥納比那裡
[00:03:07.640 --> 00:03:10.060]  遭受猶太人的追擊
[00:03:10.060 --> 00:03:14.740]  他是被官府
[00:03:14.740 --> 00:03:16.160]  脫光衣服
[00:03:16.500 --> 00:03:19.280]  用棍子打,打,打,打
[00:03:19.280 --> 00:03:22.280]  打完還要上木狗,還要關進監獄
[00:03:22.280 --> 00:03:25.620]  關進監獄也不是監獄,是監獄裡的監獄
[00:03:25.620 --> 00:03:28.480]  派了重兵去看守著他
[00:03:28.480 --> 00:03:32.940]  保羅有沒有因此而腳軟,不敢上場?沒有
[00:03:32.940 --> 00:03:37.160]  神用大能去拯救他
[00:03:37.160 --> 00:03:39.860]  將他從困所中釋放之後
[00:03:39.860 --> 00:03:43.440]  保羅去到切薩羅尼加一連三個安息日
[00:03:43.440 --> 00:03:46.380]  繼續進入猶太人的會堂
[00:03:47.000 --> 00:03:48.980]  去討論神的道
[00:03:48.980 --> 00:03:51.360]  短短三個星期
[00:03:51.360 --> 00:03:55.660]  有什麼果效?
[00:03:55.660 --> 00:03:58.580]  上星期羅博士提到
[00:03:58.580 --> 00:04:00.940]  一個神,上帝喜悅的教會
[00:04:00.940 --> 00:04:03.780]  這位信徒的典範
[00:04:03.780 --> 00:04:07.120]  幫助一個初信的教會
[00:04:07.120 --> 00:04:08.120]  成為
[00:04:08.120 --> 00:04:11.540]  鄰近地區的一個模範
[00:04:11.540 --> 00:04:15.060]  所以我今天預備和大家
[00:04:15.060 --> 00:04:17.900]  分享的講題就是「侍奉的典範」
[00:04:17.900 --> 00:04:22.080]  看看我們可以在保羅身上學到什麼功課
[00:04:22.080 --> 00:04:25.160]  如何去侍奉
[00:04:25.160 --> 00:04:26.720]  第一點
[00:04:26.720 --> 00:04:31.040]  要和大家分享的是
[00:04:31.040 --> 00:04:34.400]  保羅有一個很明確的侍奉目標和基礎
[00:04:34.400 --> 00:04:38.260]  世界盃參賽隊長期集訓
[00:04:38.260 --> 00:04:40.400]  職員球員
[00:04:40.400 --> 00:04:43.680]  下場的球員更加,他有一個很明確的目標
[00:04:44.000 --> 00:04:45.240]  有什麼目標?
[00:04:45.240 --> 00:04:47.680]  第一
[00:04:47.680 --> 00:04:50.720]  不要讓球進入球場
[00:04:50.720 --> 00:04:52.320]  不要讓球進入七球
[00:04:52.320 --> 00:04:55.780]  更加重要的目標
[00:04:55.780 --> 00:04:59.100]  自己將球送入對方的龍門
[00:04:59.100 --> 00:05:01.020]  這才是更加重要的
[00:05:01.020 --> 00:05:04.780]  不過如果有人問弟兄姊妹朋友
[00:05:04.780 --> 00:05:07.600]  你上了教會很久了
[00:05:07.600 --> 00:05:09.160]  其實你上了教會做什麼?
[00:05:09.160 --> 00:05:12.540]  你上了教會做的事情
[00:05:12.540 --> 00:05:13.640]  有沒有一個很明確的目標?
[00:05:14.000 --> 00:05:16.000]  不知道我們又會怎樣回答
[00:05:16.000 --> 00:05:19.440]  有人會說,上了教會當然要唱詩歌讚美神
[00:05:19.440 --> 00:05:21.440]  不不不,還有的
[00:05:21.440 --> 00:05:23.160]  聆聽上帝的話語
[00:05:23.160 --> 00:05:24.280]  不止不止
[00:05:24.280 --> 00:05:26.280]  我去招呼新來賓
[00:05:26.280 --> 00:05:27.480]  服侍弟兄姊妹
[00:05:27.480 --> 00:05:28.660]  都不止
[00:05:28.660 --> 00:05:30.660]  我是做導師的
[00:05:30.660 --> 00:05:32.660]  幫助人去認識上帝
[00:05:32.660 --> 00:05:34.660]  親近神
[00:05:34.660 --> 00:05:36.200]  有沒有錯?
[00:05:36.200 --> 00:05:38.620]  挺好,相當之好
[00:05:38.620 --> 00:05:41.740]  運用上帝由聖靈所賜的各樣
[00:05:41.740 --> 00:05:44.240]  因此在不同的範疇服侍教會,服侍弟兄
[00:05:44.240 --> 00:05:45.200]  非常之好
[00:05:45.200 --> 00:05:47.200]  不過這些答案
[00:05:47.200 --> 00:05:49.200]  只是處理了一個問題
[00:05:49.200 --> 00:05:51.200]  你做什麼?
[00:05:51.200 --> 00:05:53.200]  有沒有達到你的目標和基礎?
[00:05:53.200 --> 00:05:57.200]  保羅很清楚的
[00:05:57.200 --> 00:05:59.200]  保羅說什麼?
[00:05:59.200 --> 00:06:01.200]  在二章二節,保羅說
[00:06:01.200 --> 00:06:03.200]  是啊,很難的
[00:06:03.200 --> 00:06:05.200]  很辛苦的,被人打的
[00:06:05.200 --> 00:06:07.200]  被人辱罵的,被人出賣的
[00:06:07.200 --> 00:06:09.200]  不過
[00:06:09.200 --> 00:06:11.200]  在大爭戰中
[00:06:11.200 --> 00:06:13.200]  我很清楚知道自己在做什麼
[00:06:13.200 --> 00:06:15.200]  我要將神的福音
[00:06:15.200 --> 00:06:17.200]  傳給你們
[00:06:17.200 --> 00:06:19.200]  保羅進會堂
[00:06:19.200 --> 00:06:21.200]  不是循例去
[00:06:21.200 --> 00:06:23.200]  他知道自己在做什麼
[00:06:23.200 --> 00:06:27.200]  有什麼基礎?
[00:06:27.200 --> 00:06:29.200]  憑什麼叫你說?
[00:06:29.200 --> 00:06:31.200]  他說在第四節
[00:06:31.200 --> 00:06:33.200]  神既然嚴重了
[00:06:33.200 --> 00:06:35.200]  託付了我
[00:06:35.200 --> 00:06:37.200]  我就照樣說
[00:06:37.200 --> 00:06:39.200]  不說不行
[00:06:39.200 --> 00:06:41.200]  因為神選了我
[00:06:41.200 --> 00:06:43.200]  你當神沒用嗎?
[00:06:43.200 --> 00:06:45.200]  神選了我
[00:06:45.200 --> 00:06:47.200]  試驗過,是你了,是我了
[00:06:47.200 --> 00:06:49.200]  那我就要說了
[00:06:49.200 --> 00:06:51.200]  基礎不是自己選
[00:06:51.200 --> 00:06:53.200]  喜歡做的事,容易做的事
[00:06:53.200 --> 00:06:55.200]  是知道神選我們
[00:06:55.200 --> 00:06:57.200]  做什麼
[00:06:57.200 --> 00:06:59.200]  保羅就是這樣
[00:06:59.200 --> 00:07:01.200]  他更加不是接命令
[00:07:01.200 --> 00:07:03.200]  機械式
[00:07:03.200 --> 00:07:05.200]  Being there,只有一個忙碌的身體
[00:07:05.200 --> 00:07:07.200]  不是
[00:07:07.200 --> 00:07:09.200]  他怎樣侍奉?
[00:07:09.200 --> 00:07:11.200]  辛苦勞碌
[00:07:11.200 --> 00:07:13.200]  晝夜做工
[00:07:13.200 --> 00:07:15.200]  廢寢忘餐
[00:07:15.200 --> 00:07:17.200]  累到死也好,照做也好
[00:07:17.200 --> 00:07:19.200]  說幾個小時,說到深夜
[00:07:19.200 --> 00:07:21.200]  聽到就睡著了
[00:07:21.200 --> 00:07:23.200]  他也照說
[00:07:23.200 --> 00:07:25.200]  為的是傳神的福音給你們
[00:07:25.200 --> 00:07:33.200]  說了這麼久
[00:07:33.200 --> 00:07:35.200]  陳先生,你好像還沒說目標
[00:07:35.200 --> 00:07:37.200]  來吧
[00:07:37.200 --> 00:07:39.200]  二章十二節
