
[00:00:00.000 --> 00:00:04.560]  大家信不信每一天,神都會有供應呢?
[00:00:04.560 --> 00:00:06.060]  相信吧!
[00:00:06.060 --> 00:00:12.460]  大家信不信剛才你的奉獻,神會加倍地給你呢?
[00:00:12.460 --> 00:00:14.920]  相信嗎?相信吧!
[00:00:14.920 --> 00:00:17.340]  感謝主!
[00:00:17.340 --> 00:00:22.360]  當我們奉獻的時候,我們真的要相信,有個信心
[00:00:22.360 --> 00:00:25.520]  神真的會給我們
[00:00:25.520 --> 00:00:30.760]  因為神真的不在意,因為神不缺乏
[00:00:30.760 --> 00:00:34.060]  所以我們的奉獻,其實在神的裏面
[00:00:34.060 --> 00:00:38.400]  神看的就是那個心
[00:00:38.400 --> 00:00:40.900]  所以神會閲納我們的奉獻
[00:00:40.900 --> 00:00:45.960]  並且會加倍地給我們
[00:00:45.960 --> 00:00:48.800]  我們一起來有個祈禱
[00:00:48.800 --> 00:00:52.460]  主,我們知道我們來到祢面前的時候
[00:00:52.460 --> 00:00:56.560]  我們必須相信,我們必須相信祢
[00:00:56.560 --> 00:00:58.060]  我們相信有神
[00:00:58.060 --> 00:01:01.060]  我們相信有祢這位有真有活的神
[00:01:01.060 --> 00:01:06.860]  我們相信有祢這位慈愛的神,信實的神
[00:01:06.860 --> 00:01:11.560]  祢一定會在我們的生命當中來看著我們
[00:01:11.560 --> 00:01:13.260]  不離不棄
[00:01:13.260 --> 00:01:17.260]  無論在什麼情況下,祢都會看著我們
[00:01:17.260 --> 00:01:19.160]  主求祢加添我們的信心
[00:01:19.160 --> 00:01:22.160]  讓我們今天能夠進入祢的話當中
[00:01:22.160 --> 00:01:25.960]  最後讓親愛的聖靈在我們中間來運行
[00:01:25.960 --> 00:01:29.060]  讓聖靈與聖道來同工
[00:01:29.060 --> 00:01:35.460]  讓聖靈與聖道在我們的生命當中來搞動我們
[00:01:35.460 --> 00:01:37.660]  主,我們需要祢的話
[00:01:37.660 --> 00:01:40.660]  我們需要祢的話
[00:01:40.660 --> 00:01:44.060]  親愛的聖靈,我們就在祢面前
[00:01:44.060 --> 00:01:45.660]  我們等候祢
[00:01:45.660 --> 00:01:50.860]  求祢就將神的話放在我們的心裏面
[00:01:50.860 --> 00:01:52.760]  在祢面前,我們呼求祈禱
[00:01:52.760 --> 00:01:54.760]  是靠耶穌基督的名
[00:01:54.760 --> 00:01:56.260]  Amen
[00:01:56.260 --> 00:02:00.460]  好的,今天我們繼續會看的經文
[00:02:00.460 --> 00:02:03.360]  都是在《馬可福音》裏面
[00:02:03.360 --> 00:02:06.560]  我們會看的是第六章
[00:02:06.560 --> 00:02:12.260]  然後我們也會看一點第三章的經文
[00:02:12.260 --> 00:02:15.860]  《馬可福音》第六章裏面
[00:02:15.860 --> 00:02:17.560]  是說什麼呢?
[00:02:17.560 --> 00:02:18.560]  我們稍後會看下去
[00:02:18.560 --> 00:02:25.560]  不過我們先看一個我們熟悉的PowerPoint
[00:02:25.560 --> 00:02:27.960]  有沒有印象,大家對這個PowerPoint?
[00:02:27.960 --> 00:02:29.760]  有沒有?
[00:02:29.760 --> 00:02:32.160]  杜牧師在上個主日的時候
[00:02:32.160 --> 00:02:35.360]  他來分享風暴的訊息
[00:02:35.360 --> 00:02:40.560]  就是說到耶穌與門徒出海
[00:02:40.560 --> 00:02:44.160]  門徒,我不知道他們當時的心情是怎樣
[00:02:44.160 --> 00:02:47.460]  可能是想跟耶穌出去遊船河
[00:02:47.460 --> 00:02:51.860]  看看耶穌又有什麼事做
[00:02:51.860 --> 00:02:54.060]  只是想去看而已
[00:02:54.060 --> 00:02:57.460]  怎知道在船上就遇到這個風浪
[00:02:57.460 --> 00:03:00.460]  這個風浪令到他們恐懼
[00:03:00.460 --> 00:03:02.460]  但是當耶穌平靜風浪之後
[00:03:02.460 --> 00:03:05.060]  令到他們更加的恐懼
[00:03:05.060 --> 00:03:06.860]  因為他們開始去問
[00:03:06.860 --> 00:03:10.560]  究竟我們眼前這位的耶穌
[00:03:10.560 --> 00:03:13.060]  是一個什麼的耶穌
[00:03:13.060 --> 00:03:16.160]  是一個怎樣的耶穌
[00:03:16.160 --> 00:03:18.360]  值不值得跟耶穌
[00:03:18.360 --> 00:03:21.160]  跟下去會怎樣呢
[00:03:21.160 --> 00:03:26.060]  因為原來跟耶穌有些事是猜不到的
[00:03:26.060 --> 00:03:28.960]  跟下去會怎樣呢
[00:03:28.960 --> 00:03:32.860]  這個可能是我們今天需要去問的問題
[00:03:32.860 --> 00:03:34.860]  耶穌是誰呢
[00:03:34.860 --> 00:03:37.260]  耶穌在你的心目中
[00:03:37.260 --> 00:03:40.260]  在你的生命中
[00:03:40.260 --> 00:03:41.660]  祂是誰
[00:03:41.660 --> 00:03:44.460]  祂是誰呢
[00:03:44.460 --> 00:03:47.260]  耶穌在你的生命中
[00:03:47.260 --> 00:03:53.760]  今天我們這裡很多弟兄姊妹都相信耶穌
[00:03:53.760 --> 00:03:57.160]  值不值得跟呢
[00:03:57.160 --> 00:03:59.460]  值不值得再跟下去呢
[00:03:59.460 --> 00:04:02.260]  因為原來跟耶穌有些事是猜不到的
[00:04:02.260 --> 00:04:03.260]  有很多風暴
[00:04:03.260 --> 00:04:04.160]  你想著遊船河
[00:04:04.160 --> 00:04:09.160]  怎知道來個大風浪來探探
[00:04:09.160 --> 00:04:10.360]  猜不到的
[00:04:10.360 --> 00:04:12.260]  值不值得跟下去呢
[00:04:12.260 --> 00:04:14.860]  在我們的生命當中
[00:04:14.860 --> 00:04:16.760]  而事實上也都
[00:04:16.760 --> 00:04:19.360]  當我們信耶穌信得久的時候
[00:04:19.360 --> 00:04:20.960]  我們都發現
[00:04:20.960 --> 00:04:24.060]  其實在我們身邊真的有些弟兄姊妹
[00:04:24.060 --> 00:04:27.560]  已經選擇不再回教會
[00:04:27.560 --> 00:04:32.060]  已經選擇甚至放棄他們的信仰
[00:04:32.060 --> 00:04:33.360]  有沒有啊
[00:04:33.360 --> 00:04:36.460]  在你身邊有沒有遇過這樣的弟兄姊妹
[00:04:36.460 --> 00:04:37.960]  其實是有的
[00:04:37.960 --> 00:04:39.960]  其實是有的
[00:04:39.960 --> 00:04:44.360]  我們看下去
[00:04:44.360 --> 00:04:45.760]  在信仰的歷程裡面
[00:04:45.760 --> 00:04:48.960]  有人會選擇跟從耶穌
[00:04:48.960 --> 00:04:50.960]  但也都有人會選擇
[00:04:50.960 --> 00:04:54.760]  來放棄這個信仰
[00:04:54.760 --> 00:05:00.060]  厭棄耶穌
