
[00:00:00.000 --> 00:00:04.400]  剛纔大家看到一個很精彩的故事
[00:00:04.400 --> 00:00:06.720]  一個真實的故事
[00:00:06.720 --> 00:00:12.520]  有四個人帶着一個患病的朋友去找耶穌醫治
[00:00:12.520 --> 00:00:15.280]  結果連屋頂都拆了
[00:00:15.280 --> 00:00:21.200]  首先要和大家介紹一下這個故事的背景
[00:00:21.200 --> 00:00:27.840]  爲什麼屋頂都可以拆呢
[00:00:27.840 --> 00:00:35.680]  古代巴勒斯坦的屋頂是平的
[00:00:35.680 --> 00:00:39.600]  外面有一條樓梯上去
[00:00:39.600 --> 00:00:41.440]  大家在圖畫上看到
[00:00:41.440 --> 00:00:43.680]  其實很有好處
[00:00:43.680 --> 00:00:48.640]  因爲夏天黃昏時分可以在那裏休息
[00:00:48.640 --> 00:00:51.760]  冬天又可以曬太陽
[00:00:51.760 --> 00:00:55.040]  看不看得到那隻貓在那裏曬太陽
[00:00:55.040 --> 00:00:56.720]  看不看得到呢
[00:00:56.720 --> 00:01:00.960]  還有那隻魚也在曬太陽
[00:01:00.960 --> 00:01:05.280]  這間屋是怎樣的呢
[00:01:05.280 --> 00:01:11.680]  就是屋頂每三尺左右就有一條橫樑
[00:01:11.680 --> 00:01:14.640]  一條一條地搭成屋頂
[00:01:14.640 --> 00:01:23.440]  橫樑與橫樑中間用泥土和樹枝和黃草鋪成一層
[00:01:23.440 --> 00:01:28.080]  所以冬暖夏涼
[00:01:28.080 --> 00:01:32.400]  當然如果下大雨漏水就很難避免
[00:01:32.400 --> 00:01:36.240]  當時的屋大致上都是這樣
[00:01:36.240 --> 00:01:43.920]  這四位朋友就帶着癱瘓了的病人去找耶穌
[00:01:43.920 --> 00:01:48.240]  因爲他們聽聞耶穌醫治各種病症
[00:01:48.240 --> 00:01:53.600]  那間屋裏塞滿了人在聽道,那怎麼辦呢
[00:01:53.600 --> 00:01:55.600]  這四位朋友就很精明
[00:01:55.600 --> 00:02:03.600]  他們就走到屋頂去拆掉梁與梁中間的泥土
[00:02:03.600 --> 00:02:07.760]  你想象如果你在屋裏聽耶穌講道
[00:02:07.760 --> 00:02:18.240]  突然間樓上有個聲音,是誰在上面呢?然後那些塵土飛揚
[00:02:18.240 --> 00:02:23.120]  然後突然間陽光普照下來,哇有個大洞在那裏
[00:02:23.120 --> 00:02:32.080]  你爭相走避的時候,一下子有個擔架就下來了
[00:02:32.080 --> 00:02:37.440]  這個就是當時的情景
[00:02:37.440 --> 00:02:39.280]  挺有趣的
[00:02:39.280 --> 00:02:44.320]  其實我很欣賞這四位朋友,這些真是患難之交
[00:02:44.320 --> 00:02:48.480]  大家有沒有這樣的朋友?最好有四位
[00:02:48.480 --> 00:02:50.480]  不然也未必能抬得動
[00:02:50.480 --> 00:02:55.040]  那麼多人圍着這個癱子
[00:02:55.040 --> 00:02:57.200]  那耶穌怎麼做呢?
[00:02:57.200 --> 00:03:00.160]  耶穌就說了一句話
[00:03:00.160 --> 00:03:03.040]  耶穌看到這四個人的信心
[00:03:03.040 --> 00:03:04.640]  就對癱子說
[00:03:04.640 --> 00:03:08.080]  孩子你的罪赦了
[00:03:08.080 --> 00:03:12.320]  這一節,第二章第五節很重要
[00:03:12.320 --> 00:03:15.520]  你留意到耶穌看到這四個人的信心
[00:03:15.520 --> 00:03:17.680]  就醫治了他的朋友
[00:03:17.680 --> 00:03:19.280]  所以兄弟姐妹
[00:03:19.280 --> 00:03:22.080]  如果你的家人有病
[00:03:22.080 --> 00:03:26.400]  或者你想你的家人信耶穌
[00:03:26.400 --> 00:03:27.760]  你有信心
[00:03:27.760 --> 00:03:29.520]  耶穌就賜福給你
[00:03:29.520 --> 00:03:33.680]  耶穌就聽你的禱告,醫治他
[00:03:33.680 --> 00:03:37.760]  這個信心是有行動的
[00:03:37.760 --> 00:03:42.000]  如果這四個人就這樣坐在家裏有信心有信心
[00:03:42.000 --> 00:03:44.560]  這個癱子也沒得醫好
[00:03:44.560 --> 00:03:50.400]  這四個人要帶着病人
[00:03:50.400 --> 00:03:52.800]  用擔架擔着他
[00:03:52.800 --> 00:03:54.720]  走到耶穌的家裏
[00:03:54.720 --> 00:03:56.480]  走到發現進不去
[00:03:56.480 --> 00:03:58.080]  他們不畏其難
[00:03:58.080 --> 00:03:59.600]  上到屋頂
[00:03:59.600 --> 00:04:00.720]  然後下去
[00:04:00.720 --> 00:04:02.880]  這個信心要有行動
[00:04:02.880 --> 00:04:07.360]  雅各書說如果沒有行動的信心其實是假的
[00:04:07.360 --> 00:04:11.280]  我記得我教會里面曾經有一位信徒
[00:04:11.280 --> 00:04:13.920]  他說我家裏有個老人家
[00:04:13.920 --> 00:04:15.520]  真的很想去信主
[00:04:15.520 --> 00:04:19.120]  看牧師你有時間找你來我家
[00:04:19.120 --> 00:04:22.160]  幾年都沒有
[00:04:22.160 --> 00:04:23.600]  幾年他都沒有行動
[00:04:23.600 --> 00:04:28.800]  結果那個老人家到現在都沒信耶穌
[00:04:28.800 --> 00:04:32.800]  所以我們信心要有行動
[00:04:32.800 --> 00:04:37.120]  然後這個信心就是耶穌欣賞
[00:04:37.120 --> 00:04:42.080]  耶穌會因爲你有信心而賜福你的家人
[00:04:42.080 --> 00:04:44.640]  如果你自己有信心
[00:04:44.640 --> 00:04:45.920]  耶穌都會賜福你的
[00:04:45.920 --> 00:04:47.840]  在另一件神蹟裏面
[00:04:47.840 --> 00:04:49.760]  有個女士她病了
[00:04:49.760 --> 00:04:51.280]  她患了血漏病
[00:04:51.280 --> 00:04:53.520]  12年都醫不好
[00:04:53.520 --> 00:04:57.200]  她說我要去摸耶穌的衣裳
[00:04:57.200 --> 00:05:00.400]  他就醫好我了
[00:05:00.400 --> 00:05:02.240]  她真的去摸耶穌的衣裳
[00:05:02.240 --> 00:05:05.200]  立刻牀上
[00:05:05.200 --> 00:05:08.160]  這個女士都要有信心
[00:05:08.160 --> 00:05:09.760]  如果就這樣坐在家裏
[00:05:09.760 --> 00:05:12.080]  她不去摸耶穌的衣裳
[00:05:12.080 --> 00:05:14.240]  她都得不到醫治
[00:05:14.240 --> 00:05:16.640]  她都要去到人羣那裏
[00:05:16.640 --> 00:05:19.680]  耶穌那時候是很洶湧的
[00:05:19.680 --> 00:05:20.800]  很多人圍着祂
[00:05:20.800 --> 00:05:25.440]  要想辦法躋身到最前摸祂
[00:05:25.440 --> 00:05:27.920]  所以各位朋友
[00:05:27.920 --> 00:05:31.920]  如果你心裏面有困難
[00:05:31.920 --> 00:05:34.400]  或者身體有健康問題
[00:05:34.400 --> 00:05:36.800]  或者心靈有不開心的問題
[00:05:36.800 --> 00:05:38.000]  或者有經濟的問題
[00:05:38.000 --> 00:05:39.920]  或者各方面的問題
[00:05:39.920 --> 00:05:41.920]  你來到耶穌那裏
[00:05:41.920 --> 00:05:45.760]  你憑信心就得到醫治
[00:05:45.760 --> 00:05:46.960]  得到祂的請求
[00:05:46.960 --> 00:05:48.160]  得到祂的賜福
[00:05:48.160 --> 00:05:50.400]  一會兒我要和大家說一下
[00:05:50.400 --> 00:05:52.320]  什麼叫信心
[00:05:52.320 --> 00:05:56.160]  穆斯林基督徒經常說信耶穌
[00:05:56.160 --> 00:05:58.080]  什麼叫信究竟
[00:05:58.080 --> 00:06:05.120]  我會用很簡單的觀念和大家說一下
[00:06:05.120 --> 00:06:08.560]  耶穌對這位太子說
[00:06:08.560 --> 00:06:10.640]  "孩子,你的罪赦了"
[00:06:10.640 --> 00:06:11.920]  從這句來看
[00:06:11.920 --> 00:06:13.760]  我們可以意識到
[00:06:13.760 --> 00:06:17.520]  這個人的病和他的罪有些關係
[00:06:17.520 --> 00:06:20.560]  因爲他有些罪未處理
[00:06:20.560 --> 00:06:21.600]  以前有病
[00:06:21.600 --> 00:06:25.760]  耶穌一次過不僅治好他
[00:06:25.760 --> 00:06:27.520]  還赦免了他的罪
[00:06:27.520 --> 00:06:29.360]  你說多厲害
[00:06:29.360 --> 00:06:34.080]  當然不是有病就是因爲有罪
[00:06:34.080 --> 00:06:36.720]  有些時候人有病
[00:06:36.720 --> 00:06:39.360]  不關他有沒有罪的問題
[00:06:39.360 --> 00:06:41.200]  在另一個故事裏面
[00:06:41.200 --> 00:06:45.120]  說到有個人瞎了眼
[00:06:45.120 --> 00:06:47.760]  猶太人就有個觀念
[00:06:47.760 --> 00:06:49.040]  哪個人有病
[00:06:49.040 --> 00:06:50.320]  哪個人窮
[00:06:50.320 --> 00:06:51.360]  哪個人受苦
[00:06:51.360 --> 00:06:52.480]  就是因爲有罪
[00:06:52.480 --> 00:06:53.920]  或者他家人有罪
[00:06:53.920 --> 00:06:55.280]  耶穌說不是
[00:06:55.280 --> 00:06:57.360]  這個瞎眼的人不是有罪
[00:06:57.360 --> 00:06:58.960]  他生來是瞎眼的
[00:06:58.960 --> 00:07:02.320]  不過神要醫治他
[00:07:02.320 --> 00:07:06.800]  以至上帝在他身上得到榮耀
[00:07:06.800 --> 00:07:08.240]  那麼耶穌會醫治他
[00:07:08.240 --> 00:07:09.760]  所以有時候你有病
[00:07:09.760 --> 00:07:11.280]  你面對困難
[00:07:11.280 --> 00:07:13.280]  不是因爲你有罪的緣故
[00:07:13.280 --> 00:07:14.960]  有時候可能是
[00:07:14.960 --> 00:07:17.200]  但是無論你什麼原因
[00:07:17.200 --> 00:07:20.320]  你都可以來到耶穌那裏
[00:07:20.320 --> 00:07:21.840]  祂可以醫治你
[00:07:21.840 --> 00:07:24.240]  祂可以拯救你
[00:07:24.240 --> 00:07:27.920]  這個故事到了這裏
[00:07:27.920 --> 00:07:31.600]  我們就看看結果怎麼樣
[00:07:31.600 --> 00:07:33.840]  耶穌會醫好這個人
[00:07:33.840 --> 00:07:35.680]  衆人就很驚奇
[00:07:35.680 --> 00:07:37.680]  衆贊神說
[00:07:37.680 --> 00:07:41.680]  我們從來沒有見過這樣的事
[00:07:41.680 --> 00:07:42.720]  從來沒有見過
[00:07:42.720 --> 00:07:43.680]  他衆贊神
[00:07:43.680 --> 00:07:44.640]  爲什麼衆贊神
[00:07:44.640 --> 00:07:47.440]  因爲知道這樣的奇蹟
[00:07:47.440 --> 00:07:49.680]  只有上帝才做到
[00:07:49.680 --> 00:07:51.200]  這羣人有福
[00:07:51.200 --> 00:07:54.480]  因爲上帝的兒子
[00:07:54.480 --> 00:07:56.400]  耶穌基督尼賽亞
[00:07:56.400 --> 00:07:59.840]  即是上帝自己降臨人間
[00:07:59.840 --> 00:08:00.800]  給他們看到
[00:08:00.800 --> 00:08:02.240]  你們是不是有福
[00:08:02.240 --> 00:08:02.880]  有福
[00:08:02.880 --> 00:08:04.400]  我們看看這四種人
[00:08:04.400 --> 00:08:06.160]  這個故事裏面的四種人
[00:08:06.160 --> 00:08:07.760]  誰有福
[00:08:07.760 --> 00:08:08.880]  第一就是那幫人
[00:08:08.880 --> 00:08:09.600]  他們有福
[00:08:09.600 --> 00:08:11.040]  他們看到神蹟
[00:08:11.040 --> 00:08:13.680]  他們看到上帝的奇妙
[00:08:13.680 --> 00:08:15.680]  第二就是這四位朋友
[00:08:15.680 --> 00:08:16.800]  他們有沒有福
[00:08:16.800 --> 00:08:17.600]  他們有沒有益處
[00:08:17.600 --> 00:08:20.400]  有 因爲我朋友醫好了
[00:08:20.400 --> 00:08:21.920]  當然他要補回人家的家
[00:08:21.920 --> 00:08:26.160]  但是他是一個很有福氣的食人
[00:08:26.160 --> 00:08:28.240]  這個坦子可能最有福
[00:08:28.240 --> 00:08:29.360]  他最得着赦免
[00:08:29.360 --> 00:08:31.280]  身體得着醫治
[00:08:31.280 --> 00:08:33.760]  那幾個經學家
[00:08:33.760 --> 00:08:37.040]  就是唯一沒有得着益處的人
[00:08:37.040 --> 00:08:38.080]  很奇怪
[00:08:38.080 --> 00:08:40.160]  熟悉聖經最多就是他
[00:08:40.160 --> 00:08:42.480]  但是得到益處最少就是他
[00:08:42.480 --> 00:08:44.480]  爲什麼
[00:08:44.480 --> 00:08:46.000]  因爲他們沒有信心
[00:08:46.000 --> 00:08:49.200]  他們頭腦上就讀聖經
[00:08:49.200 --> 00:08:52.240]  但是沒有使用出來
[00:08:52.240 --> 00:09:00.800]  變成他們不是真真正正的認識耶穌
[00:09:00.800 --> 00:09:03.600]  我們看看他怎麼說
[00:09:03.600 --> 00:09:04.560]  他心裏議論
[00:09:04.560 --> 00:09:07.120]  他說這個人
[00:09:07.120 --> 00:09:08.400]  爲什麼這樣說話
[00:09:08.400 --> 00:09:10.160]  說他罪赦免呢
[00:09:10.160 --> 00:09:12.640]  他說潛妄的話
[00:09:12.640 --> 00:09:15.200]  就是褻瀆上帝的話
[00:09:15.200 --> 00:09:16.960]  因爲除了上帝以外
[00:09:16.960 --> 00:09:18.480]  誰能夠赦罪呢
[00:09:18.480 --> 00:09:20.160]  他說他自己赦罪
[00:09:20.160 --> 00:09:22.240]  難道他當自己是上帝
[00:09:22.240 --> 00:09:23.600]  他們就想不到
[00:09:23.600 --> 00:09:27.760]  原來耶穌基督就是上帝
[00:09:27.760 --> 00:09:29.840]  所以耶穌基督回答他
[00:09:29.840 --> 00:09:31.760]  我要讓你們知道
[00:09:31.760 --> 00:09:33.760]  仁子就是我
[00:09:33.760 --> 00:09:35.840]  英文就是the son of man
[00:09:35.840 --> 00:09:40.080]  本來他是神的兒子
[00:09:40.080 --> 00:09:41.440]  現在是仁子
[00:09:41.440 --> 00:09:42.800]  他降世爲人
[00:09:42.800 --> 00:09:46.560]  他說我在地上有赦罪的權利
[00:09:46.560 --> 00:09:47.760]  耶穌很清楚說
[00:09:47.760 --> 00:09:49.280]  我就是上帝
[00:09:49.280 --> 00:09:53.280]  我有赦罪的權利
[00:09:53.280 --> 00:09:54.160]  好了
[00:09:54.160 --> 00:09:56.880]  耶穌這樣的宣告
[00:09:56.880 --> 00:09:59.360]  你和我都要做個抉擇
[00:09:59.360 --> 00:10:02.160]  你信不信耶穌是神
[00:10:02.160 --> 00:10:04.400]  信不信祂有赦罪的權利
[00:10:04.400 --> 00:10:06.720]  信不信祂能夠醫治你
[00:10:06.720 --> 00:10:08.960]  能夠賜福給你
[00:10:08.960 --> 00:10:11.600]  究竟你是像那個經學家
[00:10:11.600 --> 00:10:13.600]  還是像這個太子
[00:10:13.600 --> 00:10:16.000]  還是像這四個人呢
[00:10:16.000 --> 00:10:18.880]  其實我們要做一個決定
[00:10:18.880 --> 00:10:21.280]  我們面對耶穌基督的宣告
[00:10:21.280 --> 00:10:22.480]  我們要做一個決定
[00:10:22.480 --> 00:10:24.960]  其實有幾個可能性
[00:10:24.960 --> 00:10:26.240]  第一
[00:10:26.240 --> 00:10:27.520]  耶穌是騙人的
[00:10:27.520 --> 00:10:28.640]  他是欺騙人的
[00:10:28.640 --> 00:10:30.560]  他是個騙子
[00:10:30.560 --> 00:10:34.320]  那麼耶穌會不會是個騙子呢
[00:10:34.320 --> 00:10:35.840]  如果耶穌是騙人的
[00:10:35.840 --> 00:10:37.200]  他一定有個動機
[00:10:37.200 --> 00:10:38.480]  欺騙有個動機
[00:10:38.480 --> 00:10:39.840]  通常爲了錢
[00:10:39.840 --> 00:10:41.440]  爲了名利有很多事情
[00:10:41.440 --> 00:10:43.920]  但是耶穌的動機是什麼呢
[00:10:43.920 --> 00:10:46.240]  很清楚,他不是爲了錢
[00:10:46.240 --> 00:10:49.680]  你看完整本聖經
[00:10:49.680 --> 00:10:53.360]  都看不出耶穌有欺騙的動機
[00:10:53.360 --> 00:10:56.560]  連那些抵擋他、批評他的人
[00:10:56.560 --> 00:11:00.640]  都從來沒有說過他是欺騙人
[00:11:00.640 --> 00:11:03.280]  這個可能性就不成立
[00:11:03.280 --> 00:11:07.520]  那麼會不會耶穌是癲狂、癡線的呢
[00:11:07.520 --> 00:11:08.960]  如果耶穌是癡線的
[00:11:08.960 --> 00:11:10.160]  他很容易看出來
