
[00:00:00.000 --> 00:00:02.000]  《士司機》第六章
[00:00:02.000 --> 00:00:06.680]  今天我們會講有關基殿的故事
[00:00:06.680 --> 00:00:10.880]  基殿剛剛在聖經出現的時候
[00:00:10.880 --> 00:00:14.300]  他是完全不像一個領袖
[00:00:14.300 --> 00:00:16.660]  他是非常膽小
[00:00:16.660 --> 00:00:19.140]  他是非常無信心
[00:00:19.140 --> 00:00:22.400]  我給今天的題目叫做
[00:00:22.400 --> 00:00:24.860]  屬靈信心的掙扎
[00:00:24.860 --> 00:00:27.640]  基殿所經過的
[00:00:27.640 --> 00:00:30.540]  和我們很多基督徒都很相似
[00:00:30.540 --> 00:00:33.660]  其實很多時候我們的信心都很弱
[00:00:33.660 --> 00:00:36.020]  我們都有很多的掙扎
[00:00:36.020 --> 00:00:39.940]  究竟我們遇見這些信心的考驗的時候
[00:00:39.940 --> 00:00:42.520]  我們應該怎樣來面對
[00:00:42.520 --> 00:00:44.680]  今天基殿的故事
[00:00:44.680 --> 00:00:47.560]  就會給我們一個很好的教導
[00:00:47.560 --> 00:00:51.280]  剛才我們讀經文
[00:00:51.280 --> 00:00:54.560]  我們都讀到《士司機》的六章一節
[00:00:54.560 --> 00:01:00.600]  就是說以色列人有恨耶和華眼中為惡的事
[00:01:00.600 --> 00:01:05.060]  其實在講《士司機》的介紹的時候
[00:01:05.060 --> 00:01:06.360]  我也講了
[00:01:06.360 --> 00:01:08.640]  以色列人是有三個問題
[00:01:08.640 --> 00:01:11.920]  第一個問題就是他們道德的問題
[00:01:11.920 --> 00:01:14.860]  他們是不聽《士司》的話
[00:01:14.860 --> 00:01:17.580]  尤其是當《士司》死了之後
[00:01:17.580 --> 00:01:19.420]  他們就轉回惡恨
[00:01:19.420 --> 00:01:22.740]  第二個問題是社會的問題
[00:01:22.880 --> 00:01:26.060]  他們和外邦的人結婚
[00:01:26.060 --> 00:01:29.700]  以致是搞到有很多問題
[00:01:29.700 --> 00:01:32.880]  由於他們與外邦人通婚
[00:01:32.880 --> 00:01:34.920]  也帶到第三個問題
[00:01:34.920 --> 00:01:36.620]  就是宗教的問題
[00:01:36.620 --> 00:01:40.500]  他們是學習加南人來拜偶像
[00:01:40.500 --> 00:01:45.680]  在《耶利米書》的二章十九節
[00:01:45.680 --> 00:01:48.800]  說你自己的惡必懲治你
[00:01:48.800 --> 00:01:51.760]  你背道的事必責備你
[00:01:51.880 --> 00:01:54.840]  有人可能會覺得很奇怪
[00:01:54.840 --> 00:01:58.440]  我們犯的罪為何會懲治我們
[00:01:58.440 --> 00:02:02.220]  做背道的事為何會責備我們
[00:02:02.220 --> 00:02:05.620]  其實是為了神的管教
[00:02:05.620 --> 00:02:09.840]  在《針言》的三章十一至十二節
[00:02:09.840 --> 00:02:11.980]  所羅門王也說
[00:02:11.980 --> 00:02:16.160]  我宜你不可輕看耶和華的管教
[00:02:16.160 --> 00:02:21.180]  管教這個字可以翻譯為懲治
[00:02:21.440 --> 00:02:24.800]  也不可厭犯他的責備
[00:02:24.800 --> 00:02:27.780]  因為神是愛我們
[00:02:27.780 --> 00:02:30.600]  當我們犯罪神一定是會管教
[00:02:30.600 --> 00:02:33.740]  這個在新約也有教我們
[00:02:33.740 --> 00:02:38.040]  在新約的希伯來書的十二章五至十一節
[00:02:38.040 --> 00:02:42.360]  說神所喜愛的兒女一定是會管教
[00:02:42.360 --> 00:02:44.980]  就好像世上的父母
[00:02:44.980 --> 00:02:48.260]  當子女犯罪是會有管教
[00:02:48.260 --> 00:02:52.080]  這個無論是舊約還是新約
[00:02:52.080 --> 00:02:54.020]  都是一樣的教導
[00:02:54.020 --> 00:02:58.800]  斯佈珍這個牧師是我很喜歡的一個牧師
[00:02:58.800 --> 00:03:00.180]  斯佈珍說
[00:03:00.180 --> 00:03:04.880]  神誤會容許他的兒女成功犯罪
[00:03:04.880 --> 00:03:08.080]  我們世上的父母
[00:03:08.080 --> 00:03:10.980]  很多時候很縱容我們的子女
[00:03:10.980 --> 00:03:13.540]  不捨得罰
[00:03:13.540 --> 00:03:17.580]  但是神誤會縱容他的子女
[00:03:19.180 --> 00:03:25.220]  神已經預定每一個子女都會效法耶穌基督
[00:03:25.220 --> 00:03:27.220]  效法祂的兒子
[00:03:27.220 --> 00:03:30.060]  羅馬書的八章二十九節
[00:03:30.060 --> 00:03:34.260]  每一個真真正正神的兒女
[00:03:34.260 --> 00:03:36.880]  祂都要我們越來越像耶穌基督
[00:03:36.880 --> 00:03:41.640]  祂很希望能夠跟每一個祂的兒女都說
[00:03:41.640 --> 00:03:44.060]  這一個就是我的愛子
[00:03:44.060 --> 00:03:45.660]  是我所喜悅的
[00:03:45.660 --> 00:03:48.340]  或者這個是我的愛女
[00:03:48.340 --> 00:03:49.720]  是我所喜悅的
[00:03:49.720 --> 00:03:51.820]  就好像耶穌基督
[00:03:51.820 --> 00:03:55.020]  剛剛被撕駛約翰撕駛了之後
[00:03:55.020 --> 00:03:56.780]  在水裡出來
[00:03:56.780 --> 00:03:59.960]  天打開了神所說的話
[00:03:59.960 --> 00:04:04.020]  從神管教他的兒女
[00:04:04.020 --> 00:04:05.100]  給我們見到
[00:04:05.100 --> 00:04:07.500]  其實神是很愛他的兒女
[00:04:07.500 --> 00:04:09.900]  但是神是很憎恨罪
[00:04:09.900 --> 00:04:14.900]  他是一個無限聖潔的神
[00:04:14.900 --> 00:04:19.100]  他很希望將最好的給祂的子女
[00:04:19.100 --> 00:04:21.380]  這個最好的是什麼呢?
[00:04:21.380 --> 00:04:23.860]  就是一個聖潔的品格
[00:04:23.860 --> 00:04:27.380]  好像耶穌基督一樣的品格
[00:04:27.380 --> 00:04:30.660]  當我們服從神的時候
[00:04:30.660 --> 00:04:32.860]  就能夠磨練我們的品格
[00:04:32.860 --> 00:04:34.860]  越來越像耶穌基督
[00:04:34.860 --> 00:04:37.100]  但是當我們犯罪的時候
[00:04:37.100 --> 00:04:39.940]  就會毀壞我們的品格
[00:04:39.940 --> 00:04:42.820]  神是不會袖手旁觀
[00:04:42.820 --> 00:04:47.860]  讓祂的兒女毀壞自己的品格
[00:04:47.860 --> 00:04:49.780]  如果我們知道
[00:04:49.780 --> 00:04:52.700]  我們自己哭在罪裡面
[00:04:52.700 --> 00:04:54.180]  我們繼續犯罪
[00:04:54.180 --> 00:04:57.060]  但是好像神根本沒有理我們
[00:04:57.060 --> 00:04:58.620]  沒有管教我們
[00:04:58.620 --> 00:05:00.860]  這個其實是很危險
[00:05:00.860 --> 00:05:02.060]  就是說
[00:05:02.060 --> 00:05:05.300]  我們可能不是神真正的兒女
[00:05:05.300 --> 00:05:06.700]  我們要很小心
[00:05:06.700 --> 00:05:09.100]  因為一個神真正的兒女
[00:05:09.100 --> 00:05:11.700]  祂一定是會管教的
[00:05:13.220 --> 00:05:15.900]  因為以色列人犯罪
[00:05:15.900 --> 00:05:17.460]  所以神就管教他們
[00:05:17.460 --> 00:05:20.340]  將他們放在敵人的手裡面
[00:05:20.340 --> 00:05:23.540]  就是我們剛才所讀的經文
[00:05:23.540 --> 00:05:24.620]  但是很可惜
[00:05:24.620 --> 00:05:26.340]  以色列人是沒有學到
[00:05:26.340 --> 00:05:29.700]  神要他們所得到的教訓
[00:05:29.700 --> 00:05:30.980]  他們沒有遠離罪
