
[00:00:00.000 --> 00:00:03.200]  今天我們繼續這個系列
[00:00:03.200 --> 00:00:05.720]  關於彼此相愛的系列
[00:00:05.720 --> 00:00:06.720]  不過到尾聲了
[00:00:06.720 --> 00:00:08.840]  已經說了不少了
[00:00:08.840 --> 00:00:10.840]  已經兩三個月了
[00:00:10.840 --> 00:00:14.000]  這次我選了一段經文
[00:00:14.000 --> 00:00:15.840]  是大家都很熟悉
[00:00:15.840 --> 00:00:17.720]  很多人很喜歡
[00:00:17.720 --> 00:00:19.520]  甚至可能你已經會背的
[00:00:19.520 --> 00:00:21.000]  一段聖經
[00:00:21.000 --> 00:00:24.360]  去描繪愛這件事
[00:00:24.360 --> 00:00:28.040]  是來自哥倫多前書十三章
[00:00:28.040 --> 00:00:31.120]  第四至第七節
[00:00:31.120 --> 00:00:33.680]  這段經文我想在
[00:00:33.680 --> 00:00:35.360]  怎麼這麼快
[00:00:35.360 --> 00:00:38.800]  我想問一下中間有哪些人會背
[00:00:38.800 --> 00:00:40.400]  也不少吧
[00:00:40.400 --> 00:00:41.600]  懂得背的
[00:00:41.600 --> 00:00:44.240]  有些人結婚就用這段經文
[00:00:44.240 --> 00:00:47.480]  做婚禮程序表裡面那段經文
[00:00:47.480 --> 00:00:48.120]  我是知道的
[00:00:48.120 --> 00:00:51.720]  這是一個很受歡迎的一段聖經
[00:00:51.720 --> 00:00:53.760]  它不單是基督徒熟悉
[00:00:53.760 --> 00:00:55.880]  非基督徒很多人都很熟悉
[00:00:55.880 --> 00:00:58.920]  所以我們一起用這段經文
[00:00:58.920 --> 00:01:03.880]  作為愛系列的尾聲
[00:01:03.880 --> 00:01:07.280]  很厲害
[00:01:07.280 --> 00:01:11.040]  大家看到我的眼睛有很多光嗎
[00:01:11.040 --> 00:01:12.080]  怎麼好呢
[00:01:12.080 --> 00:01:14.280]  我又不想騷擾大家
[00:01:14.280 --> 00:01:17.080]  又不想被它騷擾我
[00:01:17.080 --> 00:01:20.680]  這個位置就好一點
[00:01:20.680 --> 00:01:22.960]  希望不要V
[00:01:22.960 --> 00:01:26.840]  我們一起讀一次
[00:01:26.840 --> 00:01:28.880]  如果懂得背就背吧
[00:01:28.880 --> 00:01:30.240]  請
[00:01:30.240 --> 00:01:32.360]  愛是恆久忍耐
[00:01:32.360 --> 00:01:33.760]  又有恩慈
[00:01:33.760 --> 00:01:35.480]  愛是不疾度
[00:01:35.480 --> 00:01:37.080]  愛是不自誇
[00:01:37.080 --> 00:01:38.280]  不張狂
[00:01:38.280 --> 00:01:40.160]  不作害羞的事
[00:01:40.160 --> 00:01:42.000]  不求自己的益處
[00:01:42.000 --> 00:01:43.560]  不輕易發怒
[00:01:43.560 --> 00:01:45.360]  不計算人的惡
[00:01:45.360 --> 00:01:46.720]  不喜歡不義
[00:01:46.720 --> 00:01:48.360]  只喜歡真理
[00:01:48.360 --> 00:01:49.640]  凡是包容
[00:01:49.640 --> 00:01:51.120]  凡是相信
[00:01:51.120 --> 00:01:52.480]  凡是盼望
[00:01:52.480 --> 00:01:57.040]  凡是忍耐
[00:01:57.040 --> 00:01:58.360]  愛是永不止息
[00:01:58.360 --> 00:02:00.400]  這個不是結束
[00:02:00.400 --> 00:02:02.920]  這個是下一段的開始
[00:02:02.920 --> 00:02:04.560]  正式來說
[00:02:04.560 --> 00:02:07.040]  不過我們通常喜歡用這一句作為
[00:02:07.040 --> 00:02:08.000]  這段經文的結束
[00:02:08.000 --> 00:02:09.840]  其實它應該是一個Introduction
[00:02:09.840 --> 00:02:14.760]  就是下一段的引言
[00:02:14.760 --> 00:02:18.440]  這個是記載在哥倫多前書一個
[00:02:18.440 --> 00:02:20.560]  照道理分類
[00:02:20.560 --> 00:02:23.280]  哥倫多前書是一個新約書信
[00:02:23.280 --> 00:02:25.280]  它應該是一個議論文
[00:02:25.280 --> 00:02:26.800]  即是討論一個神學
[00:02:26.800 --> 00:02:28.560]  然後討論它如何應用
[00:02:28.560 --> 00:02:30.720]  在教會生活的裏面
[00:02:30.720 --> 00:02:31.400]  議論文
[00:02:31.400 --> 00:02:33.440]  不過你看這一段經文
[00:02:33.440 --> 00:02:34.800]  它不像議論文
[00:02:34.800 --> 00:02:37.120]  它像一首詩
[00:02:37.120 --> 00:02:39.360]  像一首詩歌
[00:02:39.360 --> 00:02:41.120]  所以可能古時候
[00:02:41.120 --> 00:02:42.920]  可能很多人拿它來唱
[00:02:42.920 --> 00:02:45.920]  今日我們都有很多人拿這首詩歌來唱
[00:02:45.920 --> 00:02:47.640]  它的主題是愛
[00:02:47.640 --> 00:02:51.120]  其實愛有幾個種類
[00:02:51.120 --> 00:02:54.120]  愛第一種是神對人的愛
[00:02:54.120 --> 00:02:56.920]  又可以說人對神的愛
[00:02:56.920 --> 00:03:00.440]  愛又可以說人與人之間的愛
[00:03:00.440 --> 00:03:02.280]  你覺得這一段經文
[00:03:02.280 --> 00:03:07.400]  這個愛是說哪一種
[00:03:07.400 --> 00:03:08.640]  人對神
[00:03:08.640 --> 00:03:09.840]  神對人
[00:03:09.840 --> 00:03:12.920]  還是人對人呢
[00:03:12.920 --> 00:03:13.880]  如果這樣看
[00:03:13.880 --> 00:03:15.720]  應該是說人對人
[00:03:15.720 --> 00:03:17.800]  人與人之間的愛
[00:03:17.800 --> 00:03:20.320]  當然它可能有涉及到神的愛
[00:03:20.320 --> 00:03:24.080]  但它主要的範疇是說人與人之間的愛
[00:03:24.080 --> 00:03:25.120]  所以說彼此相愛
[00:03:25.120 --> 00:03:25.960]  用這個去說
[00:03:25.960 --> 00:03:28.520]  其實是相當合適的
[00:03:28.520 --> 00:03:30.440]  第二
[00:03:30.440 --> 00:03:32.600]  這段經文特別的地方
[00:03:32.600 --> 00:03:36.160]  它的位置是在哥倫多前書十三章
[00:03:36.160 --> 00:03:38.960]  十三章裏面的中間那段
[00:03:38.960 --> 00:03:41.640]  它放在這個位置是很有意思的
[00:03:41.640 --> 00:03:44.840]  因為它是放在十四章中間
[00:03:44.840 --> 00:03:45.720]  這個不用說了
[00:03:45.720 --> 00:03:46.800]  這個一定的
[00:03:46.800 --> 00:03:47.560]  十三章
[00:03:47.560 --> 00:03:48.600]  當然是十二章
[00:03:48.600 --> 00:03:51.040]  十四章中間
[00:03:51.040 --> 00:03:51.600]  沒錯
[00:03:51.600 --> 00:03:52.840]  這個也很合適
[00:03:52.840 --> 00:03:54.320]  這個是很明顯的
[00:03:54.320 --> 00:03:55.320]  不過問題就是
[00:03:55.320 --> 00:03:58.800]  十二章和十四章是說什麼的呢
[00:03:58.800 --> 00:04:02.280]  這個問題就很有意思了
[00:04:02.280 --> 00:04:05.320]  十二章是說數人恩賜的
[00:04:05.320 --> 00:04:08.600]  十四章也是說數人恩賜的
[00:04:08.600 --> 00:04:12.200]  所以保祿在這裡是很想在說這個題目
[00:04:12.200 --> 00:04:13.960]  恩賜這個題目的時候
[00:04:13.960 --> 00:04:15.840]  中間加插進去
[00:04:15.840 --> 00:04:21.240]  將這段經文加進去說恩賜的課題上
[00:04:21.240 --> 00:04:23.760]  哥倫多教會的人
[00:04:23.760 --> 00:04:25.720]  都是要我們明白一件事
[00:04:25.720 --> 00:04:27.960]  就是當我們說數人恩賜的時候
[00:04:27.960 --> 00:04:31.280]  離不開說愛的
[00:04:31.280 --> 00:04:34.040]  它第十二章最後那句它就說
[00:04:34.040 --> 00:04:37.760]  「我現今將最妙的道指示你們」
[00:04:37.760 --> 00:04:39.680]  接著就開始說愛了
[00:04:39.680 --> 00:04:42.480]  它十二章一直說恩賜的時候
[00:04:42.480 --> 00:04:45.080]  為什麼它突然間有一點離了題
[00:04:45.080 --> 00:04:46.520]  跳去說愛呢
[00:04:46.520 --> 00:04:49.000]  我覺得愛不應該是恩賜
[00:04:49.000 --> 00:04:51.000]  恩賜是每個人都可以不同
[00:04:51.000 --> 00:04:52.800]  但是愛其實每個人都要有的
[00:04:52.800 --> 00:04:54.080]  是必須的
[00:04:54.080 --> 00:04:57.720]  它為什麼要在這裡離了題
[00:04:57.720 --> 00:04:59.240]  說愛呢
[00:04:59.240 --> 00:05:01.680]  是因為第十三章一開始
[00:05:01.680 --> 00:05:03.760]  它已經有一個暗示了
