
[00:00:00.000 --> 00:00:05.600]  上星期我們提到這段經文有兩方面
[00:00:05.600 --> 00:00:11.000]  第一就是以諾他與當時的世代是有分別的
[00:00:11.000 --> 00:00:15.640]  他很明顯記載在《創世紀》第四第五章
[00:00:15.640 --> 00:00:17.120]  是兩個家譜
[00:00:17.120 --> 00:00:25.280]  是一個很明顯的很鮮明的一個conflict
[00:00:25.280 --> 00:00:29.240]  一個很鮮明的比較
[00:00:29.240 --> 00:00:35.680]  這個鮮明比較就是第四章拉麥的後裔
[00:00:35.680 --> 00:00:37.400]  就是當時同時代的人
[00:00:37.400 --> 00:00:40.680]  他們的情況是很利器臣的
[00:00:40.680 --> 00:00:43.880]  但是同時代的以諾
[00:00:43.880 --> 00:00:46.080]  也是亞當的第七代孫
[00:00:46.080 --> 00:00:48.800]  他卻是去求告上帝
[00:00:48.800 --> 00:00:51.200]  去倚靠臣過他的生活
[00:00:51.200 --> 00:00:53.560]  所以我們見到他在當時的時代
[00:00:53.560 --> 00:00:54.480]  他有所分別
[00:00:54.480 --> 00:00:55.440]  他的名字一樣
[00:00:55.440 --> 00:00:58.240]  是一個奉獻分別性的意思
[00:00:58.240 --> 00:00:59.680]  所以也鼓勵我們
[00:00:59.680 --> 00:01:00.800]  今天我們這個時代
[00:01:00.800 --> 00:01:03.320]  也是充滿著很多的罪
[00:01:03.320 --> 00:01:04.880]  很多的隱憂
[00:01:04.880 --> 00:01:06.360]  很多的利器
[00:01:06.360 --> 00:01:07.120]  拒絕臣
[00:01:07.120 --> 00:01:08.400]  抵擋上帝的事
[00:01:08.400 --> 00:01:11.520]  但是我們在這個時代裏面有警醒
[00:01:11.520 --> 00:01:13.320]  我們靠著祈禱警醒
[00:01:13.320 --> 00:01:15.440]  靠著上帝的話語引導我們
[00:01:15.440 --> 00:01:17.040]  靠著聖靈幫助我們
[00:01:17.040 --> 00:01:20.920]  以致我們能夠過一個分別為性的生活
[00:01:20.920 --> 00:01:22.920]  事後一樣
[00:01:22.920 --> 00:01:25.400]  我們在這裏也看見
[00:01:25.400 --> 00:01:28.560]  他是被神的啟示來影響
[00:01:28.560 --> 00:01:29.840]  這個啟示
[00:01:29.840 --> 00:01:31.840]  可能就是這個時代
[00:01:31.840 --> 00:01:32.520]  這個世局
[00:01:32.520 --> 00:01:34.680]  或者發生我們身邊的事
[00:01:34.680 --> 00:01:36.080]  更加重要的就是
[00:01:36.080 --> 00:01:38.000]  上帝藉著他的話語
[00:01:38.000 --> 00:01:39.720]  來提醒我們
[00:01:39.720 --> 00:01:42.200]  主再來的日子很快
[00:01:42.200 --> 00:01:45.200]  我們要見主的日子也很近
[00:01:45.200 --> 00:01:49.480]  所以我們很需要讓這個啟示警醒我們
[00:01:49.480 --> 00:01:53.160]  要我們的人生再不是迷糊的
[00:01:53.160 --> 00:01:55.200]  再不是沒有意義的
[00:01:55.200 --> 00:01:57.000]  再不是沒有焦點的
[00:01:57.000 --> 00:02:00.400]  就好像今年的主題一樣
[00:02:00.400 --> 00:02:04.240]  來看到我們的肅靈的視野
[00:02:04.240 --> 00:02:07.440]  好讓神的提醒
[00:02:07.440 --> 00:02:09.080]  影響我們的生活
[00:02:09.080 --> 00:02:09.960]  我們的價值觀
[00:02:09.960 --> 00:02:11.240]  我們的人生觀
[00:02:11.240 --> 00:02:16.200]  來過一個合他心意的生活
[00:02:16.200 --> 00:02:18.120]  當然今天我們要看的就是
[00:02:18.120 --> 00:02:20.320]  這段經文給我們看見一個很重要的重點
[00:02:20.320 --> 00:02:23.800]  就是以樂是與神同行的人
[00:02:23.800 --> 00:02:25.960]  我們再讀讀這幾節聖經好不好
[00:02:25.960 --> 00:02:29.880]  在《創世紀》第五章二十二到二十四節
[00:02:29.880 --> 00:02:30.880]  請讀
[00:02:30.880 --> 00:02:34.040]  以樂生瑪圖撒拉之後
[00:02:34.040 --> 00:02:36.840]  與上帝同行三百年
[00:02:36.840 --> 00:02:39.560]  並且生兒養女
[00:02:39.560 --> 00:02:43.440]  以樂共活了三百六十五歲
[00:02:43.440 --> 00:02:46.120]  以樂與上帝同行
[00:02:46.120 --> 00:02:48.560]  上帝將他娶去
[00:02:48.560 --> 00:02:51.800]  他就不再逝了
[00:02:54.800 --> 00:02:57.880]  其實我們上一節讀過
[00:02:57.880 --> 00:03:01.680]  我們說以樂他幾多歲開始與神同行
[00:03:01.680 --> 00:03:04.800]  記不記得多少歲
[00:03:04.800 --> 00:03:06.640]  應該很容易記
[00:03:06.640 --> 00:03:07.320]  六十五歲
[00:03:07.320 --> 00:03:09.640]  因為散會之後有位姊妹跟我說
[00:03:09.640 --> 00:03:11.920]  她說我快六十五歲了
[00:03:11.920 --> 00:03:14.680]  接著我想起六十五歲在美國很重要
[00:03:14.680 --> 00:03:17.480]  為什麼
[00:03:17.480 --> 00:03:23.880]  因為開始拿Medicare
[00:03:23.880 --> 00:03:27.040]  以樂他六十五歲開始
[00:03:27.040 --> 00:03:29.560]  所以當然他那個時代與我們這個時代
[00:03:29.560 --> 00:03:31.680]  比例人生的長短有些不同
[00:03:31.680 --> 00:03:33.640]  不過這個歲數都幾有意思
[00:03:33.640 --> 00:03:36.040]  因為在我們在當中
[00:03:36.040 --> 00:03:38.280]  我們特別如語堂
[00:03:38.280 --> 00:03:40.720]  我們年紀慢慢上升
[00:03:40.720 --> 00:03:44.400]  超過六十五歲的人比比皆是
[00:03:44.400 --> 00:03:47.600]  我也要參考一下
[00:03:47.600 --> 00:03:50.840]  原來申請Medicare是怎樣的手續
[00:03:50.840 --> 00:03:57.920]  我們很快到那個年紀
[00:03:57.920 --> 00:03:59.120]  所以未遲
[00:03:59.120 --> 00:04:02.040]  如果你發現你過往未與神同行
[00:04:02.040 --> 00:04:04.720]  現在開始未遲
[00:04:04.720 --> 00:04:08.240]  以樂他在這裡告訴我們
[00:04:08.240 --> 00:04:12.080]  他有一個很明顯的兩次提督
[00:04:12.080 --> 00:04:16.480]  他與上帝同行二十二節
[00:04:16.480 --> 00:04:18.080]  然後第二十四節
[00:04:18.080 --> 00:04:20.520]  以樂與上帝同行
[00:04:20.520 --> 00:04:24.880]  什麼是與上帝同行呢
[00:04:24.880 --> 00:04:27.240]  有一位牧者他這樣說
[00:04:27.240 --> 00:04:28.640]  他說什麼叫與神同行
[00:04:28.640 --> 00:04:30.840]  第一與神同心
[00:04:30.840 --> 00:04:32.920]  什麼叫與上帝同行
[00:04:32.920 --> 00:04:35.800]  就是你先明白他的心意
[00:04:35.800 --> 00:04:38.080]  你才能夠與他同行
[00:04:38.080 --> 00:04:40.960]  因為你了解他準備怎樣走
[00:04:40.960 --> 00:04:42.640]  或者了解他選擇什麼道路
[00:04:42.640 --> 00:04:44.840]  你了解了他
[00:04:44.840 --> 00:04:46.240]  與他同心
[00:04:46.240 --> 00:04:47.680]  不僅是盲中中
[00:04:47.680 --> 00:04:49.720]  而是去了解
[00:04:49.720 --> 00:04:51.840]  所以了解上帝的心意
[00:04:51.840 --> 00:04:54.840]  就是與神同行的其中一個很重要的因素
[00:04:54.840 --> 00:04:56.280]  什麼叫與神同行呢
[00:04:56.280 --> 00:04:58.680]  就是與神為友
[00:04:58.680 --> 00:05:02.240]  即是他與神很親密
[00:05:02.240 --> 00:05:04.080]  與他可以傾心吐意
[00:05:04.080 --> 00:05:06.200]  好像我們好朋友一樣
[00:05:06.200 --> 00:05:08.960]  一路走我們的道路
[00:05:08.960 --> 00:05:10.040]  我們一路聊天
[00:05:10.040 --> 00:05:11.680]  一路走我們的道路
[00:05:11.680 --> 00:05:12.560]  散步的時候
[00:05:12.560 --> 00:05:14.560]  可以去交換我們的心得
[00:05:14.560 --> 00:05:16.560]  分享我們心底的說話
[00:05:16.560 --> 00:05:18.200]  這叫做與神同行
[00:05:18.200 --> 00:05:19.480]  與神同行的意思
[00:05:19.480 --> 00:05:21.880]  就是說我們與神有交往
[00:05:21.880 --> 00:05:22.560]  有聊天
[00:05:22.560 --> 00:05:24.000]  有建立關係
[00:05:24.000 --> 00:05:26.160]  有默契
[00:05:26.160 --> 00:05:28.280]  這是與神為友
[00:05:28.280 --> 00:05:29.880]  什麼叫與神同行呢
[00:05:29.880 --> 00:05:31.480]  與神同在
[00:05:31.480 --> 00:05:32.880]  與神同行的意思就是說
[00:05:32.880 --> 00:05:35.560]  我們與神同在
[00:05:35.560 --> 00:05:36.520]  我想問問大家
[00:05:36.520 --> 00:05:39.640]  神是否與我們同在
[00:05:39.640 --> 00:05:42.520]  那你是否與神同在
[00:05:42.520 --> 00:05:44.040]  原來神與我們同在
[00:05:44.040 --> 00:05:47.120]  與神同在是有點不同的
[00:05:47.120 --> 00:05:49.280]  神經常要我們與我們同在
[00:05:49.280 --> 00:05:51.200]  不過祂經常走一路
[00:05:51.200 --> 00:05:52.040]  我們又走另一路
[00:05:52.040 --> 00:05:54.760]  那就是你不是與祂同在
[00:05:54.760 --> 00:05:56.560]  神很願意與我們同在
[00:05:56.560 --> 00:05:58.120]  不過我們要什麼
[00:05:58.120 --> 00:05:59.360]  我們時常要警醒
[00:05:59.360 --> 00:06:00.520]  要跟著祂
[00:06:00.520 --> 00:06:01.560]  與祂談心
[00:06:01.560 --> 00:06:02.480]  與祂密友
[00:06:02.480 --> 00:06:04.520]  與祂同行
[00:06:04.520 --> 00:06:06.280]  與祂同在
[00:06:06.280 --> 00:06:08.640]  這就叫做與神同行
