
[00:00:00.000 --> 00:00:02.000]  好 大家早晨
[00:00:02.000 --> 00:00:05.280]  很開心能夠跟大家分享上帝的說話
[00:00:05.280 --> 00:00:08.780]  我在今年其實年紀不輕
[00:00:08.780 --> 00:00:10.100]  我都七十歲
[00:00:10.100 --> 00:00:11.600]  七十歲大家都知道
[00:00:11.600 --> 00:00:15.940]  可以兩蚊坐車已經五年了
[00:00:15.940 --> 00:00:17.280]  現在悠遊卡很好
[00:00:17.280 --> 00:00:18.740]  六十歲開始
[00:00:18.740 --> 00:00:19.740]  誰拿到悠遊卡
[00:00:19.740 --> 00:00:21.740]  都沒有問
[00:00:21.740 --> 00:00:24.600]  我想都是一個因典來的
[00:00:24.600 --> 00:00:26.200]  我們可以兩蚊坐車
[00:00:26.200 --> 00:00:28.200]  我都享受了五年的時間
[00:00:28.200 --> 00:00:30.200]  有時都會想
[00:00:30.200 --> 00:00:33.200]  剛才我的背景就是
[00:00:33.200 --> 00:00:35.700]  同福堂的創堂牧師
[00:00:35.700 --> 00:00:37.700]  創堂牧師的意思就是
[00:00:37.700 --> 00:00:39.200]  其實沒有事做
[00:00:39.200 --> 00:00:41.200]  創堂是過去式
[00:00:41.200 --> 00:00:43.200]  創完之後就沒有事做
[00:00:43.200 --> 00:00:45.200]  已經退下來差不多五年的時間
[00:00:45.200 --> 00:00:47.200]  也都很感恩
[00:00:47.200 --> 00:00:49.200]  在這五年裡
[00:00:49.200 --> 00:00:53.200]  縱然我沒有再在教會擔當一個主任牧師
[00:00:53.200 --> 00:00:55.200]  但也都很欣賞
[00:00:55.200 --> 00:00:58.200]  現在仍然做主任牧師的一班童工
[00:00:58.200 --> 00:01:00.200]  無論是傳恩堂的牧師
[00:01:00.200 --> 00:01:03.200]  無論是德勝堂的幾位童工
[00:01:03.200 --> 00:01:05.200]  都很欣賞他們繼續能夠
[00:01:05.200 --> 00:01:08.200]  在前線去牧養弟兄姊妹
[00:01:08.200 --> 00:01:10.200]  其實在這幾年
[00:01:10.200 --> 00:01:12.200]  牧養真是不容易的
[00:01:12.200 --> 00:01:13.200]  你都不知道星期天
[00:01:13.200 --> 00:01:14.200]  有沒有得回去教會崇拜
[00:01:14.200 --> 00:01:15.200]  有段時間
[00:01:15.200 --> 00:01:16.200]  忽然間要用zoom
[00:01:16.200 --> 00:01:17.200]  忽然間又回來
[00:01:17.200 --> 00:01:18.200]  忽然間又zoom
[00:01:18.200 --> 00:01:19.200]  你都不知道什麼時候
[00:01:19.200 --> 00:01:22.200]  換言之在這幾年裡
[00:01:22.200 --> 00:01:24.200]  的確是很大的挑戰
[00:01:24.200 --> 00:01:26.200]  我在這裡都很想弟兄姊妹
[00:01:26.200 --> 00:01:28.200]  我們是弟兄姊妹
[00:01:28.200 --> 00:01:30.200]  也都用掌聲
[00:01:30.200 --> 00:01:32.200]  多謝一班童工
[00:01:32.200 --> 00:01:33.200]  多謝一班童工
[00:01:33.200 --> 00:01:35.200]  因為他們真是在
[00:01:35.200 --> 00:01:37.200]  在過去這幾年裡
[00:01:37.200 --> 00:01:38.200]  其實真是不容易的
[00:01:38.200 --> 00:01:40.200]  因為很多的安排
[00:01:40.200 --> 00:01:43.200]  很多的適應
[00:01:43.200 --> 00:01:45.200]  我退了樓現在就不用做了
[00:01:45.200 --> 00:01:47.200]  只是望著他們做
[00:01:47.200 --> 00:01:49.200]  但是都很欣賞他們能夠
[00:01:49.200 --> 00:01:50.200]  在這幾年裡
[00:01:50.200 --> 00:01:52.200]  他們仍然這麼忠心地
[00:01:52.200 --> 00:01:55.200]  在神的家裡服侍
[00:01:55.200 --> 00:01:56.200]  甚至在這幾年裡
[00:01:56.200 --> 00:01:58.200]  很多的轉變
[00:01:58.200 --> 00:02:00.200]  我們都明白這幾年
[00:02:00.200 --> 00:02:03.200]  很多弟兄姊妹都在想
[00:02:03.200 --> 00:02:05.200]  或者已經是一個事實
[00:02:05.200 --> 00:02:06.200]  離開了香港
[00:02:06.200 --> 00:02:07.200]  這個也都不需要
[00:02:07.200 --> 00:02:08.200]  忌諱去講的
[00:02:08.200 --> 00:02:10.200]  聽說我聽說
[00:02:10.200 --> 00:02:13.200]  香港的人已經走了
[00:02:13.200 --> 00:02:15.200]  離開了香港差不多三十幾萬
[00:02:15.200 --> 00:02:17.200]  三十幾萬
[00:02:17.200 --> 00:02:18.200]  就是大大小小
[00:02:18.200 --> 00:02:22.200]  還在繼續走
[00:02:22.200 --> 00:02:24.200]  我都在想
[00:02:24.200 --> 00:02:26.200]  最近我聽一個朋友說
[00:02:26.200 --> 00:02:28.200]  走了這麼多人都挺好
[00:02:28.200 --> 00:02:30.200]  其實香港這個地方
[00:02:30.200 --> 00:02:32.200]  只是頂封著五百萬人而已
[00:02:32.200 --> 00:02:34.200]  如果七百多萬人已經過多了
[00:02:34.200 --> 00:02:35.200]  還有二百萬人可以走
[00:02:35.200 --> 00:02:36.200]  嚇到我了
[00:02:36.200 --> 00:02:37.200]  再走多二百多萬
[00:02:37.200 --> 00:02:39.200]  香港教會就不用做了
[00:02:39.200 --> 00:02:42.200]  因為這幾十萬的人走
[00:02:42.200 --> 00:02:45.200]  當中有七至八萬是基督徒
[00:02:45.200 --> 00:02:47.200]  我不是要責備他們
[00:02:47.200 --> 00:02:48.200]  我完全沒有資格去責備
[00:02:48.200 --> 00:02:50.200]  誰走誰留
[00:02:50.200 --> 00:02:51.200]  但是我們很深信
[00:02:51.200 --> 00:02:53.200]  每一個的信徒
[00:02:53.200 --> 00:02:55.200]  他們都有自己的一個抉擇
[00:02:55.200 --> 00:02:58.200]  究竟離開或者留下
[00:02:58.200 --> 00:03:00.200]  英國是最多人去的地方
[00:03:00.200 --> 00:03:02.200]  我們報道會都在想
[00:03:02.200 --> 00:03:03.200]  我們報道會
[00:03:03.200 --> 00:03:04.200]  一方面有孫教士在英國
[00:03:04.200 --> 00:03:05.200]  也都在想
[00:03:05.200 --> 00:03:07.200]  會不會在那邊開報道會
[00:03:07.200 --> 00:03:08.200]  都在想
