
[00:00:00.000 --> 00:00:03.000]  各位頂姊妹平安
[00:00:03.000 --> 00:00:07.000]  其實基督徒由信耶穌開始
[00:00:07.000 --> 00:00:10.000]  我們已經領受了一個呼召
[00:00:10.000 --> 00:00:12.000]  什麼呼召呢?
[00:00:12.000 --> 00:00:15.000]  就好像我們兩邊的標題一樣
[00:00:15.000 --> 00:00:20.000]  「跟從耶穌,作主門徒」
[00:00:20.000 --> 00:00:23.000]  這是我們三面的一個方向
[00:00:23.000 --> 00:00:26.000]  我們很希望我們頂姊妹
[00:00:26.000 --> 00:00:29.000]  能夠有這個領受
[00:00:29.000 --> 00:00:31.000]  有這樣的方向
[00:00:31.000 --> 00:00:36.000]  去跟從耶穌,作祂的門徒
[00:00:36.000 --> 00:00:40.000]  今早我選讀提摩太后書
[00:00:40.000 --> 00:00:43.000]  跟大家分享一個信息
[00:00:43.000 --> 00:00:47.000]  提后被稱為教穆的書信
[00:00:47.000 --> 00:00:49.000]  可能你會說
[00:00:49.000 --> 00:00:51.000]  穆斯你自己看吧
[00:00:51.000 --> 00:00:52.000]  嚴格來說
[00:00:52.000 --> 00:00:54.000]  這封信是給提摩太太的
[00:00:54.000 --> 00:00:55.000]  提摩太太已經死了
[00:00:55.000 --> 00:00:57.000]  那就是不用看了
[00:00:57.000 --> 00:01:00.000]  沒錯,是教穆的書信
[00:01:00.000 --> 00:01:03.000]  無可否認對每一個教穆來說
[00:01:03.000 --> 00:01:07.000]  這本書確實是我們必須要看的
[00:01:07.000 --> 00:01:09.000]  但裡面的信息
[00:01:09.000 --> 00:01:11.000]  當你留心去看的時候
[00:01:11.000 --> 00:01:14.000]  保羅不單止是向提摩太太
[00:01:14.000 --> 00:01:16.000]  作出提醒勉勵
[00:01:16.000 --> 00:01:19.000]  是更加向今天的你和我
[00:01:19.000 --> 00:01:21.000]  作出提醒
[00:01:21.000 --> 00:01:23.000]  這本書開頭
[00:01:23.000 --> 00:01:26.000]  是做使徒的保羅
[00:01:26.000 --> 00:01:30.000]  寫給他親愛的兒子提摩太太
[00:01:30.000 --> 00:01:32.000]  當然提摩太太
[00:01:32.000 --> 00:01:36.000]  只不過是保羅屬靈的兒子
[00:01:36.000 --> 00:01:38.000]  提摩太太甚至稱他為
[00:01:38.000 --> 00:01:40.000]  這是我真正的兒子
[00:01:40.000 --> 00:01:43.000]  看到保羅和提摩太太的關係
[00:01:43.000 --> 00:01:46.000]  比親兒子更親
[00:01:46.000 --> 00:01:50.000]  保羅說我時時為你祈禱
[00:01:50.000 --> 00:01:52.000]  我認定你在祖母
[00:01:52.000 --> 00:01:56.000]  即是外祖母和你媽媽當中
[00:01:56.000 --> 00:01:59.000]  領受很大的信心
[00:01:59.000 --> 00:02:02.000]  我希望這本書
[00:02:02.000 --> 00:02:05.000]  保羅對提摩太太的提醒和鼓勵
[00:02:05.000 --> 00:02:07.000]  也都今天向我們作出鼓勵
[00:02:07.000 --> 00:02:09.000]  今天藉著第一章
[00:02:09.000 --> 00:02:11.000]  整章大部分的信息
[00:02:11.000 --> 00:02:14.000]  讓我們一起看看作為教徒
[00:02:14.000 --> 00:02:18.000]  一部分我們應有的使命
[00:02:18.000 --> 00:02:20.000]  有些可能你知道
[00:02:20.000 --> 00:02:23.000]  有些可能你忽略過
[00:02:23.000 --> 00:02:25.000]  在一章的書裏
[00:02:25.000 --> 00:02:29.000]  第一件事保羅提醒我們作為教徒
[00:02:29.000 --> 00:02:31.000]  我們有一個使命就是夢照
[00:02:31.000 --> 00:02:34.000]  過一個聖潔的生活
[00:02:34.000 --> 00:02:36.000]  原來我們有一個使命
[00:02:36.000 --> 00:02:39.000]  是要過一個聖潔的生活
[00:02:39.000 --> 00:02:41.000]  我們一起讀一字九字
[00:02:41.000 --> 00:02:43.000]  預備起
[00:02:43.000 --> 00:02:45.000]  神救了我們
[00:02:45.000 --> 00:02:47.000]  以聖照照我們
[00:02:47.000 --> 00:02:49.000]  不是按我們的行為
[00:02:49.000 --> 00:02:52.000]  而是按祂的旨意和恩典
[00:02:52.000 --> 00:02:55.000]  這恩典是萬古之先
[00:02:55.000 --> 00:02:58.000]  在基督耶穌裏賜給我們的
[00:02:58.000 --> 00:03:00.000]  這個很基本的使命
[00:03:00.000 --> 00:03:03.000]  被稱為聖照
[00:03:03.000 --> 00:03:06.000]  意思就是當我們
[00:03:06.000 --> 00:03:08.000]  去信耶穌的時候
[00:03:08.000 --> 00:03:11.000]  我們就建立和耶穌的關係
[00:03:11.000 --> 00:03:13.000]  這個關係建立了之後
[00:03:13.000 --> 00:03:15.000]  其實就是一個目的
[00:03:15.000 --> 00:03:17.000]  這個目的不是叫我們
[00:03:17.000 --> 00:03:20.000]  以後就什麼問題都沒有了
[00:03:20.000 --> 00:03:25.000]  以後你想要什麼就有什麼
[00:03:25.000 --> 00:03:27.000]  甚至最後就上天堂了
[00:03:27.000 --> 00:03:30.000]  這個不是信耶穌最終的目的
[00:03:30.000 --> 00:03:32.000]  這是一個聖照
[00:03:32.000 --> 00:03:34.000]  就是說這個呼照
[00:03:34.000 --> 00:03:39.000]  是要叫我們過一個聖潔的生活
[00:03:39.000 --> 00:03:41.000]  我們要過聖潔的生活
[00:03:41.000 --> 00:03:42.000]  大家明白的
[00:03:42.000 --> 00:03:43.000]  聖潔的生活
[00:03:43.000 --> 00:03:45.000]  你知道什麼叫聖潔的生活
[00:03:45.000 --> 00:03:48.000]  就是神所喜悅的生活
[00:03:48.000 --> 00:03:50.000]  合乎神心意的生活
[00:03:50.000 --> 00:03:54.000]  聖潔的生活不是提醒我們
[00:03:54.000 --> 00:03:55.000]  如果你不過
[00:03:55.000 --> 00:03:57.000]  你就上不了天堂
[00:03:57.000 --> 00:03:58.000]  你在地獄
[00:03:58.000 --> 00:04:01.000]  這個不是目的原因
[00:04:01.000 --> 00:04:04.000]  我們要過一個聖潔的生活
