
[00:00:00.000 --> 00:00:01.080]  《婚姻與家庭》
[00:00:01.080 --> 00:00:02.760]  如果大家記得
[00:00:02.760 --> 00:00:08.080]  就好像我年初二月時講過的《夫妻之道》
[00:00:08.080 --> 00:00:08.640]  是嗎?
[00:00:08.640 --> 00:00:10.800]  都有一點點連繫的
[00:00:10.800 --> 00:00:13.720]  但是《婚姻與家庭》今次的重點
[00:00:13.720 --> 00:00:15.800]  就有一點點不同
[00:00:15.800 --> 00:00:17.360]  上一次《夫妻之道》
[00:00:17.360 --> 00:00:19.920]  主要的重點就是在夫妻之間
[00:00:19.920 --> 00:00:22.840]  應該是要怎樣來相處
[00:00:22.840 --> 00:00:29.000]  丈夫和妻子本身在神面前
[00:00:29.000 --> 00:00:30.760]  應該要怎樣做呢?
[00:00:30.760 --> 00:00:33.320]  簡單而言之就是
[00:00:33.320 --> 00:00:34.800]  丈夫要愛妻子
[00:00:34.800 --> 00:00:36.840]  妻子要信服丈夫
[00:00:36.840 --> 00:00:40.040]  主要的經文就在《已婚所書》第五章
[00:00:40.040 --> 00:00:41.120]  如果大家不記得
[00:00:41.120 --> 00:00:43.920]  或者想再重溫的話
[00:00:43.920 --> 00:00:45.680]  就回去聽回這個錄音帶
[00:00:45.680 --> 00:00:48.240]  是今年二月一日的
[00:00:48.240 --> 00:00:50.640]  在《夫妻之道》裡面
[00:00:50.640 --> 00:00:52.120]  其實也有提過略略
[00:00:52.120 --> 00:00:59.000]  就是說家庭這件事情是社會的核心
[00:00:59.000 --> 00:01:02.880]  構成一個社會很重要的單元
[00:01:02.880 --> 00:01:05.040]  很多的社會
[00:01:05.040 --> 00:01:06.640]  我這樣講
[00:01:06.640 --> 00:01:07.760]  其實我想講全部的
[00:01:07.760 --> 00:01:10.680]  不過就真的怕全世界裡面有一些例外
[00:01:10.680 --> 00:01:11.920]  很多的社會
[00:01:11.920 --> 00:01:14.800]  都是由一個家庭一個家庭一個家庭
[00:01:14.800 --> 00:01:19.600]  去組織而成一個社會一個社群
[00:01:19.600 --> 00:01:24.000]  所以家庭的單元是很重要的
[00:01:24.000 --> 00:01:26.000]  所以這次我們講婚姻的時候
[00:01:26.000 --> 00:01:28.200]  我們也講婚姻與家庭
[00:01:28.200 --> 00:01:29.560]  在家庭裡面
[00:01:29.560 --> 00:01:33.760]  大家都應該有一個傳統
[00:01:33.760 --> 00:01:37.720]  或者是一個普世的看法
[00:01:37.720 --> 00:01:38.480]  一直以來
[00:01:38.480 --> 00:01:40.640]  就是說家庭的組成
[00:01:40.640 --> 00:01:42.440]  就是一男一女
[00:01:42.440 --> 00:01:44.640]  結合生兒育女
[00:01:44.640 --> 00:01:47.080]  然後兒女長大
[00:01:47.080 --> 00:01:49.480]  然後一直再建立另外的家庭
[00:01:49.480 --> 00:01:50.920]  來繁衍下去
[00:01:50.920 --> 00:01:54.160]  這個也是我們一直以來所看到的
[00:01:54.160 --> 00:01:56.160]  在我們一直看聖經以來
[00:01:56.160 --> 00:01:57.160]  都看到
[00:01:57.160 --> 00:01:59.680]  就是神做人
[00:01:59.680 --> 00:02:03.480]  以及一直在人類的發展以來
[00:02:03.480 --> 00:02:06.200]  都是這樣子一個家庭一個家庭
[00:02:06.200 --> 00:02:07.600]  來組成
[00:02:07.600 --> 00:02:09.560]  那麼在《創世紀》裡面
[00:02:09.560 --> 00:02:12.720]  我們應該信了主不久的時候
[00:02:12.720 --> 00:02:14.560]  怎麼都看過《創世紀》的
[00:02:14.560 --> 00:02:16.720]  就是《創世紀》頭一兩章
[00:02:16.720 --> 00:02:18.040]  你怎麼都會看過的
[00:02:18.040 --> 00:02:19.840]  如果你不是常看聖經也好
[00:02:19.840 --> 00:02:21.760]  我覺得你也應該看過《創世紀》
[00:02:21.760 --> 00:02:22.920]  所以這一段
[00:02:22.920 --> 00:02:25.120]  就非常重要
[00:02:25.120 --> 00:02:27.320]  就是在第一章
[00:02:27.320 --> 00:02:28.720]  27-28
[00:02:28.720 --> 00:02:31.520]  在講神創造天地
[00:02:31.520 --> 00:02:33.000]  創造人的時候
[00:02:33.000 --> 00:02:35.160]  是怎麼樣的情況
[00:02:35.160 --> 00:02:37.280]  這裡27-28節
[00:02:37.280 --> 00:02:38.240]  大家會很熟悉
[00:02:38.240 --> 00:02:41.120]  就是神是照著自己的形象來做人的
[00:02:41.120 --> 00:02:44.320]  照著祂自己的形象做男做女
[00:02:44.680 --> 00:02:49.160]  神賜福給他們對他們說要生養眾多遍滿全地
[00:02:49.160 --> 00:02:50.400]  又要治理這地
[00:02:50.400 --> 00:02:52.000]  管理海裡的魚
[00:02:52.000 --> 00:02:52.720]  空中的鳥
[00:02:52.720 --> 00:02:54.360]  以及地上各樣的活物
[00:02:54.360 --> 00:02:56.960]  那麼很重要的就是神做的時候
[00:02:56.960 --> 00:02:59.120]  是做男又做女
[00:02:59.120 --> 00:03:03.280]  所以其實我們的思想都很局限在我們
[00:03:03.280 --> 00:03:05.400]  受造的框框裡面
[00:03:05.400 --> 00:03:08.440]  如果你要超脫這個框框
[00:03:08.440 --> 00:03:09.600]  你可以問
[00:03:09.600 --> 00:03:12.240]  為什麼神不是做
[00:03:12.240 --> 00:03:15.440]  這個男女
[00:03:15.440 --> 00:03:16.520]  然後還有
[00:03:16.520 --> 00:03:17.880]  嘟嘟嘟嘟嘟
[00:03:17.880 --> 00:03:20.080]  性別不一定是兩個的
[00:03:20.080 --> 00:03:22.280]  現在的人會這麼想
[00:03:22.280 --> 00:03:24.600]  性別可以ABCDEFG
[00:03:24.600 --> 00:03:25.920]  如果神做的時候
[00:03:25.920 --> 00:03:27.960]  哇!有七種性別的
[00:03:27.960 --> 00:03:31.320]  那麼可能那個結構的組合又會不同的
[00:03:31.320 --> 00:03:34.920]  這個世界的發展又會不同的
[00:03:34.920 --> 00:03:38.200]  如果A性別娶C性別
[00:03:38.200 --> 00:03:39.040]  又會怎麼樣呢?
