
[00:00:00.000 --> 00:00:04.000]  今天跟大家分享一個題目叫"原動力覺醒"
[00:00:04.000 --> 00:00:08.680]  其實剛剛在預備的時候看到《星球大戰》那張海報
[00:00:08.680 --> 00:00:10.680]  所以我就用了這個名字
[00:00:10.680 --> 00:00:12.680]  不過基督徒也有原動力
[00:00:12.680 --> 00:00:14.680]  我覺得一個人信主
[00:00:14.680 --> 00:00:17.360]  說多說少他也經驗到上帝的愛
[00:00:17.360 --> 00:00:19.360]  還有一個人信主
[00:00:19.360 --> 00:00:22.200]  是很容易流露到愛的
[00:00:22.200 --> 00:00:24.360]  愛其實就是我們的原動力
[00:00:24.360 --> 00:00:28.920]  不過我想說當我們一直信的時候我們彷彿失去了
[00:00:28.920 --> 00:00:30.920]  耶穌在最後一星期
[00:00:30.920 --> 00:00:32.920]  其實做了很多件事
[00:00:32.920 --> 00:00:34.920]  不過其中一件事是
[00:00:34.920 --> 00:00:36.920]  非常重要
[00:00:36.920 --> 00:00:38.920]  可以說就是洗腳這件事
[00:00:38.920 --> 00:00:41.920]  直接洗腳其實留下了愛
[00:00:41.920 --> 00:00:44.920]  這一個很重要的原動力
[00:00:44.920 --> 00:00:49.920]  讓我們要透過洗腳去覺醒我們失去的東西
[00:00:49.920 --> 00:00:52.920]  我想從這段經文去分享一下
[00:00:52.920 --> 00:00:56.920]  其實耶穌的愛是有什麼質素的呢
[00:00:56.920 --> 00:01:00.920]  我就分開了三個層面去分享
[00:01:00.920 --> 00:01:03.920]  這樣我們先進入一下這個故事
[00:01:03.920 --> 00:01:05.920]  耶穌洗腳的時候
[00:01:05.920 --> 00:01:08.920]  他說到耶穌知道自己離開世界
[00:01:08.920 --> 00:01:10.920]  就快要死了
[00:01:10.920 --> 00:01:12.920]  在神學上的意義
[00:01:12.920 --> 00:01:16.920]  死其實我們通常都叫做睡覺
[00:01:16.920 --> 00:01:18.920]  睡覺
[00:01:18.920 --> 00:01:20.920]  因爲睡覺會怎樣
[00:01:20.920 --> 00:01:22.920]  會醒的嘛
[00:01:22.920 --> 00:01:24.920]  耶穌復活就是醒了
[00:01:24.920 --> 00:01:26.920]  你的死亡我們的死亡
[00:01:26.920 --> 00:01:28.920]  其實稱爲睡覺
[00:01:28.920 --> 00:01:30.920]  因爲我們會醒來
[00:01:30.920 --> 00:01:33.920]  所以耶穌稱自己就快要離開世界
[00:01:33.920 --> 00:01:35.920]  所以離開世界之前
[00:01:35.920 --> 00:01:38.920]  必先會留下最重要的東西
[00:01:38.920 --> 00:01:40.920]  去跟門徒說
[00:01:40.920 --> 00:01:42.920]  一個離世的人說的話
[00:01:42.920 --> 00:01:44.920]  是不會浪費你的時間
[00:01:44.920 --> 00:01:46.920]  或者一個快要離開世界的人
[00:01:46.920 --> 00:01:48.920]  說的話必然是最重要
[00:01:48.920 --> 00:01:50.920]  去想想究竟有什麼
[00:01:50.920 --> 00:01:54.920]  可以留給門徒是最重要的呢
[00:01:54.920 --> 00:01:58.920]  所以他決定留下了愛
[00:01:58.920 --> 00:02:00.920]  以洗腳的方式去表達
[00:02:00.920 --> 00:02:02.920]  留心一件事
[00:02:02.920 --> 00:02:04.920]  耶穌不是跟每個人都洗腳
[00:02:04.920 --> 00:02:08.920]  耶穌是跟屬於自己的人洗腳
[00:02:08.920 --> 00:02:10.920]  如果你看清楚經文
[00:02:10.920 --> 00:02:13.920]  他是跟他有關係的人才洗腳
[00:02:13.920 --> 00:02:16.920]  不過哪些人有資格進入這個關係呢
[00:02:16.920 --> 00:02:18.920]  或者哪些人有資格去洗腳
[00:02:18.920 --> 00:02:20.920]  哪些人有資格被耶穌愛呢
[00:02:20.920 --> 00:02:22.920]  透過什麼程序呢
[00:02:22.920 --> 00:02:24.920]  就是洗腳
[00:02:24.920 --> 00:02:28.920]  洗腳就成爲了一個很重要的方式
[00:02:28.920 --> 00:02:32.920]  讓那些門徒成爲耶穌的自己人
[00:02:32.920 --> 00:02:34.920]  當這個關係打開的時候
[00:02:34.920 --> 00:02:36.920]  耶穌才能夠愛他到底
[00:02:36.920 --> 00:02:38.920]  所以洗腳是什麼呢
[00:02:38.920 --> 00:02:40.920]  洗腳彷彿是一個成爲自己人的程序
[00:02:40.920 --> 00:02:42.920]  如果你不跟我洗腳
[00:02:42.920 --> 00:02:44.920]  我就跟你沒份了
[00:02:44.920 --> 00:02:46.920]  所以洗腳成爲了
[00:02:46.920 --> 00:02:48.920]  如果他分別哪些是自己人
[00:02:48.920 --> 00:02:50.920]  哪些不是自己人
[00:02:50.920 --> 00:02:52.920]  倘若一成爲自己人的時候呢
[00:02:52.920 --> 00:02:54.920]  耶穌就在這個關係裏面
[00:02:54.920 --> 00:02:58.920]  他要立定心志要愛這些人到底
[00:02:58.920 --> 00:03:00.920]  所以洗腳其實是一個
[00:03:00.920 --> 00:03:04.920]  分別自己人的一個很重要的環節
[00:03:04.920 --> 00:03:08.920]  好,我們一起看第二至三節
[00:03:08.920 --> 00:03:10.920]  一起看第二至三節
[00:03:10.920 --> 00:03:12.920]  我們一起讀第二節好不好
[00:03:12.920 --> 00:03:14.920]  準備,一,二,三
[00:03:16.920 --> 00:03:24.920]  (第二節)
[00:03:24.920 --> 00:03:26.920]  好,第一個質素
[00:03:26.920 --> 00:03:28.920]  我們說耶穌的愛是有什麼質素呢
[00:03:28.920 --> 00:03:32.920]  第一個質素就是耶穌的愛是愛到底
[00:03:32.920 --> 00:03:34.920]  愛要到底,這個就是耶穌基督的質素
[00:03:34.920 --> 00:03:36.920]  在喫飯的時候
[00:03:36.920 --> 00:03:38.920]  魔鬼已經將賣耶穌的意念
[00:03:38.920 --> 00:03:42.920]  進入了猶大的心裏面
[00:03:42.920 --> 00:03:44.920]  猶大是誰呢
[00:03:44.920 --> 00:03:46.920]  魔鬼是耶穌基督其中之一
[00:03:46.920 --> 00:03:48.920]  約翰遜形容猶大很有趣
[00:03:48.920 --> 00:03:50.920]  他就說猶大是管錢的
[00:03:50.920 --> 00:03:54.920]  不過他也經常在袋子裏拿錢
[00:03:54.920 --> 00:03:56.920]  即是他既管錢又偷錢
[00:03:56.920 --> 00:04:00.920]  所以猶大他稱爲賊
[00:04:00.920 --> 00:04:02.920]  約翰遜稱他爲賊
[00:04:02.920 --> 00:04:04.920]  魔鬼很厲害
[00:04:04.920 --> 00:04:06.920]  魔鬼引誘我們
[00:04:06.920 --> 00:04:10.920]  通常是在我們最脆弱
[00:04:10.920 --> 00:04:12.920]  或者我們的弱點引誘我們
[00:04:12.920 --> 00:04:14.920]  所以約翰遜背後一定是渴望着一些東西
[00:04:14.920 --> 00:04:16.920]  一個人貪心
[00:04:16.920 --> 00:04:18.920]  他背後一定是渴望着一些東西
[00:04:18.920 --> 00:04:20.920]  猶大當時就渴望着錢
[00:04:20.920 --> 00:04:24.920]  所以這個就是他最脆弱的地方
[00:04:24.920 --> 00:04:26.920]  魔鬼就用他最脆弱的地方
[00:04:26.920 --> 00:04:28.920]  去引誘他交出耶穌
[00:04:28.920 --> 00:04:30.920]  我想說如果換成第二個門徒
[00:04:30.920 --> 00:04:32.920]  那個門徒很渴望權力
[00:04:32.920 --> 00:04:34.920]  錢可能對他沒什麼用
[00:04:34.920 --> 00:04:36.920]  可能用的是第二種方法
[00:04:36.920 --> 00:04:38.920]  所以對猶大來說是錢
[00:04:38.920 --> 00:04:40.920]  其他人不是
[00:04:40.920 --> 00:04:48.920]  猶大就是這樣被三十兩銀子交出耶穌
[00:04:48.920 --> 00:04:50.920]  繼續看釋經書
[00:04:50.920 --> 00:04:52.920]  大概是一個月的工資
[00:04:52.920 --> 00:04:54.920]  就是這樣交出了耶穌
[00:04:54.920 --> 00:04:56.920]  所以你可以說
[00:04:56.920 --> 00:04:58.920]  猶大是否知道自己要出賣耶穌
[00:04:58.920 --> 00:05:00.920]  在那一刻
[00:05:00.920 --> 00:05:02.920]  是知道的
[00:05:02.920 --> 00:05:04.920]  如果你看約翰福音之後的情節
[00:05:04.920 --> 00:05:06.920]  他不單止知道
[00:05:06.920 --> 00:05:08.920]  他將他的知道更加化成一個很有系統的計劃
[00:05:08.920 --> 00:05:10.920]  是一步一步將耶穌交出來
[00:05:10.920 --> 00:05:12.920]  是很有計劃
[00:05:12.920 --> 00:05:14.920]  貫徹始終做到底
[00:05:14.920 --> 00:05:16.920]  這個就是猶大
[00:05:16.920 --> 00:05:18.920]  所以猶大甚至和官員說
[00:05:18.920 --> 00:05:20.920]  你下手其實很簡單
[00:05:20.920 --> 00:05:22.920]  耶穌在哪個時間最脆弱呢
[00:05:22.920 --> 00:05:24.920]  我告訴你
[00:05:24.920 --> 00:05:26.920]  我帶你去
[00:05:26.920 --> 00:05:28.920]  就是耶穌騎完土
[00:05:28.920 --> 00:05:30.920]  三更半夜騎完土
[00:05:30.920 --> 00:05:32.920]  已經毫無殺傷力的時候
[00:05:32.920 --> 00:05:34.920]  你那時候抓他就對了
[00:05:34.920 --> 00:05:36.920]  所以猶大不單止知道
[00:05:36.920 --> 00:05:38.920]  是有計劃
[00:05:38.920 --> 00:05:40.920]  甚至告訴他哪個時候下手
[00:05:40.920 --> 00:05:42.920]  是最好的
[00:05:42.920 --> 00:05:44.920]  這個就是猶大
[00:05:44.920 --> 00:05:46.920]  不過更加特別的是
[00:05:46.920 --> 00:05:48.920]  在此情此景
[00:05:48.920 --> 00:05:50.920]  你猜耶穌是否知道猶大要出賣他呢
[00:05:50.920 --> 00:05:52.920]  耶穌是否知道猶大要出賣他呢
[00:05:52.920 --> 00:05:54.920]  我們一起看第十一節
[00:05:54.920 --> 00:05:56.920]  好嗎
[00:05:56.920 --> 00:05:58.920]  或者一起讀完第十一節
[00:05:58.920 --> 00:06:00.920]  準備123
[00:06:04.920 --> 00:06:06.920]  你們不都是乾淨的
[00:06:06.920 --> 00:06:10.920]  我們說猶大知道
[00:06:10.920 --> 00:06:12.920]  他自己要出賣耶穌
[00:06:12.920 --> 00:06:14.920]  不過同一時間
[00:06:14.920 --> 00:06:16.920]  其實耶穌都知道猶大要出賣他
[00:06:16.920 --> 00:06:18.920]  所以我們千萬不要覺得
[00:06:18.920 --> 00:06:20.920]  耶穌軟弱無力
[00:06:20.920 --> 00:06:22.920]  跌入猶大那個局
[00:06:22.920 --> 00:06:24.920]  我們經常都覺得
[00:06:24.920 --> 00:06:26.920]  他真是很慘 軟弱無力
[00:06:26.920 --> 00:06:28.920]  就是猶大截了計
[00:06:28.920 --> 00:06:30.920]  他又進了去
[00:06:30.920 --> 00:06:32.920]  猶大有他的計劃
[00:06:32.920 --> 00:06:34.920]  不過在這裏我想說
[00:06:34.920 --> 00:06:36.920]  上帝都繼續有他的計劃
[00:06:36.920 --> 00:06:38.920]  你覺得
[00:06:38.920 --> 00:06:40.920]  耶穌好像跌入了猶大的局
[00:06:40.920 --> 00:06:42.920]  不過同一時間
[00:06:42.920 --> 00:06:44.920]  猶大都在跌入上帝的局
[00:06:44.920 --> 00:06:46.920]  究竟誰跌入誰的局
[00:06:46.920 --> 00:06:48.920]  其實還不知道
[00:06:48.920 --> 00:06:50.920]  不過上帝繼續掌管
[00:06:50.920 --> 00:06:52.920]  因爲耶穌知道哪一個人要賣他
[00:06:52.920 --> 00:06:54.920]  我們不在那個局裏周旋
[00:06:54.920 --> 00:06:56.920]  不過更加重要
[00:06:56.920 --> 00:06:58.920]  我想提出一件事
[00:06:58.920 --> 00:07:00.920]  耶穌知道哪一個要賣他
[00:07:00.920 --> 00:07:02.920]  但是他繼續
[00:07:02.920 --> 00:07:04.920]  爲這個人洗腳
[00:07:04.920 --> 00:07:06.920]  繼續爲這個人洗腳
[00:07:06.920 --> 00:07:08.920]  繼續要當他是自己人
[00:07:08.920 --> 00:07:10.920]  繼續要當他自己人
[00:07:10.920 --> 00:07:12.920]  這樣愛他到底
[00:07:12.920 --> 00:07:14.920]  這個就是耶穌基督的愛
[00:07:14.920 --> 00:07:16.920]  這個就是耶穌基督的愛
[00:07:16.920 --> 00:07:18.920]  一個在你身邊出賣你的人
[00:07:18.920 --> 00:07:20.920]  他知道
[00:07:20.920 --> 00:07:22.920]  不過他繼續要打開這個關係
[00:07:22.920 --> 00:07:24.920]  爲什麼呢
[00:07:24.920 --> 00:07:26.920]  因爲要愛他到底
[00:07:26.920 --> 00:07:28.920]  這個就是耶穌基督的愛
[00:07:28.920 --> 00:07:30.920]  終極和震撼的地方
[00:07:30.920 --> 00:07:32.920]  就是這個位置
[00:07:32.920 --> 00:07:34.920]  愛到底
[00:07:34.920 --> 00:07:36.920]  我想提出兩個註腳
[00:07:36.920 --> 00:07:38.920]  當我去默想這段經文的時候
[00:07:38.920 --> 00:07:40.920]  愛到底在這個世界上
[00:07:40.920 --> 00:07:42.920]  只有耶穌才能做到
[00:07:42.920 --> 00:07:44.920]  人是做不到
[00:07:44.920 --> 00:07:46.920]  我們說什麼叫出賣呢
[00:07:46.920 --> 00:07:48.920]  其實出賣一定是
[00:07:48.920 --> 00:07:50.920]  那些在你身邊的人
[00:07:50.920 --> 00:07:52.920]  很近
[00:07:52.920 --> 00:07:54.920]  很認識你
[00:07:54.920 --> 00:07:56.920]  你又沒有什麼防範
[00:07:56.920 --> 00:07:58.920]  你當他是朋友
[00:07:58.920 --> 00:08:00.920]  他未必當你是朋友
[00:08:00.920 --> 00:08:02.920]  在剎那間就是這樣被交出
[00:08:02.920 --> 00:08:04.920]  你被交出了
[00:08:04.920 --> 00:08:06.920]  這個就是出賣
[00:08:06.920 --> 00:08:08.920]  出賣通常就是在這樣的情景裏出賣
[00:08:08.920 --> 00:08:10.920]  如果有人這樣出賣我
[00:08:10.920 --> 00:08:12.920]  或者大家想想
[00:08:12.920 --> 00:08:14.920]  如果身邊有個人這樣對你
[00:08:14.920 --> 00:08:16.920]  你是很難愛他到底
[00:08:16.920 --> 00:08:18.920]  比我
[00:08:18.920 --> 00:08:20.920]  我一定是變成了世仇
[00:08:20.920 --> 00:08:22.920]  我是沒有辦法再去經歷這個愛
[00:08:22.920 --> 00:08:24.920]  我不知道怎麼去愛這些人
[00:08:24.920 --> 00:08:26.920]  所以我
[00:08:26.920 --> 00:08:28.920]  思前想後默想了很久
[00:08:28.920 --> 00:08:30.920]  其實人世間的愛是做不到
[00:08:30.920 --> 00:08:32.920]  是做不到
[00:08:32.920 --> 00:08:34.920]  只有耶穌才能做到
[00:08:34.920 --> 00:08:36.920]  不過耶穌的愛我們說
[00:08:36.920 --> 00:08:38.920]  在背後也是反映了另一種狀況
[00:08:38.920 --> 00:08:40.920]  他極度愛
[00:08:40.920 --> 00:08:42.920]  他的門徒
[00:08:42.920 --> 00:08:44.920]  愛到很盡
[00:08:44.920 --> 00:08:46.920]  不過反過來是一種什麼感覺呢
[00:08:46.920 --> 00:08:48.920]  就是痛
[00:08:48.920 --> 00:08:50.920]  是一種痛
[00:08:50.920 --> 00:08:52.920]  因爲他愛
[00:08:52.920 --> 00:08:54.920]  既愛
[00:08:54.920 --> 00:08:56.920]  也痛
[00:08:56.920 --> 00:08:58.920]  你可以想象下
[00:08:58.920 --> 00:09:00.920]  如果你很愛一個人
[00:09:00.920 --> 00:09:02.920]  或者你的學生
[00:09:02.920 --> 00:09:04.920]  或者你的團友
[00:09:04.920 --> 00:09:06.920]  當他行差踏錯的時候
[00:09:06.920 --> 00:09:08.920]  你仍然要愛他
[00:09:08.920 --> 00:09:10.920]  其實那一刻是很痛的
[00:09:10.920 --> 00:09:12.920]  因爲你要繼續忍耐他那種錯誤
[00:09:12.920 --> 00:09:14.920]  你要忍耐他那種
[00:09:14.920 --> 00:09:16.920]  無知
[00:09:16.920 --> 00:09:18.920]  忍耐他那種時候還沒到
[00:09:18.920 --> 00:09:20.920]  他又見不到
[00:09:20.920 --> 00:09:22.920]  那種愛是痛苦
[00:09:22.920 --> 00:09:24.920]  所以英文形容耶穌的愛
[00:09:24.920 --> 00:09:26.920]  叫passion
[00:09:26.920 --> 00:09:28.920]  passion既是解熱情
[00:09:28.920 --> 00:09:30.920]  但如果你查英文字
[00:09:30.920 --> 00:09:32.920]  有另一個解釋叫痛苦
[00:09:32.920 --> 00:09:34.920]  痛苦和熱情
[00:09:34.920 --> 00:09:36.920]  原來集於一身
[00:09:36.920 --> 00:09:38.920]  耶穌的愛就是這樣的愛
[00:09:38.920 --> 00:09:40.920]  他既愛你
[00:09:40.920 --> 00:09:42.920]  但其實他背後
[00:09:42.920 --> 00:09:44.920]  當他要愛一個罪人的時候
[00:09:44.920 --> 00:09:46.920]  反叛的人的時候
[00:09:46.920 --> 00:09:48.920]  其實他背後是痛苦的
[00:09:48.920 --> 00:09:50.920]  在這樣混亂的情況下
[00:09:50.920 --> 00:09:52.920]  爲他的門徒洗腳
[00:09:52.920 --> 00:09:54.920]  爲他的門徒洗腳
[00:09:54.920 --> 00:09:56.920]  有一個故事
[00:09:56.920 --> 00:09:58.920]  叫繩的故事
[00:09:58.920 --> 00:10:00.920]  就形容神人關係
[00:10:00.920 --> 00:10:02.920]  我覺得很有趣
[00:10:02.920 --> 00:10:04.920]  這個故事說
[00:10:04.920 --> 00:10:06.920]  爸爸和兒子中間有條繩
[00:10:06.920 --> 00:10:08.920]  聯繫着
[00:10:08.920 --> 00:10:10.920]  一路要向前行
[00:10:10.920 --> 00:10:12.920]  他們人生就是要聯繫着
[00:10:12.920 --> 00:10:14.920]  就好像父神和我們一樣
[00:10:14.920 --> 00:10:16.920]  不過這個兒子覺得爸爸很麻煩
[00:10:16.920 --> 00:10:18.920]  所以他每一次覺得麻煩
[00:10:18.920 --> 00:10:20.920]  或者遇到一些事情
[00:10:20.920 --> 00:10:22.920]  很想脫離的時候
[00:10:22.920 --> 00:10:24.920]  他就用剪刀
[00:10:24.920 --> 00:10:26.920]  剪斷了它
[00:10:26.920 --> 00:10:28.920]  剪開了它
[00:10:28.920 --> 00:10:30.920]  每一次剪開的時候
[00:10:30.920 --> 00:10:32.920]  爸爸說不行,前面真的有危險
[00:10:32.920 --> 00:10:34.920]  要引導你
[00:10:34.920 --> 00:10:36.920]  所以每一次在斷了的位置
[00:10:36.920 --> 00:10:38.920]  他又再打個結,綁回去
[00:10:38.920 --> 00:10:40.920]  於是這個兒子
[00:10:40.920 --> 00:10:42.920]  在某個階段,某個時間
[00:10:42.920 --> 00:10:44.920]  某個經歷裏面
[00:10:44.920 --> 00:10:46.920]  又很麻煩,哎呀你不要再綁着我了
[00:10:46.920 --> 00:10:48.920]  他又剪,剪下一個
[00:10:48.920 --> 00:10:50.920]  剪下一個
[00:10:50.920 --> 00:10:52.920]  每一次爸爸怎麼樣
[00:10:52.920 --> 00:10:54.920]  爸爸就每一次
[00:10:54.920 --> 00:10:56.920]  大愛,慈悲大愛
[00:10:56.920 --> 00:10:58.920]  就綁回綁回綁回
[00:10:58.920 --> 00:11:00.920]  於是他的人生
[00:11:00.920 --> 00:11:02.920]  過了十幾個寒暑之後
[00:11:02.920 --> 00:11:04.920]  他看回他的繩
[00:11:04.920 --> 00:11:06.920]  已經不是很平順的一條繩
[00:11:06.920 --> 00:11:08.920]  是充滿很多很多的結
[00:11:08.920 --> 00:11:10.920]  這條繩很多的結
[00:11:10.920 --> 00:11:12.920]  每一個結其實代表着
[00:11:12.920 --> 00:11:14.920]  兒子的不願意
[00:11:14.920 --> 00:11:16.920]  反叛,離開
[00:11:16.920 --> 00:11:18.920]  想離開,不過同一時間
[00:11:18.920 --> 00:11:20.920]  這個繩的結
[00:11:20.920 --> 00:11:22.920]  也代表着上帝對我們
[00:11:22.920 --> 00:11:24.920]  不離不棄的愛
[00:11:24.920 --> 00:11:26.920]  是呀你是這樣,我知道的
[00:11:26.920 --> 00:11:28.920]  不過我不想放棄你,綁回去
[00:11:28.920 --> 00:11:30.920]  這條繩走到最後
[00:11:30.920 --> 00:11:32.920]  見到很多結
[00:11:32.920 --> 00:11:34.920]  除了見到很多結之外
[00:11:34.920 --> 00:11:36.920]  你可以說更加明顯
[00:11:36.920 --> 00:11:38.920]  就是繩長了還是短了
[00:11:38.920 --> 00:11:40.920]  短了
[00:11:40.920 --> 00:11:42.920]  每一次上帝要
[00:11:42.920 --> 00:11:44.920]  修補關係總是
[00:11:44.920 --> 00:11:46.920]  讓他的愛
[00:11:46.920 --> 00:11:48.920]  拉近
[00:11:48.920 --> 00:11:50.920]  他要將
[00:11:50.920 --> 00:11:52.920]  我們和他的距離拉近
[00:11:52.920 --> 00:11:54.920]  愛其實是一種拉近
[00:11:54.920 --> 00:11:56.920]  所以每一次
[00:11:56.920 --> 00:11:58.920]  的修補其實上帝都想
[00:11:58.920 --> 00:12:00.920]  我們拉近
[00:12:00.920 --> 00:12:02.920]  所以結果雖然很多的結
[00:12:02.920 --> 00:12:04.920]  但是他經歷到的是什麼呢
[00:12:04.920 --> 00:12:06.920]  這個人最後經歷到的是什麼呢
[00:12:06.920 --> 00:12:08.920]  就是一個愛,這麼近距離的愛
[00:12:08.920 --> 00:12:10.920]  每一次上帝都沒有
[00:12:10.920 --> 00:12:12.920]  放棄
[00:12:12.920 --> 00:12:14.920]  其實我們每一個人都是
[00:12:14.920 --> 00:12:16.920]  猶大來的
[00:12:16.920 --> 00:12:18.920]  曾幾何時我們都是
[00:12:18.920 --> 00:12:20.920]  總是想有些東西想離開上帝
[00:12:20.920 --> 00:12:22.920]  總是有些
[00:12:22.920 --> 00:12:24.920]  藉口總是有些事情想離開上帝
[00:12:24.920 --> 00:12:26.920]  不過耶穌知不知道呢
[00:12:26.920 --> 00:12:28.920]  耶穌是完全
[00:12:28.920 --> 00:12:30.920]  知道我們是哪一個
[00:12:30.920 --> 00:12:32.920]  耶穌完全知道我們當下
[00:12:32.920 --> 00:12:34.920]  我們的我是怎樣
[00:12:34.920 --> 00:12:36.920]  所以我們帶着很多的惡念
[00:12:36.920 --> 00:12:38.920]  罪惡
[00:12:38.920 --> 00:12:40.920]  一些歪念,上帝都
[00:12:40.920 --> 00:12:42.920]  知道
[00:12:42.920 --> 00:12:44.920]  我們知道要出賣上帝
[00:12:44.920 --> 00:12:46.920]  一定知道的,我們還要很有計劃
[00:12:46.920 --> 00:12:48.920]  通常都,恩典越大
[00:12:48.920 --> 00:12:50.920]  罪惡越多
[00:12:50.920 --> 00:12:52.920]  相反,你不要以爲上帝不知道
[00:12:52.920 --> 00:12:54.920]  上帝都知道
[00:12:54.920 --> 00:12:56.920]  不過上帝選擇了什麼呢
[00:12:56.920 --> 00:12:58.920]  上帝選擇了繼續和我們
[00:12:58.920 --> 00:13:00.920]  洗腳,繼續和我們
[00:13:00.920 --> 00:13:02.920]  洗腳,繼續要
[00:13:02.920 --> 00:13:04.920]  打開關係,因爲
[00:13:04.920 --> 00:13:06.920]  有一個理由
[00:13:06.920 --> 00:13:08.920]  就是上帝要愛我們到底
[00:13:08.920 --> 00:13:10.920]  倘若沒有上帝的愛呢
[00:13:10.920 --> 00:13:12.920]  我想說,我們真的會走到
[00:13:12.920 --> 00:13:14.920]  絕望,我們呢
[00:13:14.920 --> 00:13:16.920]  會完全人生去到一個位置
[00:13:16.920 --> 00:13:18.920]  是,你真的會
[00:13:18.920 --> 00:13:20.920]  沒有希望
[00:13:20.920 --> 00:13:22.920]  如果不是上帝這個
[00:13:22.920 --> 00:13:24.920]  知道你是這樣,但繼續愛你這個心情
[00:13:24.920 --> 00:13:26.920]  這個既痛又愛的心情
[00:13:26.920 --> 00:13:28.920]  要繼續堅持到底呢
[00:13:28.920 --> 00:13:30.920]  我想我們都是走不下去
[00:13:30.920 --> 00:13:32.920]  因爲我們每個人都是有猶大的身影
[00:13:32.920 --> 00:13:34.920]  所以第一個質素耶穌的愛
[00:13:34.920 --> 00:13:36.920]  是愛到底
[00:13:36.920 --> 00:13:38.920]  好,第二
[00:13:38.920 --> 00:13:40.920]  愛是一個什麼來的呢
[00:13:40.920 --> 00:13:42.920]  在耶穌身上,愛是一個信任來的
[00:13:42.920 --> 00:13:44.920]  四至到九節
[00:13:44.920 --> 00:13:46.920]  我們從彼得的身上
[00:13:46.920 --> 00:13:48.920]  看到,愛是一種信任
[00:13:48.920 --> 00:13:50.920]  我們一起讀
[00:13:50.920 --> 00:13:52.920]  多次第
[00:13:52.920 --> 00:13:54.920]  八至到第九節
[00:13:54.920 --> 00:13:56.920]  好,準備,一
[00:13:56.920 --> 00:13:58.920]  二三
[00:14:02.920 --> 00:14:04.920]  好,這個就是彼得
[00:14:04.920 --> 00:14:06.920]  信任呢
[00:14:06.920 --> 00:14:08.920]  其實有兩個行動
[00:14:08.920 --> 00:14:10.920]  是反映到信任
[00:14:10.920 --> 00:14:12.920]  一個就是接受
[00:14:12.920 --> 00:14:14.920]  一個就是要交出
[00:14:14.920 --> 00:14:16.920]  交出和接受這兩個動作呢
[00:14:16.920 --> 00:14:18.920]  其實就是說
[00:14:18.920 --> 00:14:20.920]  信任一個人你纔會這樣做
[00:14:20.920 --> 00:14:22.920]  信任,所以呢
[00:14:22.920 --> 00:14:24.920]  耶穌的愛
[00:14:24.920 --> 00:14:26.920]  其實要重建我們生命的
[00:14:26.920 --> 00:14:28.920]  什麼質素呢
[00:14:28.920 --> 00:14:30.920]  就是信任
[00:14:30.920 --> 00:14:32.920]  包括就是接受和交出
[00:14:32.920 --> 00:14:34.920]  彼得當耶穌要和他洗腳的時候
[00:14:34.920 --> 00:14:36.920]  他接不接受啊
[00:14:36.920 --> 00:14:38.920]  其實他不接受的
[00:14:38.920 --> 00:14:40.920]  那如果你想一下你是彼得呢
[00:14:40.920 --> 00:14:42.920]  可能你都會想
[00:14:42.920 --> 00:14:44.920]  爲什麼我會不接受呢
[00:14:44.920 --> 00:14:46.920]  那我們一般人很表面的去想
[00:14:46.920 --> 00:14:48.920]  就是因爲我們的腳很髒
[00:14:48.920 --> 00:14:50.920]  所以我不想將我最黑暗的那一面
[00:14:50.920 --> 00:14:52.920]  給耶穌看
[00:14:52.920 --> 00:14:54.920]  所以我們要踩着他
[00:14:54.920 --> 00:14:56.920]  踩着最黑暗的那一面
[00:14:56.920 --> 00:14:58.920]  最黑暗的那一面
[00:14:58.920 --> 00:15:00.920]  踩着最黑暗的那一面
[00:15:00.920 --> 00:15:02.920]  將最輝煌的那一面
[00:15:02.920 --> 00:15:04.920]  好像我們Facebook那樣
[00:15:04.920 --> 00:15:06.920]  只是將好的東西發出來
[00:15:06.920 --> 00:15:08.920]  是不是這樣的理由呢
[00:15:08.920 --> 00:15:10.920]  似乎又不多是
[00:15:10.920 --> 00:15:12.920]  因爲如果你說
[00:15:12.920 --> 00:15:14.920]  彼得怕自己髒呢
[00:15:14.920 --> 00:15:16.920]  其實我們進入他們當時的文化
[00:15:16.920 --> 00:15:18.920]  知道其實
[00:15:18.920 --> 00:15:20.920]  腳髒是很普通的事
[00:15:20.920 --> 00:15:22.920]  因爲當時的人
[00:15:22.920 --> 00:15:24.920]  遠行腳必然會髒
[00:15:24.920 --> 00:15:26.920]  所以洗腳
[00:15:26.920 --> 00:15:28.920]  其實是他們當時一個
[00:15:28.920 --> 00:15:30.920]  很普通的生活習慣
