
[00:00:00.000 --> 00:00:05.000]  讓我們今天可以繼續聆聽他自己的說話
[00:00:05.000 --> 00:00:08.000]  其實這些說話大家都非常熟悉
[00:00:08.000 --> 00:00:10.000]  亦都非常清楚
[00:00:10.000 --> 00:00:13.000]  我只是希望我們今天聆聽的
[00:00:13.000 --> 00:00:15.000]  這些耳熟能詳的說話
[00:00:15.000 --> 00:00:19.000]  能夠對我們的實際生命有所改變
[00:00:19.000 --> 00:00:23.000]  今天這個經文主要有四大段
[00:00:23.000 --> 00:00:29.000]  叫做對偶或者是對立的一個說話
[00:00:29.000 --> 00:00:31.000]  方式就是主耶穌說
[00:00:31.000 --> 00:00:36.000]  你們曾經聽過你們的祖先有這樣的說話
[00:00:36.000 --> 00:00:38.000]  或者古人曾經這樣說
[00:00:38.000 --> 00:00:41.000]  但是我告訴你們
[00:00:41.000 --> 00:00:44.000]  很清晰的是主的權威
[00:00:44.000 --> 00:00:51.000]  是高於人對原有的一些說話的理解
[00:00:51.000 --> 00:00:55.000]  意思並不是主耶穌跟原有的說話
[00:00:55.000 --> 00:00:58.000]  是一個對抗或者是一個對立
[00:00:58.000 --> 00:01:01.000]  是以前律法所說的
[00:01:01.000 --> 00:01:05.000]  天父在西乃山的啟示
[00:01:05.000 --> 00:01:08.000]  是耶穌起來要將他推倒
[00:01:08.000 --> 00:01:10.000]  然後再做
[00:01:10.000 --> 00:01:12.000]  並不是這樣的意思
[00:01:12.000 --> 00:01:15.000]  主耶穌都說了我來不是要廢掉
[00:01:15.000 --> 00:01:17.000]  而是要成全
[00:01:17.000 --> 00:01:19.000]  而之所以要成全
[00:01:19.000 --> 00:01:23.000]  那個意思是人忘記神的話
[00:01:23.000 --> 00:01:25.000]  人偏離神的話
[00:01:25.000 --> 00:01:29.000]  人用自己的傳統自己的方法
[00:01:29.000 --> 00:01:34.000]  來去減輕或者是甚至迴避了神的話
[00:01:34.000 --> 00:01:36.000]  而主耶穌基督
[00:01:36.000 --> 00:01:38.000]  祂是天國的君王
[00:01:38.000 --> 00:01:42.000]  祂是神百姓的尼塞亞
[00:01:42.000 --> 00:01:48.000]  祂是帶來一個恢復更加好的天地
[00:01:48.000 --> 00:01:50.000]  更美善的世界
[00:01:50.000 --> 00:01:53.000]  祂是建立一個更加純潔
[00:01:53.000 --> 00:01:55.000]  更加土神喜悅
[00:01:55.000 --> 00:01:58.000]  更加和諧的人與人之間
[00:01:58.000 --> 00:02:00.000]  有真正的愛
[00:02:00.000 --> 00:02:04.000]  真正的公義的群體
[00:02:04.000 --> 00:02:06.000]  所以主耶穌說
[00:02:06.000 --> 00:02:08.000]  但我告訴你們
[00:02:08.000 --> 00:02:12.000]  意思並不是叫我們背棄了
[00:02:12.000 --> 00:02:17.000]  或者是拋棄了原有的那些律法的誡明
[00:02:17.000 --> 00:02:19.000]  而是叫我們真正明白
[00:02:19.000 --> 00:02:25.000]  怎樣走怎樣想才是合乎神自己的心意
[00:02:25.000 --> 00:02:26.000]  四段
[00:02:26.000 --> 00:02:31.000]  第一段是處理怒火仇恨
[00:02:31.000 --> 00:02:35.000]  第二段是處理淫慾情慾
[00:02:35.000 --> 00:02:39.000]  第三段是處理婚姻
[00:02:39.000 --> 00:02:43.000]  第四段是處理誠信
[00:02:43.000 --> 00:02:45.000]  親愛的兄姊妹
[00:02:45.000 --> 00:02:48.000]  人世間如果有仇恨
[00:02:48.000 --> 00:02:52.000]  人裡面如果在世上有一股怒火
[00:02:52.000 --> 00:02:54.000]  這個人本身
[00:02:54.000 --> 00:02:56.000]  是很難與人相處
[00:02:56.000 --> 00:02:58.000]  很難與人建立好的關係
[00:02:58.000 --> 00:03:03.000]  如果群體裡面是事實上充滿著怒火仇恨
[00:03:03.000 --> 00:03:08.000]  最終那個群體一定會彼此消滅
[00:03:08.000 --> 00:03:10.000]  而在這個世界裡面
[00:03:10.000 --> 00:03:12.000]  特別在今時今日
[00:03:12.000 --> 00:03:14.000]  我們看見這個情慾的事
[00:03:14.000 --> 00:03:17.000]  真的是氾濫到不得了
[00:03:17.000 --> 00:03:20.000]  特別在這個聖倫理道德方面
[00:03:20.000 --> 00:03:22.000]  是亂到不得了
[00:03:22.000 --> 00:03:24.000]  而主耶穌基督的說話
[00:03:24.000 --> 00:03:27.000]  如果我們真是認真去聽
[00:03:27.000 --> 00:03:29.000]  聽明白聽清楚
[00:03:29.000 --> 00:03:31.000]  並且著實去實行
[00:03:31.000 --> 00:03:36.000]  一定是對我們的身心靈的健康
[00:03:36.000 --> 00:03:38.000]  也是對人際的關係
[00:03:38.000 --> 00:03:40.000]  是更加有益處的
[00:03:40.000 --> 00:03:44.000]  如果這個情慾是像波瀾那樣
[00:03:44.000 --> 00:03:47.000]  來到今天好像英國的水災一樣
[00:03:47.000 --> 00:03:49.000]  一場接一場的話
[00:03:49.000 --> 00:03:52.000]  一定是令到整個社會
[00:03:52.000 --> 00:03:54.000]  都起到極大的混亂
[00:03:54.000 --> 00:03:56.000]  婚姻也是一樣
[00:03:56.000 --> 00:03:58.000]  誠信也是一樣
[00:03:58.000 --> 00:04:02.000]  如果人沒有了誠信的話
[00:04:02.000 --> 00:04:08.000]  這個世界是充滿著貪贓枉法的事
[00:04:08.000 --> 00:04:09.000]  第一段
[00:04:09.000 --> 00:04:12.000]  主耶穌說你們聽過不可殺人
[00:04:12.000 --> 00:04:14.000]  但是我告訴你
[00:04:14.000 --> 00:04:17.000]  凡是向弟兄動怒的
[00:04:17.000 --> 00:04:23.000]  就是要面對著這個審判
[00:04:23.000 --> 00:04:25.000]  古代的說話
[00:04:25.000 --> 00:04:26.000]  不可殺人
[00:04:26.000 --> 00:04:28.000]  殺人的要受審判
[00:04:28.000 --> 00:04:30.000]  出埃及記二十章
[00:04:30.000 --> 00:04:32.000]  但是我對你們說
[00:04:32.000 --> 00:04:35.000]  你就是對人發怒
[00:04:35.000 --> 00:04:37.000]  都要受審判
[00:04:37.000 --> 00:04:40.000]  如果罵人家是白痴
[00:04:40.000 --> 00:04:45.000]  就要被帶到法庭那裡受審
[00:04:45.000 --> 00:04:47.000]  如果咒詛別人
[00:04:47.000 --> 00:04:53.000]  就難逃地獄的火
[00:04:53.000 --> 00:04:55.000]  殺人不用用刀的
[00:04:55.000 --> 00:04:58.000]  耶穌基督基本上是這樣說的
[00:04:58.000 --> 00:05:00.000]  凡是向弟兄動怒的
[00:05:00.000 --> 00:05:03.000]  就是難免受審判
[00:05:03.000 --> 00:05:05.000]  不過可能一聽見這句話
[00:05:05.000 --> 00:05:07.000]  生氣一下也不行
[00:05:07.000 --> 00:05:09.000]  我不知道你會不會有這樣的反應
[00:05:09.000 --> 00:05:12.000]  在最早的聖經抄本裡面
[00:05:12.000 --> 00:05:14.000]  補充了一句話
[00:05:14.000 --> 00:05:17.000]  凡是無緣無故生氣的
[00:05:17.000 --> 00:05:19.000]  你就難免受審判
[00:05:19.000 --> 00:05:21.000]  聽起來舒服一點
[00:05:21.000 --> 00:05:23.000]  如果我生氣得有道理
[00:05:23.000 --> 00:05:26.000]  我就多生氣都可以
[00:05:26.000 --> 00:05:28.000]  我想當時聽的人
[00:05:28.000 --> 00:05:30.000]  和我們今天的反應
[00:05:30.000 --> 00:05:32.000]  都是大同小異
[00:05:32.000 --> 00:05:34.000]  生氣一下都不行
[00:05:34.000 --> 00:05:35.000]  不是
[00:05:35.000 --> 00:05:36.000]  主耶穌是說
[00:05:36.000 --> 00:05:38.000]  無緣無故生氣的就不行
[00:05:38.000 --> 00:05:41.000]  那就是有緣有故就行了
[00:05:41.000 --> 00:05:43.000]  我們自動的結果就是這樣
[00:05:43.000 --> 00:05:45.000]  但原來最早的聖經抄本
[00:05:45.000 --> 00:05:47.000]  是沒有這個無緣無故的
[00:05:47.000 --> 00:05:50.000]  就是遲一點的抄本才有的
[00:05:50.000 --> 00:05:51.000]  那就是為什麼呢
[00:05:51.000 --> 00:05:52.000]  難啃
[00:05:52.000 --> 00:05:54.000]  主耶穌的說話
[00:05:54.000 --> 00:05:57.000]  其實是相當難啃的
[00:05:57.000 --> 00:06:01.000]  如果我們很認真地去聽
[00:06:01.000 --> 00:06:03.000]  那就是怎樣
[00:06:03.000 --> 00:06:05.000]  就是說耶穌的意思
[00:06:05.000 --> 00:06:08.000]  是總而言之
[00:06:08.000 --> 00:06:10.000]  你對人懷恨在心
[00:06:10.000 --> 00:06:12.000]  充滿這個怒火
[00:06:12.000 --> 00:06:15.000]  你就等於是在心裡面
[00:06:15.000 --> 00:06:18.000]  犯了這個殺人
[00:06:18.000 --> 00:06:20.000]  你在心裡面等於犯了
[00:06:20.000 --> 00:06:23.000]  其實是頭兩段的說話
[00:06:23.000 --> 00:06:25.000]  是相同的意思
[00:06:25.000 --> 00:06:27.000]  那我不知道你接不接受
[00:06:27.000 --> 00:06:29.000]  我不敢不接受
[00:06:29.000 --> 00:06:31.000]  其實如果我們不接受的話
[00:06:31.000 --> 00:06:35.000]  我們就真的沒有勝過法利賽人的義
[00:06:35.000 --> 00:06:36.000]  因為他是注重外表
[00:06:36.000 --> 00:06:37.000]  注重行為
[00:06:37.000 --> 00:06:41.000]  但耶穌基督今天就是要拆穿這種
[00:06:41.000 --> 00:06:44.000]  只講外表不講內心
[00:06:44.000 --> 00:06:46.000]  主耶穌在講什麼呢
[00:06:46.000 --> 00:06:50.000]  其實如果殺人是從哪裡來的呢
[00:06:50.000 --> 00:06:53.000]  殺人是由心中的仇恨出來的
[00:06:53.000 --> 00:06:55.000]  由心中的怒火
[00:06:55.000 --> 00:06:59.000]  你見不見那些兩眼紅筋
[00:06:59.000 --> 00:07:01.000]  很憤怒的那些
[00:07:01.000 --> 00:07:04.000]  那些是整個人都憤怒到死
[00:07:04.000 --> 00:07:06.000]  怒得捏死你
[00:07:06.000 --> 00:07:07.000]  是從哪裡來的呢
[00:07:07.000 --> 00:07:10.000]  就是從心中的怒火那裡來的
[00:07:10.000 --> 00:07:13.000]  其實不用動手殺人
[00:07:13.000 --> 00:07:16.000]  人已經在心裡面
[00:07:16.000 --> 00:07:19.000]  可以將一個人憤怒到死
[00:07:19.000 --> 00:07:21.000]  一個人可以憤怒
[00:07:21.000 --> 00:07:23.000]  一個人憤怒到完全當他透明
[00:07:23.000 --> 00:07:24.000]  一個人憤怒
[00:07:24.000 --> 00:07:30.000]  一個人可以完全當他不存在
[00:07:30.000 --> 00:07:32.000]  有沒有這樣的事
[00:07:32.000 --> 00:07:34.000]  我懷疑在我們當中
[00:07:34.000 --> 00:07:36.000]  甚至在我們家庭當中
[00:07:36.000 --> 00:07:39.000]  有一些人我們到今時今日
[00:07:39.000 --> 00:07:41.000]  雖然你信了主這麼多年
[00:07:41.000 --> 00:07:43.000]  你對他的仇恨
[00:07:43.000 --> 00:07:46.000]  是你對他的憤怒
[00:07:46.000 --> 00:07:49.000]  包括對自己爸爸媽媽的憤怒
[00:07:49.000 --> 00:07:52.000]  有些人承認過了幾十年
[00:07:52.000 --> 00:07:54.000]  因為聖靈的工作
[00:07:54.000 --> 00:07:55.000]  因為神的光照
[00:07:55.000 --> 00:07:56.000]  他才說
[00:07:56.000 --> 00:07:57.000]  哎呀
[00:07:57.000 --> 00:07:59.000]  主啊赦免我
[00:07:59.000 --> 00:08:01.000]  因為我對我的爸爸
[00:08:01.000 --> 00:08:03.000]  我仇恨到現在
[00:08:03.000 --> 00:08:06.000]  幾十年都不跟他說一句話
[00:08:06.000 --> 00:08:08.000]  幾十年都當他透明
[00:08:08.000 --> 00:08:09.000]  因為我好憎他
[00:08:09.000 --> 00:08:12.000]  為什麼
[00:08:12.000 --> 00:08:14.000]  就是憎他
[00:08:14.000 --> 00:08:15.000]  不會的
[00:08:15.000 --> 00:08:17.000]  有時這些是草草賣的
[00:08:17.000 --> 00:08:19.000]  未必有很特殊的原因
[00:08:19.000 --> 00:08:21.000]  總之草草下
[00:08:21.000 --> 00:08:22.000]  要憎到一個地步
[00:08:22.000 --> 00:08:25.000]  是斷絕了關係
[00:08:25.000 --> 00:08:27.000]  又或者他真的做了一些事
[00:08:27.000 --> 00:08:30.000]  令到你沒辦法饒恕他
[00:08:30.000 --> 00:08:32.000]  沒辦法饒恕
[00:08:32.000 --> 00:08:34.000]  謹記住那個仇恨
[00:08:34.000 --> 00:08:35.000]  希望要報仇
[00:08:35.000 --> 00:08:37.000]  但是你動不了手殺他
[00:08:37.000 --> 00:08:40.000]  你在心裡面殺死他
[00:08:40.000 --> 00:08:42.000]  你在心裡面已經當他不存在
[00:08:42.000 --> 00:08:44.000]  殺人其實罪在哪裡
[00:08:44.000 --> 00:08:46.000]  殺人有什麼問題
[00:08:46.000 --> 00:08:48.000]  這個人不配存在這個世界上
[00:08:48.000 --> 00:08:49.000]  我審判了他
[00:08:49.000 --> 00:08:50.000]  我是上帝
[00:08:50.000 --> 00:08:53.000]  他應該死
[00:08:53.000 --> 00:08:55.000]  因為他留在世上是沒用的
[00:08:55.000 --> 00:08:57.000]  因為他已經沒了希望
[00:08:57.000 --> 00:08:58.000]  殺人是說
[00:08:58.000 --> 00:09:01.000]  我不再跟他有任何的關係
[00:09:01.000 --> 00:09:04.000]  所以對群體是一個嚴重的破裂
[00:09:04.000 --> 00:09:07.000]  是斷絕了這個群體的聯繫
[00:09:07.000 --> 00:09:09.000]  因為你死了我不用理你
[00:09:09.000 --> 00:09:11.000]  殺人其實最重要的
[00:09:11.000 --> 00:09:13.000]  那個犯的罪是什麼
[00:09:13.000 --> 00:09:15.000]  就是當自己是上帝
[00:09:15.000 --> 00:09:18.000]  因為只有上帝才可以操生殺大權
[00:09:18.000 --> 00:09:20.000]  其他人都沒有這個權柄
[00:09:20.000 --> 00:09:23.000]  而在天國裡面的人主耶穌告訴我們
[00:09:23.000 --> 00:09:26.000]  是不容許在心裡面
[00:09:26.000 --> 00:09:29.000]  有這個仇恨的火在那裡燃燒
[00:09:29.000 --> 00:09:31.000]  要處理這個殺人的問題
[00:09:31.000 --> 00:09:34.000]  就要從心底裡面的憤怒那裡來處理
[00:09:34.000 --> 00:09:36.000]  從來聖經很清楚
[00:09:36.000 --> 00:09:39.000]  處理罪的方法就是墮胎
[00:09:39.000 --> 00:09:42.000]  除了聖經處理罪的墮胎之外
[00:09:42.000 --> 00:09:44.000]  其他的墮胎都是錯的
[00:09:44.000 --> 00:09:47.000]  唯有當這個罪在他最原始的時候
[00:09:47.000 --> 00:09:49.000]  你能夠不殲滅了他
[00:09:49.000 --> 00:09:51.000]  那你才有希望
[00:09:51.000 --> 00:09:54.000]  怒火就是這個殺人的根源
[00:09:54.000 --> 00:09:57.000]  而在主耶穌基督是要我們做的
[00:09:57.000 --> 00:10:00.000]  就是要我們學習去到寬恕
[00:10:00.000 --> 00:10:02.000]  學習去到愛
[00:10:02.000 --> 00:10:04.000]  以致我們的怒火
[00:10:04.000 --> 00:10:09.000]  不會令到我們在心裡面殺了人
[00:10:09.000 --> 00:10:12.000]  接著他說的話也很不明白
[00:10:12.000 --> 00:10:16.000]  凡是罵人是白痴是廢物
[00:10:16.000 --> 00:10:18.000]  難免要受審判
[00:10:18.000 --> 00:10:21.000]  甚至要去到地獄的火
[00:10:21.000 --> 00:10:24.000]  其實說白痴說廢物
[00:10:24.000 --> 00:10:28.000]  廣東話應該還有很多其他的同義詞
[00:10:28.000 --> 00:10:33.000]  我們有沒有這樣用這些詞語呢
[00:10:33.000 --> 00:10:37.000]  我懷疑我們聽主的話聽得太熟了
[00:10:37.000 --> 00:10:38.000]  不過熟到一個地步
[00:10:38.000 --> 00:10:41.000]  我們總是有辦法淡化它
[00:10:41.000 --> 00:10:44.000]  罵一下人有什麼問題
[00:10:44.000 --> 00:10:47.000]  你都什麼的
[00:10:47.000 --> 00:10:50.000]  這樣就要受審判
[00:10:50.000 --> 00:10:53.000]  再罵多一句就要下地獄
[00:10:53.000 --> 00:10:55.000]  那是什麼呢
[00:10:55.000 --> 00:10:58.000]  我們在恩典裡面不計較這些
[00:10:58.000 --> 00:11:00.000]  說一句話沒所謂
[00:11:00.000 --> 00:11:02.000]  主耶穌似乎很有所謂
[00:11:02.000 --> 00:11:06.000]  為什麼主耶穌這麼有所謂
[00:11:06.000 --> 00:11:08.000]  我先問一個問題
[00:11:08.000 --> 00:11:10.000]  無論怎樣
[00:11:10.000 --> 00:11:14.000]  我們習慣了罵人
[00:11:14.000 --> 00:11:16.000]  希望今年馬年開始要改口
[00:11:16.000 --> 00:11:19.000]  以後都不要罵人白痴
[00:11:19.000 --> 00:11:22.000]  包括兩夫妻也是
[00:11:22.000 --> 00:11:24.000]  有時覺得兩夫妻無所謂
[00:11:24.000 --> 00:11:26.000]  大家是自己人
[00:11:26.000 --> 00:11:28.000]  罵你就是罵自己
[00:11:28.000 --> 00:11:29.000]  可以嗎
[00:11:29.000 --> 00:11:31.000]  如果主耶穌說得這麼嚴格
[00:11:31.000 --> 00:11:32.000]  我們應該怎樣反應
[00:11:32.000 --> 00:11:34.000]  難免地獄的火
[00:11:34.000 --> 00:11:37.000]  不要說
[00:11:37.000 --> 00:11:39.000]  主啊我就算不明白
[00:11:39.000 --> 00:11:41.000]  但是聽見你這樣說
[00:11:41.000 --> 00:11:43.000]  這樣侮辱人
[00:11:43.000 --> 00:11:45.000]  這樣看低人
[00:11:45.000 --> 00:11:46.000]  這樣抬高自己
[00:11:46.000 --> 00:11:48.000]  原來有這麼嚴重的結果
[00:11:48.000 --> 00:11:50.000]  要受審判要在地獄的火
[00:11:50.000 --> 00:11:52.000]  那我就要立刻逃避地獄的火
[00:11:52.000 --> 00:11:54.000]  對不對
[00:11:54.000 --> 00:11:57.000]  可以嗎
[00:11:57.000 --> 00:11:59.000]  有些人就覺得
[00:11:59.000 --> 00:12:02.000]  我已經逃避了地獄的火
[00:12:02.000 --> 00:12:04.000]  我已經有防火了
[00:12:04.000 --> 00:12:06.000]  所以怎樣燒都不用
[00:12:06.000 --> 00:12:08.000]  所以我繼續罵人
[00:12:08.000 --> 00:12:10.000]  有些人信了主幾十年
[00:12:10.000 --> 00:12:12.000]  做了資深的信徒
[00:12:12.000 --> 00:12:14.000]  領袖幾十年都說
[00:12:14.000 --> 00:12:16.000]  我是這樣的
[00:12:16.000 --> 00:12:20.000]  我喜歡罵你就罵你
[00:12:20.000 --> 00:12:22.000]  有什麼問題
[00:12:22.000 --> 00:12:24.000]  有沒有問題
[00:12:24.000 --> 00:12:26.000]  如果我們存一種這樣的態度
[00:12:26.000 --> 00:12:29.000]  來到在主的面前生活
[00:12:29.000 --> 00:12:31.000]  我覺得是很有問題
[00:12:31.000 --> 00:12:33.000]  如果我們聽見主的話
[00:12:33.000 --> 00:12:35.000]  都不能謙卑下來
[00:12:35.000 --> 00:12:38.000]  都不能勒住舌頭
[00:12:38.000 --> 00:12:40.000]  你覺得有沒有問題
[00:12:40.000 --> 00:12:42.000]  問題在哪裡
[00:12:42.000 --> 00:12:47.000]  問題就是我們始終沒有謙卑在主的面前悔改
[00:12:47.000 --> 00:12:49.000]  人之所以會罵人蠢
[00:12:49.000 --> 00:12:51.000]  因為自己比別人聰明
[00:12:51.000 --> 00:12:54.000]  這個是不是驕傲
[00:12:54.000 --> 00:12:56.000]  人之所以要侮辱人
[00:12:56.000 --> 00:12:58.000]  因為不尊重別人
[00:12:58.000 --> 00:13:00.000]  覺得自己比別人高
[00:13:00.000 --> 00:13:02.000]  這個就是自高自大驕傲
[00:13:02.000 --> 00:13:04.000]  驕傲是不是罪
[00:13:04.000 --> 00:13:06.000]  驕傲是不是嚴重的罪
[00:13:06.000 --> 00:13:08.000]  其實我們也不要說罪是否嚴重
[00:13:08.000 --> 00:13:10.000]  總之罪就是罪
[00:13:10.000 --> 00:13:12.000]  罪就是神所不起悅
[00:13:12.000 --> 00:13:14.000]  罪就是破壞生命
[00:13:14.000 --> 00:13:15.000]  破壞群體
[00:13:15.000 --> 00:13:17.000]  破壞品德的事
[00:13:17.000 --> 00:13:19.000]  罪就是令到神不起悅的事
[00:13:19.000 --> 00:13:21.000]  如果我們是天國裡面的子民
[00:13:21.000 --> 00:13:25.000]  我們所追求的是否要討神起悅
[00:13:25.000 --> 00:13:29.000]  所以不如我們在這裡一起檢視
[00:13:29.000 --> 00:13:33.000]  自己罵過什麼人
[00:13:33.000 --> 00:13:35.000]  罵過多少人
[00:13:35.000 --> 00:13:37.000]  有些爸爸媽媽說
[00:13:37.000 --> 00:13:40.000]  我其實只是罵自己的兒子蠢
[00:13:40.000 --> 00:13:43.000]  我只是罵自己的兒子是白痴
[00:13:43.000 --> 00:13:50.000]  如果我們都讀過這段聖經
[00:13:50.000 --> 00:13:52.000]  然後我們去子女教育
[00:13:52.000 --> 00:13:54.000]  都是這樣做
[00:13:54.000 --> 00:13:59.000]  我覺得我們的教育其實是很失敗
[00:13:59.000 --> 00:14:02.000]  原來我們可以聽很多道
[00:14:02.000 --> 00:14:05.000]  不過這些道在我們生命裡面
[00:14:05.000 --> 00:14:09.000]  是完全沒有什麼直接的作用
[00:14:09.000 --> 00:14:15.000]  陳牧師你是不是說大了
[00:14:15.000 --> 00:14:18.000]  我真的從小到大
[00:14:18.000 --> 00:14:20.000]  兒子都是被我這樣罵
[00:14:20.000 --> 00:14:22.000]  他現在多好
[00:14:22.000 --> 00:14:24.000]  有什麼問題
[00:14:24.000 --> 00:14:26.000]  那怎麼辦
[00:14:26.000 --> 00:14:30.000]  問題是否耶穌說的嚴重了
[00:14:30.000 --> 00:14:33.000]  還是我們其實對耶穌的說話
[00:14:33.000 --> 00:14:36.000]  看得根本不重要
[00:14:36.000 --> 00:14:38.000]  我不和你爭辯
[00:14:38.000 --> 00:14:40.000]  我只是將耶穌的說話
[00:14:40.000 --> 00:14:41.000]  擺在你的面前
[00:14:41.000 --> 00:14:43.000]  然後等你去處理
[00:14:43.000 --> 00:14:47.000]  你自己的口裡所出的說話
[00:14:47.000 --> 00:14:50.000]  到底是否合乎天國子民
[00:14:50.000 --> 00:14:52.000]  的恩慰的說話
[00:14:52.000 --> 00:14:53.000]  恩典的說話
[00:14:53.000 --> 00:14:54.000]  祝福的說話
[00:14:54.000 --> 00:14:56.000]  建立的說話
[00:14:56.000 --> 00:14:59.000]  你想選擇什麼
[00:14:59.000 --> 00:15:02.000]  我相信我們心底裡面
[00:15:02.000 --> 00:15:04.000]  如果有聖靈的話
[00:15:04.000 --> 00:15:05.000]  我們就說主啊
[00:15:05.000 --> 00:15:08.000]  讓我的口能夠出
[00:15:08.000 --> 00:15:10.000]  造就人的說話
[00:15:10.000 --> 00:15:12.000]  祝福人的說話
[00:15:12.000 --> 00:15:14.000]  好不好啊
[00:15:14.000 --> 00:15:19.000]  其實人之所以罵人
[00:15:19.000 --> 00:15:21.000]  莫非都是想洩憤
[00:15:21.000 --> 00:15:24.000]  但是我們如果不洩憤
[00:15:24.000 --> 00:15:25.000]  我們會怎樣
[00:15:25.000 --> 00:15:30.000]  你說如果我不罵他,我會氣死
[00:15:30.000 --> 00:15:32.000]  那如果你罵他,他會怎樣
[00:15:32.000 --> 00:15:35.000]  他會被你罵死
[00:15:35.000 --> 00:15:37.000]  那不如兩個都不要死
[00:15:37.000 --> 00:15:41.000]  就說主啊,讓我有溫柔的心
[00:15:41.000 --> 00:15:43.000]  讓我不要去罵人
[00:15:43.000 --> 00:15:47.000]  因為罵人其實是怒氣的表達
[00:15:47.000 --> 00:15:49.000]  而聖經告訴我們
[00:15:49.000 --> 00:15:55.000]  憤怒是存在愚昧人的懷裡面
[00:15:55.000 --> 00:15:57.000]  就是我憤怒
[00:15:57.000 --> 00:15:58.000]  我憤怒你
[00:15:58.000 --> 00:16:00.000]  我很憤怒你
[00:16:00.000 --> 00:16:01.000]  我很憤怒這個世界
[00:16:01.000 --> 00:16:03.000]  我很憤怒那些人
[00:16:03.000 --> 00:16:04.000]  所有人都憤怒
[00:16:04.000 --> 00:16:07.000]  我憤怒是因為我比全世界都好
[00:16:07.000 --> 00:16:08.000]  我最適合
[00:16:08.000 --> 00:16:10.000]  但是當我憤怒的時候
[00:16:10.000 --> 00:16:13.000]  聖經說憤怒是蠢的表現
[00:16:13.000 --> 00:16:14.000]  就是什麼
[00:16:14.000 --> 00:16:16.000]  有些事你都不明白
[00:16:16.000 --> 00:16:18.000]  有些事你都看不通
[00:16:18.000 --> 00:16:20.000]  你都未掌握全面
[00:16:20.000 --> 00:16:23.000]  有些事是因為你沒有智慧去面對人生
[00:16:23.000 --> 00:16:25.000]  所以你才這麼憤怒
