
[00:00:00.000 --> 00:00:01.920]  今天很想和大家看一段聖經
[00:00:01.920 --> 00:00:03.040]  我們先讀一段聖經
[00:00:03.040 --> 00:00:05.760]  羅馬書第五章一到十一節
[00:00:05.760 --> 00:00:06.620]  在螢幕上有的
[00:00:06.620 --> 00:00:08.420]  我們慢慢一起先讀這段聖經
[00:00:08.420 --> 00:00:09.580]  預備起
[00:00:09.580 --> 00:00:13.160]  所以我們既因信稱義
[00:00:13.160 --> 00:00:16.300]  就藉著我們的主耶穌基督
[00:00:16.300 --> 00:00:18.580]  得而與上帝和好
[00:00:18.580 --> 00:00:20.580]  我們又藉著祂
[00:00:20.580 --> 00:00:25.440]  因信得而進入現在所站立的這恩典中
[00:00:25.440 --> 00:00:29.540]  並且歡歡喜喜盼望上帝的榮耀
[00:00:29.540 --> 00:00:31.120]  不但如此
[00:00:31.120 --> 00:00:35.140]  就是在患難中也是喜歡喜喜的
[00:00:35.140 --> 00:00:38.100]  因為知患難生忍耐
[00:00:38.100 --> 00:00:41.880]  忍耐生老練生盼望
[00:00:41.880 --> 00:00:43.880]  盼望不至於落空
[00:00:43.880 --> 00:00:45.880]  因為上帝的愛
[00:00:45.880 --> 00:00:48.920]  以藉著所賜給我們的聖靈
[00:00:48.920 --> 00:00:50.920]  囂觀在我們心裡
[00:00:50.920 --> 00:00:53.400]  我們還軟弱的時候
[00:00:53.400 --> 00:00:55.560]  基督就在特定的時刻
[00:00:55.560 --> 00:00:57.900]  為不敬虔之人死
[00:00:57.900 --> 00:01:00.800]  為人死是少有的
[00:01:00.800 --> 00:01:04.060]  為人人死或者有感造的
[00:01:04.060 --> 00:01:07.740]  唯有基督在我們還作罪人的時候
[00:01:07.740 --> 00:01:09.120]  為我們死
[00:01:09.120 --> 00:01:13.100]  上帝的愛就在此向我們顯靈了
[00:01:13.100 --> 00:01:17.020]  現在我們既靠著祂的血稱義
[00:01:17.020 --> 00:01:19.500]  就更要藉著祂的救
[00:01:19.500 --> 00:01:21.500]  免受上帝的憤怒
[00:01:21.500 --> 00:01:24.300]  因為我們作仇敵的時候
[00:01:24.300 --> 00:01:29.240]  尚且藉著上帝的兒子的死得以與上帝和好
[00:01:29.240 --> 00:01:30.740]  既與和好
[00:01:30.740 --> 00:01:33.680]  就更要因祂的生得救了
[00:01:33.680 --> 00:01:35.180]  不但如此
[00:01:35.180 --> 00:01:38.400]  我們既藉著我們的主耶穌基督
[00:01:38.400 --> 00:01:40.400]  得以與上帝和好
[00:01:40.400 --> 00:01:43.980]  也就藉著祂以上帝為樂
[00:01:43.980 --> 00:01:45.300]  好
[00:01:45.300 --> 00:01:49.040]  《羅馬書》第五章這段經文熟不熟悉?
[00:01:49.040 --> 00:01:51.880]  可能有弟兄姊妹說一般
[00:01:51.880 --> 00:01:53.380]  聽過一下
[00:01:53.380 --> 00:01:56.620]  如果你有跟教會的讀經計劃的話
[00:01:56.620 --> 00:01:58.620]  我們剛剛過去了四月
[00:01:58.620 --> 00:02:00.140]  四月過了,已經五月了
[00:02:00.140 --> 00:02:03.200]  過去了四月我們應該已經完成了《羅馬書》
[00:02:03.200 --> 00:02:05.200]  開始有《馬克福音》了
[00:02:05.200 --> 00:02:06.780]  是不是?
[00:02:06.780 --> 00:02:08.580]  先問問大家,做個簡單的調查
[00:02:08.580 --> 00:02:10.980]  誰已經完成看完《羅馬書》了?
[00:02:10.980 --> 00:02:12.980]  在過去這個月裡面
[00:02:12.980 --> 00:02:14.980]  一隻,兩隻
[00:02:14.980 --> 00:02:16.740]  三隻
[00:02:16.740 --> 00:02:18.740]  好,放下手
[00:02:18.740 --> 00:02:20.740]  很多都還沒見,是不是?
[00:02:20.740 --> 00:02:22.740]  可能要努力去追一追
[00:02:23.460 --> 00:02:25.100]  《羅馬書》裡面說什麼呢?
[00:02:25.100 --> 00:02:28.500]  當你想起《羅馬書》,第一時間想起什麼呢?
[00:02:28.500 --> 00:02:30.980]  《羅馬書》
[00:02:30.980 --> 00:02:32.440]  《羅馬書》
[00:02:32.440 --> 00:02:34.440]  想起什麼呢?
[00:02:34.440 --> 00:02:35.440]  考考大家的印象
[00:02:35.440 --> 00:02:37.660]  無論你們剛剛看過還是之前看過也好
[00:02:37.660 --> 00:02:41.540]  《羅馬書》第一時間想起什麼印象呢?
[00:02:41.540 --> 00:02:42.960]  是啦,保羅去羅馬
[00:02:42.960 --> 00:02:44.960]  很明顯有上《讀聖經遊聖地》
[00:02:44.960 --> 00:02:46.780]  我們有說,保羅很想去羅馬
[00:02:46.780 --> 00:02:48.940]  所以還沒去之前就寫了一封書信
[00:02:48.940 --> 00:02:51.780]  「我來了,我來了,我來了」
[00:02:51.780 --> 00:02:54.460]  《羅馬書》的主題是說什麼呢?
[00:02:54.460 --> 00:02:57.220]  可能我們很快很快就想起四個字
[00:02:57.220 --> 00:02:58.580]  第一節裡面也有說
[00:02:58.580 --> 00:03:00.580]  這四個字是什麼呢?
[00:03:00.580 --> 00:03:03.100]  「恩、信、清、義」
[00:03:03.100 --> 00:03:05.420]  有沒有之前聽過什麼叫「恩、信、清、義」的?
[00:03:05.420 --> 00:03:06.500]  聽過,是不是?
[00:03:06.500 --> 00:03:08.180]  大部分教會成長一定聽過
[00:03:08.180 --> 00:03:08.980]  「恩、信、清、義」
[00:03:08.980 --> 00:03:10.580]  因為《羅馬書》不停地說
[00:03:10.580 --> 00:03:12.740]  甚至保羅不同的書信都會提到
[00:03:12.740 --> 00:03:15.620]  我們因為信就能夠清義了
[00:03:15.620 --> 00:03:16.820]  今天想問一個問題
[00:03:16.820 --> 00:03:17.820]  今天給的題目很有趣
[00:03:17.820 --> 00:03:19.340]  你看看題目就知道
[00:03:19.340 --> 00:03:21.300]  今天我和大家看的題目叫什麼呢?
[00:03:21.300 --> 00:03:25.460]  就叫做「誰因誰的信清義呢?」
[00:03:25.460 --> 00:03:27.100]  是一個問號
[00:03:27.100 --> 00:03:29.380]  誰因誰的信清義呢?
[00:03:29.380 --> 00:03:33.780]  究竟是誰因誰的信去清義呢?
[00:03:33.780 --> 00:03:35.940]  當我們每次不停地說「恩、信、清、義」的時候
[00:03:35.940 --> 00:03:38.380]  其實什麼叫「恩、信、清、義」呢?
[00:03:38.380 --> 00:03:41.500]  是誰因誰的信清義呢?
[00:03:41.500 --> 00:03:42.860]  好了,先回答這個問題
[00:03:42.860 --> 00:03:44.220]  先看一看這段經文
[00:03:44.220 --> 00:03:45.980]  經文裡面有幾樣東西很特別
[00:03:45.980 --> 00:03:48.180]  很想和大家分享的
[00:03:48.180 --> 00:03:51.340]  我們開始看的時候,第五章第一節裡面說
[00:03:51.340 --> 00:03:53.020]  「所以」,一開始是「所以」
[00:03:53.020 --> 00:03:55.380]  前面有些前因,一會兒可能會說一些
[00:03:55.380 --> 00:03:56.860]  我們「恩、信、清、義」
[00:03:56.860 --> 00:04:01.140]  就藉著我們的主耶穌基督德義和上帝和好
[00:04:01.140 --> 00:04:03.500]  這段經文裡面不停地提到一個字
[00:04:03.500 --> 00:04:04.700]  其實如果你留心這段經文
[00:04:04.700 --> 00:04:06.860]  或者你留心看《羅馬書》的話
[00:04:06.860 --> 00:04:09.500]  你會發覺「恩、信、清、義」其實不是說很多的
[00:04:09.500 --> 00:04:12.500]  甚至整個《羅馬書》沒有什麼解釋什麼叫「恩、信、清、義」
[00:04:12.500 --> 00:04:13.780]  但是它不停地說什麼呢?
[00:04:13.780 --> 00:04:16.660]  不停地說人和上帝和好
[00:04:16.660 --> 00:04:17.940]  這段經文開始了幾次
[00:04:17.940 --> 00:04:20.260]  如果你留意這段經文整段貫穿
[00:04:20.260 --> 00:04:22.780]  有兩三次說到「與上帝和好」
[00:04:22.780 --> 00:04:23.820]  一開始已經說了
[00:04:23.820 --> 00:04:25.340]  「就能與上帝和好」
[00:04:25.340 --> 00:04:28.780]  這個「和好」我們看原文裡面說是一個現在式
[00:04:28.780 --> 00:04:30.100]  就是「和好緊」
[00:04:30.100 --> 00:04:31.260]  或者「和好中」
[00:04:31.260 --> 00:04:32.620]  或者「和好」
[00:04:32.620 --> 00:04:34.860]  是一個說「進行緊」的
[00:04:34.860 --> 00:04:37.220]  「與上帝和好」是「進行緊」的
[00:04:37.220 --> 00:04:38.420]  首先要留意
[00:04:38.420 --> 00:04:42.700]  保羅這裡說的人和上帝和好是「進行緊」的
[00:04:42.700 --> 00:04:45.100]  因為耶穌基督的原告是「進行緊」的
[00:04:45.100 --> 00:04:46.620]  好了,第二節說什麼呢?
[00:04:46.620 --> 00:04:50.900]  我們又藉著耶穌基督的和好這個情況
[00:04:50.900 --> 00:04:51.780]  就「恩信」
[00:04:51.780 --> 00:04:52.620]  又說「信」了
[00:04:52.620 --> 00:04:55.500]  「得以進入現在所站的恩典」
[00:04:55.500 --> 00:04:58.260]  「並且歡歡喜喜盼望上帝的榮耀」
[00:04:58.260 --> 00:05:00.180]  這個「進入」也是很特別的字
[00:05:00.180 --> 00:05:00.940]  如果我們看看原文
[00:05:00.940 --> 00:05:02.420]  發覺這個「進入」
[00:05:02.420 --> 00:05:03.740]  是一個好像在說
[00:05:03.740 --> 00:05:05.300]  去到皇宮
[00:05:05.300 --> 00:05:07.660]  去到宮廷裡面去朝見
[00:05:07.660 --> 00:05:08.620]  去朝拜
[00:05:08.620 --> 00:05:11.380]  去進入宮殿裡面見皇帝
[00:05:11.380 --> 00:05:12.780]  那種的「進入」
[00:05:12.780 --> 00:05:14.020]  而這個「進入」
[00:05:14.020 --> 00:05:15.220]  是過去式
[00:05:15.460 --> 00:05:16.900]  是過去完成式
[00:05:16.900 --> 00:05:18.780]  就是說已經「進入」了
[00:05:18.780 --> 00:05:19.940]  「進入」了
[00:05:19.940 --> 00:05:20.780]  好了
[00:05:20.780 --> 00:05:21.820]  這裡說什麼呢?
[00:05:21.820 --> 00:05:23.740]  聖經文說原來我們藉著基督
[00:05:23.740 --> 00:05:26.220]  已經因為「信」進入了恩典
[00:05:26.220 --> 00:05:28.340]  就跟上帝繼續和好了
[00:05:28.340 --> 00:05:29.580]  明白了嗎?
[00:05:29.580 --> 00:05:30.940]  進入了上帝恩典
