
[00:00:00.000 --> 00:00:02.000]  (主席)各位兄弟姊妹早安
[00:00:02.000 --> 00:00:06.000]  (主席)在這個疫症中祝願各位平安
[00:00:06.000 --> 00:00:11.000]  (主席)讓我講講羅密歐與朱麗葉的故事
[00:00:11.000 --> 00:00:15.000]  (主席)在莎士比亞劇本的開頭
[00:00:15.000 --> 00:00:18.000]  (主席)有一首十四行詩
[00:00:18.000 --> 00:00:22.000]  (主席)交代仇恨張耀普寫出的
[00:00:22.000 --> 00:00:26.000]  (主席)一個何等樣的悲劇的局面
[00:00:26.000 --> 00:00:29.000]  (主席)莎士比亞這樣寫
[00:00:29.000 --> 00:00:34.000]  (主席)故事發生在意大利北部的明城韋羅納
[00:00:34.000 --> 00:00:39.000]  (主席)在那裡有兩家威望相當的家族
[00:00:39.000 --> 00:00:43.000]  (主席)兩家的舊仇引發新怨
[00:00:43.000 --> 00:00:48.000]  (主席)接著莎士比亞詩句的原文是這樣的
[00:00:48.000 --> 00:00:53.000]  (主席)Where silver blood makes silver hands unclean
[00:00:53.000 --> 00:00:56.000]  (主席)梁實秋的翻譯是
[00:00:56.000 --> 00:01:02.000]  (主席)使得市民的血把清白的手弄髒
[00:01:02.000 --> 00:01:04.000]  (主席)我想來想去
[00:01:04.000 --> 00:01:08.000]  (主席)不如將這一句譯成這樣
[00:01:08.000 --> 00:01:13.000]  (主席)本應和平地生活在一起的文明人
[00:01:13.000 --> 00:01:17.000]  (主席)最後卻已流血收場
[00:01:17.000 --> 00:01:22.000]  (主席)命運注定這兩家的世仇
[00:01:22.000 --> 00:01:27.000]  (主席)卻是生下一對不幸的戀人
[00:01:27.000 --> 00:01:31.000]  (主席)他們以悲慘淒涼的死亡
[00:01:31.000 --> 00:01:35.000]  (主席)去掩埋兩家的爭執
[00:01:35.000 --> 00:01:41.000]  (主席)這對戀人那種帶著死亡標記的愛
[00:01:41.000 --> 00:01:44.000]  (主席)可怕地消逝
[00:01:44.000 --> 00:01:48.000]  (主席)而這兩大家族的恩恩怨怨
[00:01:48.000 --> 00:01:55.000]  (主席)就以他們的兒女的死亡來平息
[00:01:55.000 --> 00:01:58.000]  (主席)很傷感的開場白
[00:01:58.000 --> 00:02:00.000]  (主席)世事多磨
[00:02:00.000 --> 00:02:06.000]  (主席)總不能讓人好好過平安的生活
[00:02:06.000 --> 00:02:11.000]  (主席)兩大家族他們的身仇舊恨
[00:02:11.000 --> 00:02:15.000]  (主席)使得雙方的兒女都不能去愛
[00:02:15.000 --> 00:02:18.000]  (主席)最終只能以悲劇收場
[00:02:18.000 --> 00:02:22.000]  (主席)究竟這是命運使然
[00:02:22.000 --> 00:02:29.000]  (主席)還是人類永遠都不願從歷史中吸取教訓呢?
[00:02:29.000 --> 00:02:34.000]  (主席)這齣戲劇的結尾是這樣的
[00:02:34.000 --> 00:02:41.000]  (主席)最後卡普萊家族死了他們的女兒朱麗葉
[00:02:41.000 --> 00:02:46.000]  (主席)蒙太古家族死了他們的兒子羅密歐
[00:02:46.000 --> 00:02:50.000]  (主席)審理死亡事件的親王
[00:02:50.000 --> 00:02:52.000]  (主席)他這樣說
[00:02:52.000 --> 00:02:56.000]  (主席)這兩家的世仇在哪裡呢?
[00:02:56.000 --> 00:03:00.000]  (主席)卡普萊、蒙太古
[00:03:00.000 --> 00:03:05.000]  (主席)看看你們的仇恨招來了多大的懲罰
[00:03:05.000 --> 00:03:08.000]  (主席)上天藉著愛情
[00:03:08.000 --> 00:03:11.000]  (主席)奪去了你們心愛的人
[00:03:11.000 --> 00:03:13.000]  (主席)而我
[00:03:13.000 --> 00:03:16.000]  (主席)由於忽視了你們的積怨
[00:03:16.000 --> 00:03:19.000]  (主席)也失去了一對親戚
[00:03:19.000 --> 00:03:24.000]  (主席)大家都受了懲罰
[00:03:24.000 --> 00:03:27.000]  (主席)最後這兩大家族和解
[00:03:27.000 --> 00:03:31.000]  (主席)但這已經是所有人受到懲罰之下
[00:03:31.000 --> 00:03:35.000]  (主席)一種悲愴的和解
[00:03:35.000 --> 00:03:39.000]  (主席)人與人之間為何總是這樣呢?
[00:03:39.000 --> 00:03:41.000]  (主席)我不信你
[00:03:41.000 --> 00:03:43.000]  (主席)你仇視我
[00:03:43.000 --> 00:03:46.000]  (主席)然後以不同的理由
[00:03:46.000 --> 00:03:48.000]  (主席)捉起種種的圍牆
[00:03:48.000 --> 00:03:51.000]  (主席)將人與人隔開
[00:03:51.000 --> 00:03:54.000]  (主席)昔日有柏林圍牆
[00:03:54.000 --> 00:03:56.000]  (主席)現在仍然存在的
[00:03:56.000 --> 00:04:00.000]  (主席)有以色列和巴勒斯坦之間的圍牆
[00:04:00.000 --> 00:04:04.000]  (主席)也有美國與墨西哥之間的圍牆
[00:04:04.000 --> 00:04:06.000]  (主席)還有很多的圍牆
[00:04:06.000 --> 00:04:10.000]  (主席)在人的思想和心靈的深處
[00:04:10.000 --> 00:04:12.000]  (主席)圍牆外的人
[00:04:12.000 --> 00:04:14.000]  (主席)看圍牆內的人
[00:04:14.000 --> 00:04:16.000]  (主席)又或者圍牆內的人
[00:04:16.000 --> 00:04:18.000]  (主席)看圍牆外的人
[00:04:18.000 --> 00:04:21.000]  (主席)都認為對方不是人
[00:04:21.000 --> 00:04:23.000]  (主席)圍牆的作用
[00:04:23.000 --> 00:04:25.000]  (主席)就是將對方隔開
[00:04:25.000 --> 00:04:29.000]  (主席)免得他侵害我
[00:04:29.000 --> 00:04:32.000]  (主席)又或者就算他存在
[00:04:32.000 --> 00:04:34.000]  (主席)也要藉著一個圍牆
[00:04:34.000 --> 00:04:38.000]  (主席)令他在我的視野內消失
[00:04:38.000 --> 00:04:41.000]  (主席)圍牆無處不在
[00:04:41.000 --> 00:04:44.000]  (主席)多麼可悲
[00:04:44.000 --> 00:04:47.000]  (主席)小時候很喜歡看
[00:04:47.000 --> 00:04:54.000]  (主席)有關美國西部牛仔的電視劇集
[00:04:54.000 --> 00:04:56.000]  (主席)每一齣劇集
[00:04:56.000 --> 00:05:03.000]  (主席)都會出現牛仔和熊番的衝突場面
[00:05:03.000 --> 00:05:09.000]  (主席)小時候被劇集的敘事角度影響
[00:05:09.000 --> 00:05:13.000]  (主席)總認為熊番是野蠻的
[00:05:13.000 --> 00:05:14.000]  (主席)無情的
[00:05:14.000 --> 00:05:16.000]  (主席)不講理的
[00:05:16.000 --> 00:05:19.000]  (主席)當牛仔射殺熊番的時候
[00:05:19.000 --> 00:05:21.000]  (主席)會興奮莫名
[00:05:21.000 --> 00:05:27.000]  (主席)覺得壞人最後被消滅了
[00:05:27.000 --> 00:05:30.000]  (主席)一位保加利亞裔的法國思想家
[00:05:30.000 --> 00:05:32.000]  (主席)托多諾夫
[00:05:32.000 --> 00:05:35.000]  (主席)寫了一本書叫做美洲的征服
[00:05:35.000 --> 00:05:38.000]  (主席)他研究歐洲人對美洲
[00:05:38.000 --> 00:05:41.000]  (主席)特別是拉丁美洲的征服
[00:05:41.000 --> 00:05:47.000]  (主席)他講到一種叫做殺害他者的認知方式
[00:05:47.000 --> 00:05:51.000]  (主席)The understanding that kills
[00:06:17.000 --> 00:06:19.000]  (主席)近來在加拿大
[00:06:19.000 --> 00:06:24.000]  (主席)在很多為了同化原住民寄宿的學校裡
[00:06:24.000 --> 00:06:27.000]  (主席)發現了很多小朋友的骸骨
[00:06:27.000 --> 00:06:29.000]  (主席)這些學校的本身
[00:06:29.000 --> 00:06:32.000]  (主席)根本就是一種圍牆
[00:06:32.000 --> 00:06:34.000]  (主席)這些小朋友的死
