
[00:00:00.000 --> 00:00:02.000]  大家早上平安
[00:00:02.000 --> 00:00:05.720]  願大家都有復活的喜樂
[00:00:05.720 --> 00:00:10.480]  我們先一同去禱告
[00:00:10.480 --> 00:00:13.920]  復活的主 我們讚美祢
[00:00:13.920 --> 00:00:18.720]  祢總是那位從絕望中帶給我們盼望的上帝
[00:00:18.720 --> 00:00:20.920]  求聖靈開我們的眼
[00:00:20.920 --> 00:00:23.520]  讓我們即使在困境中
[00:00:23.520 --> 00:00:27.920]  仍然看見基督祢今天復活
[00:00:27.920 --> 00:00:31.520]  願祢親自向我們啟示祢的真實
[00:00:31.520 --> 00:00:32.920]  與祢相遇
[00:00:32.920 --> 00:00:34.920]  祈禱是奉耶穌的聖名祈求
[00:00:34.920 --> 00:00:36.920]  阿們
[00:00:58.520 --> 00:00:59.920]  早兩個星期
[00:00:59.920 --> 00:01:03.320]  我兒子第一次出去了
[00:01:03.320 --> 00:01:04.920]  第一次放風箏
[00:01:04.920 --> 00:01:07.320]  但放風箏真的不容易
[00:01:07.320 --> 00:01:10.520]  我們放了很久都放不上去
[00:01:10.520 --> 00:01:14.520]  最後旁邊的伯伯看不過眼
[00:01:14.520 --> 00:01:18.920]  過來幫忙一下就放上去了
[00:01:18.920 --> 00:01:20.920]  我兒子很興奮
[00:01:20.920 --> 00:01:24.320]  風箏越放越高
[00:01:24.320 --> 00:01:25.920]  線越放越盡
[00:01:25.920 --> 00:01:27.920]  線越放越盡
[00:01:27.920 --> 00:01:29.920]  不過這時候
[00:01:29.920 --> 00:01:31.920]  放到一段時間
[00:01:31.920 --> 00:01:33.920]  我兒子的臉
[00:01:33.920 --> 00:01:36.920]  流露了一個擔憂的表情
[00:01:36.920 --> 00:01:38.920]  他就問
[00:01:38.920 --> 00:01:43.920]  九九風箏何時可以下來
[00:01:43.920 --> 00:01:47.920]  原來他一心想帶風箏出來
[00:01:47.920 --> 00:01:49.920]  只是為了威風
[00:01:49.920 --> 00:01:52.920]  然後他很想帶風箏回家
[00:01:52.920 --> 00:01:55.920]  我們一心就立即怯一怯
[00:01:55.920 --> 00:01:57.920]  因為我們沒有跟他說過
[00:01:57.920 --> 00:01:59.920]  放出去的風箏
[00:01:59.920 --> 00:02:02.920]  不一定可以拿回來
[00:02:02.920 --> 00:02:05.920]  我們慢慢收回線
[00:02:05.920 --> 00:02:09.920]  誰知一陣怪風
[00:02:09.920 --> 00:02:13.920]  風箏開始不受控
[00:02:13.920 --> 00:02:19.920]  它就掛在一個很高的樹上
[00:02:19.920 --> 00:02:22.920]  我兒子又問
[00:02:22.920 --> 00:02:25.920]  真的放不回來?
[00:02:25.920 --> 00:02:28.920]  真的放不回來?
[00:02:28.920 --> 00:02:33.920]  他一心想帶風箏出去威風
[00:02:33.920 --> 00:02:35.920]  想帶風箏回家
[00:02:35.920 --> 00:02:39.920]  但是他就這樣一去不返
[00:02:39.920 --> 00:02:43.920]  兒子就爆哭收場
[00:02:43.920 --> 00:02:46.920]  我們這時候心想
[00:02:46.920 --> 00:02:52.920]  真的放不回來?
[00:02:52.920 --> 00:02:54.920]  這個會不會是我們基督徒
[00:02:54.920 --> 00:02:57.920]  有時候的心聲呢?
[00:02:57.920 --> 00:03:00.920]  你對耶穌的預期
[00:03:00.920 --> 00:03:02.920]  是否也像風箏一樣
[00:03:02.920 --> 00:03:06.920]  想見到祂上去之後會下來呢?
[00:03:06.920 --> 00:03:07.920]  我們會不會覺得
[00:03:07.920 --> 00:03:09.920]  耶穌今天也是掛在木頭上
[00:03:09.920 --> 00:03:12.920]  已經死在十字架上呢?
[00:03:12.920 --> 00:03:15.920]  耶穌真的放不回來?
[00:03:15.920 --> 00:03:17.920]  我們知道當然不是
[00:03:17.920 --> 00:03:18.920]  因為耶穌復活了
[00:03:18.920 --> 00:03:20.920]  所以今天才有復活節
[00:03:20.920 --> 00:03:23.920]  盼望我們今天
[00:03:23.920 --> 00:03:26.920]  我們從二萬五師路上
[00:03:26.920 --> 00:03:27.920]  這個聚事
[00:03:27.920 --> 00:03:30.920]  再一次被復活主更新
[00:03:30.920 --> 00:03:31.920]  轉化我們
[00:03:31.920 --> 00:03:34.920]  我們的生命
[00:03:34.920 --> 00:03:35.920]  我們一起看看
[00:03:35.920 --> 00:03:37.920]  《老家福音》二十四章
[00:03:37.920 --> 00:03:43.920]  十三到十六節
[00:03:43.920 --> 00:03:46.920]  正當那日門徒中有兩個人
[00:03:46.920 --> 00:03:48.920]  往一個村子去
[00:03:48.920 --> 00:03:51.920]  這村子名叫二萬五師
[00:03:51.920 --> 00:03:54.920]  離耶路撒冷約有二十五里
[00:03:54.920 --> 00:03:58.920]  他們彼此談論所遇見的這一切事
[00:03:58.920 --> 00:04:01.920]  正談論相聞的時候
[00:04:01.920 --> 00:04:03.920]  耶穌親自就近他們
[00:04:03.920 --> 00:04:05.920]  和他們同行
[00:04:05.920 --> 00:04:08.920]  只是他們的眼睛迷糊了
[00:04:08.920 --> 00:04:12.920]  不認識他
[00:04:12.920 --> 00:04:14.920]  正當那日
[00:04:14.920 --> 00:04:15.920]  就是前文說
[00:04:15.920 --> 00:04:17.920]  耶穌死了之後
[00:04:17.920 --> 00:04:22.920]  祂的身體從墳墓不見了的那一天
[00:04:22.920 --> 00:04:23.920]  那一天
