
[00:00:00.000 --> 00:00:02.000]  大英姊妹主內平安
[00:00:02.000 --> 00:00:06.000]  今天很歡喜快樂
[00:00:06.000 --> 00:00:10.000]  我們一齊來到城鎮家使命門徒差遣禮
[00:00:10.000 --> 00:00:12.000]  不過我們不是來觀禮
[00:00:12.000 --> 00:00:14.000]  看別人被差遣出去
[00:00:14.000 --> 00:00:18.000]  而是我們每一個都奉主的差遣
[00:00:18.000 --> 00:00:20.000]  成為使命門徒
[00:00:20.000 --> 00:00:24.000]  去承擔主的使命
[00:00:24.000 --> 00:00:26.000]  今天跟大家一齊思想的經文
[00:00:26.000 --> 00:00:28.000]  約翰福音十七章
[00:00:28.000 --> 00:00:30.000]  為一個差遣祈禱
[00:00:30.000 --> 00:00:33.000]  耶穌今天要差我們出去
[00:00:33.000 --> 00:00:35.000]  祂特別為我們祈禱
[00:00:35.000 --> 00:00:39.000]  讓我們看看這個禱告的內容吧
[00:00:39.000 --> 00:00:42.000]  請聽我讀出經文
[00:00:42.000 --> 00:00:48.000]  大家留意一下當中有很多重複出現的字眼
[00:00:48.000 --> 00:00:51.000]  十七章一至八節
[00:00:51.000 --> 00:00:54.000]  耶穌首先為自己祈禱
[00:00:54.000 --> 00:00:55.000]  第一節
[00:00:55.000 --> 00:00:58.000]  耶穌說了這話
[00:00:58.000 --> 00:01:00.000]  就舉目望天說
[00:01:00.000 --> 00:01:02.000]  父啊!時候到了
[00:01:02.000 --> 00:01:05.000]  願祢榮耀祢的兒子
[00:01:05.000 --> 00:01:07.000]  使兒子也榮耀祢
[00:01:07.000 --> 00:01:12.000]  正如祢曾賜給祂權柄管理凡有血氣的
[00:01:12.000 --> 00:01:16.000]  叫祂將永生賜給祢所賜給祂的人
[00:01:16.000 --> 00:01:19.000]  認識祢獨一的真神
[00:01:19.000 --> 00:01:22.000]  並且認識祢所差離的耶穌基督
[00:01:22.000 --> 00:01:24.000]  這就是永生
[00:01:24.000 --> 00:01:28.000]  父啊!我在地上已經榮耀祢
[00:01:28.000 --> 00:01:30.000]  祢所託付我的事
[00:01:30.000 --> 00:01:32.000]  我已經成全了
[00:01:32.000 --> 00:01:36.000]  父啊!現在求祢使我和祢享榮耀
[00:01:36.000 --> 00:01:38.000]  就是未有世界以先
[00:01:38.000 --> 00:01:41.000]  我和祢所有的榮耀
[00:01:41.000 --> 00:01:44.000]  祢從世上賜給我的人
[00:01:44.000 --> 00:01:48.000]  我已經將祢的名顯明給祂們
[00:01:48.000 --> 00:01:50.000]  祂們本是祢的
[00:01:50.000 --> 00:01:52.000]  祢將祂們賜給我
[00:01:52.000 --> 00:01:55.000]  祂們也遵守了祢的道
[00:01:55.000 --> 00:01:58.000]  現在祂們知道
[00:01:58.000 --> 00:02:00.000]  凡祢所賜給我的
[00:02:00.000 --> 00:02:02.000]  都是從祢那裡來的
[00:02:02.000 --> 00:02:04.000]  因為祢所賜給我的道
[00:02:04.000 --> 00:02:06.000]  我已經賜給祂們
[00:02:06.000 --> 00:02:08.000]  祂們也領受了
[00:02:08.000 --> 00:02:10.000]  又確實知道
[00:02:10.000 --> 00:02:12.000]  我是從祢出來的
[00:02:12.000 --> 00:02:15.000]  並且信祢差了我來
[00:02:15.000 --> 00:02:19.000]  接著第九節到二十六節
[00:02:19.000 --> 00:02:21.000]  耶穌為門徒祈禱
[00:02:21.000 --> 00:02:24.000]  即是為我們祈禱
[00:02:24.000 --> 00:02:25.000]  第九節
[00:02:25.000 --> 00:02:27.000]  我為祂們祈求
[00:02:27.000 --> 00:02:29.000]  不為世人祈求
[00:02:29.000 --> 00:02:32.000]  卻為祢所賜給我的人祈求
[00:02:32.000 --> 00:02:34.000]  因祂們本是祢的
[00:02:34.000 --> 00:02:36.000]  凡是我的都是祢的
[00:02:36.000 --> 00:02:38.000]  祢的都是我的
[00:02:38.000 --> 00:02:42.000]  並且我因祂們得了榮耀
[00:02:42.000 --> 00:02:43.000]  從今以後
[00:02:43.000 --> 00:02:45.000]  我不在世上
[00:02:45.000 --> 00:02:47.000]  祂們卻在世上
[00:02:47.000 --> 00:02:51.000]  我往祢那裡去,聖父啊
[00:02:51.000 --> 00:02:54.000]  求祢因祢所賜給我的名
[00:02:54.000 --> 00:02:55.000]  保守祂們
[00:02:55.000 --> 00:02:59.000]  叫祂們合而為一像我們一樣
[00:02:59.000 --> 00:03:02.000]  我與祂們同在的時候
[00:03:02.000 --> 00:03:04.000]  因祢所賜給我的名
[00:03:04.000 --> 00:03:05.000]  保守了祂們
[00:03:05.000 --> 00:03:07.000]  我亦都護衛了祂們
[00:03:07.000 --> 00:03:10.000]  其中,除了那滅亡之子
[00:03:10.000 --> 00:03:12.000]  沒有一個滅亡的
[00:03:12.000 --> 00:03:15.000]  好叫經上的話得應驗
[00:03:15.000 --> 00:03:18.000]  現在我往祢那裡去
[00:03:18.000 --> 00:03:20.000]  我還在世上說者話
[00:03:20.000 --> 00:03:24.000]  是叫祂們心裡充滿我的喜樂
[00:03:24.000 --> 00:03:28.000]  我已經將祢的道賜給祂們
[00:03:28.000 --> 00:03:30.000]  世界又恨祂們
[00:03:30.000 --> 00:03:32.000]  因為祂們不屬世界
[00:03:32.000 --> 00:03:35.000]  正如我不屬世界一樣
[00:03:35.000 --> 00:03:38.000]  我不求祢叫祂們離開世界
[00:03:38.000 --> 00:03:41.000]  只求祢保守祂們
[00:03:41.000 --> 00:03:43.000]  脫離那惡者
[00:03:43.000 --> 00:03:45.000]  祂們不屬世界
[00:03:45.000 --> 00:03:48.000]  正如我不屬世界一樣
[00:03:48.000 --> 00:03:51.000]  求祢用真理使祂們成聖
[00:03:51.000 --> 00:03:54.000]  祢的道就是真理
[00:03:54.000 --> 00:03:57.000]  祢怎樣差我到世上
[00:03:57.000 --> 00:04:01.000]  我也照樣差祂們到世上
[00:04:01.000 --> 00:04:03.000]  我為祂們的緣故
[00:04:03.000 --> 00:04:05.000]  自己分別為聖
[00:04:05.000 --> 00:04:09.000]  叫祂們亦都因真理成聖
[00:04:09.000 --> 00:04:11.000]  我不但為這些人祈求
[00:04:11.000 --> 00:04:15.000]  亦都為那些因祂們的話
[00:04:15.000 --> 00:04:17.000]  信我的人祈求
[00:04:17.000 --> 00:04:20.000]  使祂們都合而為一
[00:04:20.000 --> 00:04:23.000]  正如祢父在我裡面
[00:04:23.000 --> 00:04:25.000]  我在祢裡面
[00:04:25.000 --> 00:04:28.000]  使祂們亦都在我們裡面
[00:04:28.000 --> 00:04:32.000]  叫世人可以信祢差了我來
[00:04:32.000 --> 00:04:35.000]  祢所賜給我的榮耀
[00:04:35.000 --> 00:04:37.000]  我已經賜給祂們了
[00:04:37.000 --> 00:04:42.000]  使祂們合而為一像我們合而為一
[00:04:42.000 --> 00:04:44.000]  我在祂們裡面
[00:04:44.000 --> 00:04:46.000]  祢在我裡面
[00:04:46.000 --> 00:04:49.000]  使祂們完完全全地合而為一
[00:04:49.000 --> 00:04:52.000]  叫世人知道祢差了我來
[00:04:52.000 --> 00:04:57.000]  也知道祢愛祂們如同愛我一樣
[00:04:57.000 --> 00:05:00.000]  父啊!我在那裡
[00:05:00.000 --> 00:05:02.000]  願祢所賜給我的人
[00:05:02.000 --> 00:05:04.000]  也同我在那裡
[00:05:04.000 --> 00:05:08.000]  叫祂們看見祢所賜給我的榮耀
[00:05:08.000 --> 00:05:11.000]  因為創立世界以前
[00:05:11.000 --> 00:05:13.000]  祢已經愛我了
[00:05:13.000 --> 00:05:17.000]  公義的父啊!世人未曾認識祢
[00:05:17.000 --> 00:05:19.000]  我卻認識祢
[00:05:19.000 --> 00:05:23.000]  這些人亦都知道祢差了我來
[00:05:23.000 --> 00:05:26.000]  我要將祢的名指示祂們
[00:05:26.000 --> 00:05:28.000]  還要指示祂們
[00:05:28.000 --> 00:05:32.000]  使祢所愛我的愛在祂們裡面
[00:05:32.000 --> 00:05:35.000]  我也在祂們裡面
[00:05:35.000 --> 00:05:39.000]  約翰福音十三到十六章是最後晚餐
[00:05:39.000 --> 00:05:42.000]  以及耶穌的臨別贈言
[00:05:42.000 --> 00:05:43.000]  在這個時候
[00:05:43.000 --> 00:05:45.000]  耶穌教導門徒
[00:05:45.000 --> 00:05:48.000]  將祂們需要知道的事都告訴祂們
[00:05:48.000 --> 00:05:51.000]  又鼓勵祂們向祂們保證
