
[00:00:00.000 --> 00:00:03.960]  各位電影姐妹,早安
[00:00:03.960 --> 00:00:06.460]  想問問大家的問題
[00:00:06.460 --> 00:00:11.200]  什麼比死更可怕呢?
[00:00:11.200 --> 00:00:14.720]  病,也有賣病
[00:00:14.720 --> 00:00:19.120]  還有沒有?什麼比死更可怕?
[00:00:19.120 --> 00:00:21.000]  啊?
[00:00:21.000 --> 00:00:22.560]  仇恨,OK
[00:00:22.560 --> 00:00:23.720]  還有沒有?
[00:00:23.720 --> 00:00:30.120]  有沒有想到,如果這樣的話,我寧可死了他
[00:00:30.120 --> 00:00:31.880]  我理解,不一定是絕對
[00:00:31.880 --> 00:00:36.520]  不過做了若干年人,很多人都這樣說
[00:00:36.520 --> 00:00:42.080]  有人說,漫長的痛比死更可怕
[00:00:42.080 --> 00:00:45.680]  有時我們都會覺得,不如
[00:00:45.680 --> 00:00:49.720]  如果病不要緊,不過不要那麼辛苦
[00:00:49.720 --> 00:00:54.680]  死不是最可怕,如果我們信耶穌,會有永生
[00:00:54.680 --> 00:01:00.320]  不過不要那麼辛苦,想快點
[00:01:00.320 --> 00:01:04.520]  但是我想,其實身體的痛,某程度上
[00:01:04.520 --> 00:01:07.120]  都有東西可以幫助我們
[00:01:07.120 --> 00:01:09.720]  有一樣東西會指痛藥
[00:01:09.720 --> 00:01:14.920]  但是,藥的痛不是身體的痛
[00:01:14.920 --> 00:01:18.320]  是心靈的痛
[00:01:18.320 --> 00:01:21.520]  什麼可以治癒我們呢?
[00:01:21.520 --> 00:01:27.320]  一種長遠心靈的痛,帶來的折磨
[00:01:27.320 --> 00:01:30.920]  有時比身體的痛更辛苦
[00:01:30.920 --> 00:01:37.720]  睡不著,腦海裡,心裡好像有東西要壓著
[00:01:37.720 --> 00:01:40.120]  解決不了
[00:01:40.120 --> 00:01:45.720]  而通常這些心靈上內心的傷
[00:01:45.720 --> 00:01:52.320]  通常都是來自人際關係上的破壞
[00:01:52.320 --> 00:01:56.320]  通常都是你所愛的人,你很重視的人
[00:01:56.320 --> 00:02:01.920]  但某些原因,你跟他好像不對勁
[00:02:01.920 --> 00:02:03.720]  甚至剛才有人說
[00:02:03.720 --> 00:02:09.520]  帶來一種仇恨,一種關係的破壞
[00:02:09.520 --> 00:02:13.120]  我們看看今天,從聖經去看
[00:02:13.120 --> 00:02:17.720]  其實,有時我想
[00:02:17.720 --> 00:02:23.320]  患病不一定只是苦茶
[00:02:23.320 --> 00:02:26.920]  患病有時可能是良藥
[00:02:26.920 --> 00:02:31.320]  幫助我們醫治心靈上的痛
[00:02:31.320 --> 00:02:34.920]  我們一起去看《雅各書》一章十二至十八節
[00:02:34.920 --> 00:02:38.120]  《雅各書》一章十二至十八節
[00:02:38.120 --> 00:02:43.120]  大家可以一起讀,請讀
[00:02:43.120 --> 00:02:54.520]  我們一起去祈禱
[00:02:54.520 --> 00:02:58.520]  主耶穌幫助我們
[00:02:58.520 --> 00:03:02.520]  當我們生命去到地步要靜下來的時候
[00:03:02.520 --> 00:03:07.320]  去回想我們很久沒有處理心靈的痛
[00:03:07.320 --> 00:03:10.720]  去檢視到生命若有罪,去得罪神
[00:03:10.720 --> 00:03:13.120]  傷害別人
[00:03:13.120 --> 00:03:16.320]  又令自己陷在痛苦裏面的時候
[00:03:16.320 --> 00:03:20.120]  願意去認罪悔改,將關係修補
[00:03:20.120 --> 00:03:23.120]  以致能夠在世的日子
[00:03:23.120 --> 00:03:28.120]  都能夠蒙神,讓我們有真正的平安喜樂
[00:03:28.120 --> 00:03:31.120]  因禱我們,奉耶穌成,阿們
[00:03:34.920 --> 00:03:38.720]  聖經講到,什麼會帶來死呢?
[00:03:38.720 --> 00:03:44.320]  當然,我相信在座中都是因為我們患上病
[00:03:44.320 --> 00:03:45.720]  所以我們來到
[00:03:45.720 --> 00:03:50.320]  但特別,我看完聖經時看到
[00:03:50.320 --> 00:03:53.920]  當我們讀聖經,第十五節說什麼呢?
[00:03:53.920 --> 00:03:55.720]  原來什麼會帶來死呢?
[00:03:55.720 --> 00:04:00.120]  它說,是私欲懷了胎,生出罪來
[00:04:00.120 --> 00:04:04.120]  罪既長成,生出死來
[00:04:04.120 --> 00:04:10.120]  犯罪就死,但犯不犯罪,人也會死
[00:04:10.120 --> 00:04:12.720]  聖經對死的詮釋是什麼呢?
[00:04:12.720 --> 00:04:20.320]  其實聖經對死的詮釋,不單只是身體上的衰退
[00:04:20.320 --> 00:04:23.120]  最後不再運作
[00:04:23.120 --> 00:04:25.720]  而是說一種關係的分離
[00:04:25.720 --> 00:04:30.120]  聖經講到,人犯了罪就要死亡
[00:04:30.120 --> 00:04:33.120]  不是說,人一犯罪就馬上斷氣
[00:04:33.120 --> 00:04:39.120]  而是說,人從此跟神的關係斷裂了
[00:04:39.120 --> 00:04:44.120]  人能夠再去到神面前,跟神的關係有破壞
[00:04:44.120 --> 00:04:48.120]  更加聖經講到,當人犯罪,不單止跟神的關係斷裂了
[00:04:48.120 --> 00:04:52.120]  甚至人與人之間的關係疏離
[00:04:52.120 --> 00:04:56.120]  聖經講到,當人犯罪的時候
[00:04:56.120 --> 00:05:00.120]  我們的祖先,我們的夏湯夏娃,聖經講到
[00:05:00.120 --> 00:05:02.120]  當我們犯罪,本來我們很恩愛
[00:05:02.120 --> 00:05:04.120]  突然間他們彼此埋怨
[00:05:04.120 --> 00:05:08.120]  「他犯錯了,神你賴他吧,是他的問題,你對付他吧」
[00:05:08.120 --> 00:05:11.120]  人與人之間的關係疏遠破裂
[00:05:11.120 --> 00:05:15.120]  但這不代表人自己舒服
[00:05:15.120 --> 00:05:19.120]  人亦好像跟自己有一個關係疏遠
[00:05:19.120 --> 00:05:23.120]  自己也不知道自己在做些什麼
[00:05:23.120 --> 00:05:28.120]  原來聖經講到一個絕對的死亡
[00:05:28.120 --> 00:05:31.120]  不是人死如燈滅,什麼都沒有了
[00:05:31.120 --> 00:05:37.120]  而是永遠跟我們創造的主義關係疏遠
[00:05:37.120 --> 00:05:40.120]  甚至跟我們所親愛的人疏離
[00:05:40.120 --> 00:05:44.120]  這是永遠死亡的可怕
[00:05:44.120 --> 00:05:46.120]  什麼令人犯罪呢?
[00:05:46.120 --> 00:05:48.120]  這裡講到我們很多時候會想
[00:05:48.120 --> 00:05:53.120]  為何神要做魔鬼撒旦,叫我們犯罪
[00:05:53.120 --> 00:05:56.120]  但這裡講到什麼令我們犯罪呢?
[00:05:56.120 --> 00:05:58.120]  第十五節
[00:05:58.120 --> 00:06:06.120]  「屍肉既懷了胎就長出罪來,罪既長成就長出死來」
[00:06:06.120 --> 00:06:08.120]  中國人的說話是講對這句
[00:06:08.120 --> 00:06:13.120]  「牛不喝水,就不敢得牛頭低」
[00:06:13.120 --> 00:06:21.120]  近來看電視有很多青少年人是混毒犯案
[00:06:21.120 --> 00:06:28.120]  是否有些青少年人有些壞份子走過去哄他們
[00:06:28.120 --> 00:06:29.120]  他們都會做嗎?
[00:06:29.120 --> 00:06:31.120]  不是的
[00:06:31.120 --> 00:06:37.120]  一定是青少年他自己有一種貪念或種種原因
[00:06:37.120 --> 00:06:39.120]  他才會上當
[00:06:39.120 --> 00:06:43.120]  所以不是因為這個世界有魔鬼引誘我們
[00:06:43.120 --> 00:06:45.120]  於是我們大受魔鬼
[00:06:45.120 --> 00:06:47.120]  其實是人自己的一種私慾
[00:06:47.120 --> 00:06:50.120]  而這個罪的根源這種私慾
[00:06:50.120 --> 00:06:55.120]  我們常常覺得人犯罪當然是打家劫舍殺人放火
[00:06:55.120 --> 00:06:57.120]  不一定
[00:06:57.120 --> 00:07:01.120]  剛才講到最大的一個問題
[00:07:01.120 --> 00:07:06.120]  是人以為離開了神有行善的智慧和能力
[00:07:06.120 --> 00:07:10.120]  人以為離開了神有行善的智慧和能力
[00:07:10.120 --> 00:07:13.120]  所以原來很多我們以為好人
[00:07:13.120 --> 00:07:15.120]  其實按照聖經的理解
[00:07:15.120 --> 00:07:20.120]  神經是創造我們去定義甚麼是善甚麼是惡
[00:07:20.120 --> 00:07:22.120]  讓我們知道人是毫無助
[00:07:22.120 --> 00:07:28.120]  我們離開了神其實帶來的罪造成很多破壞
[00:07:28.120 --> 00:07:32.120]  我們自以為是我們和神去隔離
[00:07:32.120 --> 00:07:34.120]  我們自己不去顧念其他人的需要
[00:07:34.120 --> 00:07:37.120]  或者我們對事情的詮釋不夠全面
[00:07:37.120 --> 00:07:38.120]  或者我們的能力很有限
[00:07:38.120 --> 00:07:40.120]  但是我們自己繼續衝著上
[00:07:40.120 --> 00:07:44.120]  帶出的很多破壞造成很多人際關係的破壞
[00:07:44.120 --> 00:07:47.120]  甚至最後我們自己都受到虧損
[00:07:47.120 --> 00:07:50.120]  所以這段聖經講到甚麼呢
[00:07:50.120 --> 00:07:52.120]  第十二節
[00:07:52.120 --> 00:07:57.120]  不知道大家讀完聖經有甚麼心頭感受
[00:07:57.120 --> 00:08:01.120]  它說忍受思貪的人是有福的
[00:08:01.120 --> 00:08:05.120]  受思貪受思念的人有福
[00:08:05.120 --> 00:08:09.120]  其實患病某程度上都是一種生命上的試煉
[00:08:09.120 --> 00:08:11.120]  不容易渡過
[00:08:11.120 --> 00:08:13.120]  我雖然自己都沒有患過甚麼重病
[00:08:13.120 --> 00:08:18.120]  但是我媽媽在我八歲那年都是癌症離開的
[00:08:18.120 --> 00:08:20.120]  我有知覺開始
[00:08:20.120 --> 00:08:23.120]  我記得我媽媽已經有病進出醫院
[00:08:23.120 --> 00:08:28.120]  所以我知道病能夠帶來一個
[00:08:28.120 --> 00:08:31.120]  不單止一個人本身是一個家庭的傷害
[00:08:31.120 --> 00:08:34.120]  但是聖經講到不單止這裡
[00:08:34.120 --> 00:08:37.120]  很多聖經都說是面對試煉的時候
[00:08:37.120 --> 00:08:39.120]  某程度上是有福
[00:08:39.120 --> 00:08:42.120]  但是當然不是病本身有福
[00:08:42.120 --> 00:08:47.120]  而是因為他經過試驗以後
