
[00:00:00.000 --> 00:00:04.420]  好 今天跟各位我們繼續來講傳道書
[00:00:04.420 --> 00:00:07.460]  這個是我在傳道書系列當中
[00:00:07.460 --> 00:00:10.920]  我會把今天作為一個總結
[00:00:10.920 --> 00:00:15.420]  因為講太久好像也不曉得
[00:00:15.420 --> 00:00:19.600]  大家會對傳道書有點什麼的反應
[00:00:19.600 --> 00:00:21.520]  所以今天我會跟各位來講
[00:00:21.520 --> 00:00:24.200]  是我這個傳道書系列
[00:00:24.200 --> 00:00:27.420]  我大概之前是講到主要是一到三章
[00:00:27.420 --> 00:00:30.500]  然後我從十一章開始又講到十二章
[00:00:30.500 --> 00:00:33.700]  中間其實還是很有豐富的一個信息
[00:00:33.700 --> 00:00:35.960]  當然是盼望弟兄這邊能夠回去
[00:00:35.960 --> 00:00:39.820]  你可以好好的再把傳道書來多讀幾遍
[00:00:39.820 --> 00:00:41.700]  我相信傳道書對我們的人生
[00:00:41.700 --> 00:00:43.960]  都有很多的提醒
[00:00:43.960 --> 00:00:46.560]  也是教導
[00:00:46.560 --> 00:00:50.720]  讓我們可以繼續依靠神來走前面的路
[00:00:50.720 --> 00:00:54.300]  今天我會講到傳道書的最後一段的經文
[00:00:54.300 --> 00:00:57.800]  是傳道書十二章的九到十四節
[00:00:57.800 --> 00:00:59.380]  我上次有預告過
[00:00:59.380 --> 00:01:01.900]  我今天大概會跟各位來講
[00:01:01.900 --> 00:01:06.180]  一個我們人生還會有一個延長賽
[00:01:06.180 --> 00:01:08.380]  大家有知道延長賽是什麼嗎
[00:01:08.380 --> 00:01:10.140]  就是我們一個
[00:01:10.140 --> 00:01:13.940]  通常是那個球打球的比賽
[00:01:13.940 --> 00:01:17.240]  我們都有一個法定的時間
[00:01:17.240 --> 00:01:18.940]  打完那個法定時間以後
[00:01:18.940 --> 00:01:21.600]  如果那個賽果是平手的話
[00:01:21.600 --> 00:01:24.640]  就會有些點球
[00:01:24.640 --> 00:01:27.380]  有些是大部分都先有一個延長賽
[00:01:27.380 --> 00:01:31.780]  我們叫OT還是加時繼續比賽
[00:01:31.780 --> 00:01:33.400]  最近大概就是
[00:01:33.400 --> 00:01:37.080]  我不知道各位會不會喜歡看球賽的
[00:01:37.080 --> 00:01:43.900]  最近是在香港比較多人看的是英超
[00:01:43.900 --> 00:01:47.800]  我不曉得大家有沒有看英超足球的比賽
[00:01:47.800 --> 00:01:51.780]  在進入大概最後五輪還是四輪
[00:01:51.780 --> 00:01:56.800]  所以也是對一些粉絲很緊張
[00:01:56.800 --> 00:01:58.340]  另外如果你看籃球比賽的
[00:01:58.340 --> 00:02:04.580]  大概NBA就是在半總決賽的過程當中
[00:02:04.580 --> 00:02:06.580]  所以這都是一些在我們身邊
[00:02:06.580 --> 00:02:09.340]  會有的一些很實際的經驗
[00:02:09.340 --> 00:02:14.100]  我們都會好像看球賽就很投入
[00:02:14.100 --> 00:02:17.080]  通常我們說那個延長賽的時候
[00:02:17.080 --> 00:02:18.780]  我們就會還更喜歡
[00:02:18.780 --> 00:02:21.400]  繼續多看30分鐘
[00:02:21.400 --> 00:02:23.240]  多看一段時間
[00:02:23.240 --> 00:02:25.240]  但如果在我們的人生當中
[00:02:25.240 --> 00:02:28.980]  我們是不是真的還可以有延長賽呢
[00:02:28.980 --> 00:02:34.980]  我想先跟各位來看今天要看的經文
[00:02:34.980 --> 00:02:36.480]  有看到嗎
[00:02:36.480 --> 00:02:37.240]  如果你沒看到
[00:02:37.240 --> 00:02:40.380]  你可以看你手上的手機攝影機或是怎麼樣
[00:02:40.380 --> 00:02:41.480]  好 如果看到的話
[00:02:41.480 --> 00:02:42.940]  我們來讀這一段經文
[00:02:42.940 --> 00:02:44.140]  是傳道書十二章
[00:02:44.140 --> 00:02:46.540]  也是傳道書最後的一段經文
[00:02:46.540 --> 00:02:48.340]  我們看到的可以一起來讀
[00:02:48.340 --> 00:02:49.740]  預備 來
[00:02:49.740 --> 00:02:53.140]  在者 傳道者應有智慧
[00:02:53.140 --> 00:02:56.000]  人將知識教訓眾人
[00:02:56.000 --> 00:03:01.400]  又默想 又考察 又陳說許多真言
[00:03:01.400 --> 00:03:06.000]  傳道者專心尋求可喜悅的言語
[00:03:06.000 --> 00:03:09.740]  視頻正直寫得誠實化
[00:03:09.740 --> 00:03:13.340]  智慧人的言語好像刺棍
[00:03:13.340 --> 00:03:18.540]  慧中之師的言語又像釘紋的釘子
[00:03:18.540 --> 00:03:21.740]  都是一個慕者所賜的
[00:03:21.740 --> 00:03:24.100]  我兒還有一成
[00:03:24.100 --> 00:03:26.380]  你當受勸戒
[00:03:26.380 --> 00:03:29.380]  著書多沒有從盡
[00:03:29.380 --> 00:03:32.540]  讀書多身體疲倦
[00:03:32.540 --> 00:03:35.240]  這些事都已聽見了
[00:03:35.240 --> 00:03:38.140]  總欲就是敬畏神
[00:03:38.140 --> 00:03:40.540]  謹守他的戒命
[00:03:40.540 --> 00:03:44.000]  這是人所當盡的本分
[00:03:44.000 --> 00:03:46.440]  因為人所做的事
[00:03:46.440 --> 00:03:49.040]  連一切隱藏的事
[00:03:49.040 --> 00:03:51.500]  無論是善是惡
[00:03:51.500 --> 00:03:54.540]  神都必審問
[00:03:54.540 --> 00:03:58.400]  不好意思 可能有些人看得不太清楚
[00:03:58.400 --> 00:04:02.140]  這一段經文是我今天要講的經文
[00:04:02.140 --> 00:04:04.880]  人生還有延長賽
[00:04:04.880 --> 00:04:08.040]  之前我跟各位來複習一下
[00:04:08.040 --> 00:04:11.240]  有關十一章 十二章的經文
[00:04:11.240 --> 00:04:13.880]  我給他們兩個現實
[00:04:13.880 --> 00:04:16.680]  在之前兩次的講道裡面
[00:04:16.680 --> 00:04:19.640]  第一個就是怎麼樣打好人生這場比賽
[00:04:19.640 --> 00:04:22.680]  我講到變換源自永恆
[00:04:22.680 --> 00:04:24.180]  人生多變
[00:04:24.180 --> 00:04:26.080]  但最重要我們要記得
[00:04:26.080 --> 00:04:29.080]  是在創造主 在神的手中
[00:04:29.080 --> 00:04:31.080]  我們仍然有盼望
[00:04:31.080 --> 00:04:33.640]  在多變的一個世界裡面
[00:04:33.640 --> 00:04:36.840]  有時候讓人會覺得好像沒有什麼盼望
[00:04:36.840 --> 00:04:40.140]  好像都很失望也很絕望
[00:04:40.140 --> 00:04:42.880]  但我相信在創造主的手中
[00:04:42.880 --> 00:04:45.180]  我們仍然有盼望
[00:04:45.180 --> 00:04:48.880]  然後在當中也提醒我們說
[00:04:48.880 --> 00:04:51.480]  樂極也會生悲
[00:04:51.480 --> 00:04:54.580]  當中傳道者說我們要當快樂
[00:04:54.580 --> 00:04:58.880]  這是一個好像是鼓勵我們要快樂的過活
[00:04:58.880 --> 00:05:02.440]  但我們要小心就是說樂極也會生悲
[00:05:02.440 --> 00:05:04.540]  就提醒我們不要放縱
[00:05:04.540 --> 00:05:08.380]  有些人在快樂的過程當中就很容易會放縱
[00:05:08.380 --> 00:05:10.580]  所以我們要有危機感
[00:05:10.580 --> 00:05:12.480]  也學會真實
[00:05:12.480 --> 00:05:15.080]  在快樂的時候 在享受的時候
[00:05:15.080 --> 00:05:18.540]  我們當快樂的時候也要學會真實
[00:05:18.540 --> 00:05:24.640]  然後我上次講到十二章的一到八節的時候
[00:05:24.640 --> 00:05:28.280]  我的題目就是打好人生的上半場
[00:05:28.280 --> 00:05:30.880]  我提到有一本書很出名的
[00:05:30.880 --> 00:05:37.880]  曾經是叫我們要打好人生的下半場
[00:05:37.880 --> 00:05:38.880]  那本書
[00:05:38.880 --> 00:05:42.380]  但我想到其實聖經更重要的告訴我們說
[00:05:42.380 --> 00:05:44.940]  不要等到下半場
[00:05:44.940 --> 00:05:47.640]  我們要先在我們人生上一個比賽的時候
[00:05:47.640 --> 00:05:50.880]  我們先在我們這個上半場的時候
[00:05:50.880 --> 00:05:52.540]  要好好去打
[00:05:52.540 --> 00:05:54.440]  這個重點是什麼呢
[00:05:54.440 --> 00:05:56.380]  十二章第一節就告訴我們說
[00:05:56.380 --> 00:05:58.680]  要紀念造我們的主
[00:05:58.680 --> 00:06:00.840]  我們當紀念造我們的主
[00:06:00.840 --> 00:06:04.180]  當紀念最後的一個歸屬地
[00:06:04.180 --> 00:06:09.780]  這個是其實我們都每一個人要面對我們人生的終結
[00:06:09.780 --> 00:06:12.580]  所以要紀念最後的歸屬地
[00:06:12.580 --> 00:06:14.740]  這是我們要紀念死亡
[00:06:14.740 --> 00:06:17.540]  當紀念上主賜予的聖言
