
[00:00:00.000 --> 00:00:07.000]  今日我會繼續跟大家講小仙之書的撒加尼亞書
[00:00:07.000 --> 00:00:15.000]  撒加尼亞書開頭就會有八個異象
[00:00:15.000 --> 00:00:25.000]  這八個異象是神給他的百姓作為重建聖殿的指引
[00:00:26.000 --> 00:00:31.000]  靠著這八個指引必定可以重建成功
[00:00:31.000 --> 00:00:39.000]  我們都提過上次講到前面三個異象
[00:00:39.000 --> 00:00:45.000]  我們都有提到重建聖殿最終的目的
[00:00:45.000 --> 00:00:51.000]  其實就是要重建百姓和神的關係和對神的信靠心
[00:00:53.000 --> 00:00:58.000]  對我們來說我們都是藉著我們的擴建新堂
[00:00:58.000 --> 00:01:05.000]  讓我們可以重新復興我們的靈命和我們繼續成長
[00:01:05.000 --> 00:01:15.000]  對我們來說這八個異象也可以成為我們尋求復興和成長的八個指引
[00:01:15.000 --> 00:01:20.000]  上個禮拜講了三個 今天我們會繼續講剩下的五個
[00:01:20.000 --> 00:01:23.000]  我們從第四個開始講
[00:01:23.000 --> 00:01:27.000]  不過首先和大家溫習一下前面的三個是什麼
[00:01:27.000 --> 00:01:35.000]  第一個異象是四個巡遊巡行遍地的騎士
[00:01:35.000 --> 00:01:41.000]  帶出來的指引就是神不會忘記我們
[00:01:41.000 --> 00:01:45.000]  並且他會很熱心幫助我們
[00:01:46.000 --> 00:01:52.000]  第二個異象是四個國和四個匠人
[00:01:52.000 --> 00:01:58.000]  指引就是神會為我們將難阻除去
[00:01:58.000 --> 00:02:04.000]  第三個異象是搜拿準繩的人
[00:02:04.000 --> 00:02:09.000]  準繩就好像我們中國人的竇木師傅的墨斗
[00:02:09.000 --> 00:02:12.000]  搜拿準繩的人
[00:02:12.000 --> 00:02:18.000]  指引就是神的真理和純正的福音
[00:02:18.000 --> 00:02:21.000]  才是我們生命的保障
[00:02:21.000 --> 00:02:26.000]  今天繼續和大家講
[00:02:26.000 --> 00:02:32.000]  由第四到第八個異象和所帶出來的指引是什麼
[00:02:32.000 --> 00:02:41.000]  第四個異象是撒旦控告大祭司約書亞
[00:02:43.000 --> 00:02:48.000]  我們看撒加利亞書三章一節
[00:02:48.000 --> 00:02:51.000]  天使又指給我看
[00:02:51.000 --> 00:02:55.000]  大祭司約書亞站在耶和華的使者面前
[00:02:55.000 --> 00:03:00.000]  撒旦也站在約書亞的右邊與他作對
[00:03:00.000 --> 00:03:07.000]  作對這個字也是解釋為控告的意思
[00:03:09.000 --> 00:03:13.000]  撒旦控告約書亞的是什麼呢
[00:03:13.000 --> 00:03:16.000]  我們看第三節
[00:03:16.000 --> 00:03:22.000]  約書亞穿著污穢的衣服站在使者面前
[00:03:22.000 --> 00:03:27.000]  這句話的意思就是說
[00:03:27.000 --> 00:03:33.000]  撒旦控告大祭司約書亞有罪污犯過罪
[00:03:35.000 --> 00:03:39.000]  他控告他犯過罪的人有罪污的人
[00:03:39.000 --> 00:03:41.000]  怎麼可以侍奉神呢
[00:03:41.000 --> 00:03:46.000]  有時候我們對聖經一知半解的時候
[00:03:46.000 --> 00:03:50.000]  以為侍奉神一定要完全聖潔
[00:03:50.000 --> 00:03:51.000]  一點點罪也不行
[00:03:51.000 --> 00:03:53.000]  某程度看是
[00:03:53.000 --> 00:03:55.000]  但另一個角度看是不是呢
[00:03:55.000 --> 00:03:56.000]  不是
[00:03:56.000 --> 00:03:59.000]  因為看下去再知道
[00:03:59.000 --> 00:04:04.000]  撒旦的控告是不是合情合理呢
[00:04:05.000 --> 00:04:06.000]  好像是
[00:04:06.000 --> 00:04:07.000]  但其實不是
[00:04:07.000 --> 00:04:09.000]  是不符合聖經所說的
[00:04:09.000 --> 00:04:13.000]  如果我們按撒旦這個標準來看的時候
[00:04:13.000 --> 00:04:17.000]  就是說只有完全沒有犯過罪的人
[00:04:17.000 --> 00:04:20.000]  才有資格侍奉神的時候
[00:04:20.000 --> 00:04:25.000]  試問世界上還有誰有資格侍奉神呢
[00:04:25.000 --> 00:04:30.000]  因為聖經很清楚告訴我們
[00:04:30.000 --> 00:04:32.000]  世人都犯了罪
[00:04:33.000 --> 00:04:35.000]  這是羅馬書三章說的
[00:04:35.000 --> 00:04:38.000]  我們看看神怎麼說
[00:04:38.000 --> 00:04:40.000]  我們看回第二節
[00:04:40.000 --> 00:04:43.000]  耶和華向撒旦說
[00:04:43.000 --> 00:04:45.000]  撒旦啊 耶和華責備你
[00:04:45.000 --> 00:04:50.000]  這不是從火中抽出來的一根柴嗎
[00:04:50.000 --> 00:04:55.000]  這句話的意思是說
[00:04:55.000 --> 00:04:58.000]  撒旦啊 你搞錯了
[00:04:59.000 --> 00:05:04.000]  這個約書亞是我從罪惡世界這個火爐裡
[00:05:04.000 --> 00:05:06.000]  拯救出來的人
[00:05:06.000 --> 00:05:11.000]  從火爐拉出來的東西
[00:05:11.000 --> 00:05:13.000]  當然會燒焦了
[00:05:13.000 --> 00:05:19.000]  神當然知道約書亞是有罪惡
[00:05:19.000 --> 00:05:23.000]  但是神說他仍然可以侍奉他
[00:05:23.000 --> 00:05:25.000]  為什麼呢
[00:05:25.000 --> 00:05:28.000]  第四節
[00:05:30.000 --> 00:05:32.000]  使者吩咐站在面前的說
[00:05:32.000 --> 00:05:35.000]  你們要脫去他污穢的衣服
[00:05:35.000 --> 00:05:37.000]  有對約書亞說
[00:05:37.000 --> 00:05:39.000]  我使你脫離罪孽
[00:05:39.000 --> 00:05:42.000]  要給你穿上華美的衣服
[00:05:42.000 --> 00:05:46.000]  這句話的意思
[00:05:46.000 --> 00:05:48.000]  正正就好像我們
[00:05:48.000 --> 00:05:51.000]  當我們去看已忽所書四章的時候
[00:05:51.000 --> 00:05:54.000]  就是二十二和二十四節裡面有說到
[00:05:54.000 --> 00:05:58.000]  就是說我們要脫去行為上的舊人
[00:05:59.000 --> 00:06:01.000]  然後又要穿上新人
[00:06:01.000 --> 00:06:06.000]  就是說要尋求合乎真理的人而聖潔的生活
[00:06:06.000 --> 00:06:09.000]  這樣我們就有資格
[00:06:09.000 --> 00:06:12.000]  我們就可以去侍奉神
[00:06:12.000 --> 00:06:17.000]  我們都知道在舊約裡面
[00:06:17.000 --> 00:06:20.000]  大祭司每年獻贖罪祭的時候他怎麼樣
[00:06:20.000 --> 00:06:25.000]  他首先要為自己獻祭贖罪
[00:06:25.000 --> 00:06:29.000]  就是說大祭司都會有罪的
[00:06:29.000 --> 00:06:32.000]  不過他要首先認罪悔改
[00:06:32.000 --> 00:06:33.000]  獻贖罪祭
[00:06:33.000 --> 00:06:37.000]  然後他就可以去侍奉神
[00:06:37.000 --> 00:06:44.000]  這個原則也都應用在今天的現代的教會裡面
[00:06:44.000 --> 00:06:46.000]  我們現代的信徒裡面
[00:06:46.000 --> 00:06:53.000]  我們看回已忽所書四章二十七節
[00:06:55.000 --> 00:06:59.000]  這裡提到說也不可給魔鬼留地步
[00:06:59.000 --> 00:07:03.000]  意思就是說當我們脫去舊人
[00:07:03.000 --> 00:07:07.000]  穿上新人願意過聖潔的生活的時候
[00:07:07.000 --> 00:07:10.000]  我們就可以侍奉神
[00:07:10.000 --> 00:07:17.000]  我們就可以留地步給魔鬼
[00:07:17.000 --> 00:07:26.000]  意思就是說這樣撒旦就再沒有藉口把柄來控告我們
[00:07:26.000 --> 00:07:31.000]  弟兄姊妹
[00:07:31.000 --> 00:07:37.000]  撒旦常常會用罪疚感來攻擊我們
[00:07:37.000 --> 00:07:39.000]  控告我們
[00:07:39.000 --> 00:07:41.000]  令我們腳軟
[00:07:41.000 --> 00:07:43.000]  令我們退縮
[00:07:43.000 --> 00:07:45.000]  令我們不敢侍奉
[00:07:46.000 --> 00:07:51.000]  甚至令我們不敢回來敬拜聚會
