
[00:00:00.000 --> 00:00:03.560]  今天就選了《采及記》的這幾章聖經
[00:00:03.560 --> 00:00:05.480]  講、回望
[00:00:05.480 --> 00:00:09.880]  來看看當中有什麼信息給到我們
[00:00:09.880 --> 00:00:11.920]  聖經很長
[00:00:11.920 --> 00:00:13.920]  我就不詳細讀了
[00:00:13.920 --> 00:00:15.680]  大家如果有聖經的話
[00:00:15.680 --> 00:00:16.680]  揭開你的聖經
[00:00:16.680 --> 00:00:18.120]  我一邊講的時候
[00:00:18.120 --> 00:00:20.720]  你大概想一想上面的文字
[00:00:20.720 --> 00:00:23.680]  是怎樣來一直跟著來的
[00:00:23.680 --> 00:00:27.200]  開頭的那一點點我會讀一讀的
[00:00:27.200 --> 00:00:29.200]  接著的那些我就會一邊講
[00:00:29.200 --> 00:00:33.080]  所以大家這樣看著聖經
[00:00:33.080 --> 00:00:35.920]  或者不看聖經一直聽著我講都可以了
[00:00:35.920 --> 00:00:38.600]  《采及記》25章
[00:00:38.600 --> 00:00:40.200]  如果你的聖經跟我這個一樣
[00:00:40.200 --> 00:00:42.120]  因為我這個是簡體字
[00:00:42.120 --> 00:00:42.880]  大字版
[00:00:42.880 --> 00:00:44.520]  跟你那個標題可能有些不同
[00:00:44.520 --> 00:00:48.440]  是命令造聖所
[00:00:48.440 --> 00:00:49.880]  是那個標題
[00:00:49.880 --> 00:00:51.840]  開頭25章那一篇
[00:00:51.840 --> 00:00:53.000]  這幾節我讀一讀
[00:00:53.000 --> 00:00:56.400]  因為有些很重要的重點
[00:00:56.400 --> 00:00:57.760]  聽我讀就行了
[00:00:58.400 --> 00:00:59.640]  25章第一篇
[00:00:59.640 --> 00:01:01.400]  "而華曉遇摩西說
[00:01:01.400 --> 00:01:06.080]  你告訴以色列人當為我送禮物來
[00:01:06.080 --> 00:01:08.320]  凡甘心樂意的你們
[00:01:08.320 --> 00:01:10.640]  就可以收下歸我
[00:01:10.640 --> 00:01:13.280]  所要收的禮物就是金銀銅
[00:01:13.280 --> 00:01:15.400]  藍色紫色珠紅色線
[00:01:15.400 --> 00:01:16.920]  細麻山羊毛
[00:01:16.920 --> 00:01:18.920]  染紅的公羊皮海口皮
[00:01:18.920 --> 00:01:19.920]  造甲木
[00:01:19.920 --> 00:01:21.160]  點燈的油
[00:01:21.160 --> 00:01:23.480]  定作高油和香的香料
[00:01:23.480 --> 00:01:26.200]  紅馬露與別樣的寶石
[00:01:26.200 --> 00:01:29.560]  可以相陷在以不得和空牌上
[00:01:29.560 --> 00:01:32.280]  又當為我造聖所
[00:01:32.280 --> 00:01:34.800]  使我可以住在他們中間
[00:01:34.800 --> 00:01:37.640]  製造帳幕和其中一切器具
[00:01:37.640 --> 00:01:40.400]  都要照我所指示理的樣式"
[00:01:40.400 --> 00:01:41.880]  接著下一段
[00:01:41.880 --> 00:01:43.960]  就寫著做約會的規定
[00:01:43.960 --> 00:01:44.760]  做陳詞
[00:01:44.760 --> 00:01:45.880]  卓子的規定
[00:01:45.880 --> 00:01:46.720]  是不是?
[00:01:46.720 --> 00:01:48.760]  開頭這幾節有什麼特別呢?
[00:01:48.760 --> 00:01:50.920]  大家這樣讀完的時候
[00:01:50.920 --> 00:01:53.960]  其實有兩個很重要的重點你會讀到
[00:01:53.960 --> 00:01:55.080]  第一個
[00:01:55.080 --> 00:01:58.520]  就是神說要造一個聖所
[00:01:58.520 --> 00:02:00.120]  的目的是什麼?
[00:02:00.120 --> 00:02:03.160]  我們做事有時候
[00:02:03.160 --> 00:02:05.480]  都是會有目的去做的
[00:02:05.480 --> 00:02:07.640]  做一件事當然有目的去做的
[00:02:07.640 --> 00:02:10.560]  神叫摩西做一個聖所有什麼目的呢?
[00:02:10.560 --> 00:02:13.920]  在我剛才讀的裡面
[00:02:13.920 --> 00:02:15.160]  第八節
[00:02:15.160 --> 00:02:16.840]  為我造聖所
[00:02:16.840 --> 00:02:20.680]  使我可以住在他們中間
[00:02:20.680 --> 00:02:23.360]  這個就是神的心願
[00:02:23.360 --> 00:02:25.080]  祂要造一個聖所
[00:02:25.080 --> 00:02:26.200]  祂很想什麼呢?
[00:02:26.200 --> 00:02:27.240]  神很想怎樣呢?
[00:02:27.240 --> 00:02:29.240]  住在人的中間
[00:02:29.240 --> 00:02:34.120]  這個心願是很偉大
[00:02:34.120 --> 00:02:35.680]  很厲害的
[00:02:35.680 --> 00:02:36.440]  為什麼呢?
[00:02:36.440 --> 00:02:37.720]  你追溯一路
[00:02:37.720 --> 00:02:39.320]  神為什麼要做人呢?
[00:02:39.320 --> 00:02:42.240]  自己好還是別人好
[00:02:42.240 --> 00:02:43.640]  他是神還是他好呢?
[00:02:43.640 --> 00:02:45.880]  做人是非常煩的
[00:02:45.880 --> 00:02:47.120]  是很煩的
[00:02:47.120 --> 00:02:48.040]  聖經就看到了
[00:02:48.040 --> 00:02:49.680]  神一直在為別人煩
[00:02:50.360 --> 00:02:55.320]  這個有時候我們看電視劇或者聽別人講
[00:02:55.320 --> 00:02:57.120]  有些東西都講得很有意思的
[00:02:57.120 --> 00:02:58.160]  就說
[00:02:58.160 --> 00:03:00.560]  就算你很富有
[00:03:00.560 --> 00:03:02.600]  很富有
[00:03:02.600 --> 00:03:04.440]  什麼都擁有了
[00:03:04.440 --> 00:03:06.640]  如果沒有人跟你分享
[00:03:06.640 --> 00:03:08.320]  你還是很孤單的
[00:03:08.320 --> 00:03:11.840]  這句話應該是對的
[00:03:11.840 --> 00:03:13.880]  雖然這裡每一個人都還沒去到
[00:03:13.880 --> 00:03:15.960]  很富有很富有很富有的階段
[00:03:15.960 --> 00:03:18.240]  但是你總會擁有一些東西的
[00:03:19.160 --> 00:03:20.680]  總會擁有一些東西
[00:03:20.680 --> 00:03:24.280]  如果你沒有人跟你分享你所擁有的
[00:03:24.280 --> 00:03:25.720]  都沒什麼意思
[00:03:25.720 --> 00:03:26.840]  神就是這樣
[00:03:26.840 --> 00:03:28.560]  神很豐盛
[00:03:28.560 --> 00:03:30.160]  非常厲害
[00:03:30.160 --> 00:03:33.560]  他要做人出來跟他一起分享
[00:03:33.560 --> 00:03:37.760]  其實天父做人的時候是為了人跟他一起來住的
[00:03:37.760 --> 00:03:39.040]  不過人
[00:03:39.040 --> 00:03:41.120]  因著人性的問題犯罪
[00:03:41.120 --> 00:03:44.440]  神沒辦法要將人趕出伊甸園而已
[00:03:44.440 --> 00:03:47.280]  但是神的心願一直沒有變過
[00:03:48.560 --> 00:03:49.880]  要想辦法
[00:03:49.880 --> 00:03:51.880]  挽救這個問題
[00:03:51.880 --> 00:03:53.680]  拯救這些罪人
[00:03:53.680 --> 00:03:54.960]  所以
[00:03:54.960 --> 00:03:56.200]  做這個帳幕
[00:03:56.200 --> 00:03:57.720]  就是神原有這個目的
[00:03:57.720 --> 00:03:58.680]  一路不變
[00:03:58.680 --> 00:04:00.760]  要與神同住
[00:04:00.760 --> 00:04:02.560]  到今天一樣
[00:04:02.560 --> 00:04:04.480]  形式會有些不同了
[00:04:04.480 --> 00:04:07.040]  但是在這裡所表現出來
[00:04:07.040 --> 00:04:07.880]  做這個會幕
[00:04:07.880 --> 00:04:09.960]  目的一致的
[00:04:09.960 --> 00:04:12.280]  要與人同住
[00:04:12.280 --> 00:04:13.680]  跟人一起
[00:04:13.680 --> 00:04:16.280]  這個心意我們要很清晰
[00:04:16.280 --> 00:04:20.680]  這是神一直的心願我們要與神一起
[00:04:20.680 --> 00:04:22.440]  因為人有罪嘛
[00:04:22.440 --> 00:04:24.000]  亞當夏娃犯罪
[00:04:24.000 --> 00:04:26.680]  罪與神之間有阻隔
[00:04:26.680 --> 00:04:30.680]  神是絕對性別不能夠容許有罪的
[00:04:30.680 --> 00:04:31.640]  所以沒辦法了
[00:04:31.640 --> 00:04:32.560]  要與人分開
[00:04:32.560 --> 00:04:36.680]  我們傳福音的時候提過大家
[00:04:36.680 --> 00:04:38.920]  要善用一節聖經
[00:04:38.920 --> 00:04:41.080]  我們那個五色小冊子也有
[00:04:41.080 --> 00:04:43.080]  說人都犯了罪
[00:04:43.080 --> 00:04:44.560]  我們選了一節聖經
[00:04:44.560 --> 00:04:45.880]  歷代之下
[00:04:46.680 --> 00:04:48.960]  六章三十節
[00:04:48.960 --> 00:04:50.280]  六三六
[00:04:50.280 --> 00:04:51.280]  歷代之下
[00:04:51.280 --> 00:04:53.760]  世上沒有不犯罪的人
[00:04:53.760 --> 00:04:55.680]  所有人都會犯罪
[00:04:55.680 --> 00:04:57.680]  所有人在現實上都犯罪
[00:04:57.680 --> 00:04:59.480]  所以跟神有阻隔
[00:04:59.480 --> 00:05:01.760]  神就不能夠與我們同住
[00:05:01.760 --> 00:05:04.040]  所以這個人的罪
[00:05:04.040 --> 00:05:07.680]  阻礙了神不能夠與人同住
[00:05:07.680 --> 00:05:11.240]  神做這個叫解決這個問題
