
[00:00:00.000 --> 00:00:02.000]  不知大家有沒有留意到
[00:00:02.000 --> 00:00:05.000]  每一次你認識一位新的朋友的時候
[00:00:05.000 --> 00:00:10.000]  可能對方首先會問你幾句話
[00:00:10.000 --> 00:00:12.000]  會問你什麼?
[00:00:12.000 --> 00:00:14.000]  問你貴姓
[00:00:14.000 --> 00:00:17.000]  接著很快可能會問你
[00:00:17.000 --> 00:00:20.000]  你在哪裡上班?
[00:00:20.000 --> 00:00:25.000]  似乎這個很喜歡問人在哪裡上班
[00:00:25.000 --> 00:00:30.000]  可能也是一個機會了解一下對方
[00:00:30.000 --> 00:00:32.000]  究竟你的身份
[00:00:32.000 --> 00:00:33.000]  你的地位
[00:00:33.000 --> 00:00:34.000]  你的身家
[00:00:34.000 --> 00:00:36.000]  或者你的一切一切
[00:00:36.000 --> 00:00:38.000]  都多一點的了解
[00:00:38.000 --> 00:00:41.000]  從你做的工作開始了解
[00:00:41.000 --> 00:00:42.000]  實際上是真的
[00:00:42.000 --> 00:00:47.000]  我們人生很大部分的時間
[00:00:47.000 --> 00:00:49.000]  都是工作
[00:00:49.000 --> 00:00:50.000]  都是上班
[00:00:50.000 --> 00:00:52.000]  很大部分的時間
[00:00:52.000 --> 00:00:54.000]  所以我們都會
[00:00:54.000 --> 00:00:56.000]  在這份工作裏面
[00:00:56.000 --> 00:00:58.000]  在打工裏面
[00:00:58.000 --> 00:01:00.000]  一段程度很大的時間
[00:01:00.000 --> 00:01:03.000]  不知不覺這些工作
[00:01:03.000 --> 00:01:06.000]  都是我們生命裏面很重要的部分
[00:01:06.000 --> 00:01:10.000]  甚至比任何事情都更重要
[00:01:10.000 --> 00:01:12.000]  因為我們似乎這份工作
[00:01:12.000 --> 00:01:16.000]  是我們人生的全部情況
[00:01:16.000 --> 00:01:19.000]  但是今天其實我們再去思想的時候
[00:01:19.000 --> 00:01:22.000]  究竟工作
[00:01:22.000 --> 00:01:25.000]  是我們人生的意義又如何呢?
[00:01:25.000 --> 00:01:28.000]  應該有什麼定位在裏面呢?
[00:01:28.000 --> 00:01:33.000]  今天我們繼續看大衛的生平事蹟
[00:01:33.000 --> 00:01:35.000]  上次我就說
[00:01:35.000 --> 00:01:37.000]  注入新酒
[00:01:37.000 --> 00:01:40.000]  哪怕是一個平凡人
[00:01:40.000 --> 00:01:43.000]  大衛是一個平凡的
[00:01:43.000 --> 00:01:47.000]  百里行小鎮裏面
[00:01:47.000 --> 00:01:52.000]  是一個畜牧家庭裏面的小兒子
[00:01:52.000 --> 00:01:55.000]  他做一個牧羊人
[00:01:55.000 --> 00:01:57.000]  一個都是很平凡
[00:01:57.000 --> 00:02:00.000]  很普通的工作
[00:02:00.000 --> 00:02:05.000]  或者在家裏面慢慢長大
[00:02:05.000 --> 00:02:06.000]  真的出來
[00:02:06.000 --> 00:02:10.000]  他可能要離開這個家庭
[00:02:10.000 --> 00:02:11.000]  離鄉別井
[00:02:11.000 --> 00:02:14.000]  他要他有自己的人生
[00:02:14.000 --> 00:02:17.000]  他要有自己的工作
[00:02:17.000 --> 00:02:21.000]  有他方向的時候
[00:02:21.000 --> 00:02:23.000]  究竟神是怎樣帶領他呢?
[00:02:23.000 --> 00:02:26.000]  當然我們用這個題目
[00:02:26.000 --> 00:02:30.000]  這個系列叫注入新酒
[00:02:30.000 --> 00:02:33.000]  一方面我一直在配合新酒
[00:02:33.000 --> 00:02:35.000]  新皮袋這個主題
[00:02:35.000 --> 00:02:36.000]  但同時間
[00:02:36.000 --> 00:02:38.000]  為什麼注入新酒呢?
[00:02:38.000 --> 00:02:41.000]  就是其實藉著大衛的生平
[00:02:41.000 --> 00:02:46.000]  看到他在一個皮袋裏面
[00:02:46.000 --> 00:02:48.000]  有些新酒
[00:02:48.000 --> 00:02:51.000]  新酒正正就好像
[00:02:51.000 --> 00:02:54.000]  在這段經文的前一節
[00:02:54.000 --> 00:02:56.000]  就是十六章十三節
[00:02:56.000 --> 00:02:59.000]  如果大家可能還記得一點
[00:02:59.000 --> 00:03:01.000]  耶和華的靈
[00:03:01.000 --> 00:03:04.000]  大大感動大衛
[00:03:04.000 --> 00:03:07.000]  這個可以說
[00:03:07.000 --> 00:03:11.000]  大衛出現在薩姆爾記上
[00:03:11.000 --> 00:03:14.000]  或者剛剛出現這個人物的時候
[00:03:14.000 --> 00:03:17.000]  很快看到神的靈
[00:03:17.000 --> 00:03:20.000]  就進入他自己的生命裏面
[00:03:20.000 --> 00:03:23.000]  就好像注入了新酒
[00:03:23.000 --> 00:03:25.000]  所以他每一件事
[00:03:25.000 --> 00:03:28.000]  都是與一般人不同
[00:03:28.000 --> 00:03:30.000]  所以今天我的題目是
[00:03:30.000 --> 00:03:33.000]  君王的工作
[00:03:33.000 --> 00:03:36.000]  他人生的工作
[00:03:36.000 --> 00:03:39.000]  他的照命就好像
[00:03:39.000 --> 00:03:42.000]  這位上帝呼召他
[00:03:42.000 --> 00:03:46.000]  就好像延續了這位君王
[00:03:46.000 --> 00:03:50.000]  主耶穌基督的工作
[00:03:50.000 --> 00:03:53.000]  能夠他的身份
[00:03:53.000 --> 00:03:56.000]  不單止後來成為一個君王
[00:03:56.000 --> 00:04:00.000]  本身他自己人生的照命
[00:04:00.000 --> 00:04:04.000]  就是延續了神的主權
[00:04:04.000 --> 00:04:06.000]  所以幾方面跟大家一起看
[00:04:06.000 --> 00:04:08.000]  第一就是失去意義的工作
[00:04:08.000 --> 00:04:11.000]  第二方面就是神呼召人工作
[00:04:11.000 --> 00:04:16.000]  第三就是用生命去工作
[00:04:16.000 --> 00:04:18.000]  這個失去意義的工作
[00:04:18.000 --> 00:04:20.000]  是在十四到十八節
[00:04:20.000 --> 00:04:23.000]  剛才主席也給我們讀了出來
[00:04:23.000 --> 00:04:26.000]  這裏當然是在講掃羅
[00:04:26.000 --> 00:04:30.000]  因為我們要看掃羅一點的背景
[00:04:30.000 --> 00:04:34.000]  因為當神借助薩姆爾
[00:04:34.000 --> 00:04:36.000]  去到耶穌的家裡
[00:04:36.000 --> 00:04:40.000]  說我要高立一位新王
[00:04:40.000 --> 00:04:42.000]  這個竟然就是大衛
[00:04:42.000 --> 00:04:46.000]  但是從這段經文的開始
[00:04:46.000 --> 00:04:51.000]  大衛開始初遇接觸掃羅
[00:04:51.000 --> 00:04:53.000]  他們兩者之間
[00:04:53.000 --> 00:04:56.000]  接著在薩姆爾十六章
[00:04:56.000 --> 00:04:58.000]  這些經文之後
[00:04:58.000 --> 00:05:00.000]  就會交替的出現
[00:05:00.000 --> 00:05:02.000]  而他們的出現
[00:05:02.000 --> 00:05:07.000]  正正也是看到兩方面的走向
[00:05:07.000 --> 00:05:09.000]  一方面你會看到掃羅
[00:05:09.000 --> 00:05:13.000]  好像慢慢慢慢從高位慢慢跌下來
[00:05:13.000 --> 00:05:19.000]  或者掃羅已經慢慢不受神的重用
[00:05:19.000 --> 00:05:21.000]  當然前面有一段經文說
[00:05:21.000 --> 00:05:24.000]  我已經厭棄了掃羅
[00:05:24.000 --> 00:05:27.000]  但當然不是一下子就將它踢走
[00:05:27.000 --> 00:05:31.000]  但同時大衛說我要高立他為王
[00:05:31.000 --> 00:05:35.000]  而不是一下子就坐在皇宮裡
[00:05:35.000 --> 00:05:36.000]  這個皇座裡
[00:05:36.000 --> 00:05:40.000]  你會看到大衛慢慢慢慢提升
[00:05:40.000 --> 00:05:42.000]  慢慢慢慢升高
[00:05:42.000 --> 00:05:47.000]  好像一個起一個跌下來的情況
[00:05:47.000 --> 00:05:49.000]  他們慢慢交織
[00:05:49.000 --> 00:05:51.000]  而往往聖經裏面
[00:05:51.000 --> 00:05:54.000]  是一個對比他們兩個生命的不同
[00:05:54.000 --> 00:05:56.000]  一個不同的走向
[00:05:56.000 --> 00:06:01.000]  當然這個很重要的理解
[00:06:01.000 --> 00:06:03.000]  剛才我說的十三節
[00:06:03.000 --> 00:06:06.000]  神的靈大大感動大衛
[00:06:06.000 --> 00:06:08.000]  十四節第一句怎麼說
[00:06:08.000 --> 00:06:14.000]  就是耶和的靈離開掃羅
[00:06:14.000 --> 00:06:18.000]  神的靈是一個很重要的角色
[00:06:18.000 --> 00:06:22.000]  在兩者之間成為一個很大的具備
[00:06:22.000 --> 00:06:26.000]  一個靈是要進入大衛身上
[00:06:26.000 --> 00:06:29.000]  一個靈要從掃羅身上慢慢離開
[00:06:29.000 --> 00:06:34.000]  你就會體會到生命的走向是不同
[00:06:34.000 --> 00:06:36.000]  所以失去意義的工作
[00:06:36.000 --> 00:06:39.000]  可以說成為了掃羅王
[00:06:39.000 --> 00:06:41.000]  他本來是一個皇帝
[00:06:41.000 --> 00:06:43.000]  本來是神所高立的皇帝
[00:06:43.000 --> 00:06:49.000]  但他現在的工作好像不再有意義了
[00:06:49.000 --> 00:06:55.000]  在神的眼中不再是真的有益處了
[00:06:55.000 --> 00:06:57.000]  為什麼會變成這樣呢
[00:06:57.000 --> 00:07:02.000]  我看到可能掃羅是
[00:07:02.000 --> 00:07:06.000]  他越來越沉醉他的工作
[00:07:06.000 --> 00:07:09.000]  你說他醉心工作沒有壞
[00:07:09.000 --> 00:07:12.000]  他努力工作很多上司很喜歡
[00:07:12.000 --> 00:07:17.000]  但是這位神就體會到他
[00:07:17.000 --> 00:07:21.000]  他沉醉在工作所帶來的成就感
