
[00:00:00.000 --> 00:00:03.000]  在地上活了超過半個世紀
[00:00:03.000 --> 00:00:05.000]  如果有一件事
[00:00:05.000 --> 00:00:09.000]  可以說是和這個世界結下不解緣
[00:00:09.000 --> 00:00:11.000]  這個應該就是書本了
[00:00:11.000 --> 00:00:15.000]  我是自小學開始喜歡看書
[00:00:15.000 --> 00:00:22.000]  大半生是和書本一起度過
[00:00:22.000 --> 00:00:24.000]  我未試過
[00:00:24.000 --> 00:00:31.000]  看那本書會追回譯文的原本
[00:00:31.000 --> 00:00:33.000]  最近看了一本書
[00:00:33.000 --> 00:00:36.000]  我是先注意英文本的
[00:00:36.000 --> 00:00:39.000]  但那本書英文本也是譯本
[00:00:39.000 --> 00:00:41.000]  它是譯字葡萄牙
[00:00:41.000 --> 00:00:47.000]  一本書叫Old Alchemist
[00:00:47.000 --> 00:00:50.000]  即是英文譯作Alchemist
[00:00:50.000 --> 00:00:53.000]  煉金詩
[00:00:53.000 --> 00:00:55.000]  然後它有一個子題
[00:00:55.000 --> 00:00:57.000]  那個子題就叫做
[00:00:57.000 --> 00:01:06.000]  一個追隨自己心裏面的夢想的現代神話
[00:01:06.000 --> 00:01:09.000]  英文的譯本非常明白
[00:01:09.000 --> 00:01:14.000]  大概小學六年級的程度就可以看得明白
[00:01:14.000 --> 00:01:17.000]  中文的譯本大體上不錯
[00:01:17.000 --> 00:01:20.000]  但很多譯錯
[00:01:20.000 --> 00:01:27.000]  這本書我預備用一些時間將故事講給你聽
[00:01:27.000 --> 00:01:31.000]  那個故事是講一個牧羊人
[00:01:31.000 --> 00:01:35.000]  怎樣追隨他自己的夢想
[00:01:35.000 --> 00:01:40.000]  而最終是夢想成真
[00:01:40.000 --> 00:01:44.000]  作者是一個世界級的
[00:01:44.000 --> 00:01:47.000]  一個有名的作家
[00:01:47.000 --> 00:01:51.000]  叫做Palo Coelho
[00:01:51.000 --> 00:01:54.000]  是一個巴西人
[00:01:54.000 --> 00:01:57.000]  他開始的時候
[00:01:57.000 --> 00:02:03.000]  用一個人人都很熟悉的希臘神話的故事開始
[00:02:03.000 --> 00:02:07.000]  但給他一個很獨特的結尾
[00:02:07.000 --> 00:02:14.000]  這個神話就是一個少年太愛自己的美貌
[00:02:14.000 --> 00:02:17.000]  終日在湖邊望自己的倒影
[00:02:17.000 --> 00:02:23.000]  最終就掉進湖裡淹死了
[00:02:23.000 --> 00:02:28.000]  在湖邊長出一朵水仙花
[00:02:28.000 --> 00:02:31.000]  水仙花就是叫這個名字
[00:02:31.000 --> 00:02:33.000]  湖水變成了鹹
[00:02:33.000 --> 00:02:39.000]  但是因為湖鹹它變成了鹹
[00:02:39.000 --> 00:02:43.000]  森林女神有一次有一天來到
[00:02:43.000 --> 00:02:45.000]  看到湖變成了鹹就問她
[00:02:45.000 --> 00:02:49.000]  為甚麼你要哭呢
[00:02:49.000 --> 00:02:55.000]  你是否很捨不得那個美貌的少年
[00:02:55.000 --> 00:02:58.000]  如果是的話也不奇怪
[00:02:58.000 --> 00:03:03.000]  因為我們全個森林的人的活物
[00:03:03.000 --> 00:03:08.000]  都經常希望可以借點意來親近他
[00:03:08.000 --> 00:03:09.000]  這個湖邊話
[00:03:09.000 --> 00:03:11.000]  這個湖就說
[00:03:11.000 --> 00:03:12.000]  哭我就真的哭
[00:03:12.000 --> 00:03:16.000]  但是不是真的因為那個少年人很美麗
[00:03:16.000 --> 00:03:18.000]  她說你不知道嗎
[00:03:18.000 --> 00:03:21.000]  你每天都看到那個少年
[00:03:21.000 --> 00:03:26.000]  在你的倒影裡來欣賞他的美麗
[00:03:26.000 --> 00:03:28.000]  那個湖就說
[00:03:28.000 --> 00:03:34.000]  他不是看到我很美嗎
[00:03:34.000 --> 00:03:38.000]  我在他的眼神裡面
[00:03:38.000 --> 00:03:42.000]  我看到自己很美
[00:03:42.000 --> 00:03:47.000]  這個女神就笑著離開了
[00:03:47.000 --> 00:03:49.000]  我覺得這個故事
[00:03:49.000 --> 00:03:52.000]  它給他一個新的演繹
[00:03:52.000 --> 00:03:57.000]  跟他整個故事要帶出的意思很有關係
[00:03:57.000 --> 00:04:04.000]  話說在一個地方
[00:04:04.000 --> 00:04:07.000]  有一個少年人叫聖地牙哥
[00:04:07.000 --> 00:04:11.000]  他是一個牧羊人
[00:04:11.000 --> 00:04:13.000]  當他讀完書
[00:04:13.000 --> 00:04:18.000]  爸爸就很想他進神學院做個修士
[00:04:18.000 --> 00:04:20.000]  這樣就可以光宗耀祖了
[00:04:20.000 --> 00:04:22.000]  這個是天主教地方
[00:04:22.000 --> 00:04:28.000]  農家的父母最喜歡有的一個夢想
[00:04:28.000 --> 00:04:30.000]  但那個小孩就覺得
[00:04:30.000 --> 00:04:33.000]  他在修道院我哪裡會看到神呢
[00:04:33.000 --> 00:04:34.000]  我是喜歡旅行
[00:04:34.000 --> 00:04:36.000]  我不喜歡困在一個地方
[00:04:36.000 --> 00:04:39.000]  於是他就求爸爸給他一些錢
[00:04:39.000 --> 00:04:42.000]  讓他可以買一批羊用來牧荒
[00:04:42.000 --> 00:04:46.000]  於是他爸爸就叫他
[00:04:46.000 --> 00:04:53.000]  就讓他給他一些錢去牧羊
[00:04:53.000 --> 00:04:55.000]  一開始牧羊的時候
[00:04:55.000 --> 00:05:00.000]  他就去到一個雜貨舖
[00:05:00.000 --> 00:05:02.000]  這個雜貨舖有一個女
[00:05:02.000 --> 00:05:05.000]  他很喜歡那個女孩子
[00:05:05.000 --> 00:05:09.000]  他很想把羊毛賣給那個雜貨舖的老闆
[00:05:09.000 --> 00:05:11.000]  但那個時候雜貨舖很忙
[00:05:11.000 --> 00:05:13.000]  於是老闆叫他等一下
[00:05:13.000 --> 00:05:15.000]  他就拿本書出來
[00:05:15.000 --> 00:05:16.000]  坐在樓梯級那裡
[00:05:16.000 --> 00:05:18.000]  就一邊讀一邊等
[00:05:18.000 --> 00:05:20.000]  誰知道這個雜貨舖老闆的女兒
[00:05:20.000 --> 00:05:21.000]  就覺得很奇怪
[00:05:21.000 --> 00:05:24.000]  為什麼牧羊人都懂得讀書
[00:05:24.000 --> 00:05:26.000]  於是就和他聊天
[00:05:26.000 --> 00:05:27.000]  誰知道和他聊天
[00:05:27.000 --> 00:05:29.000]  他就很喜歡了
[00:05:29.000 --> 00:05:30.000]  原來這個小孩
[00:05:30.000 --> 00:05:33.000]  他本來就很喜歡和羊聊天
[00:05:33.000 --> 00:05:36.000]  但是和羊聊天怎麼像和女孩子聊天呢
[00:05:36.000 --> 00:05:38.000]  於是他就很喜歡這個女孩子
[00:05:38.000 --> 00:05:41.000]  就很盼望經常都有機會
[00:05:41.000 --> 00:05:44.000]  可以來把羊毛賣給那個老闆
[00:05:44.000 --> 00:05:47.000]  現在又是過了一年
[00:05:47.000 --> 00:05:50.000]  還有四天就是到約期了
[00:05:50.000 --> 00:05:52.000]  他就很興奮
[00:05:52.000 --> 00:05:58.000]  等待可以去賣羊毛給這個老闆的時候
[00:05:58.000 --> 00:06:01.000]  因為他很想見那個女孩子
[00:06:01.000 --> 00:06:04.000]  誰知道他在那裡又是見到
[00:06:04.000 --> 00:06:05.000]  很忙很忙
[00:06:05.000 --> 00:06:08.000]  那個雜貨舖老闆又是沒空招呼他
[00:06:08.000 --> 00:06:09.000]  結果他在那裡等
[00:06:09.000 --> 00:06:11.000]  等了很久
[00:06:11.000 --> 00:06:12.000]  在等的時候
[00:06:12.000 --> 00:06:14.000]  他就去買一個午餐
[00:06:14.000 --> 00:06:16.000]  就坐在一個廣場那裡
[00:06:16.000 --> 00:06:22.000]  就一邊吃一邊等老闆召見他
[00:06:22.000 --> 00:06:24.000]  在他吃的時候
[00:06:24.000 --> 00:06:27.000]  突然間有一個老人走過來
[00:06:27.000 --> 00:06:28.000]  坐在那裡
[00:06:28.000 --> 00:06:29.000]  就問他
[00:06:29.000 --> 00:06:31.000]  你在看什麼書啊
[00:06:31.000 --> 00:06:34.000]  這個牧羊人就不喜歡理睬他
[00:06:34.000 --> 00:06:36.000]  因為他不喜歡和陌生人聊天
[00:06:36.000 --> 00:06:39.000]  他就說看書
[00:06:39.000 --> 00:06:41.000]  然後這個老人就說
