
[00:00:00.000 --> 00:00:02.000]  大家弟兄姊妹平安
[00:00:02.000 --> 00:00:04.000]  我們在疫情當中
[00:00:04.000 --> 00:00:07.000]  今天在網上的崇拜
[00:00:07.000 --> 00:00:09.000]  我們同心抗疫
[00:00:09.000 --> 00:00:10.000]  大家努力
[00:00:10.000 --> 00:00:13.000]  相信大家在同心抗疫的時候
[00:00:13.000 --> 00:00:15.000]  都多了留在家裏
[00:00:15.000 --> 00:00:17.000]  不知道大家怎麼度過呢
[00:00:17.000 --> 00:00:20.000]  我很明顯多了看電視
[00:00:20.000 --> 00:00:23.000]  有一套劇的劇情
[00:00:23.000 --> 00:00:26.000]  我覺得都挺值得心思
[00:00:26.000 --> 00:00:28.000]  或者值得我們去想一想
[00:00:28.000 --> 00:00:31.000]  幾個中年人
[00:00:31.000 --> 00:00:33.000]  因爲十八年前的一件事
[00:00:33.000 --> 00:00:35.000]  令他們十八年來都沒有見面
[00:00:35.000 --> 00:00:37.000]  但是十八年後的今天
[00:00:37.000 --> 00:00:39.000]  他們終於要走在一起了
[00:00:39.000 --> 00:00:42.000]  而且他們十八年後的今天
[00:00:42.000 --> 00:00:44.000]  每遇到一件事
[00:00:44.000 --> 00:00:48.000]  其實都是因爲十八年前那件事所引發的
[00:00:48.000 --> 00:00:53.000]  終於主角受到良心
[00:00:53.000 --> 00:00:55.000]  天意
[00:00:55.000 --> 00:00:57.000]  法律的審判
[00:00:57.000 --> 00:00:59.000]  我覺得這個劇情
[00:00:59.000 --> 00:01:01.000]  這個故事
[00:01:01.000 --> 00:01:04.000]  都挺像我們現在教會一直講的
[00:01:04.000 --> 00:01:05.000]  使徒行傳
[00:01:05.000 --> 00:01:09.000]  今天就講到使徒行傳的最後一個段落
[00:01:09.000 --> 00:01:13.000]  就是保羅帶着自己的案件
[00:01:13.000 --> 00:01:18.000]  要去羅馬向海撒尋求海撒的判決
[00:01:18.000 --> 00:01:20.000]  保羅的遭遇
[00:01:20.000 --> 00:01:22.000]  或者他在
[00:01:22.000 --> 00:01:25.000]  不單止是最後這個段落
[00:01:25.000 --> 00:01:27.000]  或者再拉闊一些
[00:01:27.000 --> 00:01:31.000]  在保羅整個要去羅馬的行程當中
[00:01:31.000 --> 00:01:33.000]  他所遇到的每一件事
[00:01:33.000 --> 00:01:37.000]  其實都和二十五年前所發生的一件事有關
[00:01:37.000 --> 00:01:40.000]  由那一件事引發出來
[00:01:40.000 --> 00:01:44.000]  所以我就借用了電視劇的劇名
[00:01:44.000 --> 00:01:45.000]  改一個數目字
[00:01:45.000 --> 00:01:47.000]  就成爲了今天的講題
[00:01:47.000 --> 00:01:50.000]  二十五年後的終極告白
[00:01:50.000 --> 00:01:54.000]  我們一起看看二十五年前究竟發生了什麼事
[00:01:54.000 --> 00:01:55.000]  保羅今天
[00:01:55.000 --> 00:01:57.000]  或者使徒行傳
[00:01:57.000 --> 00:01:58.000]  後來這個段落
[00:01:58.000 --> 00:01:59.000]  他說要去羅馬
[00:01:59.000 --> 00:02:01.000]  這個故事
[00:02:01.000 --> 00:02:03.000]  其實有什麼關係呢
[00:02:03.000 --> 00:02:06.000]  保羅這個案件
[00:02:06.000 --> 00:02:08.000]  他說要去海撒面前上訴
[00:02:08.000 --> 00:02:10.000]  終於他得到什麼判決
[00:02:10.000 --> 00:02:13.000]  或者他的審訊是怎麼樣呢
[00:02:13.000 --> 00:02:14.000]  更加重要
[00:02:14.000 --> 00:02:15.000]  當然我們看看
[00:02:15.000 --> 00:02:17.000]  就是使徒行傳的作者路加
[00:02:17.000 --> 00:02:20.000]  他要透過這個最後的段落
[00:02:20.000 --> 00:02:23.000]  講一個什麼終極告白給我們聽呢
[00:02:23.000 --> 00:02:26.000]  我們一起有個簡單的祈禱
[00:02:26.000 --> 00:02:28.000]  我們低頭祈禱
[00:02:28.000 --> 00:02:30.000]  真愛天父上帝
[00:02:30.000 --> 00:02:33.000]  多謝你讓我們在網上有崇拜
[00:02:33.000 --> 00:02:37.000]  並且可以繼續的去看使徒行傳
[00:02:37.000 --> 00:02:39.000]  去明白你自己的信息
[00:02:39.000 --> 00:02:41.000]  求你保守你的信息
[00:02:41.000 --> 00:02:45.000]  並且讓講的聽的都能夠得到教導
[00:02:45.000 --> 00:02:47.000]  和得到鼓舞
[00:02:47.000 --> 00:02:49.000]  感謝主聽禱告奉基督的命求
[00:02:49.000 --> 00:02:50.000]  阿們
[00:02:50.000 --> 00:02:53.000]  好 剛纔就講到
[00:02:53.000 --> 00:02:55.000]  其實我們一看
[00:02:55.000 --> 00:02:58.000]  可能都要看整個去羅馬的行程
[00:02:58.000 --> 00:03:00.000]  去羅馬的行程
[00:03:00.000 --> 00:03:03.000]  其實上次牧師講道的時候都講了
[00:03:03.000 --> 00:03:05.000]  在27章那裏開始
[00:03:05.000 --> 00:03:07.000]  保羅 一行人
[00:03:07.000 --> 00:03:09.000]  包括路加
[00:03:09.000 --> 00:03:12.000]  大家如果有聖經不如都可以拿出來
[00:03:12.000 --> 00:03:14.000]  可以順便揭一揭
[00:03:14.000 --> 00:03:16.000]  大概你都有些印象是講了什麼
[00:03:16.000 --> 00:03:18.000]  路加和阿里達古
[00:03:18.000 --> 00:03:19.000]  他們一行人
[00:03:19.000 --> 00:03:22.000]  由以色列的凱撒尼亞上船
[00:03:22.000 --> 00:03:26.000]  他們途中遇到超強的暴風
[00:03:26.000 --> 00:03:28.000]  然後在海上
[00:03:28.000 --> 00:03:31.000]  乘船人在海上漂流了14天
[00:03:31.000 --> 00:03:33.000]  差不多200多人
[00:03:33.000 --> 00:03:34.000]  接近300人
[00:03:34.000 --> 00:03:35.000]  他們都想着
[00:03:35.000 --> 00:03:37.000]  都差不多死定了
[00:03:37.000 --> 00:03:39.000]  但是天使就出現
[00:03:39.000 --> 00:03:41.000]  透過保羅向他們保證
[00:03:41.000 --> 00:03:42.000]  你們不會死的
[00:03:42.000 --> 00:03:44.000]  一個都不會少
[00:03:44.000 --> 00:03:46.000]  然後全船的人
[00:03:46.000 --> 00:03:49.000]  真的可以渡過了那個風暴
[00:03:49.000 --> 00:03:52.000]  安全地登陸到小島上
[00:03:52.000 --> 00:03:57.000]  他們還得到島上的人熱情的款待
[00:03:57.000 --> 00:03:58.000]  很突然
[00:03:58.000 --> 00:04:00.000]  上次可能都不夠時間講
[00:04:00.000 --> 00:04:03.000]  或者大家看經文都略略納到了
[00:04:03.000 --> 00:04:05.000]  他們在小島上
[00:04:05.000 --> 00:04:08.000]  保羅在火邊取暖的時候
[00:04:08.000 --> 00:04:10.000]  突然有隻蛇
[00:04:10.000 --> 00:04:12.000]  不是有隻蛇 是一條蛇
[00:04:12.000 --> 00:04:14.000]  咬着保羅不放
[00:04:14.000 --> 00:04:16.000]  然後看到的人就想着
[00:04:16.000 --> 00:04:17.000]  哎呀 保羅都是死定的了
[00:04:17.000 --> 00:04:18.000]  有隻毒蛇咬他
[00:04:18.000 --> 00:04:20.000]  但是誰知道保羅又沒有死
[00:04:20.000 --> 00:04:23.000]  然後島上的人就當他神
[00:04:23.000 --> 00:04:24.000]  差點當他神這樣拜
[00:04:24.000 --> 00:04:27.000]  保羅在島上的那段日子
[00:04:27.000 --> 00:04:30.000]  還醫治了島上患病的人
[00:04:30.000 --> 00:04:32.000]  沒多久之後
[00:04:32.000 --> 00:04:35.000]  繼續行程上船去羅馬
[00:04:35.000 --> 00:04:37.000]  作者路加
[00:04:37.000 --> 00:04:42.000]  在這個保羅去羅馬的行程的上半段
[00:04:42.000 --> 00:04:45.000]  寫得非常精彩緊張
[00:04:45.000 --> 00:04:48.000]  而且他好像越來越緊張
[00:04:48.000 --> 00:04:49.000]  經常就快死又不死
[00:04:49.000 --> 00:04:50.000]  就快死又不死
[00:04:50.000 --> 00:04:53.000]  然後大家就很期待
[00:04:53.000 --> 00:04:56.000]  如果跟着下半段的行程
[00:04:56.000 --> 00:04:57.000]  會不會更加刺激
[00:04:57.000 --> 00:04:59.000]  更加出人意表呢
[00:04:59.000 --> 00:05:01.000]  會不會有一個很特別的結局呢
[00:05:01.000 --> 00:05:03.000]  事不宜遲
[00:05:03.000 --> 00:05:05.000]  因爲難得我們
[00:05:05.000 --> 00:05:08.000]  英文不是成章成章地來
[00:05:08.000 --> 00:05:10.000]  難得都是比較短一點點
[00:05:10.000 --> 00:05:12.000]  我們一起看一看經文
[00:05:12.000 --> 00:05:14.000]  大家可以聽我讀一讀
[00:05:14.000 --> 00:05:17.000]  大家有個概念
[00:05:17.000 --> 00:05:19.000]  這一段究竟說什麼
[00:05:19.000 --> 00:05:21.000]  《使徒行傳》最後這一段
[00:05:21.000 --> 00:05:25.000]  是28章11至31節
[00:05:25.000 --> 00:05:26.000]  簡單來說
[00:05:26.000 --> 00:05:27.000]  過了三個月
[00:05:27.000 --> 00:05:29.000]  保羅到了羅馬
[00:05:29.000 --> 00:05:32.000]  當地的信徒去接待他
[00:05:32.000 --> 00:05:35.000]  然後保羅就向當地的猶太領袖說
[00:05:35.000 --> 00:05:36.000]  爲什麼他會來到羅馬呢
[00:05:36.000 --> 00:05:39.000]  爲什麼他要上訴到凱撒那裏呢
[00:05:39.000 --> 00:05:42.000]  然後保羅就勸那羣猶太人
[00:05:42.000 --> 00:05:44.000]  要相信耶穌
[00:05:44.000 --> 00:05:48.000]  耶穌就是以色列人所指望的那位救主
[00:05:48.000 --> 00:05:52.000]  結果就像以前一樣
[00:05:52.000 --> 00:05:53.000]  一直都是
[00:05:53.000 --> 00:05:54.000]  有些人聽有些人不聽
[00:05:54.000 --> 00:05:55.000]  然後就分散了
[00:05:55.000 --> 00:05:57.000]  保羅在羅馬
[00:05:57.000 --> 00:06:00.000]  應該是在等候上訴的期間
[00:06:00.000 --> 00:06:01.000]  這兩年
[00:06:01.000 --> 00:06:03.000]  他就找個地方住了
[00:06:03.000 --> 00:06:05.000]  然後見到他的人
[00:06:05.000 --> 00:06:06.000]  他也接待
[00:06:06.000 --> 00:06:08.000]  並且跟他們說神國的事
[00:06:08.000 --> 00:06:11.000]  跟他們說耶穌基督的教導
[00:06:11.000 --> 00:06:14.000]  這節課講完了
[00:06:14.000 --> 00:06:16.000]  大家是不是覺得結局很好呢
[00:06:16.000 --> 00:06:19.000]  很精彩吧
[00:06:19.000 --> 00:06:21.000]  相對於上半段
[00:06:21.000 --> 00:06:24.000]  行程那麼刺激那麼緊張
[00:06:24.000 --> 00:06:25.000]  這個結局
[00:06:25.000 --> 00:06:27.000]  看起來平淡了一點
[00:06:27.000 --> 00:06:29.000]  好像反高潮
[00:06:29.000 --> 00:06:32.000]  故事好像還沒完
[00:06:32.000 --> 00:06:33.000]  一般看故事
[00:06:33.000 --> 00:06:36.000]  我們看電視劇或者電影
[00:06:36.000 --> 00:06:38.000]  看到故事最後的時候
[00:06:38.000 --> 00:06:40.000]  你當然是期待一個定案
[00:06:40.000 --> 00:06:43.000]  或者定論是怎樣的
[00:06:43.000 --> 00:06:44.000]  譬如說
[00:06:44.000 --> 00:06:45.000]  一個故事的一對戀人
[00:06:45.000 --> 00:06:47.000]  他們經過重重波折之後
[00:06:47.000 --> 00:06:51.000]  他們終於有情人終成眷屬
[00:06:51.000 --> 00:06:53.000]  又或者一個案件
[00:06:53.000 --> 00:06:54.000]  去到最後
[00:06:54.000 --> 00:06:56.000]  你當然期望着
[00:06:56.000 --> 00:06:59.000]  案件受屈的人得到平反
[00:06:59.000 --> 00:07:00.000]  好人有好報
[00:07:00.000 --> 00:07:01.000]  惡人有惡報
[00:07:01.000 --> 00:07:04.000]  通常都是這樣期望的
[00:07:04.000 --> 00:07:06.000]  如果說我們看《仕途行傳》
[00:07:06.000 --> 00:07:07.000]  去到最後
[00:07:07.000 --> 00:07:09.000]  這個結局
[00:07:09.000 --> 00:07:12.000]  應該是路加
[00:07:12.000 --> 00:07:13.000]  路加不是亂寫的
[00:07:13.000 --> 00:07:15.000]  當然他不是亂寫的
[00:07:15.000 --> 00:07:17.000]  但他之前寫得那麼精彩
[00:07:17.000 --> 00:07:21.000]  他後面這個結局
[00:07:21.000 --> 00:07:23.000]  你覺得他想
[00:07:23.000 --> 00:07:25.000]  看起來似乎是反高潮的結局
[00:07:25.000 --> 00:07:26.000]  其實他想說些什麼
[00:07:26.000 --> 00:07:30.000]  想給《仕途行傳》一個怎樣的定調呢
[00:07:30.000 --> 00:07:32.000]  譬如說我們想想
[00:07:32.000 --> 00:07:34.000]  會不會他想說
[00:07:34.000 --> 00:07:36.000]  藉着保羅的上訴
[00:07:36.000 --> 00:07:39.000]  福音終於去到羅馬了
[00:07:39.000 --> 00:07:42.000]  福音傳到羅馬了
[00:07:42.000 --> 00:07:46.000]  但是我想似乎未必是
[00:07:46.000 --> 00:07:49.000]  因爲羅馬本身已經有信徒
[00:07:49.000 --> 00:07:52.000]  他們還出來迎接保羅
[00:07:52.000 --> 00:07:55.000]  如果說保羅要去羅馬傳福音
[00:07:55.000 --> 00:07:58.000]  其實和之前的旅行報道一樣
[00:07:58.000 --> 00:08:00.000]  去旅行報道不用搞那麼多
[00:08:00.000 --> 00:08:04.000]  如果藉着保羅
[00:08:04.000 --> 00:08:09.000]  最後議創亞先知的預言
[00:08:09.000 --> 00:08:12.000]  他確認這個預言應驗
[00:08:12.000 --> 00:08:16.000]  說福音終於要傳到外邦人了
[00:08:16.000 --> 00:08:19.000]  當然福音傳到外邦人
[00:08:19.000 --> 00:08:21.000]  是《仕途行傳》一個很重要的信息
[00:08:21.000 --> 00:08:23.000]  但是其實這件事
[00:08:23.000 --> 00:08:26.000]  前面的段落一直在發生
