
[00:00:00.000 --> 00:00:03.000]  鼎智媒復活節主日平安
[00:00:03.000 --> 00:00:09.000]  耶穌真是復活了?
[00:00:09.000 --> 00:00:14.000]  我問這個問題會不會有點多此一舉呢?
[00:00:14.000 --> 00:00:18.000]  是否沒有意義呢?
[00:00:18.000 --> 00:00:22.000]  實際上不是所有信徒
[00:00:22.000 --> 00:00:25.000]  或者所有基督徒都相信
[00:00:25.000 --> 00:00:27.000]  耶穌真是復活的
[00:00:27.000 --> 00:00:30.000]  鼎智媒你是不是相信耶穌復活了呢?
[00:00:30.000 --> 00:00:33.000]  正如保羅都說
[00:00:33.000 --> 00:00:36.000]  基督若沒有復活
[00:00:36.000 --> 00:00:39.000]  我們所傳的就是謊言
[00:00:39.000 --> 00:00:43.000]  你們所信的也是謊言
[00:00:43.000 --> 00:00:46.000]  原來復活是我們基督教信仰
[00:00:46.000 --> 00:00:48.000]  一個很重要的基礎
[00:00:48.000 --> 00:00:49.000]  我們的根基
[00:00:49.000 --> 00:00:52.000]  如果耶穌沒有復活
[00:00:52.000 --> 00:00:53.000]  可以這樣說
[00:00:53.000 --> 00:00:55.000]  我們所信的一切
[00:00:55.000 --> 00:00:57.000]  所做的一切都沒有意思
[00:00:57.000 --> 00:01:00.000]  如果耶穌沒有復活
[00:01:00.000 --> 00:01:02.000]  祂曾經說過
[00:01:02.000 --> 00:01:05.000]  祂說我是將命捨去
[00:01:05.000 --> 00:01:07.000]  不是人逼我的
[00:01:07.000 --> 00:01:09.000]  當我捨去我的命的時候
[00:01:09.000 --> 00:01:11.000]  我都有權並拿回來
[00:01:11.000 --> 00:01:13.000]  耶穌也都清楚說
[00:01:13.000 --> 00:01:15.000]  祂是與父原為則
[00:01:15.000 --> 00:01:17.000]  祂是神的義子
[00:01:17.000 --> 00:01:20.000]  祂更加來為我們贖罪
[00:01:20.000 --> 00:01:22.000]  成為我們救主
[00:01:22.000 --> 00:01:24.000]  祂更加謙免
[00:01:24.000 --> 00:01:26.000]  祂要門徒之後
[00:01:26.000 --> 00:01:28.000]  要來守主的聖餐
[00:01:28.000 --> 00:01:31.000]  如果耶穌沒有復活
[00:01:31.000 --> 00:01:34.000]  我們的罪就得不到赦免
[00:01:34.000 --> 00:01:37.000]  我們今天守聖餐
[00:01:37.000 --> 00:01:39.000]  我們今天來敬拜
[00:01:39.000 --> 00:01:40.000]  我們接受水禮
[00:01:40.000 --> 00:01:42.000]  這些一切都沒有意思
[00:01:42.000 --> 00:01:45.000]  耶穌復活
[00:01:45.000 --> 00:01:48.000]  其實四卷福音書都有的
[00:01:48.000 --> 00:01:49.000]  馬太二十八章
[00:01:49.000 --> 00:01:51.000]  馬可十六章
[00:01:51.000 --> 00:01:52.000]  路加二十四章
[00:01:52.000 --> 00:01:53.000]  約翰二十章
[00:01:53.000 --> 00:01:56.000]  很獨立記載耶穌復活的事實
[00:01:56.000 --> 00:01:57.000]  除此之外
[00:01:57.000 --> 00:01:58.000]  小林傳第二章
[00:01:58.000 --> 00:02:00.000]  彼得的第一篇信息
[00:02:00.000 --> 00:02:01.000]  高隆坡前書
[00:02:01.000 --> 00:02:04.000]  剛才大家在《唱詩時段》裡
[00:02:04.000 --> 00:02:06.000]  所讀的臨前十五章
[00:02:06.000 --> 00:02:09.000]  很詳細記載耶穌的復活
[00:02:09.000 --> 00:02:11.000]  從這些記載裡
[00:02:11.000 --> 00:02:12.000]  我們知道
[00:02:12.000 --> 00:02:15.000]  耶穌的復活是非常重要
[00:02:15.000 --> 00:02:19.000]  今天我選馬太福音
[00:02:19.000 --> 00:02:21.000]  第二十八章一至十節
[00:02:21.000 --> 00:02:25.000]  或者我們與家中的頂子妹
[00:02:25.000 --> 00:02:27.000]  一起中讀這十字經文
[00:02:27.000 --> 00:02:28.000]  好嗎
[00:02:28.000 --> 00:02:29.000]  如果方便你一起讀
[00:02:29.000 --> 00:02:30.000]  不然就聽我讀出
[00:02:30.000 --> 00:02:32.000]  馬太福音二十八章一至十節
[00:02:32.000 --> 00:02:34.000]  安息日過後
[00:02:34.000 --> 00:02:36.000]  七月的第一天
[00:02:36.000 --> 00:02:37.000]  天快亮的時候
[00:02:37.000 --> 00:02:39.000]  摩達拉的瑪利亞
[00:02:39.000 --> 00:02:42.000]  和另一個瑪利亞來看墳墓
[00:02:42.000 --> 00:02:44.000]  忽然地帶震動
[00:02:44.000 --> 00:02:46.000]  因為有主的一個使者
[00:02:46.000 --> 00:02:47.000]  從天上下來
[00:02:47.000 --> 00:02:49.000]  把石頭滾開
[00:02:49.000 --> 00:02:50.000]  坐在上面
[00:02:50.000 --> 00:02:52.000]  他的帳貌如同閃電
[00:02:52.000 --> 00:02:54.000]  衣服潔白如雪
[00:02:54.000 --> 00:02:57.000]  看守的人嚇得渾身顫抖
[00:02:57.000 --> 00:02:59.000]  甚至和死人一樣
[00:02:59.000 --> 00:03:01.000]  天使回應婦女說
[00:03:01.000 --> 00:03:02.000]  不要害怕
[00:03:02.000 --> 00:03:06.000]  我知道你們是尋找那丁十字架的耶穌
[00:03:06.000 --> 00:03:08.000]  他不在這裡
[00:03:08.000 --> 00:03:09.000]  照他所說的
[00:03:09.000 --> 00:03:11.000]  他已經復活了
[00:03:11.000 --> 00:03:15.000]  你們來看看安放他的地方
[00:03:15.000 --> 00:03:17.000]  快去告訴他的門徒
[00:03:17.000 --> 00:03:21.000]  說他已從死人中復活了
[00:03:21.000 --> 00:03:26.000]  並且要讓你們先到加利利去
[00:03:26.000 --> 00:03:28.000]  在那裡你們會看見他
[00:03:28.000 --> 00:03:31.000]  看啊我已經告訴你們了
[00:03:31.000 --> 00:03:34.000]  婦女們急忙離開墳墓
[00:03:34.000 --> 00:03:35.000]  又害怕
[00:03:35.000 --> 00:03:37.000]  又大有歡喜
[00:03:37.000 --> 00:03:39.000]  跑去告訴他的門徒
[00:03:39.000 --> 00:03:40.000]  忽然
[00:03:40.000 --> 00:03:42.000]  耶穌迎上他們說
[00:03:42.000 --> 00:03:43.000]  平安
[00:03:43.000 --> 00:03:45.000]  他們就上前
[00:03:45.000 --> 00:03:47.000]  抱著他的腳拜他
[00:03:47.000 --> 00:03:49.000]  耶穌對他們說
[00:03:49.000 --> 00:03:51.000]  不要害怕
[00:03:51.000 --> 00:03:53.000]  你們去告訴我的弟兄
[00:03:53.000 --> 00:03:55.000]  叫他們往加利利去
[00:03:55.000 --> 00:03:58.000]  在那裡會見到我
[00:03:58.000 --> 00:04:01.000]  這裡是其中一段書的記載
[00:04:01.000 --> 00:04:04.000]  當你看回路加瑪可約翰的時候
[00:04:04.000 --> 00:04:07.000]  你會更加全面清楚
[00:04:07.000 --> 00:04:11.000]  當時耶穌復活一些的情景
[00:04:11.000 --> 00:04:12.000]  更加詳細
[00:04:12.000 --> 00:04:14.000]  更加完整
[00:04:14.000 --> 00:04:17.000]  是獨立的記載
[00:04:17.000 --> 00:04:21.000]  這本書記載到耶穌的復活
[00:04:21.000 --> 00:04:25.000]  是不是虛假的呢
[00:04:25.000 --> 00:04:27.000]  是不是多餘的呢
[00:04:27.000 --> 00:04:28.000]  很明顯
[00:04:28.000 --> 00:04:30.000]  耶穌已經復活
[00:04:30.000 --> 00:04:32.000]  這是鐵一般的事實
[00:04:32.000 --> 00:04:35.000]  有內政也有外政
[00:04:35.000 --> 00:04:39.000]  我們看回經文第二十八章二至三節
[00:04:39.000 --> 00:04:41.000]  聖經記載到
[00:04:41.000 --> 00:04:43.000]  有一個主的使者
[00:04:43.000 --> 00:04:45.000]  從天上下來
[00:04:45.000 --> 00:04:48.000]  把石頭滾開
[00:04:48.000 --> 00:04:51.000]  樣貌好像閃電
[00:04:51.000 --> 00:04:54.000]  衣服潔白如雪
[00:04:54.000 --> 00:04:55.000]  這裡告訴你
[00:04:55.000 --> 00:05:00.000]  原來是天使把石頭滾開
[00:05:00.000 --> 00:05:03.000]  如果看回馬可福音第十章第四節的時候
[00:05:03.000 --> 00:05:06.000]  聖經記載到這個石頭是很大
[00:05:06.000 --> 00:05:09.000]  原來那石頭是很大的
[00:05:09.000 --> 00:05:13.000]  又或者估計這個石頭
[00:05:13.000 --> 00:05:15.000]  可能一至兩噸
[00:05:15.000 --> 00:05:17.000]  甚至不止
[00:05:17.000 --> 00:05:20.000]  你想想一至兩噸的石頭
[00:05:20.000 --> 00:05:21.000]  不要說抬
[00:05:21.000 --> 00:05:23.000]  只是滾
[00:05:23.000 --> 00:05:25.000]  都不是普通一個人可以做到的
[00:05:25.000 --> 00:05:32.000]  可能要相當有份量身體份量的男人才可以推動
[00:05:32.000 --> 00:05:34.000]  這個墳墓
[00:05:34.000 --> 00:05:38.000]  其實就是那個尊貴的議事藥室
[00:05:38.000 --> 00:05:40.000]  自己的墳墓來的
[00:05:40.000 --> 00:05:43.000]  他知道耶穌需要墳墓
[00:05:43.000 --> 00:05:45.000]  因為當時就快安息日了
[00:05:45.000 --> 00:05:49.000]  他的墳墓正正就在耶穌釘十字的地方
[00:05:49.000 --> 00:05:50.000]  他有錢
[00:05:50.000 --> 00:05:52.000]  也是一個空的墳墓
[00:05:52.000 --> 00:05:55.000]  於是就為耶穌預備了地方
[00:05:55.000 --> 00:05:57.000]  然後聖經記載到
[00:05:57.000 --> 00:06:01.000]  他就把石頭滾在墓門口
[00:06:01.000 --> 00:06:02.000]  藥室
[00:06:02.000 --> 00:06:10.000]  把全新的墓穴為我們的救主而預備的
[00:06:10.000 --> 00:06:12.000]  石頭這麼大
[00:06:12.000 --> 00:06:16.000]  怎麼可以打得開呢
[00:06:16.000 --> 00:06:19.000]  這是其中一個疑點
[00:06:19.000 --> 00:06:20.000]  第二個問題
[00:06:20.000 --> 00:06:23.000]  我們看楊芳第十九章三十九節四十節
[00:06:23.000 --> 00:06:24.000]  我沒有引出來
[00:06:24.000 --> 00:06:32.000]  尼哥底墓帶著約一百斤的末藥和尋香
[00:06:32.000 --> 00:06:34.000]  他照著猶太人喪葬的規矩
[00:06:34.000 --> 00:06:36.000]  用細麻布加上香料
[00:06:36.000 --> 00:06:39.000]  把耶穌的身體裹好了
[00:06:39.000 --> 00:06:42.000]  這是照猶太人的規矩
[00:06:42.000 --> 00:06:43.000]  是一百斤
[00:06:43.000 --> 00:06:46.000]  聖經有不同的形容
[00:06:46.000 --> 00:06:47.000]  如果準確一點來說
[00:06:47.000 --> 00:06:49.000]  應該是一百磅
