
[00:00:00.000 --> 00:00:05.120]  今天我們要從第五章裡頭來思想幾個問題
[00:00:05.120 --> 00:00:07.600]  因為這個第四章
[00:00:07.600 --> 00:00:15.120]  第四章是講到主的再來跟聖徒要被祈
[00:00:15.120 --> 00:00:19.680]  那麼第四章這個主題還沒結束
[00:00:19.680 --> 00:00:25.440]  所以到第五章還要繼續來做到這個主再來的主題
[00:00:25.440 --> 00:00:31.760]  保羅就告訴聖徒說主的日子是必定要來到的
[00:00:31.760 --> 00:00:38.320]  雖然他們不能夠確切的知道這個到來的時間
[00:00:38.320 --> 00:00:44.640]  但是可以知道這個主的日子有些什麼特徵
[00:00:44.640 --> 00:00:48.800]  那麼這個是他們明明曉得的
[00:00:48.800 --> 00:00:53.840]  這講到這個主的日子是必定要來的
[00:00:53.840 --> 00:01:00.080]  所以保羅繼續在第五章還要講到一個這樣大的題目
[00:01:00.080 --> 00:01:10.080]  這段經文的目的不是要滿足這個聖徒的好奇心
[00:01:10.080 --> 00:01:17.520]  你要讀了以後就沒有發現保羅提出來什麼特別很稀奇的事情
[00:01:17.520 --> 00:01:20.160]  能夠滿足大家的好奇心
[00:01:20.160 --> 00:01:27.280]  而是鼓勵這些信徒要繼續的成聖
[00:01:27.280 --> 00:01:34.880]  在生命上不斷的要成長要成熟要積極自己
[00:01:34.880 --> 00:01:40.800]  而且還說到要穿戴這個屬靈的軍章
[00:01:40.800 --> 00:01:46.160]  把這個信和愛當作復興金色胸
[00:01:46.160 --> 00:01:49.840]  把得救的盼望當作頭盔戴上
[00:01:49.840 --> 00:01:56.720]  而且還叫鼓勵信徒不要追求這個世界
[00:01:56.720 --> 00:02:00.720]  因為世界上的事情跟情慾都是要過去的
[00:02:00.720 --> 00:02:05.520]  只有神的旨意才是永遠長存的
[00:02:05.520 --> 00:02:12.240]  所以這段經文的目的是鼓勵信徒繼續的成長
[00:02:12.240 --> 00:02:26.320]  不是停頓下來也不是盲目的也不考慮的就是這麼過下去
[00:02:26.320 --> 00:02:31.440]  這個主的載來是個寓言
[00:02:31.440 --> 00:02:38.480]  寓言是關於還沒有看見的事情所以叫寓言
[00:02:38.480 --> 00:02:46.800]  這寓言不單單是要告訴將來要發生什麼事情
[00:02:46.800 --> 00:02:51.280]  寓言的目的不是要告訴你將來要發生什麼事情
[00:02:51.280 --> 00:02:57.040]  而且告訴你將來的事情不是按照順序
[00:02:57.040 --> 00:03:01.440]  第一步怎麼樣第二步怎麼樣過幾年以後怎麼樣
[00:03:01.440 --> 00:03:03.840]  到什麼時候就會發生什麼事情
[00:03:03.840 --> 00:03:07.120]  它不是按照順序來告訴你的事情
[00:03:07.120 --> 00:03:12.880]  所以寓言的話有近期的寓言也有遠期的寓言
[00:03:12.880 --> 00:03:19.920]  所以這聖經並沒有很明確的告訴每一天沒有看見的事情將來發展
[00:03:19.920 --> 00:03:25.680]  是一步一步什麼時候什麼情況就發生了
[00:03:25.680 --> 00:03:31.440]  所以讀寓言的時候就要注意要去追求這些好奇的行
[00:03:31.440 --> 00:03:36.320]  定下一個什麼時間這個事情必定要發生
[00:03:36.320 --> 00:03:39.520]  其實我們基督徒跟世上的人不一樣
[00:03:39.520 --> 00:03:42.080]  我們都有一個好奇心
[00:03:42.080 --> 00:03:45.920]  我們很想知道將來是怎麼回事
[00:03:45.920 --> 00:03:48.640]  我們有很多的幻想
[00:03:48.640 --> 00:03:55.040]  這個就是隨著基督徒就不要存在好奇心
[00:03:55.040 --> 00:04:00.080]  去猜測將來什麼時候發生什麼樣的事情
[00:04:00.080 --> 00:04:04.400]  但是你要看到在這個聖經裡頭也好
[00:04:04.400 --> 00:04:07.600]  或者是在我們的現實情況中間也好
[00:04:07.600 --> 00:04:13.120]  這異端最喜歡在講將來的寓言的話
[00:04:13.120 --> 00:04:17.360]  是講聖經沒有說的寓言
[00:04:17.360 --> 00:04:21.040]  這寓言聖經裡頭是沒有說的
[00:04:21.040 --> 00:04:26.960]  他們很喜歡把聖經沒有說的來宣傳出來
[00:04:26.960 --> 00:04:29.680]  叫大家來信
[00:04:29.680 --> 00:04:33.840]  聖經並沒有說具體主耶穌什麼時候再來
[00:04:33.840 --> 00:04:35.840]  但是他們就會確定說
[00:04:35.840 --> 00:04:39.520]  某一年某一月某一天耶穌要來
[00:04:39.520 --> 00:04:41.520]  叫大家要準備
[00:04:41.520 --> 00:04:44.960]  這個就是你要聽到這樣的消息的話
[00:04:44.960 --> 00:04:49.200]  這個多半是異端或者是假言之
[00:04:49.200 --> 00:04:51.440]  聖經沒有說的
[00:04:51.440 --> 00:04:56.880]  這個說的這樣說的人我們要提高警惕
[00:04:56.880 --> 00:05:03.280]  所以我們要著重的是聖經已經是啟示出來的寓言
[00:05:03.280 --> 00:05:05.280]  聖經沒有說的
[00:05:05.280 --> 00:05:08.640]  我們沒有必要去追求
[00:05:08.640 --> 00:05:11.600]  需要去明白需要去解釋
[00:05:11.600 --> 00:05:15.840]  這樣的話很容易上了仇敵的危機
[00:05:15.840 --> 00:05:19.920]  這寓言對聖徒有什麼益處呢
[00:05:19.920 --> 00:05:25.040]  就是要教我們知道神掌管著歷史
[00:05:25.040 --> 00:05:28.240]  所以神寫給我們的寓言就是說
[00:05:28.240 --> 00:05:30.560]  這位神是歷史的神
[00:05:30.560 --> 00:05:32.560]  是掌管歷史的神
[00:05:32.560 --> 00:05:37.040]  祂把將來要發生的事情
[00:05:37.040 --> 00:05:41.520]  讓我們知道神是掌管歷史的
[00:05:41.520 --> 00:05:43.520]  所以我們就要來信祂
[00:05:43.520 --> 00:05:47.120]  我們就知道既然祂掌管歷史
[00:05:47.120 --> 00:05:50.800]  那在我們所遇到這些艱難困苦的時候
[00:05:50.800 --> 00:05:53.200]  我們知道神就管了我們
[00:05:53.200 --> 00:05:55.200]  神就知道我們
[00:05:55.200 --> 00:05:58.800]  所以我們就可以從神這樣的一個性格
[00:05:58.800 --> 00:06:01.360]  我們來倚靠祂來相信祂
[00:06:01.360 --> 00:06:04.640]  所以寓言的目的叫我們認識神
[00:06:04.640 --> 00:06:07.680]  叫我們知道我們所信的神
[00:06:07.680 --> 00:06:09.680]  是可靠的
[00:06:09.680 --> 00:06:12.240]  是真實的
[00:06:12.240 --> 00:06:14.240]  而是祂蠻有憐憫的
[00:06:14.240 --> 00:06:17.040]  那寓言這些事情
[00:06:17.040 --> 00:06:19.040]  雖然不是很詳細
[00:06:19.040 --> 00:06:21.040]  但是告訴我們
[00:06:21.040 --> 00:06:23.040]  神是愛我們的
[00:06:23.040 --> 00:06:25.680]  在我們遇到一切的事情的時候
[00:06:25.680 --> 00:06:28.880]  神知道我們的難處
[00:06:28.880 --> 00:06:30.880]  祂會安慰我們
[00:06:30.880 --> 00:06:32.880]  祂會保守我們
[00:06:32.880 --> 00:06:34.880]  而且祂會帶領我們
[00:06:34.880 --> 00:06:36.880]  叫我們從難處裡頭過來
[00:06:36.880 --> 00:06:38.880]  所以我們讀寓言
[00:06:38.880 --> 00:06:40.880]  是要存著認識神的心態
[00:06:40.880 --> 00:06:42.880]  來讀寓言
[00:06:42.880 --> 00:06:46.880]  那我們就講到今天的主題裡頭
[00:06:46.880 --> 00:06:48.880]  主的日子
[00:06:48.880 --> 00:06:50.880]  這個主的日子
[00:06:50.880 --> 00:06:54.880]  我們看到在聖經裡頭
[00:06:54.880 --> 00:06:58.880]  在舊約聖經有19處
[00:06:58.880 --> 00:07:02.880]  是提到主的日子這個詞
[00:07:02.880 --> 00:07:06.880]  有些地方是講到主的日子的內容
[00:07:06.880 --> 00:07:08.880]  但是沒有用主的日子來說出來的
[00:07:08.880 --> 00:07:10.880]  那還有很多
[00:07:10.880 --> 00:07:14.880]  但是單單是提到主的日子
[00:07:14.880 --> 00:07:18.880]  在舊約聖經只有有19處
[00:07:18.880 --> 00:07:22.880]  英文都是用The Day of the Lord
[00:07:22.880 --> 00:07:26.880]  那麼在中文的和合本聖經
[00:07:26.880 --> 00:07:30.880]  中文翻譯多半翻譯成
[00:07:30.880 --> 00:07:32.880]  爺和華的日子
[00:07:32.880 --> 00:07:34.880]  所以你讀到聖經裡頭
[00:07:34.880 --> 00:07:36.880]  有爺和華的日子
[00:07:36.880 --> 00:07:38.880]  那麼就是主的日子
[00:07:38.880 --> 00:07:40.880]  在英文都是一樣的
[00:07:40.880 --> 00:07:44.880]  這個是在舊約聖經
[00:07:44.880 --> 00:07:46.880]  有時候在舊約裡頭還講到
[00:07:46.880 --> 00:07:50.880]  這個是一個大而可微的日子
[00:07:50.880 --> 00:07:52.880]  很大的一個日子
[00:07:52.880 --> 00:07:54.880]  而且發生的事情
[00:07:54.880 --> 00:07:58.880]  覺得人很可怕
[00:07:58.880 --> 00:08:02.880]  而且還覺得這個是一個降法的日子
[00:08:02.880 --> 00:08:10.880]  就是為刑法臨到這些神的仇敵
[00:08:10.880 --> 00:08:14.880]  新約聖經就講的就不是很多了
[00:08:14.880 --> 00:08:17.880]  主的日子提到四處
[00:08:17.880 --> 00:08:19.880]  我們現在讀到這個
[00:08:19.880 --> 00:08:23.880]  天上羅吉亞書信只有兩處
[00:08:23.880 --> 00:08:25.880]  前書有一次
[00:08:25.880 --> 00:08:27.880]  後書還有一次
[00:08:27.880 --> 00:08:32.880]  但是這個都是用英文都一樣
[00:08:32.880 --> 00:08:34.880]  The Day of the Lord
[00:08:34.880 --> 00:08:41.880]  所以主的日子是一個很特定的日子
[00:08:41.880 --> 00:08:44.880]  如果我們把舊約聖經講到主的日子
[00:08:44.880 --> 00:08:47.880]  跟新約聖經講到主的日子
[00:08:47.880 --> 00:08:50.880]  我們把它們合在一起來看一看
[00:08:50.880 --> 00:08:54.880]  我們沒有辦法一出一失
[00:08:54.880 --> 00:08:56.880]  從中間來看
[00:08:56.880 --> 00:08:58.880]  我們把它們合起來
[00:08:58.880 --> 00:09:00.880]  我們看一看主的日子
[00:09:00.880 --> 00:09:03.880]  到底有一些什麼樣的內容
[00:09:03.880 --> 00:09:05.880]  我們可以稍微領會一下
[00:09:05.880 --> 00:09:12.880]  第一個我們看到主的日子
[00:09:12.880 --> 00:09:17.880]  是審判以色列的仇敵的日子
[00:09:17.880 --> 00:09:20.880]  也是對以色列說是一個拯救
[00:09:20.880 --> 00:09:25.880]  是拯救他們脫離外邦人統治的日子
[00:09:25.880 --> 00:09:28.880]  所以這個是第一點
[00:09:28.880 --> 00:09:31.880]  叫我們所看到的主的日子
[00:09:31.880 --> 00:09:32.880]  是要審判
[00:09:32.880 --> 00:09:36.880]  對以色列說一個是審判仇敵
[00:09:36.880 --> 00:09:40.880]  因為他們長期受到仇敵的壓制
[00:09:40.880 --> 00:09:43.880]  另外一方面對以色列說
[00:09:43.880 --> 00:09:44.880]  它是一個好的消息
[00:09:44.880 --> 00:09:47.880]  好的日子
[00:09:47.880 --> 00:09:51.880]  救他們從外邦人統治裡頭出來
[00:09:51.880 --> 00:09:56.880]  所以在以色列書13章就講到了
[00:09:56.880 --> 00:10:00.880]  這個日子是要對巴比倫的審判
[00:10:00.880 --> 00:10:02.880]  這是第一個我們看到的
[00:10:02.880 --> 00:10:05.880]  第二個就是
[00:10:05.880 --> 00:10:12.880]  神對不肯悔改的罪人審判的日子
[00:10:12.880 --> 00:10:18.880]  這個日子來的時候有黑暗
[00:10:18.880 --> 00:10:21.880]  這個黑暗不是單單像晚上那麼黑暗
[00:10:21.880 --> 00:10:23.880]  是一個可怕的黑暗
[00:10:23.880 --> 00:10:25.880]  就像在埃及的時候
[00:10:25.880 --> 00:10:28.880]  神降的埃及十個寨裡頭
[00:10:28.880 --> 00:10:30.880]  就是有一個黑暗
[00:10:30.880 --> 00:10:31.880]  這個黑暗的寨就是
[00:10:31.880 --> 00:10:36.880]  人伸手都看不見自己的手
[00:10:36.880 --> 00:10:39.880]  整個都是黑暗的
[00:10:39.880 --> 00:10:43.880]  這個也有很多的沒法逃避的災害
[00:10:43.880 --> 00:10:45.880]  隨著舊約聖經裡頭
[00:10:45.880 --> 00:10:48.880]  阿莫斯書也說到
[00:10:48.880 --> 00:10:52.880]  那個日子黑暗沒有光
[00:10:52.880 --> 00:10:54.880]  我們現在不太覺得
[00:10:54.880 --> 00:10:56.880]  黑暗的話我們有電燈
[00:10:56.880 --> 00:10:58.880]  有著月亮的光
[00:10:58.880 --> 00:11:01.880]  可是等到主的日子來到的時候
[00:11:01.880 --> 00:11:05.880]  這個黑暗是沒有光
[00:11:05.880 --> 00:11:06.880]  什麼光都沒有
[00:11:06.880 --> 00:11:09.880]  你想這是非常可怕的
[00:11:09.880 --> 00:11:11.880]  第三個
[00:11:11.880 --> 00:11:13.880]  這對信徒來說
[00:11:13.880 --> 00:11:18.880]  是一個拯救蒙主賜福的一個日子
[00:11:18.880 --> 00:11:23.880]  但是對拒絕相信耶穌
[00:11:23.880 --> 00:11:26.880]  而且迫害信徒的人
[00:11:26.880 --> 00:11:28.880]  這是一個報應的日子
[00:11:28.880 --> 00:11:31.880]  這是在鐵塔內後書第一章
[00:11:31.880 --> 00:11:35.880]  講到這個日子是一個報應的
[00:11:35.880 --> 00:11:39.880]  所以在講到這個日子的時候
[00:11:39.880 --> 00:11:42.880]  信徒受患難受逼迫的
[00:11:42.880 --> 00:11:46.880]  他要在這個日子得到平安
[00:11:46.880 --> 00:11:49.880]  但是對於不認識神
[00:11:49.880 --> 00:11:53.880]  不肯聽從耶穌基督福音的人
[00:11:53.880 --> 00:11:55.880]  這是個報應
[00:11:55.880 --> 00:11:57.880]  就是他們要受刑罰
[00:11:57.880 --> 00:12:00.880]  要永遠的沉淪
[00:12:00.880 --> 00:12:01.880]  這個日子還沒有到
[00:12:01.880 --> 00:12:03.880]  所以現在你沒有信
[00:12:03.880 --> 00:12:06.880]  是一個神給你的一個體會
[00:12:06.880 --> 00:12:10.880]  世界上很多人還沒有信主
[00:12:10.880 --> 00:12:12.880]  這是給他們一個日子
[00:12:12.880 --> 00:12:14.880]  給他一個機會
[00:12:14.880 --> 00:12:17.880]  叫他們能夠及早的相信
[00:12:17.880 --> 00:12:19.880]  第四個
[00:12:19.880 --> 00:12:21.880]  是神的救恩
[00:12:21.880 --> 00:12:26.880]  要成全在信徒身上的日子
[00:12:26.880 --> 00:12:32.880]  這是在看到斐琳比書第一章就說到的
[00:12:32.880 --> 00:12:36.880]  祂說在你們裡面動了善功的
[00:12:36.880 --> 00:12:38.880]  必要成全這個功
[00:12:38.880 --> 00:12:39.880]  直到那日
[00:12:39.880 --> 00:12:42.880]  那日就在主耶穌來的時候
[00:12:42.880 --> 00:12:44.880]  當主耶穌來的時候
[00:12:44.880 --> 00:12:48.880]  神要成全
[00:12:48.880 --> 00:12:51.880]  祂的救恩在信徒身上
[00:12:51.880 --> 00:12:55.880]  今天我們的靈已經得救了
[00:12:55.880 --> 00:13:00.880]  我們的魂正在逐步的得救的過程當中
[00:13:00.880 --> 00:13:04.880]  但是我們的身體還沒有得俗
[00:13:04.880 --> 00:13:08.880]  也就是還沒有脫離敗壞的身體
[00:13:08.880 --> 00:13:09.880]  還沒有得救
[00:13:09.880 --> 00:13:11.880]  當到主來的時候
[00:13:11.880 --> 00:13:16.880]  我們的靈魂體都要得救
[00:13:16.880 --> 00:13:20.880]  主的救恩是一個全倍的救恩
[00:13:20.880 --> 00:13:23.880]  救我們不是救我們一部分
[00:13:23.880 --> 00:13:24.880]  當然救我們的靈魂
[00:13:24.880 --> 00:13:26.880]  不救我們的身體
[00:13:26.880 --> 00:13:29.880]  主要救我們的是靈魂體
[00:13:29.880 --> 00:13:31.880]  祂都要拯救
[00:13:31.880 --> 00:13:33.880]  雖然時間上有前後
[00:13:33.880 --> 00:13:35.880]  但是我們感謝神
[00:13:35.880 --> 00:13:38.880]  神的救恩是一個全倍的救恩
[00:13:38.880 --> 00:13:41.880]  是一個完全的救恩
[00:13:41.880 --> 00:13:43.880]  第五個
[00:13:43.880 --> 00:13:46.880]  主的日子對聖徒說
[00:13:46.880 --> 00:13:49.880]  是一個可以誇口的
[00:13:49.880 --> 00:13:52.880]  是一個喜樂的日子
[00:13:52.880 --> 00:13:55.880]  我們前幾次讀過的
[00:13:55.880 --> 00:13:59.880]  切薩諾尼加前書第二章
[00:13:59.880 --> 00:14:01.880]  19節到20節
[00:14:01.880 --> 00:14:02.880]  保羅就說
[00:14:02.880 --> 00:14:05.880]  我們的盼望和喜樂
[00:14:05.880 --> 00:14:09.880]  應所誇的冠冕是什麼呢
[00:14:09.880 --> 00:14:10.880]  什麼
[00:14:10.880 --> 00:14:13.880]  豈不是在我們主耶穌來的時候
[00:14:13.880 --> 00:14:16.880]  你們在祂面前能夠站立得住啊
[00:14:16.880 --> 00:14:19.880]  這就是一個可以誇口
[00:14:19.880 --> 00:14:20.880]  能夠站立得住
[00:14:20.880 --> 00:14:22.880]  有喜樂的日子
[00:14:22.880 --> 00:14:27.880]  所以這個日子就是我們在盼望的一個日子
[00:14:27.880 --> 00:14:28.880]  第六個
[00:14:28.880 --> 00:14:30.880]  主的日子呢
[00:14:30.880 --> 00:14:34.880]  實際上是指一個神直接管理
[00:14:34.880 --> 00:14:38.880]  神來干預世人的一些
[00:14:38.880 --> 00:14:41.880]  世上一切的事物這個日子
[00:14:41.880 --> 00:14:44.880]  今天你看見有很多的國家
[00:14:44.880 --> 00:14:48.880]  每個國家都在管理自己的事情
[00:14:48.880 --> 00:14:50.880]  個人都按自己的管
[00:14:50.880 --> 00:14:54.880]  所以你看見這個世界上現在動盪不安
[00:14:54.880 --> 00:14:56.880]  政治的局勢
[00:14:56.880 --> 00:14:59.880]  各方面的危險還仍然存在
[00:14:59.880 --> 00:15:02.880]  好像這個神沒有管
[00:15:02.880 --> 00:15:04.880]  發生這個大屠殺的事情
[00:15:04.880 --> 00:15:06.880]  發生這些戰爭
[00:15:06.880 --> 00:15:08.880]  好像神都沒有管
[00:15:08.880 --> 00:15:10.880]  其實不是
[00:15:10.880 --> 00:15:12.880]  神不是不管
[00:15:12.880 --> 00:15:15.880]  神還是間接的管
