
[00:00:00.000 --> 00:00:04.840]  我們讀一段聖經在彼得前書第五章第七到第十節
[00:00:04.840 --> 00:00:09.080]  彼得在這裡說你們要將一切的憂慮謝給神
[00:00:09.080 --> 00:00:10.680]  因為祂顧念你們
[00:00:10.680 --> 00:00:12.920]  務要謹守謹行
[00:00:12.920 --> 00:00:16.560]  因為你們的仇敵魔鬼如同吼叫的獅子
[00:00:16.560 --> 00:00:20.280]  遍地遊行尋找可吞吃的人
[00:00:20.280 --> 00:00:22.880]  你們要用堅固的信心抵擋他
[00:00:22.880 --> 00:00:27.200]  因為知道你們在世上的眾弟兄也是經歷這樣的苦難
[00:00:27.680 --> 00:00:31.200]  那次諸般恩典的神曾在基督裡召你們
[00:00:31.200 --> 00:00:33.360]  得享祂永遠的榮耀
[00:00:33.360 --> 00:00:35.400]  等你們戰受苦難之後
[00:00:35.400 --> 00:00:37.200]  必要親自成全你們
[00:00:37.200 --> 00:00:38.320]  兼顧你們
[00:00:38.320 --> 00:00:40.120]  賜力量給你們
[00:00:40.120 --> 00:00:41.120]  就讀到這裡
[00:00:41.120 --> 00:00:46.880]  今天我們面對人生的時候我們看見的確
[00:00:46.880 --> 00:00:51.960]  在我們人的一生當中常常是充滿各樣的苦難跟試煉
[00:00:51.960 --> 00:00:52.520]  不是嗎
[00:00:52.520 --> 00:00:54.880]  我們從小長大
[00:00:55.120 --> 00:00:58.120]  經歷過多少人生中的轉折
[00:00:58.120 --> 00:01:00.280]  環境的變遷
[00:01:00.280 --> 00:01:02.320]  人情的改變
[00:01:02.320 --> 00:01:04.720]  再加上疾病的殘累
[00:01:04.720 --> 00:01:08.800]  有時候更是有忽然而來的驚恐
[00:01:08.800 --> 00:01:13.480]  難怪雅克書裡面提到我們人生所面對的
[00:01:13.480 --> 00:01:16.800]  是一種他叫做百般的試煉
[00:01:16.800 --> 00:01:21.400]  你知道以前我讀到百般的試煉這句話的時候總覺得
[00:01:21.400 --> 00:01:24.360]  那只是個形容詞而已
[00:01:25.320 --> 00:01:27.160]  可是這些年
[00:01:27.160 --> 00:01:29.960]  當我們看見我們經過的疫情
[00:01:29.960 --> 00:01:32.360]  社會的亂象
[00:01:32.360 --> 00:01:34.720]  經濟的風暴
[00:01:34.720 --> 00:01:39.160]  再加上最近美國及國際局勢的動盪
[00:01:39.160 --> 00:01:44.640]  我就真的明白人生真的是有百般的試煉
[00:01:44.640 --> 00:01:49.480]  而且一波又是一波沒完沒了
[00:01:49.480 --> 00:01:51.680]  但雖然是如此
[00:01:52.280 --> 00:01:55.640]  彼得賢書第五章這段經文裡面卻告訴我們
[00:01:55.640 --> 00:01:57.040]  我們的神
[00:01:57.040 --> 00:02:00.680]  卻是位賜諸般恩典的神
[00:02:00.680 --> 00:02:05.040]  而且在第十節說等你們戰受苦難之後
[00:02:05.040 --> 00:02:10.000]  主要親自成全你們兼顧你們賜力量給你們
[00:02:10.000 --> 00:02:11.520]  感謝神
[00:02:11.520 --> 00:02:15.760]  神在這裡很清楚告訴我們說我們人生所經歷的苦難
[00:02:15.760 --> 00:02:18.160]  跟風暴只是暫時的
[00:02:18.160 --> 00:02:21.240]  而且神要賜下諸般的恩典
[00:02:21.280 --> 00:02:24.480]  使我們重新得力得以兼顧
[00:02:24.480 --> 00:02:25.560]  很有意思
[00:02:25.560 --> 00:02:27.840]  這裡說到我們的神
[00:02:27.840 --> 00:02:30.280]  他不但只是只有一種恩典
[00:02:30.280 --> 00:02:34.280]  他是賜諸般恩典的神
[00:02:34.280 --> 00:02:37.680]  人生雖然有百般的試煉
[00:02:37.680 --> 00:02:41.480]  但神卻有諸般的恩典
[00:02:41.480 --> 00:02:43.520]  你們換句話說
[00:02:43.520 --> 00:02:46.320]  在人生的每一個試煉當中
[00:02:46.320 --> 00:02:50.720]  神都會有一個特別的恩典為你預備的
[00:02:51.160 --> 00:02:54.160]  你們跟他說神有特別的恩典為你預備的
[00:02:54.160 --> 00:02:59.800]  所以今天當我們面對人生各樣的風暴跟苦難的時候
[00:02:59.800 --> 00:03:04.160]  我們一點不需要活在恐懼跟不安當中
[00:03:04.160 --> 00:03:09.040]  我們卻需要學習在每一個環境當中來依靠神
[00:03:09.040 --> 00:03:13.880]  好讓我們能夠經歷神所為我們預備的一個恩典
[00:03:13.880 --> 00:03:18.960]  所以今天當你在人生的風暴當中該怎麼辦
[00:03:19.760 --> 00:03:21.360]  這段經文告訴我們三方面
[00:03:21.360 --> 00:03:26.200]  首先第一個要將一切的憂慮謝給神
[00:03:26.200 --> 00:03:28.720]  跟你們說一下一切的憂慮謝給神
[00:03:28.720 --> 00:03:34.640]  我們人的一生不是充滿了憂慮不是嗎
[00:03:34.640 --> 00:03:37.560]  面對我們的前途我們憂慮
[00:03:37.560 --> 00:03:41.840]  因為不知道何去何從也不知道明天將會如何
[00:03:41.840 --> 00:03:45.840]  面對我們的家庭我們也常常充滿了憂慮
[00:03:46.080 --> 00:03:50.000]  特別面對我們的兒女我們常常覺得愛莫能助
[00:03:50.000 --> 00:03:52.200]  也不知道怎麼樣能夠幫助
[00:03:52.200 --> 00:03:55.720]  面對艱難的環境我們更是憂慮
[00:03:55.720 --> 00:03:58.720]  因為不知道怎麼樣能夠帶來解答
[00:03:58.720 --> 00:04:04.040]  難怪有一次當主耶穌到瑪大瑪利亞家做客的時候
[00:04:04.040 --> 00:04:09.000]  他對瑪大說瑪大瑪大你為許多事憂慮煩惱
[00:04:09.000 --> 00:04:15.800]  但不可少只有一件瑪利亞已經選擇那上好的福分不能奪
