
[00:00:00.000 --> 00:00:03.200]  今天我們會開始一個新的港台系列
[00:00:03.200 --> 00:00:05.400]  八月只會有四港
[00:00:05.400 --> 00:00:09.700]  接著九月份我們就會有宣教月
[00:00:09.700 --> 00:00:16.400]  我們逢九月份都會集中去看看宣教的訊息和宣教的工場
[00:00:16.400 --> 00:00:20.400]  今年我們聯繫到的宣教事
[00:00:20.400 --> 00:00:24.400]  有來自不同的經驗或者經歷
[00:00:24.400 --> 00:00:33.300]  我們有日本、德國、中美洲、印度
[00:00:33.300 --> 00:00:36.500]  當然有一些宣教事不能親身來到當中
[00:00:36.500 --> 00:00:38.700]  都是要透過影像
[00:00:38.700 --> 00:00:42.000]  還有我們有一些宣教事親身來到
[00:00:42.000 --> 00:00:44.100]  但是不可能全部去四個分堂
[00:00:44.100 --> 00:00:48.000]  所以都會有一些分堂是親身
[00:00:48.000 --> 00:00:52.600]  有一些是唯有透過影像和大家去分享
[00:00:52.600 --> 00:00:56.600]  我們在宣教日至少有兩次是真人
[00:00:56.600 --> 00:01:00.000]  在現場去分享
[00:01:00.000 --> 00:01:01.700]  希望大家都討個紀念
[00:01:01.700 --> 00:01:05.000]  因為當中有一對宣教事夫婦的家庭
[00:01:05.000 --> 00:01:07.000]  他們還在申請簽證
[00:01:07.000 --> 00:01:10.800]  還不知道是否有八月底才知道
[00:01:10.800 --> 00:01:16.700]  希望他們都能夠平安順利來到我們當中
[00:01:16.700 --> 00:01:21.200]  八月份我們加插這個生命旅程的系列
[00:01:21.200 --> 00:01:22.700]  主要都是去看看
[00:01:22.700 --> 00:01:24.700]  因為很多時候聽到一些大型姊妹說的
[00:01:24.700 --> 00:01:26.700]  就是我們教會經常都說家庭
[00:01:26.700 --> 00:01:29.600]  家庭就是說到有小孩的家庭
[00:01:29.600 --> 00:01:35.300]  但是有一些群組彷彿忽略了
[00:01:35.300 --> 00:01:39.200]  例如一些年長的大型姊妹
[00:01:39.200 --> 00:01:41.100]  一些單身的大型姊妹
[00:01:41.100 --> 00:01:42.900]  經常說家庭、子女
[00:01:42.900 --> 00:01:46.900]  單身那些或者仍然單身那些
[00:01:46.900 --> 00:01:53.700]  經常聽到這些可能會令到別人有些感觸
[00:01:53.700 --> 00:01:59.900]  或者是一些年輕的子女
[00:01:59.900 --> 00:02:01.900]  我們怎樣去面對
[00:02:01.900 --> 00:02:05.900]  還有一講就是中年危機
[00:02:05.900 --> 00:02:06.900]  是你講的嗎? 正華?
[00:02:06.900 --> 00:02:07.900]  中年危機?不是啊
[00:02:07.900 --> 00:02:08.900]  是你講的吧?
[00:02:08.900 --> 00:02:09.900]  Parsley Jackie
[00:02:09.900 --> 00:02:12.600]  我們講的是一些成功例子
[00:02:12.600 --> 00:02:13.600]  好像Parsley Jackie那些
[00:02:13.600 --> 00:02:16.600]  怎樣能夠渡過這個中年危機
[00:02:16.600 --> 00:02:18.400]  仍然在闖高峰
[00:02:18.400 --> 00:02:22.400]  她就會跟大家分享一下這些信息
[00:02:22.400 --> 00:02:23.900]  所以留著這一講
[00:02:23.900 --> 00:02:25.900]  是誰講的呢?
[00:02:25.900 --> 00:02:29.600]  因為朱牧師又去了聖地天使
[00:02:29.600 --> 00:02:32.800]  陳牧師又去了Peninsula幫忙
[00:02:32.800 --> 00:02:35.400]  第三個就是年輕的就是我
[00:02:35.400 --> 00:02:38.900]  唯有我去選擇講這一講
[00:02:38.900 --> 00:02:41.700]  叫「積楊無限好」
[00:02:41.700 --> 00:02:46.600]  哥倫多後書五章一至十節講到面對衰老
[00:02:46.600 --> 00:02:49.100]  面對年長的時候
[00:02:49.100 --> 00:02:51.000]  我們的心境應該是怎樣呢?
[00:02:51.000 --> 00:02:52.700]  聖經怎樣教導我們
[00:02:52.700 --> 00:02:54.700]  我們看看哥倫多後書五章
[00:02:54.700 --> 00:02:58.600]  一至十節保羅教導我們的功課是甚麼
[00:02:58.600 --> 00:02:59.800]  因為我們知道
[00:02:59.800 --> 00:03:03.400]  我們這地上的障縫若拆毀了
[00:03:03.400 --> 00:03:05.700]  我們將有上帝所造的居所
[00:03:05.700 --> 00:03:07.500]  不是人手所造的
[00:03:07.500 --> 00:03:10.400]  而是從天上永存的
[00:03:10.400 --> 00:03:12.700]  我們在這障縫裡嘆息
[00:03:12.700 --> 00:03:15.000]  渴望得到從天上來的居所
[00:03:15.000 --> 00:03:16.300]  好象穿上衣服
[00:03:16.300 --> 00:03:19.500]  統若脫下又不至於赤身了
[00:03:19.500 --> 00:03:23.200]  其實我們在這障縫裡的人生嘆息
[00:03:23.200 --> 00:03:26.700]  老虎嘆息並不是願意脫下地上的障縫
[00:03:26.700 --> 00:03:29.500]  而是願意穿上天上的居所
[00:03:29.500 --> 00:03:32.800]  好使者必死的被生命吞滅了
[00:03:32.800 --> 00:03:35.400]  因為我們安排這事的是上帝
[00:03:35.400 --> 00:03:38.300]  祂賜給我們的聖靈作憑據
[00:03:38.300 --> 00:03:41.600]  所以我們總是勇敢的並且知道
[00:03:41.600 --> 00:03:44.500]  只要我們住在身內就是離開了主
[00:03:44.500 --> 00:03:47.900]  因為我們幸事為人是憑著信心
[00:03:47.900 --> 00:03:49.500]  不是憑著眼見
[00:03:49.500 --> 00:03:54.000]  我們勇敢更情願離開身體與主同在
[00:03:54.000 --> 00:03:56.800]  所以無論是住在身內或是住在身外
[00:03:56.800 --> 00:03:59.400]  我們都立了志向要得主的喜悅
[00:03:59.400 --> 00:04:03.700]  因為我們眾人必須站在基督審判台前受審
[00:04:03.700 --> 00:04:10.300]  為使各人按著本身所行的或善或惡受報
[00:04:10.300 --> 00:04:11.400]  積若無限好
[00:04:11.400 --> 00:04:14.600]  當我預備演講這章的時候
[00:04:14.600 --> 00:04:18.900]  就有很多事情回到我的腦海裡面
[00:04:18.900 --> 00:04:20.300]  特別大家都知道
[00:04:20.300 --> 00:04:28.300]  我過去兩年都是處理岳父岳母的晚年
[00:04:28.300 --> 00:04:29.400]  跟他們一起度過
[00:04:29.400 --> 00:04:31.500]  接到他們來我家住
[00:04:31.500 --> 00:04:35.300]  照顧晚年的時候的確是很辛苦的
[00:04:35.300 --> 00:04:40.600]  因為特別是我岳父二百多磅六呎
[00:04:40.600 --> 00:04:44.600]  最尾的階段我跟太太託他去廁所都去不到
[00:04:44.600 --> 00:04:47.600]  我們根本不夠力
[00:04:47.600 --> 00:04:52.100]  這也是上帝給我們的恩典
[00:04:52.100 --> 00:04:54.900]  可以照顧他們到衰老
[00:04:54.900 --> 00:04:57.200]  到百年歸老
[00:04:57.200 --> 00:04:59.400]  其實我也鼓勵弟兄姊妹
[00:04:59.400 --> 00:05:03.800]  雖然是辛苦,但其實是一個生命的歷程
[00:05:03.800 --> 00:05:06.900]  是可以經歷上帝很多的恩典
[00:05:06.900 --> 00:05:11.800]  當然我不是說這樣很適合或不適合
[00:05:11.800 --> 00:05:14.700]  因為每個家庭都有他們的難處
[00:05:14.700 --> 00:05:15.500]  住屋的難處
[00:05:15.500 --> 00:05:17.500]  或者你的配偶的認同
[00:05:17.500 --> 00:05:18.900]  或者你的子女的認同
[00:05:18.900 --> 00:05:21.700]  或者住屋的大小或者遠近
[00:05:21.700 --> 00:05:24.400]  甚至老人家是否喜歡和你住都未必知道
[00:05:24.400 --> 00:05:29.800]  但我想這對我來說是一個很好的人生經歷
[00:05:29.800 --> 00:05:31.000]  其中一件事就是
[00:05:31.000 --> 00:05:34.100]  老人家,你也要開口問他
[00:05:34.100 --> 00:05:36.300]  他們有一些叫做bucket list
[00:05:36.300 --> 00:05:41.400]  即是他們想在離開世界之前做一些事
[00:05:41.400 --> 00:05:45.000]  有些事我沒有能力幫到他們
[00:05:45.000 --> 00:05:48.200]  譬如我岳父說我想坐頭等飛機
[00:05:48.200 --> 00:05:50.600]  我都未坐過
[00:05:50.600 --> 00:05:54.900]  我便說,好啊,想一下,內陸頭等飛機也坐
[00:05:54.900 --> 00:05:56.700]  內陸吧
[00:05:56.700 --> 00:06:03.700]  他還有一個心願就是想去阿拉斯加去cruise和我岳母
[00:06:03.700 --> 00:06:09.900]  那時候我們安排了他去跟一個福音的組織
[00:06:09.900 --> 00:06:14.000]  去聽福音,去阿拉斯加
[00:06:14.000 --> 00:06:17.800]  另外有些bucket list就是左手邊我的岳母
[00:06:17.800 --> 00:06:22.600]  就是一年前,她說她未去過聖地牙哥
[00:06:22.600 --> 00:06:30.100]  於是我們就開車和我太太帶她去聖地牙哥遊覽
[00:06:30.100 --> 00:06:34.500]  當然聖地牙哥我們有些好朋友在這裡接待和幫忙
[00:06:34.500 --> 00:06:38.700]  免費波霸,免費消息
[00:06:38.700 --> 00:06:44.700]  右手邊那幅就是十年前我和我爸爸和我妹妹
[00:06:44.700 --> 00:06:52.700]  我爸爸就說,我讀書的小學是上海,實驗小學
[00:06:52.700 --> 00:06:55.900]  一百年校慶
[00:06:55.900 --> 00:06:59.300]  他說他想去參加校慶
[00:06:59.300 --> 00:07:02.600]  我便說,去上海?
[00:07:02.600 --> 00:07:08.100]  那我就和我妹妹談,她那時候晚年已經很累很辛苦
[00:07:08.100 --> 00:07:14.800]  帶她去,我心裏面一直祈禱,很感謝主,一定要think positive
[00:07:14.800 --> 00:07:17.900]  感謝主就是我爸爸沒有讀過幼稚園
[00:07:17.900 --> 00:07:24.700]  他天津出世,讀幼稚園要走石天津
[00:07:24.700 --> 00:07:32.100]  他跟著去了上海,上海跟著解放的時候他去了香港
[00:07:32.100 --> 00:07:34.600]  在那裏讀小學
[00:07:34.600 --> 00:07:41.900]  當時陪我爸爸和我妹妹一起和他經過這些人生的路程
[00:07:41.900 --> 00:07:50.300]  其實去到我這樣的年紀,送走上一代很多的人
[00:07:50.300 --> 00:07:56.100]  我家庭裏面,我爸爸我媽媽我姐姐都已經回天下
[00:07:56.100 --> 00:08:05.100]  在座當中的弟兄姊妹,我用另一種語言、藝術來跟大家說
[00:08:05.100 --> 00:08:11.100]  在座當中的弟兄姊妹都會為我送別,離開這個世界
[00:08:11.100 --> 00:08:14.400]  所以這亦是必然的事
[00:08:14.400 --> 00:08:18.100]  但是見到這些景象,看回這些照片的時候
[00:08:18.100 --> 00:08:23.000]  就好像我以前讀國文的明朝郭有綱
[00:08:23.000 --> 00:08:26.100]  那個漢子軒子裏面所說
[00:08:26.100 --> 00:08:31.700]  當你看見這些遺跡的時候,就好像昨天一樣
[00:08:31.700 --> 00:08:34.500]  的確會令人傷感
[00:08:34.500 --> 00:08:37.900]  但是在這樣的年紀,我下個月就六十歲
[00:08:37.900 --> 00:08:42.900]  我經常說六十歲,終於等到六十歲了
[00:08:42.900 --> 00:08:50.100]  之後很快就會見主面了,希望
[00:08:50.100 --> 00:08:53.100]  在這些日子裏面應該怎樣去面對
[00:08:53.100 --> 00:08:56.700]  我不知道在座當中,當然有些人比我年紀大
[00:08:56.700 --> 00:09:00.100]  但是不是因為年紀的問題,大家都知道
[00:09:00.100 --> 00:09:03.100]  我亦都送別過很多我認識的朋友
[00:09:03.100 --> 00:09:08.100]  做過牧者的,亦都見過很多年輕的去面對死亡
[00:09:08.100 --> 00:09:11.100]  我們怎樣去面對死亡這件事呢?
[00:09:11.100 --> 00:09:14.100]  特別是年長的一些弟兄姊妹
[00:09:14.100 --> 00:09:18.100]  面對夕陽西下的生命的時候
[00:09:18.100 --> 00:09:21.100]  我們怎樣活出餘下的人生呢?
[00:09:21.100 --> 00:09:24.100]  保羅在聖經裏面帶給我們三樣
[00:09:24.100 --> 00:09:30.100]  教導我們活出餘下夕陽人生的秘訣
[00:09:30.100 --> 00:09:32.100]  看看聖經裏面怎樣教導我們
[00:09:32.100 --> 00:09:34.100]  第一樣東西是渴想天價
[00:09:34.100 --> 00:09:36.100]  第二樣東西是慕居死亡
[00:09:36.100 --> 00:09:38.100]  第三樣東西是忠於使命
[00:09:38.100 --> 00:09:45.100]  保羅用了三個景象來幫助讀者去明白
[00:09:45.100 --> 00:09:48.100]  一個景象就是一個客裏寄居的人
[00:09:48.100 --> 00:09:50.100]  第二個是一個勇士
[00:09:50.100 --> 00:09:53.100]  第三個是一個忠心的管家
[00:09:53.100 --> 00:09:57.100]  這三樣東西都是我們今天要學習的功課
[00:09:57.100 --> 00:09:58.100]  看看聖經怎樣講
[00:09:58.100 --> 00:10:02.100]  這段經文在中文亦是有一定程度困難的
[00:10:02.100 --> 00:10:05.100]  因為中文要譯到中國人要明白
[00:10:05.100 --> 00:10:08.100]  但是在原文裏面有些東西是有些變化
[00:10:08.100 --> 00:10:10.100]  我們需要去了解的
[00:10:10.100 --> 00:10:12.100]  第一樣東西保羅就說
[00:10:12.100 --> 00:10:15.100]  在地上這個帳篷約了賊尾鳥
[00:10:15.100 --> 00:10:18.100]  大家都知道保羅是織帳篷為生的
[00:10:18.100 --> 00:10:20.100]  他用這個做例子
[00:10:20.100 --> 00:10:21.100]  他就說
[00:10:21.100 --> 00:10:23.100]  上帝所做的居所不是人手所做的
[00:10:23.100 --> 00:10:25.100]  而是天上永存的
[00:10:25.100 --> 00:10:27.100]  我們在帳篷裏面歎息
[00:10:27.100 --> 00:10:30.100]  其實我們在帳篷裏面的人路苦歎息
