
[00:00:00.000 --> 00:00:03.400]  在疫症中祝愿各人平安
[00:00:03.400 --> 00:00:08.080]  夜闌人靜
[00:00:08.080 --> 00:00:11.520]  應該睡覺的時候
[00:00:11.520 --> 00:00:14.680]  很多人都成為哲學家
[00:00:14.680 --> 00:00:18.560]  思考一個很嚴肅的哲學問題
[00:00:18.560 --> 00:00:21.760]  為何我還未睡覺呢?
[00:00:21.760 --> 00:00:26.560]  很多人說千萬不要移民到新西蘭
[00:00:26.560 --> 00:00:28.960]  因為移民去新西蘭的話
[00:00:28.960 --> 00:00:31.440]  你整晚都在這裡數羊仔
[00:00:31.440 --> 00:00:34.640]  我發覺很多人
[00:00:34.640 --> 00:00:36.560]  晚上睡覺的時候
[00:00:36.560 --> 00:00:38.560]  他怕睡得不夠
[00:00:38.560 --> 00:00:43.160]  每隔15分鐘就會打開眼睛
[00:00:43.160 --> 00:00:44.640]  看看時間
[00:00:44.640 --> 00:00:47.120]  看看還有多少時間可以睡覺
[00:00:47.120 --> 00:00:50.920]  當然越看越憂心
[00:00:50.920 --> 00:00:53.240]  譬如他看看
[00:00:53.240 --> 00:00:53.880]  哎呀
[00:00:53.880 --> 00:00:55.600]  還有3個小時可以睡覺
[00:00:55.600 --> 00:00:56.720]  快點睡吧
[00:00:56.720 --> 00:00:58.280]  隔了15分鐘
[00:00:58.280 --> 00:00:59.600]  他又看看時間
[00:00:59.600 --> 00:01:02.000]  隔了15分鐘又看看時間
[00:01:02.000 --> 00:01:04.600]  隔了15分鐘又再看看時間
[00:01:04.600 --> 00:01:05.960]  心裏想
[00:01:05.960 --> 00:01:06.440]  哎呀
[00:01:06.440 --> 00:01:08.360]  還有2個小時可以睡覺
[00:01:08.360 --> 00:01:10.240]  如此一般
[00:01:10.240 --> 00:01:11.720]  一晚就過去了
[00:01:11.720 --> 00:01:16.560]  所以現在千萬不要跟別人說
[00:01:16.560 --> 00:01:19.920]  昨晚我睡了10個小時
[00:01:19.920 --> 00:01:22.040]  完全不知不覺
[00:01:22.040 --> 00:01:25.200]  一會兒就天亮了
[00:01:25.200 --> 00:01:27.520]  你千萬不要這樣說
[00:01:27.840 --> 00:01:29.600]  因為很多人會妒忌你
[00:01:29.600 --> 00:01:31.080]  而會殺了你
[00:01:31.080 --> 00:01:34.680]  不過現代科學昌明
[00:01:34.680 --> 00:01:35.800]  什麼問題
[00:01:35.800 --> 00:01:38.640]  科學都能夠提供答案
[00:01:38.640 --> 00:01:40.760]  科學家現在已經找到
[00:01:40.760 --> 00:01:44.400]  應付失眠的最佳方案
[00:01:44.400 --> 00:01:47.640]  應付失眠的最佳辦法就是
[00:01:47.640 --> 00:01:48.920]  多睡一會兒
[00:01:48.920 --> 00:01:53.800]  哲學家黑格爾·希格
[00:01:53.800 --> 00:01:54.600]  他說
[00:01:55.520 --> 00:01:58.680]  智慧的貓頭鷹只會在夜間飛行
[00:01:58.680 --> 00:02:02.560]  現代人大多數都不做人了
[00:02:02.560 --> 00:02:03.600]  做了貓頭鷹
[00:02:03.600 --> 00:02:06.840]  在夜間思想飛行
[00:02:06.840 --> 00:02:09.800]  成為了充滿智慧的哲學家
[00:02:09.800 --> 00:02:14.800]  在晚上他不斷問
[00:02:14.800 --> 00:02:15.520]  為什麼
[00:02:15.520 --> 00:02:16.960]  為什麼
[00:02:16.960 --> 00:02:19.040]  為什麼還睡不著
[00:02:19.040 --> 00:02:23.080]  為什麼今天那隻股票升了這麼多
[00:02:23.360 --> 00:02:26.240]  而我為什麼沒有大手買入
[00:02:26.240 --> 00:02:30.480]  為什麼那個人今天會這樣對我
[00:02:30.480 --> 00:02:33.760]  為什麼今天我會跟那個上司
[00:02:33.760 --> 00:02:35.960]  說這些廢話
[00:02:35.960 --> 00:02:38.920]  為什麼今天那些事這麼容易做
[00:02:38.920 --> 00:02:40.560]  為什麼我都做不來
[00:02:40.560 --> 00:02:42.480]  簡單來說
[00:02:42.480 --> 00:02:44.080]  十萬個為什麼
[00:02:44.080 --> 00:02:48.680]  睡得著和睡不著
[00:02:48.680 --> 00:02:52.880]  在現代來說
[00:02:53.240 --> 00:02:54.760]  這就是問題
[00:03:23.400 --> 00:03:25.400]  也有別的船和他同行
[00:03:25.400 --> 00:03:27.400]  忽然起了暴風
[00:03:27.400 --> 00:03:29.760]  波浪打入船內
[00:03:29.760 --> 00:03:32.400]  甚至船要滿了水
[00:03:32.400 --> 00:03:36.800]  耶穌在船尾那裡枕著枕頭睡覺
[00:03:36.800 --> 00:03:39.360]  門徒叫醒他
[00:03:39.360 --> 00:03:41.040]  說夫子我們喪命
[00:03:41.040 --> 00:03:42.240]  你不顧嗎
[00:03:42.240 --> 00:03:44.040]  耶穌醒了
[00:03:44.040 --> 00:03:44.960]  斥責風
[00:03:44.960 --> 00:03:46.160]  向海說
[00:03:46.160 --> 00:03:47.560]  住了吧
[00:03:47.560 --> 00:03:49.120]  靜了吧
[00:03:49.120 --> 00:03:52.760]  風就指著大大地平靜了
[00:03:53.520 --> 00:03:54.880]  耶穌對他們說
[00:03:54.880 --> 00:03:56.520]  為什麼膽怯
[00:03:56.520 --> 00:03:59.120]  你們還沒有信心嗎
[00:03:59.120 --> 00:04:02.040]  他們就大大地懼怕
[00:04:02.040 --> 00:04:03.000]  彼此說
[00:04:03.000 --> 00:04:04.640]  這到底是誰
[00:04:04.640 --> 00:04:08.160]  連風和海也聽從他了
[00:04:08.160 --> 00:04:12.960]  首先讓我們放近一點
[00:04:12.960 --> 00:04:15.320]  去看看主耶穌
[00:04:15.320 --> 00:04:18.360]  祂在船尾那裡
[00:04:20.280 --> 00:04:23.440]  經文說祂枕著枕頭睡覺
[00:04:23.440 --> 00:04:25.840]  對現代人來說
[00:04:25.840 --> 00:04:28.080]  單單這一個鏡頭
[00:04:28.080 --> 00:04:30.880]  就已經足以叫人信耶穌了
[00:04:30.880 --> 00:04:35.080]  而祂周圍的環境是怎樣的呢?
[00:04:35.080 --> 00:04:36.160]  起了暴風
[00:04:36.160 --> 00:04:38.520]  波浪打入船內
[00:04:38.520 --> 00:04:41.280]  甚至船要滿了水
[00:04:41.280 --> 00:04:43.800]  可以想像
[00:04:43.800 --> 00:04:44.800]  祂身邊的人
[00:04:44.800 --> 00:04:46.840]  呼天搶地
[00:04:46.840 --> 00:04:48.520]  驚惶失措
[00:04:50.440 --> 00:04:52.720]  這些是無眠的人
[00:04:52.720 --> 00:04:56.480]  與耶穌成為一個很大的對比
[00:04:56.480 --> 00:04:59.960]  於是就有了一個神學的問題
[00:04:59.960 --> 00:05:02.440]  就是為什麼有些人能夠睡覺
[00:05:02.440 --> 00:05:05.360]  為什麼有些人睡不著呢?
[00:05:05.360 --> 00:05:09.960]  睡不著當然有很多原因
[00:05:09.960 --> 00:05:13.160]  中國五經之首
[00:05:13.160 --> 00:05:14.040]  《詩經》
[00:05:14.040 --> 00:05:17.160]  第一首的詩歌《關追》
[00:05:17.160 --> 00:05:19.240]  其實就是討論失眠
[00:05:19.640 --> 00:05:23.280]  「關關追溝,在河之洲,
[00:05:23.280 --> 00:05:27.520]  妙跳淑女,君子好求,
[00:05:27.520 --> 00:05:31.480]  求之不得,誤未思復,
[00:05:31.480 --> 00:05:35.480]  猶哉猶哉,輾轉反側。」
[00:05:35.480 --> 00:05:38.600]  你有了追求的目標
[00:05:38.600 --> 00:05:40.960]  你有了追求的對象
[00:05:40.960 --> 00:05:43.080]  但是求之而不得
[00:05:43.080 --> 00:05:46.800]  你就會日思夜想
[00:05:47.160 --> 00:05:50.000]  那就睡不著了,輾轉反側
[00:05:50.000 --> 00:05:53.400]  「人無求便心安,
[00:05:53.400 --> 00:05:56.200]  放下就能夠自在,
[00:05:56.200 --> 00:06:01.720]  有所戀有所求心又怎會得到安寧呢?」
[00:06:01.720 --> 00:06:06.880]  對失眠反省得最深的哲學家
[00:06:06.880 --> 00:06:10.200]  要算是羅馬尼亞裔的
[00:06:10.200 --> 00:06:13.480]  但是旅居法國的一個哲學家
[00:06:13.480 --> 00:06:16.760]  中文翻譯他叫做蕭杭
[00:06:17.680 --> 00:06:22.320]  英文的串法就是C-I-O-R-A-N
[00:06:22.320 --> 00:06:26.080]  有些人讀就是Ciouran
[00:06:26.080 --> 00:06:29.760]  法國音讀就是蕭雄
[00:06:29.760 --> 00:06:32.960]  他類近中文的翻譯,蕭杭
[00:06:32.960 --> 00:06:38.800]  有文章顯示這位哲學家失眠了五十年
[00:06:38.800 --> 00:06:42.600]  他自己這樣說他自己的光景
[00:06:42.600 --> 00:06:44.840]  他說「在我年輕的時候
[00:06:45.440 --> 00:06:47.360]  一個星期復一個星期
[00:06:47.360 --> 00:06:50.000]  都沒有閉上眼睛
[00:06:50.000 --> 00:06:53.560]  我活在一個沒有人活過的世界裏面
[00:06:53.560 --> 00:06:57.840]  我感覺到時間和它的流動
[00:06:57.840 --> 00:07:00.720]  深刻地觸碰我的存在
[00:07:00.720 --> 00:07:03.840]  時間在我裏面達到頂峰
[00:07:03.840 --> 00:07:07.680]  時間在我裏面取得絕對的勝利」
[00:07:07.680 --> 00:07:11.320]  這個哲學家蕭杭
[00:07:11.320 --> 00:07:13.760]  以極其優美的文字
[00:07:14.280 --> 00:07:16.480]  描繪在失眠的時候
[00:07:16.480 --> 00:07:18.880]  他說人終極面對的
[00:07:18.880 --> 00:07:21.800]  其實就是時間的流逝
[00:07:21.800 --> 00:07:24.760]  對人的絕對的控制
[00:07:24.760 --> 00:07:28.000]  在蕭杭的眼中
[00:07:28.000 --> 00:07:32.400]  失眠是人類最重要的一個哲學主題
[00:07:32.400 --> 00:07:34.240]  對他來說
[00:07:34.240 --> 00:07:38.240]  失眠呈現的是人類最悲慘的現實
[00:07:40.240 --> 00:07:46.160]  失眠令身體和心靈的連結解體
