
[00:00:00.000 --> 00:00:05.260]  多謝你們這麼熱都來聽這麼激烈的東西
[00:00:05.260 --> 00:00:06.500]  更加熱
[00:00:06.500 --> 00:00:08.180]  因為15歲
[00:00:08.180 --> 00:00:11.580]  如果你真的有個心恩仔氣
[00:00:11.580 --> 00:00:13.180]  到這個範圍
[00:00:13.180 --> 00:00:15.840]  你會少了很多信心
[00:00:15.840 --> 00:00:18.020]  你可以跟他相處得很好
[00:00:18.020 --> 00:00:20.380]  原因就是他獨立了
[00:00:20.380 --> 00:00:25.500]  而你發現你對他獨立是挺辛苦的
[00:00:25.500 --> 00:00:28.140]  因為本身的矛盾就在你那裡
[00:00:28.140 --> 00:00:32.480]  你想他不跟你一起還是想他跟你一起
[00:00:32.480 --> 00:00:35.600]  如果他獨立就是不跟你一起的意思
[00:00:35.600 --> 00:00:37.480]  但你又想他獨立
[00:00:37.480 --> 00:00:39.760]  但你又不喜歡他不跟你一起
[00:00:39.760 --> 00:00:41.960]  所以很多時候我都問太太
[00:00:41.960 --> 00:00:42.760]  特別是媽媽
[00:00:42.760 --> 00:00:44.720]  其實你想怎樣
[00:00:44.720 --> 00:00:46.160]  所以在說的時候
[00:00:46.160 --> 00:00:47.520]  你會覺得很多概念
[00:00:47.520 --> 00:00:48.840]  我今天很精眼
[00:00:48.840 --> 00:00:50.960]  譬如我剛才回答你
[00:00:50.960 --> 00:00:54.360]  其實獨立不是最後的目的
[00:00:54.360 --> 00:00:57.440]  依賴也不是應該有的目的
[00:00:57.440 --> 00:00:59.000]  英文有個字很靚
[00:00:59.000 --> 00:01:01.560]  最後目的是interdependence
[00:01:01.560 --> 00:01:04.040]  就是互相倚靠
[00:01:04.040 --> 00:01:06.200]  一個心恩仔長大
[00:01:06.200 --> 00:01:08.200]  無論十幾歲、二十幾歲、三十幾歲
[00:01:08.200 --> 00:01:09.960]  甚至到你一百歲
[00:01:09.960 --> 00:01:11.200]  他八十五歲
[00:01:11.200 --> 00:01:12.600]  是用互相倚靠
[00:01:12.600 --> 00:01:14.640]  是interdependence
[00:01:14.640 --> 00:01:16.080]  所以不是dependence
[00:01:16.080 --> 00:01:17.840]  又不是independence
[00:01:17.840 --> 00:01:19.400]  所以去到第三期
[00:01:19.400 --> 00:01:22.800]  interdependence是一個挺困難的課
[00:01:22.800 --> 00:01:26.200]  我大約認識你們一些朋友在這裡
[00:01:26.200 --> 00:01:28.800]  我隱約猜你們有些小朋友
[00:01:28.800 --> 00:01:30.040]  比十五歲大很多
[00:01:30.040 --> 00:01:31.600]  你還來
[00:01:31.600 --> 00:01:34.600]  是不是想著孫子的問題
[00:01:34.600 --> 00:01:36.840]  也有一些是未夠的
[00:01:36.840 --> 00:01:38.480]  其實未夠是有福的
[00:01:38.480 --> 00:01:40.080]  我經常覺得
[00:01:40.080 --> 00:01:43.200]  雖然我們推廣今天這個題目
[00:01:43.200 --> 00:01:46.240]  應該這個題目給幼稚園家長參加
[00:01:46.240 --> 00:01:47.960]  因為如果你沒有六年至十年
[00:01:47.960 --> 00:01:49.040]  預備十五歲
[00:01:49.040 --> 00:01:50.840]  你是預備不及的
[00:01:50.840 --> 00:01:52.360]  為什麼呢
[00:01:52.360 --> 00:01:53.680]  因為你的角色
[00:01:53.680 --> 00:01:56.240]  你要訓練你自己很久
[00:01:56.240 --> 00:01:57.560]  今天為了省卻
[00:01:57.560 --> 00:01:59.840]  我就講三個model
[00:01:59.840 --> 00:02:02.440]  每個model講四個英文字
[00:02:02.440 --> 00:02:03.240]  你拼在一起
[00:02:03.240 --> 00:02:04.920]  你就能夠評估
[00:02:04.920 --> 00:02:08.440]  你的身分子過去、現在和未來
[00:02:08.440 --> 00:02:09.400]  你聽完之後
[00:02:09.400 --> 00:02:10.440]  你在分組討論
[00:02:10.440 --> 00:02:12.040]  你會更加深刻很多
[00:02:12.040 --> 00:02:13.760]  以及保證你記得
[00:02:13.760 --> 00:02:14.880]  我解釋的時候
[00:02:14.880 --> 00:02:16.000]  第一個問題就是
[00:02:16.000 --> 00:02:19.440]  其實十一歲至十八歲
[00:02:19.440 --> 00:02:21.840]  是三個期間
[00:02:21.840 --> 00:02:23.840]  你做錯了期間
[00:02:23.840 --> 00:02:25.920]  你會和他關係很惡劣
[00:02:25.920 --> 00:02:27.520]  譬如說你做早了
[00:02:27.520 --> 00:02:28.120]  做遲了
[00:02:28.120 --> 00:02:29.760]  都會很惡劣
[00:02:29.760 --> 00:02:32.840]  譬如我們教青少年工作
[00:02:32.840 --> 00:02:35.600]  一定會分成三個組合
[00:02:35.600 --> 00:02:36.440]  混不在一起
[00:02:36.440 --> 00:02:38.560]  如果主學混在一起就很大件事
[00:02:38.560 --> 00:02:41.080]  十一至十四是一個組合
[00:02:41.080 --> 00:02:44.600]  是一定不可以和十五、十六歲相處的
[00:02:44.600 --> 00:02:45.600]  而十七、十八
[00:02:45.600 --> 00:02:48.240]  又不可以和十五、十六歲相處的
[00:02:48.240 --> 00:02:50.000]  你能夠分了這三個組合
[00:02:50.000 --> 00:02:52.000]  你就知道做法不同
[00:02:52.000 --> 00:02:53.800]  所以做父母
[00:02:53.800 --> 00:02:57.600]  說話的口語、口音、態度都要不同
[00:02:57.600 --> 00:02:59.520]  你換三次
[00:02:59.520 --> 00:03:00.840]  你換不到
[00:03:00.840 --> 00:03:02.760]  你就幼稚化了他
[00:03:02.760 --> 00:03:03.960]  他就很生氣
[00:03:03.960 --> 00:03:05.760]  因為他覺得他身份證
[00:03:05.760 --> 00:03:06.760]  他是十四歲
[00:03:06.760 --> 00:03:08.480]  但對他是九歲
[00:03:08.480 --> 00:03:09.800]  所以他很生氣
[00:03:09.800 --> 00:03:11.200]  這個是你要轉
[00:03:11.200 --> 00:03:14.080]  正如說你教中一的班
[00:03:14.080 --> 00:03:16.120]  和教中二是不同的
[00:03:16.120 --> 00:03:18.440]  你用中一的口吻和中二講
[00:03:18.440 --> 00:03:20.560]  他那個人會掌摑著你的
[00:03:20.560 --> 00:03:22.280]  特別是那位小朋友
[00:03:22.280 --> 00:03:23.960]  那些人會很生氣
[00:03:23.960 --> 00:03:27.480]  所以希望今天你搞定這三個期間
[00:03:27.480 --> 00:03:31.040]  這十一歲之前的那個期叫做潛伏期
[00:03:31.040 --> 00:03:33.160]  為什麼這麼容易會有衝突呢
[00:03:33.160 --> 00:03:36.800]  就因為他在十歲和九歲這兩個年歲
[00:03:36.800 --> 00:03:40.000]  普遍來說都非常乖
[00:03:40.000 --> 00:03:42.760]  八歲尾至十歲是很乖的
[00:03:42.760 --> 00:03:44.960]  頑皮都是隨便的
[00:03:44.960 --> 00:03:46.360]  因為潛伏期
[00:03:46.360 --> 00:03:50.080]  突然間那個小朋友會沉默了
[00:03:50.080 --> 00:03:51.640]  沒那麼多話說
[00:03:51.640 --> 00:03:53.640]  沒那麼多主見
[00:03:53.640 --> 00:03:57.360]  突然間你發現他喜歡靜
[00:03:57.360 --> 00:04:00.040]  和以前四處走的六歲七歲
[00:04:00.040 --> 00:04:02.920]  走到滿頭大汗是完全不同的
[00:04:02.920 --> 00:04:05.320]  所以潛伏期很多時候有一個假象
[00:04:05.320 --> 00:04:07.000]  引起你以為
[00:04:07.000 --> 00:04:09.880]  哇 將來我會變得很純良
[00:04:09.880 --> 00:04:11.200]  那你就期望很高了
[00:04:11.200 --> 00:04:13.560]  將來一定會和我餵糠買東西
[00:04:13.560 --> 00:04:16.160]  甚至幫我煮早餐
[00:04:16.160 --> 00:04:17.160]  你就搞錯了
[00:04:17.160 --> 00:04:19.960]  突然間十一歲不是人這麼笨
[00:04:19.960 --> 00:04:21.680]  那你突然到
[00:04:21.680 --> 00:04:24.440]  為什麼這麼難教呢
[00:04:24.440 --> 00:04:25.680]  那你搞錯了
[00:04:25.680 --> 00:04:29.200]  潛伏期是暴風雨之前的平靜
[00:04:29.200 --> 00:04:32.080]  所以如果你被平靜騙了
[00:04:32.080 --> 00:04:33.960]  你就以為他以後都是這樣
[00:04:33.960 --> 00:04:36.000]  你就失望得更加大很多
[00:04:36.000 --> 00:04:37.720]  這個一定要搞清楚
[00:04:37.720 --> 00:04:39.960]  所以很多人一定投訴的
[00:04:39.960 --> 00:04:42.240]  就說為什麼不聽我說
[00:04:42.240 --> 00:04:43.560]  其實不聽你說什麼
[00:04:43.560 --> 00:04:46.120]  就是因為他以前聽你說
[00:04:46.120 --> 00:04:47.840]  以前聽你說了兩年
[00:04:47.840 --> 00:04:50.320]  你就陶醉得很厲害
[00:04:50.320 --> 00:04:51.040]  但是你說
[00:04:51.040 --> 00:04:53.120]  為什麼上帝被人潛伏之後
[00:04:53.120 --> 00:04:54.840]  突然間發瘋呢
[00:04:54.840 --> 00:04:57.400]  那有原因的
[00:04:57.400 --> 00:04:59.200]  如果不是這一刻發瘋了
[00:04:59.200 --> 00:05:02.480]  他不會獨立的
[00:05:02.480 --> 00:05:03.520]  獨立的意思是什麼呢
[00:05:03.520 --> 00:05:05.840]  就是突然間他發現
[00:05:05.840 --> 00:05:07.600]  好像醒了一樣
[00:05:07.600 --> 00:05:09.800]  他發現他周圍的環境
[00:05:09.800 --> 00:05:11.840]  要求他做一個大人
[00:05:11.840 --> 00:05:13.200]  你只是想一下
[00:05:13.200 --> 00:05:15.440]  坐公共車輛
[00:05:15.440 --> 00:05:17.880]  以前要入錢的時代
[00:05:17.880 --> 00:05:19.360]  司機都挖你一挖
[00:05:19.360 --> 00:05:19.800]  怎麼搞的
[00:05:19.800 --> 00:05:21.480]  買小童票這麼高
[00:05:21.480 --> 00:05:23.360]  就是說你馬上發現
[00:05:23.360 --> 00:05:25.520]  你被人看你的身份
[00:05:25.520 --> 00:05:28.080]  是要比以前成熟很多
[00:05:28.080 --> 00:05:29.960]  究竟我是一個小童
[00:05:29.960 --> 00:05:31.040]  還是一個大人呢
[00:05:31.040 --> 00:05:32.200]  那個掙扎很大
[00:05:32.200 --> 00:05:34.920]  特別香港你11歲拿過身份證
[00:05:34.920 --> 00:05:36.040]  你特別感覺到
[00:05:36.040 --> 00:05:37.840]  你像不像這麼大個呢
[00:05:37.840 --> 00:05:39.160]  這個是有質疑的
[00:05:39.160 --> 00:05:40.720]  好了,講講模特兒
[00:05:40.720 --> 00:05:42.080]  11至14歲
[00:05:42.080 --> 00:05:43.160]  四個英文字母
[00:05:43.160 --> 00:05:44.720]  看到一個人
[00:05:44.720 --> 00:05:45.960]  第一個英文字母就是
[00:05:45.960 --> 00:05:49.920]  他必定是給你感覺很專橫的
[00:05:49.920 --> 00:05:51.760]  那就像11至14歲了
[00:05:51.760 --> 00:05:52.720]  專橫是什麼呢
[00:05:52.720 --> 00:05:56.440]  就是他批判很重要
[00:05:56.440 --> 00:05:57.680]  你只是嘗試一下
[00:05:57.680 --> 00:05:59.720]  他明天去哪裡吃呢
[00:05:59.720 --> 00:06:01.280]  他一不喜歡
[00:06:01.280 --> 00:06:02.520]  他就不考慮到
[00:06:02.520 --> 00:06:04.800]  你需要近地方
[00:06:04.800 --> 00:06:06.120]  近廣福堂
[00:06:06.120 --> 00:06:08.040]  或者接著就你兩點去哪裡
[00:06:08.040 --> 00:06:09.560]  他不會理這些問題的
[00:06:09.560 --> 00:06:10.720]  又去那裡
[00:06:10.720 --> 00:06:11.680]  不去
[00:06:11.680 --> 00:06:12.360]  這些呢
[00:06:12.360 --> 00:06:15.160]  就突然間變成像11至14歲了
[00:06:15.160 --> 00:06:17.400]  你說為什麼你這麼批評父母呢
[00:06:17.400 --> 00:06:19.560]  我出錢也這麼生氣
[00:06:19.560 --> 00:06:21.800]  批判力是很高的
[00:06:21.800 --> 00:06:23.960]  那就證明他11至14歲了
[00:06:23.960 --> 00:06:27.520]  你一聽到他評你的作風
[00:06:27.520 --> 00:06:29.800]  是他覺得差一點
[00:06:29.800 --> 00:06:31.000]  你一定很生氣的
[00:06:31.000 --> 00:06:33.360]  你說我教你大的
[00:06:33.360 --> 00:06:35.160]  你這樣批評我
[00:06:35.160 --> 00:06:36.600]  但是你忘記了
[00:06:36.600 --> 00:06:39.520]  批評這個習慣未成熟之前
[00:06:39.520 --> 00:06:42.640]  早期的批評是不成熟的方式
[00:06:42.640 --> 00:06:44.600]  到了18歲就不會了
[00:06:44.600 --> 00:06:45.680]  18歲就是
[00:06:45.680 --> 00:06:46.800]  媽媽
[00:06:46.800 --> 00:06:49.960]  你試一下新的也好
[00:06:49.960 --> 00:06:50.720]  太過手舊
[00:06:50.720 --> 00:06:52.360]  你年紀不算老
[00:06:52.360 --> 00:06:54.400]  為什麼你不試一下呢
[00:06:54.400 --> 00:06:55.120]  那你突然間
[00:06:55.120 --> 00:06:56.400]  嘩!這條戲很順暢的
[00:06:56.400 --> 00:06:57.040]  但是呢
[00:06:57.040 --> 00:06:59.360]  但是他練了7年才講到這句話的
[00:06:59.360 --> 00:06:59.960]  就是說
[00:06:59.960 --> 00:07:01.720]  有些人還沒練到
[00:07:01.720 --> 00:07:03.000]  所以有時候你說
[00:07:03.000 --> 00:07:04.080]  在不成熟
[00:07:04.080 --> 00:07:04.760]  講批判說話
[00:07:04.760 --> 00:07:06.200]  通常都很難聽的
[00:07:06.200 --> 00:07:07.680]  通常很刮的
[00:07:07.680 --> 00:07:09.720]  所以你覺得很專華很刮
[00:07:09.720 --> 00:07:11.120]  但是你要小心
[00:07:11.120 --> 00:07:12.880]  他有主見
[00:07:12.880 --> 00:07:15.720]  所以很多外國人聽到有主見
[00:07:15.720 --> 00:07:17.120]  是慶祝的
[00:07:17.120 --> 00:07:19.400]  證明他不是白癡的
[00:07:19.400 --> 00:07:21.240]  如果他一直都沒有主見
[00:07:21.240 --> 00:07:22.320]  什麼都說是是是
[00:07:22.320 --> 00:07:24.440]  到了14歲還說是是是
[00:07:24.440 --> 00:07:25.760]  你沒有意見的
[00:07:25.760 --> 00:07:27.280]  你看一看他的學科
[00:07:27.280 --> 00:07:29.080]  那些分數全部是不合格的
[00:07:29.080 --> 00:07:30.360]  因為老師經常評你
[00:07:30.360 --> 00:07:31.440]  你的意見如何
[00:07:31.440 --> 00:07:32.840]  全部都是空的
[00:07:32.840 --> 00:07:35.040]  因為他沒有能力去思考的
[00:07:35.040 --> 00:07:37.720]  那其實不是好事來的
[00:07:37.720 --> 00:07:39.240]  所以為什麼在教會
[00:07:39.240 --> 00:07:41.560]  要出來幫這個新聞仔呢
[00:07:41.560 --> 00:07:42.800]  就是教他
[00:07:42.800 --> 00:07:44.440]  當你不同意的時候
[00:07:44.440 --> 00:07:46.600]  你怎麼讓別人接受得容易一點
[00:07:46.600 --> 00:07:47.960]  就是你的禮貌
[00:07:47.960 --> 00:07:49.040]  你的風度
[00:07:49.040 --> 00:07:50.240]  你的品德
[00:07:50.240 --> 00:07:52.480]  特別你對父母的尊敬
[00:07:52.480 --> 00:07:54.120]  這些原則如果沒有教的話
[00:07:54.120 --> 00:07:56.320]  這個人是純粹批評就批評的
[00:07:56.320 --> 00:07:59.320]  所以你覺得他比以前討人厭很多
[00:07:59.320 --> 00:08:01.400]  但是如果在教會長大的那些
[00:08:01.400 --> 00:08:03.400]  他會知道他的身份
[00:08:03.400 --> 00:08:05.000]  是應該謙虛的
[00:08:05.000 --> 00:08:07.080]  因為那個教他的人
[00:08:07.080 --> 00:08:09.880]  對他來說是給了很多心機
[00:08:09.880 --> 00:08:11.920]  應該是很感激的
[00:08:11.920 --> 00:08:13.920]  因為別人這麼好心
[00:08:13.920 --> 00:08:14.880]  義務的
[00:08:14.880 --> 00:08:17.880]  來教你每個星期主一學
[00:08:17.880 --> 00:08:19.080]  再想下去
[00:08:19.080 --> 00:08:21.440]  別人沒有控制你的情況
[00:08:21.440 --> 00:08:22.920]  你好了是屬於你的
[00:08:22.920 --> 00:08:24.240]  跟他沒有關係的
[00:08:24.240 --> 00:08:26.120]  但是別人竟然這樣對我這麼好
[00:08:26.120 --> 00:08:28.480]  這個就是他要找回一些
[00:08:28.480 --> 00:08:30.880]  所謂啟蒙的老師
[00:08:30.880 --> 00:08:32.560]  第二個問題就是
[00:08:32.560 --> 00:08:34.160]  他又專橫
[00:08:34.160 --> 00:08:35.760]  但是他在外面
[00:08:35.760 --> 00:08:36.720]  一定是很好的
[00:08:36.720 --> 00:08:38.840]  他跟別人結盟的
[00:08:38.840 --> 00:08:41.400]  所以你在外面說
[00:08:41.400 --> 00:08:43.200]  說他很壞
[00:08:43.200 --> 00:08:45.360]  他在家裡不聽別人的話
[00:08:45.360 --> 00:08:46.840]  外面一定會被人討厭
[00:08:46.840 --> 00:08:47.920]  一定會被人打一頓
[00:08:47.920 --> 00:08:48.640]  不是的
[00:08:48.640 --> 00:08:50.040]  外面有很多朋友
[00:08:50.040 --> 00:08:51.480]  你又弄錯了
[00:08:51.480 --> 00:08:54.000]  所以他經常覺得採烈也浪費力氣
[00:08:54.000 --> 00:08:55.200]  你這麼武斷批評
[00:08:55.200 --> 00:08:56.720]  我的朋友還要多過你
[00:08:56.720 --> 00:08:58.600]  又不見人找找你
[00:08:58.600 --> 00:09:01.120]  他結盟是很成功的
[00:09:01.120 --> 00:09:02.920]  他買生日禮物給別人
[00:09:02.920 --> 00:09:04.760]  記得誰誰又掛念別人
[00:09:04.760 --> 00:09:06.800]  生病了他又跟別人拿起功課
[00:09:06.800 --> 00:09:08.160]  他真的很好
[00:09:08.160 --> 00:09:10.080]  所以你又不要這麼快武斷說
[00:09:10.080 --> 00:09:11.840]  看你的樣子也不覺得是朋友
[00:09:11.840 --> 00:09:13.160]  你又弄錯了
[00:09:13.160 --> 00:09:14.760]  他結盟能力很高
[00:09:14.760 --> 00:09:15.520]  為什麼呢
[00:09:15.520 --> 00:09:17.200]  因為他明白到
[00:09:17.200 --> 00:09:19.200]  他這個時間
[00:09:19.200 --> 00:09:20.480]  他需要找一些
[00:09:20.480 --> 00:09:22.760]  心情裡面跟你一樣的人
[00:09:22.760 --> 00:09:25.680]  所以跟年齡是很開心在一起的
[00:09:25.680 --> 00:09:26.680]  所以你看到
[00:09:26.680 --> 00:09:28.680]  一定不會格位錯誤的
[00:09:28.680 --> 00:09:32.040]  不像大家這麼有風度
[00:09:32.040 --> 00:09:32.640]  他不會的
[00:09:32.640 --> 00:09:34.480]  他知道坐得很密的
[00:09:34.480 --> 00:09:36.680]  這個就是結盟的特色
[00:09:36.680 --> 00:09:37.760]  第三樣東西就是
[00:09:37.760 --> 00:09:39.640]  但是他很害羞
