
[00:00:00.000 --> 00:00:03.000]  讓我們再次低頭祈禱
[00:00:03.000 --> 00:00:08.000]  親愛的主我們感謝祢
[00:00:08.000 --> 00:00:10.000]  讓我們在這一刻
[00:00:10.000 --> 00:00:14.000]  一同來思想著的話語
[00:00:14.000 --> 00:00:16.000]  多謝祢寶貴的話
[00:00:16.000 --> 00:00:18.000]  讓我們能夠
[00:00:18.000 --> 00:00:21.000]  常常地可以去思想
[00:00:21.000 --> 00:00:24.000]  祢又讓我們在這個機會
[00:00:24.000 --> 00:00:28.000]  去聽信祢自己寶貴的教導
[00:00:28.000 --> 00:00:30.000]  讓我們能夠可以進行
[00:00:30.000 --> 00:00:32.000]  我們將以下的時間
[00:00:32.000 --> 00:00:33.000]  恭敬的交託
[00:00:33.000 --> 00:00:36.000]  求聖靈引導我們進入真理
[00:00:36.000 --> 00:00:37.000]  我們仰望祈禱
[00:00:37.000 --> 00:00:38.000]  奉耶穌基督的名
[00:00:38.000 --> 00:00:40.000]  阿門
[00:00:40.000 --> 00:00:44.000]  今天我們會讀啟示錄的
[00:00:44.000 --> 00:00:48.000]  22章6至21節
[00:00:48.000 --> 00:00:50.000]  剛才主席跟我們讀了
[00:00:50.000 --> 00:00:52.000]  我們會看這一段經文
[00:00:52.000 --> 00:00:55.000]  可以說是啟示錄的結語
[00:00:55.000 --> 00:00:59.000]  也是全本聖經的總結
[00:00:59.000 --> 00:01:04.000]  如果我們看整章22章的時候
[00:01:04.000 --> 00:01:06.000]  我們會發覺
[00:01:06.000 --> 00:01:09.000]  6至21節
[00:01:09.000 --> 00:01:10.000]  這一段的聖經
[00:01:10.000 --> 00:01:12.000]  可以說是一個總結的總結
[00:01:12.000 --> 00:01:15.000]  我們可以翻開22章的
[00:01:15.000 --> 00:01:18.000]  第一至第五節
[00:01:18.000 --> 00:01:21.000]  22章第一至第五節
[00:01:21.000 --> 00:01:23.000]  很想我們一同
[00:01:23.000 --> 00:01:26.000]  將這五節的聖經讀出來
[00:01:26.000 --> 00:01:28.000]  我們會感受到
[00:01:28.000 --> 00:01:30.000]  其實都好像是一個總結
[00:01:30.000 --> 00:01:31.000]  我們一同讀出
[00:01:31.000 --> 00:01:32.000]  我們讀新譯本
[00:01:32.000 --> 00:01:33.000]  預備起
[00:01:33.000 --> 00:01:35.000]  天使又指示我
[00:01:35.000 --> 00:01:38.000]  一道明亮如水晶的
[00:01:38.000 --> 00:01:40.000]  生命水的河流
[00:01:40.000 --> 00:01:45.000]  從神和陽高的寶座那裡流出來
[00:01:45.000 --> 00:01:47.000]  經過城裡的街道
[00:01:47.000 --> 00:01:50.000]  河的兩邊有生命樹
[00:01:50.000 --> 00:01:53.000]  結十二次果子
[00:01:53.000 --> 00:01:55.000]  每月都結果子
[00:01:55.000 --> 00:01:58.000]  樹葉可以依次列國
[00:01:58.000 --> 00:02:02.000]  所有就座都不再有了
[00:02:02.000 --> 00:02:05.000]  城裡有神和陽高的寶座
[00:02:05.000 --> 00:02:09.000]  他的僕人都要侍奉他
[00:02:09.000 --> 00:02:11.000]  也要見他的面
[00:02:11.000 --> 00:02:15.000]  他的名字必寫在他們的額上
[00:02:15.000 --> 00:02:17.000]  不再有黑夜了
[00:02:17.000 --> 00:02:21.000]  他們也不需要燈光或日光了
[00:02:21.000 --> 00:02:25.000]  因為主神要光照他們
[00:02:25.000 --> 00:02:27.000]  他們要作和
[00:02:27.000 --> 00:02:30.000]  直到永永遠遠
[00:02:30.000 --> 00:02:32.000]  我們看這幾節
[00:02:32.000 --> 00:02:34.000]  又說到直到永永遠遠
[00:02:34.000 --> 00:02:36.000]  應該是完的了
[00:02:36.000 --> 00:02:40.000]  約翰看了很多很多的異象
[00:02:40.000 --> 00:02:41.000]  又說了很多
[00:02:41.000 --> 00:02:42.000]  來到這裡
[00:02:42.000 --> 00:02:43.000]  直到永永遠遠
[00:02:43.000 --> 00:02:46.000]  豈不是要完了嗎
[00:02:46.000 --> 00:02:48.000]  但是我們又看到
[00:02:48.000 --> 00:02:54.000]  當時約翰還有第六至二十一節
[00:02:54.000 --> 00:02:55.000]  為什麼呢
[00:02:55.000 --> 00:02:57.000]  就是說還有一些東西
[00:02:57.000 --> 00:02:59.000]  都很重要要說
[00:02:59.000 --> 00:03:02.000]  在一節五節我們看到
[00:03:02.000 --> 00:03:06.000]  好像看到一個樂園的重建
[00:03:06.000 --> 00:03:08.000]  在新耶路撒冷裡面
[00:03:08.000 --> 00:03:09.000]  遲早犯罪
[00:03:09.000 --> 00:03:11.000]  所失去的一切福分
[00:03:11.000 --> 00:03:13.000]  和隨之而來的禍患
[00:03:13.000 --> 00:03:15.000]  都成為過去了
[00:03:15.000 --> 00:03:19.000]  生命水可以說是基督應許的聖靈
[00:03:19.000 --> 00:03:21.000]  或者豐盛的生命
[00:03:21.000 --> 00:03:23.000]  神童高揚的寶座
[00:03:23.000 --> 00:03:27.000]  表示了基督與父神同尊同榮
[00:03:27.000 --> 00:03:30.000]  生命樹樹上的果子和葉子
[00:03:30.000 --> 00:03:32.000]  醫治萬民
[00:03:32.000 --> 00:03:35.000]  表示人肉身和靈性的一切需要
[00:03:35.000 --> 00:03:38.000]  都得到滿足了
[00:03:38.000 --> 00:03:40.000]  亞當犯罪之後
[00:03:40.000 --> 00:03:42.000]  所受到的咒咒既被除去
[00:03:42.000 --> 00:03:44.000]  人可以親眼看到神
[00:03:44.000 --> 00:03:46.000]  侍奉祂
[00:03:46.000 --> 00:03:50.000]  並且作王管理大地
[00:03:50.000 --> 00:03:52.000]  又看到不再有黑夜
[00:03:52.000 --> 00:03:55.000]  他們也不再用燈光、日光
[00:03:55.000 --> 00:03:57.000]  因為主神要光照他們
[00:03:57.000 --> 00:03:58.000]  他們要作王
[00:03:58.000 --> 00:04:01.000]  直到永永遠遠
[00:04:01.000 --> 00:04:02.000]  我們看到這裡
[00:04:02.000 --> 00:04:04.000]  應該是一個完美的大結局
[00:04:04.000 --> 00:04:06.000]  但是還有一些事情
[00:04:06.000 --> 00:04:08.000]  約翰要說
[00:04:08.000 --> 00:04:14.000]  約翰看到的異象是必定快快的成就
[00:04:14.000 --> 00:04:17.000]  基督徒就會問自己
[00:04:17.000 --> 00:04:21.000]  異象必要快快成就
[00:04:21.000 --> 00:04:25.000]  我們應該如何行呢?
[00:04:25.000 --> 00:04:27.000]  我們要做些什麼呢?
[00:04:27.000 --> 00:04:29.000]  我們是不是有些事情要做呢?
[00:04:29.000 --> 00:04:31.000]  主必快來
[00:04:31.000 --> 00:04:33.000]  信徒是要有行動的
[00:04:33.000 --> 00:04:36.000]  在6-21節這段經文
[00:04:36.000 --> 00:04:39.000]  說了三次「我必快來」
[00:04:39.000 --> 00:04:42.000]  作為最後的警惕和訊息
[00:04:42.000 --> 00:04:46.000]  就好像我們在《生命記》中看到的
[00:04:46.000 --> 00:04:51.000]  神的子民就快要進入應許之地了
[00:04:51.000 --> 00:04:55.000]  摩西將生死和福
[00:04:55.000 --> 00:04:58.000]  呈名在以色列人的面前
[00:04:58.000 --> 00:05:02.000]  百姓如果謹守神的吩咐
[00:05:02.000 --> 00:05:04.000]  就是揀選生命
[00:05:04.000 --> 00:05:06.000]  結果就是得以存活
[00:05:06.000 --> 00:05:08.000]  日子長久
[00:05:08.000 --> 00:05:13.000]  並且在應許的地上安然居住
[00:05:13.000 --> 00:05:15.000]  就著這段經文
[00:05:15.000 --> 00:05:17.000]  我很想和大家分享兩方面
[00:05:17.000 --> 00:05:19.000]  第一
[00:05:19.000 --> 00:05:22.000]  異象是必會成就的
[00:05:22.000 --> 00:05:23.000]  第二方面
[00:05:23.000 --> 00:05:27.000]  就是作出準備面對將來
[00:05:27.000 --> 00:05:31.000]  或者作出準備面對未來
[00:05:31.000 --> 00:05:33.000]  我們先看第一方面
[00:05:33.000 --> 00:05:35.000]  是必會成就的
[00:05:35.000 --> 00:05:37.000]  在第六節提及到
[00:05:37.000 --> 00:05:40.000]  約翰提及到先知被感知靈
[00:05:40.000 --> 00:05:44.000]  約翰所看見的異象和啟示
[00:05:44.000 --> 00:05:47.000]  不是一般幻影的結果
[00:05:47.000 --> 00:05:50.000]  它是繼承了舊約和新約
[00:05:50.000 --> 00:05:53.000]  先知的傳統積分而說的語言
[00:05:53.000 --> 00:05:55.000]  約翰很清楚
[00:05:55.000 --> 00:05:58.000]  不是我單憑看到一些幻象
[00:05:58.000 --> 00:06:00.000]  所說出來的結果
[00:06:00.000 --> 00:06:02.000]  是有憑據的
[00:06:02.000 --> 00:06:04.000]  我是承繼了舊約和新約
[00:06:04.000 --> 00:06:08.000]  先知的一些傳統來說的
[00:06:08.000 --> 00:06:12.000]  啟示錄一章一至二節
[00:06:12.000 --> 00:06:14.000]  我讀給大家聽
[00:06:14.000 --> 00:06:17.000]  耶穌基督的啟示就是神賜給他
[00:06:17.000 --> 00:06:19.000]  叫他將必要快成的事
[00:06:19.000 --> 00:06:21.000]  指示他的眾僕人
[00:06:21.000 --> 00:06:22.000]  他就差遣使者
[00:06:22.000 --> 00:06:25.000]  曉遇他的僕人約翰
[00:06:25.000 --> 00:06:28.000]  約翰便將神的道和耶穌基督的見證
[00:06:28.000 --> 00:06:32.000]  凡自己所看見的都證明出來
[00:06:32.000 --> 00:06:35.000]  而在剛才我們看的第八節
[00:06:35.000 --> 00:06:39.000]  這些是我約翰所聽見所看見的
[00:06:39.000 --> 00:06:41.000]  如果我們看第一章
[00:06:41.000 --> 00:06:43.000]  接著我們再看二十二章
[00:06:43.000 --> 00:06:47.000]  由頭到尾都是說一件事
[00:06:47.000 --> 00:06:49.000]  約翰他看到一些事情
[00:06:49.000 --> 00:06:51.000]  又或者在最後的時候
[00:06:51.000 --> 00:06:54.000]  約翰說我先知我看到的
[00:06:54.000 --> 00:06:57.000]  現在我看到的就是這些
[00:06:57.000 --> 00:06:59.000]  就是告訴你
[00:06:59.000 --> 00:07:04.000]  我真真實實的看見和聽見
[00:07:04.000 --> 00:07:06.000]  他所看見所聽見的
[00:07:06.000 --> 00:07:10.000]  就是神的使者將那些必要快成的事
[00:07:10.000 --> 00:07:12.000]  指示這一位僕人
[00:07:12.000 --> 00:07:14.000]  在當時來說
[00:07:14.000 --> 00:07:15.000]  對於約翰來說
[00:07:15.000 --> 00:07:18.000]  是一件快要成就的事
[00:07:18.000 --> 00:07:19.000]  今天對我們來說
[00:07:19.000 --> 00:07:22.000]  也是一件快要成就的事情
[00:07:22.000 --> 00:07:24.000]  當然我們說二千年
[00:07:24.000 --> 00:07:28.000]  那也是快
[00:07:28.000 --> 00:07:31.000]  在當時約翰所看到的
[00:07:31.000 --> 00:07:35.000]  整幅在這幾個月裡
[00:07:35.000 --> 00:07:38.000]  我們看到很多約翰所看到的
[00:07:38.000 --> 00:07:40.000]  都是一件快的事情
[00:07:40.000 --> 00:07:43.000]  今天我們仍然去看
[00:07:43.000 --> 00:07:44.000]  他用這個字眼
[00:07:44.000 --> 00:07:46.000]  必要快來的事
[00:07:46.000 --> 00:07:49.000]  我們不知道主耶穌基督
[00:07:49.000 --> 00:07:51.000]  祂在哪個時候回來
[00:07:51.000 --> 00:07:54.000]  但是這個快來有一個警惕給我們
[00:07:54.000 --> 00:07:55.000]  是會到的
[00:07:55.000 --> 00:07:59.000]  是會發生的
[00:07:59.000 --> 00:08:04.000]  「看了」這個詞貫穿了整個啟示錄
[00:08:04.000 --> 00:08:07.000]  不斷地好像大聲疾呼
[00:08:07.000 --> 00:08:10.000]  叫人們醒醒 聽著聽著
[00:08:10.000 --> 00:08:14.000]  要求聆聽者注意這個意象的啟示
[00:08:14.000 --> 00:08:16.000]  在第七第十二節
[00:08:16.000 --> 00:08:18.000]  「看了 我必快來」
[00:08:18.000 --> 00:08:22.000]  好像喚醒迷路的意象的聆聽者
[00:08:22.000 --> 00:08:24.000]  快點聽 快點聽
[00:08:24.000 --> 00:08:26.000]  並且我們必須行動
[00:08:26.000 --> 00:08:29.000]  回應神啟示的意象
[00:08:29.000 --> 00:08:33.000]  這件事是一定成就的
[00:08:33.000 --> 00:08:36.000]  必定會
[00:08:36.000 --> 00:08:38.000]  是一定會
