
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹 平安
[00:00:30.000 --> 00:00:32.000]  我們用不同的方式
[00:00:32.000 --> 00:00:34.000]  用媒體 用電話
[00:00:34.000 --> 00:00:36.000]  去探訪病人
[00:00:36.000 --> 00:00:38.000]  現在疫情慢慢慢慢
[00:00:38.000 --> 00:00:41.000]  就開始減少了
[00:00:41.000 --> 00:00:43.000]  或者變成新常態了
[00:00:43.000 --> 00:00:45.000]  所以我們的活動
[00:00:45.000 --> 00:00:47.000]  都一直這樣開始
[00:00:47.000 --> 00:00:49.000]  你見到很多我們的義工
[00:00:49.000 --> 00:00:51.000]  特別是穿著橙色衣服的義工
[00:00:51.000 --> 00:00:53.000]  去探訪病人
[00:00:53.000 --> 00:00:55.000]  去打電話給病人
[00:00:55.000 --> 00:00:57.000]  去支持小組關心病人
[00:00:57.000 --> 00:00:59.000]  我們探訪病人的時候
[00:00:59.000 --> 00:01:01.000]  我們的義工一定要
[00:01:01.000 --> 00:01:03.000]  去受訓練
[00:01:03.000 --> 00:01:05.000]  受訓練為什麼呢?
[00:01:05.000 --> 00:01:07.000]  因為病人是很敏感
[00:01:07.000 --> 00:01:09.000]  他們聽到一些
[00:01:09.000 --> 00:01:11.000]  我們義工說得不好的說話
[00:01:11.000 --> 00:01:13.000]  或者說得對他們有影響
[00:01:13.000 --> 00:01:15.000]  他們心情的說話
[00:01:15.000 --> 00:01:17.000]  他們通常都會離開
[00:01:17.000 --> 00:01:19.000]  或者不想聽
[00:01:19.000 --> 00:01:21.000]  所以我就做了很多的
[00:01:21.000 --> 00:01:23.000]  義工的培訓
[00:01:23.000 --> 00:01:25.000]  去讓他們知道
[00:01:25.000 --> 00:01:27.000]  如何好好地跟病人溝通
[00:01:27.000 --> 00:01:29.000]  如何去同理病人
[00:01:29.000 --> 00:01:33.000]  通常我做培訓的時候
[00:01:33.000 --> 00:01:35.000]  我就會問他們
[00:01:35.000 --> 00:01:37.000]  第一句問題
[00:01:37.000 --> 00:01:39.000]  讓他們明白
[00:01:39.000 --> 00:01:43.000]  或者如何去面對病人
[00:01:43.000 --> 00:01:45.000]  我就說一個基督徒
[00:01:45.000 --> 00:01:47.000]  和一個非基督徒
[00:01:47.000 --> 00:01:49.000]  去探訪病人
[00:01:49.000 --> 00:01:51.000]  在談話的內容裡面
[00:01:51.000 --> 00:01:53.000]  有什麼不同呢?
[00:01:55.000 --> 00:01:57.000]  大家都是大部分都是基督徒
[00:01:57.000 --> 00:01:59.000]  那你有沒有發覺
[00:01:59.000 --> 00:02:01.000]  探訪病人其實都不容易
[00:02:01.000 --> 00:02:03.000]  因為你去探訪病人
[00:02:03.000 --> 00:02:05.000]  我是說不是探訪
[00:02:05.000 --> 00:02:07.000]  即是有生嬰兒那些
[00:02:07.000 --> 00:02:09.000]  那些不是病人
[00:02:09.000 --> 00:02:11.000]  他們是很開心的
[00:02:11.000 --> 00:02:13.000]  我是探訪那些
[00:02:13.000 --> 00:02:15.000]  特別好像我剛才說的
[00:02:15.000 --> 00:02:17.000]  癌症病人
[00:02:17.000 --> 00:02:19.000]  那我就經常跟義工說
[00:02:19.000 --> 00:02:21.000]  這樣探訪一個病人
[00:02:21.000 --> 00:02:23.000]  你應該說些什麼話呢?
[00:02:23.000 --> 00:02:25.000]  基督徒你應該怎樣跟他說
[00:02:25.000 --> 00:02:27.000]  應該說的說話呢?
[00:02:27.000 --> 00:02:31.000]  很多很多義工就說
[00:02:31.000 --> 00:02:33.000]  我是基督徒
[00:02:33.000 --> 00:02:35.000]  所以我當然要跟他傳福音
[00:02:35.000 --> 00:02:37.000]  我就說不是的
[00:02:37.000 --> 00:02:39.000]  如果你這樣做
[00:02:39.000 --> 00:02:41.000]  其實他很多時候都很反彈
[00:02:41.000 --> 00:02:43.000]  特別是一些不是基督徒
[00:02:43.000 --> 00:02:45.000]  因為他們不是來報道會
[00:02:45.000 --> 00:02:47.000]  他們不是來到這裡
[00:02:47.000 --> 00:02:49.000]  聽講道
[00:02:49.000 --> 00:02:51.000]  如果是這樣的話
[00:02:51.000 --> 00:02:53.000]  或者有一個期望
[00:02:53.000 --> 00:02:55.000]  有一個預期
[00:02:55.000 --> 00:02:57.000]  就是你會跟他說耶穌
[00:02:57.000 --> 00:02:59.000]  但是如果你去探病
[00:02:59.000 --> 00:03:01.000]  去到醫院裡面
[00:03:01.000 --> 00:03:03.000]  或者去到他家探病
[00:03:03.000 --> 00:03:05.000]  他未必是預期你去探他的時候
[00:03:05.000 --> 00:03:07.000]  跟他說耶穌
[00:03:07.000 --> 00:03:09.000]  是不是?
[00:03:09.000 --> 00:03:11.000]  所以你帶著說我要跟他傳福音
[00:03:11.000 --> 00:03:13.000]  這個心態可能他不會接受
[00:03:13.000 --> 00:03:15.000]  所以我們應該怎樣做呢?
[00:03:15.000 --> 00:03:17.000]  那義工就說
[00:03:17.000 --> 00:03:19.000]  那為什麼要怎樣?
[00:03:21.000 --> 00:03:23.000]  我就說一個基督徒去探病
[00:03:23.000 --> 00:03:25.000]  應該是根據聖經教導
[00:03:25.000 --> 00:03:27.000]  去探病
[00:03:27.000 --> 00:03:29.000]  那聖經怎樣教導你去探病呢?
