
[00:00:00.000 --> 00:00:04.920]  在傳統的基督教會有七大節期
[00:00:04.920 --> 00:00:09.360]  例如聖誕節 復活節 可能大家也熟悉
[00:00:09.360 --> 00:00:13.160]  今天沒有時間一一介紹
[00:00:13.160 --> 00:00:15.320]  只說一個
[00:00:15.320 --> 00:00:19.800]  就是復活節之前四十天
[00:00:19.800 --> 00:00:21.760]  如果不計星期一的話
[00:00:21.760 --> 00:00:24.000]  就被稱為大齋節
[00:00:24.000 --> 00:00:26.920]  Lent Season
[00:00:26.920 --> 00:00:33.480]  我們就在這個季節當中
[00:00:33.480 --> 00:00:36.000]  復活節之前四十天
[00:00:36.000 --> 00:00:39.640]  很多基督徒在這四十天當中就效法
[00:00:39.640 --> 00:00:43.200]  耶穌基督當日在曠野
[00:00:43.200 --> 00:00:46.680]  就是祂出來公開傳道之前有四十天
[00:00:46.680 --> 00:00:51.680]  是禁食 祈禱 受魔鬼的引誘
[00:00:51.680 --> 00:00:57.760]  有些人覺得禁食就是絕食
[00:00:57.760 --> 00:01:00.280]  我比較喜歡用禁食這個字
[00:01:00.280 --> 00:01:03.640]  待會我會解釋一下
[00:01:03.640 --> 00:01:05.120]  禁食有不同的程度
[00:01:05.120 --> 00:01:07.200]  就是不吃東西
[00:01:07.200 --> 00:01:09.560]  絕食就是甚麼都不吃
[00:01:09.560 --> 00:01:11.080]  只有一種
[00:01:11.080 --> 00:01:13.920]  所以禁食就有不同的程度
[00:01:13.920 --> 00:01:18.760]  在這幾十天當中
[00:01:18.760 --> 00:01:24.200]  究竟我們的思想主題在哪方面呢?
[00:01:24.200 --> 00:01:27.440]  其實就只有一個
[00:01:27.440 --> 00:01:31.040]  主耶穌曾經為我寫明
[00:01:31.040 --> 00:01:34.840]  我為祂捨棄甚麼呢?
[00:01:34.840 --> 00:01:37.520]  主是為我寫明釘十字架
[00:01:37.520 --> 00:01:41.000]  那我為祂捨棄了甚麼呢?
[00:01:41.000 --> 00:01:45.880]  禁食其實是一種捨棄食物
[00:01:45.880 --> 00:01:52.040]  但其他很多信徒在傳統的四十天當中
[00:01:52.040 --> 00:01:53.320]  就思想這些
[00:01:53.320 --> 00:01:58.240]  究竟我在心願當中為主捨棄甚麼呢?
[00:01:58.240 --> 00:02:00.520]  在《馬太》、《馬河》、《路加》
[00:02:00.520 --> 00:02:02.640]  三本福音當中都有記載
[00:02:02.640 --> 00:02:06.680]  耶穌被聖靈引領去曠野四十天
[00:02:06.680 --> 00:02:09.320]  受魔鬼撒旦的試探
[00:02:09.320 --> 00:02:13.240]  後來就肚餓了
[00:02:13.240 --> 00:02:15.400]  四十天不吃東西
[00:02:15.400 --> 00:02:18.040]  我們當然有問問題
[00:02:18.040 --> 00:02:20.240]  有沒有喝水呢?
[00:02:20.240 --> 00:02:22.960]  聖經就沒有記載這些
[00:02:22.960 --> 00:02:26.240]  而且那四十天當中
[00:02:26.240 --> 00:02:31.320]  不斷地受魔鬼撒旦的試探
[00:02:31.320 --> 00:02:34.520]  當然在《馬太福音》裡面
[00:02:34.520 --> 00:02:39.840]  更加詳細記載了有三次的試探
[00:02:39.840 --> 00:02:41.840]  撒旦說:如果你是神的兒子
[00:02:41.840 --> 00:02:46.000]  你就將石頭變成麵包
[00:02:46.000 --> 00:02:48.000]  但除了那三次
[00:02:48.000 --> 00:02:50.000]  其實在那四十天當中
[00:02:50.000 --> 00:02:55.760]  都是不斷受撒旦的試探
[00:02:55.760 --> 00:02:58.080]  耶穌可以四十天不吃
[00:02:58.080 --> 00:03:00.000]  或者不喝
[00:03:00.000 --> 00:03:03.040]  我們千萬不要隨隨便便學習
[00:03:03.040 --> 00:03:04.880]  我可以學耶穌
[00:03:04.880 --> 00:03:06.680]  我可以有四十天不吃東西
[00:03:06.680 --> 00:03:07.920]  因為我們知道
[00:03:07.920 --> 00:03:13.160]  人生存的三個通則
[00:03:13.160 --> 00:03:16.840]  一般我們要提醒
[00:03:16.840 --> 00:03:19.960]  你不能夠三分鐘缺氧
[00:03:19.960 --> 00:03:21.520]  那三分鐘沒有氧氣
[00:03:21.520 --> 00:03:23.400]  腦袋就會受影響
[00:03:23.400 --> 00:03:24.840]  所以急救的時候
[00:03:24.840 --> 00:03:27.920]  那三分鐘要壓心臟
[00:03:27.920 --> 00:03:30.880]  或者人工呼吸
[00:03:30.880 --> 00:03:35.080]  三小時如果沒有隱蔽的時候
[00:03:35.080 --> 00:03:39.120]  如果大熱天或者風雪
[00:03:39.120 --> 00:03:41.240]  沒有地方可以躲藏的時候
[00:03:41.240 --> 00:03:42.920]  就不行了
[00:03:42.920 --> 00:03:46.280]  身體就會失溫
[00:03:46.280 --> 00:03:48.560]  三天不喝水
[00:03:48.560 --> 00:03:50.080]  身體就不行了
[00:03:50.080 --> 00:03:52.080]  嚴重脫水
[00:03:52.080 --> 00:03:56.760]  去旅行最重要是喝水
[00:03:56.760 --> 00:03:58.800]  所以坐飛機
[00:03:58.800 --> 00:04:02.000]  偶爾水也要喝
[00:04:02.000 --> 00:04:06.200]  因為不喝水是不行的
[00:04:06.200 --> 00:04:10.000]  如果三個星期沒有食物的話
[00:04:10.000 --> 00:04:13.200]  你的內臟就開始受寸斷
[00:04:13.200 --> 00:04:14.560]  所以這個三個通則
[00:04:14.560 --> 00:04:15.880]  通常我們說人
[00:04:15.880 --> 00:04:18.320]  普通人不能夠沒有
[00:04:18.320 --> 00:04:20.320]  不能夠三分鐘缺氧
[00:04:20.320 --> 00:04:23.280]  不能夠三小時缺氧
[00:04:23.280 --> 00:04:25.440]  不能夠三日沒有水
[00:04:25.440 --> 00:04:28.720]  不能夠三星期沒有食物
[00:04:28.720 --> 00:04:31.440]  所以耶穌是一個特殊的例子
[00:04:31.440 --> 00:04:32.480]  四十天
[00:04:32.480 --> 00:04:35.360]  你千萬不要隨便學他
[00:04:35.360 --> 00:04:38.480]  今天我們要學習的話
[00:04:38.480 --> 00:04:42.160]  禁食要禁食多久?
[00:04:42.160 --> 00:04:43.760]  有什麼益處?
[00:04:43.760 --> 00:04:47.320]  我們今天就談談這個問題
[00:04:47.320 --> 00:04:49.000]  當年反對耶穌的
[00:04:49.000 --> 00:04:51.360]  那些是法理塞人和文士
[00:04:51.360 --> 00:04:53.320]  他們都是猶太人
[00:04:53.320 --> 00:04:54.560]  剛才我所讀的經文
[00:04:54.560 --> 00:04:57.720]  就說他們來質問耶穌
[00:04:57.720 --> 00:05:00.880]  約翰的叛徒時時都禁食
[00:05:00.880 --> 00:05:04.280]  法理塞人的叛徒也都是禁食禱告
[00:05:04.280 --> 00:05:09.000]  那為什麼你的叛徒又不禁食禱告呢?
[00:05:09.000 --> 00:05:10.720]  可見當時的猶太人
[00:05:10.720 --> 00:05:15.200]  其實是有習慣來禁食祈禱的
[00:05:15.200 --> 00:05:19.120]  我們先談談禁食的傳統
[00:05:19.120 --> 00:05:20.720]  為什麼我用傳統這個字
[00:05:20.720 --> 00:05:22.480]  而不用誡命這個字呢?
[00:05:22.480 --> 00:05:24.800]  因為在摩西的律法裡面
[00:05:24.800 --> 00:05:29.840]  從來沒有明顯說什麼時候要禁食
[00:05:29.840 --> 00:05:32.400]  在律法裡面沒有提到這個
[00:05:32.400 --> 00:05:34.440]  只有在利未記當中
[00:05:34.440 --> 00:05:38.800]  第十六章有提到「刻苦己心」
[00:05:38.800 --> 00:05:40.840]  中文的翻譯「刻苦己心」
[00:05:40.840 --> 00:05:42.440]  很多解經家就說
[00:05:42.440 --> 00:05:44.760]  這個就是指禁食
[00:05:44.760 --> 00:05:47.960]  在利未記當中
[00:05:47.960 --> 00:05:49.680]  而在大衛王開始
[00:05:49.680 --> 00:05:52.320]  我們知道他有禁食
[00:05:52.320 --> 00:05:53.800]  大家還記得
[00:05:53.800 --> 00:05:55.680]  他犯罪
[00:05:55.680 --> 00:05:57.880]  生了一個兒子
[00:05:57.880 --> 00:06:03.160]  但是神讓這個兒子有病
[00:06:03.160 --> 00:06:05.240]  大衛很傷心
[00:06:05.240 --> 00:06:07.520]  希望神醫治
[00:06:07.520 --> 00:06:08.680]  聖經就說
[00:06:08.680 --> 00:06:11.400]  他表示是懺悔
[00:06:11.400 --> 00:06:12.800]  認罪
[00:06:12.800 --> 00:06:14.080]  他就禁食
[00:06:14.080 --> 00:06:17.560]  期望神醫治這個兒子
[00:06:17.560 --> 00:06:19.600]  用禁戒身體享受
[00:06:19.600 --> 00:06:20.920]  表示虔誠
[00:06:20.920 --> 00:06:21.360]  祈禱
[00:06:21.360 --> 00:06:24.720]  這個是猶太人的傳統
[00:06:24.720 --> 00:06:26.880]  後來我們在聖經裡面
[00:06:26.880 --> 00:06:30.720]  在《以斯帖記》也提到
[00:06:30.720 --> 00:06:34.120]  猶太人被流放去波斯的時候
