
[00:00:00.000 --> 00:00:03.400]  各位早晨!主內平安!
[00:00:03.400 --> 00:00:08.320]  讓我們一同學習上帝話語的意思,我們一同去禱告
[00:00:08.320 --> 00:00:15.000]  稱祂的恩主,我們謙卑來到祢的跟前
[00:00:15.000 --> 00:00:18.120]  感謝祢賜下寶貴的話語
[00:00:18.120 --> 00:00:20.840]  感謝祢賜下寶貴的聖靈
[00:00:20.840 --> 00:00:23.560]  引導我們進入真理
[00:00:23.560 --> 00:00:26.040]  願祢的靈在當中自由運行
[00:00:26.040 --> 00:00:30.360]  以致無論講的、聽的,一同去蒙福
[00:00:30.360 --> 00:00:32.800]  在主裡面不斷成長
[00:00:32.800 --> 00:00:34.360]  更生改變我們的生命
[00:00:34.360 --> 00:00:37.240]  對上帝祢的作為更加有信心
[00:00:37.240 --> 00:00:39.960]  去見證上帝祢的微善
[00:00:39.960 --> 00:00:42.240]  聽我們的禱告,奉靠我救主
[00:00:42.240 --> 00:00:45.480]  耶穌基督,寶貴聖名去求
[00:00:45.480 --> 00:00:47.320]  阿們
[00:00:47.320 --> 00:00:53.600]  最近在何文田街偶然會見到有些耶和華見證人會的信徒
[00:00:53.600 --> 00:00:59.280]  就擺些檔攤派他們的刊物守望台
[00:00:59.280 --> 00:01:03.840]  一人三人,衣著極之端莊得體
[00:01:03.840 --> 00:01:07.600]  他們每天穿的衣服一定比我其餘很多
[00:01:07.600 --> 00:01:13.480]  即是打泰、穿裙子平日都是穿運動褲、鞋子
[00:01:13.480 --> 00:01:18.920]  大家有沒有收過他們一些在信箱裡面擺放的宣傳單張
[00:01:18.920 --> 00:01:21.760]  我說宣傳單張不是印的
[00:01:21.760 --> 00:01:24.160]  是手寫的
[00:01:24.160 --> 00:01:27.800]  有些很端正的字眼、極的字體
[00:01:27.800 --> 00:01:31.400]  密密麻麻,我收過,見過A4紙
[00:01:31.400 --> 00:01:36.160]  很漂亮的密密麻麻,一張我想要十至十五分鐘抄都要這麼多時間
[00:01:36.160 --> 00:01:41.040]  下面還好像清楚寫明是耶和華見證人會的信徒
[00:01:41.040 --> 00:01:43.520]  給予一個網站給你
[00:01:43.520 --> 00:01:48.600]  很多的異端信徒比我們更加積極
[00:01:48.600 --> 00:01:54.800]  假設有位耶和華見證人會的信徒帶著一些守望台
[00:01:54.800 --> 00:01:59.200]  參加你團契的聚會,態度很友善的
[00:01:59.200 --> 00:02:03.280]  很努力跟你分享一些很明顯
[00:02:03.280 --> 00:02:07.880]  跟我們所信的基督信仰的核心價值不一樣的信息
[00:02:07.880 --> 00:02:11.920]  你會怎樣回應?
[00:02:11.920 --> 00:02:14.480]  混珠牧師
[00:02:14.480 --> 00:02:17.440]  所以他這麼瘦
[00:02:17.440 --> 00:02:22.320]  你牧師在嗎?找他都可以,不要找我
[00:02:22.320 --> 00:02:26.840]  我說說你自己怎樣跟他回應
[00:02:26.840 --> 00:02:31.720]  你會嘗試很努力,拿著聖經的真理
[00:02:31.720 --> 00:02:34.160]  跟他分享我們的福音,還是
[00:02:34.160 --> 00:02:37.080]  不要搞,我和你劃清界線
[00:02:37.080 --> 00:02:42.360]  麻煩你以後不要來我的團契,去專牧師的團契比較好
[00:02:42.360 --> 00:02:46.640]  你留意一下,如果你上網在維基找異端的定義是什麼
[00:02:46.640 --> 00:02:49.360]  維基是一個沒有特別某個宗教的
[00:02:49.360 --> 00:02:53.680]  他説義於正統的思想和學說
[00:02:53.680 --> 00:02:59.880]  他會視我們是異端來的,我們又視他是異端
[00:02:59.880 --> 00:03:04.920]  那你跟不跟他比拼呢?真的要
[00:03:04.920 --> 00:03:07.520]  比較一下我們的功力
[00:03:07.520 --> 00:03:13.120]  可不可以跟他施辯,可以理解
[00:03:13.120 --> 00:03:15.200]  面對異端的信徒
[00:03:15.200 --> 00:03:19.120]  要有設防,要堅守真理
[00:03:19.120 --> 00:03:22.360]  但又很想以愛相待
[00:03:22.360 --> 00:03:26.720]  那我們會依據什麼原則去做判斷呢?
[00:03:26.720 --> 00:03:32.160]  希望我們藉著今天學習的經文一起思想這個課題
[00:03:32.160 --> 00:03:34.640]  之前我們完成了約翰一書
[00:03:34.640 --> 00:03:37.360]  我們會繼續看約翰二書,約翰三書
[00:03:37.360 --> 00:03:41.520]  拋賣一個更加整全的認識
[00:03:41.520 --> 00:03:48.960]  或者我們先再重溫一下約翰一書的重點內容是什麼
[00:03:48.960 --> 00:03:53.960]  面對教會當時有假教師出現,捏造謬論
[00:03:53.960 --> 00:03:59.400]  引來教會內部的紛爭,信徒受到傷害
[00:03:59.400 --> 00:04:04.320]  他們認為邪惡是因為你接觸了物質世界而產生的
[00:04:04.320 --> 00:04:11.320]  所以神的兒子耶穌基督是不可能真是人
[00:04:11.320 --> 00:04:20.000]  而你能夠得救的和你的道德生活和你是否愛人是沒有關係的
[00:04:20.000 --> 00:04:22.800]  為了去反對這種言論
[00:04:22.800 --> 00:04:26.000]  約翰一書作者用兩個向導
[00:04:26.000 --> 00:04:30.400]  第一,他用教義作為基礎
[00:04:30.400 --> 00:04:35.320]  第二,他從生命見證去論述
[00:04:35.320 --> 00:04:38.880]  從教義,基礎的教義
[00:04:38.880 --> 00:04:42.840]  你要信靠基督,人和神去建立親密的關係
[00:04:42.840 --> 00:04:46.160]  你才可以進入很豐盛的永生
[00:04:46.160 --> 00:04:48.520]  這是基礎教義
[00:04:48.520 --> 00:04:51.560]  從生命見證,如果你是神的兒女
[00:04:51.560 --> 00:04:54.680]  你和神相交,你的生命改變了
[00:04:54.680 --> 00:04:57.920]  你會反映出神的屬性
[00:04:57.920 --> 00:05:00.720]  約翰一書說神是光
[00:05:00.720 --> 00:05:06.960]  從道德的層面,信徒會按神的旨意而行,遠離罪
[00:05:06.960 --> 00:05:10.440]  神是愛,從人際關係的層面
[00:05:10.440 --> 00:05:15.680]  信徒以神的愛去愛其他人
[00:05:15.680 --> 00:05:19.400]  基礎的教義,你要信靠基督
