
[00:00:00.000 --> 00:00:04.000]  主一段聖經在馬太福音第十三章第三十三節
[00:00:04.000 --> 00:00:07.240]  只有一節的聖經我們一同來讀來
[00:00:07.240 --> 00:00:09.740]  他又對他們講個比喻說
[00:00:09.740 --> 00:00:11.740]  天國好像面孝
[00:00:11.740 --> 00:00:14.740]  有婦人拿來藏在三斗面裡
[00:00:14.740 --> 00:00:17.740]  只等全團都發起來
[00:00:17.740 --> 00:00:20.240]  我們就讀到這裡
[00:00:20.240 --> 00:00:22.000]  今天是美國國慶
[00:00:22.000 --> 00:00:23.500]  在這裡先恭賀大家
[00:00:23.500 --> 00:00:25.340]  國慶日非常非常快樂
[00:00:25.340 --> 00:00:27.240]  Amen
[00:00:27.240 --> 00:00:28.740]  今天我們生活在美國
[00:00:28.740 --> 00:00:31.240]  一方面我們真的是要感謝神
[00:00:31.240 --> 00:00:34.240]  讓我們能夠在這樣一個富裕的國家
[00:00:34.240 --> 00:00:36.240]  享受神一切的恩典
[00:00:36.240 --> 00:00:38.740]  也能夠自由的敬拜神
[00:00:38.740 --> 00:00:42.240]  能夠把福音傳到萬國萬民
[00:00:42.240 --> 00:00:44.740]  但另一方面我們生活在這個國家
[00:00:44.740 --> 00:00:47.740]  我們也常常為這個國家感覺憂心
[00:00:47.740 --> 00:00:48.740]  不是嗎
[00:00:48.740 --> 00:00:50.740]  因為我們看見這個國家
[00:00:50.740 --> 00:00:55.240]  似乎漸漸遠離基督教信仰的根基
[00:00:55.240 --> 00:00:57.740]  無論是在價值觀道德觀
[00:00:57.740 --> 00:01:01.740]  還是說越來越遠離聖經的原則
[00:01:01.740 --> 00:01:04.740]  不但是整個國家遠離神的道路
[00:01:04.740 --> 00:01:07.740]  我們看見我們自己的生活環境
[00:01:07.740 --> 00:01:10.740]  也常常充滿了混亂跟不安
[00:01:10.740 --> 00:01:12.740]  不是嗎
[00:01:12.740 --> 00:01:13.740]  今天做一個基督徒
[00:01:13.740 --> 00:01:17.740]  你是怎麼樣來看你的生活環境呢
[00:01:17.740 --> 00:01:21.240]  你相信神能夠帶來改變嗎
[00:01:21.240 --> 00:01:22.740]  更重要的
[00:01:22.740 --> 00:01:27.740]  你相信神能夠藉著你帶來改變嗎
[00:01:27.740 --> 00:01:30.740]  在我們剛才所讀那段聖經裡面
[00:01:30.740 --> 00:01:32.740]  主耶穌很清楚講到
[00:01:32.740 --> 00:01:35.240]  天國好像面孝一樣
[00:01:35.240 --> 00:01:38.740]  當面孝進入到面團裡的時候
[00:01:38.740 --> 00:01:42.740]  就能夠使整個全團都發起來
[00:01:42.740 --> 00:01:43.740]  換句話說
[00:01:43.740 --> 00:01:47.740]  今天無論你我處在怎麼樣一個生活環境當中
[00:01:47.740 --> 00:01:51.740]  神仍然能夠帶來改變
[00:01:51.740 --> 00:01:56.740]  而且神要藉著你我帶來改變
[00:01:56.740 --> 00:01:57.740]  做一個基督徒
[00:01:57.740 --> 00:02:00.740]  你一定需要明白一件事情
[00:02:00.740 --> 00:02:04.740]  那就是環境不是我們的主
[00:02:04.740 --> 00:02:09.740]  我們的神才是環境的主宰
[00:02:09.740 --> 00:02:10.740]  在基督裡面
[00:02:10.740 --> 00:02:16.740]  我們是可以為我們的環境帶來改變
[00:02:16.740 --> 00:02:18.740]  那你說我們怎麼樣能夠
[00:02:18.740 --> 00:02:23.740]  在我們的環境當中能夠帶來改變呢
[00:02:23.740 --> 00:02:25.740]  今天從三方面跟大家分享
[00:02:25.740 --> 00:02:26.740]  首先第一個
[00:02:26.740 --> 00:02:29.740]  要明白神對地上教會的心意
[00:02:29.740 --> 00:02:30.740]  跟你們一樣說
[00:02:30.740 --> 00:02:36.740]  要明白神對地上教會的心意
[00:02:36.740 --> 00:02:40.740]  主耶穌在天國面孝的比喻裡面講得很清楚
[00:02:40.740 --> 00:02:42.740]  今天神把我們放在地上
[00:02:42.740 --> 00:02:44.740]  像個面孝一樣
[00:02:44.740 --> 00:02:47.740]  能夠放進面團裡面
[00:02:47.740 --> 00:02:52.740]  神的心意就是要我們進入這個世界
[00:02:52.740 --> 00:02:57.740]  用我們生命的見證來帶來影響力
[00:02:57.740 --> 00:02:58.740]  你要知道一個面孝
[00:02:58.740 --> 00:03:01.740]  如果要發揮它的功能
[00:03:01.740 --> 00:03:04.740]  它不能只是一天到晚跟面孝在一起
[00:03:04.740 --> 00:03:06.740]  好像躲在溫室裡面
[00:03:06.740 --> 00:03:07.740]  不行
[00:03:07.740 --> 00:03:11.740]  它必須要進入到面團的裡面
[00:03:11.740 --> 00:03:13.740]  甚至融入面團
[00:03:13.740 --> 00:03:17.740]  才能發揮影響力帶來改變
[00:03:17.740 --> 00:03:19.740]  同樣今天基督徒也不能一天到晚
[00:03:19.740 --> 00:03:21.740]  只是在教會的裡面
[00:03:21.740 --> 00:03:25.740]  敬拜禱告交通分享而已
[00:03:25.740 --> 00:03:30.740]  那是一種修道院式的概念跟信仰
[00:03:30.740 --> 00:03:34.740]  我們必須實際的走進人群當中
[00:03:34.740 --> 00:03:39.740]  我們才能夠影響環境帶來改變
[00:03:39.740 --> 00:03:40.740]  你還記得有一次
[00:03:40.740 --> 00:03:45.740]  當主耶穌帶著彼得跟約翰雅各到變化山上
[00:03:45.740 --> 00:03:49.740]  神的榮耀同在彰顯出來了
[00:03:49.740 --> 00:03:53.740]  連摩西跟以利亞都向他們顯現
[00:03:53.740 --> 00:03:56.740]  我們看見彼得看到這個景況
[00:03:56.740 --> 00:03:58.740]  他真的非常的興奮
[00:03:58.740 --> 00:04:02.740]  這不就是我們一天到晚所期盼的嗎
[00:04:02.740 --> 00:04:04.740]  我們一天到晚不在祈求神的願力
[00:04:04.740 --> 00:04:08.740]  榮耀同在降臨在我們中間嗎
[00:04:08.740 --> 00:04:10.740]  如今我們看見彼得在那裡
[00:04:10.740 --> 00:04:13.740]  真的看見主榮耀同在降臨了
[00:04:13.740 --> 00:04:15.740]  所以他對主耶穌說
[00:04:15.740 --> 00:04:16.740]  父子啊
[00:04:16.740 --> 00:04:18.740]  我們在這裡真好了
[00:04:18.740 --> 00:04:21.740]  我們搭三座棚擺在這裡
[00:04:21.740 --> 00:04:23.740]  換說在這裡太好了
[00:04:23.740 --> 00:04:25.740]  我們不要再下山去了
[00:04:25.740 --> 00:04:28.740]  結果我們看見在聖經裡面就講到說
[00:04:28.740 --> 00:04:32.740]  天上忽然有一個雲飄過來
[00:04:32.740 --> 00:04:36.740]  雲彩當中有一個父神的聲音出來
[00:04:36.740 --> 00:04:38.740]  父神說這是我的愛子
[00:04:38.740 --> 00:04:41.740]  你們要聽他的
[00:04:41.740 --> 00:04:44.740]  換句話說神是很有禮貌的對彼得說
[00:04:44.740 --> 00:04:46.740]  Shut up
[00:04:46.740 --> 00:04:47.740]  閉嘴
[00:04:47.740 --> 00:04:49.740]  什麼叫在這裡真好
[00:04:49.740 --> 00:04:51.740]  不是聽你的
[00:04:51.740 --> 00:04:54.740]  是聽耶穌的
[00:04:54.740 --> 00:04:56.740]  結果聖經說第二天
[00:04:56.740 --> 00:04:59.740]  主耶穌就帶他們下山
[00:04:59.740 --> 00:05:01.740]  下山幹什麼
[00:05:01.740 --> 00:05:06.740]  繼續傳天國的福音醫治病人
[00:05:06.740 --> 00:05:09.740]  第二點是山上的經驗雖然很好
[00:05:09.740 --> 00:05:13.740]  與眾聖徒一同聚集的時刻雖然很好
[00:05:13.740 --> 00:05:18.740]  但山上的經驗是為了山下的福祉的
[00:05:18.740 --> 00:05:24.740]  跟你媽說山上的經驗是為了山下的福祉的
[00:05:24.740 --> 00:05:29.740]  第二點今天教會不單是為神的榮耀而存在
[00:05:29.740 --> 00:05:35.740]  今天教會也是為這個黑暗的世界而存在
[00:05:35.740 --> 00:05:40.740]  這為什麼主耶穌說你們就是世上的光嗎
[00:05:40.740 --> 00:05:43.740]  正是因為這個世界是黑暗的
[00:05:43.740 --> 00:05:48.740]  正是因為這個世界充滿了罪惡在罪惡掌權之下
[00:05:48.740 --> 00:05:53.740]  所以教會需要存在在這個世界之上
[00:05:53.740 --> 00:05:58.740]  換句話說今天教會對這個黑暗的世界是有責任的
[00:05:58.740 --> 00:06:01.740]  今天我們一點不需要再去責備這個世界
[00:06:01.740 --> 00:06:03.740]  或再去定罪這個世界
[00:06:03.740 --> 00:06:07.740]  這個世界本來就是黑暗難道你不知道嗎
[00:06:07.740 --> 00:06:12.740]  反而要求神開我們眼睛看見耶穌所說的很清楚
