
[00:00:00.000 --> 00:00:01.360]  早上好
[00:00:01.360 --> 00:00:06.000]  今天是一個很值得慶祝和感恩的日子
[00:00:06.000 --> 00:00:08.920]  今天是一個很值得慶祝和感恩的日子
[00:00:08.920 --> 00:00:12.640]  有多少位弟兄姊妹覺得你是一個蒙恩蒙福的人
[00:00:12.640 --> 00:00:14.600]  如果在神的面前你是蒙恩蒙福的人
[00:00:14.600 --> 00:00:19.240]  誰認為你是被神保佑與神的寬恕
[00:00:19.240 --> 00:00:22.040]  讓我們在床慶的時候
[00:00:22.040 --> 00:00:26.400]  我們願意去毀身成為一間蒙照去祝福的教會
[00:00:26.400 --> 00:00:29.960]  所以在這個很值得慶祝的日子上
[00:00:29.960 --> 00:00:35.440]  讓我們再次作為一個教會成為神保佑的教會
[00:00:35.440 --> 00:00:38.920]  我們在講道之前再一次同心低頭祈禱
[00:00:38.920 --> 00:00:39.840]  我們在講道之前再一次同心低頭祈禱
[00:00:39.840 --> 00:00:40.880]  蔡恩主
[00:00:40.880 --> 00:00:44.680]  我們感謝祢過去在十七年的帶領
[00:00:44.680 --> 00:00:47.920]  我們感謝祢過去在十七年的帶領
[00:00:47.920 --> 00:00:51.960]  在今時我們眾人站立在祢自己的面前
[00:00:51.960 --> 00:00:53.680]  在今時我們眾人站立在祢自己的面前
[00:00:53.680 --> 00:00:56.960]  我們知道主祢在這個時刻帶領我們來到這個地方
[00:00:56.960 --> 00:00:58.800]  在這個教會不是偶然的
[00:00:58.800 --> 00:01:00.440]  我們知道主祢在這個時刻帶領我們來到這個地方
[00:01:00.440 --> 00:01:05.040]  在這個教會不是偶然的
[00:01:05.040 --> 00:01:07.440]  求聖靈現在打開我們的心門
[00:01:07.440 --> 00:01:10.800]  求聖靈現在打開我們的心門
[00:01:10.800 --> 00:01:16.200]  明白祢安排我們在這個教會的目的和心意
[00:01:16.200 --> 00:01:16.200]  明白祢安排我們在這個教會的目的和心意
[00:01:16.200 --> 00:01:16.200]  明白祢安排我們在這個教會的目的和心意
[00:01:16.200 --> 00:01:16.200]  明白祢安排我們在這個教會的目的和心意
[00:01:16.200 --> 00:01:16.200]  明白祢安排我們在這個教會的目的和心意
[00:01:16.200 --> 00:01:16.200]  明白祢安排我們在這個教會的目的和心意
[00:01:16.200 --> 00:01:16.200]  明白祢安排我們在這個教會的目的和心意
[00:01:16.200 --> 00:01:23.560]  我們將以下時間的公敬和仰望給天父
[00:01:23.560 --> 00:01:28.600]  求聖靈親自向我們每一個人說話
[00:01:28.600 --> 00:01:33.960]  祈禱奉祝福祐的名求
[00:01:33.960 --> 00:01:35.480]  在天父名上我們祈禱
[00:01:35.480 --> 00:01:37.320]  Amen
[00:01:37.320 --> 00:01:40.600]  我不知道你同不同意或是覺得呢
[00:01:40.600 --> 00:01:46.520]  身份認同是會衍生行動的
[00:01:46.520 --> 00:01:53.640]  最近我們有很多弟兄姊妹一起
[00:01:53.640 --> 00:01:58.520]  去時嘉堡浸信會的一個會議
[00:01:58.520 --> 00:02:05.960]  是講關於跨代的六樣
[00:02:05.960 --> 00:02:12.360]  當會議完畢後
[00:02:12.360 --> 00:02:15.560]  晚上我們有一班教牧一起去吃飯
[00:02:15.560 --> 00:02:25.640]  其實我都有點受寵若驚
[00:02:25.640 --> 00:02:28.360]  在他們當中邀請我去
[00:02:28.360 --> 00:02:29.640]  坐在他們那裡吃飯
[00:02:29.640 --> 00:02:37.800]  因為當晚吃飯的人不多
[00:02:37.800 --> 00:02:38.840]  十五個人左右
[00:02:38.840 --> 00:02:40.360]  當中有些是港員
[00:02:40.360 --> 00:02:45.480]  有些是那間教會的主任牧師等等
[00:02:45.480 --> 00:02:53.960]  忽然間在吃飯的途中
[00:02:53.960 --> 00:02:56.520]  忽然間看著我的方向
[00:02:56.520 --> 00:02:57.800]  就問了一個問題
[00:02:57.800 --> 00:03:06.280]  他問完後我就很自然地望向後面
[00:03:06.280 --> 00:03:11.640]  自然反應
[00:03:11.640 --> 00:03:14.280]  當神要猜你做些什麼
[00:03:14.280 --> 00:03:15.480]  或是問你一個問題的時候
[00:03:15.480 --> 00:03:16.440]  你會不會望向後面
[00:03:16.440 --> 00:03:27.720]  其實你自己知道認同一種身份的時候
[00:03:27.720 --> 00:03:30.680]  你就會按照行動配合你的身份
[00:03:30.680 --> 00:03:37.960]  譬如你是一個軍人的話
[00:03:37.960 --> 00:03:43.080]  你穿著那件軍服
[00:03:43.080 --> 00:03:44.600]  就會令到你覺得
[00:03:44.600 --> 00:03:47.240]  你需要被提醒你有責任
[00:03:47.240 --> 00:03:50.520]  有義務和有重要的價值觀
[00:03:50.520 --> 00:03:51.640]  是代表你的國家的
[00:03:51.640 --> 00:03:59.480]  要保護你的國家
[00:03:59.480 --> 00:04:03.800]  又或者如果你是學生的話
[00:04:03.800 --> 00:04:08.040]  你會為了你要讀的書
[00:04:08.040 --> 00:04:10.280]  安排你的生活
[00:04:10.280 --> 00:04:12.360]  以致你能夠讀完你的課程
[00:04:12.360 --> 00:04:21.160]  又或者如果你是一個學者的話
[00:04:21.160 --> 00:04:23.800]  你會經常做很多研究
[00:04:23.800 --> 00:04:29.400]  當你說一個學生不讀書
[00:04:29.400 --> 00:04:30.680]  一個學者不研究
[00:04:30.680 --> 00:04:33.240]  會是像不像一個學者或學生
[00:04:33.240 --> 00:04:45.480]  又或者大家記得在六零年代的時候
[00:04:45.480 --> 00:04:49.080]  小馬丁路德金恩牧師
[00:04:49.080 --> 00:04:53.880]  他是一個民權運動的領袖
[00:04:53.880 --> 00:04:59.160]  但是他有一個很強的自我身份
[00:04:59.160 --> 00:05:05.960]  他是一個牧師和一個民權運動的領袖
[00:05:05.960 --> 00:05:13.720]  所以他一直帶領改變美國社會的運動
[00:05:13.720 --> 00:05:15.080]  很多人參與的時候
[00:05:15.080 --> 00:05:18.520]  他都是保持著沒有暴力的
[00:05:18.520 --> 00:05:29.240]  然後他又很盡力地說了很多發人心醒的說話
[00:05:29.240 --> 00:05:37.720]  去幫助人明白他宣揚的事情的重要性
[00:05:37.720 --> 00:05:41.560]  所以你會看到如果你認同一個身份的時候
[00:05:41.560 --> 00:05:44.760]  你的行為和行動是會配合那個身份的
[00:05:44.760 --> 00:05:53.960]  心理學家就是研究人類行為
[00:05:53.960 --> 00:06:03.640]  當心理學家研究身份和行為的關係的時候
[00:06:03.640 --> 00:06:15.320]  起碼我有超過十種不同的研究
[00:06:15.320 --> 00:06:22.840]  而這些研究發現了我們的行為和身份有什麼關係
[00:06:22.840 --> 00:06:36.280]  所以這些研究告訴我們自己認同身份和行為的關係
[00:06:36.280 --> 00:06:38.200]  你自己回家可以搜尋一下
[00:06:38.200 --> 00:06:41.800]  你會找到很多資料
[00:06:41.800 --> 00:06:44.600]  但的而且確就譬如說社會認同論
[00:06:44.600 --> 00:06:53.560]  就其實如果一個加拿大人
[00:06:53.560 --> 00:06:57.640]  因為我們的加拿大社會比較認同什麼呢
[00:06:57.640 --> 00:07:06.360]  我們加拿大人相對於很多其他的國家的人
[00:07:06.360 --> 00:07:10.200]  起碼我們南邊的人就比較有禮貌的
[00:07:10.200 --> 00:07:15.320]  比較和平一點的
[00:07:15.320 --> 00:07:21.720]  比較多元文化兼容一點的
[00:07:21.720 --> 00:07:25.560]  所以當我們覺得自己是加拿大人的時候
[00:07:25.560 --> 00:07:28.120]  你沒有禮貌就不是自己是一個加拿大人
[00:07:28.120 --> 00:07:40.680]  所以你的行為是會干預你的社會你自己的國籍的身份
[00:07:40.680 --> 00:07:47.320]  起碼我們初初可能有一些移民
[00:07:47.320 --> 00:08:00.120]  10年前我們自己的樹都被砍掉,人家就覺得你毀滅了它的綠化
[00:08:00.120 --> 00:08:11.640]  現在好像是這樣的了,現在知道我們加拿大人很重視環保和綠化
[00:08:11.640 --> 00:08:19.320]  但當然現在我們不太常見到,因為我們知道環保和綠化
[00:08:19.320 --> 00:08:24.440]  或者我們選擇角色理論
[00:08:24.440 --> 00:08:28.280]  如果你是一個先生,你的父母,或者你是一個領袖
[00:08:28.280 --> 00:08:37.240]  你自然就會向著這個角色去生活
[00:08:37.240 --> 00:08:43.640]  譬如一個老師會比較耐性和有責任心
[00:08:43.640 --> 00:08:48.760]  或者會負責
[00:08:48.760 --> 00:08:53.880]  又或者認知失調論是什麼
[00:08:53.880 --> 00:09:00.280]  這個不是說你心理有問題
[00:09:00.280 --> 00:09:09.240]  這是說當你覺得自己是一個環保的熱衷者
[00:09:09.240 --> 00:09:18.200]  你發覺放不到適合的垃圾的時候,你心裡會很不舒服
[00:09:18.200 --> 00:09:22.040]  你又會產生失調的感受
[00:09:22.040 --> 00:09:33.560]  我也很感受到,因為我的子女是很環保的
[00:09:33.560 --> 00:09:59.160]  或者你覺得自己是一個健康的愛好者,但你從吸煙開始覺得不舒服
[00:09:59.160 --> 00:10:06.840]  你愛健康,但你吸煙的時候,你心裡會很不舒服
[00:10:06.840 --> 00:10:10.680]  所有這些理論,我想最關鍵的一件事就是
[00:10:10.680 --> 00:10:14.520]  我們有內心的影響,有外在環境對你的影響
[00:10:14.520 --> 00:10:22.200]  所以有很多理論,最重要的是有內心的影響,也有外在的影響
[00:10:22.200 --> 00:10:35.000]  對我們基督徒來說,可能很簡單,就是神要我們全福一五才說
