
[00:00:00.000 --> 00:00:06.100]  面對著這個題目是有些膽怯的
[00:00:06.100 --> 00:00:09.200]  可能你說:不是啊,與神同行很好啊
[00:00:09.200 --> 00:00:11.800]  每年在九月份開始為教會祈禱
[00:00:11.800 --> 00:00:13.400]  即是明年一點走的時候
[00:00:13.400 --> 00:00:15.000]  收到這四個字
[00:00:15.000 --> 00:00:18.500]  最初就是跟大家說:與神同行OK啊,多好啊
[00:00:18.500 --> 00:00:21.500]  但是慢慢去預備的時候
[00:00:21.500 --> 00:00:22.500]  為什麼這麼遲都不推?
[00:00:22.500 --> 00:00:24.700]  因為一直去祈禱,一直在想的時候
[00:00:24.700 --> 00:00:27.800]  發覺原來不是一件很簡單的事
[00:00:27.800 --> 00:00:30.800]  即是現在是我們去與神同行
[00:00:30.800 --> 00:00:32.600]  不是神和我們同行OK
[00:00:32.600 --> 00:00:33.800]  兩件事來的
[00:00:33.800 --> 00:00:35.600]  特別在我來講
[00:00:35.600 --> 00:00:37.900]  我是一個比較 well-planned 的人來的
[00:00:37.900 --> 00:00:39.600]  因為怕青,自小
[00:00:39.600 --> 00:00:42.400]  怕青的時候就想東西計劃得好一點
[00:00:42.400 --> 00:00:45.900]  怕被人罵,盡量想得仔細一點
[00:00:45.900 --> 00:00:48.100]  這個是我的 style 來的
[00:00:48.100 --> 00:00:50.700]  但是沒想過一去到十二月
[00:00:50.700 --> 00:00:53.800]  我真的進入了一個 chaos 的時代
[00:00:53.800 --> 00:00:55.600]  很多人問:你嫁女兒啊,緊張嗎?
[00:00:55.600 --> 00:00:57.400]  我不緊張,嫁女兒根本就不關事的
[00:00:57.400 --> 00:00:58.700]  不是我嫁嘛,對不對?
[00:00:58.700 --> 00:01:00.700]  但是我想不到
[00:01:00.700 --> 00:01:03.200]  我嫁女兒兩天後
[00:01:03.200 --> 00:01:05.900]  我們就新的租約已經開始
[00:01:05.900 --> 00:01:08.600]  然後我還因為一早安排了去上課
[00:01:08.600 --> 00:01:10.100]  我二十二號回來
[00:01:10.100 --> 00:01:11.400]  我二十六號就要搬屋
[00:01:11.400 --> 00:01:13.600]  我在四天裡面要砍一千多隻的屋
[00:01:13.600 --> 00:01:16.100]  然後搬到一個小一點的地方
[00:01:16.100 --> 00:01:18.000]  嘩!人不到電
[00:01:18.000 --> 00:01:19.800]  然後在一個月之內
[00:01:19.800 --> 00:01:20.700]  我的尾段
[00:01:20.700 --> 00:01:21.800]  我還要去菲律賓
[00:01:21.800 --> 00:01:24.100]  參加我的媒娶媳婦
[00:01:24.100 --> 00:01:25.900]  嘩!所以現在的屋
[00:01:25.900 --> 00:01:27.400]  都還沒見到人
[00:01:27.400 --> 00:01:28.400]  又要脫年飯
[00:01:28.400 --> 00:01:30.700]  要跟大家說:麻煩要吃開年飯
[00:01:30.700 --> 00:01:32.100]  因為當我進到那間屋的時候
[00:01:32.100 --> 00:01:33.800]  發覺每樣東西都不合位
[00:01:33.800 --> 00:01:36.400]  那些東西櫃子又差一點點那些
[00:01:36.400 --> 00:01:38.900]  是完全沒試過這麼沮喪
[00:01:38.900 --> 00:01:40.900]  在這段時間裡面是好好的
[00:01:40.900 --> 00:01:43.000]  有一個自己撿屋的個人的時間
[00:01:43.000 --> 00:01:44.500]  是有很大的體會
[00:01:44.500 --> 00:01:45.600]  沒想過
[00:01:45.600 --> 00:01:47.000]  如果我們真的是
[00:01:47.000 --> 00:01:49.900]  上帝在教會裡面做主
[00:01:49.900 --> 00:01:51.500]  丁子慧有沒有想過
[00:01:51.500 --> 00:01:54.000]  不是我們想得這麼 happy 的
[00:01:54.000 --> 00:01:55.600]  突然間上帝要做的事
[00:01:55.600 --> 00:01:59.400]  可能真的會超出我們所想所求
[00:01:59.400 --> 00:02:01.000]  丁子慧,你準備好了嗎?
[00:02:01.000 --> 00:02:01.700]  問問旁邊那個
[00:02:01.700 --> 00:02:03.800]  你是不是真的準備好了?
[00:02:03.800 --> 00:02:04.400]  我不知道
[00:02:04.400 --> 00:02:05.200]  我們已經三十年
[00:02:05.200 --> 00:02:06.700]  很多不同的丁子慧了
[00:02:06.700 --> 00:02:08.500]  我最記得我們曾經有一段時間
[00:02:08.500 --> 00:02:10.700]  是第一次經歷聖靈的工作
[00:02:10.700 --> 00:02:13.300]  神是突然間介入
[00:02:13.300 --> 00:02:14.500]  出現在教會
[00:02:14.500 --> 00:02:16.600]  很正常的聚會裡面的時候
[00:02:16.600 --> 00:02:18.900]  其實都真的頗 chaos(混亂)的
[00:02:18.900 --> 00:02:19.400]  是不是?
[00:02:19.400 --> 00:02:20.400]  聽著聽著
[00:02:20.400 --> 00:02:21.700]  突然間有人哭
[00:02:21.700 --> 00:02:23.200]  或者我們敬拜的時候
[00:02:23.200 --> 00:02:24.100]  有人尖叫
[00:02:24.100 --> 00:02:26.000]  然後突然間要把人抬出去
[00:02:26.000 --> 00:02:27.400]  不知道在幹什麼
[00:02:27.400 --> 00:02:28.800]  我們敬拜的時候
[00:02:28.800 --> 00:02:29.900]  要召救護車
[00:02:29.900 --> 00:02:31.500]  我不知道大家有沒有記得
[00:02:31.500 --> 00:02:33.900]  這些日子
[00:02:33.900 --> 00:02:35.600]  如果神真的在
[00:02:35.600 --> 00:02:37.300]  按祂自己的心意
[00:02:37.300 --> 00:02:39.200]  又不是按我們的 agenda(議程)
[00:02:39.200 --> 00:02:40.400]  跟我們的程序
[00:02:40.400 --> 00:02:42.300]  起立坐下,起立坐下
[00:02:42.300 --> 00:02:44.200]  這樣去做事的時候
[00:02:44.200 --> 00:02:47.900]  我們是不是真的可以承載
[00:02:47.900 --> 00:02:50.000]  這樣的二零二五年
[00:02:50.000 --> 00:02:51.700]  但是無論如何都好
[00:02:51.700 --> 00:02:54.500]  在整個預備的歷程裡面
[00:02:54.500 --> 00:02:57.500]  既然上帝是這樣呼召的時候
[00:02:57.500 --> 00:02:59.400]  作為上帝的僕人都沒有辦法
[00:02:59.400 --> 00:03:01.700]  我們都一直是這樣和大家分享
[00:03:01.700 --> 00:03:03.200]  預備大家的心
[00:03:03.200 --> 00:03:05.100]  所以在我們人的金額裡面
[00:03:05.100 --> 00:03:08.700]  我們第一季為什麼會落了一個分題
[00:03:08.700 --> 00:03:10.500]  是叫做復興聖潔
[00:03:10.500 --> 00:03:12.200]  敬拜基督
[00:03:12.200 --> 00:03:13.700]  原因我們都知道
[00:03:13.700 --> 00:03:15.500]  如果讓上帝真的去帶領
[00:03:15.500 --> 00:03:16.700]  去掌權的時候
[00:03:16.700 --> 00:03:18.500]  就不要大家望伊亞平
[00:03:18.500 --> 00:03:19.700]  伊亞平已經是
[00:03:19.700 --> 00:03:21.000]  可能隨時有變動的
[00:03:21.000 --> 00:03:22.200]  也不一定的
[00:03:22.200 --> 00:03:24.200]  那麼在這個狀況裡面
[00:03:24.200 --> 00:03:26.000]  我們同神的關係
[00:03:26.000 --> 00:03:28.100]  是一定要有一個很好的 foundation(基礎)
[00:03:28.100 --> 00:03:29.400]  如果不是很多東西
[00:03:29.400 --> 00:03:31.300]  就會帶來很多的疑問
[00:03:31.300 --> 00:03:32.700]  很多的憂慮
[00:03:32.700 --> 00:03:35.200]  因為我們自己的信心不足夠
[00:03:35.200 --> 00:03:37.200]  我們又不敢去向前走
[00:03:37.200 --> 00:03:40.100]  我們多謝寶姨的復興聖潔
[00:03:40.100 --> 00:03:42.100]  的 definition(定義)是說得很清楚
[00:03:42.100 --> 00:03:43.600]  第一要讓我們每個弟兄姊妹
[00:03:43.600 --> 00:03:45.900]  知道我們所敬拜的
[00:03:45.900 --> 00:03:47.800]  是一位聖潔的上帝
[00:03:47.800 --> 00:03:51.300]  而我們也因為和上帝的結連
[00:03:51.300 --> 00:03:53.000]  我們被稱為聖潔
[00:03:53.000 --> 00:03:55.700]  跟旁邊的人說你是聖潔的
[00:03:55.700 --> 00:03:57.700]  說的時候大家都好像不太好意思
[00:03:57.700 --> 00:03:59.800]  覺得自己好像也不太聖潔
[00:03:59.800 --> 00:04:02.400]  我希望你要抓緊這個位置
[00:04:02.400 --> 00:04:05.200]  我們基督教從來不是靠行為
[00:04:05.200 --> 00:04:06.800]  令到自己清義的
[00:04:06.800 --> 00:04:09.100]  所以今天我們能夠被稱為義
[00:04:09.100 --> 00:04:11.000]  我們能夠稱為上帝的兒女
[00:04:11.000 --> 00:04:12.100]  我們這群有罪的人
[00:04:12.100 --> 00:04:14.000]  可以和上帝聊天
[00:04:14.000 --> 00:04:16.300]  其實全是上帝的恩典
[00:04:16.300 --> 00:04:18.700]  因為他稱我們為義
[00:04:18.700 --> 00:04:21.800]  所以我們才可以被稱為義
[00:04:21.800 --> 00:04:23.600]  問題也會來
[00:04:23.600 --> 00:04:25.400]  是不是因為上帝那麼好
[00:04:25.400 --> 00:04:26.500]  上帝那麼慷慨
[00:04:26.500 --> 00:04:27.800]  上帝那麼不計較
[00:04:27.800 --> 00:04:30.400]  我們就可以任意妄為呢
[00:04:30.400 --> 00:04:31.600]  某程度來說
[00:04:31.600 --> 00:04:33.900]  為什麼我們會夾著復興聖潔
[00:04:33.900 --> 00:04:37.100]  和敬拜基督一起去說呢
[00:04:37.100 --> 00:04:39.700]  原因就是在信仰歷程的裏面
[00:04:39.700 --> 00:04:40.700]  我們是誰
[00:04:40.700 --> 00:04:42.100]  上帝是誰
[00:04:42.100 --> 00:04:43.700]  這個身份的認定
[00:04:43.700 --> 00:04:45.300]  其實是很重要的
[00:04:45.300 --> 00:04:46.600]  你信些什麼
[00:04:46.600 --> 00:04:48.800]  你就會怎樣去表現出來
[00:04:48.800 --> 00:04:50.500]  這個是很必然的事
[00:04:50.500 --> 00:04:53.800]  很多我們已經有連日的教會
[00:04:53.800 --> 00:04:55.400]  我們的青年人
[00:04:55.400 --> 00:04:57.300]  很多時候都是二代來的
[00:04:57.300 --> 00:05:00.900]  二代出現的信仰的困難
[00:05:00.900 --> 00:05:02.200]  是我想都沒有想過的
[00:05:02.200 --> 00:05:03.100]  因為我自己一代
[00:05:03.100 --> 00:05:05.000]  我帶領這間教會來開始的時候
[00:05:05.000 --> 00:05:06.600]  我都是一代來的
[00:05:06.600 --> 00:05:07.900]  爸爸媽媽都不信主
[00:05:07.900 --> 00:05:09.900]  我們自己一群青年信主這樣
[00:05:09.900 --> 00:05:13.100]  但是原來自小在教會長大的基督徒
[00:05:13.100 --> 00:05:18.100]  有部份他們是很信天父的
[00:05:18.100 --> 00:05:19.600]  簡單地說
[00:05:19.600 --> 00:05:22.000]  自小說的天父又偉大
[00:05:22.000 --> 00:05:23.200]  又有能力
[00:05:23.200 --> 00:05:24.800]  又慈愛
[00:05:24.800 --> 00:05:26.500]  又可以保護我們
[00:05:26.500 --> 00:05:28.800]  所以小朋友在很多禱告
[00:05:28.800 --> 00:05:29.600]  在很多依靠裏面
[00:05:29.600 --> 00:05:31.300]  都經歷到上帝聽祈禱
[00:05:31.300 --> 00:05:33.700]  因此他們是很喜歡天父的
[00:05:33.700 --> 00:05:34.800]  但是去到青少年期
[00:05:34.800 --> 00:05:36.600]  特別說預備受針
[00:05:36.600 --> 00:05:37.700]  開始乃哥
[00:05:37.700 --> 00:05:39.200]  又要去侍奉的時候
[00:05:39.200 --> 00:05:40.700]  開始讀下聖經
[00:05:40.700 --> 00:05:44.700]  就發現原來好像做了一個基督徒
[00:05:44.700 --> 00:05:46.700]  就是要跟隨耶穌基督
[00:05:46.700 --> 00:05:48.200]  就不是那麼簡單
[00:05:48.200 --> 00:05:50.200]  只是問媽媽買冰淇淋買東西吃
[00:05:50.200 --> 00:05:51.400]  不是這樣的
[00:05:51.400 --> 00:05:52.300]  有很多事情
[00:05:52.300 --> 00:05:54.200]  要根據上帝的教導
[00:05:54.200 --> 00:05:55.800]  去行事為人
[00:05:55.800 --> 00:05:58.500]  特別如果我們在學校也好
[00:05:58.500 --> 00:05:59.200]  在職場也好
[00:05:59.200 --> 00:06:01.300]  我們跟一個不信主的世界
[00:06:01.300 --> 00:06:03.100]  一起相碰的時候
[00:06:03.100 --> 00:06:05.000]  有很多事情就有很多疑問
[00:06:05.000 --> 00:06:07.200]  其實是不是真的一定是這樣
[00:06:07.200 --> 00:06:11.400]  我很想跟未信主的人比較友善
[00:06:11.400 --> 00:06:15.000]  我們是不是可以不用那麼保守
[00:06:15.000 --> 00:06:16.800]  或者不用那麼執著
[00:06:16.800 --> 00:06:19.900]  都成為了很多二代的信徒
[00:06:19.900 --> 00:06:22.500]  為什麼信信吓他們都不回教會
[00:06:22.500 --> 00:06:24.300]  但是他們是覺得他仍然是信的
[00:06:24.300 --> 00:06:26.300]  因為他們其實信天父多一點
[00:06:26.300 --> 00:06:28.000]  他需要一個慈愛的神
[00:06:28.000 --> 00:06:29.900]  去體諒他們的神
[00:06:29.900 --> 00:06:32.700]  無限支持支持他們的上帝
[00:06:32.700 --> 00:06:36.300]  但是當他要去敬拜基督
[00:06:36.300 --> 00:06:38.100]  其實是真的有難度的
[00:06:38.100 --> 00:06:39.300]  我們口語法常常說
[00:06:39.300 --> 00:06:40.400]  耶穌基督 耶穌基督
[00:06:40.400 --> 00:06:42.300]  你以為是耶穌基督的名字
[00:06:42.300 --> 00:06:43.900]  其實耶穌是耶穌的名字
[00:06:43.900 --> 00:06:46.100]  基督是耶穌的稱謂
[00:06:46.100 --> 00:06:47.300]  這個名字也是獨特的
[00:06:47.300 --> 00:06:49.000]  在《趕鬼》裡面我們就知道
[00:06:49.000 --> 00:06:50.700]  奉耶穌的名去祈禱
[00:06:50.700 --> 00:06:52.900]  和奉耶穌基督的名
[00:06:52.900 --> 00:06:55.700]  在《趕鬼》的狀況是完全不同效果的
[00:06:55.700 --> 00:06:57.300]  基督是什麼意思
[00:06:57.300 --> 00:06:59.600]  基督就是作王的意思
[00:06:59.600 --> 00:07:01.600]  無論是基督或者彌賽亞
[00:07:01.600 --> 00:07:04.400]  只是希臘文和希伯來源的翻譯
[00:07:04.400 --> 00:07:07.700]  真正的意思都是君王的意思
[00:07:07.700 --> 00:07:11.000]  所以當彼得去認信耶穌的時候
[00:07:11.000 --> 00:07:12.700]  他說你是基督
[00:07:12.700 --> 00:07:14.900]  是永生神的兒子
[00:07:14.900 --> 00:07:17.600]  他的認信不是耶穌是救主
[00:07:17.600 --> 00:07:20.400]  耶穌是他的君王
[00:07:20.400 --> 00:07:23.700]  君王和救主是有不同的
[00:07:23.700 --> 00:07:26.700]  為什麼我們要釐清我們的觀念呢
[00:07:26.700 --> 00:07:29.200]  在希伯來書裡面有一次金句這樣說
[00:07:29.200 --> 00:07:31.500]  信就是所望之事的實底
[00:07:31.500 --> 00:07:34.200]  是未見之事的確據
[00:07:34.200 --> 00:07:36.200]  往往你信什麼
[00:07:36.200 --> 00:07:37.700]  什麼就會產生
[00:07:37.700 --> 00:07:39.800]  什麼效果就會出現
[00:07:39.800 --> 00:07:41.400]  你跟隨什麼
[00:07:41.400 --> 00:07:44.500]  對於整個信仰的歷程來說是重要的
[00:07:44.500 --> 00:07:47.700]  如果你只是在三位一體的衛格裡面
[00:07:47.700 --> 00:07:50.200]  只是喜歡天賦的愛
[00:07:50.200 --> 00:07:51.900]  喜歡天賦的包容
[00:07:51.900 --> 00:07:53.800]  和無限的支持
[00:07:53.800 --> 00:07:55.600]  就好像這個浪子那樣
[00:07:55.600 --> 00:07:57.800]  其實你可能不是很理解
[00:07:57.800 --> 00:08:01.300]  整個信仰整存的那個部分
[00:08:01.300 --> 00:08:03.700]  因此為什麼很多時候做基督徒
[00:08:03.700 --> 00:08:07.000]  過了最初很Honeymoon的階段之後
[00:08:07.000 --> 00:08:09.800]  很多人都會在人生不同的際遇
[00:08:09.800 --> 00:08:11.600]  好像天父不聽祈禱
[00:08:11.600 --> 00:08:14.100]  我要這樣神人不聽的時候
[00:08:14.100 --> 00:08:18.100]  他們就會在信仰的歷程裡面被篩走
[00:08:18.100 --> 00:08:20.400]  原因就是君王這個觀念
[00:08:20.400 --> 00:08:22.200]  其實頂梓梅是重要的
[00:08:22.200 --> 00:08:24.100]  耶穌基督不單止是我們的救主
[00:08:24.100 --> 00:08:26.000]  他也是我們生命的主
[00:08:26.000 --> 00:08:28.000]  原因就是說他講得很清楚
[00:08:28.000 --> 00:08:30.100]  如果我們不是藉著他
[00:08:30.100 --> 00:08:32.700]  我們是沒有辦法回到父神身邊
[00:08:32.700 --> 00:08:34.400]  所以耶穌所教導的
[00:08:34.400 --> 00:08:36.700]  為什麼我們叫基督徒
[00:08:36.700 --> 00:08:38.500]  是跟著耶穌走的人
[00:08:38.500 --> 00:08:39.900]  為什麼你要跟從
[00:08:39.900 --> 00:08:40.900]  因為你不跟從
[00:08:40.900 --> 00:08:44.000]  你根本是回不到天父的身邊
[00:08:44.000 --> 00:08:48.400]  但當君王和臣子的分別就很大了
[00:08:48.400 --> 00:08:50.700]  我們說敬拜基督的時候
[00:08:50.700 --> 00:08:52.700]  某程度上教會的時候
[00:08:52.700 --> 00:08:54.900]  你的態度都取決於
[00:08:54.900 --> 00:08:57.200]  你究竟回來見一個朋友
[00:08:57.200 --> 00:08:59.800]  還是你真的覺得這是一個偉大的神
[00:08:59.800 --> 00:09:02.200]  一個值得你尊敬的神
[00:09:02.200 --> 00:09:06.400]  敬拜基督其實是有朝見朝拜的意思
[00:09:06.400 --> 00:09:10.600]  那個尊敬的心其實是需要的
[00:09:10.600 --> 00:09:14.500]  也因為這個偉份上高低的不同
[00:09:14.500 --> 00:09:16.400]  因此在心態上面
[00:09:16.400 --> 00:09:17.900]  我們會用敬畏
[00:09:17.900 --> 00:09:19.300]  甚至你會戰驚
[00:09:19.300 --> 00:09:20.400]  因為神是聖潔的
[00:09:20.400 --> 00:09:21.700]  你當然會戰驚
[00:09:21.700 --> 00:09:24.500]  你去見一個皇帝你都會害怕
[00:09:24.500 --> 00:09:27.100]  叫你見校長學生都會害怕
[00:09:27.100 --> 00:09:28.800]  因為有那個Hayaki
[00:09:28.800 --> 00:09:31.600]  那個敬畏的心是應該要有的
[00:09:31.600 --> 00:09:34.700]  然後你去敬敬主的面
[00:09:34.700 --> 00:09:36.000]  去見君王的面
[00:09:36.000 --> 00:09:37.600]  去見老闆的面都好
[00:09:37.600 --> 00:09:39.600]  其實尋求指引
[00:09:39.600 --> 00:09:41.300]  當你尋求指引背後
[00:09:41.300 --> 00:09:44.000]  其實有一個Hidden Agenda
[00:09:44.000 --> 00:09:46.400]  其實都是任差遣的
[00:09:46.400 --> 00:09:47.000]  是不是
[00:09:47.000 --> 00:09:47.900]  老闆叫你做的
[00:09:47.900 --> 00:09:49.800]  你很難說說不
[00:09:49.800 --> 00:09:51.600]  除非你不做
[00:09:51.600 --> 00:09:54.100]  如果皇帝叫你
[00:09:54.100 --> 00:09:55.600]  皇帝下旨的時候
[00:09:55.600 --> 00:09:57.600]  做臣子的旨是什麼
[00:09:57.600 --> 00:09:58.900]  只是執行而已
[00:09:58.900 --> 00:10:00.800]  當我們用君王的觀念
[00:10:00.800 --> 00:10:02.700]  去看我們和神的關係的時候
[00:10:02.700 --> 00:10:04.100]  你就會理解到
[00:10:04.100 --> 00:10:07.200]  其實為什麼他經常會說信復
[00:10:07.200 --> 00:10:10.000]  是我們基督徒很多掙扎的
[00:10:10.000 --> 00:10:12.100]  頂多經常說來說去這個問題
[00:10:12.100 --> 00:10:12.800]  都是三舖皮的
[00:10:12.800 --> 00:10:13.800]  都是很難啊很難啊
