
[00:00:00.000 --> 00:00:07.280]  很高興今天能夠跟大家一起思想耶穌的比喻
[00:00:07.280 --> 00:00:09.660]  比喻即是故事
[00:00:09.660 --> 00:00:12.800]  我自己就很喜歡聽耶穌講故事
[00:00:12.800 --> 00:00:17.720]  我記得這篇《撒種的比喻》這個故事
[00:00:17.720 --> 00:00:20.920]  我上次講大約是十年前
[00:00:20.920 --> 00:00:23.680]  我還在加拿大講的
[00:00:23.680 --> 00:00:28.360]  我是對着一羣普通話的會衆講
[00:00:28.360 --> 00:00:32.760]  但這次輪到我講《馬可福音》這一章
[00:00:32.760 --> 00:00:34.460]  我就來到這個比喻那裏
[00:00:34.460 --> 00:00:37.520]  我是不看十年前講了什麼
[00:00:37.520 --> 00:00:40.480]  我從頭再做我的講言
[00:00:40.480 --> 00:00:44.840]  因爲我在神裏面這十年應該有新的領袖
[00:00:44.840 --> 00:00:49.440]  所以如果你說我聽過這篇道
[00:00:49.440 --> 00:00:53.100]  我希望你都用一個單純的心
[00:00:53.100 --> 00:00:54.560]  一個開放的心
[00:00:54.560 --> 00:01:00.040]  因爲可能上帝會給你一些新的領袖
[00:01:00.040 --> 00:01:02.860]  是你以前沒有的
[00:01:02.860 --> 00:01:11.040]  有一位神的僕人我很尊敬
[00:01:11.040 --> 00:01:13.440]  Dr. Tozer
[00:01:13.440 --> 00:01:15.920]  英文是T-O-Z-E-R
[00:01:15.920 --> 00:01:18.160]  中文譯作陶書博士
[00:01:18.160 --> 00:01:20.120]  他有一本書叫《學武神》
[00:01:20.120 --> 00:01:21.200]  我很喜歡看
[00:01:21.200 --> 00:01:23.080]  很薄的我很喜歡看
[00:01:23.080 --> 00:01:25.640]  他開頭那一頁裏面
[00:01:25.640 --> 00:01:28.600]  他就講兩句話很厲害
[00:01:28.600 --> 00:01:30.720]  他說現代的科學家
[00:01:30.720 --> 00:01:36.600]  在研究神所做的奇妙宇宙當中
[00:01:36.600 --> 00:01:39.360]  竟然會失去了神
[00:01:39.360 --> 00:01:40.760]  找不到神
[00:01:40.760 --> 00:01:42.720]  離開了神
[00:01:42.720 --> 00:01:45.040]  接着他又說
[00:01:45.040 --> 00:01:48.000]  基督徒真正的危險
[00:01:48.000 --> 00:01:52.680]  就是在領受神奇妙的話的時候
[00:01:52.680 --> 00:01:55.880]  失去了神
[00:01:55.880 --> 00:01:56.720]  厲不厲害
[00:01:56.720 --> 00:01:58.920]  你有沒有
[00:01:58.920 --> 00:02:01.400]  每天讀經裏面其實你忘記了神
[00:02:01.400 --> 00:02:02.840]  失去了神
[00:02:02.840 --> 00:02:04.960]  我想自己再加多一句
[00:02:04.960 --> 00:02:08.560]  就是很多未相信耶穌基督的人
[00:02:08.560 --> 00:02:11.160]  你是有心尋求
[00:02:11.160 --> 00:02:16.560]  但是在可能你找來找去的時候
[00:02:16.560 --> 00:02:19.080]  你都會失去了神
[00:02:19.080 --> 00:02:23.440]  今天耶穌的故事就解釋
[00:02:23.440 --> 00:02:27.520]  爲什麼基督徒會失去了神
[00:02:27.520 --> 00:02:32.920]  爲什麼塵道的朋友也會失去了神
[00:02:32.920 --> 00:02:36.880]  我希望今天的結果不是你失去了神
[00:02:36.880 --> 00:02:39.160]  我想起一首古詩
[00:02:39.160 --> 00:02:42.720]  衆裏塵塌千百度
[00:02:42.720 --> 00:02:45.400]  無言回首
[00:02:45.400 --> 00:02:48.200]  斯人卻在燈火闌珊處
[00:02:48.200 --> 00:02:51.040]  這首詩不是講聖經的
[00:02:51.040 --> 00:02:52.760]  但我希望今天
[00:02:52.760 --> 00:02:55.560]  你衆裏塵上帝
[00:02:55.560 --> 00:02:56.760]  尹上帝
[00:02:56.760 --> 00:02:59.040]  尹上帝的話如千百度
[00:02:59.040 --> 00:03:01.080]  而上帝讓你找到
[00:03:01.080 --> 00:03:02.080]  無言回首
[00:03:02.080 --> 00:03:04.200]  哇 原來這個就是上帝
[00:03:04.200 --> 00:03:05.520]  原來上帝就在這裏
[00:03:05.520 --> 00:03:10.920]  祂的話就在這裏
[00:03:10.920 --> 00:03:13.880]  當我們看一篇文章
[00:03:13.880 --> 00:03:15.400]  當我們看一個故事的時候
[00:03:15.400 --> 00:03:17.680]  第一樣東西要想的就是
[00:03:17.680 --> 00:03:19.480]  究竟耶穌講了什麼
[00:03:19.480 --> 00:03:21.000]  究竟這個故事
[00:03:21.000 --> 00:03:24.640]  這篇文章的主題在哪裏
[00:03:24.640 --> 00:03:27.560]  你猜剛纔主席跟我們讀
[00:03:27.560 --> 00:03:30.080]  這個撒種的比喻
[00:03:30.080 --> 00:03:31.960]  主題是什麼呢
[00:03:31.960 --> 00:03:37.040]  通常我預備的講到最後
[00:03:37.040 --> 00:03:39.560]  我就會用一句兩句的話
[00:03:39.560 --> 00:03:42.920]  將整篇道綜合起來
[00:03:42.920 --> 00:03:45.800]  我們預備講到讀神學
[00:03:45.800 --> 00:03:47.800]  預備講到的時候 名字叫做
[00:03:47.800 --> 00:03:51.640]  Big Idea
[00:03:51.640 --> 00:03:54.120]  你一定要用一兩句話
[00:03:54.120 --> 00:03:56.400]  能夠綜合整篇道
[00:03:56.400 --> 00:03:57.640]  精細在這裏
[00:03:57.640 --> 00:04:00.240]  如果你不預備這個Big Idea的話
[00:04:00.240 --> 00:04:01.400]  你出去講道
[00:04:01.400 --> 00:04:03.720]  你就划船出去 回不來了
[00:04:03.720 --> 00:04:05.080]  有時候你沒留意到
[00:04:05.080 --> 00:04:06.680]  有些聽的講完講道
[00:04:06.680 --> 00:04:08.160]  哇 講了一個多小時
[00:04:08.160 --> 00:04:09.560]  還說剛剛開始
[00:04:09.560 --> 00:04:11.400]  就是因爲他沒有這個Big Idea
[00:04:11.400 --> 00:04:15.120]  所以我在做唐主一本的時候
[00:04:15.120 --> 00:04:16.920]  我鼓勵一些同工
[00:04:16.920 --> 00:04:18.720]  我是神的僕人
[00:04:18.720 --> 00:04:22.240]  用神的話語去瞞着神的子民
[00:04:22.240 --> 00:04:24.080]  這個是近乎罪
[00:04:24.080 --> 00:04:27.120]  所以講道避免犯罪的辦法
[00:04:27.120 --> 00:04:29.560]  最好就是不要超過30分鐘
[00:04:29.560 --> 00:04:31.960]  今天我編讀道都是30分鐘
[00:04:31.960 --> 00:04:32.800]  如果我超過了
[00:04:32.800 --> 00:04:33.920]  你就舉手提醒我
[00:04:33.920 --> 00:04:37.320]  免得我犯罪
[00:04:37.320 --> 00:04:42.000]  那麼這個故事的Big Idea在哪裏呢
[00:04:42.000 --> 00:04:44.720]  就是魔鬼跟你
[00:04:44.720 --> 00:04:47.080]  魔鬼想攔着你聽神的道
[00:04:47.080 --> 00:04:49.600]  無論你信了或者沒信耶穌
[00:04:49.600 --> 00:04:51.640]  魔鬼都不想你聽神的道
[00:04:51.640 --> 00:04:53.120]  這個就是Big Idea
[00:04:53.120 --> 00:04:57.720]  我們一起來看一下
[00:04:57.720 --> 00:05:00.960]  這個故事是講些什麼
[00:05:00.960 --> 00:05:04.320]  這位殺種的是誰
[00:05:04.320 --> 00:05:07.360]  還有他所殺的種是代表什麼
[00:05:07.360 --> 00:05:09.160]  泥土是什麼
[00:05:09.160 --> 00:05:12.240]  四種的情況是什麼
[00:05:12.240 --> 00:05:15.440]  那些門徒就不明白
[00:05:15.440 --> 00:05:16.920]  我不明白
[00:05:16.920 --> 00:05:20.120]  耶穌說你這個這麼簡單的都不明白
[00:05:20.120 --> 00:05:24.120]  你究竟怎麼明白其他的比喻呢
[00:05:24.120 --> 00:05:26.320]  耶穌就和他們說
[00:05:26.320 --> 00:05:28.520]  殺種那個是誰
[00:05:28.520 --> 00:05:30.800]  上帝
[00:05:30.800 --> 00:05:33.120]  所殺的種
[00:05:33.120 --> 00:05:34.480]  神的道
[00:05:34.480 --> 00:05:36.000]  神的話語
[00:05:36.000 --> 00:05:39.760]  神的話語爲什麼這麼奇妙呢
[00:05:39.760 --> 00:05:41.000]  一會兒我們來看
[00:05:41.000 --> 00:05:45.120]  泥土可以說是我們人的心田
[00:05:45.120 --> 00:05:49.600]  我記得小時候
[00:05:49.600 --> 00:05:52.760]  那些親戚的神主牌
[00:05:52.760 --> 00:05:54.160]  他有一句
[00:05:54.160 --> 00:05:57.400]  心田先祖種
[00:05:57.400 --> 00:06:01.280]  由什麼門堂歷代祖先神位
[00:06:01.280 --> 00:06:02.760]  心田先祖種
[00:06:02.760 --> 00:06:06.440]  其實心田是上帝賜給我們的
[00:06:06.440 --> 00:06:08.320]  原來泥土就是我們的心田
[00:06:08.320 --> 00:06:10.040]  這四種情況
[00:06:10.040 --> 00:06:11.200]  就是人的回應
[00:06:11.200 --> 00:06:12.400]  我想大家想想
[00:06:12.400 --> 00:06:14.680]  究竟你是屬於哪一種
[00:06:14.680 --> 00:06:17.360]  今天你想想你是屬於哪一種
[00:06:17.360 --> 00:06:19.800]  肯定有一種屬於你的
[00:06:19.800 --> 00:06:20.680]  你不要說沒有
[00:06:20.680 --> 00:06:21.400]  如果沒有的話
[00:06:21.400 --> 00:06:24.480]  散了會之後找我們的堂主聊聊天
[00:06:24.480 --> 00:06:26.720]  或者找梁帝興找我都可以
[00:06:26.720 --> 00:06:28.120]  我太太病了
[00:06:28.120 --> 00:06:29.560]  今天感冒就來不了
[00:06:29.560 --> 00:06:33.800]  很可惜她本來打算來喫個大餐的
[00:06:33.800 --> 00:06:37.680]  好了
[00:06:37.680 --> 00:06:43.840]  我們首先看看神的話是什麼
[00:06:43.840 --> 00:06:44.680]  這個很厲害
[00:06:44.680 --> 00:06:46.240]  因爲這個是種
[00:06:46.240 --> 00:06:48.320]  我們要明白神的話是什麼
[00:06:48.320 --> 00:06:51.440]  第一
[00:06:51.440 --> 00:06:53.760]  我想大家看希伯來書第一章第三節
[00:06:53.760 --> 00:06:54.800]  我們一起讀好不好
[00:06:54.800 --> 00:06:57.840]  祂是神榮耀的光輝
[00:06:57.840 --> 00:07:00.120]  是神本體的真相
[00:07:00.120 --> 00:07:02.680]  用自己大有能力的話
[00:07:02.680 --> 00:07:04.480]  掌管萬有
[00:07:04.480 --> 00:07:05.240]  你有沒有想到
[00:07:05.240 --> 00:07:08.840]  耶穌基督是上帝
[00:07:08.840 --> 00:07:12.360]  祂用祂的能力的話掌管萬有
[00:07:12.360 --> 00:07:15.640]  原來神的話是掌管萬有
[00:07:15.640 --> 00:07:17.680]  神的話是創造萬有
[00:07:17.680 --> 00:07:18.400]  大家知道的
[00:07:18.400 --> 00:07:20.200]  《湯世紀》第一章
[00:07:20.200 --> 00:07:24.200]  神說要有光就有了光
[00:07:24.200 --> 00:07:25.920]  神有天有地
[00:07:25.920 --> 00:07:27.840]  講一句話整個宇宙出現
[00:07:27.840 --> 00:07:29.600]  你知不知道宇宙有多大
[00:07:29.600 --> 00:07:35.600]  宇宙的直徑是100億光年那麼寬
[00:07:35.600 --> 00:07:37.560]  由這一端到那一端
[00:07:37.560 --> 00:07:39.280]  如果宇宙是一個球的話
[00:07:39.280 --> 00:07:41.560]  它的直徑是100億光年
[00:07:41.560 --> 00:07:46.360]  光年光速一秒鐘30萬公里
[00:07:46.360 --> 00:07:47.920]  走100億
[00:07:47.920 --> 00:07:52.880]  即是10億億光年那麼寬
[00:07:52.880 --> 00:07:57.240]  宇宙裏面有千千億個
[00:07:57.240 --> 00:08:01.480]  好像銀河系的星系
[00:08:01.480 --> 00:08:06.240]  每一個星系裏面有千億個
[00:08:06.240 --> 00:08:08.640]  好像太陽一樣的光體
[00:08:08.640 --> 00:08:10.760]  宇宙有超過一千億的星系
[00:08:10.760 --> 00:08:13.640]  每一個星系有超過一千億的太陽
[00:08:13.640 --> 00:08:16.240]  這個宇宙那麼大
[00:08:16.240 --> 00:08:18.120]  上帝一句話就講出來
[00:08:18.120 --> 00:08:19.360]  不單止這樣
[00:08:19.360 --> 00:08:24.080]  而且祂用祂的話維持這個宇宙
[00:08:24.080 --> 00:08:25.600]  宇宙有地心吸力
[00:08:25.600 --> 00:08:29.480]  宇宙的水一到100度就會變成蒸汽
[00:08:29.480 --> 00:08:31.680]  否則你的水永遠煮不滾
[00:08:31.680 --> 00:08:35.280]  你的電水鍋就一直煮下去
[00:08:35.280 --> 00:08:37.680]  這些定律是怎樣維持的
[00:08:37.680 --> 00:08:40.560]  是靠耶穌基督的話來維持
[00:08:40.560 --> 00:08:42.760]  如果耶穌基督收回祂的話
[00:08:42.760 --> 00:08:44.320]  就沒有地心吸力了
[00:08:44.320 --> 00:08:46.280]  升降機就不會上落了
[00:08:46.280 --> 00:08:50.120]  因爲電就不會跟着這個定律走
[00:08:50.120 --> 00:08:51.160]  又沒有磁
[00:08:51.160 --> 00:08:53.200]  你打開手機想看
[00:08:53.200 --> 00:08:57.760]  現在向南向北都不知道 因爲沒有磁場了
[00:08:57.760 --> 00:08:59.920]  沒有了 又不會運行
[00:08:59.920 --> 00:09:02.680]  水又不知道變成怎樣了
[00:09:02.680 --> 00:09:06.000]  神的話是創造宇宙
[00:09:06.000 --> 00:09:07.920]  掌管宇宙 維持宇宙
[00:09:07.920 --> 00:09:10.080]  厲不厲害
[00:09:10.080 --> 00:09:12.720]  有一樣東西還是很厲害的
[00:09:12.720 --> 00:09:14.560]  在《婆羅書》第四章十二節
