
[00:00:00.000 --> 00:00:19.000]  阿彌陀佛
[00:00:19.000 --> 00:00:24.000]  跟大家又在崇拜當中一起來思想上帝的話
[00:00:24.000 --> 00:00:29.000]  我跟教會說我有感動
[00:00:29.000 --> 00:00:34.000]  希望在這個月跟下一個月我們兩堂的聚會裡面
[00:00:34.000 --> 00:00:39.000]  我們談到在信仰裡面的友情、友誼
[00:00:39.000 --> 00:00:41.000]  這個題目也不容易講
[00:00:41.000 --> 00:00:46.000]  但是我覺得聖經裡面有兩個非常非常好的個案
[00:00:46.000 --> 00:00:48.000]  一個就是今天我們要講的是
[00:00:48.000 --> 00:00:52.000]  舊月大衛與約拿丹的友誼
[00:00:52.000 --> 00:00:54.000]  那麼下一次我跟大家談
[00:00:54.000 --> 00:00:57.000]  就是新月裡面又有另外一個非常好的個案
[00:00:57.000 --> 00:01:02.000]  就是保羅與彼得之間的友誼
[00:01:02.000 --> 00:01:05.000]  今天我們看兩個人在信仰裡面
[00:01:05.000 --> 00:01:11.000]  怎樣成為很好、最好的自己的朋友
[00:01:11.000 --> 00:01:15.000]  那下一次我們看保羅與彼得的時候
[00:01:15.000 --> 00:01:19.000]  我們要看兩個很好的朋友有衝突的時候怎麼辦
[00:01:19.000 --> 00:01:23.000]  怎麼處理、怎麼在信仰裡面化解
[00:01:23.000 --> 00:01:29.000]  所以我覺得這兩方面都把我們人生當中很重要的友誼問題
[00:01:29.000 --> 00:01:32.000]  講得還是蠻清楚的
[00:01:32.000 --> 00:01:37.000]  所以我們今天就先講到舊月裡面的大衛與約拿丹
[00:01:37.000 --> 00:01:42.000]  剛才我們念聖經當然不是今天我們唯一的聖經
[00:01:42.000 --> 00:01:48.000]  因為在薩姆爾志像裡面記載了一段非常美麗的友誼
[00:01:48.000 --> 00:01:54.000]  我們今天一起來慢慢看當中的怎麼建立友誼的問題
[00:01:54.000 --> 00:02:04.000]  我在大綱裡面就已經開始把更多的經文有關的重點列出來
[00:02:04.000 --> 00:02:07.000]  希望大家也可以多理解一點
[00:02:07.000 --> 00:02:14.000]  我最先就開了一個箴言裡面選到一句話
[00:02:14.000 --> 00:02:16.000]  這句話很有意思,我很喜歡
[00:02:16.000 --> 00:02:26.000]  他說:泛泛的伴侶勤勃辭職,深交的朋友沁於骨肉
[00:02:26.000 --> 00:02:30.000]  所以這個就是友情的美麗的地方
[00:02:30.000 --> 00:02:33.000]  剛才我們也念了一段聖經
[00:02:33.000 --> 00:02:40.000]  在十八章的一到四節裡面所提到的一個經文
[00:02:40.000 --> 00:02:43.000]  我們今天已經念過了,我們現在不再念了
[00:02:43.000 --> 00:02:46.000]  大家應該有點印象
[00:02:46.000 --> 00:02:53.000]  我們念聖經就是大衛跟約拿丹相遇的那一幕
[00:02:53.000 --> 00:02:57.000]  在歷史當中第一次兩人相遇
[00:02:57.000 --> 00:03:03.000]  這個相遇的時間就是大家很多人都知道的很著名的
[00:03:03.000 --> 00:03:10.000]  就是大衛這個年輕人把這個巨人那個敵人戈利亞打死
[00:03:10.000 --> 00:03:13.000]  他以後回到營裡面的時候
[00:03:13.000 --> 00:03:15.000]  當時候這個王帝叫蘇羅
