
[00:00:00.000 --> 00:00:03.000]  所以我們一起讀一段經文
[00:00:03.000 --> 00:00:07.000]  先讀二弗所書二章十四到十七節
[00:00:07.000 --> 00:00:15.000]  二弗所書第二章十四到十七
[00:00:15.000 --> 00:00:17.000]  我們一起讀
[00:00:30.000 --> 00:00:58.000]  二弗所書第一章十四到十七
[00:01:00.000 --> 00:01:05.000]  這段經文其實是在我早年目會的時候
[00:01:05.000 --> 00:01:10.000]  我視為我人生的一個訊息的經文
[00:01:10.000 --> 00:01:15.000]  因為今天教會很多時候
[00:01:15.000 --> 00:01:18.000]  在對福音的認識上面
[00:01:18.000 --> 00:01:21.000]  很強調和神的和好
[00:01:21.000 --> 00:01:26.000]  但是忘記了十字架有橫的那一節
[00:01:26.000 --> 00:01:30.000]  神要我們不單止和祂和好
[00:01:30.000 --> 00:01:34.000]  神更加要我們成為祂和平的使者
[00:01:34.000 --> 00:01:38.000]  要去拆毀人與人之間很多冤仇的牆
[00:01:38.000 --> 00:01:40.000]  很多間斷的牆
[00:01:40.000 --> 00:01:46.000]  昔日當然這個就是猶太人和所謂外邦人
[00:01:46.000 --> 00:01:52.000]  很明顯兩個族群之間的牆
[00:01:52.000 --> 00:01:56.000]  今天要發覺在香港社會已經興起了
[00:01:56.000 --> 00:01:58.000]  在教會圈裡面興起了一個字眼
[00:01:58.000 --> 00:02:00.000]  我不知道各位有沒有聽過
[00:02:00.000 --> 00:02:02.000]  無牆教會有沒有聽過
[00:02:02.000 --> 00:02:05.000]  不知道大家怎麼理解無牆教會
[00:02:05.000 --> 00:02:07.000]  因為打破這面牆
[00:02:07.000 --> 00:02:09.000]  衝出教會這些觀念
[00:02:09.000 --> 00:02:11.000]  都是在西北小組教會運動裡面
[00:02:11.000 --> 00:02:14.000]  可以說都是一些啟動者
[00:02:14.000 --> 00:02:18.000]  啟動者的一個反思
[00:02:18.000 --> 00:02:21.000]  在香港的社會可以這麼說
[00:02:21.000 --> 00:02:26.000]  有很多很多的這些信仰的反思的衝擊
[00:02:26.000 --> 00:02:28.000]  所以我們不斷嘗試去調節
[00:02:28.000 --> 00:02:33.000]  但很多時候我們因為在反思和落實的教導上
[00:02:33.000 --> 00:02:37.000]  意象分享上可能真的不夠堅持
[00:02:37.000 --> 00:02:39.000]  有很多不好的現象出現的時候
[00:02:39.000 --> 00:02:42.000]  我們都會很快很快靜下來
[00:02:42.000 --> 00:02:47.000]  沒有繼續堅持去衝破一些心理的牆
[00:02:47.000 --> 00:02:49.000]  如果大家有看過
[00:02:49.000 --> 00:02:51.000]  不如現在看吧
[00:02:51.000 --> 00:02:53.000]  回去再看這些溫書
[00:02:53.000 --> 00:02:57.000]  我的主日的分享文章說到
[00:02:57.000 --> 00:03:01.000]  其實最標誌人類的分割其中一面牆
[00:03:01.000 --> 00:03:03.000]  就是柏林圍牆
[00:03:03.000 --> 00:03:06.000]  在1961年因為二次大戰結束之後
[00:03:06.000 --> 00:03:11.000]  德國被蘇聯和歐美的集團
[00:03:11.000 --> 00:03:13.000]  分別去管治的時候
[00:03:13.000 --> 00:03:15.000]  分割成兩個集團
[00:03:15.000 --> 00:03:18.000]  也有兩個集團意識形態的對抗
[00:03:18.000 --> 00:03:20.000]  一個是共產主義
[00:03:20.000 --> 00:03:25.000]  一個是資本主義的世界
[00:03:25.000 --> 00:03:27.000]  在經濟的結構上
[00:03:27.000 --> 00:03:31.000]  其實在思想上分別是一個集體主義的人格的強調
[00:03:31.000 --> 00:03:34.000]  和一個個人主義的強調
[00:03:34.000 --> 00:03:37.000]  兩個文化的團體的分割
[00:03:37.000 --> 00:03:41.000]  所以這個標誌終於在28年後
[00:03:41.000 --> 00:03:43.000]  1989年11月
[00:03:43.000 --> 00:03:46.000]  柏林圍牆被推倒了
[00:03:46.000 --> 00:03:50.000]  標誌著東西德的統一
[00:03:50.000 --> 00:03:54.000]  在90年的時候東西德統一
[00:03:54.000 --> 00:03:56.000]  但是你會發覺
[00:03:56.000 --> 00:03:58.000]  其實在政治組織上
[00:03:58.000 --> 00:04:00.000]  國家是統一了
[00:04:00.000 --> 00:04:02.000]  但在文化心態上
[00:04:02.000 --> 00:04:04.000]  仍然是兩個的集團
[00:04:04.000 --> 00:04:08.000]  甚至有一位東德的邊防官
[00:04:08.000 --> 00:04:10.000]  上校說
[00:04:10.000 --> 00:04:12.000]  柏林圍牆早就倒了
[00:04:12.000 --> 00:04:16.000]  但在很多柏林人心裡仍然有一道心牆
[00:04:16.000 --> 00:04:18.000]  無法跨越
[00:04:18.000 --> 00:04:21.000]  這種懷舊的情懷
[00:04:21.000 --> 00:04:24.000]  實際上在柏林圍牆倒下之後20年
[00:04:24.000 --> 00:04:27.000]  從未消失過
[00:04:27.000 --> 00:04:31.000]  在理性觀念或物質的標誌上
[00:04:31.000 --> 00:04:33.000]  要拆掉一道牆
[00:04:33.000 --> 00:04:35.000]  是很容易的
[00:04:35.000 --> 00:04:38.000]  但是要在心靈裡
[00:04:38.000 --> 00:04:39.000]  思想
[00:04:39.000 --> 00:04:41.000]  情感上
[00:04:41.000 --> 00:04:43.000]  要去推倒一道牆
[00:04:43.000 --> 00:04:46.000]  是需要不斷的堅持
[00:04:46.000 --> 00:04:49.000]  甚至一兩代人的時間
[00:04:49.000 --> 00:04:52.000]  才能夠去推倒它
[00:04:52.000 --> 00:04:55.000]  其實今天教會同樣活在一道
[00:04:55.000 --> 00:04:57.000]  心靈的圍牆裡
[00:04:57.000 --> 00:05:00.000]  這正是為什麼今天這麼強調無牆教會
[00:05:00.000 --> 00:05:03.000]  或者要打倒這些牆
[00:05:03.000 --> 00:05:05.000]  這些牆在內部裡
[00:05:05.000 --> 00:05:08.000]  教會弟兄姊妹的關係上也有很多牆
[00:05:08.000 --> 00:05:10.000]  很多的誤解
[00:05:10.000 --> 00:05:12.000]  很多的成見
[00:05:12.000 --> 00:05:16.000]  很多因著屬靈的風格模式的差異
[00:05:16.000 --> 00:05:18.000]  我們不能夠
[00:05:18.000 --> 00:05:21.000]  有充足的心靈空間去彼此聆聽
[00:05:21.000 --> 00:05:24.000]  以至中間有很多的牆
[00:05:24.000 --> 00:05:27.000]  柴枕亦不例外
[00:05:27.000 --> 00:05:31.000]  但我相信神已經在幫我們拆牆
[00:05:31.000 --> 00:05:35.000]  但是最困擾的
[00:05:35.000 --> 00:05:37.000]  其中一道牆
[00:05:37.000 --> 00:05:40.000]  就是在社會文化裡在教會文化裡
[00:05:40.000 --> 00:05:42.000]  滲透了一道牆
[00:05:42.000 --> 00:05:47.000]  我們看看今天教會的世界觀
