
[00:00:00.000 --> 00:00:03.080]  今天跟大家去思考一個題目
[00:00:03.080 --> 00:00:05.480]  我們需要生命麵包
[00:00:05.480 --> 00:00:08.880]  首先我們都問一個問題
[00:00:08.880 --> 00:00:16.320]  就是如果要你講出一輛你年輕的時候
[00:00:16.320 --> 00:00:18.480]  所喜愛、所懷念的食物
[00:00:18.480 --> 00:00:19.720]  你會想起什麼呢?
[00:00:19.720 --> 00:00:22.560]  雞尾包
[00:00:22.560 --> 00:00:24.800]  不過這裡也有得賣的
[00:00:24.800 --> 00:00:26.480]  多麼感恩
[00:00:26.480 --> 00:00:28.000]  不知道想起什麼食物
[00:00:28.000 --> 00:00:30.280]  每個人的童年都會不一樣
[00:00:30.280 --> 00:00:32.920]  但總是有些你特別喜歡的食物
[00:00:32.920 --> 00:00:37.760]  最近我們迦納團仍然有很多不同的食物
[00:00:37.760 --> 00:00:39.960]  大家會帶回來
[00:00:39.960 --> 00:00:44.600]  其中一樣美心就帶了這一樣回來
[00:00:44.600 --> 00:00:45.960]  這是什麼?
[00:00:45.960 --> 00:00:47.960]  豬腸粉
[00:00:47.960 --> 00:00:49.960]  對於我們在美國生活的人來說
[00:00:49.960 --> 00:00:52.400]  豬腸粉是極度令人懷念的東西
[00:00:52.400 --> 00:00:58.360]  因為我暫時在街上沒有看到直接賣豬腸粉
[00:00:58.360 --> 00:01:03.120]  所以一做了這碟豬腸粉
[00:01:03.120 --> 00:01:04.760]  想起那碟一條條
[00:01:04.760 --> 00:01:06.400]  剪剪剪剪剪
[00:01:06.400 --> 00:01:07.600]  接著加些醬汁
[00:01:07.600 --> 00:01:09.120]  加些甜醬
[00:01:09.120 --> 00:01:10.440]  麻醬
[00:01:10.440 --> 00:01:11.440]  醬油
[00:01:11.440 --> 00:01:14.200]  最重要是要加芝麻
[00:01:14.200 --> 00:01:15.640]  Annie就懂了
[00:01:15.640 --> 00:01:16.920]  要加芝麻
[00:01:16.920 --> 00:01:19.480]  整件事是一件美事
[00:01:19.480 --> 00:01:20.760]  一件很吸引的食物
[00:01:20.760 --> 00:01:23.920]  又有另一位姊妹做了另一樣
[00:01:23.920 --> 00:01:26.240]  我們想起童年的時候
[00:01:26.240 --> 00:01:28.240]  可能都會想起的食物是什麼呢?
[00:01:28.240 --> 00:01:29.440]  這是什麼?
[00:01:29.440 --> 00:01:31.440]  麥芽梳打餅
[00:01:31.440 --> 00:01:33.680]  很簡單
[00:01:33.680 --> 00:01:35.760]  兩塊梳打餅其實都不需要什麼
[00:01:35.760 --> 00:01:38.240]  不過中間夾著麥芽糖
[00:01:38.240 --> 00:01:40.960]  你有沒有想起童年的回憶
[00:01:40.960 --> 00:01:42.440]  中間還有一支竹籤
[00:01:42.440 --> 00:01:46.160]  拿著竹籤吃著麥芽餅
[00:01:46.160 --> 00:01:49.160]  那份情懷就出來了
[00:01:49.160 --> 00:01:52.720]  事實上還有一個
[00:01:52.720 --> 00:01:54.840]  我們童年都會想起的食物
[00:01:54.840 --> 00:01:56.240]  這個大家一定認得
[00:01:56.240 --> 00:02:00.680]  就是一個藍白色格子的麵包
[00:02:00.680 --> 00:02:04.400]  這個就是來自加頓的生命麵包
[00:02:04.400 --> 00:02:06.800]  你想起小時候
[00:02:06.800 --> 00:02:08.560]  無論颱風的季節
[00:02:08.560 --> 00:02:09.760]  颱風要儲糧食
[00:02:09.760 --> 00:02:12.880]  或者早上我們小時候上學吃早餐
[00:02:12.880 --> 00:02:17.200]  其實很多時候家裡都會買這個生命麵包
[00:02:17.200 --> 00:02:19.040]  我還記得我小時候
[00:02:19.040 --> 00:02:23.720]  吃生命麵包最喜歡吃底和表面的那塊
[00:02:23.720 --> 00:02:24.720]  不同的
[00:02:24.720 --> 00:02:28.240]  底和表面那塊是有個邊位
[00:02:28.240 --> 00:02:29.400]  那塊特別好吃
[00:02:29.400 --> 00:02:32.680]  拿來塗點花生醬、煉奶
[00:02:32.680 --> 00:02:34.000]  一流
[00:02:34.000 --> 00:02:36.840]  生命麵包之所以成為生命麵包
[00:02:36.840 --> 00:02:37.840]  成為我們的回憶
[00:02:37.840 --> 00:02:39.240]  當然就是好吃
[00:02:39.240 --> 00:02:41.120]  第二就是便宜
[00:02:41.120 --> 00:02:42.560]  原來更加重要就是
[00:02:42.560 --> 00:02:44.480]  生命麵包這個名字
[00:02:44.480 --> 00:02:46.680]  原來聽說有個原因
[00:02:46.680 --> 00:02:51.800]  原來在60年代香港經濟不是那麼好的時候
[00:02:51.800 --> 00:02:54.040]  營養普遍都不足
[00:02:54.040 --> 00:02:58.680]  所以加頓廠方希望增加一些維生素
[00:02:58.680 --> 00:02:59.840]  一些維他命
[00:02:59.840 --> 00:03:02.920]  來增加食物的營養
[00:03:02.920 --> 00:03:05.520]  所以維持生命的糧食
[00:03:05.520 --> 00:03:07.640]  就成為了這個麵包的特質
[00:03:07.640 --> 00:03:11.520]  所以無論是藍色、淺藍色、綠色的包裝
[00:03:11.520 --> 00:03:13.440]  都是一個這樣的麵包
[00:03:13.440 --> 00:03:17.040]  我告訴你吃了之後就好像健康些
[00:03:17.040 --> 00:03:18.160]  營養多些
[00:03:18.160 --> 00:03:20.040]  能量又多些
[00:03:20.040 --> 00:03:22.400]  小時候吃這個麵包
[00:03:22.400 --> 00:03:26.360]  但這個麵包吃完很快就肚餓了
[00:03:26.360 --> 00:03:28.400]  因為真的很薄很小塊
[00:03:28.400 --> 00:03:31.320]  但我們生命裏面有時候我們需要
[00:03:31.320 --> 00:03:33.280]  另外一種的麵包
[00:03:33.280 --> 00:03:34.880]  一種的糧食
[00:03:34.880 --> 00:03:38.000]  讓我們不只是短暫得到飽足
[00:03:38.000 --> 00:03:42.000]  而是讓我們長遠生命裏面得到那種的慰養
[00:03:42.000 --> 00:03:44.000]  今天我們也會思考到
[00:03:44.000 --> 00:03:45.800]  一個生命麵包
[00:03:45.800 --> 00:03:50.400]  聖經裏面就叫做「生命的糧」
[00:03:50.400 --> 00:03:52.400]  這個「糧」就是來自耶穌的
[00:03:52.400 --> 00:03:54.920]  也來自我們今天所讀的經文
[00:03:54.920 --> 00:03:58.600]  就是一個五餅二魚的經文的段落
[00:03:58.600 --> 00:04:02.000]  我們藉由這個段落去想一想
[00:04:02.000 --> 00:04:05.240]  今天我們所讀到的五餅二魚
[00:04:05.240 --> 00:04:08.200]  如何透過當中的思考
[00:04:08.200 --> 00:04:11.800]  我們認識到耶穌就是我們生命的「糧」
[00:04:11.800 --> 00:04:15.400]  今天和大家有三個分題重點
[00:04:15.400 --> 00:04:17.800]  我們逐步去思考
[00:04:17.800 --> 00:04:20.080]  第一個重點
[00:04:20.080 --> 00:04:23.680]  就是我們有七個神蹟
[00:04:23.680 --> 00:04:27.600]  我們今天看到第四個耶穌所行的神蹟
[00:04:27.600 --> 00:04:29.600]  第四個的「西」
[00:04:29.600 --> 00:04:31.600]  這個「西」裏面就是這個了
[00:04:31.600 --> 00:04:33.600]  我們先看第一個段落
[00:04:33.600 --> 00:04:38.600]  第一個段落就是來自六章一至五節
[00:04:38.600 --> 00:04:43.800]  一開始我們讀到第六章的段落裏面
[00:04:43.800 --> 00:04:47.800]  就講到一些時間和地點的問題
[00:04:47.800 --> 00:04:49.200]  先看時間
[00:04:49.200 --> 00:04:51.200]  這個時間裏面第一節就說
[00:04:51.200 --> 00:04:53.200]  「這些事以後」
[00:04:53.200 --> 00:04:56.200]  通常我們見到日漢經常說
[00:04:56.200 --> 00:04:58.800]  一日之後一日之後一日之後
[00:04:58.800 --> 00:05:01.600]  接著去到後來就說「這些事以後」
[00:05:01.600 --> 00:05:04.000]  接著又去到「這些事以後」
[00:05:04.000 --> 00:05:06.200]  代表了已經隔了一些時間
[00:05:06.200 --> 00:05:08.400]  和前面第五章的完結
[00:05:08.400 --> 00:05:09.800]  隔了一些時間
[00:05:09.800 --> 00:05:12.800]  所以我們想一想那個時間線是怎樣
[00:05:12.800 --> 00:05:14.800]  而這個時間就是
[00:05:14.800 --> 00:05:17.800]  你記得我們在第二章的時候就在說
[00:05:17.800 --> 00:05:22.200]  在由下面耶路撒冷一直上去
[00:05:22.200 --> 00:05:25.800]  我們一開始第二章就在說
[00:05:25.800 --> 00:05:27.800]  加拿大的神蹟在上面
[00:05:27.800 --> 00:05:28.800]  加利利
[00:05:28.800 --> 00:05:30.400]  接著後來我們說
[00:05:30.400 --> 00:05:32.200]  段落就說去了耶路撒冷
[00:05:32.200 --> 00:05:33.400]  去到下面
[00:05:33.400 --> 00:05:34.600]  耶路撒冷之後就去到
[00:05:34.600 --> 00:05:36.800]  撒瑪利亞的婦人的井那裏
[00:05:36.800 --> 00:05:38.800]  去到中間
[00:05:38.800 --> 00:05:41.800]  接著再去到第二次的神蹟
[00:05:41.800 --> 00:05:43.800]  又是回到加拿大
[00:05:43.800 --> 00:05:45.800]  又是回到加利利的地方
[00:05:45.800 --> 00:05:47.600]  就是一個這樣的畫面
[00:05:47.600 --> 00:05:50.200]  而我們上一次之後就見到
[00:05:50.200 --> 00:05:53.000]  第三個神蹟又回到
[00:05:53.000 --> 00:05:55.800]  耶路撒冷的地方
[00:05:55.800 --> 00:05:57.800]  記得不是大池
[00:05:57.800 --> 00:05:59.000]  是回到耶路撒冷的地方
[00:05:59.000 --> 00:06:01.200]  就是黃色的線又這樣下去
[00:06:01.200 --> 00:06:03.800]  接著今天又回到上面
[00:06:03.800 --> 00:06:05.800]  黃色的線又回到上面
[00:06:05.800 --> 00:06:07.800]  所以你發現
[00:06:07.800 --> 00:06:09.400]  在約翰福音的記載裏面
[00:06:09.400 --> 00:06:11.800]  耶穌都會在祂自己的大本營
[00:06:11.800 --> 00:06:13.800]  加白龍 加利利的範圍
[00:06:13.800 --> 00:06:15.200]  有時候去到下面耶路撒冷
[00:06:15.200 --> 00:06:17.800]  有時候又上去 下去 上去 下去
[00:06:17.800 --> 00:06:19.400]  你都想像一下
[00:06:19.400 --> 00:06:20.600]  我們有時候都去奧蘭度
[00:06:20.600 --> 00:06:22.600]  又回來 去奧蘭度又回來
[00:06:22.600 --> 00:06:25.200]  可能去一年都去幾次都不一定
[00:06:25.200 --> 00:06:28.200]  所以福音書裏面的重點
[00:06:28.200 --> 00:06:30.200]  不同的福音的作者
[00:06:30.200 --> 00:06:32.200]  都會擺有些不同的地方
[00:06:32.200 --> 00:06:34.600]  而很明顯約翰就會說到
[00:06:34.600 --> 00:06:36.600]  兩個地方都會提及
[00:06:36.600 --> 00:06:39.600]  也都提及了三次的逾越節
[00:06:39.600 --> 00:06:41.600]  所以這裏也都說到第四節
[00:06:41.600 --> 00:06:45.600]  哪時猶太人的逾越節就近了
[00:06:45.600 --> 00:06:48.600]  所以是一個猶太人的重要節日
[00:06:48.600 --> 00:06:50.600]  又再出現
[00:06:50.600 --> 00:06:54.600]  這個就是今天這個段落裏面的時間線
[00:06:54.600 --> 00:06:57.600]  這個也是承接著剛剛不是大池
[00:06:57.600 --> 00:06:59.600]  就是去到第五章裏面
[00:06:59.600 --> 00:07:01.600]  耶穌的神蹟之後的
[00:07:01.600 --> 00:07:03.600]  另外一個的神蹟
[00:07:03.600 --> 00:07:06.600]  在這個時間 耶穌的地點在哪裏呢?
[00:07:06.600 --> 00:07:09.600]  我們見到地點就是來到
[00:07:09.600 --> 00:07:12.600]  這個加利利海
[00:07:12.600 --> 00:07:13.600]  就是提比利亞海
[00:07:13.600 --> 00:07:16.600]  一個不同的名稱的叫法
[00:07:16.600 --> 00:07:17.600]  無論哪一個叫法
[00:07:17.600 --> 00:07:19.600]  都是我們平時見開捕魚的
[00:07:19.600 --> 00:07:22.600]  加利利海那個位置
[00:07:22.600 --> 00:07:25.600]  現在正正好就是在說這個日子裏面
[00:07:25.600 --> 00:07:27.600]  耶穌就去到這個加利利海附近
[00:07:27.600 --> 00:07:29.600]  就上了一座的山
[00:07:29.600 --> 00:07:33.600]  經文沒有很清楚的說是哪一座的山
[00:07:33.600 --> 00:07:35.600]  但你可以想像附近都有一些不同的山
[00:07:35.600 --> 00:07:37.600]  去到這個山裏面
[00:07:37.600 --> 00:07:40.600]  是和在海邊不一樣
[00:07:40.600 --> 00:07:42.600]  海邊是近他們打魚的地方
[00:07:42.600 --> 00:07:45.600]  海邊是近他們生活的地方
[00:07:45.600 --> 00:07:48.600]  海邊是他們平時可以隨時買到東西吃
[00:07:48.600 --> 00:07:50.600]  拿到一些材料
[00:07:50.600 --> 00:07:52.600]  一些這樣的地方
[00:07:52.600 --> 00:07:54.600]  現在就上到山上
[00:07:54.600 --> 00:07:58.600]  山上代表了空曠的地方
[00:07:58.600 --> 00:08:02.600]  不是那麼方便可以有食物的地方
[00:08:02.600 --> 00:08:07.600]  代表距離遠了他們平時住慣的地方
[00:08:07.600 --> 00:08:09.600]  就是這樣
[00:08:09.600 --> 00:08:10.600]  這個經文就告訴你
[00:08:10.600 --> 00:08:12.600]  地點已經上到山上
[00:08:12.600 --> 00:08:15.600]  就發生了今天跟著我們所看到的事情
[00:08:15.600 --> 00:08:19.600]  而第一個今天我們去思考的重點
[00:08:19.600 --> 00:08:24.600]  A部分就有兩個主要的重點留意
[00:08:24.600 --> 00:08:25.600]  第一個是什麼呢
[00:08:25.600 --> 00:08:29.600]  就是人群看見耶穌的神蹟
[00:08:29.600 --> 00:08:33.600]  第二個就是耶穌看見人群的需要
[00:08:33.600 --> 00:08:35.600]  所以這一個段落裏面
[00:08:35.600 --> 00:08:36.600]  還有一個很重要的字
[00:08:36.600 --> 00:08:37.600]  就是See
[00:08:37.600 --> 00:08:38.600]  看到些什麼
[00:08:38.600 --> 00:08:40.600]  What do you see
[00:08:40.600 --> 00:08:41.600]  看到些什麼呢
[00:08:41.600 --> 00:08:43.600]  我們看到第一個
[00:08:43.600 --> 00:08:45.600]  這段經文裏面說到的
[00:08:45.600 --> 00:08:47.600]  看見就是一些人
[00:08:47.600 --> 00:08:50.600]  看見耶穌所行的神蹟
[00:08:50.600 --> 00:08:52.600]  在第二節就說
[00:08:52.600 --> 00:08:54.600]  有一大群人因為看見
[00:08:54.600 --> 00:08:56.600]  他在病人所行的神蹟
[00:08:56.600 --> 00:08:59.600]  就跟隨了耶穌
[00:08:59.600 --> 00:09:02.600]  即是說有些人因為看到耶穌
[00:09:02.600 --> 00:09:05.600]  在之前做過很多不同的神蹟
[00:09:05.600 --> 00:09:08.600]  所以他們一直跟著耶穌
[00:09:08.600 --> 00:09:09.600]  跟著耶穌
[00:09:09.600 --> 00:09:10.600]  跟著耶穌
[00:09:10.600 --> 00:09:11.600]  我們看得到
[00:09:11.600 --> 00:09:14.600]  我們已經說到第四個神蹟了
[00:09:14.600 --> 00:09:17.600]  所以最低限度前面都有三個神蹟
[00:09:17.600 --> 00:09:20.600]  是很清楚看得到是什麼神蹟的
[00:09:20.600 --> 00:09:23.600]  而有些不清楚什麼神蹟的
[00:09:23.600 --> 00:09:26.600]  都在前面都發生了
[00:09:26.600 --> 00:09:29.600]  所以在第二章23節
[00:09:29.600 --> 00:09:30.600]  他說
[00:09:30.600 --> 00:09:33.600]  耶穌在耶路撒冷過月月節的時候
[00:09:33.600 --> 00:09:37.600]  就是第一次在耶路撒冷過月月節的段落
[00:09:37.600 --> 00:09:39.600]  他說有很多人
[00:09:39.600 --> 00:09:41.600]  看見他所行的神蹟
[00:09:41.600 --> 00:09:43.600]  就信了他的名字
[00:09:43.600 --> 00:09:47.600]  即是說原來在第二章已經說
[00:09:47.600 --> 00:09:50.600]  有些人因為看到耶穌能夠行神蹟
[00:09:50.600 --> 00:09:53.600]  他們因為這個神蹟就信了耶穌
[00:09:53.600 --> 00:09:55.600]  就信了耶穌
[00:09:55.600 --> 00:09:57.600]  所以看得到在之後
[00:09:57.600 --> 00:09:59.600]  一連串的神蹟
[00:09:59.600 --> 00:10:01.600]  似乎就吸引更加多人
[00:10:01.600 --> 00:10:03.600]  去信了耶穌的名字
[00:10:03.600 --> 00:10:08.600]  這個就是我們看得到的情況
[00:10:08.600 --> 00:10:10.600]  但是
[00:10:10.600 --> 00:10:13.600]  你留意在第二章24-25節
[00:10:13.600 --> 00:10:15.600]  耶穌就給了一個答案
[00:10:15.600 --> 00:10:16.600]  他說什麼呢
[00:10:16.600 --> 00:10:20.600]  他說耶穌自己卻不信任他們
[00:10:20.600 --> 00:10:25.600]  因為他認識所有的人
