
[00:00:00.000 --> 00:00:11.000]  此錄音或錄影的版權,是屬基督教宣導會北角堂所有。
[00:00:11.000 --> 00:00:14.000]  我們的屬靈傳統之一,是以真理教導為本。
[00:00:14.000 --> 00:00:18.000]  歡迎你將此錄音或錄影的連結傳給親友。
[00:00:18.000 --> 00:00:25.000]  懇請注意未經授權,請勿轉錄,或剪輯本錄音或錄影。
[00:00:25.000 --> 00:00:31.000]  十月好似使徒行轉二十章,三十二節中所講,這道能建立你們,
[00:00:31.000 --> 00:00:34.000]  叫你們和一切成聖的人同得基業。
[00:00:34.000 --> 00:00:39.000]  各位兄弟姐妹平安!
[00:00:39.000 --> 00:00:44.000]  最近香港的天氣很不穩定,經常有雷暴。
[00:00:44.000 --> 00:00:49.000]  接著能夠我們平安一齊回來,是一件很感恩的事情。
[00:00:49.000 --> 00:00:54.000]  感謝神給我們有基督在一起,來到敬拜,一齊聽聖經的訊息。
[00:00:54.000 --> 00:01:00.000]  好不好,你也和你旁邊的兄弟姐妹打個招呼,一齊感謝神,一齊送拜。
[00:01:00.000 --> 00:01:09.000]  感謝神給我們恩典。
[00:01:09.000 --> 00:01:15.000]  大家聽見我的聲音,可能有少少不同,我有少少喉嚨不舒服。
[00:01:15.000 --> 00:01:21.000]  但是大家放心,我檢測過了,不是COVID,不是流感。
[00:01:21.000 --> 00:01:26.000]  但是感謝神,我們都可以繼續來到一同的崇拜見證上。
[00:01:26.000 --> 00:01:30.000]  請大家和我一齊,我們祈禱,我們同心再仰望著。
[00:01:30.000 --> 00:01:43.000]  在天上創造天地的主,主我們到你的面前來,我們敬拜你。
[00:01:43.000 --> 00:01:50.000]  主我們真的想不到,天地的主竟然願意來到人間,
[00:01:50.000 --> 00:01:53.000]  願意為我們來受死。
[00:01:53.000 --> 00:02:00.000]  主,你的愛是何等的奇妙,何等的真實,又臨到我們身上。
[00:02:00.000 --> 00:02:05.000]  我們今天一同來到敬拜你,我們去尋求你。
[00:02:05.000 --> 00:02:11.000]  好願意打開我們的心門,更深的領受,你要給我們的愛。
[00:02:11.000 --> 00:02:16.000]  讓我們人生在地上,不是因為物質,不是因為關係,我們滿足。
[00:02:16.000 --> 00:02:21.000]  我們更是因為你的慈愛,我們心滿意足。
[00:02:21.000 --> 00:02:30.000]  求你自己帶領一段時間,設下你寶貴的聖靈,開啟我們的心思,明白你的福音的真度。
[00:02:30.000 --> 00:02:36.000]  也幫助我們中間的每一個,特別可能有一部分未曾認識你的,
[00:02:36.000 --> 00:02:45.000]  主,你自己幫助他們,讓他們的心聽見你的微聲,在心靈裡面能夠遇見你。
[00:02:45.000 --> 00:02:51.000]  我們仰望祈禱,奉主耶穌,聖名祈求,臣門。
[00:02:51.000 --> 00:03:00.000]  今天跟大家思想一個熟悉聖經的故事,是提到撒該這個朋友的經歷。
[00:03:00.000 --> 00:03:05.000]  但是之前我想先提一件事情,就是好幾年之前我去到泰國,
[00:03:05.000 --> 00:03:10.000]  遇到一位基督徒朋友,他本身自己開一個餐館,
[00:03:10.000 --> 00:03:15.000]  我就很有興趣問及他信耶穌的經過,他就告訴我,
[00:03:15.000 --> 00:03:20.000]  他說其實他自己本身是接觸過教會,
[00:03:20.000 --> 00:03:27.000]  是因為他太太是在他們未結婚之前,很清楚的要求,
[00:03:27.000 --> 00:03:30.000]  你都跟我一起信耶穌吧。
[00:03:30.000 --> 00:03:37.000]  這位朋友就說,行,信耶穌,行,我們結婚之後一定跟你信耶穌。
[00:03:37.000 --> 00:03:44.000]  他們之後結婚,但是當然他已經忘記了他的承諾,
[00:03:44.000 --> 00:03:49.000]  太太很多時候一直鼓勵他,但是他反而責備太太。
[00:03:49.000 --> 00:03:53.000]  因為他開餐館很繁忙,很多時候在餐館裡面,
[00:03:53.000 --> 00:03:59.000]  也是和很多客人一起喝酒,他餐館能夠賺錢為他賣酒。
[00:03:59.000 --> 00:04:05.000]  在過程當中他自己都驗了酒癮,而且很嚴重的酒癮,
[00:04:05.000 --> 00:04:09.000]  所以很多時候他自己生活很混亂,
[00:04:09.000 --> 00:04:11.000]  自己都不知道自己說了什麼話,
[00:04:11.000 --> 00:04:15.000]  也都不知道很多時候責備罵人。
[00:04:15.000 --> 00:04:19.000]  因為他早上起床的時候很睏,
[00:04:19.000 --> 00:04:23.000]  他起床的時候很頭痛,因為昨晚喝了很多酒,
[00:04:23.000 --> 00:04:26.000]  酒醉都還沒清,
[00:04:26.000 --> 00:04:31.000]  在那時候他心裡很不開心,為什麼自己會這樣呢?
[00:04:31.000 --> 00:04:34.000]  然後他突然想起耶穌,
[00:04:34.000 --> 00:04:39.000]  這次他不是罵耶穌,這次他大聲地對耶穌說,
[00:04:39.000 --> 00:04:46.000]  耶穌如果你是真神,你幫我戒酒我相信你。
[00:04:46.000 --> 00:04:48.000]  但是沒什麼事情發生,
[00:04:48.000 --> 00:04:52.000]  接著他遇上了他的餐館工作,
[00:04:52.000 --> 00:04:54.000]  但是他發覺自己很特別,
[00:04:54.000 --> 00:05:00.000]  為什麼沒有了喝酒的那種動機,沒有了酒癮。
[00:05:00.000 --> 00:05:07.000]  他說可能因為最近感冒,所以暫時沒有想喝酒的動機,
[00:05:07.000 --> 00:05:11.000]  但是過了一個星期,兩個星期,
[00:05:11.000 --> 00:05:15.000]  他突然想一想,沒有感冒了,
[00:05:15.000 --> 00:05:19.000]  為什麼還是不想喝酒呢?
[00:05:19.000 --> 00:05:24.000]  在那時候他第一次很深刻地體會到這位神是真神,
[00:05:24.000 --> 00:05:28.000]  是聽他祈禱的真神。
[00:05:28.000 --> 00:05:32.000]  在那時候他心裡就想,我這個走徒,
[00:05:32.000 --> 00:05:36.000]  曾經答應過算耶穌有食言,
[00:05:36.000 --> 00:05:42.000]  曾經在很多人的面前胡亂亂地說話,
[00:05:42.000 --> 00:05:46.000]  生活很混亂,而且經常罵神,
[00:05:46.000 --> 00:05:50.000]  但是竟然這個耶穌接納我,
[00:05:50.000 --> 00:05:54.000]  他聽我祈禱,他幫我戒酒。
[00:05:54.000 --> 00:05:58.000]  在這個時候這位朋友就說,我自己一個人,
[00:05:58.000 --> 00:06:04.000]  第一次人生很清楚在主耶穌面前認罪悔改,
[00:06:04.000 --> 00:06:07.000]  很深刻地承認自己的過失,
[00:06:07.000 --> 00:06:12.000]  也尋求神給他的赦免。
[00:06:12.000 --> 00:06:15.000]  在那次之後,他經歷了一種很大的釋放,
[00:06:15.000 --> 00:06:18.000]  他不再需要喝酒,
[00:06:18.000 --> 00:06:22.000]  而且生命有一種很不同的人生的方向,
[00:06:22.000 --> 00:06:25.000]  他覺得自己經常喝酒,不但自己受傷害,
[00:06:25.000 --> 00:06:28.000]  其實很多他賣酒的一些客人,
[00:06:28.000 --> 00:06:32.000]  都看到他們受到很多不同程度的影響,
[00:06:32.000 --> 00:06:37.000]  因此他立定決心不再賣酒。
[00:06:37.000 --> 00:06:41.000]  很多人問他,你的店會倒閉嗎?
[00:06:41.000 --> 00:06:45.000]  但是他知道他應該這樣做,
[00:06:45.000 --> 00:06:49.000]  然後他後來告訴我們,沒有倒閉。
[00:06:49.000 --> 00:06:53.000]  神仍然給我的餐廳可以有好的收入,
[00:06:53.000 --> 00:06:55.000]  仍然可以營運得到。
[00:06:55.000 --> 00:06:58.000]  雖然他營運得到,
[00:06:58.000 --> 00:07:01.000]  但是在那段日子當我再去泰國的時候,
[00:07:01.000 --> 00:07:05.000]  我發覺他已經是一個傳道人。
[00:07:05.000 --> 00:07:08.000]  他心裡面很深的感動,
[00:07:08.000 --> 00:07:10.000]  知道上帝撿回他的命,
[00:07:10.000 --> 00:07:14.000]  然後他就願意一生來侍奉神。
[00:07:14.000 --> 00:07:17.000]  我相信我們中間很多的基督徒,
[00:07:17.000 --> 00:07:20.000]  都很深刻的經歷。
[00:07:20.000 --> 00:07:22.000]  當我們未信耶穌之前,
[00:07:22.000 --> 00:07:25.000]  我們很知道我們是一個怎樣的人。
[00:07:25.000 --> 00:07:27.000]  我們裡面想的事情,
[00:07:27.000 --> 00:07:32.000]  那些情慾,那些惡念,自己知道。
[00:07:32.000 --> 00:07:36.000]  自己都覺得沒有辦法去解決這些問題,
[00:07:36.000 --> 00:07:40.000]  去摒棄這些惡習。
[00:07:40.000 --> 00:07:42.000]  但是在過程當中,
[00:07:42.000 --> 00:07:45.000]  很清楚經歷著給我的接納。
[00:07:45.000 --> 00:07:48.000]  他接納我,他仍然愛我,
[00:07:48.000 --> 00:07:51.000]  因而經歷到那種赦罪的平安,
[00:07:51.000 --> 00:07:54.000]  經歷那種釋放。
[00:07:54.000 --> 00:07:56.000]  世界上千千萬萬的教徒,
[00:07:56.000 --> 00:08:01.000]  曾經經歷這種生命的釋放。
[00:08:01.000 --> 00:08:03.000]  今天我們讀的聖經裡面,
[00:08:03.000 --> 00:08:06.000]  一位的人物叫做薩戈。
[00:08:06.000 --> 00:08:08.000]  他在一個地方住,
[00:08:08.000 --> 00:08:11.000]  在一個叫做耶利哥城的地方。
[00:08:11.000 --> 00:08:12.000]  在過程當中,
[00:08:12.000 --> 00:08:15.000]  他同樣經歷耶穌基督對他的接納,
[00:08:15.000 --> 00:08:20.000]  因此他的生命出現一種翻天覆地的改變。
[00:08:20.000 --> 00:08:21.000]  聖經提到,
[00:08:21.000 --> 00:08:23.000]  在十九章第一節提到,
[00:08:23.000 --> 00:08:25.000]  耶穌進了耶利哥,
[00:08:25.000 --> 00:08:27.000]  要從那裡經過。
[00:08:27.000 --> 00:08:29.000]  有一個人名叫薩戈,
[00:08:29.000 --> 00:08:33.000]  作為瑞利長,是個財主。
[00:08:33.000 --> 00:08:34.000]  這個瑞利長,
[00:08:34.000 --> 00:08:39.000]  其實是我們今天所說的稅務局局長,
[00:08:39.000 --> 00:08:42.000]  在稅務當中的領導人。
[00:08:42.000 --> 00:08:45.000]  但是他在這個社會裡面不受歡迎,
[00:08:45.000 --> 00:08:48.000]  甚至被很多人憎惡。
[00:08:48.000 --> 00:08:50.000]  我想如果當時的人知道,
[00:08:50.000 --> 00:08:53.000]  他的名字的中文翻譯叫做薩戈,
[00:08:53.000 --> 00:08:55.000]  可能他們會說,
[00:08:55.000 --> 00:08:57.000]  「反過來讀吧!」
[00:08:57.000 --> 00:09:02.000]  可能更加能夠表達他們的心境。
[00:09:02.000 --> 00:09:04.000]  他們很憎恨這個朋友,
[00:09:04.000 --> 00:09:07.000]  因為這位瑞利長,
[00:09:07.000 --> 00:09:11.000]  他是不斷地去剝削他的同胞。
[00:09:11.000 --> 00:09:13.000]  當時羅馬的政權,
[00:09:13.000 --> 00:09:16.000]  他們沒有要求這個瑞利長,
[00:09:16.000 --> 00:09:18.000]  用什麼方式收稅,
[00:09:18.000 --> 00:09:21.000]  只是要求一個很高的數額,
[00:09:21.000 --> 00:09:24.000]  要對方來交出這個數額。
[00:09:24.000 --> 00:09:26.000]  因此瑞利長可以用不同的方式,
[00:09:26.000 --> 00:09:28.000]  來去收取數目,
[00:09:28.000 --> 00:09:32.000]  當然他收多過政府的要求,
[00:09:32.000 --> 00:09:37.000]  去以權利去謀私,
[00:09:37.000 --> 00:09:41.000]  用各種方法來欺詐更多的金錢。
[00:09:41.000 --> 00:09:43.000]  所以對於當地人來說,
[00:09:43.000 --> 00:09:45.000]  見到他的時候會很憎惡,
[00:09:45.000 --> 00:09:47.000]  因為他們好像一個賣國賊,
[00:09:47.000 --> 00:09:51.000]  把他們出賣給愛族的統治者。
[00:09:51.000 --> 00:09:53.000]  在過程當中,
[00:09:53.000 --> 00:09:56.000]  他因此成為了財主,
[00:09:56.000 --> 00:09:57.000]  很多的錢。
[00:09:57.000 --> 00:09:59.000]  但是雖然是財主,
[00:09:59.000 --> 00:10:00.000]  但是你看得出,
[00:10:00.000 --> 00:10:01.000]  在後來的描述當中,
[00:10:01.000 --> 00:10:03.000]  你發覺他物質豐富,
[00:10:03.000 --> 00:10:04.000]  有財有勢,
[00:10:04.000 --> 00:10:08.000]  但是他心靈孤單。
[00:10:08.000 --> 00:10:09.000]  或者今天,
[00:10:09.000 --> 00:10:11.000]  你都會見到有很多的人,
[00:10:11.000 --> 00:10:13.000]  有錢財有權勢,
[00:10:13.000 --> 00:10:17.000]  但是他心靈孤單。
[00:10:17.000 --> 00:10:18.000]  但是這位財主,
[00:10:18.000 --> 00:10:20.000]  他做一件事情很重要,
[00:10:20.000 --> 00:10:21.000]  無論怎樣都好,
[00:10:21.000 --> 00:10:25.000]  他決心要去見耶穌,
[00:10:25.000 --> 00:10:27.000]  他要去尋找耶穌,
[00:10:27.000 --> 00:10:29.000]  當時他身材很矮小,
[00:10:29.000 --> 00:10:32.000]  所以他不能夠去前面看到耶穌,
[00:10:32.000 --> 00:10:34.000]  因此他爬上去,
[00:10:34.000 --> 00:10:36.000]  在路旁一棵矮的桑樹,
[00:10:36.000 --> 00:10:37.000]  爬高一點,
[00:10:37.000 --> 00:10:40.000]  希望看到耶穌。
[00:10:40.000 --> 00:10:41.000]  我記得好幾年之前,
[00:10:41.000 --> 00:10:43.000]  我們中間有一位朋友,
[00:10:43.000 --> 00:10:46.000]  他本來是一位被賭印,
[00:10:46.000 --> 00:10:49.000]  糾纏了三十多年的朋友,
[00:10:49.000 --> 00:10:51.000]  但是他在過程當中,
[00:10:51.000 --> 00:10:53.000]  他受到賭印的困擾,
[00:10:53.000 --> 00:10:56.000]  一直要吃著一些抗疫的屈藥,
[00:10:56.000 --> 00:10:58.000]  情緒很受困擾,
[00:10:58.000 --> 00:11:02.000]  經常擔心誰來跟他收帳。
[00:11:02.000 --> 00:11:05.000]  他在這種中逸惶恐的生活環境裡,
[00:11:05.000 --> 00:11:08.000]  他覺得人生沒有什麼盼望,
[00:11:08.000 --> 00:11:09.000]  他試過戒賭,
[00:11:09.000 --> 00:11:11.000]  但是不成功,
[00:11:11.000 --> 00:11:14.000]  有人介紹他來教會,
[00:11:14.000 --> 00:11:17.000]  因此有一次來到教會的門口,
[00:11:17.000 --> 00:11:20.000]  來到門口的時候還很掙扎,
[00:11:20.000 --> 00:11:22.000]  要不要進去呢?要不要進去呢?
[00:11:22.000 --> 00:11:24.000]  但是後來他說,
[00:11:24.000 --> 00:11:26.000]  他當時有一個心思,
[00:11:26.000 --> 00:11:30.000]  進去,我要接受耶穌改造,
[00:11:30.000 --> 00:11:33.000]  我要去見一下耶穌。
[00:11:33.000 --> 00:11:36.000]  就是這樣一種心思,
[00:11:36.000 --> 00:11:38.000]  他進來教會。
[00:11:38.000 --> 00:11:40.000]  感謝神在教會裡面,
[00:11:40.000 --> 00:11:42.000]  有一群頂姐妹特別關心他,
[00:11:42.000 --> 00:11:44.000]  他們就參加了一個,
[00:11:44.000 --> 00:11:48.000]  大家知道我們叫做和剎那小組,
[00:11:48.000 --> 00:11:51.000]  這個小組專門幫一些成人的朋友,
[00:11:51.000 --> 00:11:53.000]  來戒印,
[00:11:53.000 --> 00:11:56.000]  以及幫助他們認識耶穌。
[00:11:56.000 --> 00:11:57.000]  就在這個過程當中,
[00:11:57.000 --> 00:11:59.000]  他信得住,
[00:11:59.000 --> 00:12:00.000]  然後他說,
[00:12:00.000 --> 00:12:02.000]  我不單止戒賭,
[00:12:02.000 --> 00:12:06.000]  我今天有一種很特別的平安在我裡面,
[00:12:06.000 --> 00:12:08.000]  他吃的抗抑鬱藥,
[00:12:08.000 --> 00:12:11.000]  也都不知不覺停了,
[00:12:11.000 --> 00:12:14.000]  不需要再有其他藥品的幫助,
[00:12:14.000 --> 00:12:17.000]  而他內心有一種很特別的平安,
[00:12:17.000 --> 00:12:19.000]  因為他那種生命的轉變,
[00:12:19.000 --> 00:12:21.000]  他父母很清楚看到,
[00:12:21.000 --> 00:12:23.000]  因此他母親也信主,
[00:12:23.000 --> 00:12:27.000]  也在北村家裡受洗。
[00:12:27.000 --> 00:12:29.000]  很多人在人生的路上,
[00:12:29.000 --> 00:12:34.000]  面對著自己很多糾纏很多年的惡習,
[00:12:34.000 --> 00:12:37.000]  或者是一些揮之不去的情慾,
[00:12:37.000 --> 00:12:41.000]  或者是糾纏他內心的很多詭詐,
[00:12:41.000 --> 00:12:43.000]  甚至孤單的情緒,
[00:12:43.000 --> 00:12:46.000]  他知道自己沒有能力去改變,
[00:12:46.000 --> 00:12:50.000]  但是什麼時候他們願意去見耶穌,
[00:12:50.000 --> 00:12:53.000]  去尋找耶穌?
[00:12:53.000 --> 00:12:54.000]  在那些時刻,
[00:12:54.000 --> 00:12:58.000]  他們經歷神給他們的釋放,
[00:12:58.000 --> 00:13:00.000]  給他們經歷到神的幫助,
[00:13:00.000 --> 00:13:03.000]  神的拯救。
[00:13:03.000 --> 00:13:06.000]  撒該他去見耶穌,
[00:13:06.000 --> 00:13:07.000]  因此聖經說到,
[00:13:07.000 --> 00:13:09.000]  耶穌見到他,
[00:13:09.000 --> 00:13:13.000]  耶穌道了那裡抬頭一看,
[00:13:13.000 --> 00:13:15.000]  好像很被動一樣,
[00:13:15.000 --> 00:13:17.000]  但如果你留意剛才的經文的時候,
[00:13:17.000 --> 00:13:19.000]  你會記得聖經提到,
[00:13:19.000 --> 00:13:21.000]  當耶穌去到耶利哥的時候,
[00:13:21.000 --> 00:13:25.000]  聖經就說要從那裡經過,
[00:13:25.000 --> 00:13:28.000]  其實他長途來到這個城市,
[00:13:28.000 --> 00:13:31.000]  一般來說都立刻找個地方休息一下,
[00:13:31.000 --> 00:13:33.000]  再開始他的工作,
[00:13:33.000 --> 00:13:34.000]  但是來到的時候,
[00:13:34.000 --> 00:13:37.000]  他立刻要經過這個城,
[00:13:37.000 --> 00:13:39.000]  好像有一些特別的目的,
[00:13:39.000 --> 00:13:42.000]  特別的對象他要見,
[00:13:42.000 --> 00:13:43.000]  又來到,
[00:13:43.000 --> 00:13:45.000]  發覺很多群眾擁擠他,
[00:13:45.000 --> 00:13:47.000]  周圍很多人,
[00:13:47.000 --> 00:13:49.000]  但是他繼續走,
[00:13:49.000 --> 00:13:51.000]  然後去到那個地方,
[00:13:51.000 --> 00:13:52.000]  周圍很多人和他聊天,
[00:13:52.000 --> 00:13:54.000]  但是他抬頭,
[00:13:54.000 --> 00:13:57.000]  他要看一個人,
[00:13:57.000 --> 00:13:59.000]  一看到撒該的時候,
[00:13:59.000 --> 00:14:04.000]  清楚說出撒該的名字,
[00:14:04.000 --> 00:14:05.000]  你可以看得出,
[00:14:05.000 --> 00:14:11.000]  耶穌有心來尋找他。
[00:14:11.000 --> 00:14:12.000]  我們中間有些朋友,
[00:14:12.000 --> 00:14:13.000]  來到教會的時候,
[00:14:13.000 --> 00:14:16.000]  可能都覺得沒什麼特別,
[00:14:16.000 --> 00:14:18.000]  我也是有朋友是基督徒來的,
[00:14:18.000 --> 00:14:20.000]  叫我去看一下,
[00:14:20.000 --> 00:14:21.000]  我就說好,
[00:14:21.000 --> 00:14:22.000]  參觀一下,
[00:14:22.000 --> 00:14:26.000]  看一下教會的聚會是怎樣的,
[00:14:26.000 --> 00:14:29.000]  但是你不要以為是很偶然,
[00:14:29.000 --> 00:14:30.000]  我相信每一步,
[00:14:30.000 --> 00:14:33.000]  當你去接觸信仰的時候,
[00:14:33.000 --> 00:14:36.000]  有上帝在其中帶領著你,
[00:14:36.000 --> 00:14:39.000]  去尋找你,
[00:14:39.000 --> 00:14:40.000]  當你到他面前的時候,
[00:14:40.000 --> 00:14:42.000]  他知道你的名字,
[00:14:42.000 --> 00:14:44.000]  他認識你,
[00:14:44.000 --> 00:14:47.000]  他知道你的困擾,
[00:14:47.000 --> 00:14:50.000]  他明白你的狀況。
[00:14:50.000 --> 00:14:51.000]  在這個時候,
[00:14:51.000 --> 00:14:52.000]  聖經就說到主耶穌,
[00:14:52.000 --> 00:14:54.000]  他馬上和撒該說,
[00:14:54.000 --> 00:14:58.000]  今天我必須住在你的家裡,
[00:14:58.000 --> 00:15:00.000]  這個必須是說一個,
[00:15:00.000 --> 00:15:03.000]  很決心的一種態度,
[00:15:03.000 --> 00:15:05.000]  我一定會去你家裡,
[00:15:05.000 --> 00:15:08.000]  也就是甘心樂意的去到你的家,
[00:15:08.000 --> 00:15:12.000]  表示我對你完全的接納。
[00:15:12.000 --> 00:15:13.000]  我不知道我們中間,
[00:15:13.000 --> 00:15:15.000]  有沒有一些叫囊頂子妹,
[00:15:15.000 --> 00:15:17.000]  可能你順著之後,
[00:15:17.000 --> 00:15:19.000]  很多時候會看到自己很多的軟弱,
[00:15:19.000 --> 00:15:20.000]  一些的挫失,
[00:15:20.000 --> 00:15:23.000]  有時候也有些生氣自己,
[00:15:23.000 --> 00:15:27.000]  甚至覺得上帝都不會要這樣的人,
[00:15:27.000 --> 00:15:29.000]  因此有些時候會有一種灰心,
[00:15:29.000 --> 00:15:32.000]  甚至想放棄的感受,
[00:15:32.000 --> 00:15:34.000]  但是你記得,
[00:15:34.000 --> 00:15:36.000]  聖經清楚說到,
[00:15:36.000 --> 00:15:42.000]  主耶穌接納犯到他面前的人,
[00:15:42.000 --> 00:15:45.000]  他完全的愛我們,
[00:15:45.000 --> 00:15:47.000]  不因為我們的軟弱挫失,
[00:15:47.000 --> 00:15:48.000]  他會減少,
[00:15:48.000 --> 00:15:53.000]  絲毫減少對我們的愛和接納。
[00:15:53.000 --> 00:15:55.000]  主耶穌面對這個撒該,
[00:15:55.000 --> 00:15:56.000]  他知道他是什麼人,
[00:15:56.000 --> 00:15:58.000]  他知道他是什麼背景,
[00:15:58.000 --> 00:16:01.000]  知道他怎樣去剝削他的同胞,
[00:16:01.000 --> 00:16:07.000]  但是他說我必須住在你的家裡,
[00:16:07.000 --> 00:16:09.000]  當主這樣做的時候,
[00:16:09.000 --> 00:16:14.000]  你會發覺下一步他應該很快有行動了,
[00:16:14.000 --> 00:16:17.000]  他歡歡喜喜下來接待耶穌,
[00:16:17.000 --> 00:16:19.000]  眾人看見就私下議論說,
[00:16:19.000 --> 00:16:22.000]  他竟然到罪人家裡去住宿。
[00:16:22.000 --> 00:16:25.000]  沒錯,你會發覺當主這樣做的時候,
[00:16:25.000 --> 00:16:28.000]  是有代價的,
[00:16:28.000 --> 00:16:31.000]  是引發了很多人對他的批評,
[00:16:31.000 --> 00:16:35.000]  當然聖經沒有在這裡再詳細的說,
[00:16:35.000 --> 00:16:38.000]  當你讀到聖經很多不同的呼喚書的時候,
[00:16:38.000 --> 00:16:43.000]  你會發覺聖經講述到主耶穌接納我們,
[00:16:43.000 --> 00:16:47.000]  付上極大的代價,
[00:16:47.000 --> 00:16:49.000]  他犧牲自己的生命,
[00:16:49.000 --> 00:16:52.000]  代替我們受死。
[00:16:52.000 --> 00:16:54.000]  你說我們為什麼要死?
[00:16:54.000 --> 00:16:57.000]  因為聖經清楚講述一件事情,
[00:16:57.000 --> 00:17:00.000]  罪的公價就是死。
[00:17:00.000 --> 00:17:01.000]  在神的眼中,
