
[00:00:00.000 --> 00:00:01.280]  各位母親節快樂
[00:00:01.280 --> 00:00:05.400]  我們今天在慶祝母親節期間
[00:00:05.400 --> 00:00:08.000]  昨天大家有沒有知道一件大事發生
[00:00:08.000 --> 00:00:10.840]  畢業的大學生
[00:00:10.840 --> 00:00:12.800]  很大一件事
[00:00:12.800 --> 00:00:15.720]  在座的母親都非常歡喜快樂
[00:00:15.720 --> 00:00:19.960]  都想起小朋友讀完書
[00:00:19.960 --> 00:00:23.560]  行畢業禮興奮的情況
[00:00:23.560 --> 00:00:25.920]  昨天當中有些大兄姐妹
[00:00:25.920 --> 00:00:28.440]  都帶子女去行畢業禮
[00:00:28.440 --> 00:00:30.320]  或者被邀請去參加
[00:00:30.320 --> 00:00:35.440]  昨天早上我們去到明大校園
[00:00:35.440 --> 00:00:38.480]  今年有個特別的「打卡位」
[00:00:38.480 --> 00:00:39.920]  這個所謂的「打卡位」
[00:00:39.920 --> 00:00:43.040]  在室內的田徑場裡面
[00:00:43.040 --> 00:00:46.400]  擺了一些台給你上去拍照
[00:00:46.400 --> 00:00:50.320]  走過拍一些拿畢業的照片
[00:00:50.320 --> 00:00:52.160]  還有一些佈景在這裡打卡
[00:00:52.160 --> 00:00:56.120]  一起跟家人去拍照
[00:00:56.120 --> 00:00:58.040]  昨天九點鐘開門
[00:00:58.040 --> 00:00:59.920]  我們八點鐘已經到排隊了
[00:00:59.920 --> 00:01:01.720]  已經有百多二百人
[00:01:01.720 --> 00:01:02.760]  八點多的時候
[00:01:02.760 --> 00:01:04.040]  一直開門之前
[00:01:04.040 --> 00:01:05.400]  我都不知道有沒有接近
[00:01:05.400 --> 00:01:07.080]  可能五百多六百
[00:01:07.080 --> 00:01:08.520]  或者甚至很接近
[00:01:08.520 --> 00:01:10.320]  我都見不到籠尾
[00:01:10.320 --> 00:01:12.600]  進去的時候很興奮的
[00:01:12.600 --> 00:01:15.560]  看到媽媽笑到不見眼
[00:01:15.560 --> 00:01:17.640]  大家都很興奮在拍照
[00:01:17.640 --> 00:01:18.560]  真的很開心
[00:01:18.560 --> 00:01:21.280]  有些媽媽在聊天的時候
[00:01:21.280 --> 00:01:23.840]  說將來可不可以介紹和我聊天
[00:01:23.840 --> 00:01:24.840]  我不說是誰
[00:01:24.840 --> 00:01:27.640]  可不可以介紹一個女孩給我兒子
[00:01:27.640 --> 00:01:30.080]  想到下一步
[00:01:30.080 --> 00:01:34.280]  有些人掛一些花在頸上
[00:01:34.280 --> 00:01:36.920]  掛一些摺銀紙的花
[00:01:36.920 --> 00:01:38.440]  不是 摺銀紙
[00:01:38.440 --> 00:01:40.000]  掛銀紙一元紙
[00:01:40.000 --> 00:01:42.440]  原來看到另一個更厲害
[00:01:42.440 --> 00:01:43.840]  用十元紙摺花
[00:01:43.840 --> 00:01:45.800]  一束束的 十元紙
[00:01:45.800 --> 00:01:48.560]  我們看到原來父母親
[00:01:48.560 --> 00:01:51.760]  母親很多時候除了一個階段
[00:01:51.760 --> 00:01:54.720]  為兒女一個階段一個階段
[00:01:54.720 --> 00:01:58.960]  他們都有一種心事在裡面
[00:01:58.960 --> 00:01:59.960]  他們有心事
[00:01:59.960 --> 00:02:04.600]  究竟怎樣可以幫到子女
[00:02:04.600 --> 00:02:07.160]  去完成一個步驟呢
[00:02:07.160 --> 00:02:09.320]  雖然在這個興奮當中
[00:02:09.320 --> 00:02:12.920]  背後都有少少掛念 掛心
[00:02:12.920 --> 00:02:15.520]  究竟會不會將來做事會怎樣
[00:02:15.520 --> 00:02:17.720]  將來會不會找到配偶
[00:02:17.720 --> 00:02:18.560]  讀完書了
[00:02:18.560 --> 00:02:20.800]  是不是應該拍拖結婚 考慮一下
[00:02:20.800 --> 00:02:23.560]  或者是工作上會不會找到一份好工作
[00:02:23.560 --> 00:02:28.560]  這些都反映出母親對兒女的期望
[00:02:28.560 --> 00:02:30.680]  或者下過人生目標是什麼
[00:02:30.680 --> 00:02:33.680]  都會為此而有些擔心
[00:02:33.680 --> 00:02:36.120]  或者在各種情況當中
[00:02:36.120 --> 00:02:40.920]  我們看到的情況是有這樣的情況
[00:02:40.920 --> 00:02:43.960]  但是我們在聖經這樣說的
[00:02:43.960 --> 00:02:47.120]  原來就算大家剛才讀的經文裡面
[00:02:47.120 --> 00:02:52.720]  這個母親撒拉都很開心的
[00:02:52.720 --> 00:02:56.720]  後來發現剛才阿巴拉海就笑
[00:02:56.720 --> 00:02:59.560]  人家一提起撒拉
[00:02:59.560 --> 00:03:01.880]  就說他真的不相信 又笑
[00:03:01.880 --> 00:03:03.080]  讓兒子又笑
[00:03:03.080 --> 00:03:04.080]  其實很多笑
[00:03:04.080 --> 00:03:05.600]  笑得出來笑到什麼呢
[00:03:05.600 --> 00:03:08.080]  笑到最後21章的時候
[00:03:08.080 --> 00:03:10.280]  就說撒拉神給了兒子
[00:03:10.280 --> 00:03:14.480]  神使我嬉笑 喜歡的笑
[00:03:14.480 --> 00:03:17.600]  甚至聽見這個消息的時候
[00:03:17.600 --> 00:03:19.320]  我們都一同可以笑
[00:03:19.320 --> 00:03:21.440]  這個心態 這個情況
[00:03:21.440 --> 00:03:23.160]  原來在希伯來書
[00:03:23.160 --> 00:03:26.280]  我們用了三個月的時間
[00:03:26.280 --> 00:03:27.680]  在希伯來書差不多
[00:03:27.680 --> 00:03:31.160]  原來希伯來書都提到撒拉
[00:03:31.160 --> 00:03:36.040]  我們上一次對上一次崇拜的信息都提到
[00:03:36.040 --> 00:03:38.760]  信就是所望之時的實體
[00:03:38.760 --> 00:03:40.640]  是未見之時的確據
[00:03:40.640 --> 00:03:44.720]  古人在這個信上得到美好的見證
[00:03:44.720 --> 00:03:46.440]  包括了撒拉
[00:03:46.440 --> 00:03:47.920]  在11節提到
[00:03:47.920 --> 00:03:54.600]  恩著信連撒拉自己既然過了生育的歲數
[00:03:54.600 --> 00:03:56.440]  還能懷孕
[00:03:56.440 --> 00:03:59.920]  當中有沒有九十歲的姊妹
[00:03:59.920 --> 00:04:04.360]  有沒有 想起九十歲都不是吧
[00:04:04.360 --> 00:04:09.240]  現在有個兒子
[00:04:09.240 --> 00:04:10.320]  這樣都可以吧
[00:04:10.320 --> 00:04:11.880]  但是怎樣呢 他說
[00:04:11.880 --> 00:04:15.760]  雖然他過了生育的歲數
[00:04:15.760 --> 00:04:18.760]  還能懷孕 因他而為
[00:04:18.760 --> 00:04:22.440]  女所應去他的是可信
[00:04:22.440 --> 00:04:23.880]  所以我們今天可以看到
[00:04:23.880 --> 00:04:25.720]  一個跟撒拉的故事
[00:04:25.720 --> 00:04:28.080]  我們一同分享撒拉的故事
[00:04:28.080 --> 00:04:30.520]  怎樣才可以做母親呢
[00:04:30.520 --> 00:04:34.720]  就可以一路笑口常開
[00:04:34.720 --> 00:04:37.240]  不只是畢業禮 一路笑下去
[00:04:37.240 --> 00:04:37.920]  是吧
[00:04:37.920 --> 00:04:41.560]  雖然遇到很多的情況都有點憂心
[00:04:41.560 --> 00:04:43.520]  好像有些人不是很有希望的
[00:04:43.520 --> 00:04:46.320]  因為這麼大個兒子還沒結婚
[00:04:46.320 --> 00:04:48.680]  各樣的事情 找工作又怎樣
[00:04:48.680 --> 00:04:51.520]  都有些困難
[00:04:51.520 --> 00:04:54.720]  但是我們從聖經的故事
[00:04:54.720 --> 00:04:57.320]  從創世紀十七章開始看
[00:04:57.320 --> 00:05:00.480]  我們集中看撒拉的心路歷程
[00:05:00.480 --> 00:05:01.800]  他所經過的
[00:05:01.800 --> 00:05:05.520]  去明白怎樣我們可以有個笑口常開的心靈
[00:05:05.520 --> 00:05:07.640]  我們一齊登陸祈禱
[00:05:07.640 --> 00:05:09.400]  我們的天父上帝 我們感謝祢
[00:05:09.400 --> 00:05:11.640]  我們感謝祢 主耶穌基督的
[00:05:11.640 --> 00:05:14.040]  祢旗下獨生 祢之主耶穌基督的大愛
[00:05:14.040 --> 00:05:15.880]  祢的愛心 祢的真愛
[00:05:15.880 --> 00:05:17.640]  好使我們學習去愛
[00:05:17.640 --> 00:05:19.680]  我們明白到祢是愛我們
[00:05:19.680 --> 00:05:21.240]  愛我們當中的母親
[00:05:21.240 --> 00:05:23.640]  愛我們當中的子女
[00:05:23.640 --> 00:05:24.600]  求祢幫助我們
[00:05:24.600 --> 00:05:26.360]  從祢的話語當中
[00:05:26.360 --> 00:05:29.200]  去明白到我們怎樣過一個喜樂的生活
[00:05:29.200 --> 00:05:31.480]  去明白到我們怎樣可以常常
[00:05:31.480 --> 00:05:33.320]  有個喜樂的心情
[00:05:33.320 --> 00:05:35.640]  去面對各樣的事情
[00:05:35.640 --> 00:05:37.600]  求祢帶領我們以下的時間
[00:05:37.600 --> 00:05:40.160]  以上圖稿是奉主耶穌得勝五字祈求
[00:05:40.160 --> 00:05:44.880]  是嗎
[00:05:44.880 --> 00:05:47.200]  好 我們一齊看個故事
[00:05:47.200 --> 00:05:49.960]  原來這個笑口常開的秘訣有三點
[00:05:49.960 --> 00:05:52.160]  第一點是我們要學習放手
[00:05:52.160 --> 00:05:54.480]  又要信心接受神的應該
[00:05:54.480 --> 00:05:56.520]  又要去讚美感謝
[00:05:56.520 --> 00:05:58.120]  我們一齊看個故事
[00:05:58.120 --> 00:06:00.880]  剛才大家讀的經文當中
[00:06:00.880 --> 00:06:02.200]  原來有幾個主角
[00:06:02.200 --> 00:06:05.840]  當中有人喜歡讀畫劇
[00:06:05.840 --> 00:06:07.640]  喜歡畫劇做興趣的
[00:06:07.640 --> 00:06:10.200]  有興趣的小組是畫劇
[00:06:10.200 --> 00:06:13.600]  怎樣很喜歡講故事
[00:06:13.600 --> 00:06:16.000]  或者畫劇那方面的事情
[00:06:16.000 --> 00:06:17.840]  這個故事有幾個主角
[00:06:17.840 --> 00:06:21.320]  原來神將亞伯蘭的名字轉為「阿伯拉罕」
[00:06:21.320 --> 00:06:23.480]  多個之父 聖心之父
[00:06:23.480 --> 00:06:27.040]  又將說給他太太不要叫「薩萊」
[00:06:27.040 --> 00:06:28.880]  叫「薩拉」
[00:06:28.880 --> 00:06:31.920]  神將他們的名字改變了
[00:06:31.920 --> 00:06:36.200]  因為他成就神所預備的應許當中
[00:06:36.200 --> 00:06:45.000]  他說神賜給他的賜會必給他一個兒子
[00:06:45.000 --> 00:06:48.920]  這個兒子成為「薩拉」就變成多個之母
[00:06:48.920 --> 00:06:52.120]  不是啊 亞伯拉罕自己都趴在那裡
[00:06:52.120 --> 00:06:53.560]  很謙卑的樣子
[00:06:53.560 --> 00:06:55.400]  亞伯拉罕很恭敬的
[00:06:55.400 --> 00:06:58.160]  謙卑在那裡笑
[00:06:58.160 --> 00:06:59.760]  在那裡自己在那裡笑
[00:06:59.760 --> 00:07:01.760]  心裡說我自己一百歲
[00:07:01.760 --> 00:07:04.920]  他的太太比他小十歲 九十歲
[00:07:04.920 --> 00:07:07.000]  他還可以生育嗎
[00:07:07.000 --> 00:07:08.240]  亞伯拉罕對神說
[00:07:08.240 --> 00:07:12.120]  「但願以實瑪利活在你面前」
[00:07:12.120 --> 00:07:14.040]  以實瑪利就是
[00:07:14.040 --> 00:07:15.640]  大家記不記得
[00:07:15.640 --> 00:07:18.640]  是他太太的皮女
[00:07:18.640 --> 00:07:20.320]  埃及皮女
[00:07:20.320 --> 00:07:23.840]  年輕女兒 又可以生育的
[00:07:23.840 --> 00:07:26.040]  還生了一個兒子
[00:07:26.040 --> 00:07:28.040]  就是啊 以實瑪利
[00:07:28.040 --> 00:07:29.560]  這個就是他的兒子
