
[00:00:00.000 --> 00:00:02.320]  梁法堂弟兄姊妹平安
[00:00:02.320 --> 00:00:06.400]  願上帝靈與我們同在
[00:00:06.400 --> 00:00:09.040]  我們與先祿一起祈禱
[00:00:09.040 --> 00:00:12.280]  身為天父上帝
[00:00:12.280 --> 00:00:12.800]  我們感謝祢
[00:00:12.800 --> 00:00:13.760]  讚美祢
[00:00:13.760 --> 00:00:16.280]  為祢在我們當中
[00:00:16.280 --> 00:00:17.480]  祢帶領我們
[00:00:17.480 --> 00:00:19.320]  也讓我們在當中
[00:00:19.320 --> 00:00:21.760]  可以一同同心敬拜祢
[00:00:21.760 --> 00:00:24.000]  在紛亂的日子
[00:00:24.000 --> 00:00:25.720]  在嘈雜的環境
[00:00:25.720 --> 00:00:29.880]  主祢讓我們有一個寧靜的禮拜堂
[00:00:29.880 --> 00:00:31.480]  可以一同去敬拜祢
[00:00:31.480 --> 00:00:32.800]  為天上感恩
[00:00:32.800 --> 00:00:33.880]  亦都求祢
[00:00:33.880 --> 00:00:35.360]  倒空我們心靈
[00:00:35.360 --> 00:00:37.880]  這一刻所充斥著的一切
[00:00:37.880 --> 00:00:39.600]  讓我們定精
[00:00:39.600 --> 00:00:41.400]  在祢自己的話語當中
[00:00:41.400 --> 00:00:43.440]  肯由天父祢帶領我們
[00:00:43.440 --> 00:00:46.280]  讓我們垂聽祢自己的話語
[00:00:46.280 --> 00:00:47.000]  祈禱交托
[00:00:47.000 --> 00:00:50.120]  奉主耶穌的命求
[00:00:50.120 --> 00:00:52.280]  今天和大家看一段經文
[00:00:52.280 --> 00:00:54.960]  剛才吳孫教師已經幫我們讀了
[00:00:54.960 --> 00:00:58.800]  這段經文在傳道書三章九至十五節
[00:00:58.800 --> 00:01:00.080]  傳道書給你的印象
[00:01:00.080 --> 00:01:03.720]  我不知道會不會是虛空的虛空
[00:01:03.720 --> 00:01:06.120]  一切都是暴風
[00:01:06.120 --> 00:01:08.080]  特別是第三章開始提到
[00:01:08.080 --> 00:01:11.000]  天下萬物都有定時
[00:01:11.000 --> 00:01:16.800]  在這段時間我們都被奧運的熱潮所籠罩著
[00:01:16.800 --> 00:01:21.400]  聽到一個努力和勵志的故事
[00:01:21.400 --> 00:01:25.000]  好像我們很新鮮出爐的香港女飛魚
[00:01:25.000 --> 00:01:27.080]  何詩珮
[00:01:27.080 --> 00:01:29.960]  據她的前隊友透露
[00:01:29.960 --> 00:01:31.800]  她為了奧運的緣故
[00:01:31.800 --> 00:01:33.920]  即使去了外地升學
[00:01:33.920 --> 00:01:39.920]  仍然堅持每個星期十至十二節的時間來操水
[00:01:39.920 --> 00:01:43.160]  十至十二節等於我們平時上班的時間
[00:01:43.160 --> 00:01:45.440]  她在讀書
[00:01:45.440 --> 00:01:46.840]  她仍然這麼努力
[00:01:46.840 --> 00:01:49.800]  在疫情之下很多泳池都關閉了
[00:01:49.800 --> 00:01:51.360]  她去哪裡練習呢?
[00:01:51.360 --> 00:01:54.240]  她去湖泊裡面練習
[00:01:54.240 --> 00:01:56.840]  湖泊和泳池很不同
[00:01:56.840 --> 00:02:00.240]  但她仍然堅持在當中練習
[00:02:00.240 --> 00:02:01.920]  練習有時
[00:02:01.920 --> 00:02:03.400]  拿獎有時
[00:02:03.400 --> 00:02:06.200]  當然我們也會看到有很努力的運動員
[00:02:06.200 --> 00:02:08.440]  最終未如理想
[00:02:08.440 --> 00:02:10.560]  期待有時
[00:02:10.560 --> 00:02:13.080]  失落也有時
[00:02:13.080 --> 00:02:16.520]  傳道者在很多生活和人生的經驗裡面
[00:02:16.520 --> 00:02:20.040]  她提出一些的體會和智慧
[00:02:20.040 --> 00:02:25.480]  剛才大家讀到的經文在第三章九至十五節
[00:02:25.480 --> 00:02:26.840]  在這裡之先
[00:02:26.840 --> 00:02:29.960]  如果大家有聖經可以打開來看一看
[00:02:29.960 --> 00:02:32.400]  前面有十四對
[00:02:32.400 --> 00:02:38.640]  關於時間、活動和人生一些事情的發生
[00:02:38.640 --> 00:02:42.240]  接著傳道者在第一章第三至十一節
[00:02:42.240 --> 00:02:43.800]  如果大家回去看一看
[00:02:43.800 --> 00:02:46.320]  其實兩段經文很相似
[00:02:46.320 --> 00:02:48.960]  傳道者在第一章第三節說
[00:02:48.960 --> 00:02:51.520]  「日光之下的牢籠」
[00:02:51.520 --> 00:02:54.320]  而第三章一節
[00:02:54.320 --> 00:02:58.880]  她說「天下萬物都有定時」
[00:02:58.880 --> 00:03:02.360]  傳道者在這裡告訴我們
[00:03:02.360 --> 00:03:06.000]  她也在用一件事來成為她的開場
[00:03:06.000 --> 00:03:08.480]  引導看的人
[00:03:08.480 --> 00:03:10.480]  從一個什麼觀點去看呢?
[00:03:10.480 --> 00:03:12.520]  看時間的部分
[00:03:12.520 --> 00:03:16.840]  傳道者好像用時間的部分去觀察世事
[00:03:16.840 --> 00:03:21.280]  同樣以有什麼益處來做結束
[00:03:21.280 --> 00:03:23.280]  好像很灰
[00:03:23.280 --> 00:03:26.360]  我們看一看第一章第三節說什麼呢?
[00:03:26.360 --> 00:03:27.800]  「他人一切的牢籠
[00:03:27.800 --> 00:03:29.960]  就是在他日光之下的牢籠
[00:03:29.960 --> 00:03:31.800]  有什麼益處呢?」
[00:03:31.800 --> 00:03:33.120]  第二章二節
[00:03:33.120 --> 00:03:35.800]  「人一切的牢籠、粗心
[00:03:35.800 --> 00:03:38.280]  就是他在日光之下所牢籠的
[00:03:38.280 --> 00:03:40.560]  又得著了什麼呢?」
[00:03:40.560 --> 00:03:42.040]  第三章九節
[00:03:42.040 --> 00:03:42.720]  「這樣看來
[00:03:42.720 --> 00:03:47.600]  做事的人在他牢籠上有什麼益處呢?」
[00:03:47.600 --> 00:03:52.640]  傳道者還在第五章十六節和六章十一節
[00:03:52.640 --> 00:03:56.240]  繼續去提出類似的觀點
[00:03:56.240 --> 00:04:00.200]  傳道者似乎是想帶出人牢籠
[00:04:00.200 --> 00:04:01.640]  是沒有益處的
[00:04:01.640 --> 00:04:04.120]  聽完這篇道理
[00:04:04.120 --> 00:04:08.840]  大家應該可以躺平了
[00:04:08.840 --> 00:04:10.120]  可以回去休息了
[00:04:10.120 --> 00:04:11.680]  可以睡覺了
[00:04:11.680 --> 00:04:15.360]  但是傳道者想帶出的是什麼呢?
[00:04:15.360 --> 00:04:17.360]  好像說都是無益
[00:04:17.360 --> 00:04:22.000]  學者對傳道書在第三章九節所作出的
[00:04:22.000 --> 00:04:24.040]  有兩個可能的估計
[00:04:24.040 --> 00:04:25.400]  第一個估計是
[00:04:25.400 --> 00:04:29.600]  既然時間是掌握在上帝的手中
[00:04:29.600 --> 00:04:31.320]  已經成為定局了
[00:04:31.320 --> 00:04:34.600]  人再努力有什麼益處呢?
[00:04:34.600 --> 00:04:36.680]  時間好像操控在上帝的手中
[00:04:36.680 --> 00:04:39.200]  人再努力好像也無益
[00:04:39.200 --> 00:04:41.520]  因為無論你多努力
[00:04:41.520 --> 00:04:44.720]  結果好像早已經預定
[00:04:44.720 --> 00:04:47.440]  這樣的人生沒什麼意義
[00:04:47.440 --> 00:04:48.320]  第二個是
[00:04:48.320 --> 00:04:49.720]  人很努力
[00:04:49.720 --> 00:04:53.000]  很想了解和突破時間的定局
[00:04:53.000 --> 00:04:54.240]  也是沒有益處的
[00:04:54.240 --> 00:04:55.520]  在這裡告訴你
[00:04:55.520 --> 00:04:58.000]  因為尋求突破時間的限制
[00:04:58.000 --> 00:05:01.320]  卻是因為我們的有限
[00:05:01.320 --> 00:05:03.240]  不論你多努力
[00:05:03.240 --> 00:05:05.440]  都是徒勞無功
[00:05:05.440 --> 00:05:08.880]  傳道者好像想帶出一個這樣的訊息
[00:05:08.880 --> 00:05:11.240]  這樣的智慧
[00:05:11.240 --> 00:05:13.600]  傳道者在第十節裏面
[00:05:13.600 --> 00:05:17.480]  再一次去表達他一個觀察
[00:05:17.480 --> 00:05:19.040]  這個觀察是什麼呢?
[00:05:19.040 --> 00:05:21.840]  在第一章十三節裏面
[00:05:21.840 --> 00:05:23.320]  他特別這樣說
[00:05:23.320 --> 00:05:25.520]  跟剛才我們讀的第十節很相似
[00:05:25.520 --> 00:05:27.800]  「我專心用智慧尋求
[00:05:27.800 --> 00:05:30.160]  查究天下所做的一切事
[00:05:30.160 --> 00:05:33.160]  乃知神叫世人所經煉的
[00:05:33.160 --> 00:05:36.320]  是極重的勞苦」
[00:05:36.320 --> 00:05:39.520]  傳道者是否在指控上帝呢?
[00:05:39.520 --> 00:05:41.840]  是上帝叫世人勞苦的
[00:05:41.840 --> 00:05:45.920]  是上帝叫我們在當中受經煉
[00:05:45.920 --> 00:05:50.560]  還是他相信一切事情的發生
[00:05:50.560 --> 00:05:54.280]  其實都在上帝的手當中去掌權
[00:05:54.280 --> 00:05:55.320]  人終其一生
[00:05:55.320 --> 00:05:57.480]  甚至用盡他的智慧方法
[00:05:57.480 --> 00:05:59.680]  其實都不能夠完全理解
[00:05:59.680 --> 00:06:05.240]  相反會為世人帶來很重的勞苦
[00:06:05.240 --> 00:06:07.440]  到底傳道者所觀察的
[00:06:07.440 --> 00:06:09.040]  是否這麼無奈呢?
[00:06:09.040 --> 00:06:12.840]  我想從這個角度去看今天這段經文
[00:06:12.840 --> 00:06:16.680]  在剛才一開始第三章十一節
[00:06:16.680 --> 00:06:19.480]  「神造萬物 各按其事成為美好
[00:06:19.480 --> 00:06:22.520]  又將永生安置在世人心裡
[00:06:22.520 --> 00:06:25.360]  然而神從此至終的作為
[00:06:25.360 --> 00:06:28.520]  人不能參透」
[00:06:28.520 --> 00:06:30.920]  傳道者在第十一節
[00:06:30.920 --> 00:06:36.480]  「神造萬物 各按其事成為美好」
[00:06:36.480 --> 00:06:38.560]  我不知道大家看到這句經文時
[00:06:38.560 --> 00:06:42.040]  有沒有想起類似的經文
[00:06:42.040 --> 00:06:44.080]  有沒有想起?
[00:06:44.080 --> 00:06:47.760]  聖經的《創世紀》裡面怎麼說的?
[00:06:47.760 --> 00:06:50.200]  有沒有提過「好」字?
[00:06:50.200 --> 00:06:53.600]  祂做很多事都說是好的
[00:06:53.600 --> 00:06:54.600]  如果我們想想
[00:06:54.600 --> 00:06:58.360]  《創世紀》上帝在每天創造之後所說的
[00:06:58.360 --> 00:07:01.280]  都有提過一個「好」字
[00:07:01.280 --> 00:07:03.760]  我們大概讀一兩節的經文
[00:07:03.760 --> 00:07:05.360]  在第一章第十節
[00:07:05.360 --> 00:07:07.200]  「神稱旱地為地
[00:07:07.200 --> 00:07:09.120]  稱水的罪處為海
[00:07:09.120 --> 00:07:10.960]  神看著是好的
[00:07:10.960 --> 00:07:15.440]  於是地發生了青草和結種子菜蔬
[00:07:15.440 --> 00:07:18.920]  各從其類並結果子的樹木
[00:07:18.920 --> 00:07:21.480]  各從其類 果子都包著核
[00:07:21.480 --> 00:07:23.960]  神看著是好的」
[00:07:23.960 --> 00:07:24.880]  在《創世紀》裡面
[00:07:24.880 --> 00:07:28.760]  一直告訴我們神創造的美好
[00:07:28.760 --> 00:07:31.560]  是好的 是好的
[00:07:31.560 --> 00:07:34.240]  和傳道書第三章十一節
[00:07:34.240 --> 00:07:36.280]  剛才我們讀的
[00:07:36.280 --> 00:07:39.640]  神按著萬物所創造的
[00:07:39.640 --> 00:07:43.040]  都是美好 有沒有分別呢?
[00:07:43.040 --> 00:07:45.960]  原來當我們回顧原文這兩個字的時候
[00:07:45.960 --> 00:07:49.000]  《創世紀》用的「好」字的意思
[00:07:49.000 --> 00:07:52.560]  和我們剛才讀的經文有少許不同
[00:07:52.560 --> 00:07:55.880]  兩個「好」字在原文有些分別
[00:07:55.880 --> 00:07:59.760]  第一個在舊約裡面
[00:07:59.760 --> 00:08:02.640]  特別《創世紀》說的「好」字是good
