
[00:00:00.000 --> 00:00:04.600]  今天講的題目是主日崇拜
[00:00:04.600 --> 00:00:10.200]  主日崇拜其實在我預備下去的時候
[00:00:10.200 --> 00:00:11.300]  其實有很多東西要講的
[00:00:11.300 --> 00:00:12.700]  主要是想講什麼呢?
[00:00:12.700 --> 00:00:17.500]  就是講一下主日崇拜其實有什麼意義呢?
[00:00:17.500 --> 00:00:19.000]  希望大家
[00:00:19.000 --> 00:00:21.800]  有弟兄試過跟我說
[00:00:21.800 --> 00:00:23.000]  他說
[00:00:23.000 --> 00:00:25.000]  "菲利普你說這裡"
[00:00:25.000 --> 00:00:28.800]  "其實多數都是那些沒有來的人比較中聽"
[00:00:28.800 --> 00:00:29.800]  哈哈哈
[00:00:29.800 --> 00:00:31.700]  所以我們為什麼要錄音呢?
[00:00:31.700 --> 00:00:34.600]  就是希望那些沒有在的
[00:00:34.600 --> 00:00:36.600]  能夠聽到錄音
[00:00:36.600 --> 00:00:40.900]  理解一下主日崇拜其實裡面有什麼意義
[00:00:40.900 --> 00:00:43.900]  因為今天翻主日崇拜的人
[00:00:43.900 --> 00:00:46.400]  有很多不同的選擇
[00:00:46.400 --> 00:00:50.100]  有很多不同的生活環境
[00:00:50.100 --> 00:00:53.400]  讓他們有很多不同的理由
[00:00:53.400 --> 00:00:58.100]  所以翻主日崇拜就不像幾十年前的教會那樣
[00:00:58.100 --> 00:01:02.200]  有些人很渴望很等著主日崇拜那一天
[00:01:02.200 --> 00:01:04.400]  一早起床就準備好了
[00:01:04.400 --> 00:01:06.900]  一家大小的回教會
[00:01:06.900 --> 00:01:09.000]  今天很少這樣
[00:01:09.000 --> 00:01:14.000]  我們儘管逐樣來看看主日崇拜
[00:01:14.000 --> 00:01:16.200]  關乎有什麼真理
[00:01:16.200 --> 00:01:17.200]  有什麼意義
[00:01:17.200 --> 00:01:19.000]  在當中我們要知道的
[00:01:19.000 --> 00:01:21.200]  下一張投影片麻煩Irene
[00:01:21.200 --> 00:01:22.100]  只有幾張而已
[00:01:22.100 --> 00:01:25.200]  也有一些經文
[00:01:25.200 --> 00:01:26.200]  首先就是
[00:01:26.200 --> 00:01:27.400]  主日崇拜
[00:01:27.600 --> 00:01:29.700]  為什麼要是主日呢?
[00:01:29.700 --> 00:01:33.600]  為什麼不可以是1、2、3、4、5、6呢?
[00:01:33.600 --> 00:01:35.600]  有時候在教會是有的
[00:01:35.600 --> 00:01:36.600]  因為是特殊的情況
[00:01:36.600 --> 00:01:38.300]  但是大多數都是星期天
[00:01:38.300 --> 00:01:40.000]  原因是什麼呢?
[00:01:40.000 --> 00:01:42.500]  第一個經文
[00:01:42.500 --> 00:01:46.000]  我引用的是哥倫多前書十六章二節
[00:01:46.000 --> 00:01:51.300]  這是保羅跟哥倫多教會寫信勸他們
[00:01:51.300 --> 00:01:53.900]  要將一些捐獻的款項
[00:01:53.900 --> 00:01:56.100]  早一點預備好
[00:01:56.100 --> 00:01:58.700]  不要等我來的時候才急急忙忙
[00:01:58.700 --> 00:02:01.700]  顯得好像沒什麼心做這個奉獻
[00:02:01.700 --> 00:02:04.800]  就叫他們每逢七天的第一天
[00:02:04.800 --> 00:02:07.600]  各人要照自己的進行
[00:02:07.600 --> 00:02:08.800]  抽出來留著
[00:02:08.800 --> 00:02:10.800]  免得我來的時候現抽
[00:02:10.800 --> 00:02:12.700]  這樣的說法
[00:02:12.700 --> 00:02:16.200]  意思是說他們每逢七天裡面的第一天
[00:02:16.200 --> 00:02:18.700]  是會有聚會的
[00:02:18.700 --> 00:02:21.100]  這個已經是聖經
[00:02:21.100 --> 00:02:26.500]  去到差不多最後期講述一些教會裡面聚會的情況
[00:02:26.500 --> 00:02:28.900]  特別是關乎哪一天會聚會呢?
[00:02:28.900 --> 00:02:32.200]  哥倫多前書告訴我們
[00:02:32.200 --> 00:02:34.000]  是七天裡面的第一天
[00:02:34.000 --> 00:02:35.700]  七天裡面的第一天
[00:02:35.700 --> 00:02:36.600]  就是哪一天呢?
[00:02:36.600 --> 00:02:38.600]  是的
[00:02:38.600 --> 00:02:40.000]  星期一
[00:02:40.000 --> 00:02:41.800]  不是星期一
[00:02:41.800 --> 00:02:42.800]  是星期日
[00:02:42.800 --> 00:02:45.900]  在耶穌復活的時候
[00:02:45.900 --> 00:02:48.200]  關乎一些聖經經文
[00:02:48.200 --> 00:02:50.700]  我們看到有幾個婦女
[00:02:50.700 --> 00:02:53.500]  她們在七天第一天的早上
[00:02:53.500 --> 00:02:56.100]  就去耶穌的墳那裡
[00:02:56.100 --> 00:02:58.500]  因為剛剛過了安息日
[00:02:58.500 --> 00:03:01.100]  安息日根據猶太人是不可以工作的
[00:03:01.100 --> 00:03:03.400]  所以就過了安息日
[00:03:03.400 --> 00:03:04.900]  是七天的第一天
[00:03:04.900 --> 00:03:05.900]  就是星期一
[00:03:05.900 --> 00:03:07.400]  就去耶穌的墳
[00:03:07.400 --> 00:03:11.500]  想著幫祂抹香膏之類的
[00:03:11.500 --> 00:03:13.500]  但是耶穌復活了
[00:03:13.500 --> 00:03:15.500]  所以耶穌復活是在星期一
[00:03:15.500 --> 00:03:18.500]  以後她們的聚會
[00:03:18.500 --> 00:03:20.800]  也是在耶穌復活那一天
[00:03:20.800 --> 00:03:22.500]  因為很順理成章
[00:03:22.500 --> 00:03:23.900]  就是耶穌復活那一天
[00:03:23.900 --> 00:03:25.300]  她們說耶穌復活了
[00:03:25.300 --> 00:03:26.300]  又很開心
[00:03:26.300 --> 00:03:27.800]  她們又已經聚集在一起
[00:03:27.800 --> 00:03:29.900]  就在那裡很歡樂
[00:03:29.900 --> 00:03:31.900]  去稱頌神
[00:03:31.900 --> 00:03:33.100]  去榮耀神
[00:03:33.100 --> 00:03:35.900]  就一直流傳下來
[00:03:35.900 --> 00:03:38.100]  就是七天的第一天
[00:03:38.100 --> 00:03:39.700]  我們再看一節聖經
[00:03:39.700 --> 00:03:41.800]  在《司徒行傳》
[00:03:41.800 --> 00:03:42.900]  二十章七節
[00:03:42.900 --> 00:03:46.600]  就是保羅去那些不同的傳道旅程
[00:03:47.000 --> 00:03:49.300]  最後一次經過以弗所的時候
[00:03:49.300 --> 00:03:52.300]  在那裡跟他們臨走
[00:03:52.300 --> 00:03:53.700]  有一些聚會
[00:03:53.700 --> 00:03:55.600]  也是七天的第一天
[00:03:55.600 --> 00:03:58.700]  我們聚會抹餅的時候
[00:03:58.700 --> 00:04:00.600]  保羅因為要次日起行
[00:04:00.600 --> 00:04:01.700]  就與他們講論
[00:04:01.700 --> 00:04:03.100]  直講到半夜
[00:04:03.100 --> 00:04:04.900]  就是他們在聚會的時候
[00:04:04.900 --> 00:04:06.400]  也是七天的第一天
[00:04:06.400 --> 00:04:09.300]  這樣一直流傳下來
[00:04:09.300 --> 00:04:11.200]  教會千幾二千年
[00:04:11.200 --> 00:04:13.500]  我們都是星期一崇拜的
[00:04:13.500 --> 00:04:15.700]  所以是七天的第一天
[00:04:15.700 --> 00:04:17.900]  這一天是有特殊的意義
[00:04:17.900 --> 00:04:21.500]  是信徒去到教會那裡
[00:04:21.500 --> 00:04:23.700]  一同聚集敬拜神的
[00:04:23.700 --> 00:04:25.700]  日子就講了
[00:04:25.700 --> 00:04:26.700]  所以是今天
[00:04:26.700 --> 00:04:27.600]  你說不是啊
[00:04:27.600 --> 00:04:29.300]  有些星期三
[00:04:29.300 --> 00:04:30.400]  有些星期五
[00:04:30.400 --> 00:04:35.800]  因為世界真的在變
[00:04:35.800 --> 00:04:37.900]  以前沒有人半夜上班的
[00:04:37.900 --> 00:04:39.000]  是不是?
[00:04:39.000 --> 00:04:41.000]  現在很多人半夜上班的
[00:04:41.700 --> 00:04:46.000]  很多人星期天都一定要上班的
[00:04:46.000 --> 00:04:47.700]  要不然就不要做了
[00:04:47.700 --> 00:04:48.500]  是會的
[00:04:48.500 --> 00:04:50.800]  所以我們有時候聽一些見證
[00:04:50.800 --> 00:04:52.600]  看過一些見證
[00:04:52.600 --> 00:04:56.000]  說有一個以前的英國
[00:04:56.000 --> 00:04:58.300]  一個跑一百公尺的跑手
[00:04:58.300 --> 00:05:00.200]  他參加奧林匹克比賽
[00:05:00.200 --> 00:05:03.800]  剛剛編了那天是星期天跑一百公尺
[00:05:03.800 --> 00:05:07.200]  他說星期天我不做事的
[00:05:07.200 --> 00:05:10.200]  跑步是他的職業
[00:05:10.200 --> 00:05:12.800]  他說星期天我不跑的
[00:05:12.800 --> 00:05:15.900]  本來他是很有資格拿冠軍的
[00:05:15.900 --> 00:05:17.600]  他說不跑
[00:05:17.600 --> 00:05:19.600]  死都不跑
[00:05:19.600 --> 00:05:21.800]  團隊那些人勸他都不行
[00:05:21.800 --> 00:05:22.900]  那天是星期天
[00:05:22.900 --> 00:05:25.500]  他就說要我跑改第二項
[00:05:25.500 --> 00:05:27.200]  我跑四百
[00:05:27.200 --> 00:05:29.800]  可能四百那一項就不是星期天了
[00:05:29.800 --> 00:05:31.600]  就是星期六或者星期一
[00:05:31.600 --> 00:05:32.400]  改了
[00:05:32.400 --> 00:05:35.200]  一百公尺他最擅長的
[00:05:35.200 --> 00:05:35.900]  就是星期天
[00:05:35.900 --> 00:05:36.700]  他說不跑
[00:05:36.700 --> 00:05:38.900]  跑另一個四百公尺
[00:05:39.200 --> 00:05:42.200]  很神跡地他就破了紀錄
[00:05:42.200 --> 00:05:45.900]  沒有為了那個項目而去練習的
[00:05:45.900 --> 00:05:47.000]  竟然破了紀錄
[00:05:47.000 --> 00:05:51.900]  很多人喜歡拿這個出來做一個勸導
[00:05:51.900 --> 00:05:52.900]  就是說你看看
[00:05:52.900 --> 00:05:55.100]  這樣堅持的時候
[00:05:55.100 --> 00:05:59.200]  又有一些這麼特殊的神跡來顯現了
[00:05:59.200 --> 00:06:00.500]  是的
[00:06:00.500 --> 00:06:01.300]  會的
[00:06:01.300 --> 00:06:02.600]  每個人不同
[00:06:02.600 --> 00:06:05.100]  現在有很多人真的要星期天上班
[00:06:05.100 --> 00:06:06.300]  所以有些教會
[00:06:06.300 --> 00:06:08.300]  就安排崇拜為星期六
[00:06:08.500 --> 00:06:12.500]  甚至乎有些為了那些飲食業的
[00:06:12.500 --> 00:06:14.900]  他們下班晚上搞定了
[00:06:14.900 --> 00:06:17.600]  可能晚上一點鐘才走
[00:06:17.600 --> 00:06:20.100]  他們的崇拜在半夜兩點
[00:06:20.100 --> 00:06:21.500]  也有的
[00:06:21.500 --> 00:06:23.100]  有些教會是這樣的
[00:06:23.100 --> 00:06:24.700]  就是特殊的教會
[00:06:24.700 --> 00:06:25.600]  不同的社群
[00:06:25.600 --> 00:06:27.600]  但是大部分的教會
[00:06:27.600 --> 00:06:28.500]  普通的人
[00:06:28.500 --> 00:06:30.300]  都是在主日來崇拜
[00:06:30.300 --> 00:06:33.600]  那麼主日就有另一個特殊意義
[00:06:33.600 --> 00:06:34.500]  好像我剛才說的
[00:06:34.500 --> 00:06:35.800]  是耶穌復活的那一天
[00:06:35.800 --> 00:06:39.600]  所以這一天我們會紀念耶穌復活
[00:06:39.600 --> 00:06:40.500]  很開心
[00:06:40.500 --> 00:06:44.000]  一起來聚集去崇拜
[00:06:44.000 --> 00:06:46.200]  那麼一般的程序
[00:06:46.200 --> 00:06:48.000]  在崇拜裡面
[00:06:48.000 --> 00:06:51.600]  其實我們就一個月一次聖餐
[00:06:51.600 --> 00:06:53.200]  但是很多教會
[00:06:53.200 --> 00:06:54.500]  是每個星期都有的
[00:06:54.500 --> 00:06:57.500]  是每個星期都有聖餐
[00:06:57.500 --> 00:06:59.200]  那麼這個名稱
[00:06:59.200 --> 00:07:01.800]  大家聽的時候也有很多不同的名稱
[00:07:01.800 --> 00:07:03.700]  有些叫做麥餅聚會
[00:07:04.000 --> 00:07:06.200]  有些就像我們這樣叫做聖餐
[00:07:06.200 --> 00:07:08.400]  有些叫做主餐
[00:07:08.400 --> 00:07:09.500]  知不知道有什麼分別呢?
[00:07:09.500 --> 00:07:14.200]  都是環繞一些聖餐的神學
[00:07:14.200 --> 00:07:15.700]  意思就是說
[00:07:15.700 --> 00:07:18.800]  在裡面有什麼真理
[00:07:18.800 --> 00:07:20.800]  有什麼意義在當中呢?
[00:07:20.800 --> 00:07:23.000]  環繞著這個去想
[00:07:23.000 --> 00:07:24.500]  有些人有不同的意見
[00:07:24.500 --> 00:07:27.100]  那麼最重要的不同意見就是
[00:07:27.100 --> 00:07:29.800]  它有沒有一個特殊的功效
[00:07:29.800 --> 00:07:32.100]  就是你吃了那個餅和杯子
[00:07:32.100 --> 00:07:33.500]  有沒有特殊的功效
[00:07:33.500 --> 00:07:35.200]  令你吃了之後
[00:07:35.200 --> 00:07:39.300]  特別的功能呢?
[00:07:39.300 --> 00:07:40.900]  那麼有些人說有
[00:07:40.900 --> 00:07:42.600]  有些人說有
[00:07:42.600 --> 00:07:43.900]  有些人說沒有
[00:07:43.900 --> 00:07:46.900]  那麼有的又有一些經文支持他
[00:07:46.900 --> 00:07:48.600]  沒有的又有一些經文支持他
[00:07:48.600 --> 00:07:50.900]  那麼今天不會在那裡講得那麼詳細了
[00:07:50.900 --> 00:07:52.500]  那麼怎麼算好呢?
[00:07:52.500 --> 00:07:53.700]  於是呢
[00:07:53.700 --> 00:07:56.900]  就你有你做
[00:07:56.900 --> 00:07:57.800]  我有我做
[00:07:57.800 --> 00:08:00.000]  你認為很有特殊功效的
[00:08:00.000 --> 00:08:03.100]  那麼你就按你很有特殊功效的想法
[00:08:03.100 --> 00:08:04.400]  來做這件事情
[00:08:04.400 --> 00:08:07.400]  另一邊認為沒有特殊功效
[00:08:07.400 --> 00:08:10.800]  只是一個紀念的儀式的意義而已
[00:08:10.800 --> 00:08:13.000]  那麼就按這個來做
[00:08:13.000 --> 00:08:16.200]  因此就有不同的宗派出現
[00:08:16.200 --> 00:08:18.600]  那麼也在名稱上面
[00:08:18.600 --> 00:08:19.500]  有些人就說
[00:08:19.500 --> 00:08:21.200]  那麼這個很神聖
[00:08:21.200 --> 00:08:22.300]  很有特殊功效
[00:08:22.300 --> 00:08:24.700]  所以他們稱為"聖餐"
[00:08:24.700 --> 00:08:27.800]  就是"聖"字有一個神聖功效的意思
[00:08:27.800 --> 00:08:29.800]  於是另一邊廂的人就說
[00:08:29.800 --> 00:08:34.400]  嗯... 這樣會使人們認為有特殊神聖功效
[00:08:34.400 --> 00:08:36.100]  所以不要用這個"聖"字
