
[00:00:00.000 --> 00:00:03.860]  我們一起禱告吧。
[00:00:03.860 --> 00:00:05.300]  主耳人,
[00:00:05.300 --> 00:00:08.140]  最盡力也有缺欠,
[00:00:08.140 --> 00:00:10.180]  但是神我們感謝你。
[00:00:10.180 --> 00:00:13.500]  因爲耶穌基督你就是爲着我們的缺欠
[00:00:13.500 --> 00:00:15.380]  來到這個世界,
[00:00:15.380 --> 00:00:16.940]  爲我們的不足,
[00:00:16.940 --> 00:00:21.660]  爲我們的罪承擔一切的代價,
[00:00:21.660 --> 00:00:23.620]  釘死在十字架上。
[00:00:23.620 --> 00:00:26.020]  我們每一個人能夠願意
[00:00:26.020 --> 00:00:29.620]  來到你的面前接受你的拯救,
[00:00:29.620 --> 00:00:33.860]  我們就能夠得這在基督裏面的新的生命。
[00:00:33.860 --> 00:00:37.140]  我們願意獲得這一個新的生命,
[00:00:37.140 --> 00:00:40.140]  不單只是祝福自己,
[00:00:40.140 --> 00:00:42.500]  祝福我們身邊的家人,
[00:00:42.500 --> 00:00:44.300]  也祝福我們的國家。
[00:00:44.300 --> 00:00:47.580]  同時間,我們不單是祝福我們的國家,
[00:00:47.580 --> 00:00:49.940]  我們要奉主耶穌基督的名,
[00:00:49.940 --> 00:00:54.420]  按着神的心意要祝福萬國萬民。
[00:00:54.420 --> 00:00:55.980]  主啊,求你幫助我們,
[00:00:55.980 --> 00:00:59.420]  讓我們身爲中國人,身爲華人,
[00:00:59.420 --> 00:01:01.120]  我們在神的面前,
[00:01:01.120 --> 00:01:05.260]  我們享受成爲神兒女的這一種名分,
[00:01:05.260 --> 00:01:08.360]  帶來的榮耀,來一份美好的感覺。
[00:01:08.360 --> 00:01:11.640]  但是同時間,讓我們享受成爲華人,
[00:01:11.640 --> 00:01:16.440]  在整個世界裏面能夠怎麼樣去祝福世界,
[00:01:16.440 --> 00:01:18.580]  讓我們能夠把整個世界,
[00:01:18.580 --> 00:01:20.380]  我們一同努力的時候,
[00:01:20.380 --> 00:01:23.020]  能夠帶來的各樣的美好,
[00:01:23.020 --> 00:01:26.480]  今生的美好,將來永遠的美好。
[00:01:26.480 --> 00:01:28.080]  願榮耀貴爲神,
[00:01:28.080 --> 00:01:30.520]  願平安,願恩典祝福,
[00:01:30.520 --> 00:01:33.520]  救恩,領導萬國萬民。
[00:01:33.520 --> 00:01:36.960]  從今直到永遠,奉主耶穌基督的名,求。
[00:01:36.960 --> 00:01:40.860]  Amen, Amen。
[00:01:40.860 --> 00:01:47.040]  這個題目是我們中國人,我想必須要知道的。
[00:01:47.040 --> 00:01:50.640]  我今天用的經文是比較多的。
[00:01:50.640 --> 00:01:55.620]  裏面我們談到,就是我們看到保羅的心腸,
[00:01:55.620 --> 00:01:59.140]  保羅的心腸就是他很愛自己的同胞。
[00:01:59.140 --> 00:02:02.720]  所以本來保羅就應該他要傳福音,
[00:02:02.720 --> 00:02:04.760]  就是傳給自己的同胞,
[00:02:04.760 --> 00:02:08.860]  傳一生就也傳不完嘛,對不對?
[00:02:08.860 --> 00:02:12.700]  但是保羅就是在他的生命裏面被神呼叫,
[00:02:12.700 --> 00:02:15.800]  成爲外邦人的仕途。
[00:02:15.800 --> 00:02:18.800]  所以對他來講是最爲難的。
[00:02:18.800 --> 00:02:23.140]  他很愛他的同胞,愛到要命,
[00:02:23.140 --> 00:02:28.580]  愛到寧可能夠死掉也沒關係,
[00:02:28.580 --> 00:02:34.180]  爲我的無肉之親,我情願被咒作,我也沒關係。
[00:02:34.180 --> 00:02:36.060]  這個是保羅的心腸。
[00:02:36.060 --> 00:02:38.920]  但是他這個愛同胞的心腸,
[00:02:38.920 --> 00:02:45.620]  裏面神卻揀選他向同胞以外的人要傳揚福音。
[00:02:45.620 --> 00:02:47.100]  這個是很奇妙的,
[00:02:47.100 --> 00:02:51.660]  這個就反映出神愛世人的這個心腸。
[00:02:51.660 --> 00:02:54.460]  但是我們身爲我們國家裏面的人,
[00:02:54.460 --> 00:02:58.700]  我們身爲我們自己的無肉之親的一分子,
[00:02:58.700 --> 00:03:02.420]  我們怎麼樣面對這種心裏面的掙扎?
[00:03:02.420 --> 00:03:07.860]  我想保羅的生命給我們很大的啓迪吧。
[00:03:07.860 --> 00:03:09.820]  所以當我們在看的時候呢,
[00:03:09.820 --> 00:03:12.620]  我們就看到其中一個題目,
[00:03:12.620 --> 00:03:16.980]  就是人類命運共同體。
[00:03:16.980 --> 00:03:22.380]  人類命運共同體是今天我講到的一個
[00:03:22.380 --> 00:03:26.260]  從開始時候的一個啓發的概念。
[00:03:26.260 --> 00:03:32.140]  爲什麼我問江牧師,我說,我講什麼?
[00:03:32.140 --> 00:03:34.140]  我講華人的福音。
[00:03:34.140 --> 00:03:38.140]  我是被咒去傳福音到海外的。
[00:03:38.140 --> 00:03:42.020]  因爲香港拆會呢,這是有一個任務,
[00:03:42.020 --> 00:03:48.940]  就是我們主力是向海外的地區去傳揚福音。
[00:03:48.940 --> 00:03:52.620]  還有就是傳給萬國萬民。
[00:03:52.620 --> 00:03:54.620]  這是唯獨是呢,我們在中間呢,
[00:03:54.620 --> 00:04:00.060]  我們有其他的弟兄姐妹去關心國內等等的
[00:04:00.060 --> 00:04:04.940]  一些中國的一些的朋友,他們的福祉。
[00:04:04.940 --> 00:04:09.980]  但是我就是在禱告的時候,我就覺得,
[00:04:09.980 --> 00:04:14.780]  在神的眼中,什麼是華人?什麼是中國?
[00:04:14.780 --> 00:04:21.820]  我們中國人早年就已經散播到全世界不同的角落。
[00:04:21.820 --> 00:04:28.900]  我們看到呢,在北美有,在南美有,在非洲有,
[00:04:28.900 --> 00:04:33.180]  在每一個角落你就是說得出它的名字的,
[00:04:33.180 --> 00:04:37.460]  你也可以想象就是一定有華人。
[00:04:37.460 --> 00:04:42.260]  因爲華人呢,就是有機遇,有一點的盼望,
[00:04:42.260 --> 00:04:44.820]  他就會去到哪一個新的地方,
[00:04:44.820 --> 00:04:49.980]  很勇敢地去開創一個新的一頁的生活。
[00:04:49.980 --> 00:04:51.220]  這個就是華人了。
[00:04:51.220 --> 00:04:55.820]  所以華人這一種的素質,就是勇敢創新,
[00:04:55.820 --> 00:05:00.660]  還有就是敢於嘗試,離鄉別城,
[00:05:00.660 --> 00:05:06.300]  我們也不太介意。
[00:05:06.300 --> 00:05:11.060]  但是我們也很重視我們自己國家本來的根。
[00:05:11.060 --> 00:05:12.340]  這個就是華人。
[00:05:12.340 --> 00:05:16.140]  所以華人永遠也記得,去到哪一個地方,
[00:05:16.140 --> 00:05:20.860]  我們也叫我們的一代一代下一代,我們是華人。
[00:05:20.860 --> 00:05:26.380]  我當年呢,在歐洲跟北美洲也侍奉過,
[00:05:26.380 --> 00:05:29.700]  裏面呢,我接觸過不同的華人家庭。
[00:05:29.700 --> 00:05:33.420]  他們的家庭裏面最大的衝突是什麼呢?
[00:05:33.420 --> 00:05:37.060]  他們在家裏面要求孩子,小孩子,
[00:05:37.060 --> 00:05:42.940]  一定要講華語,講廣東話,或者是國語,等等。
[00:05:42.940 --> 00:05:48.340]  我們是中國人嘛,怎麼能夠不講我們中國人的話?
[00:05:48.340 --> 00:05:54.900]  所以他們的孩子,他們上學的時候,他們講英語。
[00:05:54.900 --> 00:06:00.340]  他們的朋友遊玩的時候,在公園裏面的時候,也是講英語。
[00:06:00.340 --> 00:06:05.020]  他們去敲幾屎牆裏面,也是講英語。
[00:06:05.020 --> 00:06:09.140]  什麼時間也是講英語,回族時間到爸爸媽媽的時候,
[00:06:09.140 --> 00:06:14.020]  他就要講國語或者是廣東話。
[00:06:14.020 --> 00:06:18.740]  他們很不喜歡自己是中國人,太麻煩。
[00:06:18.740 --> 00:06:22.100]  這個是年輕孩子他們的想法。
[00:06:22.100 --> 00:06:25.340]  但是在父母心裏面想的就是,
[00:06:25.340 --> 00:06:29.900]  很重要的就是你記得你自己的根,
[00:06:29.900 --> 00:06:33.060]  你是留着是中國人的血。
[00:06:33.060 --> 00:06:39.700]  所以今天,那麼多年頭,我們中國人散佈在海外不同的國家,
[00:06:39.700 --> 00:06:42.580]  我們還是記得我們是華人。
[00:06:42.580 --> 00:06:50.420]  所以很多年前,我們就是從世界的洛杉磯裏面,
[00:06:50.420 --> 00:06:57.580]  我們看到他們開始去看全球華人的福音的需要,大概十多年前。
[00:06:57.580 --> 00:07:06.620]  然後我們又看到華人的福音的機構成立,
[00:07:06.620 --> 00:07:12.540]  最友華福會,華人福音傳播等等的工作開始。
[00:07:12.540 --> 00:07:18.460]  其實也是給我們華人一個定位,就是華人,你們一羣人,
[00:07:18.460 --> 00:07:22.260]  不但是爲自己的福祉而存在,
[00:07:22.260 --> 00:07:27.820]  而是爲其他國家民俗的福祉而存在。
[00:07:27.820 --> 00:07:34.260]  還有就是我們爲的是用福音去祝福他們。
[00:07:34.260 --> 00:07:37.780]  這個就是福音共同體。
[00:07:37.780 --> 00:07:46.420]  但是這個共同體的概念在我們國家也是有一個很強烈的聲音在這一段時間。
[00:07:46.420 --> 00:07:52.380]  在2011年的時候,我們國家當時的總理溫家寶,
[00:07:52.380 --> 00:07:58.420]  他就是在日本去探望的時候,當時是天災,
[00:07:58.420 --> 00:08:07.500]  這是首次的提出在自然的災害面前,人類是命運的共同體。
[00:08:07.500 --> 00:08:15.900]  很多時候我們人在什麼時候我們覺得我們自己是一家人,我們有困難。
[00:08:15.900 --> 00:08:21.740]  在這個疫情以前,我們可能看到很多的衝突。
[00:08:21.740 --> 00:08:26.300]  但是疫情以後,或者是在疫情的期間,
[00:08:26.300 --> 00:08:31.500]  COVID-19這個新冠狀病毒的裏面,
[00:08:31.500 --> 00:08:36.220]  我們看到人人都回到一個地步就是,你是人,我是人。
[00:08:36.220 --> 00:08:39.980]  我有口罩,你沒有,我給你一個。
[00:08:39.980 --> 00:08:45.500]  所以身上常常都帶着一個多的,準備去給別人。
[00:08:45.500 --> 00:08:52.300]  這個我也在街上派過給不同的人,有時候我們有足跡的一起去派,
[00:08:52.300 --> 00:08:57.180]  有時候我們自己帶在身上看到,朋友你沒有口罩,你要一個嗎?
[00:08:57.180 --> 00:09:00.860]  有一次我在地鐵上面看到一個女孩子,
[00:09:00.860 --> 00:09:08.540]  這個女生是成年人,也是比較成熟的,穿得比較也是好,
[00:09:08.540 --> 00:09:15.180]  但是整個車廂上面的人也是怒目地看着她,爲什麼呢?
[00:09:15.180 --> 00:09:19.660]  我想你一定想到了,這是因爲她沒有戴口罩,
[00:09:19.660 --> 00:09:23.420]  牀前的人也怒目很憤怒地看着她。
[00:09:23.420 --> 00:09:28.380]  然後我就站在她的旁邊,她坐在,起初沒有什麼,
[00:09:28.380 --> 00:09:33.340]  但是她看到其他人的眼睛的情況就是怒目看她,
[00:09:33.340 --> 00:09:40.300]  她就慢慢把她頭放下來,不知道撞到哪一個洞子裏面好。
[00:09:40.300 --> 00:09:48.300]  然後我就慢慢再觀察,我知道,我就拿着個好口罩,
[00:09:48.300 --> 00:09:51.580]  請問你介不介意我送一個口罩給你?
[00:09:51.580 --> 00:09:58.940]  然後她一句話沒有答我,然後就拿過口罩,然後打開,戴上。
[00:09:58.940 --> 00:10:05.740]  戴上以後所有眼睛也轉走了。
