
[00:00:00.000 --> 00:00:04.120]  在過往也跟大家複習過歷史了,很簡單的一段歷史,
[00:00:04.120 --> 00:00:07.120]  就是以色列民在埃及圍爐四百年,
[00:00:07.120 --> 00:00:10.880]  後來神就帶着摩西帶他們經過了石齋過紅海,
[00:00:10.880 --> 00:00:16.240]  出了埃及,他們成爲自由的人,經過了曠野走到了約旦河東,
[00:00:16.240 --> 00:00:20.000]  那麼神就帶他們說要不要進去過約旦河,
[00:00:20.000 --> 00:00:25.280]  進到我答應給你們能夠一片有自己家園的一塊地,
[00:00:25.280 --> 00:00:28.080]  稱之爲應許之地,就是迦蘭地,
[00:00:28.080 --> 00:00:31.520]  那麼他們就覺得派了十個探子進去,
[00:00:31.520 --> 00:00:36.400]  後來發現這塊地不錯,很好,有葡萄汁,有大房子住,
[00:00:36.400 --> 00:00:38.880]  也不是他們種的,房子也不是他們蓋的,
[00:00:38.880 --> 00:00:41.960]  可是神說就免費給你們,他們說非常棒,
[00:00:41.960 --> 00:00:44.680]  可是有一個問題就是裏面住的人都是巨人,
[00:00:44.680 --> 00:00:48.040]  我們一定要打敗他們纔可以攻佔他們的城,
[00:00:48.040 --> 00:00:49.440]  纔可以得到這塊地,
[00:00:49.440 --> 00:00:51.840]  後來他們覺得他們都是巨人打他們不過,
[00:00:51.840 --> 00:00:54.280]  所以他們決定不去,後來神就生氣,
[00:00:54.280 --> 00:00:56.080]  不去是不是不去就死在這邊,
[00:00:56.080 --> 00:01:01.960]  後來他們一代的人的悲劇就是一代的人在曠野兜圈兜圈兜了四十年,
[00:01:01.960 --> 00:01:05.560]  四十年後就約蘇亞新一代的領袖出來,
[00:01:05.560 --> 00:01:07.640]  神就再給你們一次機會要不要去,
[00:01:07.640 --> 00:01:09.720]  這次說他們去,所以他們就去了,
[00:01:09.720 --> 00:01:13.440]  所以我們就這個系列就一直在講這件事情,
[00:01:13.440 --> 00:01:17.240]  講到三千五百年前這個古老的民族怎麼樣得到這地,
[00:01:17.240 --> 00:01:19.200]  今天我們終於來到第四章,
[00:01:19.200 --> 00:01:21.520]  第三章已經講到他們過去約旦河了,
[00:01:21.520 --> 00:01:25.800]  就是神帶領他們過去的約旦河有一個很好的神蹟,
[00:01:25.800 --> 00:01:30.360]  過去了之後,接下來今天我們讀的經文,
[00:01:30.360 --> 00:01:32.200]  神就要他們做兩件事情,
[00:01:32.200 --> 00:01:36.200]  第一件就是當他們經歷過神這個作爲的時候,
[00:01:36.200 --> 00:01:41.000]  神要他們做一件事,是把一羣的石頭堆在一起,
[00:01:41.000 --> 00:01:47.640]  那堆的石頭就作爲他們紀念神的作爲一個紀念品,
[00:01:47.640 --> 00:01:53.120]  讓他們世世代代的人都可以看到這堆石頭就知道當初發生過這件事,
[00:01:53.120 --> 00:01:56.600]  所以這是第一點,就是紀念神的恩典,
[00:01:56.600 --> 00:02:01.360]  在約書亞記的第四章第一節是這麼說的,一到七節那邊說,
[00:02:01.360 --> 00:02:03.600]  全國人民都過了約旦河以後,
[00:02:03.600 --> 00:02:06.400]  上主就是神對約書亞說,
[00:02:06.400 --> 00:02:11.120]  你要從人民中選出十二個人,每支族一人,
[00:02:11.120 --> 00:02:15.040]  吩咐他們到約旦河中,祭司站立的地方,
[00:02:15.040 --> 00:02:20.440]  取十二塊石頭帶過去,放在你們今夜紮營的地方,
[00:02:20.440 --> 00:02:24.080]  於是約書亞召集他們所選出的十二個人,
[00:02:24.080 --> 00:02:29.440]  吩咐他們你們到約旦河裏,走到上主你們神的約會前頭,
[00:02:29.440 --> 00:02:34.320]  每一個人從河底取一塊石頭,扛在自己肩上,
[00:02:34.320 --> 00:02:37.840]  每一塊石頭代表一個以色列的支族,
[00:02:37.840 --> 00:02:41.720]  他們要對這些石頭作紀念碑,
[00:02:41.720 --> 00:02:46.200]  將來你們的子孫問起你們,這些石頭是紀念什麼的,
[00:02:46.200 --> 00:02:50.320]  你們要告訴他們,上主的約會過約旦河時,
[00:02:50.320 --> 00:02:59.760]  河水停止流動,這些石頭要永遠是以色列人紀念在這裏所發生的事情,
[00:02:59.760 --> 00:03:03.560]  所以第一件事,今天神要他們做一個石碑,
[00:03:03.560 --> 00:03:09.960]  要紀念神所做的事情,因爲第三章我們知道他們不是要過河嗎,
[00:03:09.960 --> 00:03:13.160]  大家說過他們過河的時間大概是四五月,
[00:03:13.160 --> 00:03:15.800]  也是約旦河河水氾濫的時候,
[00:03:15.800 --> 00:03:20.200]  所以大概也不是很嚴重,大概只有一個mile的長度,
[00:03:20.200 --> 00:03:25.960]  可是現在人不一樣,現在很多是mile,可能十五分鐘就游過去了,
[00:03:25.960 --> 00:03:31.720]  但以前的人能夠懂水性的不多,以前的人是很怕海的,
[00:03:31.720 --> 00:03:34.840]  也很怕河,只要有水的地方他們覺得很恐怖,
[00:03:34.840 --> 00:03:37.800]  所以以前的人是很少可以游泳的,
[00:03:37.800 --> 00:03:42.640]  所以如果不是神甘地,就是神約會一走到前面,
[00:03:42.640 --> 00:03:49.480]  河水從北邊來的本來是黎巴侖黑門山湧水流下來的水突然間停止了,
[00:03:49.480 --> 00:03:51.960]  然後南邊的水就一直流向石海,
[00:03:51.960 --> 00:03:57.680]  就突然間在短短的時間裏面,河水全部流光,他們走甘地過去,
[00:03:57.680 --> 00:04:01.560]  如果不是走甘地過去,他們大概可能走不過去,
[00:04:01.560 --> 00:04:05.280]  所以他們就經歷了一件他們人生從來沒見過的事情,
[00:04:05.280 --> 00:04:09.120]  怎麼突然之間河水變幹了,然後他們就走了過去,
[00:04:09.120 --> 00:04:15.320]  那走過去之後,你要知道約會,以色列人很少能夠見到約會,
[00:04:15.320 --> 00:04:23.520]  因爲根據神當時的設定,約會平時應該是放在會幕的最中心,
[00:04:23.520 --> 00:04:28.280]  就是所謂的至聖鎖裏面,基本上所有人都見不到約會的,
[00:04:28.280 --> 00:04:31.280]  他們第一次見到約會就發生一件大事,
[00:04:31.280 --> 00:04:35.800]  可是問題是完了之後,約會又得重新回到會幕裏面,
[00:04:35.800 --> 00:04:37.800]  他們也再也看不到約會了,
[00:04:37.800 --> 00:04:40.880]  那神就教他們說,以後你們看不到約會,
[00:04:40.880 --> 00:04:46.520]  神要他們有一些visible memory,有一些能夠看得見的紀念,
[00:04:46.520 --> 00:04:51.680]  所以神就說每一個人在甘地的時候,約會是甘的嘛,
[00:04:51.680 --> 00:04:54.400]  拿一塊石頭,應該蠻大的,需要扛在肩上,
[00:04:54.400 --> 00:04:57.640]  搬過來今晚你們的地方,就立一個石碑,
[00:04:57.640 --> 00:05:01.280]  十二塊,每一塊代表一個支柱,所以就立一個石碑,
[00:05:01.280 --> 00:05:04.640]  雖然從今天開始你們再也看不到約會,
[00:05:04.640 --> 00:05:08.440]  但是你能夠看到這十二塊的石頭,
