
[00:00:00.000 --> 00:00:03.680]  兩段經文 第一段短一點 兩個異象
[00:00:03.680 --> 00:00:05.040]  後面那段長一點
[00:00:05.040 --> 00:00:11.040]  因為在兩個異象中間加插了一個描述的記錄
[00:00:11.040 --> 00:00:18.080]  這兩大段聖經其實是阿摩斯書裡一個很獨特的地方
[00:00:18.080 --> 00:00:22.240]  因為它唯有特別是第二段中間的描述
[00:00:22.240 --> 00:00:30.480]  是成卷書九章裡唯一一段形容一段歷史的情景
[00:00:30.480 --> 00:00:32.560]  一段事情發生的經過
[00:00:32.560 --> 00:00:35.760]  其他都是先知口講的說話
[00:00:35.760 --> 00:00:41.120]  所以這一段可以說是將當時阿摩斯在實地裡
[00:00:41.120 --> 00:00:50.800]  與以色列國皇宮裡的祭司相遇的背景呈現出來給我們看
[00:00:50.800 --> 00:00:53.280]  在這兩個段落裡
[00:00:53.280 --> 00:00:56.480]  其實是邀請我們去留意一件事
[00:00:56.480 --> 00:00:59.760]  就是這位阿摩斯其實是一位什麼樣的先知
[00:00:59.760 --> 00:01:01.680]  就是說他內心世界是怎樣的
[00:01:01.680 --> 00:01:03.120]  他罵人罵得很厲害
[00:01:03.120 --> 00:01:06.080]  譬如說口出狂言
[00:01:06.080 --> 00:01:10.320]  指責國家裡面很多很多的問題
[00:01:10.320 --> 00:01:13.120]  甚至宣告一層的審判
[00:01:13.120 --> 00:01:15.760]  這個國家將會滅亡 被擄等等
[00:01:15.760 --> 00:01:19.520]  但其實在他內心世界他是一位怎樣的先知呢
[00:01:19.520 --> 00:01:24.080]  我覺得這一段經文是很值得我們去看的
[00:01:24.080 --> 00:01:26.320]  前面那兩個異象
[00:01:26.320 --> 00:01:28.480]  兩個圖畫 兩個異象
[00:01:28.480 --> 00:01:30.080]  是重複的
[00:01:30.080 --> 00:01:32.480]  重複的意思就是說它的結構差不多
[00:01:32.480 --> 00:01:34.320]  它的文字也差不多
[00:01:34.320 --> 00:01:37.040]  雖然異象的內容是不同的
[00:01:37.040 --> 00:01:39.360]  其實是在說一樣東西
[00:01:39.360 --> 00:01:44.000]  就是神刻意將一個未來的圖畫
[00:01:44.000 --> 00:01:47.360]  未來會出現的情景告訴阿摩斯
[00:01:47.360 --> 00:01:49.200]  請他看一下
[00:01:49.200 --> 00:01:51.200]  其實是神邀請這位先知
[00:01:51.200 --> 00:01:52.880]  你先看一下
[00:01:52.880 --> 00:01:54.320]  這兩個圖畫是什麼呢
[00:01:54.320 --> 00:01:57.520]  圖畫的第一個就是在說蝗蟲
[00:01:57.520 --> 00:02:01.040]  他說衛王割菜之後菜又發生
[00:02:01.040 --> 00:02:04.400]  剛發生的時候主做蝗蟲
[00:02:04.400 --> 00:02:06.800]  衛王割菜其實背後的意思就是說
[00:02:06.800 --> 00:02:09.760]  原來當時那些百姓特別是農民
[00:02:09.760 --> 00:02:11.600]  他們種植的時候
[00:02:11.600 --> 00:02:14.960]  他們種植的種植物通常是第一批收成的
[00:02:14.960 --> 00:02:16.320]  用來交稅的
[00:02:16.320 --> 00:02:18.560]  就是貢獻給王室
[00:02:18.560 --> 00:02:21.760]  所以第一批就給了王室
[00:02:21.760 --> 00:02:27.120]  不過在他們當再長另外一種植物的時候
[00:02:27.120 --> 00:02:30.160]  就發覺原來有蝗蟲發生
[00:02:30.160 --> 00:02:32.080]  如果按照夏文形容阿摩斯
[00:02:32.080 --> 00:02:34.160]  這位先知的工作
[00:02:34.160 --> 00:02:35.840]  其中一項工作就是修理桑樹
[00:02:35.840 --> 00:02:39.760]  就是他對於那些農業植物界
[00:02:39.760 --> 00:02:41.920]  其實他是有很多認識的
[00:02:41.920 --> 00:02:44.640]  所以對他來說他一眼見到蝗蟲
[00:02:44.640 --> 00:02:46.880]  嘩 大件事了
[00:02:46.880 --> 00:02:49.280]  古代的世界 農業的世界
[00:02:49.280 --> 00:02:50.080]  變了蝗蟲
[00:02:50.080 --> 00:02:53.120]  我想是一個很大很大的遭殃
[00:02:53.120 --> 00:02:55.040]  今天我們城市人當然很難理解
[00:02:55.040 --> 00:02:56.160]  很難明白
[00:02:56.160 --> 00:02:59.040]  我們只能憑想像
[00:02:59.040 --> 00:03:01.920]  這裡有沒有人見過蝗蟲
[00:03:01.920 --> 00:03:03.440]  誰啊?
[00:03:03.440 --> 00:03:05.440]  迪士尼?
[00:03:05.440 --> 00:03:10.400]  電視機?
[00:03:10.400 --> 00:03:12.800]  賣給你吃的那些是嗎?
[00:03:12.800 --> 00:03:15.520]  哦 蝗蟲都挺有營養的
[00:03:15.520 --> 00:03:19.760]  通常蝗蟲一來
[00:03:19.760 --> 00:03:21.680]  當然它不是一隻
[00:03:21.680 --> 00:03:23.760]  現在成萬上萬
[00:03:23.760 --> 00:03:24.720]  成千上萬
[00:03:24.720 --> 00:03:25.840]  一來的話
[00:03:25.840 --> 00:03:27.920]  整個遮天蓋地
[00:03:27.920 --> 00:03:28.800]  它經過的地方
[00:03:28.800 --> 00:03:31.040]  差不多所有綠色的東西都沒有了
[00:03:31.040 --> 00:03:32.080]  所有的植物
[00:03:32.080 --> 00:03:33.200]  能夠吃的那些東西
[00:03:33.200 --> 00:03:36.240]  全部都被它吃光了
[00:03:36.240 --> 00:03:38.400]  所以我想對於阿摩斯來說
[00:03:38.400 --> 00:03:40.160]  當他見到這個異象
[00:03:40.160 --> 00:03:42.320]  或者見到這個圖畫的時候
[00:03:42.320 --> 00:03:44.480]  他知道這個對民間來說
[00:03:44.480 --> 00:03:48.000]  是一個很大的災難
[00:03:48.000 --> 00:03:50.800]  就是可能有一段很長的時間
[00:03:50.800 --> 00:03:52.320]  在蝗蟲的災害之後
[00:03:52.320 --> 00:03:53.760]  民間都會發生饑荒
[00:03:53.760 --> 00:03:59.280]  因為所有綠色的植物都沒有了
[00:03:59.280 --> 00:04:02.960]  當然這個菜是一個一般的名詞
[00:04:02.960 --> 00:04:04.320]  所有綠色的青蜜
[00:04:04.320 --> 00:04:07.040]  就是所有的五穀類
[00:04:07.040 --> 00:04:09.360]  特別是在這些地方的麥
[00:04:09.360 --> 00:04:10.960]  它是種小麥大麥那些
[00:04:10.960 --> 00:04:12.000]  它不是種米
[00:04:12.000 --> 00:04:15.840]  所以五穀類、菜、樹木
[00:04:15.840 --> 00:04:18.000]  全部都沒有了
[00:04:18.000 --> 00:04:19.440]  而且最著名的
[00:04:19.440 --> 00:04:20.320]  如果你看《新冥紀》
[00:04:20.320 --> 00:04:24.480]  就是有七種的收成是很好的
[00:04:24.480 --> 00:04:28.400]  這七種其實全部都是和植物有關的
[00:04:28.400 --> 00:04:32.160]  有大麥、有小麥、有橄欖
[00:04:32.160 --> 00:04:33.600]  沒記錯的還有什麼呢
[00:04:33.600 --> 00:04:34.960]  還有無花果
[00:04:34.960 --> 00:04:37.840]  那些全部都是植物
[00:04:37.840 --> 00:04:39.280]  所以它說麥
[00:04:39.280 --> 00:04:40.240]  蜜糖那個麥
[00:04:40.240 --> 00:04:42.320]  其實它不是指蜜蜂
[00:04:42.320 --> 00:04:43.280]  它指蜜棗
[00:04:43.280 --> 00:04:46.560]  就是那些植物樹上的蜜棗
[00:04:46.560 --> 00:04:47.920]  所以其實都是植物
[00:04:47.920 --> 00:04:51.040]  它是他們說一個很重要的糧食來源
[00:04:51.040 --> 00:04:54.400]  所以當摩斯看到的時候
[00:04:54.400 --> 00:04:56.320]  他立刻發出了一個呼求
[00:04:56.320 --> 00:04:57.360]  他說什麼
[00:04:57.360 --> 00:05:00.560]  主要說求你赦免因為牙角微弱
[00:05:00.560 --> 00:05:02.800]  它怎能站立得住呢
[00:05:02.800 --> 00:05:06.400]  他看到危機在裡面出現的
