
[00:00:00.000 --> 00:00:05.080]  好,各位兄弟妹妹好,我好開心又可以來到大家東中地大去分享神的話語
[00:00:05.080 --> 00:00:08.600]  我不知道大家今天早上起床你會做些甚麼
[00:00:08.600 --> 00:00:10.920]  我自己一個好大的感受
[00:00:10.920 --> 00:00:14.640]  我今早起床的時候,當然是吃口好味和洗澡
[00:00:14.640 --> 00:00:17.400]  但我又在神的面前,又是安靜
[00:00:17.400 --> 00:00:21.320]  雖然太太和女兒要回西人教會
[00:00:21.320 --> 00:00:26.640]  但我今天不回了,平時我都會去完教會才會來港道
[00:00:26.640 --> 00:00:29.360]  但我很想在新一年開始,第一天
[00:00:29.760 --> 00:00:31.680]  特別將時間交還給神
[00:00:31.680 --> 00:00:37.640]  一句說話,一年之計在於春,一日之計在於神
[00:00:37.640 --> 00:00:41.320]  我們將那個神字,又不是單單是神祖的神
[00:00:41.320 --> 00:00:43.640]  是我們所相信的神
[00:00:43.640 --> 00:00:47.200]  將每一天,來帶去,仰望在神的手裏面
[00:00:47.200 --> 00:00:50.320]  我跟神說,讓我今天為你而活
[00:00:50.320 --> 00:00:53.960]  活得有意義,活得有價值,不要浪費
[00:00:53.960 --> 00:00:58.880]  我們每一個人這樣過我們的每一天,其實一定是一個祝福
[00:00:59.520 --> 00:01:03.520]  所以今天會和大家分享,1月1日
[00:01:03.520 --> 00:01:06.480]  我們一開始就來到敬拜神,是很祝福的
[00:01:06.480 --> 00:01:11.400]  我們會想一想,究竟我們要回顧對不對呢?
[00:01:11.400 --> 00:01:16.320]  有很多人讀聖經的時候,有時候會覺得聖經有些矛盾
[00:01:16.320 --> 00:01:18.240]  很簡單舉一個例子
[00:01:18.240 --> 00:01:20.000]  我們看一看
[00:01:20.000 --> 00:01:24.400]  聖經裏面有一些提醒
[00:01:29.520 --> 00:01:33.240]  聖經裏面說到,神絕對不會說謊
[00:01:33.240 --> 00:01:35.160]  神是不會後悔的,對不對?
[00:01:35.160 --> 00:01:37.720]  但是我們看另外一些經文的時候
[00:01:37.720 --> 00:01:42.120]  聖經又說到,神很後悔,甚至是後悔做人在地上
[00:01:42.120 --> 00:01:44.680]  後悔立了素羅作王
[00:01:44.680 --> 00:01:50.000]  究竟神是後悔,還是後悔,還是後悔,後悔做了什麼?
[00:01:50.000 --> 00:01:52.520]  後悔立了素羅作王
[00:01:52.520 --> 00:01:54.920]  後悔立了素羅作王
[00:01:54.920 --> 00:01:57.240]  後悔立了素羅作王
[00:01:57.680 --> 00:02:00.560]  究竟神是後悔,還是後悔,還是後悔,後悔做人在地上
[00:02:00.560 --> 00:02:07.520]  我們再看,神曾經宣告滿有恩典慈愛憐憫的神
[00:02:07.520 --> 00:02:11.040]  神是會赦免人的罪
[00:02:11.040 --> 00:02:13.520]  但是神也會追討人的罪
[00:02:13.520 --> 00:02:15.800]  我們一起讀這一段經文,好嗎?
[00:02:15.800 --> 00:02:18.960]  《出雷及記》第34章第6到第7節
[00:02:18.960 --> 00:02:20.440]  我們一起讀
[00:02:27.680 --> 00:02:49.000]  (神會詩)
[00:02:49.000 --> 00:02:54.560]  這裡很清楚說到神是會赦免人的罪,但是神也是公義的
[00:02:55.320 --> 00:02:58.400]  他說他萬不以有罪為無罪,無罪為有罪
[00:02:58.400 --> 00:02:59.840]  這是我們很渴望的
[00:02:59.840 --> 00:03:02.080]  我們很渴望有公義的審判
[00:03:02.080 --> 00:03:03.680]  第一句說話很令人驚訝
[00:03:03.680 --> 00:03:08.240]  「智父及子,直到三、四代」
[00:03:08.240 --> 00:03:11.000]  這個連坐法都很重要
[00:03:11.000 --> 00:03:12.680]  三、四代
[00:03:12.680 --> 00:03:15.200]  是不是好像不太公平呢?
[00:03:15.200 --> 00:03:17.720]  但是另外一段經文又不是這樣說的
[00:03:17.720 --> 00:03:19.600]  在《易西結書》裡面很清楚說
[00:03:19.600 --> 00:03:23.480]  他說父親犯了錯,罪不及子
[00:03:24.240 --> 00:03:26.960]  子犯罪的時候罪不及父
[00:03:26.960 --> 00:03:30.720]  不會因為兒子犯罪而連累父親
[00:03:30.720 --> 00:03:33.640]  這似乎就是一些矛盾
[00:03:33.640 --> 00:03:36.240]  所以有些人就來攻擊聖經
[00:03:36.240 --> 00:03:40.480]  聖經就是這麼多不合理的事
[00:03:40.480 --> 00:03:44.560]  其實某個程度就是對聖經的認識不清楚
[00:03:44.560 --> 00:03:47.360]  或者他們對聖經有一個誤解
[00:03:47.360 --> 00:03:50.680]  很簡單舉個例子,稍後我們會再讀這段經文
[00:03:50.680 --> 00:03:52.560]  在《哥林多前書》裡面
[00:03:53.000 --> 00:03:56.120]  保羅就提醒我們,我們要回顧過去的歷史
[00:03:56.120 --> 00:03:59.440]  想想在過去的歷史裡面,以歷史為鑑
[00:03:59.440 --> 00:04:02.600]  我們就不會重蹈前人所犯的錯
[00:04:02.600 --> 00:04:04.800]  他叫我們要回顧歷史
[00:04:04.800 --> 00:04:07.720]  但是我們很熟悉那句
[00:04:07.720 --> 00:04:09.800]  要忘記背後
[00:04:09.800 --> 00:04:13.720]  同一個人說的話是這麼矛盾的
[00:04:13.720 --> 00:04:15.520]  就好像有些官那樣
[00:04:15.520 --> 00:04:18.240]  四天之後說的話都可以不同了,是不是?
[00:04:18.240 --> 00:04:21.120]  是不是保羅都是這樣的錯呢?
[00:04:21.720 --> 00:04:24.200]  其實這個是我們一個錯誤的解釋
[00:04:24.200 --> 00:04:25.880]  最簡單舉個例子
[00:04:25.880 --> 00:04:29.200]  他說他後悔的是什麼呢?
[00:04:29.200 --> 00:04:33.400]  其實這個是用人的感受來表達出來
[00:04:33.400 --> 00:04:37.200]  不是神的不知道,神是全知
[00:04:37.200 --> 00:04:39.520]  但是面對一些事的時候,他會難過
[00:04:39.520 --> 00:04:41.280]  很簡單舉一個例子
[00:04:41.280 --> 00:04:45.240]  有一個家人或者一個長輩
[00:04:45.240 --> 00:04:46.720]  他有癌症
[00:04:46.720 --> 00:04:50.560]  醫生都說他其實只有幾個月的生命
[00:04:51.560 --> 00:04:54.760]  他的家人一直都有足夠的心理準備
[00:04:54.760 --> 00:04:56.280]  他會離開世界
[00:04:56.280 --> 00:05:00.080]  但是到他真的離開世界那一刻
[00:05:00.080 --> 00:05:02.960]  他的家人,我可能會說
[00:05:02.960 --> 00:05:05.640]  我理性上已經知道他一定會死的
[00:05:05.640 --> 00:05:07.760]  他就相信主的,已經回到天國裡面了
[00:05:07.760 --> 00:05:09.760]  不用難過,為他開慶祝會
[00:05:09.760 --> 00:05:12.960]  喪事當喜事辦,會不會呢?
[00:05:12.960 --> 00:05:14.880]  我想我們是不會的
[00:05:14.880 --> 00:05:18.480]  雖然理性上你知道他會離開
[00:05:18.480 --> 00:05:20.680]  但是當他真的離開世界那一刻裡面
[00:05:21.080 --> 00:05:22.600]  你是會有難過的
[00:05:22.600 --> 00:05:25.680]  我不知道你們有沒有聽過這句話
[00:05:25.680 --> 00:05:26.560]  我一定聽過
[00:05:26.560 --> 00:05:28.560]  如果你乖的話,就沒有聽過這句話
[00:05:28.560 --> 00:05:30.400]  我早知道你這麼壞
[00:05:30.400 --> 00:05:31.600]  我真的不想生你
[00:05:31.600 --> 00:05:32.920]  我真的後悔生你了
[00:05:32.920 --> 00:05:38.680]  其實,可能媽媽那一剎那裡面是有些不開心
[00:05:38.680 --> 00:05:42.360]  難道她不知道生了孩子出來一定會生氣嗎?
[00:05:42.360 --> 00:05:43.760]  她都有心理準備的
[00:05:43.760 --> 00:05:46.320]  所以說神的後悔
[00:05:46.320 --> 00:05:48.840]  就絕對不是神的不知道
[00:05:49.520 --> 00:05:51.280]  是一種很難過的感受
[00:05:51.280 --> 00:05:54.040]  好了,自父及子直到三、四代
[00:05:54.040 --> 00:05:55.520]  你有沒有留意這段經文是說什麼?
[00:05:55.520 --> 00:05:57.720]  是說神的屬性
[00:05:57.720 --> 00:06:00.240]  神是樂於赦免
[00:06:00.240 --> 00:06:02.800]  但原來一個人犯罪的時候
[00:06:02.800 --> 00:06:06.240]  不只是一個人犯事,就是一人當
[00:06:06.240 --> 00:06:08.400]  是會累及很多無辜的
[00:06:08.400 --> 00:06:10.040]  最簡單舉個例子
[00:06:10.040 --> 00:06:12.000]  如果一個家庭
[00:06:12.000 --> 00:06:15.080]  當丈夫不忠於自己的妻子
[00:06:15.080 --> 00:06:17.200]  以至家庭破裂
[00:06:17.880 --> 00:06:19.800]  後來甚至因為這個緣故而離婚
[00:06:19.800 --> 00:06:22.000]  他的小朋友是怎樣的呢?
[00:06:22.000 --> 00:06:26.160]  是活在一個完全沒有溫馨的家裡面
[00:06:26.160 --> 00:06:27.880]  他缺乏了安全感
[00:06:27.880 --> 00:06:31.280]  很可能他很快就很想離開這個家
[00:06:31.280 --> 00:06:33.480]  然後再自己建立一個家庭
[00:06:33.480 --> 00:06:37.120]  我家裏的弟弟妹妹全部都類似這樣的情況
[00:06:37.120 --> 00:06:38.560]  是很悲哀的
[00:06:38.560 --> 00:06:40.840]  原來一個人犯錯
[00:06:40.840 --> 00:06:44.000]  他是會累及下一代,甚至再下一代
[00:06:44.000 --> 00:06:47.080]  所以自父及子直到三、四代
[00:06:47.320 --> 00:06:49.520]  這個是指到罪的那種可怕性
[00:06:49.520 --> 00:06:53.360]  而以西結書剛才所看見的經文
[00:06:53.360 --> 00:06:55.960]  就講到律法上的條文
[00:06:55.960 --> 00:06:57.800]  父親犯了罪
[00:06:57.800 --> 00:07:00.040]  不會來審判兒子
[00:07:00.040 --> 00:07:02.240]  因為兒子是沒有參與在當中
[00:07:02.240 --> 00:07:04.520]  兒子犯事的時候
[00:07:04.520 --> 00:07:05.880]  不會來捉他父親
[00:07:05.880 --> 00:07:08.000]  因為父親沒有來幫忙
[00:07:08.000 --> 00:07:10.200]  這個就是律法上的規定
[00:07:10.200 --> 00:07:13.720]  所以我們有沒有去清楚了解到
[00:07:13.720 --> 00:07:14.960]  這個是很重要的
[00:07:16.280 --> 00:07:19.160]  每一年的年尾都有大肆回顧
[00:07:19.160 --> 00:07:20.280]  每一個地方
[00:07:20.280 --> 00:07:22.760]  無論是中國、香港、英國
[00:07:22.760 --> 00:07:25.760]  雖然有些人說到不堪回首
[00:07:25.760 --> 00:07:30.400]  但是都會去看回過去一年有些什麼的得失
[00:07:30.400 --> 00:07:32.640]  然後去眺望將來
[00:07:32.640 --> 00:07:34.920]  所以其實我們作為基督徒
[00:07:34.920 --> 00:07:37.960]  我們是不是不應該去回顧呢?
[00:07:37.960 --> 00:07:41.960]  但是原來當我們去回顧前塵的時候
[00:07:41.960 --> 00:07:45.480]  某個程度是叫我們的信心
[00:07:46.000 --> 00:07:47.680]  是得以增加的
[00:07:47.680 --> 00:07:51.000]  所以我每一年的年尾
[00:07:51.000 --> 00:07:53.120]  又或者自己的生日
[00:07:53.120 --> 00:07:55.640]  我都會來大洋去檢視
[00:07:55.640 --> 00:07:57.200]  過去的日子裡面
[00:07:57.200 --> 00:07:59.000]  有些什麼的經歷
[00:07:59.000 --> 00:08:00.560]  有些什麼的感受
[00:08:00.560 --> 00:08:04.200]  是值得我來大洋去感恩的
[00:08:04.200 --> 00:08:06.640]  好了我們試試來大洋去看一看
[00:08:06.640 --> 00:08:09.520]  在聖經裡面當次的提醒
[00:08:09.520 --> 00:08:11.680]  我們就是要去回顧
[00:08:11.680 --> 00:08:12.960]  去提醒一幫子民
[00:08:12.960 --> 00:08:14.840]  你要去想想你過去的日子
[00:08:15.320 --> 00:08:16.280]  我怎麼來祝福你
[00:08:16.280 --> 00:08:19.160]  我們一起來讀《生命記》第二章第七節
[00:08:19.160 --> 00:08:20.480]  第二章第七節
[00:08:20.480 --> 00:08:42.720]  這裡很清楚
[00:08:43.320 --> 00:08:46.280]  當摩西快要離開世界的時候
[00:08:46.280 --> 00:08:48.040]  他跟這幫子民說
[00:08:48.040 --> 00:08:49.240]  你想想這四十年
[00:08:49.240 --> 00:08:50.480]  你們在曠野裡面
[00:08:50.480 --> 00:08:52.040]  你們有沒有東西缺乏過?
[00:08:52.040 --> 00:08:53.960]  有沒有人穿爛一隻鞋
[00:08:53.960 --> 00:08:54.720]  沒有鞋換
[00:08:54.720 --> 00:08:56.200]  穿爛了衣服
[00:08:56.200 --> 00:08:57.560]  沒有衣服來更替
[00:08:57.560 --> 00:09:00.160]  神原來一直來大洋去供應
[00:09:00.160 --> 00:09:01.160]  我們再看第二生命記
[00:09:01.160 --> 00:09:02.680]  二十九章第五節
[00:09:13.680 --> 00:09:15.000]  這裡是很清楚
[00:09:15.000 --> 00:09:16.440]  這四十年他們怎麼供應你
[00:09:16.440 --> 00:09:18.520]  為什麼要他們回顧?
[00:09:18.520 --> 00:09:22.160]  因為他們快要進入迦蘭地
[00:09:22.160 --> 00:09:25.960]  雖然這是美好的所留賴與物之地
[00:09:25.960 --> 00:09:28.800]  但是他們要面對的挑戰是大很多的
[00:09:28.800 --> 00:09:30.400]  第一就是大家知道
[00:09:30.400 --> 00:09:31.760]  迦蘭地裡面有很多
[00:09:31.760 --> 00:09:34.360]  高大威猛的敵人
[00:09:34.360 --> 00:09:36.160]  他們要趕走這些人
[00:09:36.160 --> 00:09:38.000]  才可以寄居在那個地方裡面
[00:09:38.000 --> 00:09:39.480]  他們要打仗
[00:09:39.480 --> 00:09:42.760]  在進了迦蘭地之後
[00:09:43.440 --> 00:09:45.080]  他們要自己耕種
[00:09:45.080 --> 00:09:47.040]  在曠野的時候
[00:09:47.040 --> 00:09:48.800]  神是為他們預備了瑪拿
[00:09:48.800 --> 00:09:50.240]  就是早點起床
[00:09:50.240 --> 00:09:51.320]  撿了就可以吃了
[00:09:51.320 --> 00:09:53.480]  但是你進了迦蘭地
[00:09:53.480 --> 00:09:54.640]  瑪拿就停止了
[00:09:54.640 --> 00:09:57.240]  你要自食其果
[00:09:57.240 --> 00:09:58.960]  你要自己努力耕種
[00:09:58.960 --> 00:10:02.520]  你才可以生活得好
[00:10:02.520 --> 00:10:05.040]  就是說他們要付的代價大很多
[00:10:05.040 --> 00:10:09.320]  就要面對這個這麼大的挑戰和壓力下
[00:10:09.320 --> 00:10:10.760]  神對他們說
[00:10:12.000 --> 00:10:13.960]  你要回顧你的過去
[00:10:13.960 --> 00:10:16.480]  你看看這四十年裡面
[00:10:16.480 --> 00:10:17.440]  我如何供應你
[00:10:17.440 --> 00:10:20.480]  口渴的時候盆石可以出水
[00:10:20.480 --> 00:10:23.120]  太陽暴曬的時候
[00:10:23.120 --> 00:10:24.880]  有雲柱為你遮蔭
[00:10:24.880 --> 00:10:27.640]  晚上沒有電力
[00:10:27.640 --> 00:10:30.480]  但是我有火柱為你們照耀
[00:10:30.480 --> 00:10:32.800]  你甚至吃到口渴的時候
[00:10:32.800 --> 00:10:34.040]  我連鵪鶉也給了你
[00:10:34.040 --> 00:10:37.400]  所以你要數算過去的日子
[00:10:38.320 --> 00:10:42.600]  以至到你有信心去面對前面的挑戰
[00:10:42.600 --> 00:10:45.240]  所以我們要回顧
[00:10:45.240 --> 00:10:48.720]  我不知道特別我們在香港的弟兄姊妹
[00:10:48.720 --> 00:10:51.720]  你離開了你的舒適區
[00:10:51.720 --> 00:10:55.240]  是你自己成長你熟悉的地方
