
[00:00:00.000 --> 00:00:01.400]  評姊妹平安
[00:00:01.400 --> 00:00:03.800]  很開心今天去分享訊息
[00:00:03.800 --> 00:00:05.040]  每一次分享訊息
[00:00:05.040 --> 00:00:07.640]  我自己都很有得著和經歷的
[00:00:07.640 --> 00:00:10.200]  原來我們今天這個講題
[00:00:10.200 --> 00:00:12.640]  我們都一個很熟悉的記載
[00:00:12.640 --> 00:00:14.160]  就是耶穌平靜風浪
[00:00:14.160 --> 00:00:16.760]  我們在這個記載裏面去反思
[00:00:16.760 --> 00:00:17.840]  我們怎樣實踐
[00:00:17.840 --> 00:00:20.040]  我們開始前有一齊投稿的時間
[00:00:20.040 --> 00:00:22.720]  齊主我們去多謝祢
[00:00:22.720 --> 00:00:25.480]  因為是祢的話語
[00:00:25.480 --> 00:00:27.080]  祢的同在
[00:00:27.080 --> 00:00:27.880]  祢的拯救
[00:00:27.880 --> 00:00:29.640]  叫我們生命不再一樣
[00:00:29.640 --> 00:00:32.600]  願今天我們再在祢的話語
[00:00:32.600 --> 00:00:33.600]  祢的教導裏面
[00:00:33.600 --> 00:00:34.960]  明白祢的心意
[00:00:34.960 --> 00:00:37.080]  實踐祢的教導
[00:00:37.080 --> 00:00:39.120]  回應這個世界的需要
[00:00:39.120 --> 00:00:40.160]  聽我們簡陶稿
[00:00:40.160 --> 00:00:41.360]  奉主耶穌的德性
[00:00:41.360 --> 00:00:42.400]  明智祈求
[00:00:42.400 --> 00:00:43.200]  阿們
[00:00:43.200 --> 00:00:45.440]  經文剛才都讀了
[00:00:45.440 --> 00:00:46.440]  就是杜牧師都讀了
[00:00:46.440 --> 00:00:49.040]  但是我想給大家具體一些
[00:00:49.040 --> 00:00:50.080]  實在一些
[00:00:50.080 --> 00:00:53.160]  感受一下經文的恐怖誇張之處
[00:00:53.160 --> 00:00:54.760]  所以我有一個短片
[00:00:54.760 --> 00:00:56.480]  想和大家去分享的
[00:00:56.480 --> 00:00:58.360]  所以我們一起看看
[00:01:00.640 --> 00:01:02.560]  在這些故事
[00:01:02.560 --> 00:01:05.240]  耶穌平靜風浪
[00:01:05.240 --> 00:01:07.320]  這裏是耶穌
[00:01:07.320 --> 00:01:11.320]  祂是神的遺址
[00:01:11.320 --> 00:01:13.960]  這裏是救世處
[00:01:13.960 --> 00:01:16.800]  耶穌在世上的時刻
[00:01:16.800 --> 00:01:19.800]  遇見了很多人間
[00:01:19.800 --> 00:01:22.960]  祂做了很多神蹟
[00:01:22.960 --> 00:01:25.640]  例如在水上行走
[00:01:25.640 --> 00:01:30.640]  祂說:你死了,我活了
[00:01:30.640 --> 00:01:32.640]  哇嗚!
[00:01:32.640 --> 00:01:35.640]  有一個人
[00:01:35.640 --> 00:01:37.640]  耶穌說完之後
[00:01:37.640 --> 00:01:39.640]  就跟著祂說
[00:01:39.640 --> 00:01:42.640]  我們坐在祂的另一邊
[00:01:42.640 --> 00:01:44.640]  啊!
[00:01:44.640 --> 00:01:46.640]  於是他們就上船出發
[00:01:46.640 --> 00:01:49.640]  然後其他船都跟著祂們出發
[00:01:49.640 --> 00:01:52.640]  啊!
[00:01:52.640 --> 00:01:55.640]  耶穌就在船上跟著了
[00:01:55.640 --> 00:02:00.640]  啊!
[00:02:00.640 --> 00:02:03.640]  然後那些船員很恐怖
[00:02:03.640 --> 00:02:06.640]  那些船員都很多歲了
[00:02:06.640 --> 00:02:08.640]  他們的情況很危險
[00:02:08.640 --> 00:02:11.640]  就那麼大聲叫醒耶穌
[00:02:11.640 --> 00:02:14.640]  救命啊!
[00:02:14.640 --> 00:02:16.640]  我們快要淹死了
[00:02:16.640 --> 00:02:18.640]  你不理我們嗎?
[00:02:18.640 --> 00:02:20.640]  耶穌就這樣回答他們
[00:02:20.640 --> 00:02:23.640]  你們不需要害怕
[00:02:23.640 --> 00:02:26.640]  你們的信心很大
[00:02:26.640 --> 00:02:29.640]  於是他們就清醒了
[00:02:29.640 --> 00:02:31.640]  清醒了
[00:02:31.640 --> 00:02:33.640]  清醒了
[00:02:33.640 --> 00:02:36.640]  當然風浪全散
[00:02:36.640 --> 00:02:38.640]  耶穌就很寧靜
[00:02:38.640 --> 00:02:41.640]  然後耶穌對他們說
[00:02:41.640 --> 00:02:44.640]  你們的信心很堅強
[00:02:44.640 --> 00:02:48.640]  耶穌說:他們到底是什麼人?
[00:02:48.640 --> 00:02:51.640]  他們的信心很堅強
[00:02:51.640 --> 00:02:54.640]  風浪都聽祂的話
[00:03:19.640 --> 00:03:23.640]  風暴危難都是經文的重點
[00:03:23.640 --> 00:03:28.640]  不過更加重要的是揭開風暴底下的問題
[00:03:28.640 --> 00:03:32.640]  在經文最後的對話有一個很好的提醒
[00:03:32.640 --> 00:03:34.640]  我們一會兒會再看多一點
[00:03:34.640 --> 00:03:36.640]  首先說一下背景
[00:03:36.640 --> 00:03:38.640]  我們剛才讀的是《馬可福音》第四章
[00:03:38.640 --> 00:03:40.640]  第四章發生什麼事呢?
[00:03:40.640 --> 00:03:44.640]  就是耶穌剛剛說完一大堆的比喻
[00:03:44.640 --> 00:03:48.640]  包括說完芥菜種的比喻就上船了
[00:03:48.640 --> 00:03:50.640]  之後第35節我們剛才也看到了
[00:03:50.640 --> 00:03:52.640]  耶穌說:到那邊
[00:03:52.640 --> 00:03:53.640]  那邊就是哪邊呢?
[00:03:53.640 --> 00:03:56.640]  其實就是渡過加利利湖
[00:03:56.640 --> 00:03:58.640]  去西面去格拉森
[00:03:58.640 --> 00:04:00.640]  就是一個港鬼入侏群的地方
[00:04:00.640 --> 00:04:02.640]  加利利湖是什麼呢?
[00:04:02.640 --> 00:04:04.640]  是一個很有特色的湖
[00:04:04.640 --> 00:04:05.640]  就是這幅相
[00:04:05.640 --> 00:04:07.640]  它和它的地理位置很有關係
[00:04:07.640 --> 00:04:09.640]  大家看到這幅相
[00:04:09.640 --> 00:04:12.640]  這個湖有一個很漂亮的山在後面
[00:04:12.640 --> 00:04:13.640]  有一個山脈在後面
[00:04:13.640 --> 00:04:15.640]  原來加利利湖的北面
[00:04:15.640 --> 00:04:18.640]  是有一個山脈圍繞著的
[00:04:18.640 --> 00:04:19.640]  簡單來說
[00:04:19.640 --> 00:04:21.640]  就好像一個屏障
[00:04:21.640 --> 00:04:23.640]  擋住了大部分的風
[00:04:23.640 --> 00:04:25.640]  所以加利利湖的特色是什麼呢?
[00:04:25.640 --> 00:04:27.640]  它就極大部分的時間
[00:04:27.640 --> 00:04:29.640]  那個湖面、那個海面
[00:04:29.640 --> 00:04:31.640]  都是平靜的
[00:04:31.640 --> 00:04:32.640]  很平靜的
[00:04:32.640 --> 00:04:36.640]  不過當有一風吹得過這個山脈的時候
[00:04:36.640 --> 00:04:38.640]  代表什麼呢?
[00:04:38.640 --> 00:04:39.640]  那個是一個暴風
[00:04:39.640 --> 00:04:42.640]  所以加利利湖只有兩個情況
[00:04:42.640 --> 00:04:44.640]  一是很平靜
[00:04:44.640 --> 00:04:45.640]  一是很大風
[00:04:45.640 --> 00:04:47.640]  而第37節
[00:04:47.640 --> 00:04:48.640]  經文就說到
[00:04:48.640 --> 00:04:51.640]  「門徒遇到暴風」
[00:04:51.640 --> 00:04:53.640]  作者馬可用一個形容詞
[00:04:53.640 --> 00:04:56.640]  去貫穿了整個故事的事跡
[00:04:56.640 --> 00:04:57.640]  我們去看
[00:04:57.640 --> 00:04:58.640]  這個希臘文
[00:04:58.640 --> 00:04:59.640]  怎麼讀呢?
[00:04:59.640 --> 00:05:01.640]  就是Megas
[00:05:01.640 --> 00:05:03.640]  Megas這個字是什麼意思呢?
[00:05:03.640 --> 00:05:05.640]  就是很偉大
[00:05:05.640 --> 00:05:06.640]  很多
[00:05:06.640 --> 00:05:07.640]  很強
[00:05:07.640 --> 00:05:10.640]  就好像英文的Megaboss的Mega
[00:05:10.640 --> 00:05:12.640]  這個源自於Megas
[00:05:12.640 --> 00:05:14.640]  例如我們形容一棵樹
[00:05:14.640 --> 00:05:15.640]  很大、很高
[00:05:15.640 --> 00:05:17.640]  你可以說是一個很Megas的樹
[00:05:17.640 --> 00:05:20.640]  或者我們形容禮堂的冷氣很強
[00:05:20.640 --> 00:05:23.640]  我們可以說是很Megas的冷氣
[00:05:23.640 --> 00:05:25.640]  短短幾節的經文裡
[00:05:25.640 --> 00:05:28.640]  馬可就用了三次這個形容詞
[00:05:28.640 --> 00:05:30.640]  去形容三樣東西
[00:05:30.640 --> 00:05:32.640]  不知道你剛才讀的時候
[00:05:32.640 --> 00:05:33.640]  留不留意到
[00:05:33.640 --> 00:05:36.640]  這段經文有哪三樣東西是馬可形容的呢?
[00:05:36.640 --> 00:05:38.640]  其實都很容易留意的
[00:05:38.640 --> 00:05:40.640]  因為highlight了藍色的
[00:05:40.640 --> 00:05:41.640]  綠色的
[00:05:41.640 --> 00:05:42.640]  分別就是形容風
[00:05:42.640 --> 00:05:44.640]  形容平靜
[00:05:44.640 --> 00:05:46.640]  和形容懼怕
[00:05:46.640 --> 00:05:48.640]  中文的和合本翻譯
[00:05:48.640 --> 00:05:49.640]  做暴風
[00:05:49.640 --> 00:05:51.640]  大大平靜
[00:05:51.640 --> 00:05:53.640]  和大大的懼怕
[00:05:53.640 --> 00:05:55.640]  其實都是同一個形容詞
[00:05:55.640 --> 00:05:57.640]  Megas這個字
[00:05:57.640 --> 00:06:00.640]  我嘗試用這個Megas的字
[00:06:00.640 --> 00:06:03.640]  將這個經文切開做三幕
[00:06:03.640 --> 00:06:04.640]  好像電影的三幕
