
[00:00:00.000 --> 00:00:04.240]  讓我們聽神的道義 才會同心共悟
[00:00:04.240 --> 00:00:07.740]  使彼得天父多謝你 讓我們能夠再次回到祢
[00:00:07.740 --> 00:00:12.320]  在祢的聖殿裏面 讓我們能夠去聽祢的說話
[00:00:12.320 --> 00:00:15.520]  求祢的聖靈觸摸我們每人的心
[00:00:15.520 --> 00:00:18.920]  能夠讓我們去降服在祢的說話裏面
[00:00:18.920 --> 00:00:22.640]  並且能夠遵行 求祢與我們同在
[00:00:22.640 --> 00:00:26.920]  使我們能夠認識一位又真又活的上主
[00:00:26.920 --> 00:00:30.960]  成為一位帶領我們 走向天路的各位的主人
[00:00:30.960 --> 00:00:33.920]  我們再次獻上感謝 同心的禱告
[00:00:33.920 --> 00:00:38.440]  奉靠主耶穌基督得勝的名士而得 阿們
[00:00:38.440 --> 00:00:46.740]  近來我每逢早上 因為有特價的緣故就去吃早餐
[00:00:46.740 --> 00:00:50.800]  五特價我通常都不去的
[00:00:50.800 --> 00:00:54.640]  我就去麥當勞吃早餐 因為減價
[00:00:54.640 --> 00:00:57.900]  減價我通常都挺節儉的
[00:00:57.900 --> 00:01:01.540]  就叫了一個減價的麵包 然後就坐下
[00:01:01.540 --> 00:01:04.480]  我通常連水都不帶的 叫他給我一杯熱水
[00:01:04.480 --> 00:01:06.280]  那就節儉了
[00:01:06.280 --> 00:01:09.520]  準備坐下的時候 每一天早上我就見到
[00:01:09.520 --> 00:01:13.740]  坐在我對面就有一個都挺時髦的人
[00:01:13.740 --> 00:01:17.200]  他拿著一個背包 和我都很像的
[00:01:17.200 --> 00:01:22.760]  不過看真一點 原來是一個行乞者
[00:01:22.760 --> 00:01:25.680]  他來做什麼呢? 多數我留意了他幾天
[00:01:25.680 --> 00:01:32.240]  一是來睡覺 另一件事他多數是在充電
[00:01:32.240 --> 00:01:37.280]  用麥當勞的充電插在充電
[00:01:37.280 --> 00:01:43.720]  很多東西 又有手機 又有平板電腦
[00:01:43.720 --> 00:01:48.000]  我見他都挺時髦的 但是我總覺得他很寂寞
[00:01:48.000 --> 00:01:50.920]  我有一次就很想和他說 因為坐在對面
[00:01:50.920 --> 00:01:54.920]  有時候又不是那麼方便 叫他在睡覺
[00:01:54.920 --> 00:01:57.120]  有一天早上很想和他說話的時候
[00:01:57.120 --> 00:02:00.800]  他在用充電機 突然間就有幾個人
[00:02:00.800 --> 00:02:05.460]  一起來和他打招呼 個個都很時髦的
[00:02:05.460 --> 00:02:09.140]  又是揹著背包 全部都是行乞者
[00:02:09.140 --> 00:02:13.740]  我發覺原來現在行乞的狀態和我差不多
[00:02:13.740 --> 00:02:17.580]  都是揹著背包 又有手機 又有平板
[00:02:17.580 --> 00:02:21.560]  跟著他打個招呼 他們還請他喝杯咖啡
[00:02:21.560 --> 00:02:24.240]  我只是喝杯水 他們喝咖啡
[00:02:24.240 --> 00:02:28.880]  我就想到原來一個鄰舍很重要
[00:02:28.880 --> 00:02:33.840]  行乞的人 縱使他走在街上 你以為他只有一個
[00:02:33.840 --> 00:02:39.720]  但是沒有一個人不需要一個他的同伴
[00:02:39.720 --> 00:02:46.740]  他是需要有和他一起的鄰舍 能夠彼此照顧
[00:02:48.340 --> 00:02:53.200]  被教會給我一個題目 就是有關我們能夠彼此
[00:02:53.200 --> 00:02:56.860]  成為一個對方 無論是大兄姊妹
[00:02:56.860 --> 00:03:00.580]  甚至是在我們社群裡面的一個陪伴
[00:03:00.580 --> 00:03:02.580]  一個好的鄰舍
[00:03:02.580 --> 00:03:08.960]  不知道你有些什麼想法 怎樣去實踐這個計劃呢?
[00:03:08.960 --> 00:03:12.740]  我相信最大的困難就是我們很多時候
[00:03:12.740 --> 00:03:16.820]  一講到鄰舍的時候 就想著當然是做些好事
[00:03:16.820 --> 00:03:20.460]  鄰居有什麼需要幫忙 我就去幫幫忙
[00:03:20.460 --> 00:03:23.500]  盡量去幫一下他
[00:03:23.500 --> 00:03:25.640]  不過 其實講真一句
[00:03:25.640 --> 00:03:28.020]  當我們要去學習做一個基督徒
[00:03:28.020 --> 00:03:30.700]  要能夠成為一個屬神的子民
[00:03:30.700 --> 00:03:33.600]  不只是做人鄰舍那麼簡單的
[00:03:33.600 --> 00:03:36.900]  做鄰舍為什麼而做鄰舍呢?
[00:03:36.900 --> 00:03:40.680]  你有沒有想過 因為他跟我住在隔壁
[00:03:40.680 --> 00:03:44.620]  或者剛好他在我隔壁的屋頂工作
[00:03:44.620 --> 00:03:49.200]  還是因為他經過 我就對他打個招呼
[00:03:49.200 --> 00:03:52.400]  好好的跟他相遇一下 是不是這樣呢?
[00:03:52.400 --> 00:03:54.800]  做基督徒有一樣東西
[00:03:54.800 --> 00:03:58.140]  當你成為別人的鄰舍的時候
[00:03:58.140 --> 00:04:04.460]  最重要的是將那個人能夠帶回去上帝的面前
[00:04:04.460 --> 00:04:08.700]  如果不是我們做鄰舍 其實是沒有什麼特別分別的
[00:04:08.700 --> 00:04:12.160]  跟其他不信主的人也都沒有什麼分別
[00:04:12.160 --> 00:04:15.960]  因為在這個世界裡面 每一個人都有他的鄰舍
[00:04:15.960 --> 00:04:19.960]  無論你信主也好 不信主也好 你都有你的鄰舍
[00:04:19.960 --> 00:04:23.240]  如果我們跟其他人一模一樣的話
[00:04:23.240 --> 00:04:27.360]  我們其實枉花了上帝給我們這幾十年的光陰
[00:04:27.360 --> 00:04:31.480]  在地上所應當履行的事
[00:04:31.480 --> 00:04:34.760]  在聖經裡面 當我們去看到鄰舍的題目
[00:04:34.760 --> 00:04:39.600]  很多人都會馬上想到 新約的時候在路加福音
[00:04:39.600 --> 00:04:43.060]  耶穌曾經說過的一個比喻
[00:04:43.060 --> 00:04:46.440]  就是普薩瑪利人的故事
[00:04:46.440 --> 00:04:49.620]  普薩瑪利亞人這個故事其實最終
[00:04:49.620 --> 00:04:55.280]  最開始和最終都是在一個題目、一個問題裡面
[00:04:55.280 --> 00:04:58.040]  就是有一個花尼塞人走來去挑戰耶穌
[00:04:58.040 --> 00:05:02.240]  就說 耶穌啊 我應該怎樣去得到永生?
[00:05:02.240 --> 00:05:03.880]  耶穌就跟他說
[00:05:03.880 --> 00:05:07.440]  他說 你都是律法師 你也都熟讀聖經
[00:05:07.440 --> 00:05:10.100]  那應該是什麼緣故啊?
[00:05:10.100 --> 00:05:13.340]  那他就說 馬上背誦聖經
[00:05:13.340 --> 00:05:16.400]  去展示自己有多熟悉的聖經
[00:05:16.400 --> 00:05:19.880]  於是他就打開 在《生命記》裡面
[00:05:19.880 --> 00:05:23.560]  去談論到怎麼樣?我們要尊重我們的主
[00:05:23.560 --> 00:05:26.000]  盡心、盡性、盡義、盡敵
[00:05:26.000 --> 00:05:29.020]  愛我們的主、愛我們的神 並且怎樣?
[00:05:29.020 --> 00:05:31.820]  愛我們的鄰舍
[00:05:31.820 --> 00:05:35.120]  耶穌說 那你就照做吧
[00:05:35.120 --> 00:05:38.820]  他很不滿意 因為其實他想來挑戰耶穌
[00:05:38.820 --> 00:05:41.080]  雖然表面上他講得非常之好
[00:05:41.080 --> 00:05:44.760]  好像是一個很熟讀聖經、很虔誠的人
[00:05:44.760 --> 00:05:46.660]  他動機不良
[00:05:46.660 --> 00:05:50.180]  於是在這個時候他再挑戰耶穌
[00:05:50.180 --> 00:05:52.720]  那誰是我的鄰舍呢?
[00:05:52.720 --> 00:05:56.440]  耶穌就說了 普薩瑪利亞人這個故事
[00:05:56.440 --> 00:05:59.900]  今天我不是和你說這篇比喻
[00:05:59.900 --> 00:06:02.460]  不過最重要的一樣東西就是
[00:06:02.460 --> 00:06:05.860]  其實考慮怎樣成為別人的鄰舍
[00:06:05.860 --> 00:06:10.540]  還有哪一個鄰舍 我怎樣分辨哪一個是真正的鄰舍
[00:06:10.540 --> 00:06:13.220]  特別我們做信徒 在這條天路行走的時候
[00:06:13.220 --> 00:06:17.180]  怎知道彼此守望 是一個很重要的課題
[00:06:17.180 --> 00:06:22.380]  於是我就想到在《九曰聖經》裡面 路德記
[00:06:22.380 --> 00:06:26.460]  因為在路德記裡面有很多鄰舍
[00:06:26.460 --> 00:06:29.020]  如果大家有機會去看看路德記的時候
[00:06:29.020 --> 00:06:32.760]  你會發現到路德記由開始就說到一個社群
[00:06:32.760 --> 00:06:36.060]  有一個社群 這些社群究竟是怎樣建立的?
[00:06:36.060 --> 00:06:39.060]  而這些社群究竟是什麼社群呢?
[00:06:39.060 --> 00:06:42.620]  簡單點來說 很多人對路德記看多
[00:06:42.620 --> 00:06:47.400]  以為路德記是一個非常之浪漫
[00:06:47.400 --> 00:06:50.520]  很美麗的一個愛情故事
[00:06:50.520 --> 00:06:52.700]  因爲很多人去看路德記
[00:06:52.700 --> 00:06:56.420]  認爲路德記是何等的一位老人家
[00:06:56.420 --> 00:07:01.660]  大大蒙福的故事 但其實當我們仔細去看路德記的時候
[00:07:01.660 --> 00:07:06.540]  其實是在暗地裡去諷刺著一群人
[00:07:06.540 --> 00:07:11.020]  一群什麼人? 屬神的子民
[00:07:11.020 --> 00:07:16.420]  這群屬神的子民 他們天生是猶太人 是希伯來人
[00:07:16.420 --> 00:07:20.100]  但他們的思維從頭到尾
[00:07:20.100 --> 00:07:25.180]  其實思想好像一個平凡沒有神的人一樣
[00:07:25.180 --> 00:07:26.980]  不如讓我們去看一下 好不好?
[00:07:26.980 --> 00:07:29.520]  請大家有聖經的打開路德記
[00:07:29.520 --> 00:07:31.520]  我會和大家一路看一些經文
[00:07:31.520 --> 00:07:35.800]  然後會回到今天的主要的經文 去到第四章裡面
[00:07:35.800 --> 00:07:37.800]  路德記究竟講些什麼呢?
[00:07:37.800 --> 00:07:42.680]  路德記其實一開始是講到在史詩丙正的時候
[00:07:42.680 --> 00:07:45.100]  史詩是一個什麼時代? 史詩很簡單
[00:07:45.100 --> 00:07:49.520]  史詩記根本在最後一節裡面就談論到
[00:07:49.520 --> 00:07:56.520]  史詩時代基本上是一個混亂不堪 各人按己意而行的一個時代
[00:07:56.520 --> 00:08:00.680]  我照希伯來文的原文意思 不是按己意這麼簡單
[00:08:00.680 --> 00:08:05.480]  是各人看為好 就去做的事的時代
[00:08:05.480 --> 00:08:08.380]  就是說你覺得好 你就去做
[00:08:08.380 --> 00:08:10.720]  我覺得好 我就去做
[00:08:10.720 --> 00:08:13.600]  不要管你覺得好不好 我覺得好不好
[00:08:13.600 --> 00:08:17.260]  就算有衝突都好 大家喜歡怎麼做就怎麼做
[00:08:17.260 --> 00:08:20.820]  是一個這樣的時代 當在這樣的時代裡面
[00:08:20.820 --> 00:08:26.080]  有一個人 他是一個猶太人 屬於猶大支派
[00:08:26.080 --> 00:08:29.360]  住在伯利恆 一個很重要的城市
[00:08:29.360 --> 00:08:33.820]  在猶太人的歷史當中 他就帶著他的妻子
[00:08:33.820 --> 00:08:36.660]  和兩個兒子離開家鄉 為什麼呢?
[00:08:36.660 --> 00:08:41.420]  因為當時在希伯來人所住的地帶
[00:08:41.420 --> 00:08:46.160]  伯利恆有饑荒 他就帶著他走
[00:08:46.160 --> 00:08:50.700]  走了去東南面的摩押地
[00:08:50.700 --> 00:08:57.420]  去那裡做什麼呢? 寄居 看看有什麼機會
[00:08:57.420 --> 00:08:59.720]  這種是什麼思想呢?
[00:08:59.720 --> 00:09:04.480]  今天其實當我們做基督徒的時候
[00:09:04.480 --> 00:09:07.360]  你在想事情的思維
[00:09:07.360 --> 00:09:11.120]  究竟是上帝在教我們的思維呢?
[00:09:11.120 --> 00:09:15.800]  還是這個世界在給你的思維呢?
[00:09:15.800 --> 00:09:19.600]  前天我才剛做完一個調查
[00:09:19.600 --> 00:09:22.440]  現在世界的人口總共有78億人口
[00:09:22.440 --> 00:09:26.420]  在78億人口裡面 有三分之一的人口
[00:09:26.420 --> 00:09:30.580]  是叫做基督徒 你說多好啊
[00:09:30.580 --> 00:09:32.460]  我們佔三分之一 是不是?
[00:09:32.460 --> 00:09:36.740]  不過請留意 基督徒的人是包括很多的
[00:09:36.740 --> 00:09:39.820]  連天主教那些都包括的
[00:09:39.820 --> 00:09:45.280]  如果真的要進入到說是屬於改教中的
[00:09:45.280 --> 00:09:50.460]  又是在這個群體裡再加的 只有三分之一
[00:09:50.460 --> 00:09:53.640]  而在這三分之一的改教中裡面
[00:09:53.640 --> 00:09:56.880]  究竟還有多少是真的秉持上帝的說話
[00:09:56.880 --> 00:09:59.720]  而行事的人呢? 我不敢說
[00:09:59.720 --> 00:10:02.120]  不過最簡單的計算就是說
[00:10:02.120 --> 00:10:06.120]  在整個人口的78億的當中
[00:10:06.120 --> 00:10:09.120]  只有大約十分之一的人
[00:10:09.120 --> 00:10:13.000]  他們是肯秉持聖經而行事的
[00:10:13.000 --> 00:10:15.380]  換句話來說 在這個世界裡面
[00:10:15.380 --> 00:10:19.780]  有接近於有九十分之九的人
[00:10:19.780 --> 00:10:22.080]  都是持著別樣的信仰
[00:10:22.080 --> 00:10:24.520]  或者帶著一些不信的信仰
[00:10:24.520 --> 00:10:27.300]  甚至除了這個世界的人一般的思維
[00:10:27.300 --> 00:10:30.560]  在活動著 我們就是活在這樣的環境裡面
[00:10:30.560 --> 00:10:34.300]  像不像聖經這裡所說的「事思的時代」?
[00:10:34.300 --> 00:10:36.440]  當我們活在這樣的時代裡面
[00:10:36.440 --> 00:10:38.840]  我們有沒有去學會怎麼去抗衡
[00:10:38.840 --> 00:10:42.040]  或者去辨別那些思維
[00:10:42.040 --> 00:10:44.300]  然後我們學會在這個環境裡
[00:10:44.300 --> 00:10:46.720]  仍然成為他們的輪車
[00:10:46.720 --> 00:10:48.920]  帶回他們上主的裡面
[00:10:48.920 --> 00:10:52.880]  這個很值得我們今天在這段聖經裡面思想
[00:10:52.880 --> 00:10:55.480]  這個人物叫做「以利米勒」
[00:10:55.480 --> 00:10:56.680]  他帶著一家人就走
[00:10:56.680 --> 00:10:59.840]  「以利米勒」本身這個名字意思就是
[00:10:59.840 --> 00:11:02.080]  上帝為王
[00:11:02.080 --> 00:11:05.080]  一個人如果他的名字叫上帝為王
[00:11:05.080 --> 00:11:08.680]  他應該做事應該都照上帝的話 是不是?
[00:11:08.680 --> 00:11:09.960]  如果你的名字叫「榮基」
[00:11:09.960 --> 00:11:12.040]  那你當然是「榮耀基督」了 是不是?
[00:11:12.040 --> 00:11:15.200]  你叫「愛主」 那你當然是要「愛主」了 是不是?
[00:11:15.200 --> 00:11:17.240]  所以我都很怕將自己的子女
[00:11:17.240 --> 00:11:19.120]  又叫「愛主」「榮基」那樣改的
[00:11:19.120 --> 00:11:22.360]  因為這樣改我怕他做不到
[00:11:22.360 --> 00:11:24.040]  不過假如你是這樣的情況
[00:11:24.040 --> 00:11:28.400]  你有沒有努力去真的配得上這個名字呢?
[00:11:28.400 --> 00:11:30.040]  他就不行了
[00:11:30.040 --> 00:11:33.400]  「以利米勒」帶著他一家三、四個人
[00:11:33.400 --> 00:11:36.600]  老婆帶著兩個兒子 兩個兒子又不長進
[00:11:36.600 --> 00:11:41.560]  下去沒多久娶了太太之後又死了
[00:11:41.560 --> 00:11:44.000]  他自己又死了
[00:11:44.000 --> 00:11:48.200]  只剩下三個女人在一個家庭裏面
[00:11:48.200 --> 00:11:50.120]  兄弟姐妹
[00:11:50.120 --> 00:11:53.560]  他們去娶的是一個外族的人
[00:11:53.560 --> 00:11:57.640]  是一個屬於這個摩訶地的女子
[00:11:57.640 --> 00:12:00.640]  他們不知道什麼是猶太人的傳統
[00:12:00.640 --> 00:12:02.760]  但是他只知道他屬於這個家庭之後
[00:12:02.760 --> 00:12:04.680]  他就跟隨著他
[00:12:04.680 --> 00:12:08.560]  有一份信服的態度
[00:12:08.560 --> 00:12:10.720]  於是在這樣的情況之下
[00:12:10.720 --> 00:12:13.480]  他的家婆 她的名字叫「娜娜米」
[00:12:13.480 --> 00:12:15.240]  就說「不如我們回家鄉吧」
[00:12:15.240 --> 00:12:17.480]  「我聽聞在伯尼恆那裏」
[00:12:17.480 --> 00:12:19.600]  「現在上帝很祝福他們」
[00:12:19.600 --> 00:12:21.960]  「我所以於是要準備回去」
[00:12:21.960 --> 00:12:26.280]  「你們兩個回到你父家裏面吧」
[00:12:26.280 --> 00:12:30.400]  「趁年輕找一個男人嫁給他」
[00:12:30.400 --> 00:12:34.680]  好聽嗎?多麼關心他
[00:12:34.680 --> 00:12:37.880]  但這些是什麼思維?
[00:12:37.880 --> 00:12:40.720]  上帝的思維?
[00:12:40.720 --> 00:12:44.520]  還是他自己的思維?
[00:12:44.520 --> 00:12:47.320]  兩個媳婦原本不肯走的
[00:12:47.320 --> 00:12:50.800]  不過有一個被勸了真的走了
[00:12:50.800 --> 00:12:52.440]  但只剩下一個
[00:12:52.440 --> 00:12:54.240]  那個叫「盧德」
[00:12:54.240 --> 00:12:58.200]  就是我們今天所看這本書的其中一個主角
[00:12:58.200 --> 00:13:00.800]  在聖經裏面有兩本書
[00:13:00.800 --> 00:13:03.320]  是用女性的名字去命名的
