
[00:00:00.000 --> 00:00:02.000]  我們首先低頭祈禱
[00:00:02.000 --> 00:00:05.000]  主啊!多謝祢給我們機會敬拜祢
[00:00:05.000 --> 00:00:07.000]  用詩歌讚美祢
[00:00:07.000 --> 00:00:09.000]  求祢在這一刻安靜我們心
[00:00:09.000 --> 00:00:11.000]  對我們每一個人講說話
[00:00:11.000 --> 00:00:12.000]  我們每一個人奉祈禱
[00:00:12.000 --> 00:00:13.000]  受基督命求
[00:00:13.000 --> 00:00:18.000]  話說有一位宣教士
[00:00:18.000 --> 00:00:21.000]  去了一個很遙遠的地方宣教
[00:00:21.000 --> 00:00:26.000]  這是幾百年前的故事
[00:00:26.000 --> 00:00:28.000]  開始宣教的時候
[00:00:28.000 --> 00:00:30.000]  就有人信主
[00:00:30.000 --> 00:00:33.000]  到十月十一月左右
[00:00:33.000 --> 00:00:37.000]  他就開始教導這些新的信徒
[00:00:37.000 --> 00:00:40.000]  關於基督教的節期
[00:00:40.000 --> 00:00:43.000]  他說接下來就聖誕節了
[00:00:43.000 --> 00:00:45.000]  我們就慶祝聖誕
[00:00:45.000 --> 00:00:47.000]  很多時候就會有交換禮物
[00:00:47.000 --> 00:00:48.000]  為什麼呢?
[00:00:48.000 --> 00:00:51.000]  因為主耶穌基督就是最好的禮物
[00:00:51.000 --> 00:00:55.000]  有一位信徒聽了之後
[00:00:55.000 --> 00:01:01.000]  就想送一件禮物給宣教士
[00:01:01.000 --> 00:01:04.000]  就是一塊很特別的石頭
[00:01:04.000 --> 00:01:05.000]  但這塊石頭很特別
[00:01:05.000 --> 00:01:06.000]  不只漂亮
[00:01:06.000 --> 00:01:09.000]  是要走幾天的路程
[00:01:09.000 --> 00:01:12.000]  去到一個湖才會有的
[00:01:12.000 --> 00:01:15.000]  這個信徒真的走了幾天
[00:01:15.000 --> 00:01:17.000]  去到那個地方
[00:01:17.000 --> 00:01:18.000]  拿了那塊石頭
[00:01:18.000 --> 00:01:20.000]  走了幾天回來
[00:01:20.000 --> 00:01:22.000]  來給宣教士
[00:01:22.000 --> 00:01:24.000]  當然宣教士拿到之後
[00:01:24.000 --> 00:01:25.000]  很開心
[00:01:25.000 --> 00:01:26.000]  看到很漂亮
[00:01:26.000 --> 00:01:28.000]  還以為走了一個星期
[00:01:28.000 --> 00:01:30.000]  幾天去幾天回來
[00:01:30.000 --> 00:01:31.000]  他這樣講的時候
[00:01:31.000 --> 00:01:32.000]  那個信徒說什麼呢?
[00:01:32.000 --> 00:01:34.000]  他說牧師
[00:01:34.000 --> 00:01:38.000]  長長的路程是禮物的一部分
[00:01:38.000 --> 00:01:41.000]  覺得很有意思
[00:01:41.000 --> 00:01:43.000]  不只是那塊石頭
[00:01:43.000 --> 00:01:45.000]  要走那條路程
[00:01:45.000 --> 00:01:46.000]  長長的路程
[00:01:46.000 --> 00:01:49.000]  都是禮物的一部分
[00:01:49.000 --> 00:01:51.000]  今天我們說主耶穌基督
[00:01:51.000 --> 00:01:54.000]  是神給我們最好的禮物
[00:01:54.000 --> 00:01:56.000]  但是要給一份禮物給我們
[00:01:56.000 --> 00:02:01.000]  神實在真的走了一個長長的路程
[00:02:01.000 --> 00:02:05.000]  如果你阿伯拉罕開始計算
[00:02:05.000 --> 00:02:06.000]  去到耶穌來的時候
[00:02:06.000 --> 00:02:07.000]  差不多二千年
[00:02:07.000 --> 00:02:10.000]  不過最重要的是什麼呢?
[00:02:10.000 --> 00:02:12.000]  禮物給了之後
[00:02:12.000 --> 00:02:14.000]  好像那個路程就完了
[00:02:14.000 --> 00:02:15.000]  但是神給我們的禮物
[00:02:15.000 --> 00:02:17.000]  那個路程是未完的
