
[00:00:00.000 --> 00:00:02.000]  各位電視姊妹,又讀聖經了
[00:00:02.000 --> 00:00:04.600]  時間過得很快,好像眨眼一天一樣
[00:00:04.600 --> 00:00:06.600]  眨一眨又一天一樣
[00:00:06.600 --> 00:00:09.000]  時間過得很快的
[00:00:09.000 --> 00:00:12.800]  新聞說書教網絡又為大家講聖經了
[00:00:12.800 --> 00:00:18.200]  聖經人聖經時最重要是看到背後上帝怎樣工作
[00:00:18.200 --> 00:00:20.200]  好了,今天的主題
[00:00:20.200 --> 00:00:21.600]  不要耽誤我
[00:00:21.600 --> 00:00:27.000]  不要令我遲延,不要阻礙我
[00:00:27.000 --> 00:00:30.000]  不要耽誤我
[00:00:30.000 --> 00:00:32.400]  好了,又是那件事
[00:00:32.400 --> 00:00:37.000]  就是阿伯喊取身好的續篇
[00:00:37.000 --> 00:00:42.200]  那個僕人,那人,聖經叫做
[00:00:42.200 --> 00:00:46.000]  將一個金環戴在鼻子上
[00:00:46.000 --> 00:00:49.600]  然後呢,怎麼戴啊?立即扭鼻子嗎?
[00:00:49.600 --> 00:00:53.800]  不是,當時很多女子都已經穿了個洞
[00:00:53.800 --> 00:00:57.600]  好像很多女子已經在耳朵穿了個洞
[00:00:57.600 --> 00:00:59.400]  隨時可以戴了
[00:00:59.400 --> 00:01:03.200]  穿了個洞,就戴了個金環
[00:01:03.200 --> 00:01:06.600]  另外就給她戴了一對金手鐲
[00:01:06.600 --> 00:01:09.400]  然後問:你是誰的女兒?
[00:01:09.400 --> 00:01:12.000]  家裡有沒有地方住?我去借宿一下
[00:01:12.000 --> 00:01:14.600]  有啊有啊,就跑回家了
[00:01:14.600 --> 00:01:17.600]  女子,創世紀二十四章二十八節
[00:01:17.600 --> 00:01:24.000]  女子跑回去照著這隻蛇話告訴他母親和他家女的人
[00:01:24.000 --> 00:01:27.400]  很有趣,喜歡跟母親說
[00:01:27.400 --> 00:01:34.200]  特別是利伯加里卡,他講密家語拿學
[00:01:34.200 --> 00:01:38.200]  就是我爺爺那輩,都是女的先行
[00:01:38.200 --> 00:01:43.600]  然後跑回去,就將這隻蛇話告訴他母親,而不是父親
[00:01:43.600 --> 00:01:52.200]  有趣嗎?可能父親未必在家
[00:01:52.200 --> 00:01:54.400]  或者出去了,或者已經不在世
[00:01:54.400 --> 00:01:58.200]  他母親和他家女的人
[00:01:58.200 --> 00:02:00.400]  利伯加里有一個哥哥
[00:02:00.400 --> 00:02:04.600]  在這段經文,可能彼得利不是很主動
[00:02:04.600 --> 00:02:07.200]  或者不在家,或者有種種因素
[00:02:07.200 --> 00:02:11.000]  現在媽媽與哥哥在家裡說事
[00:02:11.000 --> 00:02:15.400]  利伯加里有一個哥哥,名叫拉班
[00:02:15.400 --> 00:02:20.400]  大家聽過了,拉班就是白色的意思
[00:02:20.400 --> 00:02:24.800]  白色是顏色來的,可能拉班是比較白的
[00:02:24.800 --> 00:02:29.000]  出世後,有一對兄弟在《聖經》裡很出名的
[00:02:29.000 --> 00:02:33.000]  就是以撒兩個兒子
[00:02:33.000 --> 00:02:36.400]  爭著出世的這個媽胎
[00:02:36.400 --> 00:02:41.400]  大兒子以素,很多毛,而且紅的人
[00:02:41.400 --> 00:02:46.400]  紅色的意思,叫做以東,以東就是紅色的意思
[00:02:46.400 --> 00:02:48.600]  以素就是毛的意思
[00:02:48.600 --> 00:02:56.000]  雅各爭著出世的意思
[00:02:56.000 --> 00:03:01.400]  拉班就是雅各舅父
[00:03:01.400 --> 00:03:04.400]  媽媽就是利伯加里
[00:03:04.400 --> 00:03:07.200]  拉班就是白色的意思
[00:03:07.200 --> 00:03:10.800]  看見妹妹走回來
[00:03:10.800 --> 00:03:13.800]  一走進來就看到她的臉
[00:03:13.800 --> 00:03:15.600]  這是金環的目的
[00:03:15.600 --> 00:03:19.600]  一看就看到她的金環,很富有
[00:03:19.600 --> 00:03:21.400]  很漂亮
[00:03:21.400 --> 00:03:25.400]  又看見她的金竹在她妹妹手上
[00:03:25.400 --> 00:03:28.800]  聽到利伯加里的妹妹這樣說
[00:03:28.800 --> 00:03:32.800]  那個人怎樣怎樣跟我說
[00:03:32.800 --> 00:03:36.800]  於是拉班就說,嘩!這件事很嚴重
[00:03:36.800 --> 00:03:39.800]  於是跑出去,往井旁去
[00:03:39.800 --> 00:03:45.800]  拉班雖然也是信耶和華的
[00:03:45.800 --> 00:03:55.400]  不過我怕他對金錢也挺有興趣的
[00:03:55.400 --> 00:03:59.600]  嘩!有錢的
[00:03:59.600 --> 00:04:02.400]  拉班就跑出去到井旁看看發生什麼事
[00:04:02.400 --> 00:04:07.000]  一看見他的女兒有金環與金手竹
[00:04:07.000 --> 00:04:10.000]  十四赫勒,很多錢,是金的
[00:04:10.000 --> 00:04:14.200]  跑出去看見駱駝等等
[00:04:14.200 --> 00:04:15.800]  對那個人說
[00:04:15.800 --> 00:04:19.800]  你借蒙耶和華賜福,請進來吧
[00:04:19.800 --> 00:04:21.200]  為什麼站在外面?
[00:04:21.200 --> 00:04:24.000]  嘩!很會說話,整家人都很厲害
[00:04:24.000 --> 00:04:26.000]  我已經收拾了房屋
[00:04:26.000 --> 00:04:28.400]  也為駱駝預備了地方
[00:04:28.400 --> 00:04:31.800]  拉班跑出來的時候已經吩咐工人
[00:04:31.800 --> 00:04:34.600]  預備好地方,有十隻駱駝
[00:04:34.600 --> 00:04:37.600]  有人來住,整頓一下
[00:04:37.600 --> 00:04:39.600]  這是貴客
[00:04:39.600 --> 00:04:42.600]  我們讀一下第三十二節
[00:04:42.600 --> 00:04:45.000]  那人進了拉班的家
[00:04:45.000 --> 00:04:48.800]  拉班卸了駱駝,用草料餵上拿水給那人
[00:04:48.800 --> 00:04:51.200]  和跟隨的人洗腳
[00:04:51.200 --> 00:04:55.200]  這裡叫拉班的家
[00:04:55.200 --> 00:04:58.200]  為什麼不是彼土利的家呢?
[00:04:58.200 --> 00:05:02.600]  拉班的家是哥哥做了主
[00:05:02.600 --> 00:05:04.000]  彼土利
[00:05:04.000 --> 00:05:07.600]  可能爸爸彼土利年紀大
[00:05:07.600 --> 00:05:11.200]  阿伯拉罕都這麼大年紀了
[00:05:11.200 --> 00:05:13.200]  彼土利應該不小了
[00:05:13.200 --> 00:05:16.800]  可能退休或不太活動了
[00:05:16.800 --> 00:05:21.800]  已經是拉班哥哥出來作主
[00:05:21.800 --> 00:05:25.800]  母親的家
[00:05:25.800 --> 00:05:28.400]  爸爸年紀大一點,太太年紀小一點
[00:05:28.400 --> 00:05:32.400]  於是哥哥拉班出來作主
[00:05:32.400 --> 00:05:34.000]  母親也作主
[00:05:34.000 --> 00:05:36.800]  爸爸彼土利年紀大也不少了
[00:05:36.800 --> 00:05:38.200]  跟阿伯拉罕差不多了
[00:05:38.200 --> 00:05:40.200]  拉班的家
[00:05:40.200 --> 00:05:41.800]  拉班作主
[00:05:41.800 --> 00:05:45.400]  可能很忙
[00:05:45.400 --> 00:05:51.200]  卸了駱駝,用草料餵上拿水給那人
[00:05:51.200 --> 00:05:53.200]  和跟隨的人洗腳
[00:05:53.200 --> 00:05:56.600]  可能那人很想說
[00:05:56.600 --> 00:05:59.000]  拉班先生我想說
[00:05:59.000 --> 00:06:01.200]  等等,我們餵了駱駝
[00:06:01.200 --> 00:06:04.400]  等等,我們快開飯了,先坐一會
[00:06:04.400 --> 00:06:06.600]  等等,我先用水洗腳
[00:06:06.600 --> 00:06:07.800]  很忙
[00:06:07.800 --> 00:06:11.200]  那人唯有去別人家作客
[00:06:11.200 --> 00:06:12.800]  忍一忍
[00:06:12.800 --> 00:06:15.000]  終於想說
[00:06:15.000 --> 00:06:16.600]  我們先開飯
[00:06:16.600 --> 00:06:20.200]  開完飯,坐下先吃
[00:06:20.200 --> 00:06:22.800]  怎知那人不再等了
[00:06:22.800 --> 00:06:24.200]  第一點想說
[00:06:24.200 --> 00:06:28.400]  我不吃,等我說明白我的事情再吃
[00:06:28.400 --> 00:06:30.800]  拉班說,好,請說
[00:06:30.800 --> 00:06:32.400]  到這裡才能說
[00:06:32.400 --> 00:06:35.400]  其實那人已經等了很久想說這件事
[00:06:35.400 --> 00:06:37.600]  他一心來這裡就是做這件事
[00:06:37.600 --> 00:06:39.800]  但又這樣,又這樣,又這樣
[00:06:39.800 --> 00:06:41.800]  那麼多事情,那麼忙
[00:06:41.800 --> 00:06:44.400]  到吃飯了,先不吃
[00:06:44.400 --> 00:06:46.400]  其實你猜那人肚不肚餓呢?
[00:06:46.400 --> 00:06:48.400]  我推測他也很餓
[00:06:48.400 --> 00:06:50.800]  不過不要給
[00:06:50.800 --> 00:06:51.800]  我們做事也是
[00:06:51.800 --> 00:06:53.800]  不要給第二重要的
[00:06:53.800 --> 00:06:55.800]  取代第一重要的
[00:06:55.800 --> 00:06:58.200]  第一重要是什麼?先搞好一件事
[00:06:58.200 --> 00:07:00.000]  然後才搞第二件
[00:07:00.000 --> 00:07:03.000]  這件事重要我先搞,然後第二第三
[00:07:03.000 --> 00:07:06.200]  第一重要是什麼?我想談一件婚事
[00:07:06.200 --> 00:07:08.200]  所以他說我不吃
[00:07:08.200 --> 00:07:09.600]  雖然我已經餓到鼓聲
[00:07:09.600 --> 00:07:11.200]  幾乎血糖都低,快暈了
[00:07:11.200 --> 00:07:12.400]  不過我先說
[00:07:12.400 --> 00:07:16.800]  我不吃,等我說明白我的事情再吃
[00:07:16.800 --> 00:07:20.600]  辦事要知所先後,輕重
[00:07:20.600 --> 00:07:21.800]  這是重要的
[00:07:21.800 --> 00:07:23.400]  我這麼老沒讀過書
[00:07:23.400 --> 00:07:24.400]  沒讀過管理學
[00:07:24.400 --> 00:07:25.400]  不過很厲害
[00:07:25.400 --> 00:07:28.600]  現在如果你願意
[00:07:28.600 --> 00:07:31.000]  以慈愛誠實待我的主人
[00:07:31.000 --> 00:07:32.800]  就請告訴我
[00:07:32.800 --> 00:07:35.400]  願以慈愛誠實待我的主人
[00:07:35.400 --> 00:07:37.400]  就請告訴我第二點
[00:07:37.400 --> 00:07:41.000]  如果你的女兒肯嫁給我
[00:07:41.000 --> 00:07:44.400]  你的妹妹肯嫁給我的主人的兒子
[00:07:44.400 --> 00:07:47.200]  嫁給我做我的少奶
[00:07:47.200 --> 00:07:50.000]  那麼你告訴我
[00:07:50.000 --> 00:07:52.600]  如果不行都告訴我
[00:07:52.600 --> 00:07:54.800]  光明正大,不要吃飯先想一想
[00:07:54.800 --> 00:07:57.400]  今晚明天再說,後天大後天
[00:07:57.400 --> 00:07:58.800]  那麼他沒有
[00:07:58.800 --> 00:08:00.600]  現在告訴我,行不行
[00:08:00.600 --> 00:08:02.400]  不行都不要緊
[00:08:02.400 --> 00:08:06.600]  我再向左向右再找再想
[00:08:06.600 --> 00:08:09.000]  就告訴我
[00:08:09.000 --> 00:08:12.200]  那麼你見到他很單刀直入
[00:08:12.200 --> 00:08:14.000]  告訴我,行不行
[00:08:14.000 --> 00:08:16.400]  那麼我才吃得下
[00:08:16.400 --> 00:08:20.200]  拉班和彼土利
[00:08:20.200 --> 00:08:23.600]  彼土利的意思是白色
[00:08:23.600 --> 00:08:26.800]  彼土利的意思是神毀壞
[00:08:26.800 --> 00:08:29.800]  這個利是EL
[00:08:29.800 --> 00:08:31.200]  是EL這個字
[00:08:31.200 --> 00:08:32.600]  EL是God
[00:08:32.600 --> 00:08:35.000]  彼土利是神毀壞
[00:08:35.000 --> 00:08:38.600]  或者神所毀壞
[00:08:38.600 --> 00:08:39.800]  神所毀壞
[00:08:39.800 --> 00:08:41.200]  神毀壞
[00:08:41.200 --> 00:08:42.600]  那麼你就回答他
[00:08:42.600 --> 00:08:44.600]  這件事既然是這樣
[00:08:44.600 --> 00:08:46.400]  爸爸可以出來說
[00:08:46.400 --> 00:08:49.200]  這件事是出於耶和華
[00:08:49.200 --> 00:08:51.200]  拉班也說是
[00:08:51.200 --> 00:08:52.400]  彼土利也說是
[00:08:52.400 --> 00:08:53.600]  這件事出於耶和華
[00:08:53.600 --> 00:08:56.000]  我們不能夠向你說好說歹
[00:08:56.000 --> 00:08:58.400]  我們不敢說什麼
[00:08:58.400 --> 00:09:01.200]  我不敢反對
[00:09:01.200 --> 00:09:02.400]  這樣的意思
[00:09:02.400 --> 00:09:05.400]  那麼就看看李伯嘉在你面前
[00:09:05.400 --> 00:09:06.800]  你就將他帶去
[00:09:06.800 --> 00:09:08.400]  照著耶和華所說的
[00:09:08.400 --> 00:09:11.200]  給你主人的兒子為妻
[00:09:11.200 --> 00:09:14.000]  爸爸拉響的僕人聽見他們這樣說
[00:09:14.000 --> 00:09:17.000]  就向耶和華俯伏在地
[00:09:17.000 --> 00:09:20.400]  不是向他父子俯伏在地
[00:09:20.400 --> 00:09:21.800]  一聽到響
[00:09:21.800 --> 00:09:23.200]  又俯伏在地
[00:09:23.200 --> 00:09:24.000]  見到耶和華
[00:09:24.000 --> 00:09:27.200]  這個僕人很敬虔
[00:09:27.200 --> 00:09:31.200]  當下僕人拿出金器銀器和衣服送給李伯嘉
[00:09:31.200 --> 00:09:34.000]  要給禮的
[00:09:34.000 --> 00:09:37.000]  又將寶物下訂
[00:09:37.000 --> 00:09:38.400]  真是過大禮
[00:09:38.400 --> 00:09:42.200]  將寶物送給他哥哥和他母親
[00:09:42.200 --> 00:09:45.000]  真有趣,又沒有送給爸爸
[00:09:45.000 --> 00:09:46.400]  是送給哥哥和母親
[00:09:46.400 --> 00:09:48.000]  真有趣
[00:09:48.000 --> 00:09:50.800]  僕人跟隨他的人吃了喝了
[00:09:50.800 --> 00:09:51.800]  那晚很開心
[00:09:51.800 --> 00:09:53.000]  住了一夜
[00:09:53.000 --> 00:09:53.800]  第三點
[00:09:53.800 --> 00:09:54.800]  住了一夜
[00:09:54.800 --> 00:09:55.800]  早晨起來
[00:09:55.800 --> 00:09:57.000]  僕人就說
[00:09:57.000 --> 00:09:59.400]  請打發我
[00:09:59.400 --> 00:10:04.400]  請容許我回主人那裡
[00:10:04.400 --> 00:10:06.200]  睡了一晚
[00:10:06.200 --> 00:10:08.400]  走了一個多月
[00:10:08.400 --> 00:10:10.800]  最少一個多月
[00:10:10.800 --> 00:10:12.800]  住了一晚
[00:10:12.800 --> 00:10:13.600]  成不成功?
[00:10:13.600 --> 00:10:14.400]  成功
[00:10:14.400 --> 00:10:16.000]  第二天就說
[00:10:16.000 --> 00:10:17.600]  我回去了
[00:10:17.600 --> 00:10:19.400]  不是吧
[00:10:19.400 --> 00:10:20.600]  如果是我
[00:10:20.600 --> 00:10:22.200]  住了幾晚
[00:10:22.200 --> 00:10:23.200]  先吃宿
[00:10:23.200 --> 00:10:24.200]  先歇一歇
[00:10:24.200 --> 00:10:25.800]  先呼吸一口氣
[00:10:25.800 --> 00:10:26.800]  每天騎駱駝
[00:10:26.800 --> 00:10:27.600]  你覺得好騎嗎?
[00:10:27.600 --> 00:10:28.800]  我也騎過
[00:10:28.800 --> 00:10:32.200]  我雙腳張開到
[00:10:32.200 --> 00:10:33.200]  辛苦到不得了
[00:10:33.200 --> 00:10:35.400]  突然雙腳還僵硬
[00:10:35.400 --> 00:10:36.600]  走很遠
[00:10:36.600 --> 00:10:40.400]  因為騎駱駝的駱駝背很闊
[00:10:40.400 --> 00:10:41.800]  一點也不開玩笑
[00:10:41.800 --> 00:10:43.200]  如果上面沒有椅子
[00:10:43.200 --> 00:10:44.200]  沒有艇
[00:10:44.200 --> 00:10:45.200]  真的騎不到
[00:10:45.200 --> 00:10:45.800]  很辛苦
[00:10:45.800 --> 00:10:46.800]  而且老人家
[00:10:46.800 --> 00:10:48.400]  這個僕人很老了
[00:10:48.400 --> 00:10:49.800]  不遠千里
[00:10:49.800 --> 00:10:51.200]  但是不留
[00:10:51.200 --> 00:10:52.600]  第二天睡了一晚
[00:10:52.600 --> 00:10:54.400]  可不可以讓我走
[00:10:54.400 --> 00:10:55.800]  我想回去了
[00:10:55.800 --> 00:10:58.400]  利伯加哥哥和他母親就說
[00:10:58.400 --> 00:10:59.200]  哎呀
[00:10:59.200 --> 00:11:00.600]  你一來到就帶他走
[00:11:00.600 --> 00:11:02.600]  讓女兒和我多住幾天
[00:11:02.600 --> 00:11:04.000]  最少十天
[00:11:04.000 --> 00:11:06.600]  讓我可以和女兒慢慢聊天
[00:11:06.600 --> 00:11:10.600]  僕人就說:耶和華既次給我通達的道路
