
[00:00:00.000 --> 00:00:07.000]  在宣讀之前,我們都少少安靜,有一個禱告
[00:00:07.000 --> 00:00:12.000]  求主都打開我們的心,預備我們的人
[00:00:12.000 --> 00:00:17.000]  讓我們能夠聽到,又行到
[00:00:17.000 --> 00:00:22.000]  讓我們的生命都可以成為一個福音的見證
[00:00:22.000 --> 00:00:28.000]  成為吸引人到主面前的一個基督的使者
[00:00:28.000 --> 00:00:33.000]  我們祈禱奉主耶穌基督的名,誠心所願
[00:00:33.000 --> 00:00:43.000]  一直以來,教會都很重視傳福音
[00:00:43.000 --> 00:00:48.000]  而馬大福音第28章說你們要往普天下去
[00:00:48.000 --> 00:00:51.000]  傳福音給萬民聽
[00:00:51.000 --> 00:00:56.000]  這個大使命你們要往普天下去
[00:00:56.000 --> 00:01:01.000]  這個去的動作,或者去的一種吩咐
[00:01:01.000 --> 00:01:06.000]  就成為教會一個很大的推動力
[00:01:06.000 --> 00:01:10.000]  由第一世紀一直推到現在
[00:01:10.000 --> 00:01:15.000]  亦都成為教會一個很大的催逼力
[00:01:15.000 --> 00:01:18.000]  教會不可以不去的,教會一定要去的
[00:01:18.000 --> 00:01:20.000]  做基督徒一定要去的
[00:01:20.000 --> 00:01:26.000]  而去的一種形態就是由這一點移到那一點
[00:01:26.000 --> 00:01:28.000]  所以我們要去
[00:01:28.000 --> 00:01:34.000]  元朗堂都去了一點點,由這裡推到機緣中國那裡
[00:01:34.000 --> 00:01:38.000]  我們都叫做去,其實這個屬於本地的宣教
[00:01:38.000 --> 00:01:40.000]  一個本地的事工
[00:01:40.000 --> 00:01:48.000]  作為一個牧師,我們時常都說,亦都時常聽人說
[00:01:48.000 --> 00:01:55.000]  我寫過一首詞,我以前登過,唯一一首到現在都是
[00:01:55.000 --> 00:02:02.000]  寧願在此停,行人默默如剛織
[00:02:02.000 --> 00:02:05.000]  人人默默去元朗,我的感受
[00:02:05.000 --> 00:02:08.000]  好像那些過江之跡那樣,好多
[00:02:08.000 --> 00:02:12.000]  匆匆來去不相識,大家走來走去都不識的
[00:02:12.000 --> 00:02:19.000]  福音未曾聽,他們沒機會聽到福音
[00:02:19.000 --> 00:02:23.000]  救恩待誰領,救恩聽,等誰去領呢
[00:02:23.000 --> 00:02:28.000]  教會皆處立,好多教會已經在這裡建立了
[00:02:28.000 --> 00:02:36.000]  元朗堂是元朗區其中一個重要的教堂
[00:02:36.000 --> 00:02:39.000]  一座好大的座堂在這裡
[00:02:39.000 --> 00:02:43.000]  教會皆處立,好多教會已經建立了
[00:02:43.000 --> 00:02:46.000]  全道莫緩急
[00:02:46.000 --> 00:02:51.000]  全道不要太慢,也不要太急,這個很我個性
[00:02:51.000 --> 00:02:57.000]  不要太慢,但也不要太急,不要急急腳地去做
[00:02:57.000 --> 00:03:01.000]  為什麼呢?因為你急不一定有效果
[00:03:01.000 --> 00:03:07.000]  何處有真情,寧願在此停
[00:03:07.000 --> 00:03:17.000]  我表達我對教會福音事公的看法和期望
[00:03:17.000 --> 00:03:20.000]  全道莫緩急
[00:03:20.000 --> 00:03:29.000]  不是我們做得不夠快,而是我們做得不夠好
[00:03:29.000 --> 00:03:32.000]  這個很重要
[00:03:32.000 --> 00:03:37.000]  21世紀今天的香港,包括元朗
[00:03:37.000 --> 00:03:40.000]  福音傳開了沒有呢?
[00:03:40.000 --> 00:03:42.000]  這個和第一世紀肯定不同
[00:03:42.000 --> 00:03:45.000]  第一世紀是福音未曾傳到那裡
[00:03:45.000 --> 00:03:49.000]  所以我們的使徒要傳到那裡,要去宣講
[00:03:49.000 --> 00:03:55.000]  那些人從來沒聽過的關於耶穌基督的救恩故事
[00:03:55.000 --> 00:03:58.000]  但今天香港不是
[00:03:58.000 --> 00:04:02.000]  今天香港絕大多數人聽過了耶穌基督的救恩故事
[00:04:02.000 --> 00:04:04.000]  不過他不接受
[00:04:04.000 --> 00:04:09.000]  他覺得未被說服,他不覺得你們所說的這麼對,這麼好
[00:04:09.000 --> 00:04:13.000]  他明明沒聽過,他聽過
[00:04:13.000 --> 00:04:18.000]  我們去跟他再說,甚至是再說又再說
[00:04:18.000 --> 00:04:21.000]  有多少效果呢?
[00:04:21.000 --> 00:04:26.000]  我們叫一個細蚊仔做好一件事,或者讀好一本書
[00:04:26.000 --> 00:04:31.000]  他說你不要這麼煩,我聽過了
[00:04:31.000 --> 00:04:33.000]  於是我們又再說
[00:04:33.000 --> 00:04:40.000]  是用我們同一樣的聲音,同一樣的語態,同一樣的內容,又再重複
[00:04:40.000 --> 00:04:46.000]  你猜他會聽,還是他會不聽呢?
[00:04:46.000 --> 00:04:50.000]  其實傳福音有時也相似
[00:04:50.000 --> 00:04:53.000]  我們又用重複又重複
[00:04:53.000 --> 00:04:57.000]  他其實聽過,有少少厭煩,我們說他硬心
[00:04:57.000 --> 00:05:00.000]  但我們又不去檢討一下自己
[00:05:00.000 --> 00:05:03.000]  所以當我們去教一些家長,或者教一些人的時候
[00:05:03.000 --> 00:05:05.000]  當你們怎樣跟小朋友溝通呢?
[00:05:05.000 --> 00:05:08.000]  用什麼方法,用什麼技巧跟他說呢?
[00:05:08.000 --> 00:05:15.000]  甚至是怎樣能夠令到他被說服,他接受
[00:05:15.000 --> 00:05:20.000]  當然有很多,要注意很多的學問在裡面
[00:05:20.000 --> 00:05:24.000]  其實這個對教會來說同樣是挑戰
[00:05:24.000 --> 00:05:30.000]  其實今日香港不是沒有福音信息在傳
[00:05:30.000 --> 00:05:33.000]  是很多很多福音信息在傳
[00:05:33.000 --> 00:05:39.000]  人家也不是不認識基督,不認識耶穌
[00:05:39.000 --> 00:05:43.000]  我們有教堂
[00:05:43.000 --> 00:05:49.000]  我們有基督教學校
[00:05:49.000 --> 00:05:53.000]  有著名的珍光幼稚園,有基督教學校
[00:05:53.000 --> 00:05:59.000]  有基督教醫院,有很多基督教的服務中心
[00:05:59.000 --> 00:06:04.000]  我有一日在彌敦道,阿加勞街交界的地方
[00:06:04.000 --> 00:06:08.000]  裡頭一望,那裏大約五六樓的位置
[00:06:08.000 --> 00:06:12.000]  有一個招牌掛了出來
[00:06:12.000 --> 00:06:17.000]  叫做基督教鐵打
[00:06:17.000 --> 00:06:22.000]  我呆一呆
[00:06:22.000 --> 00:06:24.000]  很神奇啊,是不是?
[00:06:24.000 --> 00:06:27.000]  基督教鐵打
[00:06:27.000 --> 00:06:30.000]  那是什麼來的呢?
[00:06:30.000 --> 00:06:34.000]  遲早這個基督教針灸,基督教什麼都有了
[00:06:34.000 --> 00:06:41.000]  好像撕了基督教三個字就好一點了
[00:06:41.000 --> 00:06:47.000]  好多呀,撕個名下去,拿來用
[00:06:47.000 --> 00:06:54.000]  但是否這樣就能夠將福音傳開一點呢?
[00:06:54.000 --> 00:07:02.000]  這個確實是我們要問的問題
[00:07:02.000 --> 00:07:07.000]  今日所讀的聖經,一節很簡單的聖經
[00:07:07.000 --> 00:07:13.000]  因為這段聖經促動我有一個感觸,有一個感受
[00:07:13.000 --> 00:07:16.000]  其實這段聖經主要是說
[00:07:16.000 --> 00:07:20.000]  在受苦的時候,你要怎樣做?
[00:07:20.000 --> 00:07:23.000]  「你如心行善,有誰會害你呢?」
[00:07:23.000 --> 00:07:25.000]  「即使你們為而受苦,都是有福的」
[00:07:25.000 --> 00:07:28.000]  「不要怕人的威嚇,也不要害怕」
[00:07:28.000 --> 00:07:34.000]  「只要心裡面奉主耶穌基督為聖,尊祂為主」
[00:07:34.000 --> 00:07:38.000]  「而有人問你們心中盼望的理由」
[00:07:38.000 --> 00:07:42.000]  「就要隨時準備答覆」
[00:07:42.000 --> 00:07:44.000]  就是這句短短的說話
[00:07:44.000 --> 00:07:50.000]  「而有人問你們心中盼望的理由」
[00:07:50.000 --> 00:07:53.000]  原來有人會問他們
[00:07:53.000 --> 00:07:56.000]  他們在受苦的處境裡面
[00:07:56.000 --> 00:08:00.000]  有人會問他們,為什麼你們會這樣呢?
[00:08:00.000 --> 00:08:03.000]  我看到一個很比例的圖畫
[00:08:03.000 --> 00:08:08.000]  那些基督徒是有一種吸引力的
[00:08:08.000 --> 00:08:10.000]  是吸引人去注意他們
[00:08:10.000 --> 00:08:12.000]  覺得他們很特別
[00:08:12.000 --> 00:08:16.000]  以致去問他們,為什麼你們這麼特別呢?
[00:08:16.000 --> 00:08:19.000]  為什麼你們會這樣反應呢?
[00:08:19.000 --> 00:08:21.000]  當你們受苦,你們吃虧的時候
[00:08:21.000 --> 00:08:22.000]  當你們面對試探
