
[00:00:00.000 --> 00:00:04.000]  有一天收到一個WhatsApp
[00:00:04.000 --> 00:00:06.000]  我老婆給我的
[00:00:06.000 --> 00:00:10.000]  我都忘記什麼時候給的了
[00:00:10.000 --> 00:00:14.000]  WhatsApp寫什麼呢
[00:00:14.000 --> 00:00:18.000]  區區情人節算得了什麼
[00:00:18.000 --> 00:00:21.000]  女人自從嫁了人之後
[00:00:21.000 --> 00:00:24.000]  嫁過什麼男人就注定過什麼節
[00:00:24.000 --> 00:00:27.000]  嫁對人天天情人節
[00:00:27.000 --> 00:00:29.000]  嫁錯人天天清明節
[00:00:31.000 --> 00:00:34.000]  嫁個懶人天天勞動節
[00:00:34.000 --> 00:00:37.000]  嫁個有錢人天天過春節
[00:00:37.000 --> 00:00:41.000]  嫁個花心的天天光棍節
[00:00:41.000 --> 00:00:44.000]  嫁個幼稚的天天兒童節
[00:00:44.000 --> 00:00:47.000]  嫁個騙子天天愚人節
[00:00:47.000 --> 00:00:51.000]  結婚真的有風險
[00:00:51.000 --> 00:00:55.000]  2014年香港的調查
[00:00:56.000 --> 00:01:02.000]  香港三個在婚姻註冊處註冊結婚的人
[00:01:02.000 --> 00:01:04.000]  每三對
[00:01:04.000 --> 00:01:06.000]  只有其中兩對
[00:01:06.000 --> 00:01:08.000]  是第一次結婚的
[00:01:08.000 --> 00:01:11.000]  三對裡面有兩對
[00:01:11.000 --> 00:01:13.000]  是第一次結婚的
[00:01:13.000 --> 00:01:17.000]  似乎和我們過往很不一樣
[00:01:17.000 --> 00:01:20.000]  婚姻的觀念在改變
[00:01:20.000 --> 00:01:22.000]  家庭觀念在改變
[00:01:22.000 --> 00:01:24.000]  我們的上一代
[00:01:24.000 --> 00:01:26.000]  為什麼會離婚
[00:01:26.000 --> 00:01:28.000]  通常是因為第三者
[00:01:28.000 --> 00:01:33.000]  現在多了很多不同的原因
[00:01:33.000 --> 00:01:35.000]  隔不離
[00:01:35.000 --> 00:01:38.000]  對方沒有出息
[00:01:38.000 --> 00:01:42.000]  對方不能夠體諒自己
[00:01:42.000 --> 00:01:44.000]  很多不同的原因
[00:01:44.000 --> 00:01:46.000]  合則來不合則去
[00:01:46.000 --> 00:01:49.000]  過往生兒育女結婚之後
[00:01:49.000 --> 00:01:51.000]  必然很自然的
[00:01:51.000 --> 00:01:53.000]  所發生的一件事
[00:01:53.000 --> 00:01:55.000]  但現在是一個選擇
[00:01:55.000 --> 00:02:00.000]  考慮什麼
[00:02:00.000 --> 00:02:04.000]  記得有一次
[00:02:04.000 --> 00:02:06.000]  在網上看一篇討論
[00:02:06.000 --> 00:02:10.000]  雙方在辯論中
[00:02:10.000 --> 00:02:12.000]  有一個人提出一個問題
[00:02:12.000 --> 00:02:14.000]  他說
[00:02:14.000 --> 00:02:16.000]  剛剛結婚
[00:02:16.000 --> 00:02:18.000]  聽老人家說
[00:02:18.000 --> 00:02:20.000]  生兒育女要趁暖生
[00:02:20.000 --> 00:02:22.000]  但又想買樓
[00:02:22.000 --> 00:02:23.000]  現在問
[00:02:23.000 --> 00:02:26.000]  買樓還是生兒育女
[00:02:26.000 --> 00:02:29.000]  網上有很多不同的人
[00:02:29.000 --> 00:02:31.000]  有不同的建議
[00:02:31.000 --> 00:02:33.000]  先買樓
[00:02:33.000 --> 00:02:36.000]  否則你沒有資源
[00:02:36.000 --> 00:02:38.000]  你買樓之後
[00:02:38.000 --> 00:02:40.000]  跟著小孩出生的時候
[00:02:40.000 --> 00:02:42.000]  有好的生活環境
[00:02:42.000 --> 00:02:44.000]  另一邊就說
[00:02:44.000 --> 00:02:45.000]  但你買樓的時候
[00:02:45.000 --> 00:02:47.000]  你年紀也開始大了
[00:02:47.000 --> 00:02:49.000]  你沒有精力跟小孩玩
[00:02:49.000 --> 00:02:51.000]  你想生就能生
[00:02:52.000 --> 00:02:54.000]  養兒育女照顧小孩
[00:02:54.000 --> 00:02:56.000]  需要精力
[00:02:56.000 --> 00:02:58.000]  兩邊爭論
[00:02:58.000 --> 00:03:00.000]  終於最後
[00:03:00.000 --> 00:03:02.000]  有個人走出來說
[00:03:02.000 --> 00:03:05.000]  如果不先買樓
[00:03:05.000 --> 00:03:06.000]  生了小孩之後
[00:03:06.000 --> 00:03:08.000]  你根本是不可能買樓的
[00:03:08.000 --> 00:03:11.000]  因為所有資源都放進去
[00:03:11.000 --> 00:03:13.000]  你死心了
[00:03:13.000 --> 00:03:15.000]  然後大家就閉嘴
[00:03:15.000 --> 00:03:18.000]  是不是這樣
[00:03:18.000 --> 00:03:21.000]  甚至有些時候
[00:03:21.000 --> 00:03:23.000]  生小孩成為阻礙
[00:03:23.000 --> 00:03:25.000]  自己優質生活的追求
[00:03:25.000 --> 00:03:27.000]  不可以去這麼多旅行
[00:03:27.000 --> 00:03:29.000]  不可以玩久一點
[00:03:29.000 --> 00:03:31.000]  不可以開心一點
[00:03:31.000 --> 00:03:34.000]  為什麼要讓小孩來困住自己
[00:03:34.000 --> 00:03:38.000]  不一定每個人都這樣想
[00:03:38.000 --> 00:03:41.000]  有時也聽過一些弟兄姊妹說
[00:03:41.000 --> 00:03:44.000]  我不想生小孩其實有很重要的原因
[00:03:44.000 --> 00:03:46.000]  香港社會環境太差
[00:03:46.000 --> 00:03:50.000]  現在這個世界的風氣太亂
[00:03:50.000 --> 00:03:53.000]  我不想生小孩出來受苦
[00:03:53.000 --> 00:03:59.000]  我一開報紙的時候都覺得對
[00:03:59.000 --> 00:04:02.000]  前面好像沒什麼希望
[00:04:02.000 --> 00:04:05.000]  但回到自己祈禱的時候
[00:04:05.000 --> 00:04:06.000]  想深一層
[00:04:06.000 --> 00:04:07.000]  不是的
[00:04:07.000 --> 00:04:10.000]  如果我們有這位萬有的主
[00:04:10.000 --> 00:04:12.000]  連我們都沒有希望
[00:04:12.000 --> 00:04:14.000]  那其他人豈不是更沒有希望
[00:04:14.000 --> 00:04:17.000]  連我們對前面都沒有希望
[00:04:17.000 --> 00:04:18.000]  沒有盼望的時候
[00:04:18.000 --> 00:04:20.000]  我們如何在這個社會裏
[00:04:20.000 --> 00:04:21.000]  在人群中作光作熱
[00:04:21.000 --> 00:04:22.000]  告訴他們
[00:04:22.000 --> 00:04:25.000]  介紹他們認識那位希望的主
[00:04:25.000 --> 00:04:31.000]  我們在思想很多的東西
[00:04:31.000 --> 00:04:37.000]  甚至家庭的觀念都好像不一樣
[00:04:37.000 --> 00:04:39.000]  現在兩個
[00:04:39.000 --> 00:04:41.000]  一男一女結婚之後
[00:04:41.000 --> 00:04:42.000]  成為一個家
[00:04:42.000 --> 00:04:45.000]  過去呢
[00:04:46.000 --> 00:04:48.000]  很多上一代會覺得
[00:04:48.000 --> 00:04:52.000]  有了小朋友才是一個完整的家
[00:04:52.000 --> 00:04:55.000]  我剛剛上個星期日
[00:04:55.000 --> 00:04:56.000]  和我的兒子
[00:04:56.000 --> 00:04:58.000]  去了遮打花園
[00:04:58.000 --> 00:05:00.000]  參加一個潮州節
[00:05:00.000 --> 00:05:01.000]  有沒有人去過
[00:05:01.000 --> 00:05:02.000]  有沒有人去過
[00:05:02.000 --> 00:05:03.000]  有些人去
[00:05:03.000 --> 00:05:05.000]  不知道有個潮州節
[00:05:05.000 --> 00:05:07.000]  在那裏學了一樣東西
