
[00:00:00.000 --> 00:00:01.300]  各位丁姐妹平安
[00:00:01.300 --> 00:00:07.000]  今天是聖靈降臨後第二十二的主日
[00:00:07.000 --> 00:00:09.300]  也是誅聖日
[00:00:09.300 --> 00:00:13.900]  可能大家都昨晚出了街
[00:00:13.900 --> 00:00:15.800]  去看到一些很特別的情況
[00:00:15.800 --> 00:00:16.900]  又或者看到新聞
[00:00:16.900 --> 00:00:19.400]  看到昨晚是萬聖節的前夕
[00:00:19.400 --> 00:00:20.100]  Halloween
[00:00:20.100 --> 00:00:22.300]  很多人扮鬼扮馬狂歡
[00:00:22.300 --> 00:00:23.700]  但是我們作為信徒的
[00:00:23.700 --> 00:00:24.700]  不可以忘記
[00:00:24.700 --> 00:00:27.700]  其實Halloween的Hallows是聖人的意思
[00:00:27.900 --> 00:00:30.300]  Halloween這個All Hallows Evening
[00:00:30.300 --> 00:00:32.200]  就是說是誅聖日
[00:00:32.200 --> 00:00:34.200]  All Saints Day前夕的意思
[00:00:34.200 --> 00:00:35.800]  今天是誅聖日
[00:00:35.800 --> 00:00:37.500]  所以昨晚是誅聖日前夕
[00:00:37.500 --> 00:00:39.600]  也是我們熟悉的Halloween
[00:00:39.600 --> 00:00:42.900]  其實誅聖日是紀念教會史上
[00:00:42.900 --> 00:00:45.400]  為主殉道的信徒的一個節日
[00:00:45.400 --> 00:00:47.900]  讓我們今天在這個崇拜當中
[00:00:47.900 --> 00:00:48.900]  都回想起
[00:00:48.900 --> 00:00:51.900]  我們的先賢先聖他們忠心的服侍
[00:00:51.900 --> 00:00:54.400]  提醒我們在今天這個世代
[00:00:54.400 --> 00:00:56.600]  仍要盡力持守信仰
[00:00:56.800 --> 00:00:58.000]  至死忠心的信
[00:00:58.000 --> 00:00:59.300]  求主憐憫我們
[00:00:59.300 --> 00:01:00.700]  讓我們先同心祈禱
[00:01:00.700 --> 00:01:03.400]  主讓我們感謝祢
[00:01:03.400 --> 00:01:04.900]  讓我們今天在敬拜當中
[00:01:04.900 --> 00:01:07.200]  沾上祢的榮光
[00:01:07.200 --> 00:01:08.100]  經歷祢的豐富
[00:01:08.100 --> 00:01:10.200]  有美好的清晨
[00:01:10.200 --> 00:01:12.300]  讓我們記得今天
[00:01:12.300 --> 00:01:13.900]  在這個崇拜裡面
[00:01:13.900 --> 00:01:15.900]  提醒我們過去有很多
[00:01:15.900 --> 00:01:19.000]  很多為我們鋪路的
[00:01:19.000 --> 00:01:20.500]  一些先賢先聖
[00:01:20.500 --> 00:01:22.500]  一些在祢面前忠心的僕人
[00:01:22.500 --> 00:01:24.800]  他們擺上生命擺上一切
[00:01:25.200 --> 00:01:27.200]  為要去讓更多人經歷
[00:01:27.200 --> 00:01:28.200]  恩典和豐富
[00:01:28.200 --> 00:01:31.800]  讓他們努力的承接這個福音的棒
[00:01:31.800 --> 00:01:33.500]  也讓我們努力的
[00:01:33.500 --> 00:01:35.100]  去堅守我們的信仰
[00:01:35.100 --> 00:01:37.500]  直到見祢那一天
[00:01:37.500 --> 00:01:39.100]  仍然被祢稱讚
[00:01:39.100 --> 00:01:41.500]  讓崇拜當中開我們的眼睛
[00:01:41.500 --> 00:01:42.700]  讓我們見到祢的榮光
[00:01:42.700 --> 00:01:43.800]  開我們的耳朵
[00:01:43.800 --> 00:01:44.900]  讓我們留心的傾聽
[00:01:44.900 --> 00:01:46.200]  由於僕人口中的言語
[00:01:46.200 --> 00:01:47.600]  頂止不正是心思意念
[00:01:47.600 --> 00:01:48.900]  蒙聖靈的啟迪
[00:01:48.900 --> 00:01:50.000]  蒙主的悅勒
[00:01:50.000 --> 00:01:51.900]  禱告奉耶穌基督的名
[00:01:51.900 --> 00:01:52.900]  阿們
[00:01:55.700 --> 00:01:56.600]  在我小時候
[00:01:56.600 --> 00:01:58.400]  偶爾會聽到有人說這句話
[00:01:58.400 --> 00:02:00.400]  他們說有些人叫大隻講
[00:02:00.400 --> 00:02:01.500]  口爽爽
[00:02:01.500 --> 00:02:02.400]  有沒有聽過
[00:02:02.400 --> 00:02:03.800]  又或者這樣說的
[00:02:03.800 --> 00:02:05.400]  講就天下無敵
[00:02:05.400 --> 00:02:07.300]  做就
[00:02:07.300 --> 00:02:10.100]  有心無力或者無能為力
[00:02:10.100 --> 00:02:12.200]  來形容那些人只有一把口講
[00:02:12.200 --> 00:02:14.000]  可能今時今日
[00:02:14.000 --> 00:02:16.000]  願意一生去信守承諾
[00:02:16.000 --> 00:02:16.900]  堅持
[00:02:16.900 --> 00:02:17.800]  竭力
[00:02:17.800 --> 00:02:20.000]  去承擔自己所提過
[00:02:20.000 --> 00:02:20.900]  承諾過的
[00:02:20.900 --> 00:02:22.400]  這些人已經越來越少了
[00:02:22.400 --> 00:02:24.700]  究竟我們作為信徒
[00:02:24.700 --> 00:02:26.400]  在這個信守承諾
[00:02:26.400 --> 00:02:27.200]  或者口講
[00:02:27.200 --> 00:02:28.800]  和行動的回應裏面
[00:02:28.800 --> 00:02:30.300]  有什麼值得被提醒
[00:02:30.300 --> 00:02:31.300]  和學習的呢
[00:02:31.300 --> 00:02:32.700]  今日的
[00:02:32.700 --> 00:02:33.600]  《方經》課
[00:02:33.600 --> 00:02:35.500]  給我們一個很特別的記載
[00:02:35.500 --> 00:02:37.500]  大家可以打開手上的聖經
[00:02:37.500 --> 00:02:39.000]  或者在程序表裏面看到
[00:02:39.000 --> 00:02:41.700]  在今日《方經》課
[00:02:41.700 --> 00:02:43.600]  馬來方第23章1到12節
[00:02:43.600 --> 00:02:44.600]  有這樣的內容
[00:02:44.600 --> 00:02:47.000]  聖經說到那時候
[00:02:47.000 --> 00:02:48.900]  耶穌和眾人和門徒去辯論
[00:02:48.900 --> 00:02:50.400]  就說
[00:02:50.400 --> 00:02:51.800]  文士和凡尼塞人
[00:02:51.800 --> 00:02:53.500]  他坐在摩西的位上
[00:02:53.900 --> 00:02:55.500]  所以凡他們所吩咐你們的
[00:02:55.500 --> 00:02:57.200]  都要緊守遵行
[00:02:57.200 --> 00:02:58.400]  但是
[00:02:58.400 --> 00:03:00.100]  就不要效法他們的行為
[00:03:00.100 --> 00:03:01.000]  因為他們
[00:03:01.000 --> 00:03:01.800]  人講
[00:03:01.800 --> 00:03:02.900]  不能行
[00:03:02.900 --> 00:03:05.400]  他們將難挑的重擔
[00:03:05.400 --> 00:03:06.400]  捆起來
[00:03:06.400 --> 00:03:07.700]  擱在人的肩頭上
[00:03:07.700 --> 00:03:08.800]  自己
[00:03:08.800 --> 00:03:09.700]  一個指頭
[00:03:09.700 --> 00:03:10.500]  都不肯動
[00:03:10.500 --> 00:03:13.000]  他們所做一切是要讓人見到
[00:03:13.000 --> 00:03:16.200]  所以他們將佩戴的荊甲加闊了
[00:03:16.200 --> 00:03:18.300]  衣裳的鎚子加長了
[00:03:18.300 --> 00:03:20.800]  喜愛宴席上的首位
[00:03:20.800 --> 00:03:22.000]  會堂裏面的高位
[00:03:22.400 --> 00:03:24.300]  又喜歡別人在街上向他問安
[00:03:24.300 --> 00:03:25.500]  稱呼他們做拉比
[00:03:25.500 --> 00:03:26.300]  即是老師
[00:03:26.300 --> 00:03:29.000]  但是你們不要接受拉比這個稱呼
[00:03:29.000 --> 00:03:31.000]  因為只有一位是你們的老師
[00:03:31.000 --> 00:03:32.300]  你們都是弟兄
[00:03:32.300 --> 00:03:35.000]  也不要稱呼地上的人為父
[00:03:35.000 --> 00:03:36.700]  因為只有一位你們的父
[00:03:36.700 --> 00:03:37.500]  就是天上的父
[00:03:37.500 --> 00:03:39.500]  也不要接受
[00:03:39.500 --> 00:03:40.200]  這個
[00:03:40.200 --> 00:03:41.500]  師父的稱呼
[00:03:41.500 --> 00:03:43.200]  因為只有一位師父就是基督
[00:03:43.200 --> 00:03:45.400]  你們中間誰要做大的
[00:03:45.400 --> 00:03:47.000]  就要作你們的傭人
[00:03:47.000 --> 00:03:49.000]  凡至高的要降為卑
[00:03:49.000 --> 00:03:50.600]  至今卑微的
[00:03:50.600 --> 00:03:51.700]  要升為高
[00:03:53.400 --> 00:03:55.600]  《聖經翻譯書》裏面常常都提到
[00:03:55.600 --> 00:03:58.200]  有些人去挑戰、試探
[00:03:58.200 --> 00:03:59.400]  甚至攻擊耶穌
[00:03:59.400 --> 00:04:01.000]  當中我們熟悉的
[00:04:01.000 --> 00:04:01.600]  包括
[00:04:01.600 --> 00:04:03.600]  剛才《經文》裏面說的那些叫做文士
[00:04:03.600 --> 00:04:05.200]  有些叫做法利塞人
[00:04:05.200 --> 00:04:08.200]  文士在白萊文原文的字義
[00:04:08.200 --> 00:04:11.800]  是在說抄寫、排列、計算、計數的意思
[00:04:11.800 --> 00:04:14.700]  是舊約律法和《經文》的專家
[00:04:14.700 --> 00:04:18.400]  專門去解釋和執行聖經的教導的人
[00:04:18.400 --> 00:04:20.500]  有時也會稱為律法師
[00:04:21.400 --> 00:04:22.500]  法利塞人這個名字
[00:04:22.500 --> 00:04:24.200]  原本是分離主義的意思
[00:04:24.200 --> 00:04:28.000]  在祭司那些黨的體系和民事中間分離出來
[00:04:28.000 --> 00:04:29.100]  他們認為
[00:04:29.100 --> 00:04:31.100]  忠於上主耶和華的律法
[00:04:31.100 --> 00:04:33.600]  照猶太人最高的理想
[00:04:33.600 --> 00:04:35.600]  和從外界隔絕
[00:04:35.600 --> 00:04:37.800]  比任何人、任何事情都重要
[00:04:37.800 --> 00:04:40.300]  因此一定要過著比任何人
[00:04:40.300 --> 00:04:41.700]  都要敬虔的生活
[00:04:41.700 --> 00:04:42.900]  遵守律法
[00:04:42.900 --> 00:04:43.800]  以及
[00:04:43.800 --> 00:04:45.600]  律法一切的延伸
[00:04:45.600 --> 00:04:47.500]  這樣聽來
[00:04:47.500 --> 00:04:49.700]  原本這些文士和法利塞人其實都應該挺好的
[00:04:50.000 --> 00:04:52.000]  因為他們認真面對信仰
[00:04:52.000 --> 00:04:53.400]  應該是值得我們學習
[00:04:53.400 --> 00:04:54.900]  以及我們去跟進的
[00:04:54.900 --> 00:04:59.100]  但是歷史上就見證著這些人慢慢慢慢的敗壞
[00:04:59.100 --> 00:05:01.300]  當中很多走了去極端
[00:05:01.300 --> 00:05:03.100]  其中一個狀態就是
[00:05:03.100 --> 00:05:04.500]  他們堅持了一些
[00:05:04.500 --> 00:05:07.300]  本應是輔大或者輔助的東西
[00:05:07.300 --> 00:05:08.800]  而失去了焦點
[00:05:08.800 --> 00:05:10.200]  兄姐們明不明白
[00:05:10.200 --> 00:05:11.100]  很多時候我們
[00:05:11.100 --> 00:05:14.000]  原來在信仰裡面很容易走去一個極端
[00:05:14.000 --> 00:05:17.400]  就是我們去追求一些輔助、輔大的東西
[00:05:17.400 --> 00:05:19.000]  而找不到焦點
[00:05:19.300 --> 00:05:20.500]  信仰裡面有很多東西
[00:05:20.500 --> 00:05:25.200]  信仰我們要追求上帝在我們身上的使命、召命
[00:05:25.200 --> 00:05:27.200]  我們的價值、我們的目標
[00:05:27.200 --> 00:05:30.400]  但是當人追求身邊很多其他的事情
[00:05:30.400 --> 00:05:31.700]  可能都是好事來的
[00:05:31.700 --> 00:05:33.800]  可能是對社會的服務
[00:05:33.800 --> 00:05:37.000]  可能是一些好的行為以至我們能夠謹守
[00:05:37.000 --> 00:05:38.700]  可能很多其他的提醒
[00:05:38.700 --> 00:05:43.000]  但是當你專注在一些輔助和周邊的事情的時候
[00:05:43.000 --> 00:05:45.800]  慢慢你就失去了原本的核心
[00:05:45.800 --> 00:05:47.100]  所以在聖經裡面
[00:05:47.100 --> 00:05:49.100]  耶穌經常罵那些法利塞人文士是什麼呢?
[00:05:49.500 --> 00:05:50.500]  他們死守律法
[00:05:50.500 --> 00:05:51.500]  是不是?
[00:05:51.500 --> 00:05:54.100]  因為那些東西其實是有另一些意義的
[00:05:54.100 --> 00:05:55.000]  譬如說安息日
[00:05:55.000 --> 00:05:56.400]  安息日是為人而設的
[00:05:56.400 --> 00:05:57.400]  但是他們為了這個緣故
[00:05:57.400 --> 00:05:59.000]  加了很多很多規條
[00:05:59.000 --> 00:06:01.600]  令到那些人要守安息日守得很複雜
[00:06:01.600 --> 00:06:04.200]  結果就忘記了安息日的原意了
[00:06:04.200 --> 00:06:05.900]  頂多我們都要提醒
[00:06:05.900 --> 00:06:08.000]  信仰裡面我們要找回我們的核心
[00:06:08.000 --> 00:06:10.400]  當你的核心不準確的時候
[00:06:10.400 --> 00:06:12.100]  你焦點一模糊
[00:06:12.100 --> 00:06:13.500]  所有東西都模糊的
[00:06:13.500 --> 00:06:14.900]  所有東西都不清晰的
[00:06:14.900 --> 00:06:16.100]  找到你的核心
[00:06:16.100 --> 00:06:18.200]  你就會明白應該可以怎樣去做
[00:06:19.500 --> 00:06:20.700]  在聖經裡面在這裡
[00:06:20.700 --> 00:06:22.100]  耶穌就多次罵他們
[00:06:22.100 --> 00:06:23.700]  除了剛剛講到
[00:06:23.700 --> 00:06:25.700]  耶穌說他們死守律法
[00:06:25.700 --> 00:06:28.900]  另外就說他們假冒為善
[00:06:28.900 --> 00:06:31.700]  假冒為善這個字在希臘文原文裡面
[00:06:31.700 --> 00:06:33.700]  有做戲演戲的意思
[00:06:33.700 --> 00:06:36.500]  當然本來這個字是很正常的
[00:06:36.500 --> 00:06:38.000]  一幕一幕戲就演完出來演
[00:06:38.000 --> 00:06:39.500]  但是慢慢今天
[00:06:39.500 --> 00:06:42.300]  就成為一個很負面的描述的字眼了
[00:06:42.300 --> 00:06:45.500]  就好像我們說別人裝模作樣的意思
[00:06:45.500 --> 00:06:47.300]  當時耶穌就是這樣指責他們
[00:06:48.300 --> 00:06:50.300]  因此這群人非常的敵視耶穌
[00:06:50.300 --> 00:06:52.700]  但是當我們看到經文裡面
[00:06:52.700 --> 00:06:53.700]  一開始第三節裡面說
[00:06:53.700 --> 00:06:55.700]  耶穌提凡他們吩咐的
[00:06:55.700 --> 00:06:57.700]  你們就進行吧
[00:06:57.700 --> 00:06:58.700]  咦這麼有趣
[00:06:58.700 --> 00:07:00.700]  明明耶穌有罵他們假冒為善
[00:07:00.700 --> 00:07:01.700]  後面都有提到
[00:07:01.700 --> 00:07:03.200]  但是為什麼這裡耶穌又說
[00:07:03.200 --> 00:07:04.700]  他所有吩咐你都要跟呢
[00:07:04.700 --> 00:07:06.700]  你都要進行
[00:07:06.700 --> 00:07:08.700]  難道耶穌認同他們的教導嗎
[00:07:08.700 --> 00:07:10.700]  首先我們要認識一件事
[00:07:10.700 --> 00:07:11.700]  就是在經文裡面
[00:07:11.700 --> 00:07:13.200]  第二節裡面提到一件事
[00:07:13.200 --> 00:07:15.200]  有一個叫摩西的"位"
[00:07:15.200 --> 00:07:16.200]  摩西的"位"
[00:07:16.700 --> 00:07:18.700]  摩西是以色列人史上最偉大的領袖
[00:07:18.700 --> 00:07:20.700]  他曾經帶領以色列人民
[00:07:20.700 --> 00:07:22.700]  離開埃及這個圍爐之地
[00:07:22.700 --> 00:07:25.700]  進到上帝所賜迦南的美利當中
[00:07:25.700 --> 00:07:29.700]  並按照上帝的心意頒佈律法誡命
[00:07:29.700 --> 00:07:32.700]  他的教導成為猶太人生活裡面的典範
[00:07:32.700 --> 00:07:34.700]  在當時猶太人生活中
[00:07:34.700 --> 00:07:36.700]  摩西就是拉比的典範
[00:07:36.700 --> 00:07:38.700]  是妥拉的最高權威
[00:07:38.700 --> 00:07:40.700]  但是相信這裡所說的
[00:07:40.700 --> 00:07:41.700]  不只是指
[00:07:41.700 --> 00:07:42.700]  甚至不是指
[00:07:42.700 --> 00:07:45.700]  他們這群法利卓人和文士承繼了
[00:07:45.700 --> 00:07:47.700]  摩西這種象徵典範的角色
[00:07:47.700 --> 00:07:51.700]  是因為我們在考古學裡面發現一件事
[00:07:51.700 --> 00:07:55.700]  在加伯隆或者在哥拉遜等等地方的遺跡
[00:07:55.700 --> 00:07:57.700]  一些舊的猶太會堂裡面
[00:07:57.700 --> 00:07:58.700]  我們真的發現
[00:07:58.700 --> 00:08:00.700]  在門口的右邊
[00:08:00.700 --> 00:08:02.700]  除了一個台階用來讀經之外
[00:08:02.700 --> 00:08:04.700]  旁邊真的有一張椅子
[00:08:04.700 --> 00:08:06.700]  旁邊那張椅子真的叫做摩西的椅子
[00:08:06.700 --> 00:08:10.700]  原來這個是真實存在當時的會堂當中
[00:08:10.700 --> 00:08:12.700]  所以很明白我們想像到
