
[00:00:00.000 --> 00:00:05.000]  相信大家都對於剛才讀了兩段經文都很熟悉
[00:00:05.000 --> 00:00:11.000]  因為這兩段經文我們常常都在猜拳的聚會裏面
[00:00:11.000 --> 00:00:14.000]  或者我們一些的陪靈的聚會裏面
[00:00:14.000 --> 00:00:17.000]  都會用到這兩段經文
[00:00:17.000 --> 00:00:22.000]  第一段經文是馬可福音十二章二十九到三十一節
[00:00:22.000 --> 00:00:26.000]  那裏講到我們盡心盡性盡意盡力愛我們的主
[00:00:26.000 --> 00:00:29.000]  我們的神和愛人如己
[00:00:29.000 --> 00:00:34.000]  大家知不知道我們有通稱這段經文叫甚麼
[00:00:34.000 --> 00:00:36.000]  名稱,給它一個名稱
[00:00:36.000 --> 00:00:38.000]  三個字
[00:00:38.000 --> 00:00:39.000]  甚麼
[00:00:39.000 --> 00:00:41.000]  大甚麼
[00:00:41.000 --> 00:00:43.000]  大皆命
[00:00:43.000 --> 00:00:46.000]  第二段經文你更加知道了
[00:00:46.000 --> 00:00:49.000]  這個是史密文作的門徒
[00:00:49.000 --> 00:00:51.000]  這個是甚麼三個字
[00:00:51.000 --> 00:00:54.000]  大使命,大家都沒有錯
[00:00:54.000 --> 00:00:56.000]  大皆命和大使命
[00:00:56.000 --> 00:01:00.000]  大皆命和大使命近年我們都很強調
[00:01:00.000 --> 00:01:02.000]  特別今天是教育猜拳禮拜
[00:01:02.000 --> 00:01:07.000]  我們都講到當我們去做猜拳工作的時候
[00:01:07.000 --> 00:01:09.000]  我們都不要忘記
[00:01:09.000 --> 00:01:13.000]  兩樣大皆命和大使命都要去實踐
[00:01:13.000 --> 00:01:18.000]  因為大皆命是關乎到一種生命的見證
[00:01:18.000 --> 00:01:20.000]  大皆命是生命的見證
[00:01:20.000 --> 00:01:23.000]  重心就是說我們要全然愛神
[00:01:23.000 --> 00:01:26.000]  我們自己一個基督徒要全然愛神
[00:01:26.000 --> 00:01:27.000]  以致我們愛神
[00:01:27.000 --> 00:01:29.000]  怎樣能夠表達出來呢
[00:01:29.000 --> 00:01:33.000]  就藉著我們能夠在生活裏面很積極的生活
[00:01:33.000 --> 00:01:34.000]  愛我們自己
[00:01:34.000 --> 00:01:37.000]  又要愛鄰舍如同自己一樣
[00:01:37.000 --> 00:01:42.000]  我們才能夠做到這種表達對神的愛
[00:01:42.000 --> 00:01:44.000]  所以就是生命的見證
[00:01:44.000 --> 00:01:45.000]  生命是甚麼
[00:01:45.000 --> 00:01:46.000]  影響生命
[00:01:46.000 --> 00:01:48.000]  這個是大皆命
[00:01:48.000 --> 00:01:51.000]  以致在猜拳學習裏面
[00:01:51.000 --> 00:01:53.000]  我們很多時候會做一些服侍
[00:01:53.000 --> 00:01:54.000]  關懷
[00:01:54.000 --> 00:01:59.000]  做一些慈惠等等這些工作裏面
[00:01:59.000 --> 00:02:04.000]  另外大使命就是洗萬民作我的門徒
[00:02:04.000 --> 00:02:09.000]  這裏應該也是我們人生的目標
[00:02:09.000 --> 00:02:12.000]  是我們基督徒的人生目標
[00:02:12.000 --> 00:02:15.000]  因為是神自己耶穌基督攀佈給我們
[00:02:15.000 --> 00:02:19.000]  要我們能夠去洗萬民作祂的門徒
[00:02:19.000 --> 00:02:23.000]  跟著我們就希望這些門徒
[00:02:23.000 --> 00:02:28.000]  都能夠重陽繼續的薪火相傳下去
[00:02:28.000 --> 00:02:32.000]  所以今日我的題目叫做大使命門徒
[00:02:32.000 --> 00:02:34.000]  使命門徒不知道大家聽過沒有
[00:02:34.000 --> 00:02:39.000]  在字眼近來都開始人去思想
[00:02:39.000 --> 00:02:44.000]  一個使命門徒這個名稱
[00:02:44.000 --> 00:02:45.000]  想問一下大家
[00:02:45.000 --> 00:02:48.000]  如果你見到一些新朋友
[00:02:48.000 --> 00:02:50.000]  彼此的介紹
[00:02:50.000 --> 00:02:55.000]  你通常會怎樣自我介紹?
[00:02:55.000 --> 00:02:59.000]  當然說一下自己姓什麽名什麽
[00:02:59.000 --> 00:03:00.000]  跟著很快又說一下
[00:03:00.000 --> 00:03:05.000]  可能我是做什麽工作等等
[00:03:05.000 --> 00:03:08.000]  但你會不會說一下我是基督徒?
[00:03:08.000 --> 00:03:09.000]  很少
[00:03:09.000 --> 00:03:11.000]  或者說我是一個門徒
[00:03:11.000 --> 00:03:13.000]  一個使命門徒
[00:03:13.000 --> 00:03:14.000]  有沒有這樣說呢?
[00:03:14.000 --> 00:03:16.000]  當然我們都很少這樣說
[00:03:16.000 --> 00:03:18.000]  但沒有說不要緊
[00:03:18.000 --> 00:03:21.000]  但我們沒有活出來這個是重要的
[00:03:21.000 --> 00:03:23.000]  所以今日和大家去思想
[00:03:23.000 --> 00:03:26.000]  這個大使命門徒
[00:03:26.000 --> 00:03:30.000]  我想強調的不是單單是用口說出來的
[00:03:30.000 --> 00:03:32.000]  是生命活出來的
[00:03:32.000 --> 00:03:37.000]  使命門徒為什麽這個字一起走呢?
[00:03:37.000 --> 00:03:41.000]  當然起初耶穌基督呼召十幾個門徒的時候
[00:03:41.000 --> 00:03:43.000]  就稱呼他們門徒
[00:03:43.000 --> 00:03:46.000]  這個門徒他們學習天國的道理
[00:03:46.000 --> 00:03:50.000]  在跟隨耶穌基督的門下
[00:03:50.000 --> 00:03:54.000]  能夠學習到耶穌的教訓教導
[00:03:54.000 --> 00:03:58.000]  更加願意撇開一切
[00:03:58.000 --> 00:04:00.000]  追隨著耶穌
[00:04:00.000 --> 00:04:03.000]  所以門徒會放棄他們當時的職業
[00:04:03.000 --> 00:04:10.000]  放棄他們甚至生活上追隨著耶穌一起生活
[00:04:10.000 --> 00:04:13.000]  但直至耶穌釘十字架
[00:04:13.000 --> 00:04:18.000]  然後就在阿富汗
[00:04:18.000 --> 00:04:21.000]  去到升天之前
[00:04:21.000 --> 00:04:27.000]  耶穌就在一個地方裏面頒佈一個大使命
[00:04:27.000 --> 00:04:32.000]  就是馬太福音28章18到20節裏面所講
[00:04:32.000 --> 00:04:34.000]  是要洗萬民錯的門徒
[00:04:34.000 --> 00:04:36.000]  同父子聖靈的名
[00:04:36.000 --> 00:04:38.000]  給他們施浸
[00:04:38.000 --> 00:04:41.000]  凡我所吩咐你們的教訓你遵守
[00:04:41.000 --> 00:04:45.000]  直至耶穌基督再頒行的日子
[00:04:45.000 --> 00:04:48.000]  這裏你會發覺到
[00:04:48.000 --> 00:04:54.000]  門徒的職訓工作的方向內容
[00:04:54.000 --> 00:04:57.000]  在這個時候就明確了
[00:04:57.000 --> 00:05:01.000]  大家知道當十幾個門徒跟隨主的時候
[00:05:01.000 --> 00:05:03.000]  知道天國的道理
[00:05:03.000 --> 00:05:09.000]  知道永生 知道悔改歸正
[00:05:09.000 --> 00:05:11.000]  班滿天父那裏
[00:05:11.000 --> 00:05:17.000]  知道要人怎樣去認識這位創造宇宙萬物的真神
[00:05:17.000 --> 00:05:21.000]  但究竟人生的目標是怎樣呢
[00:05:21.000 --> 00:05:26.000]  直至耶穌基督在頒佈大使命的時候
[00:05:26.000 --> 00:05:29.000]  門徒的職訓可以說是確定
[00:05:29.000 --> 00:05:33.000]  門徒願意領受使命
[00:05:33.000 --> 00:05:35.000]  遵隨主的吩咐
[00:05:35.000 --> 00:05:40.000]  洗別人甚至未信耶穌的人
[00:05:40.000 --> 00:05:43.000]  成為耶穌的門徒
[00:05:43.000 --> 00:05:47.000]  所以耶穌一直以來
[00:05:47.000 --> 00:05:52.000]  用生命去影響一班門徒
[00:05:52.000 --> 00:05:55.000]  以致他們能夠有耶穌的生命
[00:05:55.000 --> 00:06:00.000]  所以在大使命裏面猜派他們做宣教
[00:06:00.000 --> 00:06:02.000]  他們參與宣教
[00:06:02.000 --> 00:06:10.000]  宣教當然是將福音傳遍世界各地
[00:06:10.000 --> 00:06:14.000]  但其實耶穌一直以來的門徒訓練
[00:06:14.000 --> 00:06:18.000]  是以宣教為本的門徒訓練
[00:06:18.000 --> 00:06:21.000]  即是說今天我們一直在教會裏面的學習
[00:06:21.000 --> 00:06:24.000]  如果我們秉承耶穌基督的教導
[00:06:24.000 --> 00:06:27.000]  我們也是一直在學甚麼?
[00:06:27.000 --> 00:06:31.000]  以宣教為本的門徒訓練
[00:06:31.000 --> 00:06:34.000]  我不知道你有沒有這樣體會到
[00:06:34.000 --> 00:06:37.000]  你過往在主教學的學習也好
[00:06:37.000 --> 00:06:39.000]  你過往在教會裏面成長
[00:06:39.000 --> 00:06:41.000]  讀聖經也好
[00:06:41.000 --> 00:06:43.000]  你有沒有留意到
[00:06:43.000 --> 00:06:48.000]  其實一直以來耶穌基督給我們的教導訓練
[00:06:48.000 --> 00:06:52.000]  其實都是以宣教為本的門徒訓練
[00:06:52.000 --> 00:06:56.000]  因為他就是這樣去教導這班門徒
[00:06:56.000 --> 00:06:57.000]  去帶領這班門徒
[00:06:57.000 --> 00:07:01.000]  今天同樣我們稱為主耶穌的門徒
