
[00:00:00.000 --> 00:00:01.320]  口號
[00:00:01.320 --> 00:00:03.640]  有一個意念是我們過往幾年
[00:00:03.640 --> 00:00:04.520]  時時都會
[00:00:04.520 --> 00:00:05.960]  間中都會提一提的
[00:00:05.960 --> 00:00:07.360]  這句說話是這樣說的
[00:00:07.360 --> 00:00:08.960]  不知道你有沒有印象
[00:00:08.960 --> 00:00:11.720]  就是我們的天花板
[00:00:11.720 --> 00:00:14.040]  要成為我們下一代的地板
[00:00:14.040 --> 00:00:17.080]  我們要撐起我們的天花板
[00:00:17.080 --> 00:00:20.600]  讓它可以成為我們下一代的地板
[00:00:20.600 --> 00:00:23.360]  有哪些人聽過這句說話的?
[00:00:23.360 --> 00:00:25.160]  哦
[00:00:25.160 --> 00:00:26.080]  真是好
[00:00:26.080 --> 00:00:28.160]  有少許人沒聽過的
[00:00:28.160 --> 00:00:30.080]  意思就是說
[00:00:30.080 --> 00:00:31.360]  特別是我們家庭區
[00:00:31.360 --> 00:00:32.480]  我覺得是特別適合的
[00:00:32.480 --> 00:00:35.240]  因為很多人都是在做父母
[00:00:35.240 --> 00:00:36.440]  所以呢
[00:00:36.440 --> 00:00:39.120]  我們直接有我們的下一代
[00:00:39.120 --> 00:00:41.200]  當然如果你不是做父母的
[00:00:41.200 --> 00:00:42.840]  中間都是部分弟兄姊妹
[00:00:42.840 --> 00:00:44.280]  可能你不是別人的父母
[00:00:44.280 --> 00:00:45.680]  但是我們的年紀
[00:00:45.680 --> 00:00:49.080]  我們屬靈上面的生命狀況
[00:00:49.080 --> 00:00:52.040]  其實都可以成為很多人的師父
[00:00:52.040 --> 00:00:54.800]  我們都有屬靈上面的下一代的
[00:00:54.800 --> 00:00:55.640]  所以
[00:00:55.640 --> 00:00:58.120]  我們的下一代是要青出於藍的
[00:00:58.120 --> 00:00:59.120]  你想不想的?
[00:00:59.120 --> 00:01:01.120]  你想不想你的子女
[00:01:01.120 --> 00:01:04.320]  比你年輕的一群
[00:01:04.320 --> 00:01:05.760]  他的生命力
[00:01:05.760 --> 00:01:06.840]  他的服侍
[00:01:06.840 --> 00:01:08.480]  是比你更加的
[00:01:08.480 --> 00:01:09.720]  大
[00:01:09.720 --> 00:01:13.960]  好像大家的表情
[00:01:13.960 --> 00:01:16.240]  是必須的
[00:01:16.240 --> 00:01:18.560]  這個都是我們的
[00:01:18.560 --> 00:01:19.440]  你心目中
[00:01:19.440 --> 00:01:20.240]  你問心那句
[00:01:20.240 --> 00:01:21.440]  你都是這樣期望的
[00:01:21.440 --> 00:01:22.200]  是吧
[00:01:22.200 --> 00:01:25.000]  不過同時我們要承認一件事
[00:01:25.000 --> 00:01:26.920]  特別說做父親
[00:01:26.920 --> 00:01:29.200]  都是一件困難的工作
[00:01:29.200 --> 00:01:32.600]  所以你看一下爸爸的樣子
[00:01:32.600 --> 00:01:33.960]  看他殘不殘忍
[00:01:33.960 --> 00:01:35.160]  今天早上
[00:01:35.160 --> 00:01:44.840]  做爸爸做父親
[00:01:44.840 --> 00:01:47.360]  我講父親其實有幾個含義的
[00:01:47.360 --> 00:01:50.840]  真的我們有子女的
[00:01:50.840 --> 00:01:51.760]  做他的父親
[00:01:51.760 --> 00:01:53.480]  或者屬靈的裡面
[00:01:53.480 --> 00:01:55.600]  我們有比我們年輕的人
[00:01:55.600 --> 00:01:58.320]  我們願意成為他的栽培
[00:01:58.320 --> 00:02:00.200]  成為他的同行者
[00:02:00.200 --> 00:02:01.200]  那個角度來說
[00:02:01.200 --> 00:02:04.000]  其實我們都是一個父親的角度
[00:02:04.000 --> 00:02:09.640]  做父親其實是一件很困難的工作
[00:02:09.640 --> 00:02:13.680]  不過同時間也是一件很重要的工作
[00:02:13.680 --> 00:02:15.080]  很重要的工作
[00:02:15.080 --> 00:02:16.800]  它的重要性
[00:02:16.800 --> 00:02:19.000]  其實不單止在聖經裡面講
[00:02:19.000 --> 00:02:20.960]  其實在社會的研究裡面
[00:02:20.960 --> 00:02:24.480]  也有很多這樣的研究的內容
[00:02:24.480 --> 00:02:26.040]  我預備的時候
[00:02:26.040 --> 00:02:27.440]  我看了一份資料
[00:02:27.440 --> 00:02:30.880]  跟大家講一下做父親的影響力
[00:02:30.880 --> 00:02:33.520]  特別是父子的關係
[00:02:33.520 --> 00:02:34.800]  或者父女關係
[00:02:34.800 --> 00:02:36.880]  其實是成為了年輕人
[00:02:36.880 --> 00:02:39.440]  能不能夠健康發展
[00:02:39.440 --> 00:02:42.800]  能不能夠擁有一個快樂的生命
[00:02:42.800 --> 00:02:44.520]  一個很決定性的因素
[00:02:44.520 --> 00:02:45.680]  我接著講的那些東西
[00:02:45.680 --> 00:02:48.680]  其實不是從一個信仰的角度去講的
[00:02:48.680 --> 00:02:50.560]  就是從一個社會學研究的角度
[00:02:50.560 --> 00:02:52.360]  得來的一些資料
[00:02:52.360 --> 00:02:53.640]  讓大家來聽聽
[00:02:53.640 --> 00:02:55.240]  在美國
[00:02:55.240 --> 00:02:56.880]  美國做多了一些研究
[00:02:56.880 --> 00:02:58.280]  所以他有這些研究的結果
[00:02:58.280 --> 00:02:59.520]  他分析了什麼呢
[00:02:59.520 --> 00:03:02.120]  美國的人口統計的數字
[00:03:02.120 --> 00:03:06.200]  就發覺父子或者父女的關係的親密
[00:03:06.200 --> 00:03:08.320]  或者疏離
[00:03:08.320 --> 00:03:10.520]  這個影響的因素
[00:03:10.520 --> 00:03:14.160]  和他的家庭貧窮
[00:03:14.160 --> 00:03:15.560]  還是有錢的因素
[00:03:15.560 --> 00:03:16.720]  比較之下
