
[00:00:00.000 --> 00:00:05.440]  大家好,我們來看看第十四章
[00:00:05.440 --> 00:00:09.160]  第十四章是接上去的第十一章
[00:00:09.160 --> 00:00:12.800]  第十一章講到七印七號
[00:00:12.800 --> 00:00:16.000]  去到七號的時候中間有個段落
[00:00:16.000 --> 00:00:18.640]  就好像我們現在看電影一樣
[00:00:18.640 --> 00:00:20.680]  電影有時候會轉一轉鏡頭
[00:00:20.680 --> 00:00:25.880]  去到獸,虎人,又有十四萬四千
[00:00:25.880 --> 00:00:27.600]  十二章,十三章
[00:00:27.600 --> 00:00:30.560]  去到十四章,鏡頭又轉過來了
[00:00:30.560 --> 00:00:36.880]  所以接上去第十一章七號
[00:00:36.880 --> 00:00:43.040]  如果我們來理解教會歷史的角度來看
[00:00:43.040 --> 00:00:46.640]  當主耶穌升天的時候
[00:00:46.640 --> 00:00:49.480]  我們就開展了教會的年代
[00:00:49.480 --> 00:00:53.560]  教會的年代一直直至七年的大災難
[00:00:53.560 --> 00:00:58.280]  然後有千禧年國度和新天新地
[00:00:58.280 --> 00:01:01.440]  中間我們說有主的再來
[00:01:01.440 --> 00:01:04.560]  第一次主來的時候
[00:01:04.560 --> 00:01:06.760]  是用一個孩童的樣式
[00:01:06.760 --> 00:01:09.840]  在馬槽裡誕生,在伯利恆
[00:01:09.840 --> 00:01:12.960]  第二次主要再來的時候
[00:01:12.960 --> 00:01:16.960]  就是駕雲降臨,帶著權柄
[00:01:16.960 --> 00:01:23.920]  而且門徒,我們相信主人也被提在主與空中相遇
[00:01:23.920 --> 00:01:25.480]  可以見到主
[00:01:25.480 --> 00:01:28.280]  這個我大概去到描述這個情況
[00:01:28.280 --> 00:01:30.440]  所以我們可以來理解
[00:01:30.440 --> 00:01:33.680]  末世的大災難發生的時候
[00:01:33.680 --> 00:01:35.920]  就有主的再來
[00:01:35.920 --> 00:01:38.000]  主再來有些時候
[00:01:38.000 --> 00:01:40.200]  有些異端就在這些情況下
[00:01:40.200 --> 00:01:43.360]  做了一些混亂我們的情況
[00:01:43.360 --> 00:01:47.080]  舉例說有一個異端叫做東方閃電
[00:01:47.080 --> 00:01:49.080]  聽過一下,東方閃電
[00:01:49.080 --> 00:01:53.240]  東方閃電主第一次來的時候就在西方
[00:01:53.240 --> 00:01:54.640]  其實也不是很西
[00:01:54.640 --> 00:01:56.000]  在中國來說是西
[00:01:56.000 --> 00:01:58.920]  第二次來的時候就在東方
[00:01:58.920 --> 00:02:00.920]  閃電一般降臨
[00:02:00.920 --> 00:02:03.480]  他還說了一些陰陽調和
[00:02:03.480 --> 00:02:06.360]  上一次主來的時候是藍的
[00:02:06.360 --> 00:02:07.760]  所以第二次來又怎樣
[00:02:07.760 --> 00:02:09.120]  就是女的
[00:02:09.120 --> 00:02:10.840]  所以就是女基督
[00:02:10.840 --> 00:02:13.880]  於是又說不知在山西還是山東
[00:02:13.880 --> 00:02:17.160]  於是又說陰陽調和嚇得你
[00:02:17.160 --> 00:02:19.320]  這些完全不合乎聖經
[00:02:19.320 --> 00:02:21.040]  因為主的再來
[00:02:21.040 --> 00:02:22.520]  主是一定會再來
[00:02:22.520 --> 00:02:24.400]  是我們切實所盼望的
[00:02:24.400 --> 00:02:26.720]  但主再來是駕雲降臨
[00:02:26.720 --> 00:02:28.160]  帶著權柄
[00:02:28.160 --> 00:02:33.320]  新天新地開始在這個災難的時候
[00:02:33.320 --> 00:02:35.080]  我們也要提醒我們
[00:02:35.080 --> 00:02:36.680]  那些搞擾我們的
[00:02:36.680 --> 00:02:38.120]  令我們混亂的
[00:02:38.120 --> 00:02:41.240]  我們也要提防
[00:02:41.240 --> 00:02:42.840]  我們用聖經的話語來了解
[00:02:42.840 --> 00:02:43.800]  為什麼呢?
[00:02:43.800 --> 00:02:46.840]  那些凡是說有日子有時間的
[00:02:46.840 --> 00:02:47.960]  多數都是錯誤的
[00:02:47.960 --> 00:02:51.160]  因為「乃日子,乃時辰」是怎樣的呢?
[00:02:51.160 --> 00:02:52.480]  主自己也不知道
[00:02:52.480 --> 00:02:54.240]  只有父知道
[00:02:54.240 --> 00:02:56.920]  所以如果有人說何時何時是的話
[00:02:56.920 --> 00:02:58.840]  哪怕祂是什麼人也好
[00:02:58.840 --> 00:03:01.080]  那是假的
[00:03:01.080 --> 00:03:02.920]  我們知道主一再來的時候
[00:03:02.920 --> 00:03:05.360]  我們眾口都能夠承認
[00:03:05.360 --> 00:03:08.160]  萬口萬室跪拜我們一起看到的
[00:03:08.160 --> 00:03:09.720]  所以不會說很神秘
[00:03:09.720 --> 00:03:11.200]  只是祂知道你不知道
[00:03:11.200 --> 00:03:12.000]  不會的
[00:03:12.000 --> 00:03:14.200]  我們也要多理解一件事情
[00:03:14.200 --> 00:03:15.040]  今天也講解了
[00:03:15.040 --> 00:03:16.520]  在第一節聖經論文
[00:03:16.520 --> 00:03:19.120]  說到有天使在空中
[00:03:19.120 --> 00:03:21.640]  有永遠的福音要傳給
[00:03:21.640 --> 00:03:23.520]  住在地上的人
[00:03:23.520 --> 00:03:26.200]  就是各國各族各方和各民
[00:03:26.200 --> 00:03:28.840]  這裡說到天使要傳揚福音
[00:03:28.840 --> 00:03:31.200]  天使要傳揚永遠的福音
[00:03:31.200 --> 00:03:32.680]  那誰傳福音呢?
[00:03:32.680 --> 00:03:33.920]  平時
[00:03:33.920 --> 00:03:35.440]  是你和我傳揚
[00:03:35.440 --> 00:03:37.200]  不是天使傳揚
[00:03:37.200 --> 00:03:42.280]  所以有些人就用這段經文來推斷
[00:03:42.280 --> 00:03:46.480]  主在這時候的信徒已經被提及
[00:03:46.480 --> 00:03:48.160]  地上教會不存在
[00:03:48.160 --> 00:03:50.040]  所以天使來傳福音
[00:03:50.040 --> 00:03:52.360]  所以就牽涉到另外一個
[00:03:52.360 --> 00:03:54.680]  我們常常聽到的理論
[00:03:54.680 --> 00:03:56.120]  有三種形式
[00:03:56.120 --> 00:04:00.040]  主在來究竟在災難的哪個時期來臨呢?
[00:04:00.040 --> 00:04:01.120]  就是主的在來
[00:04:01.120 --> 00:04:02.080]  有三個
[00:04:02.080 --> 00:04:05.360]  一個就是主在災前被提及
[00:04:05.360 --> 00:04:06.760]  七年大災難
[00:04:06.760 --> 00:04:08.240]  在災前被提及
[00:04:08.240 --> 00:04:10.040]  就是說在災難起手的時候
[00:04:10.040 --> 00:04:11.200]  信徒已經被提及
[00:04:11.200 --> 00:04:13.040]  在空中與主相會
[00:04:13.040 --> 00:04:14.480]  第二種理論
[00:04:14.480 --> 00:04:16.600]  就是在災中被提及
[00:04:16.600 --> 00:04:17.760]  這段經文
[00:04:17.760 --> 00:04:19.000]  那些人這樣引用
[00:04:19.000 --> 00:04:22.560]  就是在災中三年半的時候被提及
[00:04:22.560 --> 00:04:27.560]  第三種理論就是在災難之後才被提及
[00:04:27.560 --> 00:04:29.120]  就是在災後被提及
[00:04:29.120 --> 00:04:32.200]  就是在災前、災中和災後
[00:04:32.200 --> 00:04:33.040]  作為你
[00:04:33.040 --> 00:04:34.040]  你想要哪一種?
[00:04:34.040 --> 00:04:36.560]  當然是災前了
[00:04:36.560 --> 00:04:38.360]  我是正常人
[00:04:38.360 --> 00:04:40.440]  最好就不用經歷災難
[00:04:40.440 --> 00:04:42.960]  最好當然是平安無事
[00:04:42.960 --> 00:04:43.960]  一旦災難來
[00:04:43.960 --> 00:04:46.280]  主接我回天上了
[00:04:46.280 --> 00:04:48.480]  全部看著你而已
[00:04:48.480 --> 00:04:50.240]  真是噁心
[00:04:50.240 --> 00:04:52.320]  這是我們人的想像
[00:04:52.320 --> 00:04:53.760]  好了,播道會呢?
[00:04:53.760 --> 00:04:57.000]  播道會呢?
[00:04:57.000 --> 00:04:59.360]  我們播道會沒有很嚴格
[00:04:59.360 --> 00:05:00.200]  一定要哪一個
[00:05:00.200 --> 00:05:02.160]  不過我認識的牧長
[00:05:02.160 --> 00:05:06.680]  或者比較資深的牧師
[00:05:06.680 --> 00:05:09.680]  多數是災後的
[00:05:09.680 --> 00:05:13.800]  所以我聽完之後心裡覺得慘慘的
[00:05:13.800 --> 00:05:14.440]  災後
[00:05:14.440 --> 00:05:15.560]  雖然我未必去到那裡
[00:05:15.560 --> 00:05:17.560]  我也不知道什麼時候
[00:05:17.560 --> 00:05:19.800]  可能我還沒去到那裡
[00:05:19.800 --> 00:05:20.680]  已經回到天父那裡了
[00:05:20.680 --> 00:05:21.480]  所以我不知道是不是
[00:05:21.480 --> 00:05:24.120]  但是也覺得是慘慘的
[00:05:24.120 --> 00:05:27.200]  慘慘的才提起
[00:05:27.200 --> 00:05:28.800]  那我就要吃光了
[00:05:28.800 --> 00:05:29.400]  是不是?
[00:05:29.400 --> 00:05:30.840]  所以我有時討論過
[00:05:30.840 --> 00:05:32.240]  不如一半一半吧
[00:05:32.240 --> 00:05:33.880]  災中也好
[00:05:33.880 --> 00:05:34.880]  在中間也好
[00:05:34.880 --> 00:05:36.880]  起碼我有一半也不用
[00:05:36.880 --> 00:05:38.680]  有幾個理論
[00:05:38.680 --> 00:05:40.280]  這是人心裡面的看法
[00:05:40.280 --> 00:05:41.360]  不過我想說的是
[00:05:41.360 --> 00:05:43.280]  這三個都不是異端
[00:05:43.280 --> 00:05:44.720]  這三種看法
[00:05:44.720 --> 00:05:47.680]  都是不同的理解
[00:05:47.680 --> 00:05:49.320]  但是這並不牽涉異端
[00:05:49.320 --> 00:05:51.080]  那麼東方閃電那些呢?
[00:05:51.080 --> 00:05:52.280]  那些就是異端了
[00:05:52.280 --> 00:05:53.040]  明白嗎?
[00:05:53.040 --> 00:05:54.360]  這些就不是
[00:05:54.360 --> 00:05:55.880]  但是我們看經文的時候
[00:05:55.880 --> 00:05:56.680]  也說到
[00:05:56.680 --> 00:05:58.480]  傳揚福音的責任
[00:05:58.480 --> 00:05:59.720]  應該在誰身上呢?
[00:05:59.720 --> 00:06:00.440]  在我們身上
[00:06:00.440 --> 00:06:01.520]  但是天使也說了
[00:06:01.520 --> 00:06:03.800]  在各國各族各方各民
[00:06:03.800 --> 00:06:05.320]  主的心意要萬人得救
[00:06:05.320 --> 00:06:06.240]  不願一人沉淪
[00:06:06.240 --> 00:06:07.200]  主也說到
[00:06:07.200 --> 00:06:08.840]  祂回來要什麼呢?
[00:06:08.840 --> 00:06:10.960]  得救的人數要滿足
[00:06:10.960 --> 00:06:13.120]  所以我們今天努力傳揚福音
[00:06:13.120 --> 00:06:15.440]  讓得救的人數滿足
[00:06:15.440 --> 00:06:18.000]  主就會降臨
[00:06:18.000 --> 00:06:18.720]  再臨
[00:06:18.720 --> 00:06:22.680]  但是在各國各族
[00:06:22.680 --> 00:06:24.000]  以及各方各民裡面
[00:06:24.000 --> 00:06:25.400]  傳揚福音
[00:06:25.400 --> 00:06:26.200]  在這一刻
[00:06:26.200 --> 00:06:27.920]  一定是我們的責任
[00:06:27.920 --> 00:06:29.160]  但是有時候
[00:06:29.160 --> 00:06:30.680]  除了在遠方
[00:06:30.680 --> 00:06:31.920]  而在近處
[00:06:31.920 --> 00:06:33.200]  沒理由只在遠方
[00:06:33.200 --> 00:06:35.120]  我們近處也要傳揚福音
[00:06:35.120 --> 00:06:38.200]  最近這個社會發生的事情
[00:06:38.200 --> 00:06:38.840]  有一件事
[00:06:38.840 --> 00:06:40.080]  我覺得值得和你分享一下
[00:06:40.080 --> 00:06:41.960]  也只會對他自己有很大提醒
[00:06:41.960 --> 00:06:42.880]  各位姐妹
[00:06:42.880 --> 00:06:44.040]  都很愛主的
[00:06:44.040 --> 00:06:47.200]  他參加我們的猜拳學習
[00:06:47.200 --> 00:06:49.120]  什麼尤宣禱告學習
[00:06:49.120 --> 00:06:50.360]  什麼都有來的
[00:06:50.360 --> 00:06:53.400]  他都很關心傳福音
[00:06:53.400 --> 00:06:55.520]  特別是向各國各族
[00:06:55.520 --> 00:06:56.880]  各方各民傳福音
[00:06:56.880 --> 00:06:57.840]  都是很關心的
[00:06:57.840 --> 00:06:59.080]  但是最近有件事
[00:06:59.080 --> 00:07:00.240]  他也提醒他
[00:07:00.240 --> 00:07:03.400]  他兩夫妻和兒子
