
[00:00:00.000 --> 00:00:02.000]  用我們繼續打開神的話語
[00:00:02.000 --> 00:00:05.000]  再一次同心低頭來禱告
[00:00:05.000 --> 00:00:10.000]  天父今日是你的聖日
[00:00:10.000 --> 00:00:12.000]  讓屬你的兒女
[00:00:12.000 --> 00:00:14.000]  可以很自由的來到你的殿裏面
[00:00:14.000 --> 00:00:16.000]  去敬拜和讚美
[00:00:16.000 --> 00:00:19.000]  讓我們不單止用心靈和誠實敬拜你
[00:00:19.000 --> 00:00:23.000]  更加我們奉你的名打開你自己寶貴的話語的時候
[00:00:23.000 --> 00:00:25.000]  再給我們一個謙卑受教的心
[00:00:25.000 --> 00:00:28.000]  讓真理的聖靈成為我們的老師
[00:00:28.000 --> 00:00:30.000]  帶領我們進入
[00:00:30.000 --> 00:00:33.000]  帶領我們明白你的話語的真當中
[00:00:33.000 --> 00:00:35.000]  讓講的讓聽的
[00:00:35.000 --> 00:00:38.000]  同樣在你的話語裏面被你所提醒
[00:00:38.000 --> 00:00:40.000]  祝福我們彼此分享的時間
[00:00:40.000 --> 00:00:41.000]  聽我們的禱告
[00:00:41.000 --> 00:00:42.000]  獻上我們的謝恩
[00:00:42.000 --> 00:00:44.000]  奉耶穌基督你的聖名
[00:00:44.000 --> 00:00:46.000]  阿們
[00:00:46.000 --> 00:00:48.000]  丙姐妹我很想問你一個問題
[00:00:48.000 --> 00:00:50.000]  我不知道你在人生裏面
[00:00:50.000 --> 00:00:52.000]  有沒有追電視
[00:00:52.000 --> 00:00:54.000]  你有沒有追電視的習慣
[00:00:54.000 --> 00:00:56.000]  丙姐妹舉個手好不好
[00:00:56.000 --> 00:00:58.000]  這麼少人舉手
[00:00:58.000 --> 00:00:59.000]  可能你不好意思
[00:00:59.000 --> 00:01:01.000]  經常抱著電視機
[00:01:01.000 --> 00:01:04.000]  追電視不是因為電視機的款式越出越新
[00:01:04.000 --> 00:01:06.000]  以致你不斷地換機
[00:01:06.000 --> 00:01:09.000]  追電視就是你抱在電視機旁邊
[00:01:09.000 --> 00:01:12.000]  上上的定睛留意
[00:01:12.000 --> 00:01:15.000]  我回望有幾個片段很深刻
[00:01:15.000 --> 00:01:18.000]  當六四的時候
[00:01:18.000 --> 00:01:21.000]  我和我太太抱著一歲多的女兒
[00:01:21.000 --> 00:01:23.000]  就抱在電視機旁邊
[00:01:23.000 --> 00:01:28.000]  上上看著電視機裏面每一個的進程
[00:01:28.000 --> 00:01:31.000]  當四川大地震的時候
[00:01:31.000 --> 00:01:33.000]  我自己身在上海
[00:01:33.000 --> 00:01:36.000]  我就站在路邊看著大銀幕
[00:01:36.000 --> 00:01:39.000]  我都不知道自己站了多久
[00:01:39.000 --> 00:01:43.000]  一直很留心整個事態的進展
[00:01:43.000 --> 00:01:45.000]  今年的十月一日
[00:01:45.000 --> 00:01:48.000]  當我早上起床打開電視機的時候
[00:01:48.000 --> 00:01:51.000]  就聽到海灘裏面有意外
[00:01:51.000 --> 00:01:53.000]  一路看看那些救生員
[00:01:53.000 --> 00:01:57.000]  看看那些蛙人怎樣去拯救怎樣去打撈
[00:01:57.000 --> 00:02:01.000]  到晚上同樣又發生了海難
[00:02:01.000 --> 00:02:03.000]  我就抱在電視機旁邊
[00:02:03.000 --> 00:02:07.000]  一路看看究竟事態的進展
[00:02:07.000 --> 00:02:09.000]  不單止想知識裏面
[00:02:09.000 --> 00:02:12.000]  想知道更多事實的真相
[00:02:12.000 --> 00:02:15.000]  更加心裏面一路看的時候
[00:02:15.000 --> 00:02:20.000]  就有一種傷心難過的情懷流露出來
[00:02:20.000 --> 00:02:22.000]  無怪中國人有一句話
[00:02:22.000 --> 00:02:26.000]  惻隱之心人皆有之
[00:02:26.000 --> 00:02:29.000]  我不知道什麼事情能夠觸動你的心懷
[00:02:29.000 --> 00:02:31.000]  我不知道你的生命裏面
[00:02:31.000 --> 00:02:34.000]  有什麼能夠打動你的情感
[00:02:34.000 --> 00:02:36.000]  在整全使命裏面
[00:02:36.000 --> 00:02:39.000]  讓我們見到我們有三個範疇
[00:02:39.000 --> 00:02:42.000]  是我們以基督為主的時候
[00:02:42.000 --> 00:02:45.000]  我們要在地上建立教會
[00:02:45.000 --> 00:02:47.000]  當我們建立教會的時候
[00:02:47.000 --> 00:02:49.000]  我們要努力地去傳揚福音
[00:02:49.000 --> 00:02:51.000]  我們要憑著聖經的真理
[00:02:51.000 --> 00:02:53.000]  去教導靖姐妹
[00:02:53.000 --> 00:02:56.000]  有根有機地來成長
[00:02:56.000 --> 00:02:58.000]  不單止我們地上要建立教會
[00:02:58.000 --> 00:03:02.000]  我們還要關愛萬遊
[00:03:02.000 --> 00:03:06.000]  因為當神創造了整個宇宙萬物的時候
[00:03:06.000 --> 00:03:08.000]  神就告訴亞當
[00:03:08.000 --> 00:03:11.000]  你要管理整個大地
[00:03:11.000 --> 00:03:14.000]  當神拯救了羅亞一家的時候
[00:03:14.000 --> 00:03:16.000]  又告訴他你要管理
[00:03:16.000 --> 00:03:18.000]  當神揀選了阿伯拉罕的時候
[00:03:18.000 --> 00:03:22.000]  就告訴他萬國都要因你特服
[00:03:22.000 --> 00:03:26.000]  今日我們都被稱為阿伯拉罕的後裔
[00:03:26.000 --> 00:03:28.000]  我們都能夠在神的面前
[00:03:28.000 --> 00:03:31.000]  去承擔神這個創造裏面
[00:03:31.000 --> 00:03:34.000]  要管理萬物那種的境況
[00:03:34.000 --> 00:03:38.000]  今日如果大地神創造的時候
[00:03:38.000 --> 00:03:41.000]  說是好是美好的時候
[00:03:41.000 --> 00:03:43.000]  今日我們屬神的子民
[00:03:43.000 --> 00:03:46.000]  我們怎樣去關愛整個的萬遊呢?
[00:03:46.000 --> 00:03:50.000]  上個禮拜眾院傳道就帶我們看見
[00:03:50.000 --> 00:03:53.000]  當我們要服務社會的時候
[00:03:53.000 --> 00:03:55.000]  我們有兩樣東西要做
[00:03:55.000 --> 00:03:57.000]  我們要秉公行義
[00:03:57.000 --> 00:04:00.000]  我們要憐憫他人
[00:04:00.000 --> 00:04:03.000]  當我們要服務社會的時候
[00:04:03.000 --> 00:04:06.000]  我相信秉公行義憐憫他人
[00:04:06.000 --> 00:04:08.000]  正正是尼加書裏面提醒我們
[00:04:08.000 --> 00:04:12.000]  今日我指示你何為善呢?
[00:04:12.000 --> 00:04:14.000]  他要我們行的是甚麼呢?
[00:04:14.000 --> 00:04:17.000]  我們要行公義好憐憫
[00:04:17.000 --> 00:04:21.000]  全謙卑的心與我們的神同行
[00:04:21.000 --> 00:04:23.000]  今日我們活在這個地上
[00:04:23.000 --> 00:04:25.000]  我們每個人都有責任
[00:04:25.000 --> 00:04:27.000]  神給我們都有託付
[00:04:27.000 --> 00:04:31.000]  我們要行公義好憐憫
[00:04:31.000 --> 00:04:35.000]  全謙卑的心與我們的神同行
[00:04:35.000 --> 00:04:37.000]  當我們要服務社會的時候
[00:04:37.000 --> 00:04:40.000]  秉公行義和憐憫
[00:04:40.000 --> 00:04:42.000]  是一個緊扣在一起的表達
[00:04:42.000 --> 00:04:45.000]  當我們要執行公義的時候
[00:04:45.000 --> 00:04:46.000]  神告訴我們
[00:04:46.000 --> 00:04:49.000]  我們都需要有憐憫的那種情懷
[00:04:49.000 --> 00:04:52.000]  當我們要執行這個憐憫的時候
[00:04:52.000 --> 00:04:54.000]  實踐憐憫的時候
[00:04:54.000 --> 00:04:58.000]  其實我們都需要有公義的原則
[00:04:58.000 --> 00:05:00.000]  正正因為這樣
[00:05:00.000 --> 00:05:02.000]  所以我們需要來到神的面前
[00:05:02.000 --> 00:05:06.000]  謙卑的求上帝給我們有聰明有智慧
[00:05:06.000 --> 00:05:10.000]  在地上能夠去實踐
[00:05:10.000 --> 00:05:13.000]  上個禮拜眾院傳道講到
[00:05:13.000 --> 00:05:16.000]  上帝的子民要秉公行義
[00:05:16.000 --> 00:05:18.000]  今日很想藉著《生命記》這段經文
[00:05:18.000 --> 00:05:20.000]  和大家來思考
[00:05:20.000 --> 00:05:24.000]  上帝的子民要憐憫他人
[00:05:24.000 --> 00:05:27.000]  當上帝的子民要憐憫他人的時候
[00:05:27.000 --> 00:05:30.000]  什麼是憐憫呢?
[00:05:30.000 --> 00:05:32.000]  憐憫是什麼意思呢?
[00:05:32.000 --> 00:05:36.000]  憐憫是內心產生一種感受
[00:05:36.000 --> 00:05:43.000]  這種感受正正是人心深處體恤的同情
[00:05:43.000 --> 00:05:45.000]  所以保羅說
[00:05:45.000 --> 00:05:48.000]  我們今天有沒有與喜樂的人同樂
[00:05:48.000 --> 00:05:51.000]  我們今天有沒有與哀哭的人同哭
[00:05:51.000 --> 00:05:55.000]  我們有沒有身同感受的一種描述一種表達
[00:05:55.000 --> 00:05:59.000]  當耶穌去到拉撒路墓前的時候
[00:05:59.000 --> 00:06:03.000]  他很深深感受到親人離世的傷痛
[00:06:03.000 --> 00:06:08.000]  在聖經裡面講耶穌哭了
[00:06:08.000 --> 00:06:10.000]  其實在整個聖經裡面
[00:06:10.000 --> 00:06:12.000]  有超過110段的經文
[00:06:12.000 --> 00:06:17.000]  去描述到我們的神是一個滿有憐憫的神
[00:06:17.000 --> 00:06:20.000]  憐憫就是神自己一個的屬性
[00:06:20.000 --> 00:06:23.000]  當我們一路看聖經的歷史的時候
[00:06:23.000 --> 00:06:28.000]  我們看到神如何流露出神的憐憫的情懷
[00:06:28.000 --> 00:06:30.000]  在羅馬的時代
[00:06:30.000 --> 00:06:33.000]  人的罪惡去到極點
[00:06:33.000 --> 00:06:37.000]  神要用洪水去毀滅整個大地
[00:06:37.000 --> 00:06:39.000]  但是神憐憫人
[00:06:39.000 --> 00:06:41.000]  神就揀選了羅亞這個家庭
[00:06:41.000 --> 00:06:43.000]  揀選了地上的牲畜
[00:06:43.000 --> 00:06:46.000]  一對一對的進入到這個方舟
[00:06:46.000 --> 00:06:51.000]  當羅亞和這些活物從方舟裡面出來的時候
[00:06:51.000 --> 00:06:53.000]  神就與他們納約
[00:06:53.000 --> 00:06:56.000]  神不單止與羅亞來到納約
[00:06:56.000 --> 00:07:00.000]  神從出方舟所有的活物來到納約
[00:07:00.000 --> 00:07:02.000]  神說從今以後
[00:07:02.000 --> 00:07:05.000]  我再不用洪水去毀滅
[00:07:05.000 --> 00:07:08.000]  毀滅整個的大地
[00:07:08.000 --> 00:07:12.000]  這個納約是關乎神和人的納約
[00:07:12.000 --> 00:07:14.000]  是關乎神和活物的納約
[00:07:14.000 --> 00:07:18.000]  是關乎神和這個大地的納約
[00:07:18.000 --> 00:07:24.000]  神不單止對人對活物對大地滿有納約
[00:07:24.000 --> 00:07:28.000]  因為神對人很有憐憫
[00:07:28.000 --> 00:07:32.000]  當神知道索多瑪和阿摩拉這兩個罪惡的城市
[00:07:32.000 --> 00:07:34.000]  罪惡滔天的時候
[00:07:34.000 --> 00:07:36.000]  神要毀滅這個城市
[00:07:36.000 --> 00:07:39.000]  但是阿伯拉罕知道神的心意
[00:07:39.000 --> 00:07:42.000]  就來到神的面前討價還價
[00:07:42.000 --> 00:07:43.000]  他說神啊
[00:07:43.000 --> 00:07:46.000]  如果城裡面有五十個異人
[00:07:46.000 --> 00:07:47.000]  你會不會毀滅呢?
[00:07:47.000 --> 00:07:51.000]  結果有五十個、四十個、三十個、二十個
[00:07:51.000 --> 00:07:52.000]  最後阿伯拉罕說
[00:07:52.000 --> 00:07:55.000]  如果城裡面有十個異人
[00:07:55.000 --> 00:07:57.000]  你會怎樣呢?
[00:07:57.000 --> 00:07:59.000]  創世紀第十八章
[00:07:59.000 --> 00:08:00.000]  神就說
[00:08:00.000 --> 00:08:02.000]  為這十個的緣故
[00:08:02.000 --> 00:08:06.000]  我也不毀滅那城
[00:08:06.000 --> 00:08:10.000]  神憐憫的情懷流露出來
[00:08:10.000 --> 00:08:11.000]  更加在聖經裡面
[00:08:11.000 --> 00:08:14.000]  有十八段的經文裡面說到
[00:08:14.000 --> 00:08:16.000]  當人犯了罪的時候
[00:08:16.000 --> 00:08:18.000]  當人誤殺人的時候
[00:08:18.000 --> 00:08:20.000]  神就吩咐那些人
[00:08:20.000 --> 00:08:22.000]  能夠在不同的地方裡面
[00:08:22.000 --> 00:08:24.000]  去建立了這個屠城
