
[00:00:00.000 --> 00:00:05.480]  今天我想從《已不鎖書》的一些經文跟大家說說
[00:00:05.480 --> 00:00:07.240]  人生的選擇
[00:00:07.240 --> 00:00:08.720]  究竟我們是如何選擇的呢?
[00:00:08.720 --> 00:00:11.200]  如何走我們自己人生的路呢?
[00:00:11.200 --> 00:00:14.140]  我們先看一節聖經
[00:00:14.140 --> 00:00:16.140]  《已不鎖書》四章一節
[00:00:16.140 --> 00:00:21.080]  我們一起讀讀這節聖經,好嗎?
[00:00:21.080 --> 00:00:23.080]  《已不鎖書》第四章第一節
[00:00:23.080 --> 00:00:24.500]  預備,一而起
[00:00:24.500 --> 00:00:27.440]  (《已不鎖書》第四章第一節)
[00:00:27.440 --> 00:00:30.120]  這個「我」是指保羅
[00:00:30.120 --> 00:00:32.120]  因為《已不鎖書》是保羅寫的
[00:00:32.120 --> 00:00:35.880]  保羅當時應該是在被囚禁的
[00:00:35.880 --> 00:00:39.040]  因為傳福音的緣故被抓去坐牢
[00:00:39.040 --> 00:00:43.260]  他有份建立這個已不鎖教會
[00:00:43.260 --> 00:00:46.800]  他寫了一封信給已不鎖的信徒
[00:00:46.800 --> 00:00:51.520]  其實整個《已不鎖書》其中一個很重要的主題
[00:00:51.520 --> 00:01:00.200]  就是你如何選擇你生命裏的種種行徑
[00:01:00.200 --> 00:01:02.200]  種種的生活模式
[00:01:02.200 --> 00:01:05.240]  所以這節聖經四章一節
[00:01:05.240 --> 00:01:06.520]  它講的是一件事
[00:01:06.520 --> 00:01:10.240]  保羅勸已不鎖的信徒要做一件事
[00:01:10.240 --> 00:01:13.440]  他說,既然你們是蒙召的
[00:01:13.440 --> 00:01:17.080]  行事為人,行事為人即是你如何生活
[00:01:17.080 --> 00:01:20.080]  你如何去過你每一個生活
[00:01:20.080 --> 00:01:25.000]  你如何去揀選你生活裏所有的決定
[00:01:25.000 --> 00:01:29.400]  行事為人就應當與蒙召的恩相稱
[00:01:29.400 --> 00:01:37.800]  頂智培,我相信這裏99%以上都是信了主的
[00:01:37.800 --> 00:01:39.800]  原來我們信主的人
[00:01:39.800 --> 00:01:43.880]  被視為我們是被神召的
[00:01:43.880 --> 00:01:45.880]  即是被神召來的
[00:01:45.880 --> 00:01:50.240]  他如何召我們呢?是用耶穌基督的恩典來召我們
[00:01:50.240 --> 00:01:53.120]  即是說我們每一個接受救恩的人
[00:01:53.120 --> 00:01:56.120]  就是這個蒙召的人
[00:01:56.120 --> 00:01:58.360]  他說,如果你是蒙召
[00:01:58.360 --> 00:02:02.600]  你是藉著耶穌基督的恩典被召來的
[00:02:02.600 --> 00:02:06.120]  保羅就說,我們的生命應該做甚麼?
[00:02:06.120 --> 00:02:10.440]  行事為人與蒙召的恩相稱
[00:02:10.440 --> 00:02:12.440]  相稱的意思是甚麼?
[00:02:12.440 --> 00:02:20.120]  配合啦,等同啦,互相呼應啦,這樣的意思
[00:02:20.120 --> 00:02:23.600]  即是說,我們作為一個信耶穌的人
[00:02:23.600 --> 00:02:26.760]  一個有神的恩典在我們生命裏的人
[00:02:26.760 --> 00:02:34.040]  我們的行事為人是應該有一個相對的行為情況出現的
[00:02:34.040 --> 00:02:40.480]  接下來說,其實一個蒙恩的人
[00:02:40.480 --> 00:02:42.800]  他在一個新生命的狀況下
[00:02:42.800 --> 00:02:48.280]  其實他與他以前的狀況應該有很多不同的
[00:02:48.280 --> 00:02:53.600]  有很多新的生命的行為模式會顯現出來給人看到
[00:02:53.600 --> 00:02:58.800]  今天我特別想說的是《已不鎖書》第五章
[00:02:58.800 --> 00:03:03.680]  15至21節
[00:03:03.680 --> 00:03:06.640]  我們一起讀這幾節的聖經
[00:03:06.640 --> 00:03:10.600]  《已不鎖書》第五章,15至21節,預備,1,2,起
[00:03:10.600 --> 00:03:26.520]  其實這段聖經一開始說,第15節是要謹慎行事
[00:03:26.520 --> 00:03:33.160]  又是說行事,即是說一些實際的行動上的指引
[00:03:33.160 --> 00:03:40.680]  保羅在這裏說,我們一個蒙召,有恩典,有神恩典的人的生命
[00:03:40.680 --> 00:03:44.520]  有一個很重要的特質,就是謹慎行事
[00:03:44.520 --> 00:03:48.440]  即是說在我們日常生活裏面,在我們的生命裏面
[00:03:48.440 --> 00:03:52.120]  做所有的事,應該都是很小心的
[00:03:52.120 --> 00:03:58.360]  謹慎有一個意味,就是你經常都小心翼翼
[00:03:58.360 --> 00:04:06.840]  經常都很想進入你認可你認同的原則裏面
[00:04:06.840 --> 00:04:11.960]  所以,靖姐妹,保羅在這裏說,我們要謹慎行事
[00:04:11.960 --> 00:04:19.560]  這個謹慎行事,就配得上剛才我們四章一節所說的那個與蒙召的恩相稱
[00:04:19.560 --> 00:04:21.800]  那怎樣謹慎行事呢?
[00:04:21.800 --> 00:04:27.640]  他下面就說了一大輪的很實質的一些原則
[00:04:27.640 --> 00:04:32.440]  我們來看看,其實他在用一個好像是一個牌匾的句子
[00:04:32.440 --> 00:04:36.600]  不要怎樣,但是就要怎樣
[00:04:36.600 --> 00:04:38.840]  有幾樣東西,我們一起看看,好嗎?
[00:04:38.840 --> 00:04:43.320]  第一,不要做愚昧人,要做智慧人
[00:04:43.320 --> 00:04:46.280]  你看看你旁邊那個
[00:04:46.280 --> 00:04:51.000]  你覺得他是愚昧還是智慧?
[00:04:51.000 --> 00:04:54.600]  很難判斷,是嗎?其實是判斷不到的
[00:04:54.600 --> 00:04:56.760]  看樣子是判斷不到的,是嗎?
[00:04:56.760 --> 00:05:04.600]  我想愚昧人,大家明白我,即是蠢,是嗎?
[00:05:04.600 --> 00:05:07.400]  反過來說,就是沒有智慧
[00:05:07.400 --> 00:05:10.120]  所以我們要了解什麼叫做智慧呢?
[00:05:10.120 --> 00:05:11.800]  什麼叫做智慧人呢?
[00:05:11.800 --> 00:05:16.600]  就應該,如果你是這樣的樣子的話,你就避免了你是什麼?
[00:05:16.600 --> 00:05:18.040]  愚昧
[00:05:18.040 --> 00:05:21.400]  所以你要了解什麼是智慧人
[00:05:21.400 --> 00:05:27.800]  智慧在聖經的角度來講,跟學識是沒有關係的
[00:05:27.800 --> 00:05:31.640]  跟你讀多少書是沒有關係的
[00:05:31.640 --> 00:05:35.240]  跟你多博學是沒有關係的
[00:05:35.240 --> 00:05:37.400]  智慧人
[00:05:37.400 --> 00:05:40.280]  其實聖經有很多地方講智慧
[00:05:40.280 --> 00:05:41.640]  智慧從哪裡來的?
[00:05:41.640 --> 00:05:44.440]  從神而來的
[00:05:44.440 --> 00:05:48.280]  沒錯了,聖經也講得很清楚,《針研》裡面講得很清楚
[00:05:48.280 --> 00:05:50.840]  什麼時候我們開始有智慧?
[00:05:50.840 --> 00:05:57.000]  就是我們開始學習敬畏神的時候,我們就有智慧了
[00:05:57.000 --> 00:05:59.800]  因為敬畏神的意義在於什麼呢?
[00:05:59.800 --> 00:06:02.600]  就是對神有一種尊崇
[00:06:02.600 --> 00:06:09.240]  我們相信一件事,就是我們想的東西跟神想的東西差很遠
[00:06:09.240 --> 00:06:13.880]  所以我們理應是尊崇神
[00:06:13.880 --> 00:06:20.040]  畏的意思是你知道,哇,祂是很勁的,祂是很聖潔的
[00:06:20.040 --> 00:06:27.720]  祂是很有power,所以你在祂面前其實是很微小的
[00:06:27.720 --> 00:06:33.480]  所以你來到神的面前,你敬畏祂,你聆聽祂
