
[00:00:00.000 --> 00:00:01.700]  自由自主系列
[00:00:01.700 --> 00:00:06.540]  今天要說的是在哥倫多前書的十章
[00:00:06.540 --> 00:00:10.020]  經文來說你們應該比較熟悉
[00:00:10.020 --> 00:00:14.820]  因為很多時候有一句都是金句
[00:00:14.820 --> 00:00:18.460]  就是「凡事都能做」
[00:00:18.460 --> 00:00:20.860]  金句,只有一半
[00:00:20.860 --> 00:00:23.460]  今天會說幾節
[00:00:23.460 --> 00:00:28.540]  從十章的二十三節到十一章的一節
[00:00:28.540 --> 00:00:31.540]  我給了個題目叫「Mind the Gap」
[00:00:31.540 --> 00:00:34.800]  究竟那個gap又是什麼gap呢?
[00:00:34.800 --> 00:00:38.000]  就是當你人有自由的時候
[00:00:38.000 --> 00:00:41.180]  你是不是有智慧地用它呢?
[00:00:41.180 --> 00:00:42.480]  如果你一不小心
[00:00:42.480 --> 00:00:44.720]  就會像你平時搭地鐵那樣
[00:00:44.720 --> 00:00:46.780]  臨上月台
[00:00:46.780 --> 00:00:48.220]  不是,是臨上火車
[00:00:48.220 --> 00:00:50.220]  或者是港鐵的時候
[00:00:50.220 --> 00:00:53.580]  就掉了東西到那個gap那裡
[00:00:53.580 --> 00:00:56.360]  所以留心聽
[00:00:56.360 --> 00:01:00.700]  當你自由自主,有很多自由的空間
[00:01:00.700 --> 00:01:02.200]  自由的發揮的時候
[00:01:02.200 --> 00:01:04.100]  究竟有什麼東西要注意呢?
[00:01:04.100 --> 00:01:07.880]  不要掉進這些縫隙當中
[00:01:07.880 --> 00:01:11.680]  話說,當我想
[00:01:11.680 --> 00:01:14.520]  究竟怎麼跟你們解釋
[00:01:14.520 --> 00:01:16.580]  小心運用自由呢?
[00:01:16.580 --> 00:01:18.080]  我就叨了很久
[00:01:18.080 --> 00:01:21.380]  想給一些簡單一點的例子
[00:01:21.380 --> 00:01:23.660]  但是當要給例子的時候
[00:01:23.660 --> 00:01:28.320]  我就會把自己那些蠢的、傻的東西
[00:01:28.320 --> 00:01:30.700]  可能就會被你們知道
[00:01:30.700 --> 00:01:35.200]  那我就不是一個很看指示的人
[00:01:35.200 --> 00:01:37.300]  你們看得出來嗎?
[00:01:37.300 --> 00:01:40.000]  一拿起東西我就以為自己會用
[00:01:40.000 --> 00:01:42.600]  但是其實往往很多時候都發現
[00:01:42.600 --> 00:01:44.300]  並不是這樣的
[00:01:44.300 --> 00:01:46.540]  譬如有一天
[00:01:46.540 --> 00:01:50.420]  我去逛街的時候發現
[00:01:50.420 --> 00:01:55.180]  這一個毛,毛印的那個
[00:01:55.180 --> 00:01:58.380]  發現有些這麼小顆的
[00:01:58.380 --> 00:02:00.960]  然後那裡寫著是面膜
[00:02:00.960 --> 00:02:03.760]  就像一個餅,縮成一塊
[00:02:03.760 --> 00:02:07.260]  就像一顆糖,像蕃茄
[00:02:07.260 --> 00:02:09.600]  咦,不錯啊
[00:02:09.600 --> 00:02:13.700]  買回家,正,有一個這樣的面膜
[00:02:13.700 --> 00:02:15.640]  於是就弄了一點水
[00:02:15.640 --> 00:02:18.580]  就發開了,是一個面膜的樣子
[00:02:18.580 --> 00:02:20.680]  然後就鋪在面上
[00:02:20.680 --> 00:02:24.220]  不過用了幾次之後,好像沒什麼效果,為什麼?
[00:02:24.220 --> 00:02:27.780]  然後有一天,跟別人聊天的時候才發現
[00:02:27.780 --> 00:02:30.380]  並不是用水去開的
[00:02:30.380 --> 00:02:33.220]  要用乳液去開的
[00:02:33.220 --> 00:02:35.020]  那當然沒效果了,是不是?
[00:02:35.020 --> 00:02:37.900]  你試試用一張紙,去濕水
[00:02:37.900 --> 00:02:41.860]  再鋪在面上,又有什麼果效呢?
[00:02:41.860 --> 00:02:44.700]  這個第一了
[00:02:44.700 --> 00:02:46.840]  然後下一個我想到的
[00:02:46.840 --> 00:02:50.340]  也是比較近期一點的
[00:02:50.340 --> 00:02:52.680]  我老公,Danny
[00:02:52.680 --> 00:02:57.520]  他是做會計的,有些客人
[00:02:57.520 --> 00:03:00.420]  其中一個客人,很棒的
[00:03:00.420 --> 00:03:01.920]  他是做什麼呢?
[00:03:01.920 --> 00:03:04.580]  韓國化妝品!
[00:03:04.580 --> 00:03:07.720]  每次他去探望他,去開會之後
[00:03:07.720 --> 00:03:10.600]  總是有些手信給我的
[00:03:10.600 --> 00:03:13.760]  平時也有面膜,不少的
[00:03:13.760 --> 00:03:17.860]  有一天,就換了一些新的禮物
[00:03:17.860 --> 00:03:20.140]  那個瓶子就寫著
[00:03:20.140 --> 00:03:22.380]  SPA GEL
[00:03:22.380 --> 00:03:24.600]  然後就沒什麼指示
[00:03:24.600 --> 00:03:26.540]  我又懶得看盒子,又扔掉了
[00:03:26.540 --> 00:03:28.640]  一打開就SPA GEL
[00:03:28.640 --> 00:03:33.720]  然後又把它塗在臉上
[00:03:33.720 --> 00:03:37.220]  我想想,SPA GEL就是去SPA的時候
[00:03:37.220 --> 00:03:39.020]  塗那些東西,是不是?
[00:03:39.020 --> 00:03:41.060]  塗上去也要洗回去
[00:03:41.060 --> 00:03:44.260]  每次塗一下,不知道是20分鐘的檔案
[00:03:44.260 --> 00:03:46.460]  15,20分鐘就洗回去
[00:03:46.460 --> 00:03:50.360]  發現,其實沒什麼效果
[00:03:50.360 --> 00:03:52.940]  於是又滴起心肝
[00:03:52.940 --> 00:03:56.000]  去上網搜尋一下
[00:03:56.000 --> 00:03:58.480]  原來這隻SPA GEL
[00:03:58.480 --> 00:04:01.380]  基本上是一個Monsterizer
[00:04:01.380 --> 00:04:03.980]  你只需要是全面的
[00:04:03.980 --> 00:04:06.580]  塗在臉上就不用塗
[00:04:06.580 --> 00:04:08.120]  不知道什麼爽膚水,什麼什麼的
[00:04:08.120 --> 00:04:10.060]  全部都不用塗
[00:04:10.060 --> 00:04:11.380]  塗上去就可以了
[00:04:11.380 --> 00:04:13.620]  但我每次塗上去就要洗回去
[00:04:13.620 --> 00:04:16.420]  那又怎會有效呢,是不是?
[00:04:16.420 --> 00:04:19.400]  所以,其實有些東西你拿了
[00:04:19.400 --> 00:04:22.640]  但是你不好好去使用,沒有智慧的話
[00:04:22.640 --> 00:04:24.760]  那樣東西是沒用的
[00:04:24.760 --> 00:04:27.340]  甚至乎可能是有危險的
[00:04:27.340 --> 00:04:31.080]  不過剛好這兩個例子最多都是沒用的
[00:04:31.080 --> 00:04:34.680]  希望你們自由自主的時候
[00:04:34.680 --> 00:04:37.220]  享用神給你的自由的時候
[00:04:37.220 --> 00:04:41.880]  都是有智慧的去使用,不要像我這樣
[00:04:41.880 --> 00:04:43.760]  回到經文
[00:04:43.760 --> 00:04:45.860]  想請你們一起讀
[00:04:45.860 --> 00:04:48.360]  今天經文不算多
[00:04:48.360 --> 00:04:52.460]  但是吃完飯,大家精神的讀,可以嗎?
[00:04:52.460 --> 00:04:54.200]  1,2,3
[00:04:54.200 --> 00:04:58.500]  凡事都可行,但不都有益處
[00:04:58.500 --> 00:05:02.880]  凡事都可行,但不都造就人
[00:05:02.880 --> 00:05:06.980]  無論何人,不要求自己的益處
[00:05:06.980 --> 00:05:09.740]  乃要求別人的益處
[00:05:09.740 --> 00:05:14.060]  凡事上所賣的,你們只管吃
[00:05:14.060 --> 00:05:18.120]  不要為良心的緣故問什麼話
[00:05:18.120 --> 00:05:24.860]  因為地和其中所充滿的,都屬乎主
[00:05:24.860 --> 00:05:29.340]  這裡說「凡事都可行,但不都有益處」
[00:05:29.340 --> 00:05:32.780]  「凡事都可行,但不都造就人」
[00:05:32.780 --> 00:05:35.180]  這個「凡事都可行」
[00:05:35.180 --> 00:05:39.280]  如果你看「和修本」
[00:05:39.280 --> 00:05:41.540]  他又加了一個引號給他
[00:05:41.540 --> 00:05:43.580]  括住了「凡事都可行」
[00:05:43.580 --> 00:05:46.020]  就是說是引用一些東西
[00:05:46.020 --> 00:05:51.920]  原來在哥倫多人,他們出了名比較驕傲
[00:05:51.920 --> 00:05:53.800]  他們覺得他什麼都做得到
[00:05:53.800 --> 00:05:56.860]  「凡事都可行」是他們的一個slogan
[00:05:56.860 --> 00:05:58.800]  就是can do
[00:05:58.800 --> 00:06:01.700]  所以保羅人這裡括住它,引用它
[00:06:01.700 --> 00:06:04.600]  是不是「凡事都可行」呢?
[00:06:04.600 --> 00:06:07.480]  但是他說「但不都有益處」
[00:06:07.480 --> 00:06:11.640]  如果你再說「凡事都可行,但不都造就人」
[00:06:11.640 --> 00:06:13.140]  就是這樣
[00:06:13.140 --> 00:06:16.720]  經文繼續說,不要求自己的益處
[00:06:16.720 --> 00:06:19.060]  要求別人的益處
[00:06:19.060 --> 00:06:23.620]  凡事上所賣的,這裡又要解釋一下
[00:06:23.620 --> 00:06:26.420]  原來在哥倫多這個地方
[00:06:26.420 --> 00:06:34.540]  當時所有的肉或者魚類都是中央處理的
[00:06:34.540 --> 00:06:37.200]  對於我們來說都不難明白
[00:06:37.200 --> 00:06:39.440]  我們香港其實都是差不多的
[00:06:39.440 --> 00:06:43.500]  你知不知道我們那些肉是在哪裡處理的?
[00:06:43.500 --> 00:06:48.120]  是在淘宰場,香港有多少個呢?
[00:06:48.120 --> 00:06:52.620]  嗯...吃就懂得吃,但是從哪裡來可能不知道
[00:06:52.620 --> 00:06:55.560]  有兩個地方,一個是上水
[00:06:55.560 --> 00:06:57.300]  一個地方是...
[00:06:57.300 --> 00:06:58.920]  荃灣,誰答荃灣?
[00:06:58.920 --> 00:07:01.000]  對,對了
[00:07:01.000 --> 00:07:03.900]  上水、荃灣、中央、淘宰
[00:07:03.900 --> 00:07:07.960]  在哥倫多這個地方,當時也是
[00:07:07.960 --> 00:07:10.000]  但是那個地方是什麼呢?
[00:07:10.000 --> 00:07:12.600]  通常是在廟裡做的
[00:07:12.600 --> 00:07:17.480]  那些魚、肉在那裡處理完之後就拿出來
[00:07:17.480 --> 00:07:20.240]  可能當中會有經過一些祭祀
[00:07:20.240 --> 00:07:22.540]  或者什麼的
[00:07:22.540 --> 00:07:23.320]  就是這樣
[00:07:23.320 --> 00:07:25.120]  所以,保羅在這裡說
[00:07:25.120 --> 00:07:29.760]  凡市場所賣的,你在那裡買得回來的
[00:07:29.760 --> 00:07:30.360]  他說什麼呢?
[00:07:30.360 --> 00:07:32.960]  你們只管吃,吃就行了
[00:07:32.960 --> 00:07:36.060]  不要為良心的緣故問他究竟在哪裡來
[00:07:36.060 --> 00:07:37.960]  不要問了,吃吧
[00:07:37.960 --> 00:07:38.800]  為什麼呢?
[00:07:38.800 --> 00:07:43.900]  因為地和其中所有的都是屬於主的
[00:07:43.900 --> 00:07:46.840]  你安心吃就行了
[00:07:46.840 --> 00:07:49.640]  但是經文還沒完,還繼續讀
[00:07:49.640 --> 00:07:52.140]  我們一起,1,2,3
[00:07:52.140 --> 00:07:56.620]  唐有一個不信的人,請你們赴宴...
[00:07:56.620 --> 00:07:57.720]  附席啊,Sorry
[00:07:57.720 --> 00:08:04.220]  你們若願意去,凡擺在你們面前的,只管吃
[00:08:04.220 --> 00:08:08.200]  不要為良心的緣故問什麼話
[00:08:08.200 --> 00:08:12.460]  若有人對你們說,這是獻過祭的
[00:08:12.460 --> 00:08:16.100]  就要為那告訴你們的人
[00:08:16.100 --> 00:08:19.700]  並為良心的緣故不吃
[00:08:19.700 --> 00:08:23.840]  我說的良心不是你的,乃是他的
[00:08:23.840 --> 00:08:28.580]  我者自由,為什麼被別人的良心論斷呢?
[00:08:28.580 --> 00:08:36.120]  我若謝恩而吃,為什麼因我謝恩的物被人毀謗呢?
[00:08:36.120 --> 00:08:38.460]  在這裡,保羅再補充
[00:08:38.460 --> 00:08:41.700]  除了你自己在市場那裡買的那些
[00:08:41.700 --> 00:08:43.800]  你只管吃,不要問了
[00:08:43.800 --> 00:08:47.900]  因為所有的東西都是從神那裡來,屬神的
[00:08:47.900 --> 00:08:52.500]  但是,有兩個加插的Case Studies
[00:08:52.500 --> 00:08:57.880]  但是,如果有一個不信的人,請你去他家吃
[00:08:57.880 --> 00:08:58.880]  那又如何呢?
[00:08:58.880 --> 00:09:02.820]  如果你去的話,保羅說你照樣吃
[00:09:02.820 --> 00:09:05.280]  擺在你面前的,照樣吃
[00:09:05.280 --> 00:09:08.020]  即是跟剛才第一個Case一樣
[00:09:08.020 --> 00:09:09.860]  自己買的,他買的也好
[00:09:09.860 --> 00:09:11.600]  總之就是吃
[00:09:11.600 --> 00:09:16.500]  但是,如果有人在吃的時候說
[00:09:16.500 --> 00:09:19.660]  這個東西是祭祀過的
[00:09:19.660 --> 00:09:23.000]  有人說的話,保羅教他們怎樣呢?
[00:09:23.000 --> 00:09:28.880]  你就為了告訴那個人的緣故,你就不要吃了
[00:09:28.880 --> 00:09:31.340]  如果有人說話,你就不要吃了
[00:09:31.340 --> 00:09:36.140]  接著,這兩個問題,就是一個反問
[00:09:36.140 --> 00:09:38.880]  我們的自由,難道就是為了別人的良心
[00:09:38.880 --> 00:09:42.280]  我們就會被剝奪,被論斷嗎?
[00:09:42.280 --> 00:09:46.860]  難道我謝恩而吃的東西,也要被別人毀謗嗎?
[00:09:46.860 --> 00:09:50.420]  那當然是,反問通常都是No
[00:09:50.420 --> 00:09:55.260]  那就讀完十章,31到11章一節,1,2,3
[00:09:55.260 --> 00:10:03.400]  「所以,你們或吃或喝,無論做什麼,都要為榮耀神而行」
[00:10:03.400 --> 00:10:12.040]  「不拘是猶太人,是希臘人,是神的教會,你們都不要使他跌倒」
[00:10:12.040 --> 00:10:20.520]  「就好像我,凡事都叫人歡喜,不求自己的益處,只求眾人的益處」
[00:10:20.520 --> 00:10:28.320]  「叫他們得救,你們該效法我,像我效法基督一樣」
[00:10:28.320 --> 00:10:31.040]  好了,那今天的經文就讀完了
[00:10:31.040 --> 00:10:34.900]  可能你們會想,咦,我們遇到這些情況,應該不會了
[00:10:34.900 --> 00:10:43.100]  不會再有那麼多了,這些情況又不是在廟宇裡逮捕的,我們吃的那些肉、魚
[00:10:43.100 --> 00:10:45.320]  那跟我們有什麼關係呢?
[00:10:45.320 --> 00:10:48.900]  我希望今天的經文裡面,大家可以看看
[00:10:48.900 --> 00:10:53.840]  一些保羅對當時的教會的教導,對我們今天來說
[00:10:53.840 --> 00:10:58.140]  在其他的事情上面,有沒有什麼幫助
[00:10:58.140 --> 00:11:03.740]  因為作為基督徒,我相信理事上都會有這些問題的考驗
[00:11:03.740 --> 00:11:06.260]  應不應該做呢?可不可以做呢?
[00:11:06.260 --> 00:11:08.560]  這些"咁咁咁"做不做得呢?
[00:11:08.560 --> 00:11:13.140]  究竟有什麼東西,你的準則是怎樣去衡量
[00:11:13.140 --> 00:11:17.100]  什麼可以做,什麼不可以做呢?
[00:11:17.100 --> 00:11:20.300]  老實說,教會不可能給你出一個清單
[00:11:20.300 --> 00:11:23.160]  這些是"do's",這些是"don'ts"
[00:11:23.160 --> 00:11:29.720]  只可以在神的話語裡面,希望大家一起找一些亮光
[00:11:29.720 --> 00:11:35.220]  剛才說了,很想你們知道運用自由的時候
[00:11:35.220 --> 00:11:39.300]  是會有一些危險,有一些空隙的
[00:11:39.300 --> 00:11:43.740]  不是所有事情都可以做,但是你要有智慧地做
[00:11:43.740 --> 00:11:48.060]  有三點想跟你們分享的
[00:11:48.060 --> 00:11:55.040]  第一,就是最根據的根據,凡事都可行
[00:11:55.040 --> 00:11:59.780]  其實這對於我們來說是一個提醒,是一個意識
[00:11:59.780 --> 00:12:03.380]  是不是真的凡事都可行呢?
[00:12:03.380 --> 00:12:08.420]  在這個社會裡面,很多時候一個"can do"的態度是挺好的
[00:12:08.420 --> 00:12:15.600]  不過當你再去想一下,其實是不是真的什麼都可以做呢?
[00:12:15.600 --> 00:12:19.420]  你聽我這樣的語氣,也不是吧?
[00:12:19.420 --> 00:12:23.500]  凡事都可行,但是不都有益處
[00:12:23.500 --> 00:12:27.520]  凡事都可行,但不都造就人
[00:12:27.520 --> 00:12:30.240]  在二十三節這樣說
[00:12:30.240 --> 00:12:35.300]  求益處,求造就人,是不是我們經常都會想到的東西呢?
[00:12:35.300 --> 00:12:36.300]  未必
[00:12:36.300 --> 00:12:40.060]  很多時候我們用我們的自由的時候,我們想到的多數是
[00:12:40.060 --> 00:12:42.140]  我做不做到呢?可不可以做呢?
[00:12:42.140 --> 00:12:46.040]  可以做就做了,想做就做了
[00:12:46.040 --> 00:12:52.220]  但是這裡說,不一定有益處的,不一定造就人的
[00:12:52.220 --> 00:13:03.060]  預備的時候,我就知道這個slogan在六章的十二節裡很相似的
[00:13:03.060 --> 00:13:07.940]  同樣,在這個哥林多前書六章十二節怎麼說呢?
[00:13:07.940 --> 00:13:11.980]  凡事我都可行,但不都有益處
[00:13:11.980 --> 00:13:19.740]  凡事我都可行,但無論哪一件事,我總不受它的剋制
[00:13:19.740 --> 00:13:27.280]  不一定有益處,不但你還不應該被那樣東西去剋制你
[00:13:27.280 --> 00:13:34.760]  說起剋制,我又想起我中了COVID的時候,被隔離
[00:13:34.760 --> 00:13:39.320]  有一件事我經常做的,就是上網看YouTube
[00:13:39.320 --> 00:13:44.900]  其中有一個YouTube我看了幾次,因為我覺得很精彩
[00:13:44.900 --> 00:13:49.720]  有一個人的訪問,我看了幾篇,覺得很精彩
