
[00:00:00.000 --> 00:00:03.200]  「蛻變」這個講道系列
[00:00:03.200 --> 00:00:06.880]  接下來五堂會繼續跟大家分享
[00:00:06.880 --> 00:00:12.640]  「蛻變」上個星期是一個開場白
[00:00:12.640 --> 00:00:16.320]  今天接下來五堂會講到我們與神之間的關係
[00:00:16.320 --> 00:00:19.600]  我就說跟大家去探討一個問題
[00:00:19.600 --> 00:00:22.640]  與神之間
[00:00:23.600 --> 00:00:33.600]  究竟我們是否知道神期望我們心裡有什麼地位
[00:00:33.600 --> 00:00:37.600]  你將神放在你的心裡究竟是什麼地位
[00:00:37.600 --> 00:00:39.600]  今天就想探討這個問題
[00:00:39.600 --> 00:00:43.600]  上星期大家有來聽我講我最後一個故事
[00:00:43.600 --> 00:00:45.600]  我腰傷扭傷
[00:00:45.600 --> 00:00:49.600]  於是就躺在地上看著天花板
[00:00:49.600 --> 00:00:53.600]  兩三個小時就回顧自己
[00:00:53.600 --> 00:00:55.600]  不可以動躺在地上看著天花板
[00:00:55.600 --> 00:01:00.600]  一幕一幕去看我以往離開神、離棄神、遠離神
[00:01:00.600 --> 00:01:02.600]  後來我悔改
[00:01:02.600 --> 00:01:06.600]  與神重新建立了一個不同的關係
[00:01:06.600 --> 00:01:11.600]  試試將鏡頭放在天花板上
[00:01:11.600 --> 00:01:17.600]  在天花板上如果現在是上帝用眼睛去看著這個人
[00:01:17.600 --> 00:01:20.600]  這個三十多歲的人
[00:01:20.600 --> 00:01:22.600]  他會跟我說什麼話
[00:01:22.600 --> 00:01:25.600]  他會跟這個人說什麼話呢?
[00:01:25.600 --> 00:01:28.600]  有沒有想過?
[00:01:28.600 --> 00:01:31.600]  他會不會說你這個人
[00:01:31.600 --> 00:01:34.600]  你這個兒子我等了三十年
[00:01:34.600 --> 00:01:42.600]  終於你肯坐在這裡聽我說話
[00:01:42.600 --> 00:01:44.600]  我們一直都走
[00:01:44.600 --> 00:01:47.600]  神叫我們從這裡走到那邊
[00:01:47.600 --> 00:01:50.600]  你看聖經裏面很多人物都是這樣
[00:01:50.600 --> 00:01:51.600]  雅各是這樣
[00:01:51.600 --> 00:01:53.600]  還有一個若賴
[00:01:53.600 --> 00:01:55.600]  神叫他做的就是他走
[00:01:55.600 --> 00:01:57.600]  走了多少年?
[00:01:57.600 --> 00:01:59.600]  走到一年裏面你整個身體不能動
[00:01:59.600 --> 00:02:00.600]  你躺在地上的時候
[00:02:00.600 --> 00:02:03.600]  上帝跟你說這個兒子
[00:02:03.600 --> 00:02:07.600]  三十多年你終於肯聽我說話
[00:02:07.600 --> 00:02:09.600]  好了,現在你肯回轉
[00:02:09.600 --> 00:02:14.600]  你猜一下神下一句會跟這個人說什麼
[00:02:14.600 --> 00:02:16.600]  可不可以想一下
[00:02:16.600 --> 00:02:19.600]  這個人信了耶穌
[00:02:19.600 --> 00:02:20.600]  肯回轉
[00:02:20.600 --> 00:02:22.600]  於是教會是最喜歡的
[00:02:22.600 --> 00:02:24.600]  我們有很多事等著你做
[00:02:24.600 --> 00:02:25.600]  快點回來教會
[00:02:25.600 --> 00:02:27.600]  他的生命已經改變了
[00:02:27.600 --> 00:02:32.600]  一連一連的任務給他做
[00:02:32.600 --> 00:02:33.600]  會不會是這樣呢?
[00:02:33.600 --> 00:02:35.600]  很多的責任很多的事務給這個人去做
[00:02:35.600 --> 00:02:42.600]  還是神是想這個兒子失而復得
[00:02:42.600 --> 00:02:50.600]  巴不得他繼續和我保持父子的關係
[00:02:50.600 --> 00:02:54.600]  我覺得相信上帝是後者
[00:02:54.600 --> 00:02:57.600]  我自己的經歷是後者
[00:02:57.600 --> 00:03:01.600]  我相信上帝重視他和你建立一個父子的關係
[00:03:01.600 --> 00:03:02.600]  父女的關係
[00:03:02.600 --> 00:03:07.600]  多過他叫你回來教會不停叫你做事
[00:03:07.600 --> 00:03:11.600]  所以我們現在開始回轉
[00:03:11.600 --> 00:03:14.600]  今天想和大家去看羅馬書
[00:03:14.600 --> 00:03:20.600]  我講過整個的廣道系列都是以羅馬書十二章來做一個骨幹
[00:03:20.600 --> 00:03:22.600]  首先和大家看看這一節的經文
[00:03:22.600 --> 00:03:26.600]  大家可能熟到很熟
[00:03:26.600 --> 00:03:27.600]  大家一起讀好嗎?
[00:03:27.600 --> 00:03:29.600]  羅馬書十二章一節
[00:03:29.600 --> 00:03:34.600]  所以弟兄們,我以上帝的慈悲勸你們
[00:03:34.600 --> 00:03:37.600]  將身體獻上,當作活祭
[00:03:37.600 --> 00:03:40.600]  是聖潔的,是上帝所喜悅的
[00:03:40.600 --> 00:03:45.600]  你們如此侍奉乃是理所當然的
[00:03:45.600 --> 00:03:48.600]  從字面去看這個經文說什麼
[00:03:48.600 --> 00:03:53.600]  說到所以,前面有些事發生了
[00:03:53.600 --> 00:03:54.600]  所以就是所以
[00:03:54.600 --> 00:03:58.600]  當然是羅馬書一章到十一章所講的一切
[00:03:58.600 --> 00:04:03.600]  所以你將身體獻上,當作活祭
[00:04:03.600 --> 00:04:08.600]  是上帝喜悅的
[00:04:08.600 --> 00:04:15.600]  第二,你這樣做是理所當然的
[00:04:15.600 --> 00:04:19.600]  究竟前面說了什麼,到這裡這麼合理
[00:04:19.600 --> 00:04:25.600]  上帝又喜歡,而且這件事情是合理的
[00:04:25.600 --> 00:04:28.600]  但不簡單,你看看中間那裡
[00:04:28.600 --> 00:04:30.600]  他叫什麼?
[00:04:30.600 --> 00:04:34.600]  將身體獻上,當作活祭
[00:04:34.600 --> 00:04:39.600]  將整個身體獻給上帝
[00:04:39.600 --> 00:04:40.600]  以前我和我媽
[00:04:40.600 --> 00:04:42.600]  我拜黃大仙的時候
[00:04:42.600 --> 00:04:45.600]  我媽去還神
[00:04:45.600 --> 00:04:49.600]  就買隻雞去還神
[00:04:49.600 --> 00:04:51.600]  不要緊的
[00:04:51.600 --> 00:04:52.600]  黃大仙做了一些事
[00:04:52.600 --> 00:04:53.600]  我媽就帶我去
[00:04:53.600 --> 00:04:54.600]  我們一起拿隻雞
[00:04:54.600 --> 00:04:57.600]  結果誰吃了那隻雞呢?
[00:04:57.600 --> 00:05:00.600]  一家人吃了那隻雞
[00:05:00.600 --> 00:05:04.600]  但是這裡想將自己獻上
[00:05:04.600 --> 00:05:06.600]  很難明白
[00:05:06.600 --> 00:05:08.600]  變成自己是祭品獻給上帝
[00:05:08.600 --> 00:05:10.600]  神叫我自殺獻給他
[00:05:10.600 --> 00:05:12.600]  我們慢慢研究一下
[00:05:12.600 --> 00:05:14.600]  討論一下這個問題
[00:05:14.600 --> 00:05:16.600]  怎樣當作活祭獻給上帝
[00:05:16.600 --> 00:05:19.600]  我不知道你看完這些文章的時候
[00:05:19.600 --> 00:05:24.600]  有沒有發覺做基督徒難不難?
[00:05:24.600 --> 00:05:26.600]  如果覺得很容易
[00:05:26.600 --> 00:05:29.600]  我覺得有點掩著心
[00:05:29.600 --> 00:05:31.600]  是不容易的
[00:05:31.600 --> 00:05:33.600]  以這一句所謂當作活祭
[00:05:33.600 --> 00:05:34.600]  我都用了很多年的時間
[00:05:34.600 --> 00:05:36.600]  慢慢去明白
[00:05:36.600 --> 00:05:37.600]  上帝去經歷上帝
[00:05:37.600 --> 00:05:39.600]  才能夠成為活祭給上帝
[00:05:39.600 --> 00:05:41.600]  但是當你看這段的時候
[00:05:41.600 --> 00:05:44.600]  有沒有發覺很多的規矩
[00:05:44.600 --> 00:05:45.600]  回到教會的時候
[00:05:45.600 --> 00:05:48.600]  是不是代表著責任、負擔
[00:05:48.600 --> 00:05:51.600]  現在教會有方向
[00:05:51.600 --> 00:05:53.600]  衝出什麼地方去做什麼
[00:05:53.600 --> 00:05:55.600]  還有一件最慘的事
[00:05:55.600 --> 00:05:59.600]  就是放棄自己喜愛的東西
[00:05:59.600 --> 00:06:01.600]  這才是難明白的
[00:06:01.600 --> 00:06:03.600]  放下你自己喜歡的東西
[00:06:03.600 --> 00:06:05.600]  然後當基督徒
[00:06:05.600 --> 00:06:07.600]  不容易的
[00:06:07.600 --> 00:06:08.600]  極端的就是
[00:06:08.600 --> 00:06:10.600]  當基督徒要忘我
[00:06:10.600 --> 00:06:12.600]  不再有自己
[00:06:12.600 --> 00:06:13.600]  是不是呢?
[00:06:13.600 --> 00:06:14.600]  是不是這個意思
[00:06:14.600 --> 00:06:17.600]  代表我們獻情給上帝
[00:06:17.600 --> 00:06:19.600]  然後就
[00:06:19.600 --> 00:06:21.600]  沒有自己了
[00:06:21.600 --> 00:06:22.600]  從前我在教會
[00:06:22.600 --> 00:06:23.600]  在神學院讀書的時候
[00:06:23.600 --> 00:06:24.600]  有一個姐妹分享
[00:06:24.600 --> 00:06:25.600]  她有一個朋友
[00:06:25.600 --> 00:06:26.600]  也是姐妹
[00:06:26.600 --> 00:06:27.600]  她很熱心
[00:06:27.600 --> 00:06:29.600]  很熱心去為上帝
[00:06:29.600 --> 00:06:30.600]  擺上一切
[00:06:30.600 --> 00:06:32.600]  於是她去神學院讀書
[00:06:32.600 --> 00:06:34.600]  然後就很熱誠
[00:06:34.600 --> 00:06:35.600]  決定出來
[00:06:35.600 --> 00:06:38.600]  讀完書之後出去闖
[00:06:38.600 --> 00:06:39.600]  但是
[00:06:39.600 --> 00:06:41.600]  她沒有得到丈夫和兒女
[00:06:41.600 --> 00:06:43.600]  完全的同意的時候
[00:06:43.600 --> 00:06:46.600]  她就賣了自己的家產
[00:06:46.600 --> 00:06:48.600]  然後全部奉獻出來
[00:06:48.600 --> 00:06:50.600]  連丈夫和兒女都放棄了
[00:06:50.600 --> 00:06:52.600]  然後走到第三世界裡面
[00:06:52.600 --> 00:06:54.600]  宣教
[00:06:54.600 --> 00:06:55.600]  結果
[00:06:55.600 --> 00:06:57.600]  她跟我分享的時候
[00:06:57.600 --> 00:06:58.600]  她的家人
[00:06:58.600 --> 00:07:00.600]  和她的丈夫和兒女
[00:07:00.600 --> 00:07:03.600]  受到很大的壓力和創傷
[00:07:03.600 --> 00:07:04.600]  嘩
[00:07:04.600 --> 00:07:06.600]  錯嗎?
[00:07:06.600 --> 00:07:07.600]  不是
[00:07:07.600 --> 00:07:08.600]  但是影響的是哪一個呢?
[00:07:08.600 --> 00:07:10.600]  是她的丈夫和兒女
[00:07:10.600 --> 00:07:11.600]  又有另外一個例子
[00:07:11.600 --> 00:07:13.600]  有一個弟兄信了耶穌
[00:07:13.600 --> 00:07:14.600]  有一天他很熱誠
[00:07:14.600 --> 00:07:15.600]  去傳福音
[00:07:15.600 --> 00:07:17.600]  跟一個青年人說
[00:07:17.600 --> 00:07:19.600]  你信耶穌吧
[00:07:19.600 --> 00:07:20.600]  像我這樣
[00:07:20.600 --> 00:07:21.600]  我信了耶穌之後
[00:07:21.600 --> 00:07:22.600]  我以後都不踢足球了
[00:07:22.600 --> 00:07:24.600]  我改變了
[00:07:24.600 --> 00:07:29.600]  嚇得那個年輕人
[00:07:29.600 --> 00:07:31.600]  以後都不敢見他
[00:07:31.600 --> 00:07:32.600]  嘩
[00:07:32.600 --> 00:07:33.600]  原來信了耶穌
[00:07:33.600 --> 00:07:35.600]  不能踢足球
[00:07:35.600 --> 00:07:38.600]  從剛剛兩個例子裡面
[00:07:38.600 --> 00:07:39.600]  我們覺得信耶穌
[00:07:39.600 --> 00:07:41.600]  是不是有很多擔憂?
[00:07:41.600 --> 00:07:44.600]  信耶穌會不會要我
[00:07:44.600 --> 00:07:46.600]  從此之後獨身呢?
[00:07:46.600 --> 00:07:48.600]  嘩
[00:07:48.600 --> 00:07:50.600]  信耶穌之後會不會
[00:07:50.600 --> 00:07:53.600]  叫我將來有一個
[00:07:53.600 --> 00:07:54.600]  有缺陷的兒子
[00:07:54.600 --> 00:07:56.600]  我終生要養他呢?
[00:07:56.600 --> 00:07:58.600]  很害怕
[00:07:58.600 --> 00:08:00.600]  信耶穌要不要我去非洲
[00:08:00.600 --> 00:08:03.600]  很落後的地方宣教呢?
[00:08:03.600 --> 00:08:05.600]  很害怕
[00:08:05.600 --> 00:08:07.600]  很多這些問題
[00:08:07.600 --> 00:08:08.600]  很大的問題
[00:08:08.600 --> 00:08:11.600]  原來信耶穌要付出這麼大
[00:08:11.600 --> 00:08:12.600]  所以呢
[00:08:13.600 --> 00:08:15.600]  很多時候到了那裡
[00:08:15.600 --> 00:08:17.600]  面孔不說
[00:08:17.600 --> 00:08:19.600]  但心裡有點卻步
[00:08:19.600 --> 00:08:21.600]  是不容易的
[00:08:21.600 --> 00:08:24.600]  將身體獻上當作活祭
[00:08:24.600 --> 00:08:25.600]  不簡單
[00:08:25.600 --> 00:08:26.600]  所以有人說
[00:08:26.600 --> 00:08:27.600]  信耶穌
[00:08:27.600 --> 00:08:28.600]  信不要緊
[00:08:28.600 --> 00:08:30.600]  但千萬不要信得太深
[00:08:30.600 --> 00:08:31.600]  是不是?
[00:08:31.600 --> 00:08:32.600]  信到一定程度
[00:08:32.600 --> 00:08:34.600]  就抽離一下
[00:08:34.600 --> 00:08:35.600]  聽一下好了
[00:08:35.600 --> 00:08:37.600]  參加一下好了
[00:08:37.600 --> 00:08:39.600]  做幾個小時就夠了
[00:08:39.600 --> 00:08:41.600]  其他的時間都是自己
[00:08:41.600 --> 00:08:43.600]  有沒有聽過?
[00:08:43.600 --> 00:08:44.600]  有啊
[00:08:44.600 --> 00:08:45.600]  以前有啊
[00:08:45.600 --> 00:08:46.600]  信耶穌不要緊
[00:08:46.600 --> 00:08:48.600]  不要信得太深
[00:08:48.600 --> 00:08:49.600]  信得深之後
[00:08:49.600 --> 00:08:51.600]  你就泥足深陷了
[00:08:51.600 --> 00:08:56.600]  但我回頭去想
[00:08:56.600 --> 00:08:59.600]  如果回想我自己的情景
[00:08:59.600 --> 00:09:02.600]  在天花板上的天父
[00:09:02.600 --> 00:09:04.600]  看著這個兒子
[00:09:04.600 --> 00:09:05.600]  這個兒子三十多年
[00:09:05.600 --> 00:09:07.600]  終於肯坐下來
[00:09:07.600 --> 00:09:08.600]  無路可走
[00:09:08.600 --> 00:09:10.600]  坐下來聽我說話的時候
[00:09:11.600 --> 00:09:13.600]  如果這個兒子是我生的
[00:09:13.600 --> 00:09:14.600]  是我做的
[00:09:14.600 --> 00:09:15.600]  我給他人生目標
[00:09:15.600 --> 00:09:17.600]  我會不會
[00:09:17.600 --> 00:09:20.600]  當他像奴隸一樣奴役他一生?
[00:09:20.600 --> 00:09:23.600]  我創造出來的時候
[00:09:23.600 --> 00:09:26.600]  我有自由給他
[00:09:26.600 --> 00:09:27.600]  我希望他走一條
[00:09:27.600 --> 00:09:30.600]  適合他生命的道路
[00:09:30.600 --> 00:09:33.600]  所以看看這個語氣
[00:09:33.600 --> 00:09:34.600]  他說弟兄們
[00:09:34.600 --> 00:09:36.600]  我以上帝的慈悲勸你們
[00:09:36.600 --> 00:09:40.600]  將身體獻上當作活祭
[00:09:40.600 --> 00:09:41.600]  看看這個語氣
[00:09:41.600 --> 00:09:43.600]  以神的慈悲勸你
[00:09:43.600 --> 00:09:45.600]  其實這是一個勸喻
[00:09:45.600 --> 00:09:50.600]  不是一個命令
[00:09:50.600 --> 00:09:52.600]  不是說你一定要這樣做
[00:09:52.600 --> 00:09:53.600]  但是勸喻你
[00:09:53.600 --> 00:09:55.600]  所以溫柔的語氣裡面
[00:09:55.600 --> 00:09:57.600]  是在說一個邀請
[00:09:57.600 --> 00:09:58.600]  一個催促
[00:09:58.600 --> 00:09:59.600]  一個勉勵
[00:09:59.600 --> 00:10:00.600]  和一個懇求
[00:10:00.600 --> 00:10:02.600]  是因為前面有一樣
[00:10:02.600 --> 00:10:06.600]  我以上帝的慈悲勸你們
[00:10:06.600 --> 00:10:09.600]  究竟上帝有什麼慈悲?
[00:10:09.600 --> 00:10:12.600]  既然不是規矩
[00:10:12.600 --> 00:10:13.600]  我們開始會不會鬆一點?
[00:10:13.600 --> 00:10:15.600]  信耶穌沒那麼大壓力
[00:10:15.600 --> 00:10:17.600]  原來不是規矩
[00:10:17.600 --> 00:10:20.600]  究竟將身體獻上當作活祭
[00:10:20.600 --> 00:10:22.600]  是什麼意思呢?
