
[00:00:00.000 --> 00:00:03.000]  各位弟兄姊妹,復活節快樂!
[00:00:03.000 --> 00:00:11.000]  收到這個祝賀,我有點不太習慣
[00:00:11.000 --> 00:00:19.000]  我發覺原來教會沒有一個這樣的傳統
[00:00:19.000 --> 00:00:24.000]  在復活節裏面分享這份喜樂
[00:00:27.000 --> 00:00:30.000]  剛才我們所聽到的聖經說
[00:00:30.000 --> 00:00:38.000]  有人因為愛弟兄而出死入生
[00:00:38.000 --> 00:00:46.000]  我們面對的事實是死亡日日陪著我們
[00:00:46.000 --> 00:00:49.000]  這段聖經告訴我們
[00:00:49.000 --> 00:00:54.000]  活著不等於活著
[00:00:55.000 --> 00:00:58.000]  死了不是死了
[00:00:58.000 --> 00:01:03.000]  有些人死了但仍然活著
[00:01:03.000 --> 00:01:10.000]  有些人活著但在上帝的眼裏死了
[00:01:10.000 --> 00:01:14.000]  復活節和清明節很接近
[00:01:14.000 --> 00:01:22.000]  清明節給我們記起離開的親人朋友
[00:01:23.000 --> 00:01:26.000]  復活節提醒我們死亡不是終結
[00:01:26.000 --> 00:01:32.000]  我們很需要有復活的盼望
[00:01:32.000 --> 00:01:38.000]  不過我發覺原來很多信耶穌的人
[00:01:38.000 --> 00:01:43.000]  對於這個盼望不太拉得緊
[00:01:43.000 --> 00:01:49.000]  很多人當這是一個傳說
[00:01:50.000 --> 00:01:55.000]  他們想望有一天或者會活著
[00:01:55.000 --> 00:02:05.000]  所以教會不會因為復活這個真理而有所改變
[00:02:05.000 --> 00:02:14.000]  他在約翰一書不斷提出幾個主題
[00:02:16.000 --> 00:02:27.000]  在主裏面生、愛、離開主、死
[00:02:27.000 --> 00:02:31.000]  活在恨裏面的就是活在死裏面
[00:02:31.000 --> 00:02:35.000]  生和死、真理和虛方
[00:02:35.000 --> 00:02:39.000]  不斷在約翰一書裏面重複出現
[00:02:40.000 --> 00:02:46.000]  約翰寫到這裏說如果我們愛弟兄
[00:02:46.000 --> 00:02:51.000]  我們就知道我們已經出死入生
[00:02:51.000 --> 00:02:59.000]  各位,出是一個怎樣的死
[00:02:59.000 --> 00:03:02.000]  入是一個怎樣的生
[00:03:02.000 --> 00:03:07.000]  而這個肉身的死亡又是怎樣的一回事
[00:03:10.000 --> 00:03:12.000]  耶穌基督真的復活了
[00:03:12.000 --> 00:03:14.000]  祂是肉身復活的
[00:03:14.000 --> 00:03:19.000]  但是我們天天面對死亡
[00:03:19.000 --> 00:03:22.000]  聖經告訴我們
[00:03:22.000 --> 00:03:29.000]  當我們的先祖亞當過了戒
[00:03:29.000 --> 00:03:35.000]  他違反了父上的吩咐
[00:03:36.000 --> 00:03:40.000]  他做了一件他不應該做的事
[00:03:40.000 --> 00:03:42.000]  他就死了
[00:03:42.000 --> 00:03:50.000]  但是亞當吃了那個果仍然活著
[00:03:50.000 --> 00:03:55.000]  亞當是活著還是死了呢?
[00:03:55.000 --> 00:04:00.000]  耶穌基督告訴我們
[00:04:02.000 --> 00:04:07.000]  第二章說我們本來就是死在罪惡過犯裏面
[00:04:07.000 --> 00:04:17.000]  我們是在離開上帝的環境裏面活著
[00:04:17.000 --> 00:04:19.000]  我們隨著自己的喜好
[00:04:19.000 --> 00:04:23.000]  按照我們的心思意念去做事情
